Date,obs_g,obs_pie,obs_r
1968-04-01,0.00294375,0.00951844,0.0130768
1968-07-01,-0.00049117,0.01392308,0.01406512
1968-10-01,0.01087397,0.01003913,0.01535055
1969-01-01,-0.00145965,0.01323062,0.01561292
1969-04-01,0.00150671,0.01449826,0.01771431
1969-07-01,-0.00955088,0.01287111,0.01855441
1969-10-01,-0.0065574,0.01410958,0.01818943
1970-01-01,-0.00326061,0.01356779,0.01683254
1970-04-01,0.00303398,0.00825882,0.01594308
1970-07-01,-0.01662704,0.01293855,0.0134737
1970-10-01,0.02196598,0.01477529,0.00964638
1971-01-01,-0.00022453,0.01324523,0.01068185
1971-04-01,0.00211835,0.01014573,0.0126041
1971-07-01,-0.00316602,0.00810771,0.01063131
1971-10-01,0.00816291,0.01443026,0.00862879
1972-01-01,0.01737507,0.00634721,0.0094697
1972-04-01,0.00456377,0.00975925,0.01060605
1972-07-01,0.01245928,0.01245346,0.01223285
1972-10-01,0.02004373,0.01199461,0.01435251
1973-01-01,0.00480752,0.01637393,0.01664611
1973-04-01,-0.00910891,0.01817961,0.02102788
1973-07-01,0.00319175,0.0210411,0.01892801
1973-10-01,-0.01280879,0.0177706,0.01922529
1974-01-01,-0.00239715,0.02302826,0.02059394
1974-04-01,-0.01617975,0.02927305,0.02068752
1974-07-01,-0.010528,0.02948812,0.01857139
1974-10-01,-0.01772747,0.02277531,0.01447932
1975-01-01,0.00401152,0.01397558,0.01357506
1975-04-01,0.01151537,0.0175092,0.01595155
1975-07-01,0.0075892,0.01769523,0.01416654
1975-10-01,0.01868105,0.01090259,0.01236783
1976-01-01,0.00376851,0.01006961,0.01297549
1976-04-01,-0.00009097,0.01374104,0.0129586
1976-07-01,0.003748,0.01795548,0.01175212
1976-10-01,0.00774186,0.01604803,0.01164251
1977-01-01,0.01313434,0.01624218,0.0121738
1977-04-01,0.01294869,0.01201082,0.01383696
1977-07-01,-0.00324503,0.02035304,0.01539286
1977-10-01,-0.00149587,0.01505081,0.01611244
1978-01-01,0.03348171,0.01923339,0.01632418
1978-04-01,0.00503721,0.0172257,0.01845254
1978-07-01,0.00860813,0.02016567,0.02165785
1978-10-01,-0.00196274,0.01917374,0.02373786
1979-01-01,-0.00357684,0.02268824,0.02372079
1979-04-01,0.00252485,0.02104938,0.02448055
1979-07-01,-0.0018386,0.02042991,0.03005551
1979-10-01,-0.00096016,0.02220071,0.03395328
1980-01-01,-0.02450838,0.02207357,0.02433538
1980-04-01,-0.00568785,0.02211781,0.02314922
1980-07-01,0.01417432,0.02621584,0.03462595
1980-10-01,0.01577625,0.02554609,0.03663805
1981-01-01,-0.01031199,0.0179714,0.03797882
1981-04-01,0.00845428,0.01908485,0.03835975
1981-07-01,-0.01526021,0.0181036,0.02981509
1981-10-01,-0.01966717,0.01378905,0.03255763
1982-01-01,0.00125969,0.01284225,0.03154227
1982-04-01,-0.00766452,0.01387864,0.0235672
1982-07-01,-0.00232235,0.01043229,0.01996464
1982-10-01,0.00883984,0.00738556,0.02047485
1983-01-01,0.02073228,0.00893713,0.02121512
1983-04-01,0.01481945,0.00871339,0.02311511
1983-07-01,0.0174631,0.00878146,0.02224561
1983-10-01,0.0174572,0.01168437,0.02319186
1984-01-01,0.0142561,0.00804237,0.02479658
1984-04-01,0.00594395,0.00797821,0.02613866
1984-07-01,0.00447881,0.00708484,0.02225413
1984-10-01,0.00611265,0.01046553,0.0206705
1985-01-01,0.00541735,0.00682597,0.0188261
1985-04-01,0.01221435,0.0047506,0.01792639
1985-07-01,0.00524615,0.00728552,0.01807911
1985-10-01,0.00413828,0.00389079,0.01739204
1986-01-01,0.00140522,0.00494224,0.01546903
1986-04-01,0.00638575,0.00611054,0.01390456
1986-07-01,0.00238292,0.00659981,0.0134737
1986-10-01,0.00380991,0.0090368,0.01393836
1987-01-01,0.00768811,0.00740407,0.01424261
1987-04-01,0.00566339,0.00734966,0.01522363
1987-07-01,0.01473636,0.0079335,0.01476683
1987-10-01,0.00391117,0.00660572,0.01441168
1988-01-01,0.00941516,0.01020353,0.01564677
1988-04-01,0.00266229,0.0114643,0.01768038
1988-07-01,0.01067355,0.00765247,0.01950567
1988-10-01,0.00928464,0.01064035,0.02158121
1989-01-01,0.00324602,0.00980578,0.02124917
1989-04-01,0.00245428,0.00732164,0.01980313
1989-07-01,0.00123485,0.00738714,0.01931874
1989-10-01,0.00440559,0.0110968,0.01959065
1990-01-01,0.0001884,0.01143937,0.01955666
1990-04-01,-0.00413585,0.00958714,0.01886856
1990-07-01,-0.01095803,0.00858473,0.01762949
1990-10-01,-0.00706653,0.0115582,0.01517286
1991-01-01,0.00356287,0.00718458,0.01399751
1991-04-01,0.00001683,0.00657787,0.01353282
1991-07-01,0.00260503,0.00531975,0.0114149
1991-10-01,0.00703172,0.0075979,0.00978101
1992-01-01,0.00707108,0.00557897,0.00924258
1992-04-01,0.00501107,0.00326726,0.0077382
1992-07-01,0.01002962,0.0062866,0.0077046
1992-10-01,-0.00280114,0.00828541,0.00742752
1993-01-01,0.00375062,0.00534361,0.00744431
1993-04-01,0.00173931,0.00446667,0.00753666
1993-07-01,0.01216513,0.0058192,0.00767941
1993-10-01,0.00606089,0.00515601,0.00814138
1994-01-01,0.01162231,0.00450286,0.01001667
1994-04-01,0.00275892,0.00593783,0.01125476
1994-07-01,0.00946736,0.00476635,0.01328789
1994-10-01,0.00226963,0.00731246,0.0144455
1995-01-01,-0.0001389,0.00419846,0.01409047
1995-04-01,0.00513643,0.00448614,0.01350748
1995-07-01,0.00523339,0.00487113,0.01323723
1995-10-01,0.00500037,0.00615635,0.01240158
1996-01-01,0.01382678,0.0035153,0.01262942
1996-04-01,0.00214371,0.00480097,0.01282354
1996-07-01,0.00831323,0.00408265,0.01251971
1996-10-01,0.00602722,0.00703078,0.01273069
1997-01-01,0.01213355,0.00472535,0.01269693
1997-04-01,0.00774579,0.00294204,0.01269693
1997-07-01,0.00403625,0.00361664,0.01280666
1997-10-01,0.0125562,0.00263094,0.01271381
1998-01-01,0.00304103,0.0024299,0.01251971
1998-04-01,0.00727242,0.00358545,0.01213162
1998-07-01,0.01322457,0.00260832,0.01069027
1998-10-01,0.00373589,0.00452424,0.0110778
1999-01-01,0.0021495,0.00373868,0.01119577
1999-04-01,0.00966851,0.00305723,0.0116931
1999-07-01,0.01413222,0.00418849,0.01268849
1999-10-01,-0.00760538,0.00757078,0.01389611
2000-01-01,0.0087386,0.00573445,0.01438632
2000-04-01,-0.00177194,0.004116,0.01515594
2000-07-01,-0.00029011,0.00521416,0.01515594
2000-10-01,-0.00403332,0.00896784,0.01211475
2001-01-01,-0.00695496,0.00614765,0.00919212
2001-04-01,-0.00391861,0.00547347,0.00795657
2001-07-01,0.00357178,-0.00127447,0.00477806
2001-10-01,0.00974078,0.00327392,0.00431764
2002-01-01,0.00062604,0.00308223,0.0043009
2002-04-01,0.00682163,0.00253119,0.0041168
2002-07-01,0.00033595,0.00441422,0.0033389
2002-10-01,-0.00317813,0.00627242,0.00289586
