Date,GDP,CPI_U,S,OBS_RS,GDP_RW,CPI_RW,OBS_RS_RW,OBS_D4L_CPI_TAR,CPI,OBS_L_GDP,L_CPI_U,OBS_L_S,L_GDP_RW,L_CPI_RW,OBS_L_CPI,L_Z,DLA_GDP,D4L_GDP,DLA_CPI_U,D4L_CPI_U,DLA_S,D4L_S,DLA_GDP_RW,D4L_GDP_RW,OBS_DLA_CPI_RW,D4L_CPI_RW,DLA_CPI,D4L_CPI,DLA_Z,D4L_Z,RR,RR_RW,RR_GAP,L_Z_GAP,RR_RW_GAP,RR_BAR,L_Z_BAR,RR_RW_BAR,L_GDP_GAP,L_GDP_BAR,DLA_GDP_BAR,L_GDP_RW_BAR_PURE,L_GDP_RW_GAP_PURE,DLA_Z_BAR,L_GDP_RW_BAR,OBS_L_GDP_RW_GAP
1998-07-01,601598.0,69.7,35.19,14.18,1775152.6,87.06,3.94,7.21,69.5773216433175,1330.7344727144155,424.4200317766478,356.07619513334936,1438.9396949027273,446.65975361241516,424.2438675785407,378.49208116722383,0.006649013535025006,0.26631262847604376,8.11622047589367,9.080099276306271,-14.948755789479037,-3.983258791287085,2.262326873183156,2.587857281946981,1.1042105010817522,1.1088124690467112,7.509232566330411,9.21439745929024,-21.35377785472747,-12.088843781530613,4.96560254070976,2.831187530953289,5.250611875684541e-05,-5.398171637181235,0.26629548099545897,4.965550034591003,383.89025280440507,2.56489204995783,-1.8250842088023091,1332.5595569232178,0.25897655449716694,1439.3193242854584,-0.37962938273108193,-4.79908366067565,1439.3269198700557,-0.3872249673283932
1998-10-01,601559.0,69.43,35.02,11.53,1780226.8,87.17,3.62,7.0,69.7931288883697,1330.7279897699598,424.03190507651817,355.5919326857706,1439.225132988191,446.7860235023485,424.55355649280887,377.82439969531015,-0.025931777822734148,0.230833791568557,-1.5525068005185858,7.194985319510749,-1.9370497903150863,-8.245599508246244,1.1417523418549536,1.8876402534961016,0.5050795597333035,0.806270205114572,1.2387556570727156,7.154440261610375,-2.6707258876547257,-14.593769564742047,4.375559738389624,2.813729794885428,-0.24449051926333798,-4.93255166173293,0.33656849273645495,4.620050257652962,382.7569513570431,2.477161302148973,-1.9269150598644558,1332.6549048298243,0.3813916264261934,1439.9935992879064,-0.7684662997153282,-4.676219383697823,1440.0238648254483,-0.7987318372572645
1999-01-01,603899.0,69.81,38.42,8.08,1794758.6,87.27,3.09,6.6,69.7448639723532,1331.1162244391326,424.57772659823104,364.8578157340411,1440.0381086180976,446.900676117522,424.4843783185328,387.27411353303035,1.5529386766911557,0.5229755379930339,2.183286086851467,2.9215071035960705,37.06353219308198,5.593431110730023,3.251902519626128,2.0988709885209573,0.4586104606939898,0.8284479553001347,-0.2767126971043581,2.9314723753037697,37.798855350880785,3.490406690726445,5.14852762469623,2.261552044699865,0.8655102114885942,5.644322565448988,-0.12704518095811812,4.283017413207636,381.62979096758136,2.3885972256579833,-1.9851723984006355,1333.1013968375332,1.7859680308356474,1440.6615534631114,-0.6234448450138643,-4.581492890457993,1440.715983007264,-0.6778743891663908
1999-04-01,607188.0,69.93,36.64,7.0,1807439.4,87.66,2.63,6.3,69.9068601715668,1331.659374202242,424.74947417157756,360.114053980593,1440.742170548206,447.34656949906633,424.7163787078836,382.74424477177564,2.172599052437363,0.9265637412102024,0.6869902933860885,2.35849751390316,-18.97504701379239,0.30066989987386705,2.8162477204341485,2.3680573637745965,1.7835735261774062,0.9628685119216129,0.9280015574033769,2.3498192709255363,-18.119475045018817,-1.0862808591300563,4.650180729074464,1.667131488078387,0.6953743804807946,2.239809557839237,-0.63244990630771,3.954806348593669,380.5044352139364,2.299581394386097,-1.8385728560655394,1333.4979470583075,1.5862008830972627,1441.3214289428538,-0.5792583946476952,-4.532934760911641,1441.4007112628879,-0.6585407146817488
1999-07-01,612001.0,70.56,35.65,6.45,1826581.6,88.05,2.7,5.9,70.4161612728992,1332.4489195480057,425.6463411698536,357.37491468603054,1441.7956799828637,447.7904834942216,425.44228003538205,379.7231181448701,3.1581813830553074,1.714446833590273,3.5874679931041555,1.2263093932057814,-10.956557178249795,1.2987195526811774,4.214037738630395,2.8559850801364064,1.775655980620968,1.1307298818064169,2.9036053099937362,1.1984124568413677,-12.084506507622109,1.2310369776462835,5.2515875431586325,1.5692701181935833,1.6152746881267492,0.3430427692420608,-0.6411458608028671,3.6363128550318833,379.38007537562805,2.2104159789964504,-1.3585676887840918,1333.8074872367897,1.2381607139286643,1441.9710782058858,-0.1753982230220572,-4.506195226772916,1442.0746390967183,-0.2789591138546257
1999-10-01,618698.0,70.78,36.13,5.88,1847557.6,88.45,3.43,5.5,71.1068242199071,1333.5372548929404,425.9576474917317,358.7123545159549,1442.937510858507,448.24374206057945,426.4183312792764,380.537765297258,4.353341379738595,2.809265122980605,1.2452252875123122,1.9257424152135059,5.349759319697569,3.120421830184341,4.567323502573345,3.712377870316004,1.8130342654314973,1.4577185582309653,3.904204975577386,1.8647747864675353,3.2585886095514525,2.713365601947828,4.015225213532465,1.9722814417690349,0.6863578808015638,2.2804626841082722,-0.14872642719170237,3.328867332730901,378.2573026131497,2.1210078689607372,-0.5493472736598903,1334.0866021666002,1.1164597192419023,1442.6079916944625,0.32951916404454096,-4.4905110600400695,1442.7335328372603,0.20397802124671216
2000-01-01,625248.0,72.35,35.63,5.39,1871352.6,88.96,3.54,5.5,71.7610055750011,1334.5903650014238,428.15154530774925,357.31879796177446,1444.2172042872203,448.8186830502272,427.33412306819173,378.80335794380994,4.212440433933807,3.474140562291268,8.775591264070272,3.573818709518207,-5.574226216721854,-7.539017772266618,5.118773714852978,4.179095669122717,2.2997639585910292,1.9180069327052252,3.663167155661313,2.849744749658953,-6.937629413792138,-8.470755589220403,2.5402552503410467,1.6219930672947749,-0.4945544782383786,1.6664354550849225,-0.4088701702928752,3.0348097285794253,377.136922488725,2.03086323758765,0.43255876324570863,1334.1578062381782,0.28481628631197964,1443.2295502269508,0.9876540602695059,-4.482697343992199,1443.3728101141262,0.8443941730940878
2000-04-01,635423.0,72.54,35.85,5.33,1887582.0,89.28,4.26,5.5,72.5010203489022,1336.204619783319,428.41381338547563,357.9343567045629,1445.0807202870276,449.17774986330005,428.36006355395557,378.7520430139074,6.457019127580679,4.545245581077097,1.049072310905558,3.6643392138980744,2.462234971153748,-2.1796972760300832,3.45406399922922,4.338549738821484,1.4362672522913726,1.8311803642337168,4.1037619430553605,3.643684846071949,-0.2052597196102397,-3.9922017578682585,1.6863151539280512,2.428819635766283,-1.0705938092136122,2.730877160151863,0.48942433159739474,2.7569089631416634,376.0211658537555,1.9393953041688883,1.3535272132404401,1334.8510925700787,2.773145327601924,1443.833340571194,1.247379715833631,-4.471820062238812,1443.9881435294556,1.0925767575720329
2000-07-01,643800.0,73.41,35.47,5.34,1896148.8,89.98,4.74,5.5,73.1277551651113,1337.5143397846846,429.60601661226895,356.86872687855305,1445.5335439730288,449.95874234130264,429.220798231385,377.6066709884706,5.238880005462306,5.065420236678847,4.768812907173242,3.959675442415346,-4.262519304039415,-0.5061878074774881,1.8112947440049538,3.737863990165124,3.1239699120103523,2.168258847081063,3.442938709717737,3.778518196002949,-4.581488101747027,-2.116447156399488,1.5614818039970508,2.5717411529189373,-0.9361430564358719,2.6933659066683617,0.7259794087792195,2.4976248604329228,374.91330508180226,1.8457617441397178,2.0209396504325525,1335.493400134252,2.5692302566931176,1444.4175667788231,1.1159771942056977,-4.449400130459216,1444.5762611781047,0.95728279492414
2000-10-01,648456.0,73.76,35.09,5.41,1908611.9,90.56,5.02,5.5,74.1899998064488,1338.2349431554762,430.08165792483385,355.7916189595124,1446.1886781882456,450.6012614454873,430.6629367592576,375.7299436457421,2.8824134831666015,4.6976882625358485,1.902565250259613,4.124010433102171,-4.308431676162627,-2.920735556442537,2.620536860867105,3.251167329738564,2.5700764167386296,2.357519384907846,5.768554111490403,4.244605479981203,-7.5069093709141725,-4.807821651515894,1.165394520018797,2.6624806150921536,-1.093353603318954,1.9116243010907965,0.9130544919495018,2.258748123337751,373.8183193446513,1.7494261231426518,2.3632219407303126,1335.871721214746,1.5132843219762435,1444.981212513791,1.2074656744546246,-4.402691903990093,1445.1352568758773,1.0534213123683003
2001-01-01,652368.0,75.4,34.47,5.22,1925948.5,90.83,4.75,5.1,75.2958988423099,1338.836409886324,432.280727501391,354.0089380528774,1447.0929131626526,450.8989627514122,432.14256690770645,372.7653338965832,2.4058669233909313,4.2460448849001295,8.796278306228714,4.129182193641782,-7.130723626539975,-3.3098599088970673,3.6169398976280718,2.8757088754323377,1.1908052236997264,2.0802797011850203,5.918520593795392,4.808443839514723,-11.858438996635641,-6.03802404722677,0.41155616048527666,2.6697202988149797,-1.629928204845144,0.02246272880285005,1.0194145548642897,2.0414843653304207,372.7428711677803,1.65030574395069,2.4232229911497285,1336.4131868951742,2.1658627217129833,1445.5239589257967,1.568954236855916,-4.3190818261394135,1445.6644210420702,1.4284921205824048
2001-04-01,656948.0,76.29,33.77,5.04,1927332.8,91.81,4.59,4.8,76.2159368826927,1339.5360146693615,433.45418681021386,351.95728343974764,1447.1647636169423,451.9721224155608,433.35705862669033,370.5723472286181,2.7984191321502294,3.331394886042517,4.693837235291312,5.04037342473822,-8.206618452519024,-5.97707326481526,0.28740181715875224,2.0840433299147207,4.292638656594363,2.794372552260768,4.857966875935517,4.996995072734762,-8.771946671860178,-8.179695785289255,0.04300492726523775,1.795627447739232,-1.803350926617894,-1.1224706132373399,0.24673887934492988,1.8463558538831317,371.69481784185547,1.5488885683943021,2.2852768981355283,1337.2507377712259,3.3502035042065472,1446.046241830587,1.118521786355359,-4.18906055768207,1446.164360872621,1.0004027443212635
2001-07-01,659967.0,77.47,33.99,5.41,1928999.0,92.12,4.27,4.4,77.3607402358763,1339.9945112752566,434.98907646438107,352.60663637080245,1447.2511773484414,452.3092074952484,434.84794198153435,370.0679018845165,1.833986423580427,2.4801714905720473,6.1395586166688645,5.383059852112126,2.597411724219228,-4.2620905077505995,0.345654925996314,1.7176333754125608,1.3483403187503882,2.350465153945777,5.963533419376063,5.627143750149344,-2.0177813764064467,-7.53876910395411,-0.21714375014934362,1.9195348460542228,-1.8900099014893987,-0.6141288122316837,0.47323515365347557,1.6728661513400551,370.6820306967482,1.4462996924007472,2.0055689721259284,1337.9889423031307,2.952818127619139,1446.549477640306,0.701699708135493,-4.010658116563453,1446.6374691786195,0.6137081698218481
2001-10-01,662378.0,76.99,31.98,5.02,1932019.6,92.43,3.44,4.1,77.6036810465537,1340.359166894125,434.3675543289958,346.5110707405808,1447.4076438630677,452.6451601276686,435.16148622310425,363.99474464514515,1.4586224754739305,2.1242237386488796,-2.486088541540994,4.285896404161974,-24.38226252088657,-9.280548218931585,0.6258660585053804,1.2189656748221296,1.3438105296806953,2.0438986821812932,1.2541769662796014,4.4985494638466434,-24.292628957485476,-11.735199000596936,0.5214505361533561,1.3961013178187067,-0.9979411895628698,-5.7169348730516845,0.05228289412183207,1.519391725716226,369.71167951819683,1.3438184236968747,1.6033267096933344,1338.7558401844317,3.0675915252040795,1447.0357818432144,0.37186201985332445,-3.786487406843134,1447.0873892745851,0.32025458848261223
2002-01-01,664465.0,78.22,30.85,4.38,1934913.8,93.17,3.36,4.0,77.9409429094694,1340.6737484566922,435.95253693273685,342.9136750351397,1447.5573335650117,453.44257814623336,435.5951397726394,360.76111340873365,1.2583262502685102,1.8373385703682743,6.339930414964101,3.671809431345821,-14.389582821764407,-11.095263017737693,0.5987588077759938,0.4644204023591101,3.1896720742590787,2.5436153948211313,1.7346141981406618,3.452572864932961,-12.93452494564599,-12.004220487849523,0.9274271350670391,0.8163846051788686,-0.45570065377120916,-8.029436852698097,-0.4266352368016988,1.3831277888382483,368.79055026143175,1.2430198419805674,1.1076653986711236,1339.5660830580211,3.2409714943578365,1447.5077084898912,0.049625075120502515,-3.5171684558405256,1447.518531610249,0.03880195476267545
2002-04-01,669214.0,78.04,29.26,3.93,1945847.1,93.7,3.45,3.9,77.9328750232379,1341.3859168378067,435.72215157549107,337.6221395591978,1448.120796721262,454.00981892443764,435.584787955579,356.0471705280565,2.8486735244578085,1.849902168445169,-0.9215414289831187,2.2679647652772132,-21.16614190376754,-14.335143880549822,2.2538526250009454,0.9560331043196584,2.2689631128171186,2.03769650887682,-0.041407268241755446,2.2277293288886426,-18.855771522708665,-14.525176700561644,1.7022706711113575,1.41230349112318,0.44162483182210743,-11.874685269331394,0.26679178736464526,1.2606458392892501,367.9218557973879,1.1455117037585347,0.5986453848585924,1340.787271452948,4.884753579707649,1447.9680440446775,0.15275267658444136,-3.2238274324256846,1447.935706953578,0.18508976768407592
2002-07-01,673704.0,77.97,30.3,3.14,1951241.2,94.08,3.36,3.9,78.0487069093281,1342.0546124291968,435.6324137321509,341.1147712515323,1448.3976240872075,454.4145484150317,435.7333079358832,359.7960117306808,2.6747823655605316,2.060101153940195,-0.3589513733606964,0.643337267769823,13.970526769337994,-11.49186511927013,1.1073094637822578,1.1464467387661443,1.6189179623761447,2.1053409197832593,0.5940799212169168,0.8853659543488561,14.995364810497222,-10.271890153835727,2.254634045651144,1.2546590802167406,1.1064014829073916,-7.307778868286562,0.20202396170225545,1.1482325627437524,367.10379059896735,1.052635118514485,0.1850625061890998,1341.8695499230078,4.329113880238765,1448.4196059875867,-0.021981900379159924,-2.937007861958471,1448.3437745749823,0.05384951222526979
2002-10-01,678347.0,77.4,31.6,2.74,1952550.1,94.52,3.11,3.8,77.8106406211309,1342.7414235407914,434.89867805956817,345.3157120592866,1448.4646819777793,454.8811452318707,435.4278190741469,364.76903821701046,2.7472444463783177,2.382256646666292,-2.9349426903308995,0.5311237305723466,16.80376323101723,-1.1953586812941808,0.26823156228692824,1.0570381147115313,1.8663872673560036,2.2359851042020864,-1.2219554469452305,0.26633285104264814,19.89210594531869,0.7742935718653143,2.473667148957352,0.8740148957979135,1.431216488561187,-1.5580892437685065,-0.09188304480131648,1.042450660396165,366.32712746077897,0.96589794059923,-0.07448505082612655,1342.8159085916175,3.785434674438875,1448.8653072690556,-0.4006252912763557,-2.7028852138890302,1448.747825107083,-0.28314312930365304
2003-01-01,686859.0,77.94,31.95,2.5,1950723.5,95.32,2.68,3.8,77.864559187301,1343.9884309965169,435.5939299910563,346.4172180823544,1448.3710887367963,455.72396522305417,435.49708966881127,366.64409363659723,4.988029822901808,3.3146825398246165,2.781007725952577,-0.3586069416805344,4.406024092271082,3.5035430472146913,-0.37437296393181896,0.8137551717845781,3.371279964733958,2.281387076820806,0.2770823786574965,-0.09805010382814316,7.5002216783470885,5.882980227863584,2.598050103828143,0.39861292317919395,1.6574957694604284,1.0660218209585537,-0.4883213661604504,0.9405543343677147,365.5780718156387,0.8869342893396444,-0.2351707610906928,1344.2236017576076,5.63077266396067,1449.308047100833,-0.9369583640366272,-2.54970258499505,1449.1530164943906,-0.7819277575943033
2003-04-01,692788.0,78.09,31.58,2.41,1952651.8,95.5,2.36,3.7,77.9593038680338,1344.8479315064185,435.78620076745835,345.2524008827496,1448.4698904152751,455.91262474866846,435.6186945251543,365.5463311062638,3.4380020396065447,3.4620146686118005,0.7690831056081606,0.06404919196728542,-4.659268798419134,7.630261323551792,0.39520671391528595,0.34909369401316326,0.7546381024571929,1.9028058242308248,0.48641942537210525,0.03390656957532201,-4.391050121333819,9.499160578207295,2.376093430424678,0.4571941757691751,1.5354011333396982,0.7044758156787339,-0.3601266813904277,0.8406922970849798,364.84185529058504,0.8173208571596028,-0.44097195417595003,1345.2889034605944,4.261206811946977,1449.7504743038603,-1.28058388858517,-2.4831080808950117,1449.5641527525058,-1.0942623372307025
2003-07-01,700527.0,77.96,31.84,2.12,1961655.4,95.99,2.14,3.6,77.8386255296315,1345.9588187913616,435.61958746393594,346.0723360976182,1448.9299266576447,456.4244019375446,435.46377800860796,367.03296002655475,4.4435491397725855,3.904206362164814,-0.6664532140896426,-0.012826268214951142,3.279740859474259,4.957564846085859,1.8401449694783878,0.5323025704371958,2.047108755504496,2.0098535225129126,-0.6196660661853457,-0.2695299272752436,5.9465156811638735,7.236948295873958,2.3895299272752437,0.13014647748708752,1.6474807314447928,2.92858425025986,-0.6281826581420424,0.7420491958304509,364.1043757762949,0.75832913562913,-0.8114880404475286,1346.7703068318092,5.925613484859241,1450.1946521001023,-1.264725442457575,-2.4986998829440545,1449.9850604873332,-1.0551338296884296
2003-10-01,706623.0,78.03,32.41,2.07,1975671.2,96.43,2.15,3.6,78.5285161652037,1346.8252563618023,435.709336812867,347.8467017153456,1449.641874668334,456.8817356522293,436.3461822075245,368.38225516005036,3.4657502817626664,4.083832821010901,0.35899739572414546,0.8106587532988101,7.097462470909704,2.5309896560589777,2.847792042756737,1.177192690554648,1.8293348587387754,2.0005904203586056,3.529616795666243,0.9183631333776248,5.397180533982464,3.6132169430399017,1.151636866622375,0.14940957964139434,0.5068675630274189,5.030283699220092,-0.5615959575009875,0.6447693035949562,363.35197146083027,0.7110055371423818,-1.3272617114106637,1348.152518073213,5.528844965615463,1450.6418433465942,-0.9999686782603021,-2.593984114537757,1450.4181984768552,-0.7763238085212834
2004-01-01,713129.0,79.79,32.84,2.06,1985518.6,96.98,2.06,3.5,79.1472447931933,1347.7417608697558,437.93981833201894,349.16472845842276,1450.1390697426966,457.4504771677206,437.1309975780437,369.48420804809956,3.666018031814019,3.753329873238954,8.92192607660786,2.345888340962631,5.27210697230862,2.7475103760683623,1.9887802974508304,1.7679810059003103,2.2749660619651877,1.726511944666413,3.1392614820767903,1.6339079092324482,4.40781155219679,2.840114411502327,0.42609209076755183,0.33348805533358705,-0.1239344780589251,6.911397150690107,-0.34251580459858777,0.5500265688264769,362.57281089740945,0.6760038599321748,-1.8173500702836947,1349.5591109400395,5.626371467305944,1451.0925204469693,-0.9534507042726545,-2.758021683507592,1450.864706581769,-0.7256368390724219
2004-04-01,721644.0,80.14,31.76,2.18,1996448.3,97.69,2.08,3.4,79.9774344724912,1348.928722148137,438.3775105207999,345.8207636378935,1450.6880309833318,458.1799199664851,438.17445257910526,365.8262310252733,4.747845113524818,4.080790641718522,1.7507687551237723,2.591309753341534,-13.375859282117062,0.5683627551438803,2.195844962540832,2.218140568056697,2.9177711950580942,2.2672952178166383,4.173820004246181,2.5557580539509672,-14.63190809130515,0.2798999190094946,-0.37575805395096706,-0.18729521781663827,-0.8350697861508534,4.068024458710511,-0.8409221225745256,0.45931173219988625,361.75820656656276,0.6536269047578873,-2.0745662377495933,1351.0032883858867,5.776709783388469,1451.5465308244363,-0.8584998411045035,-2.971882333036514,1451.3247542580107,-0.6367232746788432
2004-07-01,733530.0,80.44,31.66,2.59,2003859.0,98.17,2.12,3.4,80.4051447254319,1350.56237755243,438.7511564904451,345.5054054452866,1451.0585379430127,458.67006697044303,438.7078163259991,365.4676560897306,6.534621617171979,4.603558761068371,1.4945838785808974,3.131569026509169,-1.2614327704275183,-0.566930652331564,1.4820278387232975,2.128611285367924,1.9605880158317177,2.2456650328984438,2.1334549875753055,3.24403831739113,-1.4342997421706514,-1.5653039368241366,-0.6540383173911302,-0.12566503289844366,-1.0280763927324008,4.56386551769117,-0.7696284328994673,0.3740380753412707,360.90379057203944,0.6439634000010236,-2.0117071861726146,1352.5740847386026,6.2831854108635525,1452.0031259955128,-0.944588052500194,-3.2094699730717697,1451.7976039154664,-0.7390659724537727
2004-10-01,746202.0,80.41,30.47,2.62,2010242.5,98.63,2.16,3.3,80.8357617486791,1352.2751620012184,438.71385465600576,341.6742592997618,1451.3765919524192,459.13754749659023,439.2419463509869,361.5698604453651,6.851137795153591,5.449905639416102,-0.1492073377573888,3.0045178431387853,-15.324584582099305,-6.1724424155838165,1.2722160376260945,1.7347172840852636,1.8699221045887953,2.2558118443609487,2.1365200999512126,2.8957641434623724,-15.59118257746195,-6.81239471468524,-0.2757641434623723,-0.09581184436094858,-0.5708611047227452,1.5621229124898264,-0.7423883420774283,0.2950969612603728,360.0077375328753,0.6465764977164797,-1.7267138099143509,1354.0018758111328,5.711164290120905,1452.4610209143143,-1.084428961895128,-3.456348539318876,1452.2817220599288,-0.905130107509649
