"Variables ->","GDP","CPI_U","S","RS","GDP_RW","CPI_RW","RS_RW","D4L_CPI_TAR","CPI","L_CPI","L_CPI_RW","L_CPI_U","L_GDP","L_GDP_RW","L_S","L_Z","DLA_CPI","DLA_CPI_RW","DLA_CPI_U","DLA_GDP","DLA_GDP_RW","DLA_S","DLA_Z","D4L_CPI","D4L_CPI_RW","D4L_CPI_U","D4L_GDP","D4L_GDP_RW","D4L_S","D4L_Z","RR","RR_RW","RR_BAR","RR_GAP","L_Z_BAR","L_Z_GAP","RR_RW_BAR","RR_RW_GAP","DLA_Z_BAR","L_GDP_GAP","L_GDP_BAR","DLA_GDP_BAR","L_GDP_RW_BAR_PURE","L_GDP_RW_GAP_PURE","L_GDP_RW_BAR","L_GDP_RW_GAP","E_DLA_CPI","MCI","OBS_D4L_CPI_TAR","OBS_DLA_CPI_RW","OBS_L_CPI","OBS_L_GDP","OBS_L_GDP_RW_GAP","OBS_L_S","OBS_RS","OBS_RS_RW","PREM","RMC","RSNEUTRAL","SHK_D4L_CPI_TAR","SHK_DLA_CPI","SHK_DLA_CPI_RW","SHK_DLA_GDP_BAR","SHK_DLA_Z_BAR","SHK_L_GDP_GAP","SHK_L_GDP_RW_GAP","SHK_L_S","SHK_RR_BAR","SHK_RR_RW_BAR","SHK_RS","SHK_RS_RW","a1","a2","a3","b1","b2","b3","b4","e1","g1","g2","g3","rho_D4L_CPI_TAR","rho_DLA_CPI_RW","rho_DLA_GDP_BAR","rho_DLA_Z_BAR","rho_L_GDP_RW_GAP","rho_RR_BAR","rho_RR_RW_BAR","rho_RS_RW","ss_D4L_CPI_TAR","ss_DLA_CPI_RW","ss_DLA_GDP_BAR","ss_DLA_Z_BAR","ss_RR_BAR","ss_RR_RW_BAR"
"2010Q4",8.97496000e+05,9.36600000e+01,2.50600000e+01,1.21000000e+00,2.13347230e+06,1.10600000e+02,1.02000000e+00,2.00000000e+00,9.42750253e+01,4.54621631e+02,6.81848403e+01,4.53967120e+02,1.37073639e+03,1.45732614e+03,3.22127295e+02,-6.43094957e+01,1.55510400e+00,1.99411245e+00,-6.40102553e-01,2.32116000e+00,2.15557015e+00,7.24803600e+00,7.68704445e+00,1.95430800e+00,1.97230645e+00,1.98410649e+00,2.77601000e+00,2.23435317e+00,-5.47390700e+00,-5.45590804e+00,-6.21076798e-01,-9.74112450e-01,8.78808760e-01,-1.49988556e+00,-6.26509056e+01,-1.65859013e+00,7.47414111e-01,-1.72152656e+00,-2.29924077e+00,-2.88646960e+00,1.37362286e+03,2.42857699e+00,1.45737929e+03,-5.31483948e-02,1.45910926e+03,-1.78311569e+00,1.03561919e+00,-5.52342852e-01,2.00000000e+00,1.99411245e+00,4.54621631e+02,1.37073639e+03,-1.78311569e+00,3.22127295e+02,1.21000000e+00,1.02000000e+00,2.27078726e+00,-2.51810576e+00,2.70988556e+00,4.99600361e-16,-6.31294048e-02,5.16425178e-01,7.00614965e-03,-3.20891519e-03,1.27077670e-01,4.07568460e-02,-4.79363112e-01,1.10724190e-02,-5.31538594e-03,1.19891100e-01,-2.24305312e-01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2011Q1",9.03468000e+05,9.47600000e+01,2.45400000e+01,1.21000000e+00,2.15021620e+06,1.11730000e+02,1.09000000e+00,2.00000000e+00,9.44089049e+01,4.54763540e+02,6.92016095e+01,4.55134738e+02,1.37139960e+03,1.45810790e+03,3.20030444e+02,-6.55314865e+01,5.67636000e-01,4.06606299e+00,4.67047021e+00,2.65284000e+00,3.12702201e+00,-8.38740400e+00,-4.88897701e+00,1.71408100e+00,2.47373643e+00,1.73510128e+00,2.94145000e+00,2.61681233e+00,-3.64113000e+00,-2.88147461e+00,-4.46299184e-02,-2.97606299e+00,8.10081777e-01,-8.54711696e-01,-6.34080957e+01,-2.12339081e+00,7.27153009e-01,-3.70321600e+00,-2.20337385e+00,-2.74623373e+00,1.37414583e+03,2.40435542e+00,1.45739393e+03,7.13965184e-01,1.45910790e+03,-1.00000000e+00,3.08395674e-01,3.87190566e-02,2.00000000e+00,4.06606299e+00,4.54763540e+02,1.37139960e+03,-1.00000000e+00,3.20030444e+02,1.21000000e+00,1.09000000e+00,2.14562785e+00,-2.55938086e+00,2.06471170e+00,1.55431223e-15,-1.01579331e-01,2.07077303e+00,-4.84757753e-03,-1.35048268e-02,1.20658862e-02,4.26492552e-01,-2.30467646e+00,4.15565792e-03,-5.89057403e-03,3.39786841e-01,-6.84643200e-01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2011Q2",9.05456000e+05,9.53400000e+01,2.43500000e+01,1.21000000e+00,2.15115740e+06,1.12650000e+02,1.41000000e+00,2.00000000e+00,9.49660373e+01,4.55351933e+02,7.00225777e+01,4.55744945e+02,1.37161940e+03,1.45815166e+03,3.19253185e+02,-6.60761703e+01,2.35357200e+00,3.28016813e+00,2.44082819e+00,8.79200000e-01,1.75051061e-01,-3.10903600e+00,-2.18243987e+00,1.76592400e+00,2.67186316e+00,1.75647305e+00,2.06276000e+00,1.75732005e+00,-5.39591400e+00,-4.48997491e+00,-3.92775549e-01,-1.87016813e+00,7.10394944e-01,-1.10317049e+00,-6.46762180e+01,-1.39995224e+00,6.80832519e-01,-2.55100065e+00,-2.21635470e+00,-2.38162708e+00,1.37400103e+03,2.08411284e+00,1.45740563e+03,7.46025669e-01,1.45905166e+03,-9.00000000e-01,1.93479019e+00,-3.52233673e-01,2.00000000e+00,3.28016813e+00,4.55351933e+02,1.37161940e+03,-9.00000000e-01,3.19253185e+02,1.21000000e+00,1.41000000e+00,2.10264619e+00,-2.08712463e+00,2.31317049e+00,3.55271368e-15,1.79321467e+00,-3.72682262e-01,-6.10376995e-02,-1.84405444e-02,-3.72978086e-01,-1.00000000e-01,-1.11265025e+00,-1.37330996e-02,-1.07382640e-02,4.74671899e-02,-2.54200130e-01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2011Q3",9.05804000e+05,9.54500000e+01,2.47600000e+01,1.18000000e+00,2.15210410e+06,1.13030000e+02,1.56000000e+00,2.00000000e+00,9.55813786e+01,4.55997802e+02,7.03594156e+01,4.55860255e+02,1.37165782e+03,1.45819566e+03,3.20922945e+02,-6.47154414e+01,2.58347600e+00,1.34704133e+00,4.61240158e-01,1.53680000e-01,1.75996744e-01,6.67904000e+00,5.44260533e+00,1.76494700e+00,2.67184622e+00,1.73310900e+00,1.50172000e+00,1.40840999e+00,6.07659000e-01,1.51455827e+00,-7.31985730e-01,2.12958670e-01,6.15505451e-01,-1.34749118e+00,-6.52483185e+01,5.32877167e-01,6.73644192e-01,-4.60685522e-01,-2.07996493e+00,-2.52459439e+00,1.37418241e+03,1.98058565e+00,1.45741355e+03,7.82106564e-01,1.45949566e+03,-1.30000000e+00,2.14325892e+00,-1.10310698e+00,2.00000000e+00,1.34704133e+00,4.55997802e+02,1.37165782e+03,-1.30000000e+00,3.20922945e+02,1.18000000e+00,1.56000000e+00,1.90583320e+00,-1.60735292e+00,2.52749118e+00,2.22044605e-16,6.14468508e-01,-1.67709317e+00,-4.55759678e-02,4.56339387e-04,-5.51232100e-01,-5.80000000e-01,3.26239553e-01,-2.35466638e-02,-6.39459854e-03,-2.46699583e-02,2.78628956e-02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2011Q4",9.04265000e+05,9.59100000e+01,2.58000000e+01,1.16000000e+00,2.14746150e+06,1.13820000e+02,1.50000000e+00,2.00000000e+00,9.65077267e+01,4.56962308e+02,7.10558035e+01,4.56341025e+02,1.37148777e+03,1.45797970e+03,3.25037449e+02,-6.08690555e+01,3.85802400e+00,2.78599319e+00,1.92308063e+00,-6.80200000e-01,-8.63827137e-01,1.64580160e+01,1.53859852e+01,2.34067700e+00,2.86981641e+00,2.37390480e+00,7.51380000e-01,6.53560669e-01,2.91015400e+00,3.43929429e+00,-1.92627109e+00,-1.28599319e+00,4.44677481e-01,-2.37094857e+00,-6.55534285e+01,4.68437301e+00,5.33298434e-01,-1.81929162e+00,-1.90111932e+00,-2.67008412e+00,1.37415785e+03,1.78294641e+00,1.45741731e+03,5.62393553e-01,1.45957970e+03,-1.60000000e+00,3.55001234e+00,-3.06497590e+00,2.00000000e+00,2.78599319e+00,4.56962308e+02,1.37148777e+03,-1.60000000e+00,3.25037449e+02,1.16000000e+00,1.50000000e+00,1.73227451e+00,-4.63746985e-01,3.53094857e+00,1.33226763e-15,1.07733649e+00,1.30836013e+00,-8.25862014e-02,1.50093440e-02,-1.14613888e+00,-5.60000000e-01,2.70551654e+00,-6.49080223e-02,-5.92289835e-02,-4.85799623e-01,-4.11858325e-01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2012Q1",9.00998000e+05,9.82500000e+01,2.47300000e+01,1.20000000e+00,2.14592170e+06,1.14770000e+02,1.04000000e+00,2.00000000e+00,9.78873578e+01,4.58381741e+02,7.18875387e+01,4.58751525e+02,1.37112583e+03,1.45790797e+03,3.20801708e+02,-6.56924943e+01,5.67773200e+00,3.32474901e+00,9.64199960e+00,-1.44776000e+00,-2.86915934e-01,-1.69429640e+01,-1.92959470e+01,3.61820100e+00,2.68448791e+00,3.61678715e+00,-2.73770000e-01,-1.99923817e-01,7.71264000e-01,-1.62448555e-01,-3.03249066e+00,-2.28474901e+00,1.99448971e-01,-3.23193963e+00,-6.66080277e+01,9.15533446e-01,4.41423095e-01,-2.72617210e+00,-1.94041972e+00,-2.74756921e+00,1.37387340e+03,1.54137320e+00,1.45741701e+03,4.90959670e-01,1.45990797e+03,-2.00000000e+00,4.81073065e+00,-2.53701778e+00,2.00000000e+00,3.32474901e+00,4.58381741e+02,1.37112583e+03,-2.00000000e+00,3.20801708e+02,1.20000000e+00,1.04000000e+00,1.61036165e+00,-1.64863842e+00,4.43193963e+00,3.55271368e-15,1.86362369e+00,6.95954458e-01,-8.60554031e-02,-1.45775000e-02,-9.08445816e-01,-7.20000000e-01,-9.18921191e-01,-1.05466384e-01,-4.29451525e-02,-7.83507007e-01,-9.13234421e-01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2012Q2",8.97570000e+05,9.86000000e+01,2.56400000e+01,1.23000000e+00,2.14006650e+06,1.15380000e+02,7.00000000e-01,2.00000000e+00,9.82136272e+01,4.58714498e+02,7.24164161e+01,4.59107126e+02,1.37074464e+03,1.45763475e+03,3.24415363e+02,-6.18827189e+01,1.33102800e+00,2.12036125e+00,1.42240434e+00,-1.52476000e+00,-1.09290150e+00,1.44546200e+01,1.52439532e+01,3.36256500e+00,2.39453620e+00,3.36218118e+00,-8.74760000e-01,-5.16911956e-01,5.16217800e+00,4.19414949e+00,-1.72981322e+00,-1.42036125e+00,1.64817710e-01,-1.89463093e+00,-6.54983422e+01,3.61562334e+00,4.50666107e-01,-1.87102736e+00,-1.53640755e+00,-4.06803011e+00,1.37481267e+03,1.86869192e+00,1.45741313e+03,2.21618488e-01,1.45973475e+03,-2.10000000e+00,9.72468864e-01,-2.41092865e+00,2.00000000e+00,2.12036125e+00,4.58714498e+02,1.37074464e+03,-2.10000000e+00,3.24415363e+02,1.23000000e+00,7.00000000e-01,1.24327764e+00,-1.76293408e+00,3.12463093e+00,4.44089210e-16,-2.58253824e+00,-9.39437958e-01,-2.09228854e-02,3.62389569e-02,-1.16557500e+00,-5.00000000e-01,1.60028515e+00,-4.88796910e-02,-3.50994245e-02,2.10064540e-01,-6.46205471e-01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2012Q3",8.94737000e+05,9.85600000e+01,2.48700000e+01,9.80000000e-01,2.13661640e+06,1.15940000e+02,3.60000000e-01,2.00000000e+00,9.87229641e+01,4.59231758e+02,7.29009093e+01,4.59066550e+02,1.37042851e+03,1.45747340e+03,3.21366226e+02,-6.49646227e+01,2.06904000e+00,1.93671483e+00,-1.62304729e-01,-1.26452000e+00,-6.45378828e-01,-1.21965480e+01,-1.23288732e+01,3.23395600e+00,2.54195457e+00,3.20629496e+00,-1.22931000e+00,-7.22255849e-01,4.43281000e-01,-2.48721233e-01,-1.64485163e+00,-1.57671483e+00,1.25798184e-01,-1.77064982e+00,-6.63348660e+01,1.37024327e+00,4.37925066e-01,-2.01463990e+00,-1.62957639e+00,-4.19421782e+00,1.37462273e+03,1.65381659e+00,1.45740642e+03,6.69779785e-02,1.45977340e+03,-2.30000000e+00,1.42160654e+00,-1.65052785e+00,2.00000000e+00,1.93671483e+00,4.59231758e+02,1.37042851e+03,-2.30000000e+00,3.21366226e+02,9.80000000e-01,3.60000000e-01,1.29153423e+00,-2.52487949e+00,2.75064982e+00,8.88178420e-16,1.21581434e+00,-1.59574170e-01,-7.48411183e-02,-1.47293720e-02,-7.67669238e-01,-6.20000000e-01,-1.59638693e+00,-4.42009571e-02,-2.15055053e-02,4.18126722e-02,-6.74927979e-01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2012Q4",8.91708000e+05,9.86200000e+01,2.51400000e+01,5.80000000e-01,2.12555410e+06,1.16420000e+02,2.00000000e-01,2.00000000e+00,9.92096250e+01,4.59723504e+02,7.33140910e+01,4.59127408e+02,1.37008940e+03,1.45695431e+03,3.22446020e+02,-6.39633930e+01,1.96698400e+00,1.65261037e+00,2.43432404e-01,-1.35644000e+00,-2.07637397e+00,4.31917600e+00,4.00480237e+00,2.76119600e+00,2.25860887e+00,2.78638291e+00,-1.39837000e+00,-1.02539256e+00,-2.59142900e+00,-3.09401610e+00,-1.10581663e+00,-1.45261037e+00,1.59933791e-01,-1.26575042e+00,-6.67675660e+01,2.80417300e+00,4.16030584e-01,-1.86864095e+00,-1.60784983e+00,-4.56513134e+00,1.37465453e+03,1.60205857e+00,1.45739781e+03,-4.43498905e-01,1.45965431e+03,-2.70000000e+00,1.37621450e+00,-1.72727719e+00,2.00000000e+00,1.65261037e+00,4.59723504e+02,1.37008940e+03,-2.70000000e+00,3.22446020e+02,5.80000000e-01,2.00000000e-01,1.33018307e+00,-2.35434004e+00,1.84575042e+00,1.88737914e-15,5.76659657e-01,-2.96761494e-01,-5.45897802e-02,2.94905559e-04,-6.72909140e-01,-8.60000000e-01,1.44367274e-01,-1.86130088e-02,-3.09264761e-02,1.45853011e-01,-5.01728191e-01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2013Q1",8.80154000e+05,9.99600000e+01,2.57400000e+01,5.00000000e-01,2.12101830e+06,1.16890000e+02,2.10000000e-01,2.00000000e+00,9.95882282e+01,4.60104397e+02,7.37167612e+01,4.60477011e+02,1.36878522e+03,1.45674069e+03,3.24804620e+02,-6.15830158e+01,1.52357200e+00,1.61159191e+00,5.39841007e+00,-5.21672000e+00,-8.54487111e-01,9.43440000e+00,9.52241991e+00,1.72265600e+00,1.83031959e+00,1.72548552e+00,-2.34061000e+00,-1.16728535e+00,4.00291200e+00,4.11057572e+00,-1.14333718e+00,-1.40159191e+00,1.58282373e-01,-1.30161955e+00,-6.67261423e+01,5.14312646e+00,4.08277316e-01,-1.80986923e+00,-1.49546980e+00,-5.60710870e+00,1.37439233e+03,1.37763288e+00,1.45738823e+03,-6.47541122e-01,1.45974069e+03,-3.00000000e+00,1.01375272e+00,-2.45407163e+00,2.00000000e+00,1.61159191e+00,4.60104397e+02,1.36878522e+03,-3.00000000e+00,3.24804620e+02,5.00000000e-01,2.10000000e-01,1.24638090e+00,-2.38203815e+00,1.80161955e+00,1.44328993e-15,3.18965012e-01,-1.10496386e-01,-1.15205639e-01,1.18098409e-02,-1.67651380e+00,-8.40000000e-01,7.74404299e-01,-3.63227836e-02,-3.06483978e-02,5.43872146e-01,-3.53973845e-01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2013Q2",8.82935000e+05,1.00110000e+02,2.59500000e+01,4.60000000e-01,2.12770160e+06,1.16960000e+02,2.10000000e-01,2.00000000e+00,9.97236575e+01,4.60240294e+02,7.37765491e+01,4.60626958e+02,1.36910069e+03,1.45705529e+03,3.25617161e+02,-6.08465839e+01,5.43588000e-01,2.39469753e-01,5.99790186e-01,1.26188000e+00,1.25841301e+00,3.25016400e+00,2.94604575e+00,1.52579600e+00,1.36009672e+00,1.51983198e+00,-1.64395000e+00,-5.79456723e-01,1.20179800e+00,1.03609843e+00,-5.94140901e-01,-2.94697530e-02,3.37303563e-01,-9.31444464e-01,-6.69482629e+01,6.10167901e+00,4.62749368e-01,-4.92219121e-01,-1.46858377e+00,-5.50749879e+00,1.37460819e+03,1.50851720e+00,1.45737836e+03,-3.23067627e-01,1.46025529e+03,-3.20000000e+00,1.82419606e-01,-2.48251483e+00,2.00000000e+00,2.39469753e-01,4.60240294e+02,1.36910069e+03,-3.20000000e+00,3.25617161e+02,4.60000000e-01,2.10000000e-01,1.34942121e+00,-2.02474545e+00,1.39144446e+00,2.22044605e-16,-1.72689192e-01,-1.44980377e+00,-2.34063115e-02,3.15682982e-03,-2.95581646e-01,-8.00000000e-01,4.54491134e-02,4.38009485e-02,-7.17071751e-03,7.64101791e-01,-9.84438242e-02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2013Q3",8.85932000e+05,9.98300000e+01,2.57400000e+01,4.60000000e-01,2.13068510e+06,1.17490000e+02,2.20000000e-01,2.00000000e+00,1.00002427e+02,4.60519445e+02,7.42288355e+01,4.60346874e+02,1.36943955e+03,1.45719541e+03,3.24804620e+02,-6.14859895e+01,1.11660400e+00,1.80849103e+00,-1.12033683e+00,1.35544000e+00,5.60494046e-01,-3.25016400e+00,-2.55827697e+00,1.28768700e+00,1.32804077e+00,1.28032396e+00,-9.88960000e-01,-2.77988505e-01,3.43839400e+00,3.47874854e+00,-5.39312656e-01,-1.58849103e+00,4.72238231e-01,-1.01155089e+00,-6.76930707e+01,6.20708124e+00,4.53963730e-01,-2.04245476e+00,-1.55233477e+00,-5.13811872e+00,1.37457767e+03,1.50945017e+00,1.45736846e+03,-1.73050750e-01,1.46059541e+03,-3.40000000e+00,8.13486624e-01,-2.57020999e+00,2.00000000e+00,1.80849103e+00,4.60519445e+02,1.36943955e+03,-3.40000000e+00,3.24804620e+02,4.60000000e-01,2.20000000e-01,1.56014232e+00,-1.73455873e+00,1.47155089e+00,5.55111512e-16,8.38958158e-01,1.21691523e+00,-3.24121185e-02,-8.84543836e-03,-1.29488775e-01,-8.40000000e-01,-4.96741893e-01,4.34258938e-02,-2.18077171e-02,6.19922976e-01,-4.00490952e-01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2013Q4",9.02098000e+05,9.97600000e+01,2.74300000e+01,4.10000000e-01,2.13561750e+06,1.17370000e+02,2.40000000e-01,2.00000000e+00,1.00351189e+02,4.60867592e+02,7.41265660e+01,4.60276730e+02,1.37124784e+03,1.45742664e+03,3.31163730e+02,-5.55772960e+01,1.39258800e+00,-4.08754187e-01,-2.80575191e-01,7.23316000e+00,9.24904332e-01,2.54364400e+01,2.36350978e+01,1.14408800e+00,8.12699627e-01,1.14932206e+00,1.15844000e+00,4.72331070e-01,8.71771000e+00,8.38632138e+00,-7.25718213e-01,6.48754187e-01,7.02551676e-01,-1.42826989e+00,-6.78203300e+01,1.22430340e+01,3.90470978e-01,2.58283209e-01,-1.45405529e+00,-4.02335766e+00,1.37527120e+03,1.87213450e+00,1.45735861e+03,6.80261833e-02,1.46102664e+03,-3.60000000e+00,1.49009285e+00,-4.67269912e+00,2.00000000e+00,-4.08754187e-01,4.60867592e+02,1.37124784e+03,-3.60000000e+00,3.31163730e+02,4.10000000e-01,2.40000000e-01,1.77532493e+00,8.56559836e-01,1.83826989e+00,5.41233725e-16,-7.37462236e-03,-2.25554701e+00,4.61102262e-02,2.24858788e-02,6.65723832e-01,-8.80000000e-01,4.27906070e+00,9.44670201e-02,-5.17450031e-02,2.17247184e-01,6.76566418e-02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2014Q1",NaN,1.00160000e+02,2.74400000e+01,3.70000000e-01,NaN,1.17630000e+02,3.00000000e-01,2.00000000e+00,9.97813923e+01,4.60298172e+02,4.76754410e+02,4.60676891e+02,NaN,NaN,3.31200180e+02,3.47656419e+02,-2.27768174e+00,8.85106744e-01,1.60064239e+00,NaN,NaN,1.45799163e-01,3.30858764e+00,1.93774921e-01,6.31078335e-01,1.99880139e-01,NaN,NaN,6.39556007e+00,6.83286348e+00,1.76225079e-01,-3.31078335e-01,-1.20769875e+00,1.38392383e+00,3.41572374e+02,6.08404488e+00,-1.59875950e+00,1.26768116e+00,1.35153240e+00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
