fips,place name,gid,name_1,name_2
20209,Wyandotte County,USA.17.105_1,Kansas,Wyandotte
21001,Adair County,USA.18.1_1,Kentucky,Adair
21003,Allen County,USA.18.2_1,Kentucky,Allen
21005,Anderson County,USA.18.3_1,Kentucky,Anderson
21007,Ballard County,USA.18.4_1,Kentucky,Ballard
21009,Barren County,USA.18.5_1,Kentucky,Barren
21011,Bath County,USA.18.6_1,Kentucky,Bath
21013,Bell County,USA.18.7_1,Kentucky,Bell
21015,Boone County,USA.18.8_1,Kentucky,Boone
21017,Bourbon County,USA.18.9_1,Kentucky,Bourbon
21019,Boyd County,USA.18.10_1,Kentucky,Boyd
21021,Boyle County,USA.18.11_1,Kentucky,Boyle
21023,Bracken County,USA.18.12_1,Kentucky,Bracken
21025,Breathitt County,USA.18.13_1,Kentucky,Breathitt
21027,Breckinridge County,USA.18.14_1,Kentucky,Breckinridge
21029,Bullitt County,USA.18.15_1,Kentucky,Bullitt
21031,Butler County,USA.18.16_1,Kentucky,Butler
21033,Caldwell County,USA.18.17_1,Kentucky,Caldwell
21035,Calloway County,USA.18.18_1,Kentucky,Calloway
21037,Campbell County,USA.18.19_1,Kentucky,Campbell
21039,Carlisle County,USA.18.20_1,Kentucky,Carlisle
21041,Carroll County,USA.18.21_1,Kentucky,Carroll
21043,Carter County,USA.18.22_1,Kentucky,Carter
21045,Casey County,USA.18.23_1,Kentucky,Casey
21047,Christian County,USA.18.24_1,Kentucky,Christian
21049,Clark County,USA.18.25_1,Kentucky,Clark
21051,Clay County,USA.18.26_1,Kentucky,Clay
21053,Clinton County,USA.18.27_1,Kentucky,Clinton
21055,Crittenden County,USA.18.28_1,Kentucky,Crittenden
21057,Cumberland County,USA.18.29_1,Kentucky,Cumberland
21059,Daviess County,USA.18.30_1,Kentucky,Daviess
21061,Edmonson County,USA.18.31_1,Kentucky,Edmonson
21063,Elliott County,USA.18.32_1,Kentucky,Elliott
21065,Estill County,USA.18.33_1,Kentucky,Estill
21067,Fayette County,USA.18.34_1,Kentucky,Fayette
21069,Fleming County,USA.18.35_1,Kentucky,Fleming
21071,Floyd County,USA.18.36_1,Kentucky,Floyd
21073,Franklin County,USA.18.37_1,Kentucky,Franklin
21075,Fulton County,USA.18.38_1,Kentucky,Fulton
21077,Gallatin County,USA.18.39_1,Kentucky,Gallatin
21079,Garrard County,USA.18.40_1,Kentucky,Garrard
21081,Grant County,USA.18.41_1,Kentucky,Grant
21083,Graves County,USA.18.42_1,Kentucky,Graves
21085,Grayson County,USA.18.43_1,Kentucky,Grayson
21087,Green County,USA.18.44_1,Kentucky,Green
21089,Greenup County,USA.18.45_1,Kentucky,Greenup
21091,Hancock County,USA.18.46_1,Kentucky,Hancock
21093,Hardin County,USA.18.47_1,Kentucky,Hardin
21095,Harlan County,USA.18.48_1,Kentucky,Harlan
21097,Harrison County,USA.18.49_1,Kentucky,Harrison
21099,Hart County,USA.18.50_1,Kentucky,Hart
21101,Henderson County,USA.18.51_1,Kentucky,Henderson
21103,Henry County,USA.18.52_1,Kentucky,Henry
21105,Hickman County,USA.18.53_1,Kentucky,Hickman
21107,Hopkins County,USA.18.54_1,Kentucky,Hopkins
21109,Jackson County,USA.18.55_1,Kentucky,Jackson
21111,Jefferson County,USA.18.56_1,Kentucky,Jefferson
21113,Jessamine County,USA.18.57_1,Kentucky,Jessamine
21115,Johnson County,USA.18.58_1,Kentucky,Johnson
21117,Kenton County,USA.18.59_1,Kentucky,Kenton
21119,Knott County,USA.18.60_1,Kentucky,Knott
21121,Knox County,USA.18.61_1,Kentucky,Knox
21123,Larue County,USA.18.62_1,Kentucky,Larue
21125,Laurel County,USA.18.63_1,Kentucky,Laurel
21127,Lawrence County,USA.18.64_1,Kentucky,Lawrence
21129,Lee County,USA.18.65_1,Kentucky,Lee
21131,Leslie County,USA.18.66_1,Kentucky,Leslie
21133,Letcher County,USA.18.67_1,Kentucky,Letcher
21135,Lewis County,USA.18.68_1,Kentucky,Lewis
21137,Lincoln County,USA.18.69_1,Kentucky,Lincoln
21139,Livingston County,USA.18.70_1,Kentucky,Livingston
21141,Logan County,USA.18.71_1,Kentucky,Logan
21143,Lyon County,USA.18.72_1,Kentucky,Lyon
21145,McCracken County,USA.18.79_1,Kentucky,McCracken
21147,McCreary County,USA.18.80_1,Kentucky,McCreary
21149,McLean County,USA.18.81_1,Kentucky,McLean
21151,Madison County,USA.18.73_1,Kentucky,Madison
21153,Magoffin County,USA.18.74_1,Kentucky,Magoffin
21155,Marion County,USA.18.75_1,Kentucky,Marion
21157,Marshall County,USA.18.76_1,Kentucky,Marshall
21159,Martin County,USA.18.77_1,Kentucky,Martin
21161,Mason County,USA.18.78_1,Kentucky,Mason
21163,Meade County,USA.18.82_1,Kentucky,Meade
21165,Menifee County,USA.18.83_1,Kentucky,Menifee
21167,Mercer County,USA.18.84_1,Kentucky,Mercer
21169,Metcalfe County,USA.18.85_1,Kentucky,Metcalfe
21171,Monroe County,USA.18.86_1,Kentucky,Monroe
21173,Montgomery County,USA.18.87_1,Kentucky,Montgomery
21175,Morgan County,USA.18.88_1,Kentucky,Morgan
21177,Muhlenberg County,USA.18.89_1,Kentucky,Muhlenberg
21179,Nelson County,USA.18.90_1,Kentucky,Nelson
21181,Nicholas County,USA.18.91_1,Kentucky,Nicholas
21183,Ohio County,USA.18.92_1,Kentucky,Ohio
21185,Oldham County,USA.18.93_1,Kentucky,Oldham
21187,Owen County,USA.18.94_1,Kentucky,Owen
21189,Owsley County,USA.18.95_1,Kentucky,Owsley
21191,Pendleton County,USA.18.96_1,Kentucky,Pendleton
21193,Perry County,USA.18.97_1,Kentucky,Perry
21195,Pike County,USA.18.98_1,Kentucky,Pike
21197,Powell County,USA.18.99_1,Kentucky,Powell
21199,Pulaski County,USA.18.100_1,Kentucky,Pulaski
21201,Robertson County,USA.18.101_1,Kentucky,Robertson
21203,Rockcastle County,USA.18.102_1,Kentucky,Rockcastle
21205,Rowan County,USA.18.103_1,Kentucky,Rowan
21207,Russell County,USA.18.104_1,Kentucky,Russell
21209,Scott County,USA.18.105_1,Kentucky,Scott
21211,Shelby County,USA.18.106_1,Kentucky,Shelby
21213,Simpson County,USA.18.107_1,Kentucky,Simpson
21215,Spencer County,USA.18.108_1,Kentucky,Spencer
21217,Taylor County,USA.18.109_1,Kentucky,Taylor
21219,Todd County,USA.18.110_1,Kentucky,Todd
21221,Trigg County,USA.18.111_1,Kentucky,Trigg
21223,Trimble County,USA.18.112_1,Kentucky,Trimble
21225,Union County,USA.18.113_1,Kentucky,Union
21227,Warren County,USA.18.114_1,Kentucky,Warren
21229,Washington County,USA.18.115_1,Kentucky,Washington
21231,Wayne County,USA.18.116_1,Kentucky,Wayne
21233,Webster County,USA.18.117_1,Kentucky,Webster
21235,Whitley County,USA.18.118_1,Kentucky,Whitley
21237,Wolfe County,USA.18.119_1,Kentucky,Wolfe
21239,Woodford County,USA.18.120_1,Kentucky,Woodford
22001,Acadia Parish,USA.19.1_1,Louisiana,Acadia
22003,Allen Parish,USA.19.2_1,Louisiana,Allen
22005,Ascension Parish,USA.19.3_1,Louisiana,Ascension
22007,Assumption Parish,USA.19.4_1,Louisiana,Assumption
22009,Avoyelles Parish,USA.19.5_1,Louisiana,Avoyelles
22011,Beauregard Parish,USA.19.6_1,Louisiana,Beauregard
22013,Bienville Parish,USA.19.7_1,Louisiana,Bienville
22015,Bossier Parish,USA.19.8_1,Louisiana,Bossier
22017,Caddo Parish,USA.19.9_1,Louisiana,Caddo
22019,Calcasieu Parish,USA.19.10_1,Louisiana,Calcasieu
22021,Caldwell Parish,USA.19.11_1,Louisiana,Caldwell
22023,Cameron Parish,USA.19.12_1,Louisiana,Cameron
22025,Catahoula Parish,USA.19.13_1,Louisiana,Catahoula
22027,Claiborne Parish,USA.19.14_1,Louisiana,Claiborne
22029,Concordia Parish,USA.19.15_1,Louisiana,Concordia
22031,De Soto Parish,USA.19.16_1,Louisiana,De Soto
22033,East Baton Rouge Parish,USA.19.17_1,Louisiana,East Baton Rouge
22035,East Carroll Parish,USA.19.18_1,Louisiana,East Carroll
22037,East Feliciana Parish,USA.19.19_1,Louisiana,East Feliciana
22039,Evangeline Parish,USA.19.20_1,Louisiana,Evangeline
22041,Franklin Parish,USA.19.21_1,Louisiana,Franklin
22043,Grant Parish,USA.19.22_1,Louisiana,Grant
22045,Iberia Parish,USA.19.23_1,Louisiana,Iberia
22047,Iberville Parish,USA.19.24_1,Louisiana,Iberville
22049,Jackson Parish,USA.19.25_1,Louisiana,Jackson
22051,Jefferson Parish,USA.19.26_1,Louisiana,Jefferson
22053,Jefferson Davis Parish,USA.19.27_1,Louisiana,Jefferson Davis
22055,Lafayette Parish,USA.19.29_1,Louisiana,Lafayette
22057,Lafourche Parish,USA.19.30_1,Louisiana,Lafourche
22059,La Salle Parish,USA.19.28_1,Louisiana,La Salle
22061,Lincoln Parish,USA.19.31_1,Louisiana,Lincoln
22063,Livingston Parish,USA.19.32_1,Louisiana,Livingston
22065,Madison Parish,USA.19.33_1,Louisiana,Madison
22067,Morehouse Parish,USA.19.34_1,Louisiana,Morehouse
22069,Natchitoches Parish,USA.19.35_1,Louisiana,Natchitoches
22071,Orleans Parish,USA.19.36_1,Louisiana,Orleans
22073,Ouachita Parish,USA.19.37_1,Louisiana,Ouachita
22075,Plaquemines Parish,USA.19.38_1,Louisiana,Plaquemines
22077,Pointe Coupee Parish,USA.19.39_1,Louisiana,Pointe Coupee
22079,Rapides Parish,USA.19.40_1,Louisiana,Rapides
22081,Red River Parish,USA.19.41_1,Louisiana,Red River
22083,Richland Parish,USA.19.42_1,Louisiana,Richland
22085,Sabine Parish,USA.19.43_1,Louisiana,Sabine
22087,St. Bernard Parish,USA.19.44_1,Louisiana,Saint Bernard
22089,St. Charles Parish,USA.19.45_1,Louisiana,Saint Charles
22091,St. Helena Parish,USA.19.46_1,Louisiana,Saint Helena
22093,St. James Parish,USA.19.47_1,Louisiana,Saint James
22095,St. John the Baptist Parish,USA.19.48_1,Louisiana,Saint John the Baptist
22097,St. Landry Parish,USA.19.49_1,Louisiana,Saint Landry
22099,St. Martin Parish,USA.19.50_1,Louisiana,Saint Martin
22101,St. Mary Parish,USA.19.51_1,Louisiana,Saint Mary
22103,St. Tammany Parish,USA.19.52_1,Louisiana,Saint Tammany
22105,Tangipahoa Parish,USA.19.53_1,Louisiana,Tangipahoa
22107,Tensas Parish,USA.19.54_1,Louisiana,Tensas
22109,Terrebonne Parish,USA.19.55_1,Louisiana,Terrebonne
22111,Union Parish,USA.19.56_1,Louisiana,Union
22113,Vermilion Parish,USA.19.57_1,Louisiana,Vermilion
22115,Vernon Parish,USA.19.58_1,Louisiana,Vernon
22117,Washington Parish,USA.19.59_1,Louisiana,Washington
22119,Webster Parish,USA.19.60_1,Louisiana,Webster
22121,West Baton Rouge Parish,USA.19.61_1,Louisiana,West Baton Rouge
22123,West Carroll Parish,USA.19.62_1,Louisiana,West Carroll
22125,West Feliciana Parish,USA.19.63_1,Louisiana,West Feliciana
22127,Winn Parish,USA.19.64_1,Louisiana,Winn
23001,Androscoggin County,USA.20.1_1,Maine,Androscoggin
23003,Aroostook County,USA.20.2_1,Maine,Aroostook
23005,Cumberland County,USA.20.3_1,Maine,Cumberland
23007,Franklin County,USA.20.4_1,Maine,Franklin
23009,Hancock County,USA.20.5_1,Maine,Hancock
23011,Kennebec County,USA.20.6_1,Maine,Kennebec
23013,Knox County,USA.20.7_1,Maine,Knox
23015,Lincoln County,USA.20.8_1,Maine,Lincoln
23017,Oxford County,USA.20.9_1,Maine,Oxford
23019,Penobscot County,USA.20.10_1,Maine,Penobscot
23021,Piscataquis County,USA.20.11_1,Maine,Piscataquis
23023,Sagadahoc County,USA.20.12_1,Maine,Sagadahoc
23025,Somerset County,USA.20.13_1,Maine,Somerset
23027,Waldo County,USA.20.14_1,Maine,Waldo
23029,Washington County,USA.20.15_1,Maine,Washington
23031,York County,USA.20.16_1,Maine,York
24001,Allegany County,USA.21.1_1,Maryland,Allegany
24003,Anne Arundel County,USA.21.2_1,Maryland,Anne Arundel
24005,Baltimore County,USA.21.3_1,Maryland,Baltimore
24009,Calvert County,USA.21.4_1,Maryland,Calvert
24011,Caroline County,USA.21.5_1,Maryland,Caroline
24013,Carroll County,USA.21.6_1,Maryland,Carroll
24015,Cecil County,USA.21.7_1,Maryland,Cecil
24017,Charles County,USA.21.8_1,Maryland,Charles
24019,Dorchester County,USA.21.9_1,Maryland,Dorchester
24021,Frederick County,USA.21.10_1,Maryland,Frederick
24023,Garrett County,USA.21.11_1,Maryland,Garrett
24025,Harford County,USA.21.12_1,Maryland,Harford
24027,Howard County,USA.21.13_1,Maryland,Howard
24029,Kent County,USA.21.14_1,Maryland,Kent
24031,Montgomery County,USA.21.15_1,Maryland,Montgomery
24033,Prince George,USA.21.16_1,Maryland,Prince George's
24035,Queen Anne,USA.21.17_1,Maryland,Queen Anne's
24037,St. Mary,USA.21.18_1,Maryland,Saint Mary's
24039,Somerset County,USA.21.19_1,Maryland,Somerset
24041,Talbot County,USA.21.20_1,Maryland,Talbot
24043,Washington County,USA.21.21_1,Maryland,Washington
24045,Wicomico County,USA.21.22_1,Maryland,Wicomico
24047,Worcester County,USA.21.23_1,Maryland,Worcester
24510,Baltimore city,USA.21.3_1,Maryland,Baltimore
25001,Barnstable County,USA.22.1_1,Massachusetts,Barnstable
25003,Berkshire County,USA.22.2_1,Massachusetts,Berkshire
25005,Bristol County,USA.22.3_1,Massachusetts,Bristol
25007,Dukes County,USA.22.4_1,Massachusetts,Dukes
25009,Essex County,USA.22.5_1,Massachusetts,Essex
25011,Franklin County,USA.22.6_1,Massachusetts,Franklin
25013,Hampden County,USA.22.7_1,Massachusetts,Hampden
25015,Hampshire County,USA.22.8_1,Massachusetts,Hampshire
25017,Middlesex County,USA.22.9_1,Massachusetts,Middlesex
25019,Nantucket County,USA.22.10_1,Massachusetts,Nantucket
25021,Norfolk County,USA.22.11_1,Massachusetts,Norfolk
25023,Plymouth County,USA.22.12_1,Massachusetts,Plymouth
25025,Suffolk County,USA.22.13_1,Massachusetts,Suffolk
25027,Worcester County,USA.22.14_1,Massachusetts,Worcester
26001,Alcona County,USA.23.1_1,Michigan,Alcona
26003,Alger County,USA.23.2_1,Michigan,Alger
26005,Allegan County,USA.23.3_1,Michigan,Allegan
26007,Alpena County,USA.23.4_1,Michigan,Alpena
26009,Antrim County,USA.23.5_1,Michigan,Antrim
26011,Arenac County,USA.23.6_1,Michigan,Arenac
26013,Baraga County,USA.23.7_1,Michigan,Baraga
26015,Barry County,USA.23.8_1,Michigan,Barry
26017,Bay County,USA.23.9_1,Michigan,Bay
26019,Benzie County,USA.23.10_1,Michigan,Benzie
26021,Berrien County,USA.23.11_1,Michigan,Berrien
26023,Branch County,USA.23.12_1,Michigan,Branch
26025,Calhoun County,USA.23.13_1,Michigan,Calhoun
26027,Cass County,USA.23.14_1,Michigan,Cass
26029,Charlevoix County,USA.23.15_1,Michigan,Charlevoix
26031,Cheboygan County,USA.23.16_1,Michigan,Cheboygan
26033,Chippewa County,USA.23.17_1,Michigan,Chippewa
26035,Clare County,USA.23.18_1,Michigan,Clare
26037,Clinton County,USA.23.19_1,Michigan,Clinton
26039,Crawford County,USA.23.20_1,Michigan,Crawford
26041,Delta County,USA.23.21_1,Michigan,Delta
26043,Dickinson County,USA.23.22_1,Michigan,Dickinson
26045,Eaton County,USA.23.23_1,Michigan,Eaton
26047,Emmet County,USA.23.24_1,Michigan,Emmet
26049,Genesee County,USA.23.25_1,Michigan,Genesee
26051,Gladwin County,USA.23.26_1,Michigan,Gladwin
26053,Gogebic County,USA.23.27_1,Michigan,Gogebic
26055,Grand Traverse County,USA.23.28_1,Michigan,Grand Traverse
26057,Gratiot County,USA.23.29_1,Michigan,Gratiot
26059,Hillsdale County,USA.23.30_1,Michigan,Hillsdale
26061,Houghton County,USA.23.31_1,Michigan,Houghton
26063,Huron County,USA.23.32_1,Michigan,Huron
26065,Ingham County,USA.23.33_1,Michigan,Ingham
26067,Ionia County,USA.23.34_1,Michigan,Ionia
26069,Iosco County,USA.23.35_1,Michigan,Iosco
26071,Iron County,USA.23.36_1,Michigan,Iron
26073,Isabella County,USA.23.37_1,Michigan,Isabella
26075,Jackson County,USA.23.38_1,Michigan,Jackson
26077,Kalamazoo County,USA.23.39_1,Michigan,Kalamazoo
26079,Kalkaska County,USA.23.40_1,Michigan,Kalkaska
26081,Kent County,USA.23.41_1,Michigan,Kent
26083,Keweenaw County,USA.23.42_1,Michigan,Keweenaw
26085,Lake County,USA.23.43_1,Michigan,Lake
26087,Lapeer County,USA.23.48_1,Michigan,Lapeer
26089,Leelanau County,USA.23.49_1,Michigan,Leelanau
26091,Lenawee County,USA.23.50_1,Michigan,Lenawee
26093,Livingston County,USA.23.51_1,Michigan,Livingston
26095,Luce County,USA.23.52_1,Michigan,Luce
26097,Mackinac County,USA.23.53_1,Michigan,Mackinac
26099,Macomb County,USA.23.54_1,Michigan,Macomb
26101,Manistee County,USA.23.55_1,Michigan,Manistee
26103,Marquette County,USA.23.56_1,Michigan,Marquette
26105,Mason County,USA.23.57_1,Michigan,Mason
26107,Mecosta County,USA.23.58_1,Michigan,Mecosta
26109,Menominee County,USA.23.59_1,Michigan,Menominee
26111,Midland County,USA.23.60_1,Michigan,Midland
26113,Missaukee County,USA.23.61_1,Michigan,Missaukee
26115,Monroe County,USA.23.62_1,Michigan,Monroe
26117,Montcalm County,USA.23.63_1,Michigan,Montcalm
26119,Montmorency County,USA.23.64_1,Michigan,Montmorency
26121,Muskegon County,USA.23.65_1,Michigan,Muskegon
26123,Newaygo County,USA.23.66_1,Michigan,Newaygo
26125,Oakland County,USA.23.67_1,Michigan,Oakland
26127,Oceana County,USA.23.68_1,Michigan,Oceana
26129,Ogemaw County,USA.23.69_1,Michigan,Ogemaw
26131,Ontonagon County,USA.23.70_1,Michigan,Ontonagon
26133,Osceola County,USA.23.71_1,Michigan,Osceola
26135,Oscoda County,USA.23.72_1,Michigan,Oscoda
26137,Otsego County,USA.23.73_1,Michigan,Otsego
26139,Ottawa County,USA.23.74_1,Michigan,Ottawa
26141,Presque Isle County,USA.23.75_1,Michigan,Presque Isle
26143,Roscommon County,USA.23.76_1,Michigan,Roscommon
26145,Saginaw County,USA.23.77_1,Michigan,Saginaw
26147,St. Clair County,USA.23.78_1,Michigan,Saint Clair
26149,St. Joseph County,USA.23.79_1,Michigan,Saint Joseph
26151,Sanilac County,USA.23.80_1,Michigan,Sanilac
26153,Schoolcraft County,USA.23.81_1,Michigan,Schoolcraft
26155,Shiawassee County,USA.23.82_1,Michigan,Shiawassee
26157,Tuscola County,USA.23.83_1,Michigan,Tuscola
26159,Van Buren County,USA.23.84_1,Michigan,Van Buren
26161,Washtenaw County,USA.23.85_1,Michigan,Washtenaw
26163,Wayne County,USA.23.86_1,Michigan,Wayne
26165,Wexford County,USA.23.87_1,Michigan,Wexford
27001,Aitkin County,USA.24.1_1,Minnesota,Aitkin
27003,Anoka County,USA.24.2_1,Minnesota,Anoka
27005,Becker County,USA.24.3_1,Minnesota,Becker
27007,Beltrami County,USA.24.4_1,Minnesota,Beltrami
27009,Benton County,USA.24.5_1,Minnesota,Benton
27011,Big Stone County,USA.24.6_1,Minnesota,Big Stone
27013,Blue Earth County,USA.24.7_1,Minnesota,Blue Earth
27015,Brown County,USA.24.8_1,Minnesota,Brown
27017,Carlton County,USA.24.9_1,Minnesota,Carlton
27019,Carver County,USA.24.10_1,Minnesota,Carver
27021,Cass County,USA.24.11_1,Minnesota,Cass
27023,Chippewa County,USA.24.12_1,Minnesota,Chippewa
27025,Chisago County,USA.24.13_1,Minnesota,Chisago
27027,Clay County,USA.24.14_1,Minnesota,Clay
27029,Clearwater County,USA.24.15_1,Minnesota,Clearwater
27031,Cook County,USA.24.16_1,Minnesota,Cook
27033,Cottonwood County,USA.24.17_1,Minnesota,Cottonwood
27035,Crow Wing County,USA.24.18_1,Minnesota,Crow Wing
27037,Dakota County,USA.24.19_1,Minnesota,Dakota
27039,Dodge County,USA.24.20_1,Minnesota,Dodge
27041,Douglas County,USA.24.21_1,Minnesota,Douglas
27043,Faribault County,USA.24.22_1,Minnesota,Faribault
27045,Fillmore County,USA.24.23_1,Minnesota,Fillmore
27047,Freeborn County,USA.24.24_1,Minnesota,Freeborn
27049,Goodhue County,USA.24.25_1,Minnesota,Goodhue
27051,Grant County,USA.24.26_1,Minnesota,Grant
27053,Hennepin County,USA.24.27_1,Minnesota,Hennepin
27055,Houston County,USA.24.28_1,Minnesota,Houston
27057,Hubbard County,USA.24.29_1,Minnesota,Hubbard
27059,Isanti County,USA.24.30_1,Minnesota,Isanti
27061,Itasca County,USA.24.31_1,Minnesota,Itasca
27063,Jackson County,USA.24.32_1,Minnesota,Jackson
27065,Kanabec County,USA.24.33_1,Minnesota,Kanabec
27067,Kandiyohi County,USA.24.34_1,Minnesota,Kandiyohi
27069,Kittson County,USA.24.35_1,Minnesota,Kittson
27071,Koochiching County,USA.24.36_1,Minnesota,Koochiching
27073,Lac qui Parle County,USA.24.37_1,Minnesota,Lac qui Parle
27075,Lake County,USA.24.38_1,Minnesota,Lake
27077,Lake of the Woods County,USA.24.39_1,Minnesota,Lake of the Woods
27079,Le Sueur County,USA.24.41_1,Minnesota,Le Sueur
27081,Lincoln County,USA.24.42_1,Minnesota,Lincoln
27083,Lyon County,USA.24.43_1,Minnesota,Lyon
27085,McLeod County,USA.24.47_1,Minnesota,McLeod
27087,Mahnomen County,USA.24.44_1,Minnesota,Mahnomen
27089,Marshall County,USA.24.45_1,Minnesota,Marshall
27091,Martin County,USA.24.46_1,Minnesota,Martin
27093,Meeker County,USA.24.48_1,Minnesota,Meeker
27095,Mille Lacs County,USA.24.49_1,Minnesota,Mille Lacs
27097,Morrison County,USA.24.50_1,Minnesota,Morrison
27099,Mower County,USA.24.51_1,Minnesota,Mower
27101,Murray County,USA.24.52_1,Minnesota,Murray
27103,Nicollet County,USA.24.53_1,Minnesota,Nicollet
27105,Nobles County,USA.24.54_1,Minnesota,Nobles
27107,Norman County,USA.24.55_1,Minnesota,Norman
27109,Olmsted County,USA.24.56_1,Minnesota,Olmsted
27111,Otter Tail County,USA.24.57_1,Minnesota,Otter Tail
27113,Pennington County,USA.24.58_1,Minnesota,Pennington
27115,Pine County,USA.24.59_1,Minnesota,Pine
27117,Pipestone County,USA.24.60_1,Minnesota,Pipestone
27119,Polk County,USA.24.61_1,Minnesota,Polk
27121,Pope County,USA.24.62_1,Minnesota,Pope
27123,Ramsey County,USA.24.63_1,Minnesota,Ramsey
27125,Red Lake County,USA.24.64_1,Minnesota,Red Lake
27127,Redwood County,USA.24.65_1,Minnesota,Redwood
27129,Renville County,USA.24.66_1,Minnesota,Renville
27131,Rice County,USA.24.67_1,Minnesota,Rice
27133,Rock County,USA.24.68_1,Minnesota,Rock
27135,Roseau County,USA.24.69_1,Minnesota,Roseau
27137,St. Louis County,USA.24.70_1,Minnesota,Saint Louis
27139,Scott County,USA.24.71_1,Minnesota,Scott
27141,Sherburne County,USA.24.72_1,Minnesota,Sherburne
27143,Sibley County,USA.24.73_1,Minnesota,Sibley
27145,Stearns County,USA.24.74_1,Minnesota,Stearns
27147,Steele County,USA.24.75_1,Minnesota,Steele
27149,Stevens County,USA.24.76_1,Minnesota,Stevens
27151,Swift County,USA.24.77_1,Minnesota,Swift
27153,Todd County,USA.24.78_1,Minnesota,Todd
27155,Traverse County,USA.24.79_1,Minnesota,Traverse
27157,Wabasha County,USA.24.80_1,Minnesota,Wabasha
27159,Wadena County,USA.24.81_1,Minnesota,Wadena
27161,Waseca County,USA.24.82_1,Minnesota,Waseca
27163,Washington County,USA.24.83_1,Minnesota,Washington
27165,Watonwan County,USA.24.84_1,Minnesota,Watonwan
27167,Wilkin County,USA.24.85_1,Minnesota,Wilkin
27169,Winona County,USA.24.86_1,Minnesota,Winona
27171,Wright County,USA.24.87_1,Minnesota,Wright
27173,Yellow Medicine County,USA.24.88_1,Minnesota,Yellow Medicine
28001,Adams County,USA.25.1_1,Mississippi,Adams
28003,Alcorn County,USA.25.2_1,Mississippi,Alcorn
28005,Amite County,USA.25.3_1,Mississippi,Amite
28007,Attala County,USA.25.4_1,Mississippi,Attala
28009,Benton County,USA.25.5_1,Mississippi,Benton
28011,Bolivar County,USA.25.6_1,Mississippi,Bolivar
28013,Calhoun County,USA.25.7_1,Mississippi,Calhoun
28015,Carroll County,USA.25.8_1,Mississippi,Carroll
28017,Chickasaw County,USA.25.9_1,Mississippi,Chickasaw
28019,Choctaw County,USA.25.10_1,Mississippi,Choctaw
28021,Claiborne County,USA.25.11_1,Mississippi,Claiborne
28023,Clarke County,USA.25.12_1,Mississippi,Clarke
28025,Clay County,USA.25.13_1,Mississippi,Clay
28027,Coahoma County,USA.25.14_1,Mississippi,Coahoma
28029,Copiah County,USA.25.15_1,Mississippi,Copiah
28031,Covington County,USA.25.16_1,Mississippi,Covington
28033,DeSoto County,USA.25.17_1,Mississippi,Desoto
28035,Forrest County,USA.25.18_1,Mississippi,Forrest
28037,Franklin County,USA.25.19_1,Mississippi,Franklin
28039,George County,USA.25.20_1,Mississippi,George
28041,Greene County,USA.25.21_1,Mississippi,Greene
28043,Grenada County,USA.25.22_1,Mississippi,Grenada
28045,Hancock County,USA.25.23_1,Mississippi,Hancock
28047,Harrison County,USA.25.24_1,Mississippi,Harrison
28049,Hinds County,USA.25.25_1,Mississippi,Hinds
28051,Holmes County,USA.25.26_1,Mississippi,Holmes
28053,Humphreys County,USA.25.27_1,Mississippi,Humphreys
28055,Issaquena County,USA.25.28_1,Mississippi,Issaquena
28057,Itawamba County,USA.25.29_1,Mississippi,Itawamba
28059,Jackson County,USA.25.30_1,Mississippi,Jackson
28061,Jasper County,USA.25.31_1,Mississippi,Jasper
28063,Jefferson County,USA.25.32_1,Mississippi,Jefferson
28065,Jefferson Davis County,USA.25.33_1,Mississippi,Jefferson Davis
28067,Jones County,USA.25.34_1,Mississippi,Jones
28069,Kemper County,USA.25.35_1,Mississippi,Kemper
28071,Lafayette County,USA.25.36_1,Mississippi,Lafayette
28073,Lamar County,USA.25.37_1,Mississippi,Lamar
28075,Lauderdale County,USA.25.38_1,Mississippi,Lauderdale
28077,Lawrence County,USA.25.39_1,Mississippi,Lawrence
28079,Leake County,USA.25.40_1,Mississippi,Leake
28081,Lee County,USA.25.41_1,Mississippi,Lee
28083,Leflore County,USA.25.42_1,Mississippi,Leflore
28085,Lincoln County,USA.25.43_1,Mississippi,Lincoln
28087,Lowndes County,USA.25.44_1,Mississippi,Lowndes
28089,Madison County,USA.25.45_1,Mississippi,Madison
28091,Marion County,USA.25.46_1,Mississippi,Marion
28093,Marshall County,USA.25.47_1,Mississippi,Marshall
28095,Monroe County,USA.25.48_1,Mississippi,Monroe
28097,Montgomery County,USA.25.49_1,Mississippi,Montgomery
28099,Neshoba County,USA.25.50_1,Mississippi,Neshoba
28101,Newton County,USA.25.51_1,Mississippi,Newton
28103,Noxubee County,USA.25.52_1,Mississippi,Noxubee
28105,Oktibbeha County,USA.25.53_1,Mississippi,Oktibbeha
28107,Panola County,USA.25.54_1,Mississippi,Panola
28109,Pearl River County,USA.25.55_1,Mississippi,Pearl River
28111,Perry County,USA.25.56_1,Mississippi,Perry
28113,Pike County,USA.25.57_1,Mississippi,Pike
28115,Pontotoc County,USA.25.58_1,Mississippi,Pontotoc
28117,Prentiss County,USA.25.59_1,Mississippi,Prentiss
28119,Quitman County,USA.25.60_1,Mississippi,Quitman
28121,Rankin County,USA.25.61_1,Mississippi,Rankin
28123,Scott County,USA.25.62_1,Mississippi,Scott
28125,Sharkey County,USA.25.63_1,Mississippi,Sharkey
