fips,place name,gid,name_1,name_2
5143,Washington County,USA.4.72_1,Arkansas,Washington
5145,White County,USA.4.73_1,Arkansas,White
5147,Woodruff County,USA.4.74_1,Arkansas,Woodruff
5149,Yell County,USA.4.75_1,Arkansas,Yell
6001,Alameda County,USA.5.1_1,California,Alameda
6003,Alpine County,USA.5.2_1,California,Alpine
6005,Amador County,USA.5.3_1,California,Amador
6007,Butte County,USA.5.4_1,California,Butte
6009,Calaveras County,USA.5.5_1,California,Calaveras
6011,Colusa County,USA.5.6_1,California,Colusa
6013,Contra Costa County,USA.5.7_1,California,Contra Costa
6015,Del Norte County,USA.5.8_1,California,Del Norte
6017,El Dorado County,USA.5.9_1,California,El Dorado
6019,Fresno County,USA.5.10_1,California,Fresno
6021,Glenn County,USA.5.11_1,California,Glenn
6023,Humboldt County,USA.5.12_1,California,Humboldt
6025,Imperial County,USA.5.13_1,California,Imperial
6027,Inyo County,USA.5.14_1,California,Inyo
6029,Kern County,USA.5.15_1,California,Kern
6031,Kings County,USA.5.16_1,California,Kings
6033,Lake County,USA.5.17_1,California,Lake
6035,Lassen County,USA.5.18_1,California,Lassen
6037,Los Angeles County,USA.5.19_1,California,Los Angeles
6039,Madera County,USA.5.20_1,California,Madera
6041,Marin County,USA.5.21_1,California,Marin
6043,Mariposa County,USA.5.22_1,California,Mariposa
6045,Mendocino County,USA.5.23_1,California,Mendocino
6047,Merced County,USA.5.24_1,California,Merced
6049,Modoc County,USA.5.25_1,California,Modoc
6051,Mono County,USA.5.26_1,California,Mono
6053,Monterey County,USA.5.27_1,California,Monterey
6055,Napa County,USA.5.28_1,California,Napa
6057,Nevada County,USA.5.29_1,California,Nevada
6059,Orange County,USA.5.30_1,California,Orange
6061,Placer County,USA.5.31_1,California,Placer
6063,Plumas County,USA.5.32_1,California,Plumas
6065,Riverside County,USA.5.33_1,California,Riverside
6067,Sacramento County,USA.5.34_1,California,Sacramento
6069,San Benito County,USA.5.35_1,California,San Benito
6071,San Bernardino County,USA.5.36_1,California,San Bernardino
6073,San Diego County,USA.5.37_1,California,San Diego
6075,San Francisco County,USA.5.38_1,California,San Francisco
6077,San Joaquin County,USA.5.39_1,California,San Joaquin
6079,San Luis Obispo County,USA.5.40_1,California,San Luis Obispo
6081,San Mateo County,USA.5.41_1,California,San Mateo
6083,Santa Barbara County,USA.5.42_1,California,Santa Barbara
6085,Santa Clara County,USA.5.43_1,California,Santa Clara
6087,Santa Cruz County,USA.5.44_1,California,Santa Cruz
6089,Shasta County,USA.5.45_1,California,Shasta
6091,Sierra County,USA.5.46_1,California,Sierra
6093,Siskiyou County,USA.5.47_1,California,Siskiyou
6095,Solano County,USA.5.48_1,California,Solano
6097,Sonoma County,USA.5.49_1,California,Sonoma
6099,Stanislaus County,USA.5.50_1,California,Stanislaus
6101,Sutter County,USA.5.51_1,California,Sutter
6103,Tehama County,USA.5.52_1,California,Tehama
6105,Trinity County,USA.5.53_1,California,Trinity
6107,Tulare County,USA.5.54_1,California,Tulare
6109,Tuolumne County,USA.5.55_1,California,Tuolumne
6111,Ventura County,USA.5.56_1,California,Ventura
6113,Yolo County,USA.5.57_1,California,Yolo
6115,Yuba County,USA.5.58_1,California,Yuba
8001,Adams County,USA.6.1_1,Colorado,Adams
8003,Alamosa County,USA.6.2_1,Colorado,Alamosa
8005,Arapahoe County,USA.6.3_1,Colorado,Arapahoe
8007,Archuleta County,USA.6.4_1,Colorado,Archuleta
8009,Baca County,USA.6.5_1,Colorado,Baca
8011,Bent County,USA.6.6_1,Colorado,Bent
8013,Boulder County,USA.6.7_1,Colorado,Boulder
8014,Broomfield County,USA.6.8_1,Colorado,Broomfield
8015,Chaffee County,USA.6.9_1,Colorado,Chaffee
8017,Cheyenne County,USA.6.10_1,Colorado,Cheyenne
8019,Clear Creek County,USA.6.11_1,Colorado,Clear Creek
8021,Conejos County,USA.6.12_1,Colorado,Conejos
8023,Costilla County,USA.6.13_1,Colorado,Costilla
8025,Crowley County,USA.6.14_1,Colorado,Crowley
8027,Custer County,USA.6.15_1,Colorado,Custer
8029,Delta County,USA.6.16_1,Colorado,Delta
8031,Denver County,USA.6.17_1,Colorado,Denver
8033,Dolores County,USA.6.18_1,Colorado,Dolores
8035,Douglas County,USA.6.19_1,Colorado,Douglas
8037,Eagle County,USA.6.20_1,Colorado,Eagle
8039,Elbert County,USA.6.22_1,Colorado,Elbert
8041,El Paso County,USA.6.21_1,Colorado,El Paso
8043,Fremont County,USA.6.23_1,Colorado,Fremont
8045,Garfield County,USA.6.24_1,Colorado,Garfield
8047,Gilpin County,USA.6.25_1,Colorado,Gilpin
8049,Grand County,USA.6.26_1,Colorado,Grand
8051,Gunnison County,USA.6.27_1,Colorado,Gunnison
8053,Hinsdale County,USA.6.28_1,Colorado,Hinsdale
8055,Huerfano County,USA.6.29_1,Colorado,Huerfano
8057,Jackson County,USA.6.30_1,Colorado,Jackson
8059,Jefferson County,USA.6.31_1,Colorado,Jefferson
8061,Kiowa County,USA.6.32_1,Colorado,Kiowa
8063,Kit Carson County,USA.6.33_1,Colorado,Kit Carson
8065,Lake County,USA.6.35_1,Colorado,Lake
8067,La Plata County,USA.6.34_1,Colorado,La Plata
8069,Larimer County,USA.6.36_1,Colorado,Larimer
8071,Las Animas County,USA.6.37_1,Colorado,Las Animas
8073,Lincoln County,USA.6.38_1,Colorado,Lincoln
8075,Logan County,USA.6.39_1,Colorado,Logan
8077,Mesa County,USA.6.40_1,Colorado,Mesa
8079,Mineral County,USA.6.41_1,Colorado,Mineral
8081,Moffat County,USA.6.42_1,Colorado,Moffat
8083,Montezuma County,USA.6.43_1,Colorado,Montezuma
8085,Montrose County,USA.6.44_1,Colorado,Montrose
8087,Morgan County,USA.6.45_1,Colorado,Morgan
8089,Otero County,USA.6.46_1,Colorado,Otero
8091,Ouray County,USA.6.47_1,Colorado,Ouray
8093,Park County,USA.6.48_1,Colorado,Park
8095,Phillips County,USA.6.49_1,Colorado,Phillips
8097,Pitkin County,USA.6.50_1,Colorado,Pitkin
8099,Prowers County,USA.6.51_1,Colorado,Prowers
8101,Pueblo County,USA.6.52_1,Colorado,Pueblo
8103,Rio Blanco County,USA.6.53_1,Colorado,Rio Blanco
8105,Rio Grande County,USA.6.54_1,Colorado,Rio Grande
8107,Routt County,USA.6.55_1,Colorado,Routt
8109,Saguache County,USA.6.56_1,Colorado,Saguache
8111,San Juan County,USA.6.57_1,Colorado,San Juan
8113,San Miguel County,USA.6.58_1,Colorado,San Miguel
8115,Sedgwick County,USA.6.59_1,Colorado,Sedgwick
8117,Summit County,USA.6.60_1,Colorado,Summit
8119,Teller County,USA.6.61_1,Colorado,Teller
8121,Washington County,USA.6.62_1,Colorado,Washington
8123,Weld County,USA.6.63_1,Colorado,Weld
8125,Yuma County,USA.6.64_1,Colorado,Yuma
9001,Fairfield County,USA.7.1_1,Connecticut,Fairfield
9003,Hartford County,USA.7.2_1,Connecticut,Hartford
9005,Litchfield County,USA.7.3_1,Connecticut,Litchfield
9007,Middlesex County,USA.7.4_1,Connecticut,Middlesex
9009,New Haven County,USA.7.5_1,Connecticut,New Haven
9011,New London County,USA.7.6_1,Connecticut,New London
9013,Tolland County,USA.7.7_1,Connecticut,Tolland
9015,Windham County,USA.7.8_1,Connecticut,Windham
10001,Kent County,USA.8.1_1,Delaware,Kent
10003,New Castle County,USA.8.2_1,Delaware,New Castle
10005,Sussex County,USA.8.3_1,Delaware,Sussex
11001,District of Columbia,USA.9.1_1,District of Columbia,District of Columbia
12001,Alachua County,USA.10.1_1,Florida,Alachua
12003,Baker County,USA.10.2_1,Florida,Baker
12005,Bay County,USA.10.3_1,Florida,Bay
12007,Bradford County,USA.10.4_1,Florida,Bradford
12009,Brevard County,USA.10.5_1,Florida,Brevard
12011,Broward County,USA.10.6_1,Florida,Broward
12013,Calhoun County,USA.10.7_1,Florida,Calhoun
12015,Charlotte County,USA.10.8_1,Florida,Charlotte
12017,Citrus County,USA.10.9_1,Florida,Citrus
12019,Clay County,USA.10.10_1,Florida,Clay
12021,Collier County,USA.10.11_1,Florida,Collier
12023,Columbia County,USA.10.12_1,Florida,Columbia
12025,Dade County,USA.10.43_1,Florida,Miami-Dade
12027,DeSoto County,USA.10.13_1,Florida,Desoto
12029,Dixie County,USA.10.14_1,Florida,Dixie
12031,Duval County,USA.10.15_1,Florida,Duval
12033,Escambia County,USA.10.16_1,Florida,Escambia
12035,Flagler County,USA.10.17_1,Florida,Flagler
12037,Franklin County,USA.10.18_1,Florida,Franklin
12039,Gadsden County,USA.10.19_1,Florida,Gadsden
12041,Gilchrist County,USA.10.20_1,Florida,Gilchrist
12043,Glades County,USA.10.21_1,Florida,Glades
12045,Gulf County,USA.10.22_1,Florida,Gulf
12047,Hamilton County,USA.10.23_1,Florida,Hamilton
12049,Hardee County,USA.10.24_1,Florida,Hardee
12051,Hendry County,USA.10.25_1,Florida,Hendry
12053,Hernando County,USA.10.26_1,Florida,Hernando
12055,Highlands County,USA.10.27_1,Florida,Highlands
12057,Hillsborough County,USA.10.28_1,Florida,Hillsborough
12059,Holmes County,USA.10.29_1,Florida,Holmes
12061,Indian River County,USA.10.30_1,Florida,Indian River
12063,Jackson County,USA.10.31_1,Florida,Jackson
12065,Jefferson County,USA.10.32_1,Florida,Jefferson
12067,Lafayette County,USA.10.33_1,Florida,Lafayette
12069,Lake County,USA.10.34_1,Florida,Lake
12071,Lee County,USA.10.35_1,Florida,Lee
12073,Leon County,USA.10.36_1,Florida,Leon
12075,Levy County,USA.10.37_1,Florida,Levy
12077,Liberty County,USA.10.38_1,Florida,Liberty
12079,Madison County,USA.10.39_1,Florida,Madison
12081,Manatee County,USA.10.40_1,Florida,Manatee
12083,Marion County,USA.10.41_1,Florida,Marion
12085,Martin County,USA.10.42_1,Florida,Martin
12086,Miami-Dade County,USA.10.43_1,Florida,Miami-Dade
12087,Monroe County,USA.10.44_1,Florida,Monroe
12089,Nassau County,USA.10.45_1,Florida,Nassau
12091,Okaloosa County,USA.10.46_1,Florida,Okaloosa
12093,Okeechobee County,USA.10.47_1,Florida,Okeechobee
12095,Orange County,USA.10.48_1,Florida,Orange
12097,Osceola County,USA.10.49_1,Florida,Osceola
12099,Palm Beach County,USA.10.50_1,Florida,Palm Beach
12101,Pasco County,USA.10.51_1,Florida,Pasco
12103,Pinellas County,USA.10.52_1,Florida,Pinellas
12105,Polk County,USA.10.53_1,Florida,Polk
12107,Putnam County,USA.10.54_1,Florida,Putnam
12109,St. Johns County,USA.10.55_1,Florida,Saint Johns
12111,St. Lucie County,USA.10.56_1,Florida,Saint Lucie
12113,Santa Rosa County,USA.10.57_1,Florida,Santa Rosa
12115,Sarasota County,USA.10.58_1,Florida,Sarasota
12117,Seminole County,USA.10.59_1,Florida,Seminole
12119,Sumter County,USA.10.60_1,Florida,Sumter
12121,Suwannee County,USA.10.61_1,Florida,Suwannee
12123,Taylor County,USA.10.62_1,Florida,Taylor
12125,Union County,USA.10.63_1,Florida,Union
12127,Volusia County,USA.10.64_1,Florida,Volusia
12129,Wakulla County,USA.10.65_1,Florida,Wakulla
12131,Walton County,USA.10.66_1,Florida,Walton
12133,Washington County,USA.10.67_1,Florida,Washington
13001,Appling County,USA.11.1_1,Georgia,Appling
13003,Atkinson County,USA.11.2_1,Georgia,Atkinson
13005,Bacon County,USA.11.3_1,Georgia,Bacon
13007,Baker County,USA.11.4_1,Georgia,Baker
13009,Baldwin County,USA.11.5_1,Georgia,Baldwin
13011,Banks County,USA.11.6_1,Georgia,Banks
13013,Barrow County,USA.11.7_1,Georgia,Barrow
13015,Bartow County,USA.11.8_1,Georgia,Bartow
13017,Ben Hill County,USA.11.9_1,Georgia,Ben Hill
13019,Berrien County,USA.11.10_1,Georgia,Berrien
13021,Bibb County,USA.11.11_1,Georgia,Bibb
13023,Bleckley County,USA.11.12_1,Georgia,Bleckley
13025,Brantley County,USA.11.13_1,Georgia,Brantley
13027,Brooks County,USA.11.14_1,Georgia,Brooks
13029,Bryan County,USA.11.15_1,Georgia,Bryan
13031,Bulloch County,USA.11.16_1,Georgia,Bulloch
13033,Burke County,USA.11.17_1,Georgia,Burke
13035,Butts County,USA.11.18_1,Georgia,Butts
13037,Calhoun County,USA.11.19_1,Georgia,Calhoun
13039,Camden County,USA.11.20_1,Georgia,Camden
13043,Candler County,USA.11.21_1,Georgia,Candler
13045,Carroll County,USA.11.22_1,Georgia,Carroll
13047,Catoosa County,USA.11.23_1,Georgia,Catoosa
13049,Charlton County,USA.11.24_1,Georgia,Charlton
13051,Chatham County,USA.11.25_1,Georgia,Chatham
13053,Chattahoochee County,USA.11.26_1,Georgia,Chattahoochee
13055,Chattooga County,USA.11.27_1,Georgia,Chattooga
13057,Cherokee County,USA.11.28_1,Georgia,Cherokee
13059,Clarke County,USA.11.29_1,Georgia,Clarke
13061,Clay County,USA.11.30_1,Georgia,Clay
13063,Clayton County,USA.11.31_1,Georgia,Clayton
13065,Clinch County,USA.11.32_1,Georgia,Clinch
13067,Cobb County,USA.11.33_1,Georgia,Cobb
13069,Coffee County,USA.11.34_1,Georgia,Coffee
13071,Colquitt County,USA.11.35_1,Georgia,Colquitt
13073,Columbia County,USA.11.36_1,Georgia,Columbia
13075,Cook County,USA.11.37_1,Georgia,Cook
13077,Coweta County,USA.11.38_1,Georgia,Coweta
13079,Crawford County,USA.11.39_1,Georgia,Crawford
13081,Crisp County,USA.11.40_1,Georgia,Crisp
13083,Dade County,USA.11.41_1,Georgia,Dade
13085,Dawson County,USA.11.42_1,Georgia,Dawson
13087,Decatur County,USA.11.43_1,Georgia,Decatur
13089,DeKalb County,USA.11.44_1,Georgia,DeKalb
13091,Dodge County,USA.11.45_1,Georgia,Dodge
13093,Dooly County,USA.11.46_1,Georgia,Dooly
13095,Dougherty County,USA.11.47_1,Georgia,Dougherty
13097,Douglas County,USA.11.48_1,Georgia,Douglas
13099,Early County,USA.11.49_1,Georgia,Early
13101,Echols County,USA.11.50_1,Georgia,Echols
13103,Effingham County,USA.11.51_1,Georgia,Effingham
13105,Elbert County,USA.11.52_1,Georgia,Elbert
13107,Emanuel County,USA.11.53_1,Georgia,Emanuel
13109,Evans County,USA.11.54_1,Georgia,Evans
13111,Fannin County,USA.11.55_1,Georgia,Fannin
13113,Fayette County,USA.11.56_1,Georgia,Fayette
13115,Floyd County,USA.11.57_1,Georgia,Floyd
13117,Forsyth County,USA.11.58_1,Georgia,Forsyth
13119,Franklin County,USA.11.59_1,Georgia,Franklin
13121,Fulton County,USA.11.60_1,Georgia,Fulton
13123,Gilmer County,USA.11.61_1,Georgia,Gilmer
13125,Glascock County,USA.11.62_1,Georgia,Glascock
13127,Glynn County,USA.11.63_1,Georgia,Glynn
13129,Gordon County,USA.11.64_1,Georgia,Gordon
13131,Grady County,USA.11.65_1,Georgia,Grady
13133,Greene County,USA.11.66_1,Georgia,Greene
13135,Gwinnett County,USA.11.67_1,Georgia,Gwinnett
13137,Habersham County,USA.11.68_1,Georgia,Habersham
13139,Hall County,USA.11.69_1,Georgia,Hall
13141,Hancock County,USA.11.70_1,Georgia,Hancock
13143,Haralson County,USA.11.71_1,Georgia,Haralson
13145,Harris County,USA.11.72_1,Georgia,Harris
13147,Hart County,USA.11.73_1,Georgia,Hart
13149,Heard County,USA.11.74_1,Georgia,Heard
13151,Henry County,USA.11.75_1,Georgia,Henry
13153,Houston County,USA.11.76_1,Georgia,Houston
13155,Irwin County,USA.11.77_1,Georgia,Irwin
13157,Jackson County,USA.11.78_1,Georgia,Jackson
13159,Jasper County,USA.11.79_1,Georgia,Jasper
13161,Jeff Davis County,USA.11.80_1,Georgia,Jeff Davis
13163,Jefferson County,USA.11.81_1,Georgia,Jefferson
13165,Jenkins County,USA.11.82_1,Georgia,Jenkins
13167,Johnson County,USA.11.83_1,Georgia,Johnson
13169,Jones County,USA.11.84_1,Georgia,Jones
13171,Lamar County,USA.11.85_1,Georgia,Lamar
13173,Lanier County,USA.11.86_1,Georgia,Lanier
13175,Laurens County,USA.11.87_1,Georgia,Laurens
13177,Lee County,USA.11.88_1,Georgia,Lee
13179,Liberty County,USA.11.89_1,Georgia,Liberty
13181,Lincoln County,USA.11.90_1,Georgia,Lincoln
13183,Long County,USA.11.91_1,Georgia,Long
13185,Lowndes County,USA.11.92_1,Georgia,Lowndes
13187,Lumpkin County,USA.11.93_1,Georgia,Lumpkin
13189,McDuffie County,USA.11.97_1,Georgia,McDuffie
13191,McIntosh County,USA.11.98_1,Georgia,McIntosh
13193,Macon County,USA.11.94_1,Georgia,Macon
13195,Madison County,USA.11.95_1,Georgia,Madison
13197,Marion County,USA.11.96_1,Georgia,Marion
13199,Meriwether County,USA.11.99_1,Georgia,Meriwether
13201,Miller County,USA.11.100_1,Georgia,Miller
13205,Mitchell County,USA.11.101_1,Georgia,Mitchell
13207,Monroe County,USA.11.102_1,Georgia,Monroe
13209,Montgomery County,USA.11.103_1,Georgia,Montgomery
13211,Morgan County,USA.11.104_1,Georgia,Morgan
