Barcode;Code;Name;ALT_Barcode
072613455027;;Snuggle Exhilarations Blue Iris & Ocean Breeze Dryer Sheets, 70ct, 70 loads ;
072613471317;;Snuggle Exhilarations Blue Iris & Ocean Breeze Scent Boosters, 19oz ;
072613471294;;Snuggle Exhilarations Blue Iris & Ocean Breeze Scent Boosters, 9oz ;
072613462681;;Snuggle Exhilarations Cherry Blossom & Rosewood Concentrated Fabric Conditioner, 180oz, 211 loads ;
072613462650;;Snuggle Exhilarations Cherry Blossom & Rosewood Concentrated Fabric Conditioner, 32oz, 37 loads ;
072613462636;;Snuggle Exhilarations Cherry Blossom & Rosewood Concentrated Fabric Conditioner, 50oz, 58 loads ;
072613462643;;Snuggle Exhilarations Cherry Blossom & Rosewood Concentrated Fabric Conditioner, 96oz, 112 loads ;
072613462582;;Snuggle Exhilarations Cherry Blossom & Rosewood Dryer Sheets, 70ct, 70 loads ;
072613462599;;Snuggle Exhilarations Cherry Blossom Charm Scent Boosters, Scent Pacs, 20ct, 20 loads ;
072613460885;;Snuggle Exhilarations Island Dreams Scent Boosters, Scent Pacs, 20ct, 20 loads ;
072613161010;;Snuggle Exhilarations Island Hibiscus & Rainflower 56ct, 39.6oz ;
072613464203;;Snuggle Exhilarations Island Hibiscus & Rainflower Concentrated Fabric Conditioner, 180oz, 211 loads ;
072613460946;;Snuggle Exhilarations Island Hibiscus & Rainflower Concentrated Fabric Conditioner, 50oz, 58 loads ;
072613460953;;Snuggle Exhilarations Island Hibiscus & Rainflower Concentrated Fabric Conditioner, 96oz, 112 loads ;
072613460939;;Snuggle Exhilarations Island Hibiscus & Rainflower Concentrated Fabric Conditionerr, 32oz, 37 loads ;
072613460977;;Snuggle Exhilarations Island Hibiscus & Rainflower Dryer Sheets, 70ct, 70 loads ;
072613471348;;Snuggle Exhilarations Island Hibiscus & Rainflower Scent Boosters, 19oz ;
072613471355;;Snuggle Exhilarations Island Hibiscus & Rainflower Scent Boosters, 37.6oz ;
072613471324;;Snuggle Exhilarations Island Hibiscus & Rainflower Scent Boosters, 9oz ;
072613162048;;Snuggle Exhilarations Lavender & Vanila Orchid, 9oz ;
072613462001;;Snuggle Exhilarations Lavender & Vanilla Orchid Dryer Sheets, 105ct, 105 loads ;
072613453016;;Snuggle Exhilarations Lavender & Vanilla Orchid Dryer Sheets, 105ct, 105 loads ;
072613451203;;Snuggle Exhilarations Lavender & Vanilla Orchid Dryer Sheets, 70ct, 70 loads ;
072613162055;;Snuggle Exhilarations Lavender & Vanilla Orchid, 13.7oz ;
072613161928;;Snuggle Exhilarations Lavender & Vanilla Orchid, 19oz ;
072613457243;;Snuggle Exhilarations Lavender & Wild Orchid Concentrated Fabric Conditioner, 180oz, 211 loads ;
072613451951;;Snuggle Exhilarations Lavender & Wild Orchid Concentrated Fabric Conditioner, 32oz, 37 loads ;
072613451999;;Snuggle Exhilarations Lavender & Wild Orchid Concentrated Fabric Conditioner, 50oz, 58 loads ;
072613454051;;Snuggle Exhilarations Lavender & Wild Orchid Concentrated Fabric Conditioner, 96oz, 112 loads ;
072613460243;;Snuggle Exhilarations Lavender and Vanilla Scent Booster Pacs, 26ct, 26 Loads ;
072613459896;;Snuggle Exhilarations Lavender Joy Scent Booster, Scent Pacs, 30ct, 30 Loads ;
072613460847;;Snuggle Exhilarations Lavender Joy Scent Booster, Scent Pacs, 56ct, 56 Loads ;
072613738922;;Snuggle Exhilarations Pink Peony & Rosewood Concentrated Fabric Conditioner, 180oz, 211 loads ;
072613162123;;Snuggle Exhilarations Spa Series, Nourishing Coconut Milk and Honey, Concentrated Fabric Conditioner 180oz ;
072613451968;;Snuggle Exhilarations Wild Orchid & Vanilla Concentrated Fabric Conditioner, 32oz, 37 loads ;
072613172559;;Snuggle Exhilarations Wild Orchid & Vanilla Dryer Sheet, 105ct, 105 loads ;
072613451210;;Snuggle Exhilarations Wild Orchid & Vanilla Dryer Sheet, 70ct, 70 loads ;
072613461042;;Snuggle Fresh Spring Flowers Concentrated Fabric Softener, 32oz, 40 loads ;
072613461059;;Snuggle Fresh Spring Flowers Concentrated Fabric Softener, 48oz, 60 loads ;
072613461066;;Snuggle Fresh Spring Flowers Concentrated Fabric Softener, 75oz, 90 loads ;
072613463718;;Snuggle Fresh Spring Flowers Concentrated Fabric Softener, 75oz, 90 loads ;
072613461073;;Snuggle Fresh Spring Flowers Concentrated Fabric Softener, 96oz, 120 loads ;
072613461110;;Snuggle Fresh Spring Flowers Dryer Sheets, 120ct, 120 loads ;
072613465743;;Snuggle Fresh Spring Flowers Dryer Sheets, 160ct, 160 loads ;
072613461097;;Snuggle Fresh Spring Flowers Dryer Sheets, 40ct, 40 loads ;
072613461103;;Snuggle Fresh Spring Flowers Dryer Sheets, 80ct, 80 loads ;
072613451692;;Snuggle Green Burst Non-Concentrate Fabric Softener, 60oz, 36 loads ;
072613451722;;Snuggle Green Burst Non-Concentrate Fabric Softener, 64oz, 39 loads ;
072613451739;;Snuggle Orange Rush Non-Concentrate Fabric Softener, 64oz, 39 loads ;
072613466771;;Snuggle Plus SuperFresh Original Freshness Booster, 14oz ;
072613466795;;Snuggle Plus SuperFresh Original Freshness Booster, 22oz ;
072613470952;;Snuggle Plus SuperFresh Original Freshness Booster, 42oz ;
072613466788;;Snuggle Plus SuperFresh Spring Burst Freshness Booster, 14oz ;
072613466801;;Snuggle Plus SuperFresh Spring Burst Freshness Booster, 22.5oz ;
072613466559;;Snuggle Plus SuperFresh Spring Burst Freshness Booster, 22oz ;
072613460083;;Snuggle Purple Fusion Non-Concentrate Fabric Softener, 150oz, 92 loads ;
072613451746;;Snuggle Purple Fusion Non-Concentrate Fabric Softener, 64oz, 39 loads ;
072613460892;;Snuggle Scent Booster Pacs Island Dreams 4/26ct ;
072613161454;;Snuggle Sensitive 2x Concentrated Fabric Conditioner, 80oz, 200 loads ;
072613738687;;Snuggle Sensitive Concentrated Fabric Conditioner, 32oz, 40 loads ;
072613738694;;Snuggle Sensitive Concentrated Fabric Conditioner, 48oz, 60 loads ;
072613738717;;Snuggle Sensitive Concentrated Fabric Conditioner, 96oz, 120 loads ;
072613464807;;Snuggle Summer Showers Concentrated Fabric Conditioner, 32oz, 40 loads ;
072613465750;;Snuggle Summer Showers Dryer Sheets, 160ct, 160 loads ;
072613464852;;Snuggle Summer Showers Dryer Sheets, 80ct, 80 loads ;
072613161577;;Snuggle SuperCare Lilies and Linen, 13.7oz ;
072613161959;;Snuggle SuperCare Lilies and Linen, 19oz ;
072613161584;;Snuggle SuperCare Lilies and Linen, 37.6oz ;
072613161560;;Snuggle SuperCare Lilies and Linen, 9oz ;
072613161546;;Snuggle SuperCare Lillies & Linen Dryer Sheets, 105ct, 105 loads ;
072613161553;;Snuggle SuperCare Lillies & Linen Dryer Sheets, 200ct, 200 loads ;
072613161539;;Snuggle SuperCare Lillies & Linen Dryer Sheets, 70ct, 70 loads ;
072613161522;;Snuggle SuperCare Lillies and Linen Concentrated Fabric Conditioner, 164oz, 155 loads ;
072613161485;;Snuggle SuperCare Lillies and Linen Concentrated Fabric Conditioner, 31.7oz, 30 loads ;
072613161515;;Snuggle SuperCare Lillies and Linen Concentrated Fabric Conditioner, 95oz, 90 loads ;
072613161492;;Snuggle SuperCare Lillies and Linen Fabric Conditioner, 48.6oz, 46 loads ;
072613161638;;Snuggle SuperCare Sea Breeze Concentrated Fabric Conditioner, 164oz, 155 loads ;
072613161591;;Snuggle SuperCare Sea Breeze Concentrated Fabric Conditioner, 31.7oz, 30 loads ;
072613161607;;Snuggle SuperCare Sea Breeze Concentrated Fabric Conditioner, 48.6oz, 46 loads ;
072613161621;;Snuggle SuperCare Sea Breeze Concentrated Fabric Conditioner, 95oz, 90 loads ;
072613161652;;Snuggle SuperCare Sea Breeze Dryer Sheets, 105ct, 105 loads ;
072613161669;;Snuggle SuperCare Sea Breeze Dryer Sheets, 200ct, 200 loads ;
072613161645;;Snuggle SuperCare Sea Breeze Dryer Sheets, 70ct, 70 loads ;
072613161683;;Snuggle SuperCare Sea Breeze, 13.7oz ;
072613161973;;Snuggle SuperCare Sea Breeze, 19oz ;
072613161690;;Snuggle SuperCare Sea Breeze, 37.6oz ;
072613161676;;Snuggle SuperCare Sea Breeze, 9oz ;
072613161430;;Snuggle SuperFresh Original 2x Concentrated Fabric Conditioner, 75oz, 150 loads ;
072613463039;;Snuggle SuperFresh Original Concentrated Fabric Conditioner, 31.7oz, 30 loads ;
072613463046;;Snuggle SuperFresh Original Concentrated Fabric Conditioner, 48.6oz, 46 loads ;
072613465958;;Snuggle SuperFresh Original Concentrated Fabric Conditioner, 78.3oz, 74 loads ;
072613464067;;Snuggle SuperFresh Original Concentrated Fabric Conditioner, 95oz, 90 loads ;
072613463107;;Snuggle SuperFresh Original Dryer Sheets, 105ct, 105 Loads ;
072613468973;;Snuggle SuperFresh Original Dryer Sheets, 200ct, 200 Loads ;
072613468522;;Snuggle SuperFresh Original Dryer Sheets, 200ct, 200 Loads ;
072613463091;;Snuggle SuperFresh Original Dryer Sheets, 70ct, 70 Loads ;
072613738731;;Snuggle SuperFresh Original In-Wash Scent Boosters, 13.7oz ;
072613161911;;Snuggle SuperFresh Original In-Wash Scent Boosters, 19.oz ;
072613738724;;Snuggle SuperFresh Original In-wash Scent Boosters, 9oz ;
072613161447;;Snuggle SuperFresh Spring Burst 2x Concentrated Fabric Conditioner, 75oz, 150 loads ;
072613466566;;Snuggle SuperFresh Spring Burst Concentrated Fabric Conditioner, 48.6oz, 46 loads ;
072613738830;;Snuggle SuperFresh Spring Burst Dryer Sheets, 105ct, 105 Loads ;
072613738847;;Snuggle SuperFresh Spring Burst Dryer Sheets, 200ct, 200 Loads ;
072613738823;;Snuggle SuperFresh Spring Burst Dryer Sheets, 70ct, 70 Loads ;
072613466580;;Snuggle SuperFresh Spring Burst Fabric Conditioner 4/95oz ;
072613738755;;Snuggle SuperFresh Spring Burst In-Wash Scent Booster, 9oz ;
072613738762;;Snuggle SuperFresh Spring Burst In-Wash Scent Boosters, 13.7oz ;
072613466573;;Snuggle SuperFresh Spring Burst Liquid Fabric Conditioner 78.3oz ;
072613738670;;Snuggle SuperFresh Violet Breeze Concentrated Fabric Conditioner, 164oz, 155 loads ;
072613738632;;Snuggle SuperFresh Violet Breeze Concentrated Fabric Conditioner, 31.7oz, 30 loads ;
072613738649;;Snuggle SuperFresh Violet Breeze Concentrated Fabric Conditioner, 48.6oz, 46 loads ;
072613738663;;Snuggle SuperFresh Violet Breeze Concentrated Fabric Conditioner, 95oz, 90 loads ;
072613739721;;all 4-in-1 Odor Lifter mighty pacs Duo 19ct Laundry Detergent ;
072613739745;;all 4-in-1 Odor Lifter mighty pacs Duo 39ct Laundry Detergent ;
072613739752;;all 4-in-1 Odor Lifter mighty pacs Duo 60ct Laundry Detergent ;
072613739646;;all 4-in-1 Original mighty pacs Duo 19ct Laundry Detergent ;
072613739653;;all 4-in-1 Original mighty pacs Duo 25ct Laundry Detergent ;
072613739660;;all 4-in-1 Original mighty pacs Duo 39ct Laundry Detergent ;
072613739677;;all 4-in-1 Original mighty pacs Duo 60ct Laundry Detergent ;
072613739684;;all 4-in-1 Oxi mighty pacs Duo 19ct Laundry Detergent ;
072613739691;;all 4-in-1 Oxi mighty pacs Duo 25ct Laundry Detergent ;
072613739707;;all 4-in-1 Oxi mighty pacs Duo 39ct Laundry Detergent ;
072613739714;;all 4-in-1 Oxi mighty pacs Duo 60ct Laundry Detergent ;
072613466917;;all Advanced 4-in-1 255oz Liquid Laundry Detergent ;
072613461547;;all baby 141oz Liquid Laundry Detergent ;
072613739196;;all baby 36oz Liquid Laundry Detergent ;
072613161386;;all baby 75oz 2x Concentrated Liquid Laundry Detergent ;
072613739202;;all baby 88oz Liquid Laundry Detergent ;
072613739400;;all exhilarating lavender 100oz Liquid Laundry Detergent ;
072613465323;;all exhilarating lavender 150oz Liquid Laundry Detergent ;
072613739639;;all exhilarating lavender 225oz Liquid Laundry Detergent ;
072613739394;;all exhilarating lavender 40oz Liquid Laundry Detergent ;
072613465293;;all exhilarating lavender 50oz Liquid Laundry Detergent ;
072613465866;;all exhilarating lavender 58oz Liquid Laundry Detergent ;
072613460229;;all Fabric Softener Dryer Sheets for Sensitive Skin, Free Clear, 80 Count ;
072613460366;;all Fabric Softener Dryer Sheets Free Clear for Sensitive Skin, 120 Count ;
072613461592;;all free clear 141oz Liquid Laundry Detergent ;
072613461394;;all free clear 162oz Liquid Laundry Detergent ;
072613464241;;all free clear 176.5oz Liquid Laundry Detergent ;
072613464005;;all free clear 184.5oz Liquid Laundry Detergent ;
072613458394;;all free clear 225oz Liquid Laundry Detergent ;
072613465019;;all free clear 250oz Liquid Laundry Detergent ;
072613739431;;all free clear 36oz Liquid Laundry Detergent ;
072613461554;;all free clear 46.5oz Liquid Laundry Detergent ;
072613461325;;all free clear 52oz Laundry Booster ;
072613456819;;all free clear 52oz Powder Laundry Detergent ;
072613464265;;all free clear 54oz Liquid Laundry Detergent ;
072613461561;;all free clear 59oz Liquid Laundry Detergent ;
072613470945;;all free clear 82.5oz 2x Concentrated Liquid Laundry Detergent ;
072613739455;;all free clear 88oz Liquid Laundry Detergent ;
072613461578;;all free clear 94.5oz Liquid Laundry Detergent ;
072613160464;;all free clear bio 141oz Liquid Laundry Detergent ;
072613160471;;all free clear bio 250oz Liquid Laundry Detergent ;
072613160440;;all free clear bio 36oz Liquid Laundry Detergent ;
072613160457;;all free clear bio 88oz Liquid Laundry Detergent ;
072613161720;;all free clear clean & care with vitamin E 141oz Liquid Laundry Detergent ;
072613161706;;all free clear clean & care with vitamin E 36oz Liquid Laundry Detergent ;
072613161713;;all free clear clean & care with vitamin E 88oz Liquid Laundry Detergent ;
072613739844;;all free clear mighty pacs 108ct Laundry Detergent ;
072613463978;;all free clear mighty pacs 120ct Laundry Detergent ;
072613739776;;all free clear mighty pacs 19ct Laundry Detergent ;
072613462797;;all free clear mighty pacs 22ct Laundry Detergent ;
072613739837;;all free clear mighty pacs 25ct Laundry Detergent ;
072613462803;;all free clear mighty pacs 28ct Laundry Detergent ;
072613739783;;all free clear mighty pacs 39ct Laundry Detergent ;
072613462810;;all free clear mighty pacs 45ct Laundry Detergent ;
072613468805;;all free clear mighty pacs 60ct Laundry Detergent ;
072613739806;;all free clear mighty pacs 66ct Laundry Detergent ;
072613161300;;all free clear mighty pacs 67ct Laundry Detergent ;
072613461165;;all free clear mighty pacs 76ct laundry detergent ;
072613465873;;all free clear mighty pacs 88ct Laundry Detergent ;
072613468249;;all free clear Odor Relief 141oz Liquid Laundry Detergent ;
072613739462;;all free clear Odor Relief 36oz Liquid Laundry Detergent ;
072613466924;;all free clear Odor Relief 46.5oz Liquid Laundry Detergent ;
072613739479;;all free clear Odor Relief 88oz Liquid Laundry Detergent ;
072613466931;;all free clear Odor Relief 94.5oz Liquid Laudry Detergent ;
072613739219;;all free clear Odor Relief mighty pacs 16ct Laundry Detergent ;
072613739226;;all free clear Odor Relief mighty pacs 21ct Laundry Detergent ;
072613739899;;all free clear Odor Relief mighty pacs 32ct Laundry Detergent ;
072613739233;;all free clear Odor Relief mighty pacs 56ct Laundry Detergent ;
072613461448;;all free clear Oxi 141oz Liquid Laundry Detergent ;
072613461455;;all free clear Oxi 162oz Liquid Laundry Detergent ;
072613464012;;all free clear Oxi 184.5oz Liquid Laundry Detergent ;
072613739158;;all free clear Oxi 36oz Liquid Laundry Detergent ;
072613461424;;all free clear Oxi 46.5oz Liquid Laundry Detergent ;
072613161393;;all free clear Oxi 80.1oz 2x Concentrated Liquid Laundry Detergent ;
072613739165;;all free clear Oxi 88oz Liquid Laundry Detergent ;
072613461431;;all free clear Oxi 94.5oz Liquid Laundry Detergent ;
072613739820;;all free clear Oxi mighty pacs 16ct Laundry Detergent ;
072613462827;;all free clear Oxi mighty pacs 18ct Laundry Detergent ;
072613739813;;all free clear Oxi mighty pacs 32ct Laundry Detergent ;
072613462834;;all free clear oxi mighty pacs 38ct Laundry Detergent ;
072613739790;;all free clear Oxi mighty pacs 56ct Laundry Detergent ;
072613461035;;all free clear PLUS 237oz Liquid Laundry Detergent ;
072613466528;;all free clear powercore 18ct Laundry Detergent ;
072613466535;;all free clear powercore 50ct Laundry Detergent ;
072613160969;;all free clear pure 2x Concentrated Liquid Laundry Detergent ;
072613450756;;all free clear small & mighty 32oz Concentrated Liquid Laundry Detergent ;
072613454150;;all free clear small & mighty 40oz Concentrated Liquid Laundry Detergent ;
072613450954;;all free clear small & mighty 96oz Concentrated Liquid Laundry Detergent ;
072613450794;;all free clear small & mighty Non-Optical Brightener 32oz Concentrated Liquid Laundry Detergent ;
