#Celine - 18/08/02
#
#- when C1 and C2 duplicate, prefere C1
#- added two Q J1009+0731 and Q0454+039
#
# -- Q0824+1302 is redundant with data from Poudel+ (2016).
# -- J0307-4945 is redundant with data from Berg+ (2016)
#
#ID z NHI NHI_err [Fe/H]tot FeH_err [Zn/Fe]exp delta_Zn delta_Si delta_Fe [X/Fe] XFe_err
#
# J1237+0647 	2.690 	20.00   0.15 	0.77   0.17 	1.30 	-0.35 	-0.84 	-1.64 	1.30   0.02
# Q0824+1302 	4.809 	20.10   0.15 	-2.12   0.28 	-0.24 	0.00 	0.00 	0.00 	0.14   0.22
# J0307−4945 	4.466 	20.67   0.09 	-1.36   0.22 	0.35 	-0.09 	-0.25 	-0.44 	0.43   0.18
#
SDSS0225+0054 	2.714 	21.00   0.15 	-0.61   0.21 	0.43 	-0.12 	-0.30 	-0.55 	0.43   0.14
SDSS0759+3129 	3.035 	20.60   0.10 	-1.97   0.38 	0.00 	-0.00 	-0.03 	-0.01 	0.26   0.36
SDSS0844+5153 	2.775 	21.45   0.15 	-0.70   0.18 	0.77 	-0.21 	-0.51 	-0.98 	0.64   0.06
SDSS1003+5520 	2.502 	20.35   0.15 	-1.27   0.46 	1.22 	-0.33 	-0.79 	-1.55 	0.86   0.42
SDSS1042+0117 	2.267 	20.75   0.15 	-0.90   0.23 	0.18 	-0.05 	-0.14 	-0.24 	0.35   0.16
SDSS1043+6151 	2.786 	20.60   0.15 	-1.82   0.40 	-0.40 	0.00 	0.00 	0.00 	0.06   0.36
SDSS1048+3911 	2.296 	20.70   0.10 	-2.13   0.38 	-0.20 	0.00 	0.00 	0.00 	0.16   0.36
SDSS1116+4118A 	2.662 	20.48   0.10 	-0.46   0.25 	0.88 	-0.24 	-0.58 	-1.12 	0.88   0.22
SDSS1249−0233 	1.781 	21.45   0.15 	-0.78   0.17 	0.52 	-0.14 	-0.36 	-0.67 	0.52   0.05
SDSS1251+4120 	2.730 	21.10   0.10 	-2.05   0.44 	-1.22 	0.00 	0.00 	0.00 	-0.34   0.4
SDSS1435+0420 	1.656 	21.25   0.15 	-1.00   0.19 	-0.16 	0.00 	0.00 	0.00 	0.18   0.10
SDSS1440+0637 	2.518 	21.00   0.15 	-1.74   0.46 	-1.22 	0.00 	0.00 	0.00 	-0.34   0.4
SDSS1557+2320 	3.538 	20.65   0.10 	-1.64   0.44 	0.61 	-0.17 	-0.41 	-0.78 	0.56   0.42
SDSS1610+4724 	2.508 	21.15   0.15 	0.01   0.18 	0.78 	-0.21 	-0.52 	-1.00 	0.78   0.07
SDSS1709+3417 	2.530 	20.45   0.15 	-1.47   0.33 	-0.20 	0.00 	0.00 	0.00 	0.16   0.28
SDSS2059−0529 	2.210 	20.80   0.20 	-0.26   0.26 	0.78 	-0.21 	-0.52 	-1.00 	0.78   0.16
SDSS2100−0641 	3.092 	21.05   0.15 	-0.23   0.18 	0.71 	-0.19 	-0.48 	-0.91 	0.71   0.07
SDSS2222−0946 	2.354 	20.50   0.15 	-0.26   0.19 	0.65 	-0.18 	-0.44 	-0.83 	0.58   0.09
SDSSJ1558+4053 	2.553 	20.30   0.04 	-2.31   0.10 	-0.10 	0.00 	0.00 	0.00 	0.21   0.06
SDSSJ1616+4154 	0.321 	20.60   0.20 	-0.28   0.24 	0.57 	-0.15 	-0.38   -0.72   0.69   0.12
SDSSJ1619+3342 	0.096 	20.55   0.10 	-0.30   0.21 	1.02 	-0.28 	-0.67 	-1.30 	1.04   0.17
UM673A 		1.626 	20.70   0.10 	-1.59   0.20 	-0.32 	0.00 	0.00 	0.00 	-0.32   0.1
eHAQ0111+0641 	2.027 	21.50   0.30 	-0.47   0.34 	0.54 	-0.15 	-0.37 	-0.69 	0.54   0.14
J1009+073	0.114	20.68	0.10	-0.71	0.24	0.06	-0.02 	-0.07 	-0.08 	0.30   0.21
Q0454+039	0.860 	20.69   0.06 	-0.98   0.14 	0.00 	-0.00 	-0.03 	-0.01 	0.00   0.11
