E [keV], efficiency level 00, efficiency level 01, efficiency level 02, efficiency level 03, efficiency level 04, efficiency level 05, efficiency level 06, efficiency level 07, efficiency level 08, efficiency level 09, efficiency level 10, efficiency level 11, efficiency level 12, efficiency level 13, efficiency level 14
3.7522, 0.958994, 0.959572, 0.959663, 0.959693, 0.959707, 0.959714, 0.959718, 0.959721, 0.959723, 0.959724, 0.959725, 0.959726, 0.959726, 0.959727, 0.959727
3.93069, 0.9642, 0.964706, 0.964786, 0.964812, 0.964824, 0.96483, 0.964834, 0.964836, 0.964838, 0.964839, 0.96484, 0.96484, 0.964841, 0.964841, 0.964841
4.11767, 0.968762, 0.969204, 0.969274, 0.969297, 0.969307, 0.969312, 0.969316, 0.969318, 0.969319, 0.96932, 0.969321, 0.969322, 0.969322, 0.969322, 0.969323
4.31355, 0.972723, 0.97311, 0.973171, 0.973191, 0.9732, 0.973205, 0.973208, 0.97321, 0.973211, 0.973212, 0.973212, 0.973213, 0.973213, 0.973214, 0.973214
4.51875, 0.976181, 0.976519, 0.976573, 0.97659, 0.976598, 0.976602, 0.976605, 0.976606, 0.976607, 0.976608, 0.976609, 0.976609, 0.976609, 0.97661, 0.97661
4.73371, 0.979199, 0.979495, 0.979542, 0.979557, 0.979564, 0.979568, 0.97957, 0.979571, 0.979572, 0.979573, 0.979574, 0.979574, 0.979574, 0.979574, 0.979575
4.95889, 0.981821, 0.98208, 0.982121, 0.982134, 0.98214, 0.982143, 0.982145, 0.982146, 0.982147, 0.982148, 0.982148, 0.982149, 0.982149, 0.982149, 0.982149
5.19479, 0.984105, 0.984332, 0.984368, 0.98438, 0.984385, 0.984388, 0.984389, 0.98439, 0.984391, 0.984392, 0.984392, 0.984392, 0.984392, 0.984393, 0.984393
5.4419, 0.9861, 0.986299, 0.98633, 0.98634, 0.986345, 0.986347, 0.986349, 0.98635, 0.98635, 0.986351, 0.986351, 0.986351, 0.986351, 0.986352, 0.986352
5.70078, 0.987832, 0.988006, 0.988034, 0.988043, 0.988047, 0.988049, 0.98805, 0.988051, 0.988052, 0.988052, 0.988052, 0.988053, 0.988053, 0.988053, 0.988053
5.97196, 0.98934, 0.989492, 0.989516, 0.989524, 0.989528, 0.98953, 0.989531, 0.989532, 0.989532, 0.989532, 0.989533, 0.989533, 0.989533, 0.989533, 0.989533
6.25605, 0.990654, 0.990788, 0.990809, 0.990816, 0.990819, 0.99082, 0.990821, 0.990822, 0.990822, 0.990823, 0.990823, 0.990823, 0.990823, 0.990823, 0.990823
6.55365, 0.991792, 0.991909, 0.991927, 0.991933, 0.991936, 0.991937, 0.991938, 0.991938, 0.991939, 0.991939, 0.991939, 0.991939, 0.99194, 0.99194, 0.99194
6.86541, 0.992763, 0.992861, 0.992877, 0.992882, 0.992884, 0.992885, 0.992886, 0.992886, 0.992887, 0.992887, 0.992887, 0.992887, 0.992887, 0.992887, 0.992887
7.192, 0.99355, 0.993625, 0.993637, 0.993641, 0.993642, 0.993643, 0.993644, 0.993644, 0.993644, 0.993645, 0.993645, 0.993645, 0.993645, 0.993645, 0.993645
7.53413, 0.994076, 0.994116, 0.994121, 0.994123, 0.994124, 0.994124, 0.994125, 0.994125, 0.994125, 0.994125, 0.994125, 0.994125, 0.994125, 0.994125, 0.994125
7.89253, 0.99417, 0.994147, 0.994142, 0.994141, 0.99414, 0.994139, 0.994139, 0.994139, 0.994139, 0.994139, 0.994139, 0.994139, 0.994139, 0.994139, 0.994139
8.26798, 0.993487, 0.993354, 0.993331, 0.993323, 0.993319, 0.993317, 0.993316, 0.993316, 0.993315, 0.993315, 0.993315, 0.993314, 0.993314, 0.993314, 0.993314
8.66129, 0.991465, 0.991151, 0.991098, 0.991081, 0.991073, 0.991068, 0.991066, 0.991064, 0.991063, 0.991062, 0.991062, 0.991061, 0.991061, 0.991061, 0.991061
9.07331, 0.987342, 0.986756, 0.986659, 0.986627, 0.986612, 0.986604, 0.9866, 0.986597, 0.986595, 0.986593, 0.986592, 0.986591, 0.986591, 0.98659, 0.98659
9.50493, 0.98, 0.979032, 0.978873, 0.97882, 0.978796, 0.978783, 0.978776, 0.978771, 0.978767, 0.978765, 0.978763, 0.978762, 0.978761, 0.97876, 0.97876
9.95708, 0.968449, 0.966995, 0.966758, 0.966679, 0.966643, 0.966624, 0.966613, 0.966606, 0.966601, 0.966597, 0.966595, 0.966593, 0.966591, 0.96659, 0.966589
10.4307, 0.951943, 0.949925, 0.949597, 0.949488, 0.949439, 0.949413, 0.949398, 0.949388, 0.949381, 0.949376, 0.949373, 0.94937, 0.949368, 0.949366, 0.949365
10.9269, 0.929834, 0.927207, 0.926781, 0.92664, 0.926577, 0.926543, 0.926523, 0.92651, 0.926502, 0.926495, 0.926491, 0.926487, 0.926485, 0.926482, 0.926481
11.4467, 0.901832, 0.89859, 0.898066, 0.897893, 0.897816, 0.897774, 0.89775, 0.897734, 0.897723, 0.897715, 0.89771, 0.897705, 0.897702, 0.897699, 0.897697
11.9912, 0.868118, 0.864295, 0.86368, 0.863477, 0.863385, 0.863337, 0.863308, 0.863289, 0.863276, 0.863267, 0.863261, 0.863256, 0.863252, 0.863249, 0.863246
12.5617, 0.829336, 0.825005, 0.824311, 0.824081, 0.823978, 0.823923, 0.82389, 0.823869, 0.823855, 0.823845, 0.823838, 0.823832, 0.823828, 0.823824, 0.823821
13.1592, 0.786207, 0.781465, 0.780707, 0.780456, 0.780344, 0.780284, 0.780248, 0.780225, 0.78021, 0.780199, 0.78019, 0.780184, 0.780179, 0.780176, 0.780173
13.7852, 0.739695, 0.734653, 0.733848, 0.733583, 0.733463, 0.7334, 0.733362, 0.733338, 0.733321, 0.73331, 0.733301, 0.733294, 0.733289, 0.733285, 0.733282
14.441, 0.691153, 0.685928, 0.685096, 0.684821, 0.684698, 0.684632, 0.684593, 0.684568, 0.684551, 0.684539, 0.68453, 0.684523, 0.684518, 0.684514, 0.684511
15.128, 0.641544, 0.636247, 0.635405, 0.635127, 0.635003, 0.634936, 0.634897, 0.634871, 0.634854, 0.634842, 0.634833, 0.634826, 0.63482, 0.634816, 0.634813
15.8476, 0.591768, 0.586499, 0.585663, 0.585387, 0.585263, 0.585197, 0.585158, 0.585132, 0.585115, 0.585103, 0.585094, 0.585087, 0.585082, 0.585078, 0.585075
16.6015, 0.542958, 0.537803, 0.536986, 0.536716, 0.536595, 0.536531, 0.536493, 0.536468, 0.536451, 0.536439, 0.536431, 0.536424, 0.536419, 0.536415, 0.536411
17.3912, 0.495783, 0.490809, 0.490022, 0.489762, 0.489645, 0.489583, 0.489546, 0.489523, 0.489507, 0.489495, 0.489487, 0.48948, 0.489475, 0.489471, 0.489468
18.2185, 0.450668, 0.445928, 0.445178, 0.44493, 0.44482, 0.44476, 0.444725, 0.444703, 0.444687, 0.444677, 0.444668, 0.444662, 0.444658, 0.444654, 0.444651
19.0852, 0.408126, 0.403655, 0.402948, 0.402715, 0.402611, 0.402555, 0.402522, 0.402501, 0.402486, 0.402476, 0.402468, 0.402463, 0.402458, 0.402455, 0.402452
19.9931, 0.368484, 0.364303, 0.363643, 0.363425, 0.363328, 0.363276, 0.363245, 0.363225, 0.363211, 0.363202, 0.363195, 0.363189, 0.363185, 0.363182, 0.363179
20.9441, 0.331764, 0.327885, 0.327273, 0.327071, 0.32698, 0.326932, 0.326904, 0.326885, 0.326873, 0.326864, 0.326857, 0.326852, 0.326848, 0.326845, 0.326843
21.9404, 0.298001, 0.294425, 0.29386, 0.293674, 0.293591, 0.293547, 0.29352, 0.293503, 0.293492, 0.293483, 0.293477, 0.293473, 0.293469, 0.293466, 0.293464
22.9842, 0.267293, 0.264012, 0.263494, 0.263324, 0.263247, 0.263206, 0.263182, 0.263167, 0.263156, 0.263148, 0.263143, 0.263139, 0.263135, 0.263133, 0.263131
24.0775, 0.239422, 0.236425, 0.235952, 0.235797, 0.235727, 0.23569, 0.235668, 0.235654, 0.235644, 0.235637, 0.235632, 0.235628, 0.235625, 0.235623, 0.235621
25.2229, 0.214248, 0.211521, 0.211091, 0.210949, 0.210886, 0.210852, 0.210832, 0.210819, 0.21081, 0.210804, 0.210799, 0.210796, 0.210793, 0.210791, 0.210789
26.4227, 0.191602, 0.189127, 0.188737, 0.188609, 0.188551, 0.18852, 0.188502, 0.18849, 0.188482, 0.188477, 0.188472, 0.188469, 0.188467, 0.188465, 0.188463
27.6797, 0.170953, 0.168716, 0.168363, 0.168247, 0.168195, 0.168167, 0.168151, 0.16814, 0.168133, 0.168128, 0.168124, 0.168121, 0.168119, 0.168117, 0.168116
28.9964, 0.152405, 0.150387, 0.15007, 0.149965, 0.149918, 0.149893, 0.149878, 0.149869, 0.149862, 0.149858, 0.149854, 0.149852, 0.14985, 0.149848, 0.149847
30.3758, 0.13596, 0.134142, 0.133856, 0.133762, 0.133719, 0.133697, 0.133684, 0.133675, 0.133669, 0.133665, 0.133662, 0.13366, 0.133658, 0.133656, 0.133655
31.8208, 0.121459, 0.119821, 0.119563, 0.119479, 0.119441, 0.11942, 0.119408, 0.1194, 0.119395, 0.119391, 0.119389, 0.119387, 0.119385, 0.119384, 0.119383
33.3345, 0.10864, 0.107165, 0.106932, 0.106856, 0.106822, 0.106803, 0.106793, 0.106786, 0.106781, 0.106777, 0.106775, 0.106773, 0.106772, 0.10677, 0.10677
