SFC_Hambleton_Jcn_P_Q,,,,,,,
Degree,Radians,25-29 kV Peak_P,25-29 kV Peak_Q,27-29 kV Cont._P,27-29 kV Cont._Q,25 kV Cont._P,25 kV Cont._Q
117,2.042035225,-33.50676883,55,-24.96947749,49.00535883,-22.69952499,44.55032621
118,2.059488517,-34.64934869,55,-25.82093595,48.56211761,-23.47357814,44.14737964
119,2.07694181,-35.78137402,55,-26.66452911,48.10408389,-24.24048101,43.73098536
120,2.094395102,-36.9025,55,-27.5,47.63139721,-25,43.30127019
121,2.111848395,-38.01238512,55,-28.32709412,47.14420154,-25.75190375,42.85836504
122,2.129301687,-39.1106913,55,-29.14555953,46.64264529,-26.49596321,42.40240481
123,2.14675498,-40.19708398,55,-29.95514693,46.12688124,-27.23195175,41.9335284
124,2.164208272,-41.27123224,55,-30.75560969,45.59706649,-27.95964517,41.45187863
125,2.181661565,-42.33280888,55,-31.546704,45.05336244,-28.67882182,40.95760221
126,2.199114858,-43.38149055,55,-32.32818888,44.49593469,-29.38926261,40.45084972
127,2.21656815,-44.41695778,55,-33.09982627,43.92495305,-30.09075116,39.9317755
128,2.234021443,-45.43889519,55,-33.86138114,43.34059145,-30.78307377,39.40053768
129,2.251474735,-46.44699146,55,-34.61262151,42.74302788,-31.46601955,38.85729807
130,2.268928028,-47.44093953,55,-35.35331853,42.13244437,-32.13938048,38.30222216
131,2.28638132,-48.42043663,55,-36.08324659,41.50902691,-32.80295145,37.73547901
132,2.303834613,-49.3851844,54.84780384,-36.80218335,40.8729654,-33.45653032,37.15724127
133,2.321287905,-50.33488896,53.97755995,-37.5099098,40.22445359,-34.099918,36.56768508
134,2.338741198,-51.26926103,53.09087396,-38.20621038,39.56368902,-34.73291852,35.96699002
135,2.35619449,-52.18801599,52.18801599,-38.89087297,38.89087297,-35.35533906,35.35533906
136,2.373647783,-53.09087396,51.26926103,-39.56368902,38.20621038,-35.96699002,34.73291852
137,2.391101075,-53.97755995,50.33488896,-40.22445359,37.5099098,-36.56768508,34.099918
138,2.408554368,-54.84780384,49.3851844,-40.8729654,36.80218335,-37.15724127,33.45653032
139,2.42600766,-55.70134057,48.42043663,-41.50902691,36.08324659,-37.73547901,32.80295145
140,2.443460953,-56.53791012,47.44093953,-42.13244437,35.35331853,-38.30222216,32.13938048
141,2.460914245,-57.35725769,46.44699146,-42.74302788,34.61262151,-38.85729807,31.46601955
142,2.478367538,-58.15913367,45.43889519,-43.34059145,33.86138114,-39.40053768,30.78307377
143,2.49582083,-58.94329382,44.41695778,-43.92495305,33.09982627,-39.9317755,30.09075116
144,2.513274123,-59.70949927,43.38149055,-44.49593469,32.32818888,-40.45084972,29.38926261
145,2.530727415,-60.45751663,42.33280888,-45.05336244,31.546704,-40.95760221,28.67882182
146,2.548180708,-61.18711804,41.27123224,-45.59706649,30.75560969,-41.45187863,27.95964517
147,2.565634,-61.89808127,40.19708398,-46.12688124,29.95514693,-41.9335284,27.23195175
148,2.583087293,-62.59018974,39.1106913,-46.64264529,29.14555953,-42.40240481,26.49596321
149,2.600540585,-63.26323263,38.01238512,-47.14420154,28.32709412,-42.85836504,25.75190375
150,2.617993878,-63.91700493,36.9025,-47.63139721,27.5,-43.30127019,25
151,2.635447171,-64.55130749,35.78137402,-48.10408389,26.66452911,-43.73098536,24.24048101
152,2.652900463,-65.16594709,34.64934869,-48.56211761,25.82093595,-44.14737964,23.47357814
153,2.670353756,-65.76073652,33.50676883,-49.00535883,24.96947749,-44.55032621,22.69952499
154,2.687807048,-66.33549459,32.35398249,-49.43367255,24.11041307,-44.93970231,21.91855734
155,2.705260341,-66.89004622,31.19134081,-49.84692829,23.2440044,-45.31538935,21.13091309
156,2.722713633,-67.4242225,30.01919794,-50.24500017,22.37051537,-45.67727288,20.33683215
157,2.740166926,-67.93786071,28.83791094,-50.62776694,21.49021207,-46.02524267,19.53655642
158,2.757620218,-68.43080439,27.64783963,-50.995112,20.60336264,-46.35919273,18.73032967
159,2.775073511,-68.90290338,26.44934652,-51.34692346,19.71023722,-46.67902132,17.91839748
160,2.792526803,-69.35401388,25.24279668,-51.68309414,18.81110788,-46.98463104,17.10100717
161,2.809980096,-69.78399847,24.02855764,-52.00352166,17.9062485,-47.27592878,16.27840772
162,2.827433388,-70.19272619,22.80699927,-52.3081084,16.99593469,-47.55282581,15.45084972
163,2.844886681,-70.58007251,21.57849367,-52.59676158,16.08044376,-47.8152378,14.61858524
164,2.862339973,-70.94591947,20.34341505,-52.86939328,15.16005457,-48.0630848,13.78186779
165,2.879793266,-71.29015561,19.10213962,-53.12592045,14.23504748,-48.29629131,12.94095226
166,2.897246558,-71.61267608,17.8550455,-53.36626495,13.30570426,-48.51478631,12.09609478
167,2.914699851,-71.91338263,16.60251257,-53.59035356,12.37230799,-48.71850324,11.24755272
168,2.932153143,-72.19218367,15.34492234,-53.79811804,11.43514299,-48.90738004,10.39558454
169,2.949606436,-72.44899427,14.0826579,-53.98949509,10.49449475,-49.08135917,9.540449769
170,2.967059728,-72.68373621,12.81610375,-54.16442642,9.550649772,-49.24038765,8.682408883
171,2.984513021,-72.89633798,11.54564569,-54.32285873,8.603895577,-49.38441703,7.821723252
172,3.001966313,-73.08673481,10.27167072,-54.46474378,7.654520553,-49.51340344,6.958655048
173,3.019419606,-73.25486872,8.99456689,-54.59003834,6.702813887,-49.62730758,6.09346717
174,3.036872898,-73.40068849,7.714723231,-54.69870425,5.74906548,-49.72609477,5.226423163
175,3.054326191,-73.52414969,6.432529593,-54.7907084,4.793565851,-49.8097349,4.357787137
176,3.071779484,-73.62521473,5.148376545,-54.86602276,3.836606056,-49.87820251,3.487823687
177,3.089232776,-73.70385281,3.862655251,-54.92462441,2.878477593,-49.93147674,2.616797812
178,3.106686069,-73.76003999,2.575757354,-54.96649549,1.919472319,-49.96954135,1.744974835
179,3.124139361,-73.79375914,1.288074857,-54.99162323,0.959882354,-49.99238476,0.872620322
180,3.141592654,-73.805,9.04E-15,-55,6.74E-15,-50,6.13E-15
181,3.159045946,-73.79375914,-1.200812825,-54.99162323,-0.872620322,-49.99238476,-0.78535829
182,3.176499239,-73.76003999,-2.401259871,-54.96649549,-1.744974835,-49.96954135,-1.570477352
183,3.193952531,-73.70385281,-3.600975469,-54.92462441,-2.616797812,-49.93147674,-2.355118031
184,3.211405824,-73.62521473,-4.799594176,-54.86602276,-3.487823687,-49.87820251,-3.139041318
185,3.228859116,-73.52414969,-5.99675088,-54.7907084,-4.357787137,-49.8097349,-3.922008424
186,3.246312409,-73.40068849,-7.192080915,-54.69870425,-5.226423163,-49.72609477,-4.703780847
187,3.263765701,-73.25486872,-8.385220173,-54.59003834,-6.09346717,-49.62730758,-5.484120453
188,3.281218994,-73.08673481,-9.575805212,-54.46474378,-6.958655048,-49.51340344,-6.262789543
189,3.298672286,-72.89633798,-10.76347337,-54.32285873,-7.821723252,-49.38441703,-7.039550927
190,3.316125579,-72.68373621,-11.94786286,-54.16442642,-8.682408883,-49.24038765,-7.814167995
191,3.333578871,-72.44899427,-13.12861293,-53.98949509,-9.540449769,-49.08135917,-8.586404792
192,3.351032164,-72.19218367,-14.30536389,-53.79811804,-10.39558454,-48.90738004,-9.356026087
193,3.368485456,-71.91338263,-15.47775729,-53.59035356,-11.24755272,-48.71850324,-10.12279745
194,3.385938749,-71.61267608,-16.64543603,-53.36626495,-12.09609478,-48.51478631,-10.8864853
195,3.403392041,-71.29015561,-17.8080444,-53.12592045,-12.94095226,-48.29629131,-11.64685703
196,3.420845334,-70.94591947,-18.96522827,-52.86939328,-13.78186779,-48.0630848,-12.40368101
197,3.438298626,-70.58007251,-20.11663514,-52.59676158,-14.61858524,-47.8152378,-13.15672671
198,3.455751919,-70.19272619,-21.2619143,-52.3081084,-15.45084972,-47.55282581,-13.90576475
199,3.473205211,-69.78399847,-22.40071687,-52.00352166,-16.27840772,-47.27592878,-14.65056695
200,3.490658504,-69.35401388,-23.53269596,-51.68309414,-17.10100717,-46.98463104,-15.39090645
201,3.508111797,-68.90290338,-24.65750677,-51.34692346,-17.91839748,-46.67902132,-16.12655773
202,3.525565089,-68.43080439,-25.77480666,-50.995112,-18.73032967,-46.35919273,-16.8572967
203,3.543018382,-67.93786071,-26.8842553,-50.62776694,-19.53655642,-46.02524267,-17.58290078
204,3.560471674,-67.4242225,-27.98551473,-50.24500017,-20.33683215,-45.67727288,-18.30314894
205,3.577924967,-66.89004622,-29.0782495,-49.84692829,-21.13091309,-45.31538935,-19.01782178
206,3.595378259,-66.33549459,-30.16212675,-49.43367255,-21.91855734,-44.93970231,-19.72670161
207,3.612831552,-65.76073652,-31.23681633,-49.00535883,-22.69952499,-44.55032621,-20.42957249
208,3.630284844,-65.16594709,-32.30199088,-48.56211761,-23.47357814,-44.14737964,-21.12622033
209,3.647738137,-64.55130749,-33.35732592,-48.10408389,-24.24048101,-43.73098536,-21.81643291
210,3.665191429,-63.91700493,-34.4025,-47.63139721,-25,-43.30127019,-22.5
211,3.682644722,-63.26323263,-35.43719474,-47.14420154,-25.75190375,-42.85836504,-23.17671337
212,3.700098014,-62.59018974,-36.46109498,-46.64264529,-26.49596321,-42.40240481,-23.84636689
213,3.717551307,-61.89808127,-37.4738888,-46.12688124,-27.23195175,-41.9335284,-24.50875658
214,3.735004599,-61.18711804,-38.47526772,-45.59706649,-27.95964517,-41.45187863,-25.16368066
215,3.752457892,-60.45751663,-39.4649267,-45.05336244,-28.67882182,-40.95760221,-25.81093964
216,3.769911184,-59.70949927,-40.44256428,-44.49593469,-29.38926261,-40.45084972,-26.45033635
217,3.787364477,-58.94329382,-41.40788267,-43.92495305,-30.09075116,-39.9317755,-27.08167604
218,3.804817769,-58.15913367,-42.36058781,-43.34059145,-30.78307377,-39.40053768,-27.70476639
219,3.822271062,-57.35725769,-43.30038951,-42.74302788,-31.46601955,-38.85729807,-28.3194176
220,3.839724354,-56.53791012,-44.22700148,-42.13244437,-32.13938048,-38.30222216,-28.92544244
221,3.857177647,-55.70134057,-45.14014149,-41.50902691,-32.80295145,-37.73547901,-29.5226563
222,3.874630939,-54.84780384,-46.03953137,-40.8729654,-33.45653032,-37.15724127,-30.11087729
223,3.892084232,-53.97755995,-46.92489716,-40.22445359,-34.099918,-36.56768508,-30.6899262
224,3.909537524,-53.09087396,-47.79596918,-39.56368902,-34.73291852,-35.96699002,-31.25962667
225,3.926990817,-52.18801599,-48.65248208,-38.89087297,-35.35533906,-35.35533906,-31.81980515
226,3.94444411,-51.26926103,-49.49417496,-38.20621038,-35.96699002,-34.73291852,-32.37029102
227,3.961897402,-50.33488896,-50,-37.5099098,-36.56768508,-34.099918,-32.91091657
228,3.979350695,-49.3851844,-50,-36.80218335,-37.15724127,-33.45653032,-33.44151715
229,3.996803987,-48.42043663,-50,-36.08324659,-37.73547901,-32.80295145,-33.96193111
230,4.01425728,-47.44093953,-50,-35.35331853,-38.30222216,-32.13938048,-34.47199994
231,4.031710572,-46.44699146,-50,-34.61262151,-38.85729807,-31.46601955,-34.97156827
232,4.049163865,-45.43889519,-50,-33.86138114,-39.40053768,-30.78307377,-35.46048391
233,4.066617157,-44.41695778,-50,-33.09982627,-39.9317755,-30.09075116,-35.93859795
234,4.08407045,-43.38149055,-50,-32.32818888,-40.45084972,-29.38926261,-36.40576475
235,4.101523742,-42.33280888,-50,-31.546704,-40.95760221,-28.67882182,-36.86184199
236,4.118977035,-41.27123224,-50,-30.75560969,-41.45187863,-27.95964517,-37.30669076
237,4.136430327,-40.19708398,-50,-29.95514693,-41.9335284,-27.23195175,-37.74017556
238,4.15388362,-39.1106913,-50,-29.14555953,-42.40240481,-26.49596321,-38.16216433
239,4.171336912,-38.01238512,-50,-28.32709412,-42.85836504,-25.75190375,-38.57252853
240,4.188790205,-36.9025,-50,-27.5,-43.30127019,-25,-38.97114317
241,4.206243497,-35.78137402,-50,-26.66452911,-43.73098536,-24.24048101,-39.35788682
242,4.22369679,-34.64934869,-50,-25.82093595,-44.14737964,-23.47357814,-39.73264168
243,4.241150082,-33.50676883,-50,-24.96947749,-44.55032621,-22.69952499,-40.09529359
244,4.258603375,-32.35398249,-50,-24.11041307,-44.93970231,-21.91855734,-40.44573208
245,4.276056667,-31.19134081,-50,-23.2440044,-45.31538935,-21.13091309,-40.78385042
246,4.29350996,-30.01919794,-50,-22.37051537,-45.67727288,-20.33683215,-41.10954559
247,4.310963252,-28.83791094,-50,-21.49021207,-46.02524267,-19.53655642,-41.42271841
248,4.328416545,-27.64783963,-50,-20.60336264,-46.35919273,-18.73032967,-41.72327346
249,4.345869837,-26.44934652,-50,-19.71023722,-46.67902132,-17.91839748,-42.01111919
250,4.36332313,-25.24279668,-50,-18.81110788,-46.98463104,-17.10100717,-42.28616794
251,4.380776423,-24.02855764,-50,-17.9062485,-47.27592878,-16.27840772,-42.5483359
252,4.398229715,-22.80699927,-50,-16.99593469,-47.55282581,-15.45084972,-42.79754323
253,4.415683008,-21.57849367,-50,-16.08044376,-47.8152378,-14.61858524,-43.03371402
254,4.4331363,-20.34341505,-50,-15.16005457,-48.0630848,-13.78186779,-43.25677632
255,4.450589593,-19.10213962,-50,-14.23504748,-48.29629131,-12.94095226,-43.46666218
256,4.468042885,-17.8550455,-50,-13.30570426,-48.51478631,-12.09609478,-43.66330768
257,4.485496178,-16.60251257,-50,-12.37230799,-48.71850324,-11.24755272,-43.84665292
258,4.50294947,-15.34492234,-50,-11.43514299,-48.90738004,-10.39558454,-44.01664203
259,4.520402763,-14.0826579,-50,-10.49449475,-49.08135917,-9.540449769,-44.17322326
260,4.537856055,-12.81610375,-50,-9.550649772,-49.24038765,-8.682408883,-44.31634889
261,4.555309348,-11.54564569,-50,-8.603895577,-49.38441703,-7.821723252,-44.44597533
262,4.57276264,-10.27167072,-50,-7.654520553,-49.51340344,-6.958655048,-44.56206309
263,4.590215933,-8.99456689,-50,-6.702813887,-49.62730758,-6.09346717,-44.66457682
264,4.607669225,-7.714723231,-50,-5.74906548,-49.72609477,-5.226423163,-44.75348529
265,4.625122518,-6.432529593,-50,-4.793565851,-49.8097349,-4.357787137,-44.82876141
266,4.64257581,-5.148376545,-50,-3.836606056,-49.87820251,-3.487823687,-44.89038226
267,4.660029103,-3.862655251,-50,-2.878477593,-49.93147674,-2.616797812,-44.93832906
268,4.677482395,-2.575757354,-50,-1.919472319,-49.96954135,-1.744974835,-44.97258722
269,4.694935688,-1.288074857,-50,-0.959882354,-49.99238476,-0.872620322,-44.99314628
270,4.71238898,-1.36E-14,-50,-1.01E-14,-50,-9.19E-15,-45
271,4.729842273,1.288074857,-50,0.959882354,-49.99238476,0.872620322,-44.99314628
272,4.747295565,2.575757354,-50,1.919472319,-49.96954135,1.744974835,-44.97258722
273,4.764748858,3.862655251,-50,2.878477593,-49.93147674,2.616797812,-44.93832906
274,4.78220215,5.148376545,-50,3.836606056,-49.87820251,3.487823687,-44.89038226
275,4.799655443,6.432529593,-50,4.793565851,-49.8097349,4.357787137,-44.82876141
276,4.817108736,7.714723231,-50,5.74906548,-49.72609477,5.226423163,-44.75348529
277,4.834562028,8.99456689,-50,6.702813887,-49.62730758,6.09346717,-44.66457682
278,4.852015321,10.27167072,-50,7.654520553,-49.51340344,6.958655048,-44.56206309
279,4.869468613,11.54564569,-50,8.603895577,-49.38441703,7.821723252,-44.44597533
280,4.886921906,12.81610375,-50,9.550649772,-49.24038765,8.682408883,-44.31634889
281,4.904375198,14.0826579,-50,10.49449475,-49.08135917,9.540449769,-44.17322326
282,4.921828491,15.34492234,-50,11.43514299,-48.90738004,10.39558454,-44.01664203
283,4.939281783,16.60251257,-50,12.37230799,-48.71850324,11.24755272,-43.84665292
284,4.956735076,17.8550455,-50,13.30570426,-48.51478631,12.09609478,-43.66330768
285,4.974188368,19.10213962,-50,14.23504748,-48.29629131,12.94095226,-43.46666218
286,4.991641661,20.34341505,-50,15.16005457,-48.0630848,13.78186779,-43.25677632
287,5.009094953,21.57849367,-50,16.08044376,-47.8152378,14.61858524,-43.03371402
288,5.026548246,22.80699927,-50,16.99593469,-47.55282581,15.45084972,-42.79754323
289,5.044001538,24.02855764,-50,17.9062485,-47.27592878,16.27840772,-42.5483359
290,5.061454831,25.24279668,-50,18.81110788,-46.98463104,17.10100717,-42.28616794
291,5.078908123,26.44934652,-50,19.71023722,-46.67902132,17.91839748,-42.01111919
292,5.096361416,27.64783963,-50,20.60336264,-46.35919273,18.73032967,-41.72327346
293,5.113814708,28.83791094,-50,21.49021207,-46.02524267,19.53655642,-41.42271841
294,5.131268001,30.01919794,-50,22.37051537,-45.67727288,20.33683215,-41.10954559
295,5.148721293,31.19134081,-50,23.2440044,-45.31538935,21.13091309,-40.78385042
296,5.166174586,32.35398249,-50,24.11041307,-44.93970231,21.91855734,-40.44573208
297,5.183627878,33.50676883,-50,24.96947749,-44.55032621,22.69952499,-40.09529359
298,5.201081171,34.64934869,-50,25.82093595,-44.14737964,23.47357814,-39.73264168
299,5.218534463,35.78137402,-50,26.66452911,-43.73098536,24.24048101,-39.35788682
300,5.235987756,36.9025,-50,27.5,-43.30127019,25,-38.97114317
301,5.253441049,38.01238512,-50,28.32709412,-42.85836504,25.75190375,-38.57252853
302,5.270894341,39.1106913,-50,29.14555953,-42.40240481,26.49596321,-38.16216433
303,5.288347634,40.19708398,-50,29.95514693,-41.9335284,27.23195175,-37.74017556
304,5.305800926,41.27123224,-50,30.75560969,-41.45187863,27.95964517,-37.30669076
305,5.323254219,42.33280888,-50,31.546704,-40.95760221,28.67882182,-36.86184199
306,5.340707511,43.38149055,-50,32.32818888,-40.45084972,29.38926261,-36.40576475
307,5.358160804,44.41695778,-50,33.09982627,-39.9317755,30.09075116,-35.93859795
308,5.375614096,45.43889519,-50,33.86138114,-39.40053768,30.78307377,-35.46048391
309,5.393067389,46.44699146,-50,34.61262151,-38.85729807,31.46601955,-34.97156827
