0_Rk,1_Player,2_Nation,3_Pos,4_Squad,5_Age,6_Born,7_90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,30_Matches
429,Antino Lopez,us USA,MF,Seattle Sounders,21,2002,0.1,50.0,0.00,10.0,20.0,20.0,0.00,50.0,0.00,0.00,,0.00,,30.0,50.0,50.0,0.00,0.00,0.00,0.00,0.00,40.0,0.00,Matches
430,Hernán López Muñoz,ar ARG,"MF,FW",SJ Earthquakes,23,2000,20.2,48.8,0.30,5.00,26.7,18.0,2.08,48.8,6.14,2.28,37.1,3.12,50.8,30.9,181.0,78.6,1.98,2.28,0.54,3.66,2.43,34.9,3.17,Matches
431,Marvin Loría,cr CRC,MF,Portland Timbers,26,1997,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches
432,Evan Louro,us USA,GK,FC Cincinnati,28,1996,1.0,28.0,25.0,27.0,1.00,0.00,0.00,28.0,0.00,0.00,,0.00,,10.0,22.0,17.0,0.00,0.00,0.00,0.00,0.00,12.0,0.00,Matches
433,Daniel Lovitz,us USA,DF,Nashville SC,32,1991,25.2,63.5,3.85,22.4,30.3,11.3,0.32,63.5,0.63,0.24,37.5,0.32,50.0,30.1,127.8,71.1,1.19,1.11,0.04,0.44,0.24,38.4,2.54,Matches
434,Damion Lowe,jm JAM,DF,Philadelphia Union,30,1993,10.7,59.5,7.48,31.6,24.4,4.11,1.12,59.5,0.37,0.09,25.0,0.28,75.0,28.2,117.9,48.3,0.37,0.37,0.00,0.65,0.28,31.5,0.28,Matches
435,Eduard Löwen,de GER,MF,St. Louis,27,1997,20.6,79.1,1.55,13.6,43.3,23.3,2.09,78.9,3.11,1.31,42.2,1.46,46.9,45.5,229.9,106.1,2.86,2.28,0.78,1.60,1.41,53.1,2.82,Matches
436,Diego Luna,us USA,FW,Real Salt Lake,20,2003,24.5,57.4,0.53,5.02,28.6,24.4,3.47,57.4,3.31,1.47,44.4,1.59,48.1,34.7,201.8,84.9,2.41,1.67,0.90,2.78,1.67,42.5,5.96,Matches
437,Benjamin Lundt,de GER,GK,St. Louis,28,1995,2.7,33.0,27.0,32.6,0.37,0.00,0.00,33.0,0.00,0.00,,0.00,,15.9,92.2,58.9,0.00,0.00,0.00,0.00,0.00,8.52,0.00,Matches
438,Jack Lynn,us USA,"FW,MF",Orlando City,24,2000,2.8,34.3,0.71,4.29,15.0,15.0,4.29,34.3,1.79,0.36,20.0,1.43,80.0,18.6,97.5,24.6,1.43,0.36,0.71,2.14,3.21,24.6,6.07,Matches
439,Larrys Mabiala,cd COD,DF,Portland Timbers,36,1987,0.5,94.0,8.00,48.0,44.0,2.00,2.00,94.0,0.00,0.00,,0.00,,52.0,258.0,84.0,0.00,0.00,0.00,2.00,2.00,64.0,0.00,Matches
440,Aimé Mabika,zm ZAM,DF,Toronto FC,25,1998,5.2,56.2,9.04,31.0,21.9,3.46,1.15,56.2,0.58,0.38,66.7,0.19,33.3,27.7,132.3,57.3,0.19,0.19,0.00,0.77,0.58,29.4,0.19,Matches
441,Zac MacMath,us USA,GK,Real Salt Lake,32,1991,23.0,43.7,29.6,42.7,0.91,0.00,0.00,43.7,0.04,0.04,100.0,0.00,0.0,26.8,167.5,107.7,0.00,0.00,0.00,0.13,0.00,22.1,0.00,Matches
442,Lukas MacNaughton,ca CAN,DF,Nashville SC,28,1995,4.6,70.7,10.4,40.2,26.1,4.57,0.65,70.7,0.00,0.00,,0.00,,32.0,144.8,68.3,0.22,0.00,0.00,0.43,0.00,42.2,0.22,Matches
443,Talles Magno,br BRA,"FW,MF",NYCFC,21,2002,0.8,56.3,3.75,8.75,15.0,32.5,7.50,55.0,1.25,0.00,0.0,1.25,100.0,25.0,135.0,81.3,2.50,2.50,1.25,5.00,1.25,37.5,10.0,Matches
444,Jack Maher,us USA,DF,Nashville SC,24,1999,27.0,64.5,9.48,38.5,24.9,1.22,0.59,64.5,0.00,0.00,,0.00,,33.4,122.7,57.6,0.15,0.11,0.00,0.22,0.11,45.1,0.15,Matches
445,Cassius Mailula,za RSA,"MF,DF",Toronto FC,22,2001,0.2,90.0,0.00,15.0,25.0,50.0,15.0,90.0,10.0,5.00,50.0,5.00,50.0,60.0,355.0,125.0,5.00,0.00,5.00,10.0,0.00,65.0,20.0,Matches
446,Adilson Malanda,fr FRA,DF,Charlotte,22,2001,32.0,65.6,10.2,36.9,28.1,1.09,0.44,65.6,0.31,0.22,70.0,0.06,20.0,37.3,154.2,89.8,0.22,0.19,0.00,0.22,0.19,44.3,0.19,Matches
447,Elias Manoel,br BRA,FW,NY Red Bulls,22,2001,17.2,27.0,0.17,0.87,10.6,15.9,4.94,26.9,1.34,0.47,34.8,0.76,56.5,15.9,71.6,30.2,1.16,0.93,0.76,2.09,0.99,19.2,5.52,Matches
448,Dominik Marczuk,pl POL,FW,Real Salt Lake,20,2003,5.0,47.4,1.20,6.00,17.2,25.2,4.00,47.4,3.60,1.20,33.3,2.20,61.1,26.4,205.8,121.0,4.60,2.20,2.00,3.00,1.00,34.2,14.0,Matches
449,Paul Marie,fr FRA,"DF,FW",SJ Earthquakes,28,1995,17.1,58.8,3.39,19.5,25.6,14.6,1.40,58.8,1.99,0.88,44.1,1.05,52.9,27.7,153.1,80.5,2.40,1.29,0.35,1.29,0.53,32.0,5.15,Matches
450,Anthony Markanich,ph PHI,"MF,DF",Minnesota Utd,24,1999,0.7,67.1,2.86,15.7,32.9,18.6,5.71,67.1,1.43,0.00,0.0,1.43,100.0,34.3,91.4,34.3,0.00,0.00,0.00,1.43,1.43,44.3,10.0,Matches
451,Anthony Markanich,ph PHI,DF,St. Louis,24,1999,14.6,59.6,3.97,17.5,28.2,14.2,1.10,59.6,0.41,0.07,16.7,0.27,66.7,23.7,100.5,50.6,1.10,0.89,0.14,1.03,0.27,26.8,2.53,Matches
452,Idan Markovich,il ISR,FW,Charlotte,19,2004,0.2,55.0,0.00,10.0,20.0,25.0,0.00,55.0,10.0,0.00,0.0,10.0,100.0,25.0,260.0,210.0,5.00,5.00,0.00,0.00,5.00,30.0,15.0,Matches
453,Marlon,br BRA,DF,LAFC,28,1995,1.4,72.9,6.43,36.4,35.0,1.43,1.43,72.9,0.71,0.00,0.0,0.71,100.0,42.9,151.4,107.9,0.00,0.00,0.00,0.71,0.00,52.9,0.00,Matches
454,Jahkeele Marshall-Rutty,ca CAN,"DF,MF",Toronto FC,19,2004,11.5,52.5,2.09,14.6,20.7,18.1,3.74,52.5,2.35,1.13,48.1,0.96,40.7,28.5,183.7,76.6,2.52,1.83,0.70,1.30,0.61,31.0,6.43,Matches
455,Jahkeele Marshall-Rutty,ca CAN,"DF,MF",CF Montréal,19,2004,7.2,64.2,1.81,14.2,29.6,21.0,2.50,64.2,1.25,0.83,66.7,0.42,33.3,44.2,263.6,136.0,4.17,2.22,1.25,1.53,0.28,47.1,6.81,Matches
456,Alonso Martínez,cr CRC,FW,NYCFC,25,1998,16.5,26.7,0.36,1.94,11.3,13.7,4.91,26.7,1.21,0.36,30.0,0.73,60.0,16.2,79.1,37.7,1.39,0.85,0.91,1.88,0.97,19.8,6.00,Matches
457,David Martínez,ve VEN,"FW,MF",LAFC,17,2006,5.1,52.5,0.59,3.92,25.3,24.5,3.53,52.5,2.75,1.57,57.1,1.18,42.9,36.5,295.3,139.8,3.73,3.33,1.57,2.75,2.75,40.0,7.06,Matches
458,Josef Martínez,ve VEN,"FW,MF",CF Montréal,30,1993,15.3,27.6,0.98,1.76,13.0,13.0,4.51,27.6,0.78,0.26,33.3,0.52,66.7,16.9,59.8,25.2,0.85,0.92,0.33,1.70,0.92,20.9,4.77,Matches
459,Luís Martins,pt POR,"DF,MF",Vancouver W'caps,31,1992,8.6,63.4,2.44,17.7,31.3,15.1,0.81,63.4,0.47,0.12,25.0,0.35,75.0,37.4,138.7,71.7,1.63,1.16,0.12,0.93,0.93,44.9,4.42,Matches
460,Thiago Martins,br BRA,DF,NYCFC,28,1995,31.0,73.1,11.7,40.3,32.2,1.03,0.52,73.1,0.10,0.10,100.0,0.00,0.0,43.6,234.7,130.1,0.58,0.16,0.00,0.26,0.10,49.4,0.00,Matches
461,Alexandru Mățan,ro ROU,MF,Columbus Crew,24,1999,16.0,60.8,0.63,9.44,30.6,21.2,2.13,60.8,2.50,1.19,47.5,1.31,52.5,42.6,273.8,142.6,4.38,3.06,0.94,1.44,1.13,50.2,5.13,Matches
462,Jimmy Maurer,us USA,GK,FC Dallas,35,1988,4.0,44.0,35.3,44.0,0.00,0.00,0.00,44.0,0.00,0.00,,0.00,,27.0,129.8,77.3,0.00,0.00,0.00,0.00,0.00,27.5,0.00,Matches
463,Andreas Maxsø,dk DEN,DF,Colorado Rapids,29,1994,34.0,54.5,7.97,28.3,24.5,1.74,1.15,54.5,0.06,0.00,0.0,0.03,50.0,28.4,129.2,61.3,0.35,0.15,0.06,0.35,0.06,34.7,0.18,Matches
464,Olivier Mbaizo,cm CMR,DF,Philadelphia Union,26,1997,12.3,51.5,2.93,16.1,20.7,14.8,0.73,51.5,0.98,0.65,66.7,0.33,33.3,23.2,104.3,47.2,0.73,0.65,0.16,1.46,0.33,27.8,4.55,Matches
465,John McCarthy,us USA,GK,LA Galaxy,31,1992,32.0,32.3,29.7,32.3,0.06,0.00,0.00,32.3,0.00,0.00,,0.00,,16.0,82.8,48.2,0.00,0.00,0.00,0.03,0.00,13.4,0.00,Matches
466,Dax McCarty,us USA,MF,Atlanta Utd,36,1987,10.2,66.0,2.94,18.4,38.4,9.61,0.59,66.0,0.20,0.10,50.0,0.10,50.0,36.9,144.7,69.6,0.59,0.98,0.00,0.88,0.59,47.6,0.88,Matches
467,Christian McFarlane,eng ENG,"DF,MF",NYCFC,17,2007,4.0,46.5,3.25,10.5,18.5,17.8,0.50,46.5,1.00,0.25,25.0,0.50,50.0,18.8,78.5,35.3,1.25,0.75,0.00,0.25,0.75,25.5,8.00,Matches
468,Jack McGlynn,us USA,MF,Philadelphia Union,20,2003,25.7,75.5,1.21,13.2,41.8,21.2,0.82,75.5,1.09,0.47,42.9,0.54,50.0,47.6,213.5,106.1,1.79,1.13,0.23,0.89,0.62,57.6,2.41,Matches
469,Zac McGraw,ca CAN,DF,Portland Timbers,26,1997,9.5,77.6,13.1,45.3,31.4,1.05,0.74,77.6,0.32,0.11,33.3,0.11,33.3,36.7,151.9,66.9,0.11,0.00,0.00,0.42,0.11,46.4,0.11,Matches
470,Duncan McGuire,us USA,FW,Orlando City,22,2001,17.8,28.1,1.01,2.25,11.5,14.7,5.11,28.1,1.07,0.34,31.6,0.73,68.4,16.0,59.7,26.0,0.96,0.34,0.56,2.81,0.90,22.9,5.28,Matches
471,Thomas McNamara,us USA,"FW,MF",NE Revolution,32,1991,2.3,43.0,0.43,4.35,23.5,16.1,1.74,43.0,0.43,0.00,0.0,0.43,100.0,27.4,123.0,63.9,1.30,3.04,0.00,1.74,0.43,36.1,2.61,Matches
472,Brendan McSorley,us USA,FW,St. Louis,21,2002,0.1,20.0,0.00,0.00,0.00,20.0,0.00,20.0,0.00,0.00,,0.00,,20.0,140.0,60.0,0.00,0.00,0.00,0.00,0.00,20.0,20.0,Matches
473,Christopher McVey,se SWE,DF,D.C. United,26,1997,23.8,53.9,4.54,23.6,27.8,3.19,0.84,53.9,0.21,0.21,100.0,0.00,0.0,28.9,140.8,72.1,0.67,0.46,0.00,0.55,0.04,29.4,0.67,Matches
474,Ryan Meara,us USA,GK,NY Red Bulls,33,1990,7.0,27.3,20.9,27.0,0.29,0.00,0.00,27.3,0.00,0.00,,0.00,,14.0,75.9,34.3,0.00,0.00,0.00,0.00,0.00,11.0,0.00,Matches
475,Tim Melia,us USA,GK,Sporting KC,37,1986,28.0,33.0,27.1,32.5,0.50,0.00,0.00,33.0,0.00,0.00,,0.00,,16.3,79.4,47.3,0.00,0.00,0.00,0.04,0.00,14.0,0.00,Matches
476,Jonathan Mensah,gh GHA,"DF,FW",NE Revolution,33,1990,3.0,58.7,10.7,40.0,18.7,0.33,0.33,58.7,0.00,0.00,,0.00,,27.7,92.7,34.3,0.00,0.33,0.00,0.00,0.00,38.7,0.00,Matches
477,Loïc Mesanvi,tg TOG,"FW,MF",Minnesota Utd,20,2003,0.7,44.3,1.43,5.71,12.9,25.7,5.71,44.3,10.0,2.86,28.6,7.14,71.4,25.7,204.3,97.1,5.71,2.86,1.43,2.86,2.86,24.3,5.71,Matches
478,Lionel Messi,ar ARG,"FW,MF",Inter Miami,36,1987,16.5,66.1,0.00,2.55,33.1,31.5,5.58,66.0,6.06,3.27,54.0,2.61,43.0,45.8,276.4,148.1,4.24,3.70,1.64,1.76,2.12,54.5,7.27,Matches
479,Matt Miazga,us USA,DF,FC Cincinnati,28,1995,15.7,74.8,13.4,47.2,26.4,1.21,0.70,74.8,0.06,0.06,100.0,0.00,0.0,38.8,131.5,62.4,0.00,0.06,0.06,0.13,0.13,48.7,0.13,Matches
480,Micael,br BRA,DF,Houston Dynamo,23,2000,30.8,82.6,16.3,54.7,26.7,1.49,0.62,82.6,0.39,0.19,50.0,0.06,16.7,50.0,195.4,89.2,0.00,0.19,0.00,0.45,0.16,58.2,0.10,Matches
481,Benji Michel,us USA,"FW,MF",Real Salt Lake,26,1997,0.4,40.0,2.50,2.50,17.5,20.0,7.50,40.0,2.50,2.50,100.0,0.00,0.0,20.0,120.0,60.0,7.50,2.50,5.00,0.00,0.00,30.0,10.0,Matches
482,Novak Mićović,rs SRB,GK,LA Galaxy,22,2001,2.0,35.5,31.0,35.0,0.50,0.00,0.00,35.5,0.00,0.00,,0.00,,23.5,113.0,68.0,0.00,0.00,0.00,0.00,0.00,16.0,0.00,Matches
483,Djordje Mihailovic,us USA,MF,Colorado Rapids,25,1998,27.5,54.5,0.58,4.11,21.4,29.7,2.73,54.3,2.04,1.02,50.0,0.91,44.6,30.4,155.0,65.1,1.85,2.11,0.73,2.25,0.87,35.5,6.11,Matches
484,Jovan Mijatović,rs SRB,"FW,MF",NYCFC,18,2005,3.0,31.7,0.33,1.67,15.0,16.0,5.33,31.7,1.67,0.33,20.0,1.33,80.0,16.7,71.3,26.7,1.00,2.00,0.00,3.33,1.33,21.3,4.33,Matches
485,Eric Miller,us USA,DF,Portland Timbers,31,1993,11.2,57.1,2.68,16.5,29.8,10.9,0.98,57.1,0.00,0.00,,0.00,,25.1,93.1,40.9,0.27,0.45,0.00,0.71,0.18,31.1,2.68,Matches
486,Kamal Miller,ca CAN,DF,Portland Timbers,26,1997,21.8,67.0,8.12,33.6,31.1,2.89,0.55,67.0,0.87,0.46,52.6,0.32,36.8,38.0,167.2,92.0,0.60,0.37,0.00,0.55,0.23,44.9,0.41,Matches
487,Peyton Miller,us USA,DF,NE Revolution,16,2007,7.6,57.2,5.26,16.7,27.4,13.8,0.79,57.2,1.97,0.92,46.7,0.79,40.0,28.3,145.5,79.5,1.84,1.45,0.13,0.79,0.39,33.2,5.53,Matches
488,Tyler Miller,us USA,GK,D.C. United,30,1993,5.0,44.0,27.0,43.2,0.80,0.00,0.00,44.0,0.00,0.00,,0.00,,21.2,132.8,65.6,0.00,0.00,0.00,0.20,0.00,16.0,0.00,Matches
489,Georgi Minoungou,bf BFA,FW,Seattle Sounders,21,2002,4.1,48.5,0.24,5.85,13.9,29.5,8.05,48.5,8.78,4.39,50.0,4.15,47.2,33.2,305.6,184.6,7.80,2.68,5.37,5.85,1.95,34.4,13.9,Matches
490,Aleksei Miranchuk,ru RUS,"MF,FW",Atlanta Utd,28,1995,8.3,50.2,0.60,4.22,21.6,24.8,3.25,49.9,1.93,1.08,56.3,0.84,43.8,31.3,177.5,81.9,2.53,1.69,0.72,1.57,0.84,35.9,5.66,Matches
491,Roald Mitchell,tt TRI,FW,NY Red Bulls,21,2003,0.2,45.0,10.0,10.0,20.0,15.0,0.00,45.0,0.00,0.00,,0.00,,25.0,175.0,0.00,0.00,5.00,0.00,15.0,0.00,35.0,5.00,Matches
492,Shakur Mohammed,gh GHA,"MF,FW",Orlando City,20,2003,0.1,80.0,0.00,10.0,50.0,20.0,10.0,80.0,10.0,0.00,0.0,10.0,100.0,60.0,670.0,450.0,30.0,0.00,10.0,10.0,0.00,80.0,0.00,Matches
493,Shaq Moore,us USA,DF,Nashville SC,27,1996,18.6,63.7,3.87,18.4,27.8,18.0,1.77,63.7,1.94,0.59,30.6,1.08,55.6,33.1,154.0,75.3,1.88,1.18,0.16,1.45,0.48,39.8,6.61,Matches
494,Felipe Mora,cl CHI,FW,Portland Timbers,30,1993,21.0,26.7,0.90,1.29,12.2,13.4,5.29,26.7,0.71,0.38,53.3,0.33,46.7,14.4,58.1,17.4,0.48,0.62,0.24,1.62,0.62,20.4,5.57,Matches
495,Alfredo Morales,us USA,MF,SJ Earthquakes,33,1990,7.2,61.3,2.78,15.8,38.3,8.19,1.11,61.3,1.39,0.97,70.0,0.28,20.0,33.3,141.5,57.2,0.56,0.83,0.00,1.39,0.97,42.9,1.39,Matches
496,Efrain Morales,bo BOL,DF,Atlanta Utd,19,2004,2.7,70.0,7.04,37.4,31.1,1.48,1.11,70.0,0.00,0.00,,0.00,,34.4,116.7,51.1,0.37,0.00,0.00,0.00,0.00,50.7,0.00,Matches
497,Maximiliano Moralez,ar ARG,"MF,FW",NYCFC,36,1987,10.0,75.7,0.20,4.70,38.5,32.9,3.20,75.7,1.40,0.90,64.3,0.50,35.7,45.8,206.4,89.3,2.40,2.60,0.50,1.20,1.60,59.6,5.80,Matches
498,Steven Moreira,cv CPV,DF,Columbus Crew,29,1994,23.4,80.3,3.12,25.5,43.2,12.2,0.43,80.3,0.81,0.30,36.8,0.51,63.2,54.0,250.3,127.0,1.67,1.32,0.09,0.85,0.73,62.1,1.88,Matches
499,Junior Moreno,ve VEN,"MF,FW",Houston Dynamo,30,1993,0.2,60.0,0.00,5.00,40.0,15.0,0.00,60.0,0.00,0.00,,0.00,,35.0,135.0,15.0,0.00,0.00,0.00,0.00,0.00,50.0,0.00,Matches
500,Santiago Moreno,co COL,"FW,MF",Portland Timbers,23,2000,27.1,60.1,0.74,6.83,27.1,27.5,3.91,60.1,4.72,2.25,47.7,2.18,46.1,38.3,216.3,117.0,4.02,2.73,1.18,3.10,2.25,44.6,8.45,Matches
501,Lewis Morgan,sct SCO,"FW,MF",NY Red Bulls,27,1996,26.8,38.5,0.63,2.80,14.7,21.4,4.63,38.4,2.31,1.12,48.4,1.12,48.4,23.3,148.0,68.2,2.72,1.49,0.93,2.46,1.23,27.1,6.75,Matches
502,Aidan Morris,us USA,MF,Columbus Crew,22,2001,14.2,97.2,2.39,18.7,59.5,20.0,0.99,97.2,0.92,0.49,53.8,0.28,30.8,62.0,281.2,130.6,1.41,1.90,0.28,1.62,1.41,75.2,2.54,Matches
503,Jordan Morris,us USA,FW,Seattle Sounders,29,1994,31.0,28.1,0.87,2.39,8.81,17.4,5.77,28.1,1.13,0.65,57.1,0.35,31.4,16.7,101.9,53.0,2.32,1.06,1.26,1.26,0.84,22.2,7.13,Matches
504,Edwin Mosquera,co COL,"FW,MF",Atlanta Utd,22,2001,7.0,52.7,0.29,5.29,19.1,28.6,7.57,52.7,5.57,2.57,46.2,2.57,46.2,36.9,310.6,178.7,8.14,2.86,4.29,3.14,1.00,40.6,10.9,Matches
505,Jean Mota,br BRA,MF,Inter Miami,30,1993,0.3,43.3,0.00,13.3,26.7,3.33,0.00,43.3,0.00,0.00,,0.00,,23.3,53.3,36.7,0.00,0.00,0.00,0.00,0.00,33.3,6.67,Matches
506,Cole Mrowka,us USA,MF,Columbus Crew,17,2006,0.0,2,0,0,1,1,0,2,0,0,,0,,1,5,0,0,0,0,0,0,2,0,Matches
507,Chris Mueller,us USA,"FW,MF",Chicago Fire,27,1996,15.0,50.8,0.67,7.20,19.5,24.6,4.67,50.8,3.20,1.27,39.6,1.67,52.1,32.6,223.5,105.7,4.33,1.93,1.93,2.53,1.73,37.6,8.33,Matches
508,Hany Mukhtar,de GER,"MF,FW",Nashville SC,28,1995,30.5,55.5,0.20,3.31,27.4,25.8,3.93,55.4,2.59,1.11,43.0,1.31,50.6,30.8,190.4,81.9,2.69,2.20,0.95,2.79,2.23,39.3,6.10,Matches
509,Luis Müller,de GER,"FW,MF",LAFC,22,2001,0.1,130.0,0.00,20.0,20.0,90.0,10.0,130.0,10.0,0.00,0.0,10.0,100.0,100.0,430.0,170.0,10.0,10.0,0.00,0.00,0.00,90.0,50.0,Matches
510,Daniel Munie,us USA,DF,SJ Earthquakes,23,2000,12.4,59.3,10.0,39.2,18.6,1.77,0.65,59.3,0.08,0.08,100.0,0.00,0.0,30.4,132.1,66.4,0.16,0.16,0.00,0.65,0.00,37.3,0.08,Matches
511,Luis Muriel,co COL,"FW,MF",Orlando City,32,1991,17.6,53.7,0.51,4.15,20.1,30.6,4.15,53.6,4.89,2.44,50.0,2.27,46.5,35.7,232.7,116.5,4.15,3.52,1.19,3.18,2.16,43.0,7.73,Matches
512,Ian Murphy,us USA,DF,FC Cincinnati,24,2000,25.4,77.0,6.22,35.2,37.7,4.49,0.28,77.0,0.16,0.04,25.0,0.12,75.0,48.0,192.6,106.8,0.94,0.75,0.04,0.51,0.20,55.2,0.59,Matches
513,Jacob Murrell,us USA,"FW,MF",D.C. United,19,2004,9.8,29.4,2.04,4.80,10.3,14.5,4.29,29.4,0.82,0.00,0.0,0.71,87.5,16.1,72.3,26.3,0.82,0.31,0.41,2.04,1.63,19.2,5.20,Matches
514,Petar Musa,hr CRO,FW,FC Dallas,25,1998,25.5,36.0,1.18,3.61,18.0,15.1,5.18,36.0,1.96,0.90,46.0,0.98,50.0,20.3,86.5,34.7,0.94,0.82,0.71,3.06,1.73,25.9,5.10,Matches
515,Daniel Musovski,us USA,"FW,MF",Seattle Sounders,28,1995,5.7,36.1,0.88,3.86,13.7,19.1,3.51,36.1,3.68,1.75,47.6,1.58,42.9,20.7,136.7,61.6,2.28,2.11,0.88,2.81,1.23,24.9,6.14,Matches
516,Alex Muyl,us USA,"FW,DF",Nashville SC,28,1995,25.6,46.3,1.29,10.4,21.0,15.4,2.70,46.3,2.62,1.09,41.8,1.41,53.7,24.3,113.8,51.7,1.13,1.17,0.39,2.50,1.17,28.9,4.61,Matches
517,Tristan Muyumba,fr FRA,MF,Atlanta Utd,26,1997,23.5,62.2,2.09,14.3,34.1,14.2,2.13,62.2,2.72,1.53,56.3,1.15,42.2,35.0,177.7,77.0,1.57,0.77,0.55,1.36,0.81,44.7,1.74,Matches
518,Darlington Nagbe,us USA,MF,Columbus Crew,33,1990,26.1,63.1,1.76,12.9,40.6,10.0,0.00,63.1,0.73,0.50,68.4,0.11,15.8,40.1,192.4,68.2,0.77,1.07,0.00,0.88,0.80,51.2,0.73,Matches
519,Federico Navarro,ar ARG,MF,Chicago Fire,23,2000,7.5,60.8,4.40,19.9,37.3,4.13,0.40,60.8,2.00,0.93,46.7,1.07,53.3,32.5,150.5,50.0,0.27,0.40,0.13,1.47,0.93,32.8,0.93,Matches
520,Rafael Navarro,br BRA,FW,Colorado Rapids,23,2000,30.8,36.6,0.68,3.12,14.6,19.6,5.29,36.4,3.70,1.66,44.7,1.82,49.1,20.5,100.1,40.6,1.40,0.94,0.84,2.37,1.62,25.3,6.07,Matches
521,Logan Ndenbe,be BEL,DF,Sporting KC,23,2000,2.7,86.3,0.74,18.1,38.9,30.0,1.48,86.3,2.22,1.11,50.0,1.11,50.0,51.5,250.0,135.6,3.70,2.22,0.37,1.11,1.11,55.2,6.30,Matches
522,Jalen Neal,us USA,DF,LA Galaxy,20,2003,15.4,79.2,7.34,38.5,38.8,2.01,0.19,79.2,0.19,0.06,33.3,0.13,66.7,49.6,180.1,99.3,0.13,0.19,0.00,0.26,0.13,61.6,0.26,Matches
523,Dylan Nealis,us USA,DF,NY Red Bulls,25,1998,25.9,65.2,3.13,18.3,30.9,16.4,2.16,65.2,1.12,0.66,58.6,0.39,34.5,29.0,143.6,70.8,1.24,1.20,0.12,1.00,0.39,33.9,4.09,Matches
524,Sean Nealis,us USA,DF,NY Red Bulls,27,1997,24.8,61.9,7.38,32.9,26.7,2.50,1.21,61.9,0.12,0.08,66.7,0.00,0.0,34.5,142.9,67.1,0.16,0.16,0.00,0.36,0.16,39.1,0.08,Matches
525,Franco Negri,ar ARG,DF,Inter Miami,28,1995,8.8,64.3,4.09,21.9,29.4,13.6,1.02,64.3,1.02,0.57,55.6,0.34,33.3,30.1,155.8,91.4,1.48,1.48,0.23,0.91,0.68,38.3,4.43,Matches
526,John Nelson,us USA,DF,LA Galaxy,25,1998,13.0,64.8,4.62,22.4,30.5,12.2,0.62,64.8,0.38,0.23,60.0,0.15,40.0,36.1,141.8,70.8,1.38,0.92,0.08,0.38,0.08,42.8,3.38,Matches
527,Jake Nerwinski,us USA,DF,St. Louis,29,1994,6.2,68.7,6.29,25.5,32.4,11.1,0.32,68.7,0.32,0.16,50.0,0.16,50.0,33.4,155.3,67.3,0.48,0.65,0.00,0.48,1.29,40.6,1.94,Matches
528,Serge Ngoma,us USA,"MF,FW",NY Red Bulls,18,2005,1.3,53.8,1.54,10.0,20.0,23.8,3.08,53.8,6.15,0.77,12.5,5.38,87.5,34.6,286.2,75.4,2.31,2.31,2.31,5.38,1.54,39.2,10.0,Matches
529,Joakim Nilsson,se SWE,DF,St. Louis,29,1994,13.5,59.7,6.74,31.3,26.1,2.44,0.81,59.7,0.22,0.07,33.3,0.15,66.7,26.4,117.2,56.7,0.44,0.15,0.00,0.30,0.00,31.0,0.07,Matches
530,Nolan Norris,us USA,MF,FC Dallas,18,2005,2.2,58.6,4.09,18.2,33.6,7.27,1.36,58.6,1.82,0.45,25.0,1.36,75.0,28.2,100.0,36.4,0.00,0.91,0.45,0.91,1.36,39.5,1.36,Matches
531,Tsiki Ntsabeleng,za RSA,"MF,FW",FC Dallas,25,1998,12.1,52.1,0.99,10.4,28.5,14.2,1.57,52.1,2.31,1.24,53.6,0.66,28.6,34.4,204.6,95.2,1.74,2.07,0.08,1.65,1.74,39.8,2.89,Matches
532,Obinna Nwobodo,ng NGA,MF,FC Cincinnati,27,1996,27.3,61.0,1.90,13.7,38.6,9.63,0.37,61.0,1.14,0.77,67.7,0.29,25.8,33.2,155.8,64.7,0.88,1.03,0.04,1.10,0.92,39.4,1.14,Matches
533,Moses Nyeman,us USA,MF,Minnesota Utd,20,2003,1.5,42.7,2.67,17.3,22.0,3.33,0.67,42.7,0.67,0.67,100.0,0.00,0.0,16.7,61.3,26.0,0.00,0.00,0.00,0.67,0.00,22.0,0.00,Matches
534,Lewis O'Brien,eng ENG,MF,LAFC,25,1998,8.7,56.3,2.30,9.89,31.5,15.5,0.80,56.3,1.38,0.46,33.3,0.80,58.3,32.1,152.3,80.6,1.38,2.18,0.00,1.26,0.34,39.1,2.87,Matches
535,Aidan O'Connor,us USA,DF,NY Red Bulls,22,2001,0.2,70.0,15.0,45.0,25.0,5.00,0.00,70.0,0.00,0.00,,0.00,,5.00,15.0,0.00,0.00,5.00,5.00,5.00,0.00,0.00,0.00,Matches
536,Rory O'Driscoll,us USA,"FW,MF",Minnesota Utd,23,2000,0.0,4,0,2,2,0,0,4,0,0,,0,,1,3,0,0,0,0,1,0,4,0,Matches
