0_Rk,1_Player,2_Nation,3_Pos,4_Squad,5_Age,6_Born,7_90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,30_Matches
105,Dylan Borrero,co COL,"FW,MF",NE Revolution,22,2002,10.5,61.0,0.67,8.19,26.4,27.3,3.33,61.0,2.57,1.05,40.7,1.43,55.6,36.6,234.8,111.4,3.24,2.00,1.05,2.48,0.76,48.1,10.5,Matches
106,Denis Bouanga,ga GAB,FW,LAFC,29,1994,30.6,42.5,0.65,3.66,11.8,28.3,8.66,42.3,7.94,2.97,37.4,4.61,58.0,27.7,238.3,120.2,5.42,2.71,3.43,3.56,1.70,29.8,10.2,Matches
107,Ousseni Bouda,bf BFA,FW,SJ Earthquakes,23,2000,4.2,35.0,1.43,3.33,18.3,13.6,3.10,35.0,1.67,0.95,57.1,0.71,42.9,20.7,138.6,49.8,1.90,0.71,0.48,3.81,0.95,25.5,7.86,Matches
108,Aaron Boupendza,ga GAB,"FW,MF",FC Cincinnati,27,1996,6.1,35.9,1.31,3.28,15.1,17.7,3.93,35.9,2.79,1.31,47.1,0.98,35.3,20.7,97.7,33.9,1.15,1.15,0.66,3.77,1.48,26.9,6.72,Matches
109,Giuseppe Bovalina,au AUS,"DF,FW",Vancouver W'caps,19,2004,1.9,41.1,2.63,7.89,16.3,18.4,4.74,41.1,1.58,1.05,66.7,0.53,33.3,20.0,102.1,37.9,1.58,1.05,0.00,1.58,0.53,24.2,8.42,Matches
110,Michael Boxall,nz NZL,DF,Minnesota Utd,35,1988,31.5,47.6,8.51,27.6,17.4,2.79,0.86,47.6,0.32,0.22,70.0,0.10,30.0,21.9,93.0,46.9,0.29,0.25,0.03,0.51,0.19,25.3,0.19,Matches
111,Tyler Boyd,us USA,"FW,MF",Nashville SC,29,1994,12.6,39.2,0.63,6.43,19.0,14.6,2.62,39.2,3.02,1.27,42.1,1.59,52.6,24.4,178.4,87.5,2.54,1.43,0.63,2.30,1.59,27.5,5.16,Matches
112,Chris Brady,us USA,GK,Chicago Fire,19,2004,33.0,30.8,25.6,30.5,0.33,0.00,0.00,30.8,0.00,0.00,,0.00,,15.3,72.2,40.9,0.00,0.00,0.00,0.03,0.00,11.3,0.00,Matches
113,Alejandro Bran,cr CRC,MF,Minnesota Utd,22,2001,4.8,54.4,0.83,11.5,32.1,11.7,1.04,54.4,0.42,0.21,50.0,0.21,50.0,34.4,137.7,70.0,0.63,1.04,0.00,2.29,0.83,39.6,2.08,Matches
114,Claudio Bravo,ar ARG,DF,Portland Timbers,26,1997,17.7,69.7,4.41,21.0,36.2,13.2,0.62,69.7,2.09,1.13,54.1,0.90,43.2,34.4,199.5,110.8,2.49,1.58,0.17,1.07,0.79,39.0,3.67,Matches
115,David Brekalo,si SVN,DF,Orlando City,25,1998,12.6,58.5,6.43,26.8,29.0,2.94,1.03,58.5,0.40,0.32,80.0,0.08,20.0,29.6,136.6,84.9,0.63,0.40,0.00,0.32,0.08,37.9,0.16,Matches
116,Luke Brennan,us USA,"FW,DF",Atlanta Utd,18,2005,1.7,30.0,0.00,1.76,13.5,15.9,2.94,30.0,8.24,2.35,28.6,5.29,64.3,21.2,163.5,42.9,1.76,0.59,0.59,4.12,2.94,19.4,5.29,Matches
117,Sebastian Breza,ca CAN,GK,CF Montréal,25,1998,1.0,42.0,39.0,42.0,0.00,0.00,0.00,42.0,0.00,0.00,,0.00,,14.0,66.0,50.0,0.00,0.00,0.00,0.00,0.00,9.00,0.00,Matches
118,Yannick Bright,it ITA,MF,Inter Miami,22,2001,15.6,61.7,4.36,18.7,37.6,5.96,0.26,61.7,1.54,0.58,37.5,0.90,58.3,30.4,108.8,43.7,0.26,0.45,0.06,1.28,0.83,39.7,0.71,Matches
119,Andrew Brody,us USA,DF,Real Salt Lake,28,1995,23.4,72.6,3.55,20.1,37.9,15.0,0.43,72.6,1.24,0.51,41.4,0.73,58.6,39.3,191.9,104.5,1.97,1.58,0.04,0.51,0.21,45.4,2.22,Matches
120,Brandt Bronico,us USA,MF,Charlotte,28,1995,19.3,35.0,1.40,6.94,17.0,11.4,2.59,35.0,0.88,0.21,23.5,0.57,64.7,17.5,86.1,41.0,1.24,1.19,0.31,0.78,0.57,22.6,5.49,Matches
121,Lachlan Brook,au AUS,FW,Real Salt Lake,22,2001,2.6,48.8,1.54,6.54,19.6,22.7,3.85,48.8,0.77,0.00,0.0,0.38,50.0,27.7,156.9,66.2,1.92,1.92,1.54,3.85,0.77,32.7,6.92,Matches
122,Javain Brown,jm JAM,DF,Vancouver W'caps,24,1999,10.8,67.2,4.54,27.3,27.0,13.2,1.11,67.2,0.65,0.28,42.9,0.19,28.6,35.5,136.5,71.2,0.46,0.56,0.09,0.37,0.19,42.7,3.24,Matches
123,Javain Brown,jm JAM,DF,Real Salt Lake,24,1999,3.7,68.6,5.68,22.2,33.2,13.2,0.27,68.6,0.00,0.00,,0.00,,25.7,125.7,73.0,1.89,0.81,0.00,0.81,0.54,38.4,1.89,Matches
124,Gastón Brugman,uy URU,MF,LA Galaxy,31,1992,13.2,88.3,3.26,20.2,51.2,17.7,0.83,88.3,0.76,0.23,30.0,0.53,70.0,51.1,203.5,91.0,0.91,2.05,0.15,0.91,0.61,66.3,1.97,Matches
125,Pavel Bucha,cz CZE,MF,FC Cincinnati,25,1998,32.4,61.1,1.57,11.8,35.8,14.0,1.48,61.1,1.79,0.90,50.0,0.90,50.0,36.5,167.5,77.5,1.33,1.14,0.22,1.42,1.11,43.3,2.81,Matches
126,Noel Buck,eng ENG,"MF,FW",NE Revolution,18,2005,6.0,48.0,1.83,11.8,27.5,9.33,0.67,48.0,1.17,0.33,28.6,0.67,57.1,28.3,144.3,61.0,1.17,1.00,0.00,2.17,1.33,34.8,2.67,Matches
127,Dawid Bugaj,pl POL,DF,CF Montréal,19,2004,1.8,39.4,2.78,12.2,18.3,8.89,1.11,39.4,0.56,0.56,100.0,0.00,0.0,20.6,85.6,43.3,1.11,0.00,0.56,1.11,0.56,23.9,4.44,Matches
128,Osman Bukari,gh GHA,"FW,MF",Austin,25,1998,6.8,31.9,1.03,4.12,10.1,19.3,4.26,31.9,3.97,2.35,59.3,1.62,40.7,23.1,165.9,100.9,4.26,2.50,1.62,2.35,0.88,23.7,8.24,Matches
129,Teal Bunbury,us USA,FW,Nashville SC,33,1990,12.8,35.2,0.86,3.98,18.0,13.4,3.05,35.0,0.86,0.31,36.4,0.55,63.6,18.6,78.3,27.3,0.78,0.55,0.39,2.66,0.78,28.4,5.39,Matches
130,Cory Burke,jm JAM,FW,NY Red Bulls,32,1991,3.3,33.9,2.12,4.24,11.8,18.5,6.97,33.9,3.03,1.21,40.0,1.82,60.0,14.5,66.1,29.4,1.52,0.91,0.61,3.03,1.82,22.1,7.27,Matches
131,Roman Bürki,ch SUI,GK,St. Louis,33,1990,31.3,38.8,26.6,36.9,1.95,0.00,0.00,38.8,0.03,0.03,100.0,0.00,0.0,22.2,110.0,64.4,0.00,0.00,0.00,0.03,0.00,19.6,0.00,Matches
132,Evan Bush,us USA,GK,Columbus Crew,37,1986,1.4,42.1,30.7,42.1,0.00,0.00,0.00,42.1,0.00,0.00,,0.00,,21.4,92.9,44.3,0.00,0.00,0.00,0.00,0.00,14.3,0.00,Matches
133,Sergio Busquets,es ESP,"MF,DF",Inter Miami,35,1988,27.6,84.8,6.05,30.4,47.2,7.75,0.51,84.8,0.80,0.51,63.6,0.14,18.2,46.9,212.0,125.0,0.83,0.43,0.00,0.72,0.36,61.2,0.98,Matches
134,Brandon Bye,us USA,DF,NE Revolution,28,1995,8.7,60.8,5.17,22.8,21.4,16.8,1.49,60.8,0.57,0.23,40.0,0.34,60.0,26.8,119.4,48.3,1.49,0.92,0.11,0.80,0.46,33.4,5.29,Matches
135,Nathan Byrne,eng ENG,DF,Charlotte,31,1992,31.0,58.5,3.74,17.9,29.5,11.5,0.55,58.5,0.77,0.39,50.0,0.29,37.5,30.1,159.5,95.7,2.29,0.94,0.26,0.55,0.48,36.1,2.84,Matches
136,Kevin Cabral,fr FRA,"FW,MF",Colorado Rapids,24,1999,14.5,35.5,1.31,5.10,12.1,18.4,5.31,35.5,2.41,0.83,34.3,1.31,54.3,20.5,120.8,60.7,2.28,1.03,1.31,2.48,1.03,23.0,6.34,Matches
137,Martín Cáceres,uy URU,DF,LA Galaxy,36,1987,11.9,68.0,8.49,36.2,30.8,1.18,0.50,68.0,0.08,0.00,0.0,0.08,100.0,43.4,144.6,72.7,0.34,0.00,0.00,0.34,0.25,50.7,0.17,Matches
138,Deiber Caicedo,co COL,"FW,DF",Vancouver W'caps,23,2000,1.4,51.4,0.00,1.43,16.4,33.6,10.7,51.4,3.57,1.43,40.0,2.14,60.0,32.1,180.7,112.1,6.43,2.86,3.57,3.57,1.43,36.4,12.1,Matches
139,Noel Caliskan,de GER,MF,Real Salt Lake,23,2000,2.2,77.3,1.36,15.0,50.5,12.7,0.45,77.3,1.36,0.00,0.0,1.36,100.0,43.6,182.3,83.6,0.00,1.82,0.00,0.91,0.91,54.1,1.82,Matches
140,Drake Callender,us USA,GK,Inter Miami,26,1997,32.0,37.1,33.3,36.9,0.13,0.00,0.00,37.1,0.00,0.00,,0.00,,20.8,98.1,56.3,0.00,0.00,0.00,0.06,0.00,17.9,0.00,Matches
141,Rudy Camacho,fr FRA,DF,Columbus Crew,32,1991,25.7,84.4,11.5,48.8,33.4,2.61,0.70,84.4,0.43,0.27,63.6,0.16,36.4,49.3,271.0,126.3,0.54,0.39,0.00,0.39,0.16,57.4,0.12,Matches
142,Brandon Cambridge,us USA,FW,Charlotte,21,2002,0.3,66.7,0.00,3.33,10.0,53.3,16.7,66.7,6.67,0.00,0.0,6.67,100.0,46.7,596.7,370.0,20.0,0.00,10.0,3.33,0.00,46.7,26.7,Matches
143,Leonardo Campana,ec ECU,FW,Inter Miami,23,2000,14.2,37.5,0.99,2.18,18.9,16.5,3.80,37.5,0.99,0.35,35.7,0.56,57.1,18.9,88.5,28.7,0.85,0.77,0.28,3.10,1.34,28.4,5.35,Matches
144,George Campbell,us USA,DF,CF Montréal,22,2001,24.4,83.6,8.85,37.7,40.3,5.90,0.61,83.6,0.90,0.45,50.0,0.37,40.9,51.4,227.0,125.9,1.52,1.15,0.04,0.66,0.25,58.8,0.78,Matches
145,Omar Campos,mx MEX,"DF,MF",LAFC,21,2002,17.9,56.8,2.79,17.4,22.8,17.0,1.79,56.8,1.84,0.84,45.5,0.89,48.5,29.7,184.9,95.0,3.02,1.96,0.61,0.56,0.45,33.2,5.03,Matches
146,Reggie Cannon,us USA,DF,Colorado Rapids,25,1998,3.8,59.2,3.68,17.9,25.8,15.5,1.84,59.2,0.53,0.53,100.0,0.00,0.0,31.6,148.7,48.9,0.79,0.79,0.26,1.05,0.53,37.1,6.58,Matches
147,Russell Canouse,us USA,"MF,DF",D.C. United,28,1995,0.2,50.0,0.00,25.0,20.0,5.00,0.00,50.0,0.00,0.00,,0.00,,20.0,60.0,35.0,0.00,0.00,0.00,5.00,0.00,20.0,0.00,Matches
148,Felipe Carballo,uy URU,MF,NY Red Bulls,27,1996,5.0,61.8,0.80,11.0,39.8,11.4,1.40,61.8,1.40,0.40,28.6,0.80,57.1,34.4,160.2,75.8,0.60,1.40,0.20,1.80,0.60,41.8,3.00,Matches
149,Nathan Cardoso,br BRA,DF,Seattle Sounders,28,1995,1.0,80.0,16.0,39.0,39.0,2.00,0.00,80.0,0.00,0.00,,0.00,,32.0,164.0,112.0,1.00,0.00,0.00,2.00,0.00,56.0,0.00,Matches
150,Wikelman Carmona,ve VEN,"MF,FW",NY Red Bulls,20,2003,17.7,47.2,1.13,8.70,19.2,19.9,2.20,47.2,1.75,0.79,45.2,0.85,48.4,24.7,148.0,63.1,1.98,1.41,0.68,2.54,1.24,28.2,4.52,Matches
151,Julián Carranza,ar ARG,FW,Philadelphia Union,23,2000,11.9,38.2,1.68,3.70,17.4,17.7,5.80,38.2,1.01,0.17,16.7,0.76,75.0,22.1,85.6,26.3,0.92,0.84,0.67,3.45,1.34,27.9,5.46,Matches
152,Adalberto Carrasquilla,pa PAN,"FW,MF",Houston Dynamo,25,1998,25.5,66.1,0.98,10.3,34.4,21.8,1.92,66.1,2.63,0.94,35.8,1.45,55.2,44.8,215.2,111.9,2.20,2.39,0.47,1.69,1.37,53.5,4.27,Matches
153,Wilder Cartagena,pe PER,"MF,DF",Orlando City,29,1994,24.4,65.4,3.77,18.6,37.1,10.1,0.78,65.4,1.07,0.53,50.0,0.49,46.2,36.6,144.8,64.8,0.61,0.82,0.08,0.82,0.61,46.1,0.78,Matches
154,Javier Casas,us USA,MF,Chicago Fire,20,2003,0.0,4,0,0,4,0,0,4,0,0,,0,,4,15,5,0,0,0,0,0,4,0,Matches
155,Julio Cascante,cr CRC,DF,Austin,30,1993,20.7,62.9,8.31,33.3,27.3,2.71,1.55,62.9,0.43,0.39,88.9,0.05,11.1,37.7,180.1,94.5,0.24,0.05,0.00,0.24,0.24,43.9,0.29,Matches
156,Robert Castellanos,us USA,DF,Sporting KC,25,1998,11.5,66.8,7.74,38.1,27.3,1.48,1.13,66.8,0.17,0.17,100.0,0.00,0.0,40.7,164.9,59.7,0.09,0.00,0.00,0.26,0.00,45.2,0.00,Matches
157,Roman Celentano,us USA,GK,FC Cincinnati,23,2000,30.0,31.5,26.6,31.4,0.10,0.00,0.00,31.5,0.00,0.00,,0.00,,15.9,78.6,48.5,0.00,0.00,0.00,0.03,0.00,13.1,0.00,Matches
158,Edwin Cerrillo,us USA,MF,LA Galaxy,23,2000,23.1,76.9,3.42,20.6,49.1,7.92,0.04,76.9,1.04,0.52,50.0,0.48,45.8,48.6,180.2,68.7,0.30,0.43,0.00,0.69,0.74,61.1,0.74,Matches
159,Dylan Chambost,fr FRA,"MF,FW",Columbus Crew,26,1997,6.1,87.9,0.98,15.7,46.6,26.2,0.98,87.9,0.98,0.49,50.0,0.49,50.0,47.5,199.0,90.5,1.31,2.46,0.16,0.98,0.33,68.7,2.79,Matches
160,Tomás Chancalay,ar ARG,FW,NE Revolution,25,1999,10.3,45.8,0.78,5.34,19.3,21.7,4.47,45.8,2.91,1.94,66.7,0.97,33.3,27.8,171.6,71.5,2.04,1.84,0.68,2.14,1.94,32.9,7.57,Matches
161,Maikel Chang,cu CUB,"FW,MF",Real Salt Lake,32,1991,4.1,68.8,1.95,10.5,25.9,33.4,3.17,68.8,1.95,0.73,37.5,0.73,37.5,37.8,187.1,95.4,2.20,2.44,0.73,1.71,0.98,45.9,14.1,Matches
162,Maxime Chanot,lu LUX,DF,LAFC,34,1989,14.8,70.1,10.7,40.0,28.0,2.36,1.15,70.1,0.41,0.34,83.3,0.00,0.0,39.7,178.3,82.7,0.20,0.47,0.07,0.34,0.27,47.2,0.14,Matches
163,Diego Chará,co COL,MF,Portland Timbers,37,1986,26.9,59.2,2.68,15.3,39.6,4.91,0.15,59.2,0.67,0.33,50.0,0.22,33.3,31.2,119.0,48.8,0.41,0.26,0.04,0.71,0.22,40.1,0.82,Matches
164,Gabriel Chaves,br BRA,FW,LA Galaxy,22,2001,30.3,59.9,0.50,5.28,20.9,35.1,7.00,59.9,5.05,2.21,43.8,2.44,48.4,40.9,288.0,159.2,6.44,3.73,2.87,2.74,1.85,46.2,12.3,Matches
165,Yevhen Cheberko,ua UKR,DF,Columbus Crew,26,1998,18.8,90.4,8.72,40.9,45.3,4.89,0.69,90.4,0.80,0.21,26.7,0.48,60.0,55.7,287.4,143.6,0.96,0.69,0.00,0.27,0.21,65.2,0.48,Matches
166,Mathieu Choiniere,ca CAN,MF,CF Montréal,24,1999,16.6,68.9,2.41,15.2,36.1,18.3,1.20,68.9,1.20,0.66,55.0,0.42,35.0,37.5,175.9,84.6,1.39,1.63,0.24,1.51,0.72,48.8,2.59,Matches
167,Léo Chú,br BRA,"FW,MF",Seattle Sounders,23,2000,7.9,39.0,0.25,4.68,10.9,23.9,4.43,39.0,3.92,1.39,35.5,2.41,61.3,23.7,167.3,74.7,3.04,1.39,2.03,2.91,1.27,27.0,9.62,Matches
168,Caden Clark,us USA,"DF,FW",Minnesota Utd,20,2003,11.5,50.6,1.83,10.3,22.4,18.2,3.22,50.6,2.26,0.96,42.3,1.30,57.7,26.3,144.1,73.8,2.52,1.13,0.61,2.43,0.61,30.5,7.48,Matches
169,Caden Clark,us USA,MF,CF Montréal,20,2003,7.4,42.2,0.41,6.76,18.9,17.2,2.97,42.2,1.89,1.08,57.1,0.54,28.6,28.6,137.8,71.5,2.43,1.76,0.68,2.70,1.35,30.8,5.95,Matches
170,Steve Clark,us USA,GK,Houston Dynamo,37,1986,30.8,30.9,27.1,30.8,0.13,0.00,0.00,30.9,0.03,0.03,100.0,0.00,0.0,19.5,99.7,59.9,0.00,0.00,0.00,0.03,0.03,15.9,0.00,Matches
171,Noah Cobb,us USA,DF,Atlanta Utd,18,2005,15.0,59.3,6.27,34.1,24.5,0.73,0.13,59.3,0.00,0.00,,0.00,,34.1,139.2,74.0,0.13,0.13,0.00,0.40,0.13,40.0,0.07,Matches
172,Matías Cóccaro,uy URU,"FW,MF",CF Montréal,26,1997,10.0,35.3,1.40,3.40,16.1,16.1,5.00,35.1,2.10,0.70,33.3,1.10,52.4,19.9,89.2,34.2,0.90,0.90,0.50,2.10,1.20,24.8,5.10,Matches
173,Alonso Coello,es ESP,MF,Toronto FC,24,1999,17.0,79.9,2.35,20.5,49.5,10.5,0.59,79.9,1.29,0.82,63.6,0.35,27.3,43.6,171.6,80.1,0.65,0.88,0.00,1.00,0.82,58.9,0.71,Matches
174,Josh Cohen,us USA,GK,Atlanta Utd,31,1992,2.3,36.5,30.4,36.5,0.00,0.00,0.00,36.5,0.00,0.00,,0.00,,21.7,119.1,91.3,0.00,0.00,0.00,0.00,0.00,19.1,0.00,Matches
175,Enzo Copetti,ar ARG,FW,Charlotte,28,1996,5.5,29.5,0.73,1.64,11.6,16.5,3.82,29.5,1.64,0.73,44.4,0.91,55.6,15.1,72.4,33.3,1.45,0.55,0.73,2.00,0.55,20.7,3.27,Matches
176,Gabriele Corbo,it ITA,DF,CF Montréal,24,2000,19.2,75.1,12.0,45.2,26.4,3.65,0.42,75.1,0.10,0.10,100.0,0.00,0.0,44.8,168.8,88.0,0.42,0.10,0.00,0.68,0.21,53.2,0.36,Matches
177,Carlos Coronel,py PAR,GK,NY Red Bulls,27,1996,27.0,35.3,28.3,35.3,0.07,0.00,0.00,35.3,0.04,0.04,100.0,0.00,0.0,19.6,83.0,48.8,0.00,0.00,0.00,0.04,0.00,16.2,0.00,Matches
178,Vitor Costa,br BRA,DF,SJ Earthquakes,29,1994,23.3,57.6,4.76,22.2,24.1,11.8,1.85,57.6,0.94,0.56,59.1,0.26,27.3,27.3,127.9,70.5,1.46,0.77,0.21,0.86,0.52,30.5,3.65,Matches
179,Ben Cremaschi,us USA,MF,Inter Miami,18,2005,12.7,59.4,1.57,12.6,32.4,15.1,2.44,59.4,3.15,1.18,37.5,1.89,60.0,36.1,192.4,83.5,1.65,1.42,0.39,1.89,1.42,43.4,4.09,Matches
180,Maxime Crépeau,ca CAN,GK,Portland Timbers,29,1994,19.5,41.5,30.5,40.6,0.97,0.00,0.00,41.5,0.10,0.10,100.0,0.00,0.0,23.3,114.7,75.5,0.00,0.00,0.00,0.05,0.00,20.3,0.00,Matches
181,Matt Crooks,eng ENG,MF,Real Salt Lake,30,1994,20.9,52.1,1.29,5.69,30.6,16.6,2.06,52.1,1.87,0.86,46.2,0.91,48.7,32.5,168.8,90.2,2.63,2.30,0.38,1.63,0.96,40.5,5.74,Matches
182,Andrés Cubas,py PAR,MF,Vancouver W'caps,27,1996,21.5,57.1,2.65,15.4,39.3,2.98,0.09,57.1,0.60,0.19,30.8,0.37,61.5,33.0,136.7,39.9,0.19,0.42,0.05,0.65,0.42,36.5,0.09,Matches
183,Cucho,co COL,"FW,MF",Columbus Crew,24,1999,23.5,56.2,0.26,3.02,23.4,30.4,5.87,56.0,3.96,2.00,50.5,1.87,47.3,34.5,179.0,80.9,2.60,1.74,1.28,3.11,2.21,46.0,6.55,Matches
184,Mauricio Cuevas,us USA,"DF,FW",LA Galaxy,20,2003,3.7,84.9,4.86,18.1,29.2,37.8,3.78,84.9,1.08,0.81,75.0,0.27,25.0,47.3,175.4,77.6,1.62,1.08,0.54,1.35,0.54,62.2,13.5,Matches
185,Hugo Cuypers,be BEL,FW,Chicago Fire,26,1997,29.1,31.8,1.17,2.65,15.0,14.4,4.54,31.8,1.65,0.65,39.6,1.00,60.4,15.8,87.0,32.3,1.27,0.62,0.79,2.44,1.07,19.9,4.67,Matches
186,Rafael Czichos,de GER,DF,Chicago Fire,33,1990,26.0,67.9,7.27,32.8,32.3,3.23,0.88,67.9,0.46,0.31,66.7,0.12,25.0,40.3,203.9,122.3,0.96,0.85,0.04,0.54,0.12,46.0,0.38,Matches
187,Cristián Dajome,co COL,"DF,FW",D.C. United,30,1994,22.5,40.7,1.51,7.82,16.5,17.1,2.80,40.7,2.04,0.71,34.8,1.11,54.3,22.7,139.2,70.7,2.62,1.82,0.84,1.73,1.33,23.7,5.82,Matches
188,Dagur Dan Þórhallsson,is ISL,DF,Orlando City,23,2000,26.8,53.4,2.43,15.0,21.3,17.9,1.79,53.4,2.16,1.19,55.2,0.86,39.7,28.0,167.2,85.7,2.87,2.20,0.60,0.82,0.41,31.8,4.40,Matches
189,Daniel,br BRA,GK,SJ Earthquakes,29,1994,12.0,35.9,32.7,35.8,0.08,0.00,0.00,35.9,0.00,0.00,,0.00,,17.8,92.7,50.4,0.00,0.00,0.00,0.00,0.00,15.3,0.00,Matches
190,Jesús Daniel Bueno,ve VEN,MF,Philadelphia Union,24,1999,6.9,55.7,1.16,11.2,31.4,13.5,1.88,55.7,2.46,1.30,52.9,0.87,35.3,33.0,167.1,74.1,1.59,1.30,0.29,1.16,1.45,38.6,3.48,Matches
191,Héctor David Martínez,py PAR,DF,Inter Miami,26,1998,3.1,77.7,9.68,44.5,32.3,1.61,0.32,77.7,0.32,0.00,0.0,0.32,100.0,46.8,220.0,142.3,1.61,0.97,0.00,0.65,0.00,51.6,0.32,Matches
192,Juan David Mosquera,co COL,DF,Portland Timbers,21,2002,30.9,62.4,2.36,14.2,29.6,19.4,2.07,62.4,1.84,0.84,45.6,0.78,42.1,34.1,181.6,102.5,2.94,2.33,0.52,1.20,0.81,39.5,6.12,Matches
193,Jesús David Murillo,co COL,DF,LAFC,29,1994,18.8,58.0,8.09,33.2,23.7,1.38,0.48,58.0,0.59,0.27,45.5,0.27,45.5,30.8,151.3,81.5,0.59,0.16,0.00,0.32,0.11,36.3,0.11,Matches
194,Jake Davis,us USA,"DF,MF",Sporting KC,22,2002,24.7,70.0,2.55,18.1,33.6,18.6,0.85,70.0,1.01,0.40,40.0,0.57,56.0,36.2,169.4,84.7,1.90,1.46,0.36,1.09,0.77,44.0,3.32,Matches
195,Sean Davis,us USA,MF,Nashville SC,30,1993,15.1,45.7,2.45,12.6,28.3,4.90,0.33,45.7,0.20,0.20,100.0,0.00,0.0,22.6,77.4,36.0,0.53,0.13,0.00,0.66,0.33,31.5,1.46,Matches
196,Pedro De la Vega,ar ARG,"FW,MF",Seattle Sounders,22,2001,7.2,53.5,0.28,5.56,26.4,22.5,2.92,53.3,4.72,2.50,52.9,1.94,41.2,33.9,212.6,77.6,2.08,2.50,0.69,2.36,2.92,39.6,7.78,Matches
197,Jonathan Dean,us USA,DF,Chicago Fire,26,1997,12.3,53.9,2.93,14.3,23.3,16.7,1.06,53.9,1.06,0.49,46.2,0.57,53.8,25.9,139.3,65.7,1.87,1.46,0.24,1.30,0.65,28.9,5.69,Matches
198,Brecht Dejaegere,be BEL,"FW,MF",Charlotte,32,1991,10.2,42.1,1.47,4.22,17.7,20.5,2.84,42.1,2.65,1.47,55.6,1.08,40.7,24.3,160.1,78.1,2.45,1.37,0.88,2.84,1.08,27.7,6.57,Matches
199,Marky Delgado,us USA,MF,LA Galaxy,28,1995,27.4,86.9,2.99,16.5,48.6,22.0,1.79,86.9,0.91,0.44,48.0,0.47,52.0,50.0,192.1,100.8,1.68,1.90,0.40,1.35,0.62,67.4,5.29,Matches
200,Patrickson Delgado,ec ECU,MF,FC Dallas,20,2003,12.9,59.1,1.40,11.9,33.0,14.6,0.78,59.1,1.55,0.85,55.0,0.70,45.0,33.1,151.6,55.3,1.09,1.01,0.00,2.25,1.40,40.2,3.41,Matches
201,Mikkel Desler,dk DEN,DF,Austin,28,1995,5.4,57.6,2.41,16.9,29.1,12.0,1.85,57.6,1.11,0.56,50.0,0.56,50.0,30.0,185.2,77.4,1.48,0.19,0.37,0.19,0.93,34.4,2.78,Matches
202,Lamine Diack,sn SEN,"FW,MF",Colorado Rapids,23,2000,0.2,90.0,0.00,45.0,50.0,5.00,0.00,90.0,15.0,5.00,33.3,5.00,33.3,35.0,235.0,140.0,0.00,0.00,0.00,5.00,0.00,30.0,0.00,Matches
203,Djibril Diani,fr FRA,MF,Charlotte,25,1998,19.8,48.5,1.67,9.95,28.3,11.1,1.41,48.5,1.52,0.86,56.7,0.45,30.0,27.1,169.9,81.6,1.87,1.06,0.15,1.31,0.45,31.6,2.88,Matches
204,Marcos Dias,br BRA,FW,NE Revolution,22,2001,0.0,2,0,0,1,1,1,2,0,0,,0,,1,21,20,0,0,0,0,0,1,0,Matches
205,Jefferson Díaz,co COL,DF,Minnesota Utd,23,2000,8.9,56.9,4.16,29.7,23.9,3.82,1.24,56.9,0.79,0.34,42.9,0.45,57.1,30.2,155.8,84.6,0.56,0.45,0.22,0.34,0.34,34.8,0.67,Matches
206,Ronald Donkor,ml MLI,"MF,DF",NY Red Bulls,19,2004,10.4,50.3,1.83,9.81,32.2,9.23,0.00,50.3,1.83,1.35,73.7,0.38,21.1,29.9,154.4,80.1,1.54,0.96,0.00,1.06,0.67,32.4,1.73,Matches
207,Christopher Donovan,us USA,"FW,MF",Philadelphia Union,23,2000,4.2,41.9,0.24,2.86,19.5,20.2,6.19,41.9,2.14,0.95,44.4,1.19,55.6,20.0,109.3,40.0,1.90,1.67,1.19,2.14,1.90,31.0,7.38,Matches
208,Griffin Dorsey,us USA,DF,Houston Dynamo,24,1999,29.5,56.1,2.58,12.6,20.8,22.8,3.36,56.1,1.66,0.41,24.5,0.88,53.1,31.1,182.2,103.6,3.69,2.37,0.81,1.42,0.68,36.9,8.64,Matches
209,C.J. dos Santos,us USA,GK,Inter Miami,23,2000,1.0,37.0,33.0,37.0,0.00,0.00,0.00,37.0,0.00,0.00,,0.00,,13.0,55.0,42.0,0.00,0.00,0.00,0.00,0.00,17.0,0.00,Matches
210,Hassani Dotson,us USA,MF,Minnesota Utd,26,1997,25.0,58.2,1.88,10.6,33.5,14.7,1.64,58.2,1.56,0.80,51.3,0.60,38.5,29.8,140.8,61.9,1.08,0.84,0.16,1.36,1.20,38.4,2.20,Matches
211,Sebastián Driussi,ar ARG,"MF,FW",Austin,27,1996,25.1,51.0,1.39,8.29,25.0,18.4,3.59,50.8,2.91,1.27,43.8,1.31,45.2,31.7,157.3,68.6,1.67,0.84,0.36,1.63,1.59,39.9,4.66,Matches
212,Erik Duenas,us USA,MF,LAFC,19,2004,4.3,50.2,1.16,10.2,26.5,14.7,1.40,50.2,3.72,1.40,37.5,1.40,37.5,31.2,157.2,84.7,2.33,1.63,0.00,2.33,2.09,32.6,2.79,Matches
