0_Rk,1_Player,2_Nation,3_Pos,4_Squad,5_Age,6_Born,7_90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,22_Ast,23_xAG,"xA: Expected AssistsExpected AssistsThe likelihood each completed pass becomes a goal assistsgiven the pass type, phase of play, location and distance.Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.Minimum 30 minutes played per squad game to qualify as a leader","Assists - xAGAssists minus Expected Goals AssistedProvided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.",26_KP,27_1/3,28_PPA,29_CrsPA,30_PrgP,31_Matches
15,Patrick Agyemang,us USA,FW,Charlotte,25-027,2000,13.6,11.9,15.5,76.8,159.0,25.9,6.91,8.68,79.7,3.46,4.63,74.6,0.37,0.44,83.3,0.07,0.18,0.10,-0.11,1.40,0.74,0.44,0.00,1.40,Matches
16,Ali Ahmed,ca CAN,FW,Vancouver W'caps,25-055,2000,14.3,38.7,48.0,80.6,582.6,152.9,22.7,25.8,88.1,13.1,15.6,84.3,2.03,3.01,67.4,0.56,0.34,0.38,0.22,2.59,2.52,2.87,0.77,5.59,Matches
17,Forster Ajago,gh GHA,FW,Real Salt Lake,24-110,2001,2.9,6.90,8.97,76.9,85.5,8.28,3.45,4.83,71.4,2.41,2.41,100.0,0.00,0.00,,0.00,0.03,0.00,-0.03,1.03,0.34,0.00,0.00,0.34,Matches
18,Jordi Alba,es ESP,DF,Inter Miami,36-258,1989,28.5,60.5,75.2,80.4,1049.2,326.4,28.2,31.9,88.5,25.7,30.6,83.9,5.26,8.74,60.2,0.39,0.31,0.27,0.08,1.96,4.32,2.11,0.46,6.56,Matches
19,Noah Allen,gr GRE,DF,Inter Miami,21-220,2004,21.1,57.9,65.0,89.1,1104.5,331.3,21.6,22.7,94.8,29.6,31.8,93.0,6.02,8.77,68.6,0.05,0.06,0.05,-0.01,0.24,3.51,0.33,0.09,3.79,Matches
20,Tadeo Allende,ar ARG,"MF,FW",Inter Miami,26-287,1999,23.9,20.0,26.7,75.0,269.5,48.9,12.5,14.6,85.1,5.69,7.70,73.9,0.63,0.84,75.0,0.04,0.10,0.09,-0.06,0.92,0.59,0.67,0.21,1.76,Matches
21,Rasmus Alm,se SWE,DF,St. Louis,30-109,1995,0.1,20.0,40.0,50.0,500.0,0.00,10.0,30.0,33.3,0.00,0.00,,10.0,10.0,100.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
22,Miguel Almirón,py PAR,"FW,MF",Atlanta Utd,31-297,1994,30.1,35.4,43.4,81.5,569.0,159.1,17.5,20.2,86.4,13.7,15.9,86.4,2.76,4.02,68.6,0.13,0.10,0.18,0.03,1.46,3.95,1.89,0.20,7.08,Matches
23,Alejandro Alvarado Jr.,us USA,MF,San Diego FC,22-128,2003,5.4,58.3,66.5,87.7,724.3,199.1,38.5,39.8,96.7,14.3,16.3,87.5,1.11,3.33,33.3,0.00,0.04,0.09,-0.04,0.56,4.26,0.56,0.00,6.11,Matches
24,Fernando Álvarez,co COL,DF,CF Montréal,22-102,2003,12.2,47.4,55.7,85.1,940.8,329.2,14.0,15.2,91.9,28.3,30.1,94.0,4.92,9.59,51.3,0.08,0.05,0.02,0.03,0.16,3.69,0.16,0.00,3.93,Matches
25,Steven Alzate,co COL,MF,Atlanta Utd,27-087,1998,7.2,54.6,61.3,89.1,858.8,266.0,28.2,29.6,95.3,19.4,20.6,94.6,4.31,7.08,60.8,0.14,0.11,0.14,0.03,1.11,5.42,0.42,0.00,4.31,Matches
26,Pedro Amador,pt POR,DF,Atlanta Utd,26-351,1998,23.1,42.5,53.8,78.9,714.8,251.3,18.5,21.6,85.9,19.0,23.0,82.9,3.29,6.10,53.9,0.00,0.08,0.09,-0.08,0.69,3.20,1.08,0.30,3.81,Matches
27,Daouda Amadou,cm CMR,MF,Colorado Rapids,23-063,2002,0.1,140.0,150.0,93.3,2670.0,1230.0,40.0,40.0,100.0,80.0,80.0,100.0,20.0,30.0,66.7,0.00,0.00,0.00,0.00,0.00,10.0,0.00,0.00,20.0,Matches
28,Frankie Amaya,us USA,MF,LAFC,25-069,2000,4.8,50.4,55.0,91.7,749.0,157.3,30.2,32.3,93.5,16.5,17.5,94.0,1.88,2.29,81.8,0.00,0.08,0.10,-0.08,2.08,5.42,1.25,0.00,5.00,Matches
29,Malte Amundsen,dk DEN,DF,Columbus Crew,27-296,1998,19.8,60.3,69.6,86.6,977.4,371.3,32.1,33.7,95.4,23.3,26.5,88.0,3.99,6.92,57.7,0.10,0.06,0.06,0.04,0.30,7.22,0.71,0.15,6.01,Matches
30,Markus Anderson,us USA,FW,Philadelphia Union,21-358,2003,1.1,7.27,13.6,53.3,103.6,41.8,4.55,8.18,55.6,1.82,3.64,50.0,0.91,1.82,50.0,0.00,0.00,0.00,0.00,0.00,2.73,0.91,0.00,2.73,Matches
31,Tomas Ángel,co COL,FW,San Diego FC,22-287,2003,7.9,18.2,23.4,77.8,263.3,51.9,10.9,12.8,85.1,4.94,5.70,86.7,1.39,2.15,64.7,0.25,0.13,0.15,0.13,1.52,1.39,0.89,0.00,2.66,Matches
32,Iván Angulo,co COL,"MF,FW",Orlando City,26-257,1999,25.6,27.0,32.6,82.9,394.8,121.0,15.4,17.3,88.7,9.77,11.6,83.9,1.09,1.76,62.2,0.16,0.16,0.16,0.00,1.45,1.91,1.95,0.20,4.34,Matches
33,Conner Antley,us USA,"DF,MF",D.C. United,30-257,1995,14.9,26.6,37.7,70.6,487.4,145.8,10.8,13.1,82.6,12.3,16.6,74.2,3.02,6.31,47.9,0.07,0.02,0.03,0.05,0.40,1.95,0.40,0.07,2.48,Matches
34,Antony,br BRA,"FW,MF",Portland Timbers,24-087,2001,24.5,30.0,39.0,76.9,452.4,117.4,16.7,20.0,83.5,10.8,13.2,81.8,1.51,2.45,61.7,0.20,0.11,0.09,0.09,1.18,2.24,1.10,0.16,3.80,Matches
35,Seth Antwi,gh GHA,MF,St. Louis,26-025,1999,0.2,30.0,35.0,85.7,405.0,115.0,20.0,20.0,100.0,10.0,15.0,66.7,0.00,0.00,,0.00,0.00,0.00,0.00,5.00,5.00,0.00,0.00,5.00,Matches
36,Brian Anunga,cm CMR,MF,FC Cincinnati,29-116,1996,18.9,40.8,46.9,86.9,661.0,159.9,18.9,21.0,90.4,17.8,19.6,90.6,2.59,3.70,70.0,0.05,0.02,0.03,0.04,0.32,3.23,0.16,0.00,3.33,Matches
37,Chris Applewhite,us USA,DF,Nashville SC,18-103,2007,2.1,58.1,62.9,92.4,1061.0,365.2,20.5,21.9,93.5,34.3,36.2,94.7,3.33,4.29,77.8,0.00,0.00,0.14,0.00,0.00,3.81,0.48,0.00,2.86,Matches
38,Cristian Arango,co COL,"FW,MF",SJ Earthquakes,30-270,1995,28.3,18.1,25.9,69.6,294.5,86.2,9.22,11.6,79.3,6.57,8.62,76.2,1.45,2.65,54.7,0.11,0.15,0.18,-0.04,0.99,2.33,1.38,0.14,4.17,Matches
39,César Araujo,uy URU,MF,Orlando City,24-246,2001,20.0,52.5,58.0,90.5,848.3,260.3,27.1,28.4,95.4,19.9,21.6,92.1,3.90,5.55,70.3,0.15,0.09,0.05,0.06,0.95,6.60,0.35,0.00,6.00,Matches
40,Max Arfsten,us USA,"DF,MF",Columbus Crew,24-229,2001,28.5,43.7,52.1,83.8,621.4,184.0,27.3,29.6,92.4,13.3,16.0,83.2,1.86,3.19,58.2,0.18,0.22,0.28,-0.05,1.51,2.81,2.46,0.53,6.07,Matches
41,Daniel Armando Ríos,mx MEX,FW,Vancouver W'caps,30-285,1995,15.7,15.9,20.1,78.8,211.4,29.6,9.30,11.8,78.9,4.65,5.22,89.0,0.45,0.76,58.3,0.13,0.14,0.10,-0.01,0.96,0.64,0.45,0.00,1.59,Matches
42,Paul Arriola,us USA,"FW,DF",Seattle Sounders,30-302,1995,0.8,36.3,51.3,70.7,585.0,130.0,18.8,21.3,88.2,15.0,20.0,75.0,2.50,6.25,40.0,0.00,0.00,0.25,0.00,0.00,1.25,1.25,1.25,2.50,Matches
43,Artur,br BRA,MF,Houston Dynamo,29-268,1996,31.7,54.0,61.5,87.8,873.4,263.2,27.2,28.7,94.6,21.5,23.7,90.7,3.82,5.96,64.0,0.00,0.01,0.03,-0.01,0.28,4.67,0.54,0.09,5.30,Matches
44,Joshua Atencio,us USA,MF,Colorado Rapids,23-307,2002,19.7,44.0,54.3,81.0,701.0,261.4,23.2,26.8,86.6,16.0,18.7,85.6,3.30,5.74,57.5,0.00,0.06,0.07,-0.06,0.56,6.75,0.56,0.00,5.84,Matches
45,Eduard Atuesta,co COL,MF,Orlando City,28-169,1997,25.2,49.2,57.5,85.6,825.0,285.8,24.3,25.9,93.9,19.6,22.0,89.4,4.17,6.83,61.0,0.24,0.20,0.15,0.04,2.14,6.67,1.07,0.00,6.79,Matches
46,Julián Aude,ar ARG,DF,LA Galaxy,22-255,2003,13.6,59.9,68.9,87.0,933.9,249.6,32.8,35.1,93.3,22.7,25.7,88.5,2.87,5.15,55.7,0.00,0.07,0.07,-0.07,0.88,5.81,1.18,0.51,6.03,Matches
47,Tomás Avilés,ar ARG,DF,Inter Miami,21-304,2004,13.3,68.9,75.4,91.3,1362.9,423.8,21.1,22.2,94.9,40.1,41.8,95.9,7.37,10.5,70.5,0.00,0.00,0.02,0.00,0.00,3.08,0.23,0.08,3.31,Matches
48,Chidozie Awaziem,ng NGA,DF,Colorado Rapids,28-337,1997,19.7,41.0,48.5,84.6,798.7,311.7,13.4,14.6,91.3,23.1,25.5,90.8,4.16,7.46,55.8,0.05,0.05,0.04,0.01,0.41,2.79,0.00,0.00,2.99,Matches
49,Obafemi Awodesu,us USA,DF,Houston Dynamo,24-243,2001,17.2,48.4,55.2,87.7,820.3,289.8,21.6,22.7,95.1,23.4,25.1,93.5,2.79,6.34,44.0,0.00,0.01,0.02,-0.01,0.12,2.33,0.12,0.00,1.86,Matches
50,David Ayala,ar ARG,MF,Portland Timbers,23-131,2002,29.2,56.0,63.9,87.6,1108.7,292.8,20.1,22.2,90.7,27.5,29.6,92.8,7.77,10.1,76.7,0.03,0.04,0.05,-0.00,0.55,6.88,0.38,0.00,6.61,Matches
51,Dominique Badji,sn SEN,"FW,MF",D.C. United,33-049,1992,8.3,13.0,20.2,64.3,181.0,24.0,7.59,10.4,73.3,3.86,5.54,69.6,0.60,1.57,38.5,0.00,0.04,0.06,-0.04,0.60,0.72,0.00,0.00,1.08,Matches
52,Jeevan Badwal,ca CAN,"MF,FW",Vancouver W'caps,19-268,2006,10.0,29.7,33.5,88.7,453.6,83.7,14.7,15.8,93.0,12.4,13.4,92.5,1.10,1.60,68.8,0.20,0.13,0.06,0.07,0.50,1.70,1.00,0.20,2.80,Matches
53,Corey Baird,us USA,FW,San Diego FC,29-308,1996,2.9,21.7,27.6,78.8,294.8,74.8,15.9,18.6,85.2,3.79,4.83,78.6,1.38,2.07,66.7,0.00,0.03,0.03,-0.03,0.69,2.41,0.69,0.00,2.07,Matches
54,Corey Baird,us USA,"FW,MF",FC Cincinnati,29-308,1996,4.7,30.2,37.7,80.2,421.3,94.7,17.2,20.4,84.4,10.4,11.7,89.1,0.85,1.28,66.7,0.00,0.11,0.15,-0.11,1.49,0.85,1.06,0.21,2.55,Matches
55,Cody Baker,us USA,"DF,MF",Seattle Sounders,21-331,2004,1.3,60.8,68.5,88.8,1010.0,343.1,33.1,34.6,95.6,17.7,19.2,92.0,6.92,10.0,69.2,0.00,0.00,0.00,0.00,0.00,3.85,0.00,0.00,2.31,Matches
56,Reed Baker-Whiting,us USA,DF,Seattle Sounders,20-248,2005,6.0,47.7,57.3,83.1,754.3,203.2,24.3,25.5,95.4,18.5,22.3,82.8,2.83,6.33,44.7,0.17,0.28,0.18,-0.12,1.50,3.33,1.83,1.17,4.50,Matches
57,Monsef Bakrar,dz ALG,"FW,MF",NYCFC,24-325,2001,6.7,14.5,20.4,70.8,185.2,41.8,9.10,12.2,74.4,3.58,5.07,70.6,0.60,0.75,80.0,0.00,0.06,0.09,-0.06,0.90,1.04,0.60,0.00,1.34,Matches
58,Alexandru Băluță,ro ROU,"MF,FW",LAFC,32-082,1993,0.2,25.0,25.0,100.0,270.0,50.0,25.0,25.0,100.0,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
59,Jonathan Bamba,ci CIV,FW,Chicago Fire,29-253,1996,27.3,29.0,36.3,79.9,446.0,125.2,16.1,18.4,87.3,10.4,12.7,81.3,1.72,2.75,62.7,0.15,0.19,0.18,-0.04,1.83,2.71,1.98,0.22,4.29,Matches
60,Fidel Barajas,mx MEX,FW,D.C. United,19-243,2006,0.4,52.5,62.5,84.0,630.0,157.5,35.0,37.5,93.3,12.5,15.0,83.3,0.00,5.00,0.0,0.00,0.25,0.25,-0.25,5.00,0.00,5.00,0.00,7.50,Matches
61,Jesús Barea,es ESP,FW,Real Salt Lake,23-220,2002,2.9,22.8,28.3,80.5,313.1,46.9,13.1,14.8,88.4,7.24,8.97,80.8,0.69,1.38,50.0,0.00,0.03,0.03,-0.03,1.38,0.69,0.34,0.00,2.76,Matches
62,Tai Baribo,il ISR,FW,Philadelphia Union,27-323,1998,20.7,19.8,25.8,76.4,260.2,40.3,11.8,14.7,80.6,5.70,7.20,79.2,0.63,0.77,81.3,0.10,0.11,0.05,-0.01,1.06,1.45,0.34,0.00,1.69,Matches
63,Tom Barlow,us USA,"FW,MF",Chicago Fire,30-149,1995,4.1,10.5,18.5,56.6,159.0,36.6,5.12,8.54,60.0,3.90,5.85,66.7,0.73,0.73,100.0,0.00,0.05,0.02,-0.05,0.73,0.98,0.73,0.24,1.46,Matches
64,Luis Barraza,us USA,GK,D.C. United,29-026,1996,23.2,22.6,35.1,64.3,666.4,499.4,5.04,5.09,99.2,9.96,10.3,97.1,7.54,19.6,38.5,0.04,0.00,0.00,0.04,0.09,0.78,0.00,0.00,0.00,Matches
65,Leonardo Barroso,pt POR,DF,Chicago Fire,20-175,2005,11.6,33.4,43.4,77.1,521.2,161.1,17.0,19.2,88.3,13.7,18.0,76.1,1.81,3.71,48.8,0.09,0.07,0.03,0.02,0.69,2.33,0.60,0.00,3.19,Matches
66,Jacob Bartlett,us USA,MF,Sporting KC,20-058,2005,21.5,45.5,53.4,85.3,879.1,234.7,17.7,19.0,93.1,20.4,22.4,91.1,6.84,10.3,66.5,0.05,0.05,0.11,0.00,0.65,4.37,0.05,0.05,3.02,Matches
67,Lucas Bartlett,us USA,DF,D.C. United,28-131,1997,28.9,41.3,49.5,83.5,801.9,319.1,14.5,16.1,90.5,22.4,24.3,91.9,4.22,7.75,54.5,0.00,0.05,0.04,-0.05,0.38,1.83,0.17,0.03,1.87,Matches
68,Ethan Bartlow,us USA,DF,Houston Dynamo,25-305,2000,14.7,43.3,53.4,81.1,815.1,347.4,17.7,19.3,91.9,19.8,21.8,90.9,5.17,10.6,48.7,0.14,0.06,0.05,0.07,0.34,5.58,0.27,0.00,4.22,Matches
69,Cole Bassett,us USA,"MF,FW",Colorado Rapids,24-129,2001,24.4,38.9,48.9,79.5,648.7,196.6,18.9,22.0,86.2,15.7,18.4,85.7,3.07,5.61,54.7,0.12,0.14,0.20,-0.02,1.27,4.30,1.31,0.33,5.16,Matches
70,Sam Bassett,us USA,"FW,MF",Colorado Rapids,22-235,2003,3.8,27.1,35.8,75.7,328.7,96.6,17.6,20.0,88.2,6.58,10.0,65.8,0.79,1.05,75.0,0.26,0.13,0.05,0.13,0.53,2.37,0.00,0.00,2.37,Matches
71,Amine Bassi,fr FRA,"MF,FW",Houston Dynamo,28-007,1997,19.4,47.5,54.6,87.1,668.2,177.3,29.0,31.4,92.3,13.4,15.3,87.8,2.58,4.12,62.5,0.15,0.20,0.16,-0.05,2.27,4.18,1.39,0.15,6.34,Matches
72,Zorhan Bassong,ca CAN,"MF,DF",Sporting KC,26-211,1999,18.5,46.3,53.8,85.9,755.6,228.6,24.0,26.8,89.7,16.9,19.2,87.9,4.16,5.89,70.6,0.00,0.08,0.11,-0.08,0.70,6.22,1.14,0.32,6.54,Matches
73,Andy Batioja,co COL,FW,Houston Dynamo,19-307,2006,0.1,40.0,50.0,80.0,390.0,10.0,30.0,30.0,100.0,10.0,10.0,100.0,0.00,10.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
74,Josh Bauer,us USA,DF,Nashville SC,27-135,1998,9.4,42.6,53.4,79.7,723.7,261.8,21.7,23.8,91.1,17.1,20.4,83.9,3.40,6.70,50.8,0.21,0.10,0.11,0.12,1.17,2.87,0.85,0.11,4.36,Matches
75,Timo Baumgartl,de GER,DF,St. Louis,29-275,1996,19.5,47.5,53.7,88.4,884.8,395.6,17.8,19.1,93.3,24.4,26.4,92.4,4.41,6.56,67.2,0.05,0.02,0.05,0.03,0.36,2.10,0.26,0.05,2.56,Matches
76,Tanner Beason,us USA,DF,NE Revolution,28-256,1997,21.6,37.3,45.9,81.2,709.2,289.1,14.8,16.0,92.2,17.6,19.5,90.3,4.44,8.94,49.7,0.05,0.01,0.03,0.03,0.19,2.87,0.14,0.14,2.45,Matches
77,Adam Beaudry,us USA,GK,Colorado Rapids,19-230,2006,1.0,12.0,28.0,42.9,442.0,371.0,1.00,1.00,100.0,5.00,5.00,100.0,6.00,21.0,28.6,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,Matches
78,Simon Becher,us USA,"FW,MF",St. Louis,26-137,1999,13.9,13.5,20.3,66.3,186.3,40.9,7.70,10.6,72.3,3.67,5.68,64.6,0.86,1.58,54.5,0.14,0.19,0.09,-0.04,1.15,1.15,0.58,0.07,1.73,Matches
79,Alejandro Bedoya,us USA,"MF,DF",Philadelphia Union,38-219,1987,8.3,35.5,48.8,72.8,547.1,212.8,19.8,24.0,82.4,12.8,16.9,75.7,2.17,3.98,54.5,0.12,0.16,0.22,-0.04,1.69,4.46,1.45,0.60,5.06,Matches
80,Jon Bell,jm JAM,DF,Seattle Sounders,28-100,1997,14.7,52.4,59.4,88.3,945.8,390.1,20.4,21.4,95.5,26.9,28.6,93.8,4.08,7.28,56.1,0.00,0.00,0.03,0.00,0.07,3.74,0.20,0.00,2.79,Matches
81,Ben Bender,us USA,"MF,FW",Philadelphia Union,24-272,2001,3.6,28.3,39.2,72.3,450.6,118.1,15.6,18.9,82.4,9.17,12.2,75.0,2.78,3.89,71.4,0.00,0.11,0.25,-0.11,0.56,1.94,1.67,0.83,2.78,Matches
82,Ramiro Benetti,br BRA,"MF,DF",FC Dallas,32-196,1993,25.6,41.9,51.6,81.2,645.3,258.0,22.3,25.1,88.8,15.4,18.3,84.4,2.62,4.84,54.0,0.08,0.08,0.11,-0.00,0.82,4.26,0.74,0.20,5.23,Matches
83,Christian Benteke,be BEL,FW,D.C. United,35-001,1990,20.9,13.3,21.7,61.4,216.5,46.6,7.08,11.3,62.4,4.74,7.08,66.9,1.10,1.63,67.6,0.14,0.13,0.08,0.01,0.91,1.15,0.77,0.00,2.11,Matches
84,Gustav Berggren,se SWE,MF,NY Red Bulls,28-088,1997,3.9,40.8,46.4,87.8,722.3,181.0,15.9,17.7,89.9,22.3,23.8,93.5,2.56,4.10,62.5,0.00,0.05,0.05,-0.05,1.54,3.33,0.77,0.26,3.85,Matches
85,Sebastian Berhalter,us USA,MF,Vancouver W'caps,24-201,2001,25.5,52.5,67.9,77.3,1054.9,378.6,21.1,23.4,90.3,20.4,23.3,87.5,9.45,17.5,54.2,0.39,0.30,0.31,0.09,2.90,7.57,1.92,0.63,7.84,Matches
86,Federico Bernardeschi,it ITA,"FW,MF",Toronto FC,31-291,1994,14.4,27.4,37.7,72.7,494.7,133.5,12.7,15.1,83.9,10.6,13.1,81.4,3.33,7.01,47.5,0.21,0.26,0.24,-0.06,1.74,2.01,2.36,0.56,4.31,Matches
87,Juan Berrocal,es ESP,DF,Atlanta Utd,26-214,1999,6.4,42.2,45.3,93.1,788.4,314.7,14.8,15.3,96.9,21.4,22.3,95.8,4.84,6.09,79.5,0.00,0.00,0.02,0.00,0.00,2.66,0.00,0.00,2.19,Matches
88,Miguel Berry,es ESP,FW,LA Galaxy,28-079,1997,7.6,11.3,15.0,75.4,155.5,39.3,5.79,7.37,78.6,3.82,5.00,76.3,0.53,0.53,100.0,0.26,0.20,0.09,0.07,1.58,0.39,0.39,0.13,1.71,Matches
89,Pep Biel,es ESP,"MF,FW",Charlotte,29-090,1996,22.3,24.8,33.7,73.5,425.7,134.7,12.0,14.4,83.5,9.24,11.3,81.7,2.87,5.78,49.6,0.49,0.48,0.30,0.01,2.15,3.23,1.17,0.18,4.75,Matches
90,David Bingham,us USA,GK,Charlotte,36-046,1989,2.0,23.5,31.0,75.8,485.0,307.0,10.5,10.5,100.0,10.0,10.0,100.0,3.00,10.5,28.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
91,Guilherme Biro,br BRA,DF,Austin,25-217,2000,29.1,39.7,48.7,81.6,671.0,225.2,18.7,20.5,91.1,16.2,18.8,86.1,3.75,6.80,55.1,0.03,0.07,0.10,-0.03,0.79,2.89,0.58,0.38,3.23,Matches
92,Tristan Blackmon,us USA,DF,Vancouver W'caps,29-114,1996,23.0,62.5,69.7,89.6,1220.7,473.1,22.4,23.6,95.2,31.7,34.0,93.2,7.52,10.9,68.9,0.04,0.03,0.04,0.01,0.39,7.26,0.13,0.00,6.26,Matches
93,Andre Blake,jm JAM,GK,Philadelphia Union,35-013,1990,20.3,19.6,26.8,73.2,568.5,449.3,4.14,4.24,97.7,8.28,8.62,96.0,7.19,13.9,51.8,0.00,0.00,0.00,0.00,0.05,0.84,0.00,0.00,0.00,Matches
94,Emmanuel Boateng,gh GHA,FW,San Diego FC,31-321,1994,2.7,23.3,33.0,70.8,283.7,56.7,15.6,20.4,76.4,4.44,6.30,70.6,0.74,2.22,33.3,0.00,0.00,0.07,0.00,0.37,0.37,1.11,0.37,2.22,Matches
95,Wiktor Bogacz,pl POL,FW,NY Red Bulls,21-143,2004,3.5,16.3,22.0,74.0,202.6,28.3,11.4,13.7,83.3,4.57,5.71,80.0,0.00,0.00,,0.29,0.20,0.06,0.09,1.71,0.00,0.57,0.00,1.71,Matches
96,Luca Bombino,us USA,DF,San Diego FC,19-147,2006,23.6,53.3,62.6,85.1,844.0,301.2,28.2,30.5,92.4,21.1,24.4,86.8,3.18,5.89,54.0,0.08,0.11,0.13,-0.02,0.76,4.32,0.93,0.38,5.64,Matches
97,Jonathan Bond,eng ENG,GK,Houston Dynamo,32-199,1993,26.0,22.6,29.9,75.7,543.9,397.5,6.38,6.38,100.0,9.92,10.2,97.4,6.15,13.1,47.1,0.00,0.00,0.00,0.00,0.00,0.31,0.00,0.00,0.04,Matches
98,Denis Bouanga,ga GAB,FW,LAFC,31-023,1994,29.5,22.9,33.3,68.8,354.1,85.6,13.5,16.4,82.4,7.12,10.7,66.7,1.66,4.00,41.5,0.24,0.26,0.23,-0.02,1.59,1.32,1.59,0.17,2.92,Matches
