team,name,roster_designation,current_status,contract_thru,option_years,category,roster_model,team_gam_2025
HOUSTON DYNAMO FC,Jimmy Maurer,,,2026,,Standard,U22 Initiative Player Model,
HOUSTON DYNAMO FC,Brooklyn Raines,Homegrown Player,,2025,2026,Homegrown,U22 Initiative Player Model,
HOUSTON DYNAMO FC,Sebastian Rodriguez,Homegrown Player,,2026,"2027, 2028, 2029",Homegrown,U22 Initiative Player Model,
HOUSTON DYNAMO FC,Kieran Sargeant,Homegrown Player,Unavailable – On Loan,2025,"2026, 2027",Homegrown,U22 Initiative Player Model,
SPORTING KANSAS CITY,Manu Garcia,Designated Player,,2027,2028,Designated Player,U22 Initiative Player Model,
SPORTING KANSAS CITY,Dejan Joveljic,Designated Player,,2027,2028,Designated Player,U22 Initiative Player Model,
SPORTING KANSAS CITY,Logan Ndenbe,U22 Initiative,,2025,,U22 Initiative,U22 Initiative Player Model,
SPORTING KANSAS CITY,Robert Voloder,U22 Initiative,,2025,,U22 Initiative,U22 Initiative Player Model,
SPORTING KANSAS CITY,Joaquin Fernandez,TAM Player,,2025,,TAM Player,U22 Initiative Player Model,
SPORTING KANSAS CITY,Nemanja Radoja,TAM Player,,2025,2026,TAM Player,U22 Initiative Player Model,
SPORTING KANSAS CITY,Dany Rosero,TAM Player,,2025,2026,TAM Player,U22 Initiative Player Model,
SPORTING KANSAS CITY,Dániel Sallói,TAM Player,,2026,,TAM Player,U22 Initiative Player Model,
SPORTING KANSAS CITY,Shapi Suleymanov,TAM Player,,2026,"2027, 2028",TAM Player,U22 Initiative Player Model,
SPORTING KANSAS CITY,Erik Thommy,TAM Player,,2025,,TAM Player,U22 Initiative Player Model,
SPORTING KANSAS CITY,Stephen Afrifa,,,2025,2026,Standard,U22 Initiative Player Model,
SPORTING KANSAS CITY,William Agada,,,2025,,Standard,U22 Initiative Player Model,
SPORTING KANSAS CITY,Zorhan Bassong,,,2025,2026,Standard,U22 Initiative Player Model,
SPORTING KANSAS CITY,Jake Davis,,,2027,2028,Standard,U22 Initiative Player Model,
SPORTING KANSAS CITY,Tim Leibold,,,2025,2026,Standard,U22 Initiative Player Model,
SPORTING KANSAS CITY,John Pulskamp,,,2025,2026,Standard,U22 Initiative Player Model,
SPORTING KANSAS CITY,Khiry Shelton,,,2025,2026,Standard,U22 Initiative Player Model,
SPORTING KANSAS CITY,Mason Toye,,,2025,2026,Standard,U22 Initiative Player Model,
SPORTING KANSAS CITY,Jacob Bartlett,Homegrown Player,,2027,"2028, 2029",Homegrown,U22 Initiative Player Model,
SPORTING KANSAS CITY,Andrew Brody,,,2025,,Standard,U22 Initiative Player Model,
SPORTING KANSAS CITY,Ian James,Homegrown Player,,2027,"2028, 2029",Homegrown,U22 Initiative Player Model,
SPORTING KANSAS CITY,Jack Kortkamp,Homegrown Player,,2027,"2028, 2029",Homegrown,U22 Initiative Player Model,
SPORTING KANSAS CITY,Jansen Miller,,,2025,"2026, 2027, 2028",Standard,U22 Initiative Player Model,
SPORTING KANSAS CITY,Memo Rodríguez,,,2025,,Standard,U22 Initiative Player Model,
SPORTING KANSAS CITY,Ryan Schewe,,,2025,"2026, 2027",Standard,U22 Initiative Player Model,
LA GALAXY,Joseph Paintsil,Designated Player,,2027,,Designated Player,Designated Player Model,0
LA GALAXY,Gabriel Pec,Designated Player,,2028,,Designated Player,Designated Player Model,0
LA GALAXY,Riqui Puig,Designated Player,Unavailable - Injured List,2027,,Designated Player,Designated Player Model,0
LA GALAXY,Julián Aude,U22 Initiative,,2027,,U22 Initiative,Designated Player Model,0
LA GALAXY,Matheus Nascimento,U22 Initiative,Loan Player,2025,PT: 2028; 2029,U22 Initiative,Designated Player Model,0
LA GALAXY,Lucas Sanabria,U22 Initiative,,2029,,U22 Initiative,Designated Player Model,0
LA GALAXY,Diego Fagúndez,TAM Player,,2025,2026,TAM Player,Designated Player Model,0
LA GALAXY,Emiro Garces,TAM Player,,2028,,TAM Player,Designated Player Model,0
LA GALAXY,Marco Reus,TAM Player,,2026,,TAM Player,Designated Player Model,0
LA GALAXY,Miki Yamane,TAM Player,,2026,,TAM Player,Designated Player Model,0
LA GALAXY,Miguel Berry,,,2025,2026,Standard,Designated Player Model,0
LA GALAXY,Edwin Cerrillo,,,2026,2027,Standard,Designated Player Model,0
LA GALAXY,Mathias Jørgensen,,,2026,,Standard,Designated Player Model,0
LA GALAXY,JT Marcinkowski,,,2026,2027,Standard,Designated Player Model,0
LA GALAXY,John McCarthy,,,2025,,Standard,Designated Player Model,0
LA GALAXY,John Nelson,,,2025,2026,Standard,Designated Player Model,0
LA GALAXY,Christian Ramírez,,,2025,,Standard,Designated Player Model,0
LA GALAXY,Elijah Wynder,,,2027,2028,Standard,Designated Player Model,0
LA GALAXY,Maya Yoshida,,,2026,,Standard,Designated Player Model,0
LA GALAXY,Aaron Bibout,,Unavailable – On Loan,2025,"2026, 2027",Standard,Designated Player Model,0
LA GALAXY,Mauricio Cuevas,Homegrown Player,,2025,"2026, 2027",Homegrown,Designated Player Model,0
LA GALAXY,Ascel Essengue,,,2026,"2027, 2028",Standard,Designated Player Model,0
LA GALAXY,Tucker Lepley,,,2025,"2026, 2027",Standard,Designated Player Model,0
LA GALAXY,Novak Micovic,,,2026,2027,Standard,Designated Player Model,0
LA GALAXY,Harbor Miller,Homegrown Player,,2027,2028,Homegrown,Designated Player Model,0
LA GALAXY,Isaiah Parente,Homegrown Player,,2025,2026,Homegrown,Designated Player Model,0
LA GALAXY,Ruben Ramos Jr.,Homegrown Player,,2027,2028,Homegrown,Designated Player Model,0
LA GALAXY,Brady Scott,,,2025,2026,Standard,Designated Player Model,0
LA GALAXY,Gino Vivi,,Unavailable – On Loan,2025,2026,Standard,Designated Player Model,0
LA GALAXY,Eriq Zavaleta,,,2025,,Standard,Designated Player Model,0
LOS ANGELES FOOTBALL CLUB,Denis Bouanga,Designated Player,,2027,2028,Designated Player,Designated Player Model,512231
LOS ANGELES FOOTBALL CLUB,Olivier Giroud,Designated Player,,2025,2026,Designated Player,Designated Player Model,512231
LOS ANGELES FOOTBALL CLUB,Cengiz Ünder,Designated Player,Loan Player,June 2025,PT: 2027; 2028,Designated Player,Designated Player Model,512231
LOS ANGELES FOOTBALL CLUB,Igor Jesus,U22 Initiative,,2028,,U22 Initiative,Designated Player Model,512231
LOS ANGELES FOOTBALL CLUB,David Martínez,U22 Initiative,,2027,2028,U22 Initiative,Designated Player Model,512231
LOS ANGELES FOOTBALL CLUB,Artem Smolyakov,U22 Initiative,,2028,2029,U22 Initiative,Designated Player Model,512231
LOS ANGELES FOOTBALL CLUB,Mark Delgado,TAM Player,,2028,,TAM Player,Designated Player Model,512231
LOS ANGELES FOOTBALL CLUB,Jeremy Ebobisse,TAM Player,,2027,2028,TAM Player,Designated Player Model,512231
LOS ANGELES FOOTBALL CLUB,Mario Gonzalez,TAM Player,Unavailable – On Loan,2026,2027,TAM Player,Designated Player Model,512231
LOS ANGELES FOOTBALL CLUB,Aaron Long,TAM Player,,2027,,TAM Player,Designated Player Model,512231
LOS ANGELES FOOTBALL CLUB,Marlon,TAM Player,,June 2025,"2025, 2026",TAM Player,Designated Player Model,512231
LOS ANGELES FOOTBALL CLUB,Timothy Tillman,TAM Player,,2025,2026,TAM Player,Designated Player Model,512231
LOS ANGELES FOOTBALL CLUB,Maxime Chanot,,,2025,,Standard,Designated Player Model,512231
LOS ANGELES FOOTBALL CLUB,Ryan Hollingshead,,,2025,,Standard,Designated Player Model,512231
LOS ANGELES FOOTBALL CLUB,Odin Holm,,Loan Player,2025,,Standard,Designated Player Model,512231
LOS ANGELES FOOTBALL CLUB,Hugo Lloris,,,2025,2026,Standard,Designated Player Model,512231
LOS ANGELES FOOTBALL CLUB,Sergi Palencia,,,2025,,Standard,Designated Player Model,512231
LOS ANGELES FOOTBALL CLUB,Eddie Segura,,,2026,,Standard,Designated Player Model,512231
LOS ANGELES FOOTBALL CLUB,Nkosi Tafari,,,2025,2026,Standard,Designated Player Model,512231
LOS ANGELES FOOTBALL CLUB,Yaw Yeboah,,,2026,2027,Standard,Designated Player Model,512231
LOS ANGELES FOOTBALL CLUB,Luca Bombino,Homegrown Player,Unavailable – On Loan,2025,"2026, 2027",Homegrown,Designated Player Model,512231
LOS ANGELES FOOTBALL CLUB,Lorenzo Dellavalle,,Unavailable - Injured List,2026,2027,Standard,Designated Player Model,512231
LOS ANGELES FOOTBALL CLUB,Thomas Hasal,,,2025,2026,Standard,Designated Player Model,512231
LOS ANGELES FOOTBALL CLUB,David Ochoa,,,2025,2026,Standard,Designated Player Model,512231
LOS ANGELES FOOTBALL CLUB,Nathan Ordaz,Homegrown Player,,2025,2026,Homegrown,Designated Player Model,512231
LOS ANGELES FOOTBALL CLUB,Adam Saldana,,,2025,"2026, 2027",Standard,Designated Player Model,512231
LOS ANGELES FOOTBALL CLUB,Adrian Wibowo,Homegrown Player,,2025,"2026, 2027",Homegrown,Designated Player Model,512231
LOS ANGELES FOOTBALL CLUB,Jude Terry,Homegrown Player,,2027,"2028, 2029",Homegrown,Designated Player Model,512231
INTER MIAMI CF,Jordi Alba,Designated Player,,2025,,Designated Player,Designated Player Model,512231
INTER MIAMI CF,Sergio Busquets,Designated Player,,2025,,Designated Player,Designated Player Model,512231
INTER MIAMI CF,Lionel Messi,Designated Player,,2025,,Designated Player,Designated Player Model,512231
INTER MIAMI CF,Tomás Avilés,U22 Initiative,,2026,"2027, 2028",U22 Initiative,Designated Player Model,512231
INTER MIAMI CF,Federico Redondo,U22 Initiative,,2027,2028,U22 Initiative,Designated Player Model,512231
INTER MIAMI CF,Telasco Segovia,U22 Initiative,,2029,,U22 Initiative,Designated Player Model,512231
INTER MIAMI CF,Tadeo Allende,TAM Player,Loan Player,2025,,TAM Player,Designated Player Model,512231
INTER MIAMI CF,Julian Gressel,TAM Player,,2026,2027,TAM Player,Designated Player Model,512231
INTER MIAMI CF,Maximiliano Falcón,TAM Player,,2028,2029,TAM Player,Designated Player Model,512231
INTER MIAMI CF,Gonzalo Luján,TAM Player,,2027,2028,TAM Player,Designated Player Model,512231
INTER MIAMI CF,David Martínez,TAM Player,Loan Player,July 2025,PT: 2028,TAM Player,Designated Player Model,512231
INTER MIAMI CF,Luis Suárez,TAM Player,,2025,,TAM Player,Designated Player Model,512231
INTER MIAMI CF,Drake Callender,,,2025,2026,Standard,Designated Player Model,512231
INTER MIAMI CF,Benjamin Cremaschi,,,2027,2028,Standard,Designated Player Model,512231
INTER MIAMI CF,Fafa Picault,,,2025,2026,Standard,Designated Player Model,512231
INTER MIAMI CF,Robert Taylor,,,2026,2027,Standard,Designated Player Model,512231
INTER MIAMI CF,Oscar Ustari,,,2025,,Standard,Designated Player Model,512231
INTER MIAMI CF,Marcelo Weigandt,,Loan Player,2025,,Standard,Designated Player Model,512231
INTER MIAMI CF,Leo Afonso,,,2025,"2026, 2027",Standard,Designated Player Model,512231
INTER MIAMI CF,Noah Allen,Homegrown Player,,2025,"2026, 2027",Homegrown,Designated Player Model,512231
INTER MIAMI CF,Yannick Bright,,,2025,"2026, 2027",Standard,Designated Player Model,512231
INTER MIAMI CF,Santiago Morales,Homegrown Player,,2027,2028,Homegrown,Designated Player Model,512231
INTER MIAMI CF,Ian Fray,Homegrown Player,,2025,,Homegrown,Designated Player Model,512231
INTER MIAMI CF,Rocco Rios-Novo,,Loan Player,2025,"PT: 2027; 2028, 2029",Standard,Designated Player Model,512231
INTER MIAMI CF,David Ruiz,Homegrown Player,,2025,"2026, 2027",Homegrown,Designated Player Model,512231
INTER MIAMI CF,Ryan Sailor,,,2025,,Standard,Designated Player Model,512231
INTER MIAMI CF,Israel Boatwright,Homegrown Player,,2026,"2027, 2028",Homegrown,Designated Player Model,512231
INTER MIAMI CF,Tyler Hall,Homegrown Player,,2027,2028,Homegrown,Designated Player Model,512231
MINNESOTA UNITED FC,Joaquín Pereyra,Designated Player,,2027,2028,Designated Player,U22 Initiative Player Model,512231
MINNESOTA UNITED FC,Kelvin Yeboah,Designated Player,,2027,2028,Designated Player,U22 Initiative Player Model,512231
MINNESOTA UNITED FC,Owen Gene,U22 Initiative,,2027,2028,U22 Initiative,U22 Initiative Player Model,512231
MINNESOTA UNITED FC,Sang Bin Jeong,U22 Initiative,,2025,2026,U22 Initiative,U22 Initiative Player Model,512231
MINNESOTA UNITED FC,Nicolás Romero,U22 Initiative,,2027,2028,U22 Initiative,U22 Initiative Player Model,512231
MINNESOTA UNITED FC,Michael Boxall,TAM Player,,2025,2026,TAM Player,U22 Initiative Player Model,512231
MINNESOTA UNITED FC,Bongokuhle Hlongwane,TAM Player,,2027,2028,TAM Player,U22 Initiative Player Model,512231
MINNESOTA UNITED FC,Robin Lod,TAM Player,,2025,2026,TAM Player,U22 Initiative Player Model,512231
MINNESOTA UNITED FC,Jordan Adebayo-Smith,,Unavailable – On Loan,2026,2027,Standard,U22 Initiative Player Model,512231
MINNESOTA UNITED FC,Alejandro Bran,,Unavailable – On Loan,2025,"2026, 2027",Standard,U22 Initiative Player Model,512231
MINNESOTA UNITED FC,Jefferson Diaz,,,2026,2027,Standard,U22 Initiative Player Model,512231
MINNESOTA UNITED FC,Hassani Dotson,,,2025,,Standard,U22 Initiative Player Model,512231
MINNESOTA UNITED FC,Carlos Harvey,,,2025,2026,Standard,U22 Initiative Player Model,512231
MINNESOTA UNITED FC,Hoyeon Jung,,,2027,2028,Standard,U22 Initiative Player Model,512231
MINNESOTA UNITED FC,Matúš Kmeť,,Unavailable – On Loan,2026,2027,Standard,U22 Initiative Player Model,512231
MINNESOTA UNITED FC,Tanitoluwa Oluwaseyi,,,2027,2028,Standard,U22 Initiative Player Model,512231
MINNESOTA UNITED FC,Joseph Rosales,,,2027,2028,Standard,U22 Initiative Player Model,512231
MINNESOTA UNITED FC,Dayne St. Clair,,,2025,,Standard,U22 Initiative Player Model,512231
MINNESOTA UNITED FC,DJ Taylor,,,2025,2026,Standard,U22 Initiative Player Model,512231
MINNESOTA UNITED FC,Wil Trapp,,,2025,2026,Standard,U22 Initiative Player Model,512231
MINNESOTA UNITED FC,Morris Duggan,,,2025,"2026, 2027",Standard,U22 Initiative Player Model,512231
MINNESOTA UNITED FC,Kipp Keller,,,2025,2026,Standard,U22 Initiative Player Model,512231
MINNESOTA UNITED FC,Anthony Markanich Jr,,,2025,,Standard,U22 Initiative Player Model,512231
MINNESOTA UNITED FC,Loïc Mesanvi,,,2025,"2026, 2027",Standard,U22 Initiative Player Model,512231
MINNESOTA UNITED FC,Devin Padelford,Homegrown Player,,2025,2026,Homegrown,U22 Initiative Player Model,512231
MINNESOTA UNITED FC,Samuel Shashoua,,,2025,2026,Standard,U22 Initiative Player Model,512231
MINNESOTA UNITED FC,Alec Smir,,,2025,2026,Standard,U22 Initiative Player Model,512231
MINNESOTA UNITED FC,Giacomo Vrioni,Designated Player,,2025,2026,Designated Player,U22 Initiative Player Model,512231
MINNESOTA UNITED FC,George Campbell,U22 Initiative,,2025,2026,U22 Initiative,U22 Initiative Player Model,512231
MINNESOTA UNITED FC,Jalen Neal,U22 Initiative,,2027,2028,U22 Initiative,U22 Initiative Player Model,512231
MINNESOTA UNITED FC,Hennadii Synchuk,U22 Initiative,,2028,2029,U22 Initiative,U22 Initiative Player Model,512231
MINNESOTA UNITED FC,Dominic Iankov,TAM Player,,2026,"2027, 2028",TAM Player,U22 Initiative Player Model,512231
MINNESOTA UNITED FC,Kwadwo Opoku,TAM Player,,2026,2027,TAM Player,U22 Initiative Player Model,512231
MINNESOTA UNITED FC,Prince Owusu,TAM Player,,2026,2027,TAM Player,U22 Initiative Player Model,512231
MINNESOTA UNITED FC,Fernando Álvarez,,,2025,"2026, 2027",Standard,U22 Initiative Player Model,512231
MINNESOTA UNITED FC,Dawid Bugaj,,,2026,"2027, 2028",Standard,U22 Initiative Player Model,512231
MINNESOTA UNITED FC,Caden Clark,,,2025,"2026, 2027",Standard,U22 Initiative Player Model,512231
MINNESOTA UNITED FC,Matías Cóccaro,,Unavailable – On Loan,2026,"2027, 2028",Standard,U22 Initiative Player Model,512231
MINNESOTA UNITED FC,Bryce Duke,,,2025,2026,Standard,U22 Initiative Player Model,512231
MINNESOTA UNITED FC,Fabian Herbers,,,2026,,Standard,U22 Initiative Player Model,512231
MINNESOTA UNITED FC,Sunusi Ibrahim,,,2026,2027,Standard,U22 Initiative Player Model,512231
MINNESOTA UNITED FC,Jahkeele Marshall-Rutty,,,2027,2028,Standard,U22 Initiative Player Model,512231
MINNESOTA UNITED FC,Tom Pearce,,,2026,2027,Standard,U22 Initiative Player Model,512231
MINNESOTA UNITED FC,Samuel Piette,,,2027,2028,Standard,U22 Initiative Player Model,512231
MINNESOTA UNITED FC,Jonathan Sirois,,,2026,2027,Standard,U22 Initiative Player Model,512231
MINNESOTA UNITED FC,Joel Waterman,,,2027,2028,Standard,U22 Initiative Player Model,512231
MINNESOTA UNITED FC,Michael Adedokun,,,2025,"2026, 2027, 2028",Standard,U22 Initiative Player Model,512231
MINNESOTA UNITED FC,Sebastian Breza,,,2025,"2026, 2027",Standard,U22 Initiative Player Model,512231
MINNESOTA UNITED FC,Brandan Craig,,,2025,"2026, 2027, 2028",Standard,U22 Initiative Player Model,512231
MINNESOTA UNITED FC,Emil Gazdov,,,2026,"2027, 2028",Standard,U22 Initiative Player Model,512231
MINNESOTA UNITED FC,Ousman Jabang,,,2025,"2026, 2027",Standard,U22 Initiative Player Model,512231
MINNESOTA UNITED FC,Victor Loturi,,,2026,"2027, 2028",Standard,U22 Initiative Player Model,512231
MINNESOTA UNITED FC,Luca Petrasso,,,2025,"2026, 2027",Standard,U22 Initiative Player Model,512231
MINNESOTA UNITED FC,Nathan Saliba,Homegrown Player,,2025,2026,Homegrown,U22 Initiative Player Model,512231
MINNESOTA UNITED FC,Dante Sealy,,,2026,2027,Standard,U22 Initiative Player Model,512231
MINNESOTA UNITED FC,Jules-Anthony Vilsaint,,,2025,2026,Standard,U22 Initiative Player Model,512231
MINNESOTA UNITED FC,Alessandro Biello,Homegrown Player,Unavailable – On Loan,2025,"2026, 2027, 2028",Homegrown,U22 Initiative Player Model,512231
MINNESOTA UNITED FC,Owen Graham-Roache,Homegrown Player,,2026,"2027, 2028, 2029",Homegrown,U22 Initiative Player Model,512231
MINNESOTA UNITED FC,Aleksandr Guboglo,Homegrown Player,,2026,"2027, 2028, 2029",Homegrown,U22 Initiative Player Model,512231
NASHVILLE SC,Hany Mukhtar,Designated Player,,2026,2027,Designated Player,Designated Player Model,512231
NASHVILLE SC,Sam Surridge,Designated Player,,2026,2027,Designated Player,Designated Player Model,512231
NASHVILLE SC,Walker Zimmerman,Designated Player,,2025,,Designated Player,Designated Player Model,512231
NASHVILLE SC,Ahmed Qasem,U22 Initiative,,2027,2028,U22 Initiative,Designated Player Model,512231
NASHVILLE SC,Patrick Yazbek,U22 Initiative,,2027,2028,U22 Initiative,Designated Player Model,512231
NASHVILLE SC,Tyler Boyd,TAM Player,,2026,2027,TAM Player,Designated Player Model,512231
NASHVILLE SC,Gastón Brugman,TAM Player,,2025,2026,TAM Player,Designated Player Model,512231
NASHVILLE SC,Jack Maher,TAM Player,,2027,,TAM Player,Designated Player Model,512231
NASHVILLE SC,Bryan Acosta,,,2025,2026,Standard,Designated Player Model,512231
NASHVILLE SC,Teal Bunbury,,,2025,,Standard,Designated Player Model,512231
NASHVILLE SC,Daniel Lovitz,,,2025,2026,Standard,Designated Player Model,512231
NASHVILLE SC,Alex Muyl,,,2025,2026,Standard,Designated Player Model,512231
NASHVILLE SC,Andy Najar,,,2025,2026,Standard,Designated Player Model,512231
NASHVILLE SC,Jeisson Palacios,,,2026,2027,Standard,Designated Player Model,512231
NASHVILLE SC,Jonathan Pérez,,Loan Player,2025,PT: 2026; 2027,Standard,Designated Player Model,512231
NASHVILLE SC,Jacob Shaffelburg,,,2026,2027,Standard,Designated Player Model,512231
NASHVILLE SC,Edvard Tagseth,,,2026,2027,Standard,Designated Player Model,512231
NASHVILLE SC,Joe Willis,,,2025,2026,Standard,Designated Player Model,512231
NASHVILLE SC,Chris Applewhite,Homegrown Player,,2027,"2028, 2029",Homegrown,Designated Player Model,512231
NASHVILLE SC,Josh Bauer,,,2026,2027,Standard,Designated Player Model,512231
NASHVILLE SC,Matthew Corcoran,,,2027,"2028, 2029",Standard,Designated Player Model,512231
NASHVILLE SC,Julian Gaines,,,2025,2026,Standard,Designated Player Model,512231
NASHVILLE SC,Wyatt Meyer,,,2025,"2026, 2027, 2028",Standard,Designated Player Model,512231
NASHVILLE SC,Woobens Pacius,,Unavailable – On Loan,2025,"2026, 2027",Standard,Designated Player Model,512231
NASHVILLE SC,Brian Schwake,,,2026,2027,Standard,Designated Player Model,512231
NASHVILLE SC,Xavier Valdez,,,2025,"2026, 2027",Standard,Designated Player Model,512231
NASHVILLE SC,Taylor Washington,,,2025,,Standard,Designated Player Model,512231
NASHVILLE SC,Maximus Ekk,,Unavailable – On Loan,2025,"2026, 2027, 2028",Standard,Designated Player Model,512231
NASHVILLE SC,Isaiah Jones,Homegrown Player,,2027,2028,Homegrown,Designated Player Model,512231
NASHVILLE SC,Adem Sipic,Homegrown Player,,2027,2028,Homegrown,Designated Player Model,512231
NEW ENGLAND REVOLUTION,Tomás Chancalay,Designated Player,Unavailable – Injured List,2026,2027,Designated Player,U22 Initiative Player Model,512231
NEW ENGLAND REVOLUTION,Carles Gil,Designated Player,,2026,2027,Designated Player,U22 Initiative Player Model,512231
NEW ENGLAND REVOLUTION,Ilay Feingold,U22 Initiative,,2027,2028,U22 Initiative,U22 Initiative Player Model,512231
NEW ENGLAND REVOLUTION,Luca Langoni,U22 Initiative,,2027,2028,U22 Initiative,U22 Initiative Player Model,512231
NEW ENGLAND REVOLUTION,Leonardo Campana,TAM Player,,2027,2028,TAM Player,U22 Initiative Player Model,512231
NEW ENGLAND REVOLUTION,Brayan Ceballos,TAM Player,,2027,2028,TAM Player,U22 Initiative Player Model,512231
NEW ENGLAND REVOLUTION,Mamadou Fofana,TAM Player,,2027,2028,TAM Player,U22 Initiative Player Model,512231
NEW ENGLAND REVOLUTION,Ignatius Ganago,TAM Player,Loan Player,July 2025,LO: 2025; PT: 2029,TAM Player,U22 Initiative Player Model,512231
NEW ENGLAND REVOLUTION,Jackson Yueill,TAM Player,,2027,"2028, 2029",TAM Player,U22 Initiative Player Model,512231
NEW ENGLAND REVOLUTION,Alhassan Yusuf,TAM Player,,2027,2028,TAM Player,U22 Initiative Player Model,512231
NEW ENGLAND REVOLUTION,Tanner Beason,,,2026,2027,Standard,U22 Initiative Player Model,512231
NEW ENGLAND REVOLUTION,Alex Bono,,,2026,,Standard,U22 Initiative Player Model,512231
NEW ENGLAND REVOLUTION,Brandon Bye,,,2025,,Standard,U22 Initiative Player Model,512231
NEW ENGLAND REVOLUTION,Andrew Farrell,,,2025,2026,Standard,U22 Initiative Player Model,512231
NEW ENGLAND REVOLUTION,Wyatt Omsberg,,,2025,2026,Standard,U22 Initiative Player Model,512231
NEW ENGLAND REVOLUTION,Allan Oyirwoth,,Unavailable – On Loan,2028,2029,Standard,U22 Initiative Player Model,512231
NEW ENGLAND REVOLUTION,Matt Polster,,,2025,,Standard,U22 Initiative Player Model,512231
NEW ENGLAND REVOLUTION,Will Sands,,,2026,2027,Standard,U22 Initiative Player Model,512231
NEW ENGLAND REVOLUTION,Noel Buck,Homegrown Player,,2025,2026,Homegrown,U22 Initiative Player Model,512231
NEW ENGLAND REVOLUTION,Luis Diaz,,,2025,"2026, 2027",Standard,U22 Initiative Player Model,512231
NEW ENGLAND REVOLUTION,Malcolm Fry,Homegrown Player,,2026,2027,Homegrown,U22 Initiative Player Model,512231
NEW ENGLAND REVOLUTION,Keegan Hughes,,,2025,"2026, 2027",Standard,U22 Initiative Player Model,512231
NEW ENGLAND REVOLUTION,Aljaž Ivačič,,,2025,2026,Standard,U22 Initiative Player Model,512231
NEW ENGLAND REVOLUTION,Damario McIntosh,Homegrown Player,,2028,2029,Homegrown,U22 Initiative Player Model,512231
NEW ENGLAND REVOLUTION,Peyton Miller,Homegrown Player,,2027,2028,Homegrown,U22 Initiative Player Model,512231
NEW ENGLAND REVOLUTION,Jack Panayotou,Homegrown Player,,2026,2027,Homegrown,U22 Initiative Player Model,512231
NEW ENGLAND REVOLUTION,Donovan Parisian,,,2026,"2027, 2028",Standard,U22 Initiative Player Model,512231
NEW ENGLAND REVOLUTION,Santiago Suárez,Homegrown Player,Unavailable – On Loan,2026,2027,Homegrown,U22 Initiative Player Model,512231
NEW ENGLAND REVOLUTION,Maxi Urruti,,,2025,2026,Standard,U22 Initiative Player Model,512231
NEW YORK CITY FC,Talles Magno,Young Designated Player,Unavailable – On Loan,2027,,Designated Player,U22 Initiative Player Model,512231
NEW YORK CITY FC,Thiago Martins,Designated Player,,2025,2026,Designated Player,U22 Initiative Player Model,512231
NEW YORK CITY FC,Julián Fernández,U22 Initiative,,2027,2028,U22 Initiative,U22 Initiative Player Model,512231
NEW YORK CITY FC,Jovan Mijatović,U22 Initiative,Unavailable – On Loan,2028,2029,U22 Initiative,U22 Initiative Player Model,512231
NEW YORK CITY FC,Agustín Ojeda,U22 Initiative,,2028,2029,U22 Initiative,U22 Initiative Player Model,512231
NEW YORK CITY FC,Mounsef Bakrar,TAM Player,,2026,2027,TAM Player,U22 Initiative Player Model,512231
NEW YORK CITY FC,Alonso Martínez,TAM Player,,2027,"2028, 2029",TAM Player,U22 Initiative Player Model,512231
NEW YORK CITY FC,Keaton Parks,TAM Player,,2026,"2027, 2028",TAM Player,U22 Initiative Player Model,512231
NEW YORK CITY FC,James Sands,TAM Player,Unavailable – On Loan,2028,,TAM Player,U22 Initiative Player Model,512231
NEW YORK CITY FC,Hannes Wolf,TAM Player,,2027,2028,TAM Player,U22 Initiative Player Model,512231
NEW YORK CITY FC,Matt Freese,,,2026,2027,Standard,U22 Initiative Player Model,512231
NEW YORK CITY FC,Justin Haak,,,2025,,Standard,U22 Initiative Player Model,512231
NEW YORK CITY FC,Mitja Ilenic,,,2026,2027,Standard,U22 Initiative Player Model,512231
NEW YORK CITY FC,Maxi Moralez,,,2025,,Standard,U22 Initiative Player Model,512231
NEW YORK CITY FC,Kevin O'Toole,,,2025,2026,Standard,U22 Initiative Player Model,512231
NEW YORK CITY FC,Andrés Perea,,,2025,2026,Standard,U22 Initiative Player Model,512231
NEW YORK CITY FC,Birk Risa,,,2025,2026,Standard,U22 Initiative Player Model,512231
NEW YORK CITY FC,Strahinja Tanasijević,,,2025,"2026, 2027",Standard,U22 Initiative Player Model,512231
NEW YORK CITY FC,Prince Amponsah,Homegrown Player,,2025,"2026, 2027, 2028",Homegrown,U22 Initiative Player Model,512231
NEW YORK CITY FC,Andrew Baiera,Homegrown Player,,2027,2028,Homegrown,U22 Initiative Player Model,512231
NEW YORK CITY FC,Maximo Carrizo,Homegrown Player,,2027,2028,Homegrown,U22 Initiative Player Model,512231
NEW YORK CITY FC,Nico Cavallo,,,2025,"2026, 2027, 2028",Standard,U22 Initiative Player Model,512231
NEW YORK CITY FC,Tayvon Gray,Homegrown Player,,2025,2026,Homegrown,U22 Initiative Player Model,512231
NEW YORK CITY FC,Malachi Jones,,,2026,2027,Standard,U22 Initiative Player Model,512231
NEW YORK CITY FC,Max Murray,,,2025,"2026, 2027, 2028",Standard,U22 Initiative Player Model,512231
NEW YORK CITY FC,Greg Ranjitsingh,,,2026,2027,Standard,U22 Initiative Player Model,512231
NEW YORK CITY FC,Tomás Romero,,,2025,2026,Standard,U22 Initiative Player Model,512231
NEW YORK CITY FC,Jonathan Shore,Homegrown Player,,2027,2028,Homegrown,U22 Initiative Player Model,512231
