0_Rk,1_Player,2_Nation,3_Pos,4_Squad,5_Age,6_Born,7_90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,"xG: Expected GoalsExpected GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","npxG: Non-Penalty xGNon-Penalty Expected GoalsProvided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","npxG/ShotNon-Penalty Expected Goals per shotProvided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.Minimum .395 shots per squad game to qualify as a leader","Goals - xGGoals minus Expected GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","Non-Penalty Goals - npxGNon-Penalty Goals minus Non-Penalty Expected GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.",25_Matches
365,Jung Hoyeon,kr KOR,MF,Minnesota Utd,25-067,2000,1.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
366,Keegan Hughes,us USA,DF,NE Revolution,25-135,2000,4.1,0.00,0.24,0.00,0.0,0.24,0.00,0.00,,8.7,0.00,0.00,0.00,0.02,0.02,0.08,-0.02,-0.02,Matches
367,Sebastien Ibeagha,us USA,DF,FC Dallas,33-317,1992,30.7,0.03,0.49,0.23,46.7,0.49,0.23,0.07,0.14,9.7,0.00,0.00,0.00,0.06,0.06,0.11,-0.02,-0.02,Matches
368,Aliyu Ibrahim,ng NGA,"MF,FW",Houston Dynamo,23-322,2002,2.0,0.00,1.00,0.50,50.0,1.02,0.51,0.00,0.00,10.4,0.00,0.00,0.00,0.15,0.15,0.13,-0.15,-0.15,Matches
369,Aliyu Ibrahim,ng NGA,"FW,DF",Columbus Crew,23-322,2002,13.4,0.22,1.79,0.45,25.0,1.79,0.45,0.13,0.50,12.0,0.00,0.00,0.00,0.25,0.25,0.14,-0.03,-0.03,Matches
370,Sunusi Ibrahim,ng NGA,FW,CF Montréal,23-064,2002,0.9,0.00,6.67,0.00,0.0,6.92,0.00,0.00,,16.2,0.00,0.00,0.00,1.00,1.00,0.15,-1.00,-1.00,Matches
371,Igor,br BRA,MF,LAFC,22-272,2003,20.6,0.00,0.73,0.10,13.3,0.73,0.10,0.00,0.00,25.5,0.00,0.00,0.00,0.06,0.06,0.08,-0.06,-0.06,Matches
372,Mitja Ilenič,si SVN,DF,NYCFC,20-343,2004,12.1,0.17,0.99,0.33,33.3,0.99,0.33,0.17,0.50,19.5,0.00,0.00,0.00,0.07,0.07,0.06,0.10,0.10,Matches
373,Milan Iloski,us USA,"MF,FW",Philadelphia Union,26-128,1999,6.6,0.30,4.39,1.52,34.5,4.39,1.51,0.07,0.20,22.5,0.30,0.00,0.00,0.26,0.26,0.06,0.05,0.05,Matches
374,Milan Iloski,us USA,"FW,MF",San Diego FC,26-128,1999,5.3,1.89,5.85,3.58,61.3,5.82,3.57,0.32,0.53,17.4,0.00,0.00,0.00,0.77,0.77,0.13,1.11,1.11,Matches
375,Bjørn Inge Utvik,no NOR,DF,Vancouver W'caps,29-279,1996,11.4,0.00,0.44,0.00,0.0,0.44,0.00,0.00,,8.1,0.00,0.00,0.00,0.04,0.04,0.09,-0.04,-0.04,Matches
376,Marcus Ingvartsen,dk DEN,"FW,MF",San Diego FC,29-334,1996,4.5,0.44,2.89,1.33,46.2,2.88,1.33,0.15,0.33,13.1,0.00,0.00,0.00,0.53,0.53,0.19,-0.09,-0.09,Matches
377,Lorenzo Insigne,it ITA,"MF,FW",Toronto FC,34-183,1991,9.6,0.10,1.77,0.52,29.4,1.78,0.52,0.06,0.20,17.8,0.10,0.00,0.00,0.16,0.16,0.09,-0.05,-0.05,Matches
378,Aljaž Ivačič,si SVN,GK,NE Revolution,31-340,1993,24.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
379,Ousman Jabang,us USA,DF,CF Montréal,24-250,2001,1.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
380,Ayoub Jabbari,ma MAR,"FW,DF",FC Cincinnati,25-308,2000,1.3,0.00,2.31,0.77,33.3,2.33,0.78,0.00,0.00,15.0,0.00,0.00,0.00,0.15,0.15,0.05,-0.15,-0.15,Matches
381,Aziel Jackson,us USA,"MF,FW",Columbus Crew,24-041,2001,8.1,0.25,3.09,1.11,36.0,3.07,1.11,0.08,0.22,18.8,0.00,0.00,0.00,0.32,0.32,0.10,-0.07,-0.07,Matches
382,Jacob Jackson,us USA,GK,FC Dallas,25-223,2000,3.8,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
383,Ivan Jaime Pajuelo,es ESP,FW,CF Montréal,25-069,2000,3.4,0.00,4.12,1.18,28.6,4.10,1.17,0.00,0.00,16.2,0.00,0.00,0.00,0.41,0.41,0.10,-0.41,-0.41,Matches
384,Ian James,us USA,DF,Sporting KC,17-181,2008,5.5,0.00,0.18,0.00,0.0,0.18,0.00,0.00,,8.0,0.00,0.00,0.00,0.02,0.02,0.12,-0.02,-0.02,Matches
385,Robin Jansson,se SWE,DF,Orlando City,34-019,1991,29.0,0.03,0.24,0.14,57.1,0.24,0.14,0.14,0.25,13.4,0.00,0.00,0.00,0.06,0.06,0.26,-0.03,-0.03,Matches
386,Danley Jean-Jacques,ht HAI,MF,Philadelphia Union,25-198,2000,26.2,0.11,1.53,0.50,32.5,1.53,0.50,0.08,0.23,20.7,0.00,0.00,0.00,0.18,0.18,0.12,-0.07,-0.07,Matches
387,Stiven Jimenez,us USA,MF,FC Cincinnati,18-163,2007,1.2,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
388,Julio Joao Ortíz,ec ECU,MF,Portland Timbers,29-217,1996,12.3,0.00,0.49,0.00,0.0,0.49,0.00,0.00,,25.9,0.00,0.00,0.00,0.02,0.02,0.05,-0.02,-0.02,Matches
389,Sean Johnson,us USA,GK,Toronto FC,36-187,1989,31.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
390,Tate Johnson,us USA,DF,Vancouver W'caps,20-147,2005,22.0,0.05,0.36,0.14,37.5,0.36,0.14,0.13,0.33,12.6,0.00,0.00,0.00,0.03,0.03,0.08,0.02,0.02,Matches
391,DeJuan Jones,us USA,DF,Columbus Crew,28-163,1997,2.7,0.00,0.37,0.37,100.0,0.37,0.37,0.00,0.00,23.6,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,Matches
392,DeJuan Jones,us USA,"DF,MF",SJ Earthquakes,28-163,1997,12.9,0.08,0.31,0.08,25.0,0.31,0.08,0.25,1.00,13.3,0.00,0.00,0.00,0.05,0.05,0.16,0.02,0.02,Matches
393,Derrick Jones,us USA,MF,Columbus Crew,28-276,1997,0.1,0.00,10.0,0.00,0.0,18.00,0.00,0.00,,17.9,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,Matches
394,Kim Joonhong,kr KOR,GK,D.C. United,22-184,2003,8.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
395,Dejan Joveljić,rs SRB,FW,Sporting KC,26-119,1999,30.7,0.59,2.05,1.07,52.4,2.05,1.07,0.21,0.39,14.3,0.03,0.16,0.20,0.46,0.30,0.15,0.13,0.12,Matches
396,Mykhi Joyner,us USA,"FW,MF",St. Louis,19-096,2006,4.1,0.24,3.17,1.22,38.5,3.16,1.22,0.08,0.20,14.2,0.00,0.00,0.00,0.46,0.46,0.15,-0.22,-0.22,Matches
397,Preston Judd,us USA,"FW,MF",SJ Earthquakes,26-190,1999,11.7,0.51,3.42,1.54,45.0,3.41,1.53,0.15,0.33,11.5,0.00,0.00,0.00,0.53,0.53,0.16,-0.02,-0.02,Matches
398,Anderson Julio,ec ECU,"FW,MF",FC Dallas,29-187,1996,17.5,0.34,2.06,0.97,47.2,2.05,0.97,0.17,0.35,21.7,0.00,0.00,0.00,0.28,0.28,0.14,0.06,0.06,Matches
399,Sam Junqua,us USA,DF,Real Salt Lake,29-025,1996,20.4,0.05,0.54,0.15,27.3,0.54,0.15,0.09,0.33,17.5,0.00,0.00,0.00,0.05,0.05,0.10,-0.00,-0.00,Matches
400,Mathias Jørgensen,dk DEN,DF,LA Galaxy,35-225,1990,15.0,0.00,0.27,0.07,25.0,0.27,0.07,0.00,0.00,15.3,0.00,0.00,0.00,0.03,0.03,0.12,-0.03,-0.03,Matches
401,Kristijan Kahlina,hr CRO,GK,Charlotte,33-133,1992,32.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
402,Kaick,br BRA,MF,FC Dallas,20-005,2005,18.5,0.11,0.81,0.22,26.7,0.81,0.22,0.13,0.50,22.9,0.00,0.00,0.00,0.05,0.05,0.06,0.06,0.06,Matches
403,Kei Kamara,sl SLE,FW,FC Cincinnati,41-094,1984,8.7,0.00,1.61,0.34,21.4,1.60,0.34,0.00,0.00,16.3,0.00,0.00,0.00,0.18,0.18,0.11,-0.18,-0.18,Matches
404,Bernard Kamungo,us USA,"DF,FW",FC Dallas,23-337,2002,17.5,0.11,1.66,0.57,34.5,1.66,0.57,0.07,0.20,16.7,0.00,0.00,0.00,0.21,0.21,0.13,-0.10,-0.10,Matches
405,Bibi Karamoko,us USA,FW,D.C. United,20-033,2005,0.2,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
406,Alexandros Katranis,gr GRE,DF,Real Salt Lake,27-214,1998,20.4,0.05,1.32,0.34,25.9,1.32,0.34,0.04,0.14,21.1,0.00,0.00,0.00,0.10,0.10,0.08,-0.05,-0.05,Matches
407,Mark-Anthony Kaye,ca CAN,MF,SJ Earthquakes,31-002,1994,11.3,0.09,1.24,0.18,14.3,1.24,0.18,0.07,0.50,17.7,0.00,0.00,0.00,0.12,0.12,0.09,-0.03,-0.03,Matches
408,Kim Kee-hee,kr KOR,DF,Seattle Sounders,36-144,1989,11.5,0.00,0.26,0.00,0.0,0.26,0.00,0.00,,13.6,0.00,0.00,0.00,0.02,0.02,0.05,-0.02,-0.02,Matches
409,Kevin Kelsy,ve VEN,FW,Portland Timbers,21-130,2004,17.8,0.39,1.91,0.73,38.2,1.91,0.73,0.18,0.46,13.6,0.00,0.06,0.06,0.33,0.28,0.15,0.07,0.06,Matches
410,Ryan Kent,eng ENG,"FW,MF",Seattle Sounders,29-023,1996,6.0,0.00,0.67,0.00,0.0,0.66,0.00,0.00,,18.3,0.00,0.00,0.00,0.03,0.03,0.04,-0.03,-0.03,Matches
411,Deandre Kerr,ca CAN,FW,Toronto FC,23-015,2002,9.8,0.41,1.12,0.71,63.6,1.13,0.72,0.36,0.57,11.1,0.00,0.00,0.00,0.22,0.22,0.20,0.18,0.18,Matches
412,Henry Kessler,us USA,DF,St. Louis,27-162,1998,15.3,0.00,0.39,0.07,16.7,0.39,0.07,0.00,0.00,10.9,0.00,0.00,0.00,0.02,0.02,0.05,-0.02,-0.02,Matches
413,Hosei Kijima,jp JPN,"MF,FW",D.C. United,23-156,2002,17.7,0.11,0.73,0.23,30.8,0.73,0.23,0.15,0.50,16.8,0.00,0.00,0.00,0.06,0.06,0.08,0.06,0.06,Matches
414,Benjamin Kikanovic,us USA,"DF,MF",SJ Earthquakes,25-332,2000,4.7,0.00,0.21,0.00,0.0,0.21,0.00,0.00,,13.3,0.00,0.00,0.00,0.04,0.04,0.20,-0.04,-0.04,Matches
415,Peter Kingston,us USA,FW,Seattle Sounders,24-143,2001,0.1,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
416,Klauss,br BRA,FW,St. Louis,28-278,1997,26.8,0.37,3.73,1.19,32.0,3.73,1.19,0.10,0.31,14.1,0.00,0.00,0.00,0.42,0.42,0.11,-0.04,-0.04,Matches
417,Eric Klein,us USA,MF,NE Revolution,19-014,2006,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
418,Mateusz Klich,pl POL,MF,Atlanta Utd,35-174,1990,8.8,0.00,0.80,0.23,28.6,0.79,0.23,0.00,0.00,26.2,0.00,0.00,0.00,0.03,0.03,0.04,-0.03,-0.03,Matches
419,Žan Kolmanič,si SVN,"DF,MF",Austin,25-276,2000,8.1,0.12,0.62,0.25,40.0,0.61,0.25,0.20,0.50,23.9,0.00,0.00,0.00,0.02,0.02,0.04,0.10,0.10,Matches
420,Rominigue Kouamé,ml MLI,MF,Chicago Fire,28-352,1996,6.3,0.48,1.75,0.95,54.5,1.76,0.96,0.27,0.50,22.3,0.00,0.00,0.00,0.22,0.22,0.12,0.25,0.25,Matches
421,Sebastian Kowalczyk,pl POL,"FW,MF",Houston Dynamo,27-104,1998,16.6,0.06,1.33,0.42,31.8,1.32,0.42,0.05,0.14,19.6,0.06,0.00,0.00,0.10,0.10,0.07,-0.04,-0.04,Matches
422,Damir Kreilach,hr CRO,"FW,MF",Vancouver W'caps,36-232,1989,0.3,3.33,0.00,0.00,,0.00,0.00,,,,0.00,3.33,3.33,2.67,0.00,,0.67,0.00,Matches
423,Theodore Ku-Dipietro,us USA,"FW,MF",Colorado Rapids,23-310,2002,12.7,0.08,2.05,0.94,46.2,2.05,0.95,0.04,0.08,18.3,0.00,0.00,0.00,0.20,0.20,0.09,-0.12,-0.12,Matches
424,Yuya Kubo,jp JPN,"MF,FW",FC Cincinnati,31-345,1993,7.3,0.14,2.47,1.10,44.4,2.46,1.09,0.06,0.13,16.8,0.00,0.00,0.00,0.19,0.19,0.08,-0.05,-0.05,Matches
425,Willy Kumado,gh GHA,DF,San Diego FC,23-049,2002,8.5,0.00,0.12,0.00,0.0,0.12,0.00,0.00,,17.0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,Matches
426,Luca de la Torre,us USA,MF,San Diego FC,27-195,1998,23.5,0.21,1.02,0.38,37.5,1.02,0.38,0.21,0.56,17.6,0.00,0.00,0.00,0.09,0.09,0.09,0.12,0.12,Matches
427,Mathías Laborda,uy URU,DF,Vancouver W'caps,26-080,1999,24.2,0.21,1.40,0.29,20.6,1.40,0.29,0.15,0.71,8.7,0.00,0.00,0.00,0.19,0.19,0.14,0.01,0.01,Matches
428,Luca Langoni,ar ARG,"FW,MF",NE Revolution,23-298,2002,18.1,0.11,1.49,0.50,33.3,1.49,0.50,0.07,0.22,19.6,0.00,0.00,0.00,0.17,0.17,0.11,-0.06,-0.06,Matches
429,Lassi Lappalainen,fi FIN,"DF,MF",Columbus Crew,27-102,1998,4.4,0.23,2.27,0.45,20.0,2.26,0.45,0.10,0.50,14.0,0.00,0.00,0.00,0.18,0.18,0.08,0.05,0.05,Matches
430,Oliver Larraz,us USA,MF,Colorado Rapids,24-079,2001,24.6,0.00,0.81,0.12,15.0,0.81,0.12,0.00,0.00,22.8,0.04,0.00,0.00,0.05,0.05,0.06,-0.05,-0.05,Matches
431,Richie Laryea,ca CAN,"DF,MF",Toronto FC,30-331,1995,13.9,0.07,0.58,0.07,12.5,0.58,0.07,0.13,1.00,18.1,0.00,0.00,0.00,0.04,0.04,0.06,0.04,0.04,Matches
432,Ariel Lassiter,cr CRC,"FW,MF",Portland Timbers,31-068,1994,5.9,0.00,1.53,0.51,33.3,1.53,0.51,0.00,0.00,21.3,0.17,0.00,0.00,0.05,0.05,0.04,-0.05,-0.05,Matches
433,Emmanuel Latte Lath,ci CIV,FW,Atlanta Utd,26-337,1999,24.4,0.29,2.34,0.70,29.8,2.34,0.70,0.11,0.35,12.3,0.00,0.04,0.04,0.39,0.35,0.15,-0.10,-0.11,Matches
434,Randall Leal,cr CRC,"MF,FW",D.C. United,28-324,1997,5.8,0.00,2.41,0.86,35.7,2.41,0.86,0.00,0.00,26.1,0.00,0.00,0.00,0.10,0.10,0.04,-0.10,-0.10,Matches
435,Tim Leibold,de GER,DF,Sporting KC,32-004,1993,9.7,0.10,1.03,0.21,20.0,1.03,0.21,0.10,0.50,18.9,0.10,0.00,0.00,0.08,0.08,0.08,0.02,0.02,Matches
436,Brooks Lennon,us USA,DF,Atlanta Utd,28-073,1997,17.3,0.06,0.46,0.17,37.5,0.46,0.17,0.13,0.33,15.4,0.00,0.00,0.00,0.08,0.08,0.17,-0.02,-0.02,Matches
437,Tucker Lepley,us USA,"MF,FW",LA Galaxy,23-321,2002,6.2,0.00,2.10,0.65,30.8,2.10,0.65,0.00,0.00,19.9,0.00,0.00,0.00,0.16,0.16,0.08,-0.16,-0.16,Matches
438,Beau Leroux,us USA,MF,SJ Earthquakes,22-095,2003,23.4,0.21,1.67,0.77,46.2,1.67,0.77,0.13,0.28,19.4,0.00,0.00,0.00,0.16,0.16,0.10,0.05,0.05,Matches
439,Danny Leyva,us USA,"MF,FW",Seattle Sounders,22-213,2003,7.8,0.00,1.54,0.13,8.3,1.53,0.13,0.00,0.00,26.1,0.26,0.00,0.00,0.05,0.05,0.03,-0.05,-0.05,Matches
440,Nick Lima,us USA,"MF,DF",SJ Earthquakes,31-017,1994,5.0,0.00,0.80,0.00,0.0,0.80,0.00,0.00,,18.7,0.00,0.00,0.00,0.04,0.04,0.05,-0.04,-0.04,Matches
441,Ondřej Lingr,cz CZE,"FW,MF",Houston Dynamo,27-058,1998,19.8,0.15,1.97,0.40,20.5,1.97,0.40,0.08,0.38,13.6,0.00,0.00,0.00,0.18,0.18,0.09,-0.03,-0.03,Matches
442,Sebastian Lletget,us USA,MF,FC Dallas,33-092,1992,12.7,0.08,0.79,0.31,40.0,0.79,0.31,0.10,0.25,10.4,0.00,0.00,0.00,0.10,0.10,0.13,-0.02,-0.02,Matches
443,Hugo Lloris,fr FRA,GK,LAFC,38-343,1986,31.5,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
444,Saba Lobzhanidze,ge GEO,"FW,DF",Atlanta Utd,30-351,1994,21.5,0.00,1.77,0.51,28.9,1.77,0.51,0.00,0.00,15.4,0.14,0.00,0.00,0.19,0.19,0.10,-0.19,-0.19,Matches
445,Robin Lod,fi FIN,"MF,FW",Minnesota Utd,32-231,1993,27.3,0.18,1.10,0.51,46.7,1.10,0.51,0.13,0.29,16.8,0.00,0.04,0.04,0.13,0.10,0.09,0.05,0.04,Matches
446,Nicolás Lodeiro,uy URU,"FW,MF",Houston Dynamo,36-258,1989,6.4,0.16,0.94,0.31,33.3,0.93,0.31,0.17,0.50,19.5,0.00,0.00,0.00,0.05,0.05,0.05,0.11,0.11,Matches
447,Jasper Löffelsend,de GER,DF,San Diego FC,28-085,1997,6.7,0.00,0.45,0.00,0.0,0.45,0.00,0.00,,16.4,0.00,0.00,0.00,0.03,0.03,0.07,-0.03,-0.03,Matches
448,Aaron Long,us USA,DF,LAFC,33-053,1992,14.1,0.07,0.28,0.07,25.0,0.28,0.07,0.25,1.00,19.5,0.00,0.00,0.00,0.06,0.06,0.21,0.01,0.01,Matches
449,Kevin Long,ie IRL,DF,Toronto FC,35-108,1990,21.0,0.00,0.52,0.10,18.2,0.52,0.10,0.00,0.00,9.6,0.00,0.00,0.00,0.05,0.05,0.09,-0.05,-0.05,Matches
450,Matthew Longstaff,eng ENG,"MF,FW",Toronto FC,25-258,2000,10.1,0.00,0.89,0.30,33.3,0.89,0.30,0.00,0.00,20.9,0.00,0.00,0.00,0.05,0.05,0.05,-0.05,-0.05,Matches
451,Matthew Longstaff,eng ENG,MF,CF Montréal,25-258,2000,6.5,0.00,0.46,0.15,33.3,0.46,0.15,0.00,0.00,17.5,0.00,0.00,0.00,0.05,0.05,0.09,-0.05,-0.05,Matches
452,Antino Lopez,us USA,MF,Seattle Sounders,23-197,2002,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
453,Hernán López Muñoz,ar ARG,"MF,FW",SJ Earthquakes,25-088,2000,2.8,0.00,2.86,1.07,37.5,2.86,1.07,0.00,0.00,25.3,0.00,0.00,0.00,0.11,0.11,0.04,-0.11,-0.11,Matches
454,Victor Loturi,ca CAN,MF,CF Montréal,24-197,2001,27.8,0.07,0.43,0.25,58.3,0.43,0.25,0.17,0.29,17.8,0.00,0.00,0.00,0.06,0.06,0.14,0.01,0.01,Matches
455,Evan Louro,us USA,GK,FC Cincinnati,29-319,1996,4.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
456,Daniel Lovitz,us USA,DF,Nashville SC,34-099,1991,30.2,0.07,0.40,0.10,25.0,0.40,0.10,0.17,0.67,19.1,0.00,0.00,0.00,0.02,0.02,0.04,0.05,0.05,Matches
457,Eduard Löwen,de GER,MF,St. Louis,28-310,1997,15.5,0.39,2.52,0.71,28.2,2.51,0.71,0.08,0.27,25.0,0.58,0.19,0.19,0.34,0.19,0.07,0.05,0.01,Matches
458,Hirving Lozano,mx MEX,FW,San Diego FC,30-127,1995,20.3,0.44,4.38,1.23,28.1,4.39,1.23,0.08,0.28,20.5,0.25,0.10,0.10,0.49,0.42,0.10,-0.05,-0.07,Matches
459,Gonzalo Luján,ar ARG,DF,Inter Miami,24-221,2001,19.4,0.00,0.31,0.05,16.7,0.31,0.05,0.00,0.00,13.4,0.00,0.00,0.00,0.01,0.01,0.03,-0.01,-0.01,Matches
460,Jovan Lukić,rs SRB,MF,Philadelphia Union,23-318,2002,29.1,0.07,1.68,0.34,20.4,1.69,0.34,0.04,0.20,23.7,0.00,0.00,0.00,0.08,0.08,0.05,-0.01,-0.01,Matches
461,Diego Luna,us USA,"MF,FW",Real Salt Lake,22-088,2003,25.2,0.36,2.06,0.67,32.7,2.07,0.68,0.13,0.41,19.6,0.24,0.08,0.08,0.25,0.20,0.10,0.10,0.08,Matches
462,Benjamin Lundt,de GER,GK,St. Louis,30-071,1995,9.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
463,Liam MacKenzie,ca CAN,FW,Vancouver W'caps,18-264,2007,0.7,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
464,Lukas MacNaughton,ca CAN,DF,D.C. United,30-271,1995,7.9,0.13,0.76,0.38,50.0,0.76,0.38,0.17,0.33,11.9,0.00,0.00,0.00,0.10,0.10,0.13,0.03,0.03,Matches
465,Jack Maher,us USA,DF,Nashville SC,26-037,1999,28.6,0.00,0.38,0.10,27.3,0.38,0.10,0.00,0.00,10.6,0.00,0.00,0.00,0.02,0.02,0.06,-0.02,-0.02,Matches
466,Olwethu Makhanya,za RSA,DF,Philadelphia Union,21-218,2004,23.9,0.04,0.71,0.13,17.6,0.71,0.13,0.06,0.33,9.0,0.00,0.00,0.00,0.10,0.10,0.14,-0.06,-0.06,Matches
467,Adilson Malanda,fr FRA,DF,Charlotte,24-036,2001,32.2,0.03,0.50,0.03,6.3,0.50,0.03,0.06,1.00,10.5,0.00,0.00,0.00,0.06,0.06,0.12,-0.02,-0.02,Matches
468,Alexis Manyoma,co COL,"FW,MF",Colorado Rapids,22-335,2003,0.5,0.00,4.00,0.00,0.0,4.29,0.00,0.00,,22.1,0.00,0.00,0.00,0.20,0.20,0.05,-0.20,-0.20,Matches
469,J.T. Marcinkowski,us USA,GK,LA Galaxy,28-209,1997,3.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
470,AJ Marcucci,us USA,GK,NY Red Bulls,26-126,1999,2.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
471,Dominik Marczuk,pl POL,DF,FC Cincinnati,22-033,2003,2.4,0.00,0.83,0.00,0.0,0.83,0.00,0.00,,17.4,0.00,0.00,0.00,0.04,0.04,0.05,-0.04,-0.04,Matches
472,Dominik Marczuk,pl POL,FW,Real Salt Lake,22-033,2003,9.6,0.10,1.77,0.52,29.4,1.76,0.52,0.06,0.20,18.8,0.00,0.00,0.00,0.15,0.15,0.08,-0.04,-0.04,Matches
473,Paul Marie,fr FRA,"FW,MF",SJ Earthquakes,30-255,1995,1.1,0.00,3.64,0.91,25.0,3.50,0.87,0.00,0.00,16.5,0.00,0.00,0.00,0.73,0.73,0.19,-0.73,-0.73,Matches
474,Adrián Marín,es ESP,DF,Orlando City,28-329,1997,3.6,0.00,1.11,0.00,0.0,1.10,0.00,0.00,,17.8,0.00,0.00,0.00,0.06,0.06,0.04,-0.06,-0.06,Matches
475,Anthony Markanich,ph PHI,DF,Minnesota Utd,25-343,1999,21.1,0.43,1.42,0.47,33.3,1.42,0.47,0.30,0.90,11.9,0.00,0.00,0.00,0.24,0.24,0.17,0.18,0.18,Matches
476,Idan Markovich,il ISR,FW,Charlotte,21-117,2004,20.1,0.55,2.04,1.00,48.8,2.04,0.99,0.24,0.50,11.0,0.00,0.05,0.05,0.48,0.44,0.22,0.06,0.05,Matches
477,Marlon,br BRA,DF,LAFC,30-088,1995,7.0,0.00,0.14,0.00,0.0,0.14,0.00,0.00,,8.2,0.00,0.00,0.00,0.01,0.01,0.13,-0.01,-0.01,Matches
478,Jahkeele Marshall-Rutty,ca CAN,DF,Charlotte,21-171,2004,20.0,0.00,0.45,0.10,22.2,0.45,0.10,0.00,0.00,23.8,0.00,0.00,0.00,0.01,0.01,0.03,-0.01,-0.01,Matches
479,Jahkeele Marshall-Rutty,ca CAN,"MF,DF",CF Montréal,21-171,2004,2.6,0.00,1.54,0.38,25.0,1.57,0.39,0.00,0.00,20.2,0.00,0.00,0.00,0.08,0.08,0.06,-0.08,-0.08,Matches
480,Alonso Martínez,cr CRC,FW,NYCFC,27-050,1998,27.7,0.61,3.43,1.48,43.2,3.43,1.48,0.13,0.29,16.7,0.00,0.18,0.25,0.75,0.56,0.16,-0.14,-0.12,Matches
481,David Martínez,ve VEN,FW,LAFC,19-300,2006,13.0,0.23,2.77,1.15,41.7,2.77,1.15,0.08,0.20,21.2,0.00,0.00,0.08,0.29,0.23,0.08,-0.06,0.00,Matches
482,Josef Martínez,ve VEN,FW,SJ Earthquakes,32-199,1993,20.8,0.67,2.60,1.63,63.0,2.59,1.63,0.24,0.38,11.5,0.00,0.05,0.05,0.67,0.63,0.25,0.00,-0.01,Matches
483,Thiago Martins,br BRA,DF,NYCFC,30-262,1995,30.0,0.03,0.47,0.20,42.9,0.47,0.20,0.07,0.17,11.4,0.00,0.00,0.00,0.06,0.06,0.13,-0.03,-0.03,Matches
484,Jimmy Maurer,us USA,GK,Houston Dynamo,37-051,1988,1.3,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
485,Eric Maxim Choupo-Moting,cm CMR,FW,NY Red Bulls,36-256,1989,30.6,0.56,1.73,0.95,54.7,1.73,0.95,0.23,0.41,14.9,0.00,0.16,0.20,0.42,0.26,0.15,0.14,0.13,Matches
486,Andreas Maxsø,dk DEN,DF,Colorado Rapids,31-261,1994,32.0,0.03,0.28,0.06,22.2,0.28,0.06,0.11,0.50,10.2,0.00,0.00,0.00,0.04,0.04,0.13,-0.01,-0.01,Matches
