0_Rk,1_Player,2_Nation,3_Pos,4_Squad,5_Age,6_Born,7_90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,30_Matches
322,Victor Griffith,pa PAN,MF,Portland Timbers,22,2000,1.0,43.0,4.00,12.0,29.0,2.00,0.00,43.0,0.00,0.00,,0.00,,17.0,41.0,9.00,0.00,0.00,0.00,1.00,0.00,21.0,0.00,Matches
323,Carlos Gruezo,ec ECU,MF,SJ Earthquakes,27,1995,23.9,48.7,3.39,14.8,30.7,3.72,0.29,48.7,0.63,0.29,46.7,0.21,33.3,26.5,117.8,39.7,0.25,0.42,0.00,0.59,0.46,31.3,0.42,Matches
324,Brian Gutiérrez,us USA,"FW,MF",Chicago Fire,19,2003,26.5,49.1,0.94,6.64,24.6,18.6,3.25,49.1,3.09,1.62,52.4,1.06,34.1,29.6,148.4,83.2,2.15,1.89,0.57,2.64,1.09,35.5,5.47,Matches
325,Cristián Gutiérrez,cl CHI,DF,Toronto FC,25,1997,2.7,57.8,2.59,23.0,21.9,13.0,1.48,57.8,1.48,0.74,50.0,0.74,50.0,31.9,164.1,67.8,1.48,1.85,0.37,0.74,0.37,36.7,4.44,Matches
326,Diego Gutierrez,us USA,"FW,MF",Portland Timbers,23,1999,2.7,41.5,0.37,9.26,17.4,16.3,2.22,41.5,5.19,1.48,28.6,3.33,64.3,25.2,197.0,74.8,2.96,1.48,0.74,3.33,1.48,26.7,6.67,Matches
327,Felipe Gutiérrez,cl CHI,MF,Sporting KC,32,1990,3.3,60.6,0.61,6.97,37.3,16.7,1.52,60.6,0.91,0.91,100.0,0.00,0.0,39.4,202.7,90.3,1.21,1.21,0.00,1.82,1.52,44.5,2.42,Matches
328,Andrew Gutman,us USA,DF,Atlanta Utd,26,1996,15.4,68.0,3.64,20.6,33.2,14.9,2.27,68.0,2.53,1.10,43.6,1.36,53.8,36.1,169.4,102.1,1.75,1.49,0.45,1.17,0.45,41.4,4.16,Matches
329,Andrew Gutman,us USA,DF,Colorado Rapids,26,1996,11.2,52.0,4.73,19.0,19.4,14.6,2.23,52.0,3.21,1.70,52.8,1.43,44.4,26.6,153.9,93.0,2.41,1.70,0.63,1.43,0.36,25.9,3.66,Matches
330,Brad Guzan,us USA,GK,Atlanta Utd,38,1984,27.0,37.3,33.2,37.1,0.11,0.00,0.00,37.3,0.04,0.00,0.0,0.00,0.0,20.3,104.9,58.5,0.00,0.00,0.00,0.04,0.00,17.4,0.00,Matches
331,Justin Haak,us USA,"DF,MF",NYCFC,21,2001,10.1,61.7,6.24,27.4,32.4,2.28,0.20,61.7,0.50,0.40,80.0,0.10,20.0,38.3,179.0,93.6,0.89,0.20,0.10,0.10,0.50,41.9,0.40,Matches
332,Luke Haakenson,us USA,"MF,FW",Nashville SC,25,1997,3.0,36.3,1.33,7.33,15.0,15.0,3.00,36.3,1.33,0.00,0.0,0.67,50.0,22.0,86.7,33.3,0.67,1.00,0.00,1.67,1.33,22.3,5.33,Matches
333,Teenage Hadebe,zw ZIM,DF,Houston Dynamo,27,1995,11.5,67.2,12.4,42.7,23.5,1.13,0.52,67.2,0.17,0.17,100.0,0.00,0.0,40.4,171.6,77.7,0.00,0.00,0.00,0.52,0.17,47.7,0.09,Matches
334,Nick Hagglund,us USA,DF,FC Cincinnati,30,1992,23.9,53.6,6.95,26.8,24.2,2.85,0.88,53.6,0.08,0.04,50.0,0.00,0.0,26.8,124.5,79.6,0.71,0.33,0.00,0.63,0.04,33.2,0.29,Matches
335,Maren Haile-Selassie,ch SUI,"FW,DF",Chicago Fire,23,1999,21.2,41.1,0.99,6.04,15.7,20.1,3.40,41.1,3.25,1.13,34.8,1.98,60.9,25.2,155.0,76.7,2.69,1.65,0.90,1.70,0.80,28.1,8.02,Matches
336,Julian Hall,us USA,FW,NY Red Bulls,14,2008,0.1,40.0,0.00,20.0,20.0,0.00,0.00,40.0,0.00,0.00,,0.00,,30.0,810.0,130.0,0.00,0.00,0.00,20.0,0.00,30.0,0.00,Matches
337,Michael Halliday,us USA,DF,Orlando City,20,2003,9.5,50.2,5.16,19.2,18.0,13.5,2.53,50.2,1.16,0.42,36.4,0.53,45.5,21.8,146.4,63.6,2.00,1.58,0.74,1.16,0.11,24.3,5.89,Matches
338,Bret Halsey,us USA,DF,FC Cincinnati,22,2000,2.6,55.8,1.92,15.4,19.2,21.5,3.85,55.8,1.92,0.00,0.0,1.15,60.0,27.7,156.5,85.8,1.92,0.77,0.77,0.77,0.00,32.3,7.31,Matches
339,Ahmed Hamdi,eg EGY,"MF,FW",CF Montréal,24,1998,5.3,51.7,0.38,9.43,26.0,17.2,3.58,51.7,4.53,1.13,25.0,3.02,66.7,29.2,196.8,96.6,2.45,1.89,1.32,2.45,0.57,31.7,3.02,Matches
340,Yosuke Hanya,jp JPN,"FW,MF",Colorado Rapids,24,1999,0.5,30.0,0.00,0.00,14.0,16.0,4.00,30.0,0.00,0.00,,0.00,,16.0,120.0,42.0,4.00,0.00,0.00,4.00,0.00,20.0,12.0,Matches
341,Ian Harkes,us USA,MF,NE Revolution,27,1995,6.7,55.5,1.34,14.0,30.9,11.0,1.04,55.5,1.64,0.90,54.5,0.45,27.3,29.3,144.6,61.5,0.90,1.34,0.30,1.04,0.30,39.9,2.99,Matches
342,Cameron Harper,us USA,"DF,MF",NY Red Bulls,21,2001,23.9,54.2,1.63,10.3,21.4,23.4,2.85,54.2,4.94,1.92,39.0,2.30,46.6,29.5,222.4,116.1,4.39,2.34,1.26,2.80,0.88,29.6,5.61,Matches
343,Nathan Harriel,us USA,DF,Philadelphia Union,21,2001,18.6,54.4,3.71,15.5,23.3,15.9,1.24,54.4,1.51,0.65,42.9,0.65,42.9,22.7,126.8,58.6,1.61,1.08,0.27,1.18,0.59,25.3,3.66,Matches
344,Calvin Harris,eng ENG,FW,Colorado Rapids,22,2000,10.0,31.2,1.40,5.10,13.5,13.3,3.30,31.2,1.60,0.30,18.8,1.10,68.8,20.4,199.4,112.0,5.10,1.90,2.10,2.50,0.70,20.3,6.30,Matches
345,Thomas Hasal,ca CAN,GK,Vancouver W'caps,23,1999,1.0,45.0,37.0,45.0,0.00,0.00,0.00,45.0,0.00,0.00,,0.00,,24.0,131.0,77.0,0.00,0.00,0.00,0.00,0.00,21.0,0.00,Matches
346,Héber,br BRA,"FW,MF",Seattle Sounders,31,1991,11.8,34.2,0.34,1.61,15.3,17.2,5.42,34.2,0.76,0.34,44.4,0.34,44.4,18.9,69.1,22.5,0.68,0.42,0.25,1.53,0.68,27.7,5.93,Matches
347,Matt Hedges,us USA,DF,Toronto FC,32,1990,11.9,63.0,8.91,35.2,27.1,1.01,0.67,63.0,0.00,0.00,,0.00,,32.7,154.6,99.0,0.25,0.08,0.00,0.25,0.34,41.0,0.00,Matches
348,Matt Hedges,us USA,DF,Austin,32,1990,3.4,61.5,7.35,35.3,24.4,2.06,1.47,61.5,0.29,0.29,100.0,0.00,0.0,36.2,130.6,63.2,0.00,0.29,0.00,0.59,0.00,41.2,0.29,Matches
349,Chris Hegardt,us USA,"FW,MF",Charlotte,21,2002,0.6,61.7,0.00,3.33,26.7,31.7,5.00,61.7,1.67,0.00,0.0,1.67,100.0,35.0,146.7,20.0,0.00,0.00,0.00,1.67,1.67,40.0,5.00,Matches
350,Fabian Herbers,de GER,"MF,FW",Chicago Fire,29,1993,21.9,52.1,1.46,9.63,28.0,14.9,2.24,52.1,1.51,0.82,54.5,0.50,33.3,30.1,155.6,72.8,2.24,1.64,0.37,1.64,0.78,35.2,4.38,Matches
351,Felipe Hernandez,us USA,MF,Sporting KC,24,1998,3.6,44.4,0.28,5.28,21.9,18.1,1.94,44.4,1.67,0.56,33.3,0.83,50.0,25.8,160.8,49.7,1.94,1.39,0.56,3.61,1.39,25.3,4.44,Matches
352,Javier Hernández,mx MEX,FW,LA Galaxy,34,1988,7.6,31.4,0.26,1.18,12.4,18.2,5.26,31.4,2.24,1.18,52.9,0.92,41.2,21.3,85.3,25.4,0.79,1.18,0.53,1.71,1.32,26.8,8.03,Matches
353,Ronald Hernández,ve VEN,DF,Atlanta Utd,25,1997,7.8,62.3,3.46,19.7,30.8,12.4,1.15,62.3,1.28,1.03,80.0,0.13,10.0,37.7,174.1,88.5,1.28,0.77,0.00,1.28,0.26,39.7,3.33,Matches
354,Aaron Herrera,gt GUA,"DF,MF",CF Montréal,25,1997,15.6,58.8,3.33,17.6,25.9,16.1,0.96,58.8,1.54,0.77,50.0,0.58,37.5,32.2,176.9,81.0,1.86,1.54,0.19,1.22,1.03,35.3,4.10,Matches
355,Héctor Herrera,mx MEX,MF,Houston Dynamo,32,1990,28.1,91.2,1.60,18.0,49.2,25.1,2.46,91.2,2.78,2.03,73.1,0.60,21.8,53.7,257.8,133.2,2.10,1.78,0.46,1.81,1.17,65.7,3.24,Matches
356,Bode Hidalgo,us USA,DF,Real Salt Lake,20,2002,13.1,67.2,2.44,17.2,32.7,17.7,1.07,67.2,2.06,0.99,48.1,0.99,48.1,34.5,163.9,85.2,2.37,1.76,0.31,0.99,0.53,41.6,4.35,Matches
357,Kyle Hiebert,ca CAN,DF,St. Louis,25,1997,23.6,50.7,5.68,24.7,21.0,5.38,0.85,50.7,0.21,0.08,40.0,0.08,40.0,20.3,93.5,47.3,0.59,0.47,0.00,0.42,0.25,22.8,0.81,Matches
358,Brendan Hines-Ike,us USA,DF,D.C. United,28,1994,10.4,42.8,7.31,23.6,17.9,1.54,0.58,42.8,0.19,0.10,50.0,0.10,50.0,21.3,113.8,64.2,0.48,0.10,0.00,0.10,0.10,23.9,0.29,Matches
359,Bongokuhle Hlongwane,za RSA,FW,Minnesota Utd,22,2000,27.6,45.8,1.30,6.99,16.7,22.8,6.05,45.8,4.28,1.96,45.8,2.21,51.7,28.2,170.3,87.6,2.68,1.59,1.01,2.93,1.96,30.0,8.15,Matches
360,Junior Hoilett,ca CAN,"FW,MF",Vancouver W'caps,32,1990,2.6,41.5,0.77,3.85,16.5,21.9,3.46,41.5,1.54,1.54,100.0,0.00,0.0,23.8,96.9,39.6,1.92,0.38,0.77,1.54,1.54,26.2,7.69,Matches
361,Ryan Hollingshead,us USA,DF,LAFC,31,1991,26.1,64.9,3.37,19.3,31.5,14.6,2.22,64.9,1.46,0.80,55.3,0.61,42.1,33.4,191.3,106.5,2.15,1.11,0.38,1.07,0.65,35.9,3.37,Matches
362,Erik Holt,us USA,DF,Real Salt Lake,26,1996,0.6,83.3,6.67,58.3,23.3,1.67,0.00,83.3,0.00,0.00,,0.00,,41.7,206.7,98.3,0.00,0.00,0.00,0.00,1.67,63.3,0.00,Matches
363,Jackson Hopkins,us USA,MF,D.C. United,18,2004,2.2,45.9,0.91,7.73,21.4,17.7,3.18,45.9,2.27,0.45,20.0,1.82,80.0,29.5,179.5,70.9,0.91,1.82,0.91,1.36,1.36,30.9,5.45,Matches
364,Matthew Hoppe,us USA,"FW,MF",SJ Earthquakes,21,2001,4.7,39.4,0.85,5.11,15.5,20.2,5.53,39.4,3.83,1.28,33.3,2.55,66.7,25.3,169.1,77.7,2.98,1.49,0.85,2.13,1.49,27.7,8.51,Matches
365,Keegan Hughes,us USA,DF,Columbus Crew,22,2000,0.0,1,0,0,1,0,0,1,0,0,,0,,1,5,5,0,0,0,0,0,1,0,Matches
366,Erik Hurtado,us USA,"FW,MF",D.C. United,32,1990,3.0,28.3,0.67,1.00,7.00,20.3,8.33,28.3,1.00,0.00,0.0,1.00,100.0,15.3,58.0,27.7,1.67,1.00,1.67,4.00,1.33,20.3,6.67,Matches
367,Franco Ibarra,ar ARG,MF,Toronto FC,21,2001,4.9,57.1,2.86,16.7,35.7,5.10,0.00,57.1,2.04,1.02,50.0,1.02,50.0,35.9,145.9,61.4,0.41,1.02,0.00,0.82,2.04,42.7,1.02,Matches
368,Franco Ibarra,ar ARG,MF,Atlanta Utd,21,2001,14.2,63.3,3.03,16.6,39.8,7.18,0.42,63.3,1.55,0.92,59.1,0.35,22.7,36.1,129.4,59.2,0.77,0.85,0.00,1.48,0.28,40.2,0.49,Matches
369,Sebastien Ibeagha,us USA,DF,FC Dallas,31,1992,26.5,60.1,9.62,35.8,22.8,1.55,0.87,60.1,0.26,0.15,57.1,0.08,28.6,33.4,123.1,66.0,0.34,0.11,0.04,0.42,0.04,38.7,0.19,Matches
370,Aliyu Ibrahim,ng NGA,FW,Houston Dynamo,21,2002,13.4,31.4,0.22,3.28,12.6,15.9,4.85,31.4,2.09,1.04,50.0,0.90,42.9,20.4,109.2,56.3,2.24,1.19,1.12,3.81,2.16,22.7,7.24,Matches
371,Sunusi Ibrahim,ng NGA,"FW,MF",CF Montréal,20,2002,13.0,31.3,0.15,1.69,13.2,16.8,3.92,31.3,1.85,0.85,45.8,0.92,50.0,19.5,112.7,53.9,2.00,1.54,0.62,2.62,1.46,25.0,7.77,Matches
372,Tega Ikoba,us USA,FW,Portland Timbers,19,2003,1.0,33.0,0.00,0.00,14.0,19.0,6.00,33.0,0.00,0.00,,0.00,,22.0,72.0,43.0,2.00,1.00,1.00,5.00,4.00,27.0,4.00,Matches
373,Mitja Ilenič,si SVN,DF,NYCFC,18,2004,13.2,55.2,3.33,17.4,23.2,14.8,1.97,55.2,1.74,0.83,47.8,0.68,39.1,27.4,134.3,70.3,1.36,1.06,0.30,1.29,0.45,32.8,6.14,Matches
374,Ilias Iliadis,gr GRE,"DF,MF",CF Montréal,21,2001,2.8,53.9,1.07,13.2,26.8,13.9,0.71,53.9,1.07,0.36,33.3,0.71,66.7,25.0,122.1,46.1,1.07,0.36,0.36,1.07,0.00,30.7,3.57,Matches
375,Marko Ilić,rs SRB,GK,Colorado Rapids,24,1998,13.0,32.0,29.2,32.0,0.00,0.00,0.00,32.0,0.08,0.08,100.0,0.00,0.0,13.6,57.9,32.9,0.00,0.00,0.00,0.00,0.00,12.1,0.00,Matches
376,Asier Illarramendi,es ESP,MF,FC Dallas,32,1990,7.7,85.8,3.25,19.6,51.9,15.1,0.13,85.8,0.78,0.52,66.7,0.26,33.3,51.2,244.0,127.8,1.82,2.08,0.13,0.91,0.65,61.0,1.43,Matches
377,Lorenzo Insigne,it ITA,"FW,MF",Toronto FC,31,1991,16.9,74.6,0.77,9.88,35.9,29.9,3.73,74.6,6.09,2.54,41.7,3.14,51.5,53.0,341.1,177.0,4.62,3.79,1.66,2.37,1.07,59.1,8.22,Matches
378,Clint Irwin,us USA,GK,Minnesota Utd,33,1989,4.0,33.0,31.0,33.0,0.00,0.00,0.00,33.0,0.00,0.00,,0.00,,14.8,100.3,72.3,0.00,0.00,0.00,0.00,0.00,7.75,0.00,Matches
379,Aljaž Ivačič,si SVN,GK,Portland Timbers,29,1993,15.0,34.2,28.7,33.9,0.27,0.00,0.00,34.2,0.00,0.00,,0.00,,15.5,81.2,53.9,0.00,0.00,0.00,0.00,0.00,10.8,0.00,Matches
380,Emmanuel Iwe,us USA,FW,Minnesota Utd,22,2000,0.6,31.7,0.00,3.33,5.00,26.7,11.7,31.7,11.7,10.0,85.7,1.67,14.3,25.0,241.7,205.0,11.7,8.33,6.67,1.67,0.00,26.7,11.7,Matches
381,Ousman Jabang,us USA,DF,CF Montréal,21,2001,0.9,64.4,5.56,30.0,31.1,4.44,1.11,64.4,4.44,2.22,50.0,1.11,25.0,40.0,198.9,111.1,1.11,0.00,0.00,2.22,0.00,40.0,0.00,Matches
382,Aziel Jackson,us USA,"MF,FW",St. Louis,21,2001,12.4,44.5,0.65,5.32,16.9,23.1,3.71,44.5,3.47,1.61,46.5,1.37,39.5,27.1,176.0,80.5,2.26,1.53,1.21,3.95,2.02,29.6,5.56,Matches
383,Jacob Jackson,us USA,GK,NE Revolution,22,2000,2.0,33.5,31.0,33.5,0.00,0.00,0.00,33.5,0.00,0.00,,0.00,,18.0,110.0,68.5,0.00,0.00,0.00,0.50,0.00,12.0,0.00,Matches
384,Bertin Jacquesson,fr FRA,"FW,MF",Real Salt Lake,22,2001,4.0,29.3,0.50,2.00,9.00,18.5,3.50,29.3,3.00,1.00,33.3,1.25,41.7,15.5,93.3,29.3,1.75,1.00,0.25,2.50,1.00,19.5,5.75,Matches
385,Eldin Jakupović,ch SUI,GK,LAFC,38,1984,2.0,23.5,22.5,23.5,0.00,0.00,0.00,23.5,0.00,0.00,,0.00,,16.0,68.0,46.0,0.00,0.00,0.00,0.00,0.00,12.5,0.00,Matches
386,Robin Jansson,se SWE,DF,Orlando City,31,1991,32.0,57.4,8.53,33.1,23.5,1.06,0.38,57.4,0.41,0.31,76.9,0.06,15.4,33.7,157.0,81.3,0.22,0.22,0.03,0.34,0.19,38.0,0.09,Matches
387,Andres Jasson,us USA,FW,NYCFC,21,2002,9.0,41.2,0.67,4.78,16.4,20.3,4.67,41.2,4.89,1.00,20.5,2.67,54.5,27.1,169.1,78.8,3.44,1.56,1.44,3.11,2.00,28.2,8.78,Matches
388,Mohanad Jeahze,iq IRQ,DF,D.C. United,25,1997,4.0,58.0,1.00,13.0,28.0,17.3,1.25,58.0,0.75,0.75,100.0,0.00,0.0,29.0,121.8,60.8,1.75,1.25,0.50,1.50,0.25,33.0,3.25,Matches
389,Corentin Jean,fr FRA,"FW,MF",Inter Miami,27,1995,9.2,46.2,0.98,6.52,18.7,21.6,2.07,46.2,2.17,0.54,25.0,1.09,50.0,28.4,127.9,63.7,2.28,0.98,0.22,1.09,1.20,33.6,6.20,Matches
390,Isak Jensen,dk DEN,"MF,FW",St. Louis,19,2003,1.6,51.3,0.63,10.0,17.5,24.4,3.13,51.3,4.38,1.88,42.9,1.25,28.6,32.5,197.5,113.1,6.25,1.88,1.25,2.50,1.88,34.4,3.13,Matches
391,Hector Jiménez,us USA,MF,Austin,34,1988,0.6,43.3,0.00,8.33,20.0,15.0,5.00,43.3,3.33,0.00,0.0,3.33,100.0,26.7,128.3,48.3,1.67,0.00,0.00,1.67,1.67,28.3,5.00,Matches
392,Jesús Jiménez,es ESP,"FW,MF",FC Dallas,29,1993,7.6,35.8,0.79,3.03,19.5,13.8,5.39,35.8,3.03,1.18,39.1,1.58,52.2,16.4,81.8,39.6,1.84,0.53,1.05,2.76,0.92,24.2,5.39,Matches
393,Stiven Jimenez,us USA,FW,FC Cincinnati,15,2007,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches
394,Levonte Johnson,ca CAN,"FW,DF",Vancouver W'caps,23,1999,2.2,37.3,1.36,8.18,8.18,21.8,5.00,37.3,4.09,2.73,66.7,0.45,11.1,22.7,211.8,131.8,4.09,3.18,3.18,1.36,0.45,26.8,10.0,Matches
395,Sean Johnson,us USA,GK,Toronto FC,33,1989,20.0,34.7,30.4,34.5,0.15,0.00,0.00,34.7,0.00,0.00,,0.00,,16.5,80.9,51.3,0.00,0.00,0.00,0.05,0.00,13.2,0.00,Matches
396,DeJuan Jones,us USA,DF,NE Revolution,25,1997,24.1,73.1,3.65,22.7,33.2,18.0,1.87,73.1,2.90,1.45,50.0,1.16,40.0,41.7,254.6,130.9,3.53,2.41,0.79,1.08,1.20,43.4,5.44,Matches
397,Derrick Jones,us USA,"MF,DF",Charlotte,25,1997,20.5,47.2,3.32,14.5,26.6,6.44,1.41,47.2,2.05,1.12,54.8,0.63,31.0,25.3,123.3,53.3,0.73,0.73,0.10,0.83,0.54,29.7,1.37,Matches
398,Juan José Sánchez,mx MEX,DF,Atlanta Utd,25,1998,23.7,69.7,10.8,40.6,27.8,1.69,1.18,69.7,0.13,0.08,66.7,0.04,33.3,42.7,191.0,100.4,0.08,0.17,0.04,0.30,0.04,46.8,0.04,Matches
399,Dejan Joveljić,rs SRB,FW,LA Galaxy,23,1999,18.1,31.5,0.72,1.55,14.0,16.2,5.58,31.5,1.60,0.77,48.3,0.66,41.4,16.9,74.7,33.6,1.38,0.61,0.66,2.15,1.33,23.8,6.57,Matches
400,Kamil Jóźwiak,pl POL,"FW,MF",Charlotte,24,1998,15.3,48.4,1.18,6.08,22.1,21.0,3.14,48.4,3.33,1.76,52.9,1.37,41.2,27.2,179.6,87.9,3.40,2.42,1.24,1.50,0.92,34.1,7.45,Matches
401,Preston Judd,us USA,FW,LA Galaxy,23,1999,7.1,22.4,1.41,2.11,6.90,13.4,6.48,22.4,2.11,0.99,46.7,0.85,40.0,14.5,84.1,46.6,2.54,0.85,1.55,2.39,0.70,17.0,7.46,Matches
402,Judson,br BRA,MF,SJ Earthquakes,29,1993,5.2,55.6,3.27,16.3,35.2,4.23,0.00,55.6,1.15,0.96,83.3,0.19,16.7,28.3,96.3,19.6,0.38,0.19,0.00,0.77,0.19,32.9,0.58,Matches
403,Anderson Julio,ec ECU,FW,Real Salt Lake,26,1996,12.8,24.8,0.94,2.19,8.44,14.7,5.70,24.8,3.28,1.41,42.9,1.56,47.6,15.2,123.3,58.1,2.50,1.09,1.72,2.34,1.25,16.1,6.33,Matches
404,Juninho,br BRA,MF,Orlando City,22,2001,0.0,6,0,0,5,1,0,6,0,0,,0,,4,26,24,0,0,0,0,0,3,0,Matches
405,Sam Junqua,us USA,"DF,MF",FC Dallas,26,1996,11.4,56.3,2.63,18.2,23.5,14.8,2.19,56.3,1.40,0.88,62.5,0.53,37.5,27.7,114.8,58.6,1.49,1.05,0.53,1.40,0.88,35.1,5.53,Matches
406,Kristijan Kahlina,hr CRO,GK,Charlotte,30,1992,24.0,43.4,33.8,43.2,0.21,0.00,0.00,43.4,0.00,0.00,,0.00,,26.2,125.5,77.2,0.00,0.00,0.00,0.00,0.00,23.0,0.00,Matches
407,Brent Kallman,us USA,"DF,FW",Minnesota Utd,32,1990,2.2,54.5,10.5,37.7,16.8,0.00,0.00,54.5,0.00,0.00,,0.00,,35.9,176.8,75.9,0.00,0.00,0.00,0.45,0.00,36.8,0.00,Matches
408,Kei Kamara,sl SLE,FW,Chicago Fire,38,1984,16.9,36.4,2.13,3.20,18.3,15.4,5.03,36.4,1.72,0.95,55.2,0.71,41.4,19.5,100.6,41.0,1.66,0.71,0.53,1.89,1.95,28.1,6.15,Matches
409,Bernard Kamungo,us USA,"FW,MF",FC Dallas,21,2002,5.6,32.9,0.89,5.54,11.6,16.3,4.29,32.9,2.32,0.89,38.5,1.25,53.8,21.8,145.0,86.8,3.93,1.07,1.96,1.79,1.43,21.4,7.32,Matches
410,Alec Kann,us USA,GK,FC Cincinnati,32,1990,1.0,31.0,27.0,31.0,0.00,0.00,0.00,31.0,0.00,0.00,,0.00,,14.0,55.0,26.0,0.00,0.00,0.00,0.00,0.00,10.0,0.00,Matches
411,Ercan Kara,at AUT,FW,Orlando City,27,1996,9.4,23.7,1.49,2.02,12.7,9.26,4.57,23.7,1.28,0.32,25.0,0.74,58.3,11.3,51.4,21.4,0.85,0.21,0.11,2.45,0.64,17.2,3.83,Matches
412,Ibrahim Kasule,ug UGA,MF,NY Red Bulls,18,2004,0.3,43.3,6.67,6.67,26.7,10.0,3.33,43.3,0.00,0.00,,0.00,,33.3,66.7,6.67,0.00,0.00,0.00,10.0,6.67,36.7,3.33,Matches
413,Mark-Anthony Kaye,ca CAN,MF,Toronto FC,28,1994,20.4,71.1,3.09,20.2,41.5,10.2,0.64,71.1,1.62,0.69,42.4,0.74,45.5,41.9,174.1,79.9,0.74,0.78,0.15,1.72,1.27,49.5,1.42,Matches
414,Mark-Anthony Kaye,ca CAN,MF,NE Revolution,28,1994,8.7,64.8,4.14,18.5,39.2,8.05,0.69,64.8,0.69,0.23,33.3,0.34,50.0,36.4,161.6,74.9,0.57,0.80,0.11,1.49,0.92,40.1,1.38,Matches
415,Axel Kei,us USA,FW,Real Salt Lake,15,2007,0.1,30.0,0.00,0.00,0.00,30.0,20.0,30.0,0.00,0.00,,0.00,,10.0,140.0,110.0,0.00,0.00,0.00,0.00,0.00,10.0,10.0,Matches
416,Kipp Keller,us USA,DF,Austin,22,2000,4.9,65.1,5.71,39.2,24.9,1.63,1.22,65.1,0.20,0.20,100.0,0.00,0.0,42.0,204.7,95.5,0.41,0.00,0.00,1.22,0.00,51.0,0.00,Matches
417,Deandre Kerr,ca CAN,"FW,MF",Toronto FC,20,2002,13.5,26.6,0.52,2.89,12.4,11.4,3.11,26.6,2.44,1.04,42.4,1.04,42.4,17.1,103.3,44.1,1.41,0.81,0.59,2.30,1.26,20.5,5.93,Matches
418,Henry Kessler,us USA,DF,NE Revolution,24,1998,7.7,63.5,8.18,35.3,27.3,1.30,0.78,63.5,0.26,0.26,100.0,0.00,0.0,35.3,198.3,112.3,0.39,0.00,0.13,0.26,0.00,41.4,0.00,Matches
419,Benjamin Kikanovic,us USA,"FW,MF",SJ Earthquakes,23,2000,7.8,38.5,1.28,6.92,17.6,14.9,3.33,38.5,2.82,1.03,36.4,1.41,50.0,24.0,184.2,70.5,2.69,2.44,0.51,3.21,1.28,28.2,5.00,Matches
420,Gadi Kinda,il ISR,MF,Sporting KC,28,1994,9.3,60.6,0.54,7.63,30.2,24.2,3.33,60.6,4.62,2.04,44.2,1.51,32.6,43.7,269.9,123.0,3.01,2.69,0.97,2.37,1.61,48.4,4.84,Matches
421,Sota Kitahara,us USA,DF,Seattle Sounders,20,2003,0.0,7,0,0,4,3,0,7,0,0,,0,,1,3,1,0,0,0,0,0,2,0,Matches
422,Klauss,br BRA,FW,St. Louis,25,1997,14.6,38.8,1.71,3.77,15.5,19.9,5.62,38.8,2.05,0.89,43.3,1.10,53.3,17.4,79.2,30.7,1.03,0.62,0.75,2.33,1.10,26.3,6.44,Matches
423,John Klein,us USA,MF,St. Louis,23,1999,0.3,60.0,0.00,6.67,33.3,20.0,6.67,60.0,0.00,0.00,,0.00,,33.3,103.3,40.0,3.33,0.00,0.00,0.00,3.33,33.3,3.33,Matches
424,Mateusz Klich,pl POL,"MF,FW",D.C. United,32,1990,30.2,64.0,1.13,9.40,30.6,24.5,1.75,64.0,1.19,0.73,61.1,0.43,36.1,33.4,167.8,64.2,1.42,1.32,0.20,1.46,1.16,41.8,4.34,Matches
425,Jonathan Klinsmann,us USA,GK,LA Galaxy,25,1997,9.2,28.3,25.4,28.2,0.11,0.00,0.00,28.3,0.00,0.00,,0.00,,14.1,82.1,55.4,0.00,0.00,0.00,0.00,0.00,9.78,0.00,Matches
426,Žan Kolmanič,si SVN,DF,Austin,22,2000,4.7,77.2,3.62,25.3,37.2,14.9,0.85,77.2,1.70,1.06,62.5,0.64,37.5,46.0,251.5,151.1,4.04,2.55,0.64,1.06,0.00,47.7,3.83,Matches
427,Amet Korca,us USA,DF,FC Dallas,22,2000,1.7,38.2,2.35,17.6,19.4,1.76,0.00,38.2,0.59,0.59,100.0,0.00,0.0,20.6,54.1,36.5,0.00,0.00,0.00,1.18,0.00,22.4,0.00,Matches
428,Georgios Koutsias,gr GRE,"FW,MF",Chicago Fire,18,2004,11.3,31.0,1.42,5.31,15.0,11.2,3.19,31.0,3.89,2.30,59.1,1.24,31.8,18.1,128.3,54.3,2.48,0.80,1.33,2.65,1.42,22.1,5.93,Matches
429,Sebastian Kowalczyk,pl POL,"FW,MF",Houston Dynamo,24,1998,3.9,44.4,0.51,3.85,21.0,20.3,2.31,44.4,1.54,1.03,66.7,0.51,33.3,26.2,133.6,59.5,1.54,1.03,0.00,2.56,0.26,37.2,5.90,Matches
