0_Rk,1_Player,2_Nation,3_Pos,4_Squad,5_Age,6_Born,7_90s,Yellow CardsYellow Cards,Red CardsRed Cards,Second Yellow CardSecond Yellow Card,Fouls CommittedFouls Committed,Fouls DrawnFouls Drawn,OffsidesOffsides,CrossesCrosses,InterceptionsInterceptions,Tackles WonTackles in which the tackler's team won possession of the ball,Penalty Kicks WonPenalty Kicks Won,Penalty Kicks ConcededPenalty Kicks Conceded,Own GoalsOwn Goals,Ball RecoveriesNumber of loose balls recovered,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,24_Matches
392,Jesús Jiménez,es ESP,"FW,MF",FC Dallas,29,1993,7.6,0.13,0.00,0.00,1.05,0.66,0.39,0.53,0.26,0.53,0.00,0.00,0.00,3.42,0.92,2.50,26.9,Matches
393,Stiven Jimenez,us USA,FW,FC Cincinnati,15,2007,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,Matches
394,Levonte Johnson,ca CAN,"FW,DF",Vancouver W'caps,23,1999,2.2,0.00,0.00,0.00,0.00,1.36,0.00,3.18,0.45,1.36,0.00,0.00,0.00,5.45,0.91,1.36,40.0,Matches
395,Sean Johnson,us USA,GK,Toronto FC,33,1989,20.0,0.05,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.90,0.20,0.00,100.0,Matches
396,DeJuan Jones,us USA,DF,NE Revolution,25,1997,24.1,0.12,0.00,0.00,0.91,0.95,0.04,2.32,1.29,0.95,0.00,0.00,0.00,6.85,0.46,0.58,44.0,Matches
397,Derrick Jones,us USA,"MF,DF",Charlotte,25,1997,20.5,0.54,0.00,0.00,1.32,1.51,0.05,0.10,1.32,1.17,0.00,0.05,0.00,7.02,1.27,1.07,54.2,Matches
398,Juan José Sánchez,mx MEX,DF,Atlanta Utd,25,1998,23.7,0.17,0.00,0.00,1.35,0.42,0.21,0.00,1.56,0.59,0.00,0.04,0.04,5.11,2.57,1.69,60.4,Matches
399,Dejan Joveljić,rs SRB,FW,LA Galaxy,23,1999,18.1,0.17,0.00,0.00,1.16,1.10,0.44,0.28,0.17,0.33,0.00,0.00,0.00,2.04,1.55,1.82,45.9,Matches
400,Kamil Jóźwiak,pl POL,"FW,MF",Charlotte,24,1998,15.3,0.33,0.00,0.00,2.09,1.18,0.13,2.75,0.52,1.63,0.13,0.00,0.00,4.90,1.31,1.50,46.5,Matches
401,Preston Judd,us USA,FW,LA Galaxy,23,1999,7.1,0.28,0.00,0.00,1.55,1.55,0.14,0.14,0.14,0.14,0.00,0.00,0.00,1.13,1.13,0.85,57.1,Matches
402,Judson,br BRA,MF,SJ Earthquakes,29,1993,5.2,1.15,0.19,0.19,2.31,0.77,0.00,0.00,2.12,3.08,0.00,0.00,0.00,5.77,0.58,0.77,42.9,Matches
403,Anderson Julio,ec ECU,FW,Real Salt Lake,26,1996,12.8,0.23,0.00,0.00,1.17,0.39,2.11,0.47,0.16,0.47,0.00,0.00,0.00,2.81,1.33,2.27,37.0,Matches
404,Juninho,br BRA,MF,Orlando City,22,2001,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,Matches
405,Sam Junqua,us USA,"DF,MF",FC Dallas,26,1996,11.4,0.00,0.00,0.00,1.67,0.61,0.09,1.75,0.96,1.05,0.00,0.09,0.09,3.77,2.37,2.11,52.9,Matches
406,Kristijan Kahlina,hr CRO,GK,Charlotte,30,1992,24.0,0.08,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.04,0.00,0.00,0.04,1.75,0.13,0.00,100.0,Matches
407,Brent Kallman,us USA,"DF,FW",Minnesota Utd,32,1990,2.2,0.00,0.00,0.00,0.45,1.36,0.00,0.00,0.00,0.91,0.00,0.00,0.00,2.73,3.64,0.45,88.9,Matches
408,Kei Kamara,sl SLE,FW,Chicago Fire,38,1984,16.9,0.18,0.06,0.06,0.95,0.95,0.47,1.24,0.24,0.06,0.00,0.00,0.00,2.07,4.79,2.96,61.8,Matches
409,Bernard Kamungo,us USA,"FW,MF",FC Dallas,21,2002,5.6,0.00,0.00,0.00,1.79,1.43,0.00,0.54,0.54,0.89,0.00,0.00,0.00,4.46,1.07,2.50,30.0,Matches
410,Alec Kann,us USA,GK,FC Cincinnati,32,1990,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,,Matches
411,Ercan Kara,at AUT,FW,Orlando City,27,1996,9.4,0.11,0.00,0.00,2.02,1.38,0.96,0.00,0.21,0.21,0.00,0.00,0.00,1.38,2.77,3.19,46.4,Matches
412,Ibrahim Kasule,ug UGA,MF,NY Red Bulls,18,2004,0.3,0.00,0.00,0.00,0.00,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.33,0.00,3.33,0.0,Matches
413,Mark-Anthony Kaye,ca CAN,MF,Toronto FC,28,1994,20.4,0.20,0.00,0.00,1.62,1.42,0.05,0.25,1.37,2.65,0.00,0.00,0.00,7.99,1.32,0.69,65.9,Matches
414,Mark-Anthony Kaye,ca CAN,MF,NE Revolution,28,1994,8.7,0.11,0.00,0.00,1.26,1.03,0.23,0.00,1.26,1.84,0.00,0.00,0.00,7.93,1.15,0.57,66.7,Matches
415,Axel Kei,us USA,FW,Real Salt Lake,15,2007,0.1,0.00,0.00,0.00,0.00,0.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.0,Matches
416,Kipp Keller,us USA,DF,Austin,22,2000,4.9,0.00,0.00,0.00,0.00,0.61,0.00,0.00,0.00,0.20,0.00,0.00,0.00,3.47,1.63,1.43,53.3,Matches
417,Deandre Kerr,ca CAN,"FW,MF",Toronto FC,20,2002,13.5,0.00,0.00,0.00,1.04,2.07,0.15,0.44,0.30,0.59,0.00,0.00,0.00,2.00,1.56,2.89,35.0,Matches
418,Henry Kessler,us USA,DF,NE Revolution,24,1998,7.7,0.13,0.00,0.00,1.04,0.26,0.13,0.00,0.65,1.69,0.00,0.00,0.00,6.10,2.34,1.69,58.1,Matches
419,Benjamin Kikanovic,us USA,"FW,MF",SJ Earthquakes,23,2000,7.8,0.26,0.00,0.00,0.90,2.31,0.38,0.90,1.03,0.64,0.00,0.00,0.00,3.85,3.21,2.44,56.8,Matches
420,Gadi Kinda,il ISR,MF,Sporting KC,28,1994,9.3,0.32,0.00,0.00,1.72,3.12,0.11,3.33,0.43,1.18,0.22,0.00,0.00,4.30,0.22,0.54,28.6,Matches
421,Sota Kitahara,us USA,DF,Seattle Sounders,20,2003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
422,Klauss,br BRA,FW,St. Louis,25,1997,14.6,0.07,0.00,0.00,2.12,1.23,0.27,0.62,0.48,0.48,0.00,0.00,0.00,2.95,2.74,2.47,52.6,Matches
423,John Klein,us USA,MF,St. Louis,23,1999,0.3,0.00,0.00,0.00,3.33,3.33,0.00,0.00,3.33,6.67,0.00,0.00,0.00,6.67,0.00,3.33,0.0,Matches
424,Mateusz Klich,pl POL,"MF,FW",D.C. United,32,1990,30.2,0.36,0.03,0.03,1.36,0.99,0.26,6.09,0.46,1.19,0.00,0.00,0.00,5.96,0.17,0.23,41.7,Matches
425,Jonathan Klinsmann,us USA,GK,LA Galaxy,25,1997,9.2,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.41,0.22,0.00,100.0,Matches
426,Žan Kolmanič,si SVN,DF,Austin,22,2000,4.7,0.00,0.00,0.00,0.43,1.06,0.21,4.04,1.28,2.34,0.00,0.00,0.00,5.74,0.43,1.70,20.0,Matches
427,Amet Korca,us USA,DF,FC Dallas,22,2000,1.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.35,0.00,0.00,0.00,0.00,2.94,0.00,0.59,0.0,Matches
428,Georgios Koutsias,gr GRE,"FW,MF",Chicago Fire,18,2004,11.3,0.35,0.00,0.00,1.42,0.97,1.15,0.18,0.27,0.18,0.00,0.00,0.00,3.19,1.59,1.86,46.2,Matches
429,Sebastian Kowalczyk,pl POL,"FW,MF",Houston Dynamo,24,1998,3.9,0.26,0.00,0.00,2.31,2.31,0.26,1.28,0.51,0.51,0.00,0.26,0.00,2.82,0.00,0.51,0.0,Matches
430,Filip Krastev,bg BUL,MF,LAFC,21,2001,1.8,0.00,0.00,0.00,1.67,1.67,0.00,0.56,0.56,1.67,0.00,0.00,0.00,5.56,1.67,0.00,100.0,Matches
431,Damir Kreilach,hr CRO,"FW,MF",Real Salt Lake,33,1989,14.6,0.21,0.00,0.00,0.82,1.85,1.44,0.41,0.14,0.07,0.00,0.07,0.00,2.19,2.33,2.19,51.5,Matches
432,Serhiy Kryvtsov,ua UKR,DF,Inter Miami,31,1991,23.5,0.21,0.00,0.00,0.85,0.47,0.00,0.09,1.32,0.47,0.00,0.00,0.00,4.38,1.06,1.19,47.2,Matches
433,Theodore Ku-Dipietro,us USA,"FW,MF",D.C. United,21,2002,13.0,0.00,0.00,0.00,1.08,1.08,0.08,1.38,0.46,0.92,0.00,0.00,0.00,4.38,0.77,0.85,47.6,Matches
434,Yuya Kubo,jp JPN,"MF,FW",FC Cincinnati,29,1993,11.9,0.17,0.00,0.00,1.85,1.85,0.17,1.09,0.84,1.01,0.00,0.00,0.00,5.80,0.67,0.42,61.5,Matches
435,Jojea Kwizera,rw RWA,DF,CF Montréal,24,1999,1.5,0.67,0.00,0.00,3.33,1.33,0.00,6.00,0.67,0.67,0.00,0.00,0.00,8.00,0.00,3.33,0.0,Matches
436,Mathías Laborda,uy URU,DF,Vancouver W'caps,23,1999,17.1,0.47,0.06,0.06,1.35,0.41,0.12,1.40,1.35,1.35,0.00,0.00,0.00,4.97,2.40,1.17,67.2,Matches
437,Kevon Lambert,jm JAM,DF,Real Salt Lake,25,1997,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.33,0.00,0.00,0.00,0.00,6.67,3.33,0.00,100.0,Matches
438,Lassi Lappalainen,fi FIN,"DF,FW",CF Montréal,24,1998,11.5,0.00,0.00,0.00,0.52,0.70,0.43,1.04,0.70,1.22,0.09,0.00,0.00,5.04,0.61,0.87,41.2,Matches
439,Oliver Larraz,us USA,MF,Colorado Rapids,21,2001,0.2,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,5.00,0.00,0.00,0.00,10.0,0.00,0.00,,Matches
440,Richie Laryea,ca CAN,DF,Toronto FC,28,1995,17.9,0.22,0.00,0.00,1.12,3.80,0.34,0.50,1.23,1.06,0.06,0.00,0.00,6.93,0.39,0.22,63.6,Matches
441,Richie Laryea,ca CAN,"FW,DF",Vancouver W'caps,28,1995,10.5,0.19,0.00,0.00,0.38,4.57,0.29,0.95,0.76,1.62,0.29,0.00,0.00,5.14,0.10,0.19,33.3,Matches
442,Ariel Lassiter,cr CRC,"FW,MF",Inter Miami,28,1994,1.7,0.00,0.00,0.00,0.00,1.76,0.00,2.94,0.59,1.18,0.00,0.00,0.00,3.53,0.00,1.76,0.0,Matches
443,Ariel Lassiter,cr CRC,"DF,MF",CF Montréal,28,1994,17.7,0.17,0.00,0.00,1.02,1.07,0.45,5.14,0.73,0.40,0.00,0.00,0.00,4.52,0.06,0.28,16.7,Matches
444,Kemar Lawrence,jm JAM,DF,Minnesota Utd,30,1992,12.4,0.00,0.00,0.00,0.24,0.48,0.08,3.71,1.29,1.05,0.00,0.00,0.00,3.87,1.45,0.73,66.7,Matches
445,Randall Leal,cr CRC,"MF,FW",Nashville SC,26,1997,12.7,0.24,0.00,0.00,1.34,1.26,0.24,3.78,0.55,1.18,0.00,0.00,0.00,5.20,0.24,1.10,17.6,Matches
446,Richy Ledezma,us USA,"MF,FW",NYCFC,22,2000,13.2,0.23,0.00,0.00,0.91,0.68,0.15,1.52,0.45,0.30,0.00,0.00,0.08,3.94,0.45,0.53,46.2,Matches
447,Kelvin Leerdam,sr SUR,DF,LA Galaxy,32,1990,13.4,0.15,0.00,0.00,0.60,0.37,0.00,0.90,0.67,0.45,0.00,0.00,0.00,3.13,0.75,0.52,58.8,Matches
448,Tim Leibold,de GER,DF,Sporting KC,29,1993,9.7,0.21,0.00,0.00,1.34,0.31,0.21,2.68,1.75,1.34,0.00,0.00,0.00,4.43,1.03,0.41,71.4,Matches
449,Brooks Lennon,us USA,DF,Atlanta Utd,25,1997,32.0,0.09,0.00,0.00,0.84,0.53,0.16,6.34,0.84,0.69,0.00,0.00,0.00,4.84,0.50,0.63,44.4,Matches
450,Jonathan Lewis,us USA,"FW,MF",Colorado Rapids,25,1997,13.2,0.08,0.00,0.00,0.91,1.52,0.53,1.29,0.30,0.53,0.08,0.00,0.00,3.03,0.61,1.14,34.8,Matches
451,Danny Leyva,us USA,MF,Colorado Rapids,19,2003,7.1,0.14,0.00,0.00,1.55,3.38,0.00,1.13,1.55,0.56,0.00,0.14,0.00,6.20,1.27,0.99,56.3,Matches
452,Danny Leyva,us USA,"MF,FW",Seattle Sounders,19,2003,0.2,0.00,0.00,0.00,0.00,5.00,0.00,5.00,10.0,0.00,0.00,0.00,0.00,5.00,0.00,0.00,,Matches
453,Nick Lima,us USA,DF,Austin,28,1994,27.0,0.22,0.00,0.00,0.52,0.96,0.07,3.22,0.81,0.70,0.00,0.00,0.00,5.22,0.85,1.04,45.1,Matches
454,Jaylin Lindsey,us USA,DF,Charlotte,22,2000,14.5,0.21,0.00,0.00,1.24,0.48,0.00,2.28,1.03,1.31,0.00,0.07,0.00,5.45,1.52,1.03,59.5,Matches
455,Sebastian Lletget,us USA,"MF,FW",FC Dallas,30,1992,12.9,0.16,0.00,0.00,0.62,1.01,0.23,2.09,0.70,0.78,0.00,0.00,0.00,3.49,1.16,1.78,39.5,Matches
456,Saba Lobzhanidze,ge GEO,FW,Atlanta Utd,28,1994,5.2,0.00,0.00,0.00,0.58,0.38,0.19,3.08,0.38,0.00,0.00,0.00,0.00,2.50,0.00,0.00,,Matches
457,Robin Lod,fi FIN,"MF,FW",Minnesota Utd,29,1993,10.0,0.00,0.00,0.00,1.60,0.80,0.00,0.80,0.60,1.00,0.00,0.00,0.00,5.40,1.20,1.30,48.0,Matches
458,Nicolás Lodeiro,uy URU,"MF,FW",Seattle Sounders,33,1989,27.5,0.22,0.00,0.00,0.84,2.33,0.25,7.53,0.58,0.98,0.00,0.00,0.00,5.67,0.47,0.87,35.1,Matches
459,Jasper Löffelsend,de GER,MF,Real Salt Lake,25,1997,12.6,0.16,0.00,0.00,1.83,1.43,0.08,1.03,0.87,1.90,0.00,0.00,0.00,7.94,0.48,0.71,40.0,Matches
460,Aaron Long,us USA,DF,LAFC,30,1992,16.9,0.18,0.00,0.00,0.95,0.53,0.18,0.00,1.18,1.18,0.00,0.00,0.00,5.03,2.13,1.12,65.5,Matches
461,Erik López,py PAR,"FW,MF",Atlanta Utd,21,2001,0.3,0.00,0.00,0.00,0.00,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.33,0.00,0.00,,Matches
462,Marvin Loría,cr CRC,"FW,MF",Portland Timbers,25,1997,8.4,0.36,0.00,0.00,0.95,0.95,0.24,3.10,1.55,0.60,0.00,0.00,0.00,3.93,0.48,1.43,25.0,Matches
463,Daniel Lovitz,us USA,DF,Nashville SC,31,1991,31.6,0.25,0.06,0.06,1.30,0.51,0.09,4.05,0.89,1.04,0.00,0.06,0.00,4.65,1.04,0.54,66.0,Matches
464,Damion Lowe,jm JAM,DF,Philadelphia Union,29,1993,13.7,0.36,0.00,0.00,1.97,1.31,0.07,0.22,2.55,1.39,0.00,0.15,0.00,8.03,2.55,1.61,61.4,Matches
465,Eduard Löwen,de GER,MF,St. Louis,26,1997,25.6,0.12,0.00,0.00,1.64,1.25,0.08,5.78,0.63,1.64,0.00,0.00,0.00,8.16,1.02,1.02,50.0,Matches
466,Favian Loyola,cl CHI,MF,Orlando City,17,2005,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,Matches
467,Diego Luna,us USA,"MF,FW",Real Salt Lake,19,2003,13.3,0.08,0.00,0.00,0.75,0.75,0.23,1.35,1.13,0.60,0.00,0.00,0.00,5.26,0.15,0.68,18.2,Matches
468,Adam Lundqvist,se SWE,"DF,MF",Austin,28,1994,9.6,0.21,0.00,0.00,0.73,1.04,0.10,3.96,1.25,1.56,0.00,0.10,0.00,5.42,1.15,1.25,47.8,Matches
469,Benjamin Lundt,de GER,GK,St. Louis,27,1995,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,100.0,Matches
470,Luquinhas,br BRA,"MF,FW",NY Red Bulls,26,1996,22.2,0.00,0.00,0.00,0.63,3.29,0.00,0.23,0.63,0.68,0.05,0.00,0.00,5.99,0.27,0.81,25.0,Matches
471,Jack Lynn,us USA,"MF,FW",Orlando City,23,2000,0.4,0.00,0.00,0.00,2.50,5.00,2.50,0.00,2.50,0.00,0.00,0.00,0.00,10.0,7.50,5.00,60.0,Matches
472,Larrys Mabiala,cd COD,DF,Portland Timbers,35,1987,9.8,0.31,0.00,0.00,1.22,0.71,0.10,0.00,1.12,0.82,0.00,0.00,0.10,4.80,1.94,1.43,57.6,Matches
473,Aimé Mabika,zm ZAM,DF,Toronto FC,24,1998,16.8,0.12,0.00,0.00,0.60,0.65,0.00,0.00,0.65,1.13,0.00,0.00,0.06,5.30,2.50,0.60,80.8,Matches
474,Zac MacMath,us USA,GK,Real Salt Lake,31,1991,27.5,0.07,0.00,0.00,0.00,0.18,0.00,0.00,0.04,0.00,0.00,0.00,0.00,2.36,0.29,0.04,88.9,Matches
475,Lukas MacNaughton,ca CAN,DF,Toronto FC,27,1995,2.0,0.00,0.00,0.00,0.50,0.50,0.00,0.00,1.00,0.50,0.00,0.00,0.50,5.50,1.00,0.00,100.0,Matches
476,Lukas MacNaughton,ca CAN,DF,Nashville SC,27,1995,11.9,0.00,0.00,0.00,0.67,1.09,0.08,0.17,2.52,0.67,0.08,0.00,0.00,4.71,1.51,2.10,41.9,Matches
477,Talles Magno,br BRA,FW,NYCFC,20,2002,21.2,0.05,0.00,0.00,0.90,2.31,0.75,0.33,0.24,0.75,0.00,0.00,0.00,3.58,1.18,1.51,43.9,Matches
478,Jack Maher,us USA,DF,Nashville SC,23,1999,32.0,0.09,0.00,0.00,0.63,0.25,0.00,0.06,0.72,0.69,0.00,0.00,0.03,4.19,2.44,1.03,70.3,Matches
479,Cassius Mailula,za RSA,"FW,MF",Toronto FC,21,2001,0.8,0.00,0.00,0.00,2.50,1.25,0.00,0.00,1.25,0.00,0.00,0.00,0.00,2.50,0.00,0.00,,Matches
480,Christian Makoun,ve VEN,"DF,MF",NE Revolution,22,2000,5.4,0.00,0.00,0.00,1.67,0.19,0.00,0.93,1.11,1.11,0.00,0.00,0.00,5.19,0.74,1.11,40.0,Matches
481,Adilson Malanda,fr FRA,DF,Charlotte,21,2001,28.5,0.18,0.00,0.00,1.23,0.53,0.04,0.14,1.12,0.84,0.00,0.04,0.00,7.37,3.37,1.93,63.6,Matches
482,Denil Maldonado,hn HON,DF,LAFC,24,1998,18.6,0.27,0.00,0.00,1.13,0.54,0.00,0.22,1.24,0.75,0.00,0.11,0.00,5.81,2.63,1.34,66.2,Matches
483,Machop Malual,ss SSD,"FW,MF",Atlanta Utd,24,1998,5.2,0.38,0.00,0.00,1.35,1.54,0.58,0.77,0.58,0.77,0.00,0.19,0.00,1.92,1.73,3.46,33.3,Matches
484,Elias Manoel,br BRA,FW,NY Red Bulls,21,2001,18.4,0.11,0.00,0.00,1.14,0.33,0.38,0.54,0.22,0.27,0.00,0.00,0.00,2.34,1.20,2.88,29.3,Matches
485,J.T. Marcinkowski,us USA,GK,SJ Earthquakes,25,1997,12.4,0.08,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.56,0.08,0.00,100.0,Matches
486,Paul Marie,fr FRA,DF,SJ Earthquakes,27,1995,22.3,0.36,0.00,0.00,1.17,1.35,0.09,1.30,1.17,1.66,0.00,0.04,0.00,5.96,0.72,1.08,40.0,Matches
487,Anthony Markanich,ph PHI,DF,Colorado Rapids,23,1999,3.8,0.00,0.00,0.00,0.79,1.58,0.00,1.58,1.32,1.84,0.00,0.00,0.00,5.53,4.47,0.53,89.5,Matches
488,Anthony Markanich,ph PHI,DF,St. Louis,23,1999,7.3,0.55,0.00,0.00,1.37,0.68,0.00,2.47,1.92,1.37,0.00,0.14,0.00,5.21,2.19,0.82,72.7,Matches
489,George Marks,us USA,GK,Charlotte,23,1999,7.0,0.14,0.00,0.00,0.00,0.14,0.00,0.00,0.00,0.14,0.00,0.00,0.00,0.86,0.14,0.00,100.0,Matches
490,Mikael Marques,se SWE,MF,Minnesota Utd,21,2001,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,Matches
491,Jahkeele Marshall-Rutty,ca CAN,"MF,DF",Toronto FC,18,2004,12.8,0.23,0.08,0.08,0.63,1.17,0.08,2.97,0.47,1.17,0.00,0.00,0.00,3.91,0.23,0.70,25.0,Matches
492,Alonso Martínez,cr CRC,"FW,DF",NYCFC,24,1998,0.4,0.00,0.00,0.00,0.00,2.50,0.00,0.00,0.00,2.50,0.00,0.00,0.00,10.0,0.00,2.50,0.0,Matches
493,José Martínez,es ESP,DF,FC Dallas,29,1993,15.9,0.06,0.00,0.00,0.44,0.13,0.06,0.06,1.01,0.75,0.00,0.00,0.00,4.84,1.19,1.19,50.0,Matches
494,Josef Martínez,ve VEN,FW,Inter Miami,29,1993,19.3,0.05,0.00,0.00,0.62,1.35,0.62,0.05,0.05,0.16,0.00,0.00,0.00,1.45,0.67,1.30,34.2,Matches
495,Luís Martins,pt POR,DF,Vancouver W'caps,30,1992,18.0,0.11,0.00,0.00,0.72,0.61,0.06,4.33,1.39,1.28,0.00,0.00,0.00,4.89,1.50,0.67,69.2,Matches
496,Thiago Martins,br BRA,DF,NYCFC,27,1995,24.3,0.04,0.00,0.00,0.78,0.16,0.00,0.00,0.49,0.82,0.00,0.04,0.00,6.26,2.55,1.56,62.0,Matches
497,Alexandru Mățan,ro ROU,"MF,FW",Columbus Crew,23,1999,25.2,0.08,0.00,0.00,0.91,1.75,0.08,2.10,0.48,0.44,0.04,0.00,0.00,3.41,0.04,0.12,25.0,Matches
498,Jimmy Maurer,us USA,GK,FC Dallas,34,1988,4.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.29,0.00,0.00,,Matches
499,Chris Mavinga,cd COD,DF,LA Galaxy,31,1991,12.5,0.24,0.08,0.08,0.72,0.32,0.00,0.00,0.80,0.32,0.00,0.08,0.00,5.12,1.12,0.56,66.7,Matches
500,Max,br BRA,"MF,FW",Colorado Rapids,21,2001,7.4,0.41,0.00,0.00,1.35,0.68,0.27,0.81,0.95,1.49,0.00,0.00,0.00,5.00,1.08,1.89,36.4,Matches
501,Andreas Maxsø,dk DEN,DF,Colorado Rapids,28,1994,32.5,0.06,0.00,0.00,0.52,0.43,0.03,0.03,0.52,0.15,0.00,0.00,0.00,4.52,2.06,1.17,63.8,Matches
502,Olivier Mbaizo,cm CMR,DF,Philadelphia Union,25,1997,20.4,0.15,0.00,0.00,0.88,0.83,0.05,3.28,1.13,0.74,0.05,0.00,0.05,6.18,0.74,0.64,53.6,Matches
503,Hugo-Hilaire Mbongue Mbongue,ca CAN,"FW,MF",Toronto FC,18,2004,2.9,0.34,0.00,0.00,2.07,0.00,0.34,0.34,0.00,0.00,0.00,0.00,0.00,2.07,4.48,4.83,48.1,Matches
504,John McCarthy,us USA,GK,LAFC,30,1992,25.0,0.00,0.00,0.00,0.00,0.12,0.00,0.00,0.04,0.08,0.00,0.00,0.00,0.88,0.04,0.00,100.0,Matches
505,Dax McCarty,us USA,MF,Nashville SC,35,1987,21.0,0.33,0.00,0.00,1.05,0.90,0.05,0.24,0.95,1.33,0.05,0.05,0.00,7.33,0.67,0.67,50.0,Matches
506,Jack McGlynn,us USA,MF,Philadelphia Union,19,2003,18.0,0.06,0.00,0.00,0.50,0.50,0.00,1.61,0.72,0.72,0.00,0.00,0.00,6.39,0.22,0.78,22.2,Matches
507,Zac McGraw,ca CAN,DF,Portland Timbers,25,1997,26.9,0.30,0.00,0.00,0.97,0.71,0.00,0.04,1.56,0.74,0.00,0.00,0.04,4.57,3.31,1.90,63.6,Matches
508,Duncan McGuire,us USA,FW,Orlando City,21,2001,15.4,0.13,0.00,0.00,1.36,1.04,0.65,0.13,0.13,0.19,0.00,0.00,0.00,1.43,1.75,3.31,34.6,Matches
509,Kendall McIntosh,us USA,GK,Sporting KC,29,1994,13.2,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.91,0.08,0.00,100.0,Matches
510,Thomas McNamara,us USA,"MF,FW",NE Revolution,31,1991,2.1,0.48,0.00,0.00,1.43,0.48,0.00,0.48,0.95,0.48,0.00,0.00,0.00,5.24,0.48,1.43,25.0,Matches
511,Christopher McVey,se SWE,DF,Inter Miami,25,1997,13.5,0.22,0.00,0.00,1.19,0.52,0.07,0.00,1.70,0.67,0.00,0.00,0.07,7.56,0.59,1.26,32.0,Matches
512,Jimmy Medranda,co COL,"MF,DF",Columbus Crew,28,1994,1.2,0.83,0.00,0.00,1.67,0.83,0.00,5.83,3.33,2.50,0.00,0.00,0.00,5.83,1.67,0.83,66.7,Matches
513,Tim Melia,us USA,GK,Sporting KC,36,1986,15.8,0.13,0.00,0.00,0.13,0.13,0.00,0.00,0.00,0.00,0.00,0.13,0.00,1.33,0.06,0.00,100.0,Matches
514,Vinicius Mello,br BRA,FW,Charlotte,20,2002,0.6,0.00,0.00,0.00,1.67,3.33,0.00,1.67,0.00,0.00,0.00,0.00,0.00,5.00,1.67,3.33,33.3,Matches
515,Jonathan Mensah,gh GHA,DF,SJ Earthquakes,32,1990,21.7,0.14,0.00,0.00,0.65,0.14,0.05,0.00,0.92,0.28,0.00,0.05,0.00,5.39,2.72,1.29,67.8,Matches
516,Justin Meram,iq IRQ,"FW,MF",Charlotte,34,1988,14.8,0.20,0.00,0.00,0.88,0.95,0.14,4.73,0.47,0.68,0.00,0.00,0.00,4.66,0.61,1.28,32.1,Matches
517,Justin Meram,iq IRQ,"FW,MF",Real Salt Lake,34,1988,2.0,0.50,0.00,0.00,1.50,2.00,0.00,5.00,2.00,4.50,0.00,0.00,0.00,6.50,2.50,1.50,62.5,Matches
518,Lionel Messi,ar ARG,"FW,MF",Inter Miami,35,1987,4.1,0.00,0.00,0.00,0.73,3.17,0.24,1.95,0.24,0.24,0.00,0.00,0.00,1.71,0.24,0.49,33.3,Matches
519,Matt Miazga,us USA,DF,FC Cincinnati,27,1995,26.5,0.34,0.00,0.00,0.72,0.83,0.04,0.04,1.36,0.64,0.00,0.04,0.00,4.30,2.98,1.06,73.8,Matches
520,Micael,br BRA,DF,Houston Dynamo,22,2000,21.9,0.37,0.05,0.05,1.23,0.78,0.05,0.09,1.28,1.14,0.00,0.00,0.00,4.47,2.33,1.42,62.2,Matches
521,Novak Mićović,rs SRB,GK,LA Galaxy,21,2001,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,,Matches
522,Matko Miljevic,us USA,"MF,FW",CF Montréal,21,2001,1.5,1.33,0.00,0.00,2.67,2.00,0.00,10.0,0.67,0.67,0.00,0.00,0.00,12.0,0.67,2.67,20.0,Matches
523,Eric Miller,us USA,DF,Portland Timbers,30,1993,13.4,0.07,0.00,0.00,0.67,0.82,0.00,0.75,0.52,0.90,0.00,0.00,0.00,4.40,1.04,0.82,56.0,Matches
