0_Rk,1_Player,2_Nation,3_Pos,4_Squad,5_Age,6_Born,7_90s,Yellow CardsYellow Cards,Red CardsRed Cards,Second Yellow CardSecond Yellow Card,Fouls CommittedFouls Committed,Fouls DrawnFouls Drawn,OffsidesOffsides,CrossesCrosses,InterceptionsInterceptions,Tackles WonTackles in which the tackler's team won possession of the ball,Penalty Kicks WonPenalty Kicks Won,Penalty Kicks ConcededPenalty Kicks Conceded,Own GoalsOwn Goals,Ball RecoveriesNumber of loose balls recovered,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,24_Matches
36,Brian Anunga,cm CMR,MF,FC Cincinnati,29-116,1996,18.9,0.11,0.05,0.00,1.64,0.48,0.00,0.05,1.06,1.38,0.00,0.00,0.00,6.83,0.53,0.37,58.8,Matches
37,Chris Applewhite,us USA,DF,Nashville SC,18-103,2007,2.1,0.00,0.00,0.00,2.38,0.95,0.00,0.00,0.48,0.48,0.00,0.00,0.00,3.81,3.81,1.90,66.7,Matches
38,Cristian Arango,co COL,"FW,MF",SJ Earthquakes,30-270,1995,28.3,0.21,0.00,0.00,1.84,1.91,0.46,1.34,0.25,0.81,0.04,0.00,0.00,3.43,1.59,1.13,58.4,Matches
39,César Araujo,uy URU,MF,Orlando City,24-246,2001,20.0,0.30,0.05,0.00,1.55,2.90,0.05,0.25,0.45,1.30,0.00,0.00,0.00,5.30,0.20,0.65,23.5,Matches
40,Max Arfsten,us USA,"DF,MF",Columbus Crew,24-229,2001,28.5,0.14,0.00,0.00,1.12,1.16,0.32,3.33,0.74,1.23,0.00,0.00,0.00,4.14,0.56,0.70,44.4,Matches
41,Daniel Armando Ríos,mx MEX,FW,Vancouver W'caps,30-285,1995,15.7,0.19,0.00,0.00,1.40,0.70,0.19,0.32,0.45,0.13,0.00,0.00,0.00,1.85,1.34,2.68,33.3,Matches
42,Paul Arriola,us USA,"FW,DF",Seattle Sounders,30-302,1995,0.8,0.00,0.00,0.00,5.00,0.00,1.25,6.25,0.00,0.00,0.00,0.00,0.00,5.00,0.00,1.25,0.0,Matches
43,Artur,br BRA,MF,Houston Dynamo,29-268,1996,31.7,0.16,0.03,0.03,1.29,0.85,0.00,0.41,1.36,0.98,0.00,0.00,0.00,5.65,0.41,0.50,44.8,Matches
44,Joshua Atencio,us USA,MF,Colorado Rapids,23-307,2002,19.7,0.10,0.00,0.00,0.96,0.41,0.00,0.51,1.47,1.42,0.00,0.00,0.05,6.24,0.96,1.02,48.7,Matches
45,Eduard Atuesta,co COL,MF,Orlando City,28-169,1997,25.2,0.24,0.00,0.00,2.06,1.67,0.08,1.51,0.87,0.83,0.04,0.00,0.00,5.63,1.03,0.87,54.2,Matches
46,Julián Aude,ar ARG,DF,LA Galaxy,22-255,2003,13.6,0.22,0.00,0.00,1.40,1.62,0.07,2.06,0.96,1.62,0.00,0.00,0.07,4.63,1.18,0.74,61.5,Matches
47,Tomás Avilés,ar ARG,DF,Inter Miami,21-304,2004,13.3,0.38,0.15,0.08,1.05,0.08,0.00,0.30,1.28,0.90,0.00,0.00,0.00,5.11,0.68,0.83,45.0,Matches
48,Chidozie Awaziem,ng NGA,DF,Colorado Rapids,28-337,1997,19.7,0.30,0.00,0.00,1.02,0.76,0.00,0.00,1.12,0.66,0.00,0.00,0.00,4.77,1.52,1.47,50.8,Matches
49,Obafemi Awodesu,us USA,DF,Houston Dynamo,24-243,2001,17.2,0.17,0.06,0.00,1.22,0.81,0.06,0.00,0.93,0.47,0.00,0.06,0.00,3.26,1.74,0.64,73.2,Matches
50,David Ayala,ar ARG,MF,Portland Timbers,23-131,2002,29.2,0.14,0.00,0.00,1.23,1.10,0.00,0.48,1.64,1.92,0.00,0.00,0.00,5.96,0.92,0.72,56.3,Matches
51,Dominique Badji,sn SEN,"FW,MF",D.C. United,33-049,1992,8.3,0.36,0.00,0.00,2.29,2.17,0.60,0.72,0.00,0.24,0.00,0.00,0.00,2.05,4.70,4.70,50.0,Matches
52,Jeevan Badwal,ca CAN,"MF,FW",Vancouver W'caps,19-268,2006,10.0,0.10,0.00,0.00,1.40,1.90,0.00,0.80,1.50,0.90,0.00,0.00,0.00,3.50,0.70,1.20,36.8,Matches
53,Corey Baird,us USA,FW,San Diego FC,29-308,1996,2.9,0.00,0.00,0.00,0.69,1.38,0.34,0.69,0.00,0.00,0.00,0.00,0.00,1.38,0.34,1.03,25.0,Matches
54,Corey Baird,us USA,"FW,MF",FC Cincinnati,29-308,1996,4.7,0.85,0.00,0.00,0.85,1.28,0.21,1.06,0.21,1.06,0.00,0.00,0.00,4.89,1.49,1.49,50.0,Matches
55,Cody Baker,us USA,"DF,MF",Seattle Sounders,21-331,2004,1.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.77,1.54,0.00,0.00,0.77,6.15,0.77,0.00,100.0,Matches
56,Reed Baker-Whiting,us USA,DF,Seattle Sounders,20-248,2005,6.0,0.83,0.17,0.17,2.67,0.50,0.17,3.33,1.33,1.17,0.00,0.17,0.00,4.67,1.00,0.67,60.0,Matches
57,Monsef Bakrar,dz ALG,"FW,MF",NYCFC,24-325,2001,6.7,0.15,0.00,0.00,2.24,1.79,0.00,0.15,0.60,0.75,0.00,0.00,0.00,3.73,2.69,2.99,47.4,Matches
58,Alexandru Băluță,ro ROU,"MF,FW",LAFC,32-082,1993,0.2,0.00,0.00,0.00,10.0,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,,Matches
59,Jonathan Bamba,ci CIV,FW,Chicago Fire,29-253,1996,27.3,0.11,0.00,0.00,0.95,2.09,0.33,1.50,0.73,0.48,0.00,0.04,0.00,4.91,0.48,0.55,46.4,Matches
60,Fidel Barajas,mx MEX,FW,D.C. United,19-243,2006,0.4,0.00,0.00,0.00,0.00,2.50,0.00,7.50,0.00,5.00,0.00,0.00,0.00,7.50,0.00,0.00,,Matches
61,Jesús Barea,es ESP,FW,Real Salt Lake,23-220,2002,2.9,0.00,0.00,0.00,0.69,4.83,0.34,0.34,0.00,1.38,0.00,0.00,0.00,4.83,0.34,1.72,16.7,Matches
62,Tai Baribo,il ISR,FW,Philadelphia Union,27-323,1998,20.7,0.34,0.00,0.00,1.55,0.82,0.58,0.10,0.29,0.48,0.00,0.00,0.00,2.95,1.64,3.19,34.0,Matches
63,Tom Barlow,us USA,"FW,MF",Chicago Fire,30-149,1995,4.1,0.24,0.00,0.00,2.68,0.98,0.98,0.49,0.24,0.73,0.00,0.24,0.00,1.71,1.71,3.17,35.0,Matches
64,Luis Barraza,us USA,GK,D.C. United,29-026,1996,23.2,0.13,0.04,0.00,0.09,0.13,0.00,0.00,0.00,0.00,0.00,0.04,0.00,1.68,0.09,0.00,100.0,Matches
65,Leonardo Barroso,pt POR,DF,Chicago Fire,20-175,2005,11.6,0.09,0.00,0.00,0.60,0.86,0.00,1.55,0.52,2.84,0.00,0.00,0.00,4.74,0.26,0.95,21.4,Matches
66,Jacob Bartlett,us USA,MF,Sporting KC,20-058,2005,21.5,0.37,0.00,0.00,1.30,0.70,0.00,2.05,1.40,0.98,0.00,0.05,0.05,3.35,0.23,0.65,26.3,Matches
67,Lucas Bartlett,us USA,DF,D.C. United,28-131,1997,28.9,0.21,0.00,0.00,1.21,0.55,0.07,0.10,1.21,0.66,0.00,0.07,0.03,4.05,3.08,1.70,64.5,Matches
68,Ethan Bartlow,us USA,DF,Houston Dynamo,25-305,2000,14.7,0.14,0.00,0.00,0.82,0.48,0.00,0.88,0.27,0.75,0.00,0.00,0.00,2.65,1.97,1.09,64.4,Matches
69,Cole Bassett,us USA,"MF,FW",Colorado Rapids,24-129,2001,24.4,0.16,0.00,0.00,0.78,0.82,0.00,2.79,0.16,0.70,0.00,0.00,0.00,3.40,0.82,0.53,60.6,Matches
70,Sam Bassett,us USA,"FW,MF",Colorado Rapids,22-235,2003,3.8,0.26,0.00,0.00,1.05,0.79,0.00,0.79,0.53,1.58,0.00,0.26,0.00,4.74,0.26,1.05,20.0,Matches
71,Amine Bassi,fr FRA,"MF,FW",Houston Dynamo,28-007,1997,19.4,0.21,0.00,0.00,1.86,1.86,0.41,1.96,0.82,0.67,0.00,0.00,0.00,3.76,0.26,0.93,21.7,Matches
72,Zorhan Bassong,ca CAN,"MF,DF",Sporting KC,26-211,1999,18.5,0.43,0.00,0.00,2.05,0.81,0.05,1.24,1.08,1.14,0.00,0.05,0.00,4.86,0.97,0.65,60.0,Matches
73,Andy Batioja,co COL,FW,Houston Dynamo,19-307,2006,0.1,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,Matches
74,Josh Bauer,us USA,DF,Nashville SC,27-135,1998,9.4,0.00,0.00,0.00,0.74,0.96,0.00,1.28,0.85,0.74,0.00,0.00,0.00,3.09,1.81,1.28,58.6,Matches
75,Timo Baumgartl,de GER,DF,St. Louis,29-275,1996,19.5,0.21,0.00,0.00,1.08,0.21,0.00,0.21,0.82,0.97,0.00,0.05,0.00,3.23,1.38,0.87,61.4,Matches
76,Tanner Beason,us USA,DF,NE Revolution,28-256,1997,21.6,0.05,0.00,0.00,0.37,0.79,0.00,0.56,0.97,1.48,0.00,0.00,0.00,2.31,1.57,1.16,57.6,Matches
77,Adam Beaudry,us USA,GK,Colorado Rapids,19-230,2006,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,,Matches
78,Simon Becher,us USA,"FW,MF",St. Louis,26-137,1999,13.9,0.29,0.00,0.00,1.37,2.01,0.79,0.72,0.43,0.43,0.07,0.00,0.00,2.37,2.81,4.03,41.1,Matches
79,Alejandro Bedoya,us USA,"MF,DF",Philadelphia Union,38-219,1987,8.3,0.48,0.00,0.00,2.89,0.36,0.24,2.05,0.60,2.05,0.00,0.12,0.00,3.13,3.25,3.37,49.1,Matches
80,Jon Bell,jm JAM,DF,Seattle Sounders,28-100,1997,14.7,0.07,0.07,0.00,0.75,0.27,0.00,0.34,1.02,0.82,0.00,0.07,0.00,3.74,1.50,1.29,53.7,Matches
81,Ben Bender,us USA,"MF,FW",Philadelphia Union,24-272,2001,3.6,0.83,0.00,0.00,1.11,1.11,0.28,4.17,0.00,0.28,0.00,0.00,0.00,5.00,2.22,0.28,88.9,Matches
82,Ramiro Benetti,br BRA,"MF,DF",FC Dallas,32-196,1993,25.6,0.35,0.00,0.00,1.56,0.74,0.08,0.63,1.56,1.05,0.00,0.04,0.04,4.34,0.55,1.25,30.4,Matches
83,Christian Benteke,be BEL,FW,D.C. United,35-001,1990,20.9,0.33,0.00,0.00,1.39,1.39,0.96,0.00,0.05,0.14,0.05,0.00,0.00,1.67,7.80,3.16,71.2,Matches
84,Gustav Berggren,se SWE,MF,NY Red Bulls,28-088,1997,3.9,0.00,0.00,0.00,2.31,0.00,0.00,0.51,1.28,1.28,0.00,0.00,0.00,5.90,1.03,0.26,80.0,Matches
85,Sebastian Berhalter,us USA,MF,Vancouver W'caps,24-201,2001,25.5,0.24,0.00,0.00,1.69,1.18,0.04,8.94,1.33,1.45,0.00,0.08,0.00,4.55,0.82,0.98,45.7,Matches
86,Federico Bernardeschi,it ITA,"FW,MF",Toronto FC,31-291,1994,14.4,0.35,0.00,0.00,1.25,1.25,0.35,4.93,0.14,0.49,0.00,0.00,0.00,3.06,0.28,0.21,57.1,Matches
87,Juan Berrocal,es ESP,DF,Atlanta Utd,26-214,1999,6.4,0.00,0.00,0.00,1.56,0.16,0.00,0.00,2.19,1.09,0.00,0.16,0.00,3.91,1.41,1.41,50.0,Matches
88,Miguel Berry,es ESP,FW,LA Galaxy,28-079,1997,7.6,0.00,0.00,0.00,1.71,0.66,0.00,0.26,0.26,0.13,0.00,0.00,0.00,0.79,1.71,2.50,40.6,Matches
89,Pep Biel,es ESP,"MF,FW",Charlotte,29-090,1996,22.3,0.18,0.00,0.00,1.21,0.63,0.04,3.54,0.72,0.67,0.00,0.00,0.00,2.69,0.27,0.94,22.2,Matches
90,David Bingham,us USA,GK,Charlotte,36-046,1989,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,,Matches
91,Guilherme Biro,br BRA,DF,Austin,25-217,2000,29.1,0.24,0.00,0.00,0.76,0.72,0.14,1.51,1.48,0.86,0.00,0.00,0.00,3.57,2.54,1.82,58.3,Matches
92,Tristan Blackmon,us USA,DF,Vancouver W'caps,29-114,1996,23.0,0.17,0.00,0.00,1.00,1.26,0.04,0.35,1.22,0.65,0.04,0.04,0.00,3.87,1.48,0.74,66.7,Matches
93,Andre Blake,jm JAM,GK,Philadelphia Union,35-013,1990,20.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.97,0.25,0.00,100.0,Matches
94,Emmanuel Boateng,gh GHA,FW,San Diego FC,31-321,1994,2.7,1.11,0.00,0.00,2.96,0.37,0.37,2.22,1.11,1.11,0.00,0.00,0.00,2.59,0.00,2.96,0.0,Matches
95,Wiktor Bogacz,pl POL,FW,NY Red Bulls,21-143,2004,3.5,0.29,0.00,0.00,1.43,1.71,0.86,0.29,0.00,0.57,0.00,0.00,0.00,3.43,2.86,6.57,30.3,Matches
96,Luca Bombino,us USA,DF,San Diego FC,19-147,2006,23.6,0.21,0.00,0.00,1.53,1.53,0.17,1.57,1.31,1.78,0.00,0.00,0.00,3.39,0.97,0.76,56.1,Matches
97,Jonathan Bond,eng ENG,GK,Houston Dynamo,32-199,1993,26.0,0.00,0.00,0.00,0.00,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.69,0.23,0.04,85.7,Matches
98,Denis Bouanga,ga GAB,FW,LAFC,31-023,1994,29.5,0.10,0.00,0.00,1.76,1.12,0.47,4.51,0.17,0.41,0.17,0.03,0.00,3.32,0.75,1.08,40.7,Matches
99,Ousseni Bouda,bf BFA,"FW,MF",SJ Earthquakes,25-220,2000,14.8,0.27,0.00,0.00,1.49,2.16,0.34,3.45,0.61,0.81,0.00,0.00,0.00,4.32,0.41,1.35,23.1,Matches
100,Giuseppe Bovalina,au AUS,DF,Vancouver W'caps,21-023,2004,2.3,0.00,0.00,0.00,0.87,0.87,0.43,2.17,0.87,1.30,0.00,0.00,0.00,3.04,0.87,2.17,28.6,Matches
101,Michael Boxall,nz NZL,DF,Minnesota Utd,37-108,1988,29.5,0.17,0.00,0.00,1.08,0.71,0.10,0.34,0.75,0.41,0.00,0.10,0.00,2.34,1.93,0.81,70.4,Matches
102,Tyler Boyd,us USA,MF,Nashville SC,30-339,1994,1.8,0.00,0.00,0.00,1.67,2.22,0.00,2.78,0.56,0.56,0.00,0.00,0.00,1.67,0.00,0.00,,Matches
103,Chris Brady,us USA,GK,Chicago Fire,21-276,2004,27.4,0.11,0.04,0.00,0.04,0.18,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.88,0.22,0.00,100.0,Matches
104,Claudio Bravo,ar ARG,DF,Portland Timbers,28-266,1997,3.7,0.27,0.00,0.00,1.62,0.81,0.00,2.97,1.89,1.89,0.00,0.27,0.00,7.30,1.08,1.62,40.0,Matches
105,David Brekalo,si SVN,DF,Orlando City,27-001,1998,26.7,0.19,0.00,0.00,1.31,1.20,0.04,0.15,1.05,0.94,0.00,0.00,0.00,2.92,1.91,1.54,55.4,Matches
106,Luke Brennan,us USA,"FW,MF",Atlanta Utd,20-283,2005,5.9,0.17,0.00,0.00,1.69,2.03,0.34,3.39,0.00,0.68,0.17,0.00,0.00,4.58,0.68,0.51,57.1,Matches
107,Brenner,br BRA,"FW,MF",FC Cincinnati,25-322,2000,5.7,0.18,0.00,0.00,0.35,2.46,0.18,0.35,0.18,0.53,0.00,0.00,0.00,3.16,0.18,0.35,33.3,Matches
108,Sebastian Breza,ca CAN,GK,CF Montréal,27-264,1998,3.0,0.33,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.67,0.67,0.00,100.0,Matches
109,Yannick Bright,it ITA,MF,Inter Miami,24-092,2001,15.0,0.33,0.00,0.00,1.93,2.13,0.00,0.13,1.27,2.40,0.00,0.00,0.00,6.20,0.80,1.33,37.5,Matches
110,Andrew Brody,us USA,DF,Sporting KC,30-215,1995,5.5,0.00,0.00,0.00,0.18,0.73,0.00,1.82,0.73,1.45,0.00,0.00,0.00,2.73,0.55,0.18,75.0,Matches
111,Brandt Bronico,us USA,MF,Charlotte,30-167,1995,25.8,0.39,0.00,0.00,1.98,0.39,0.12,0.62,1.16,1.12,0.04,0.00,0.00,2.98,0.58,0.74,44.1,Matches
112,Lachlan Brook,au AUS,FW,Real Salt Lake,24-299,2001,1.1,0.91,0.00,0.00,0.91,0.00,0.91,3.64,0.00,1.82,0.00,0.00,0.00,3.64,0.00,0.91,0.0,Matches
113,Javain Brown,jm JAM,DF,Real Salt Lake,26-270,1999,2.2,0.45,0.00,0.00,2.27,0.91,0.00,0.91,0.45,1.82,0.00,0.00,0.00,2.27,2.73,0.91,75.0,Matches
114,Tristan Brown,us USA,"DF,FW",Columbus Crew,18-048,2007,0.5,0.00,0.00,0.00,2.00,0.00,0.00,2.00,0.00,2.00,0.00,0.00,0.00,4.00,0.00,2.00,0.0,Matches
115,Gastón Brugman,uy URU,MF,Nashville SC,33-088,1992,14.2,0.14,0.00,0.00,1.97,1.27,0.00,0.85,1.55,1.48,0.00,0.00,0.00,5.28,0.56,0.07,88.9,Matches
116,Snyder Brunell,us USA,"MF,FW",Seattle Sounders,18-256,2007,3.3,0.00,0.00,0.00,0.91,2.12,0.00,0.61,1.52,1.82,0.00,0.00,0.00,5.45,0.00,0.00,,Matches
117,Ola Brynhildsen,no NOR,"FW,MF",Toronto FC,26-221,1999,14.8,0.00,0.00,0.00,1.69,1.82,0.27,0.07,0.14,0.74,0.00,0.00,0.00,2.36,0.81,2.23,26.7,Matches
118,Pavel Bucha,cz CZE,MF,FC Cincinnati,27-268,1998,32.0,0.09,0.00,0.00,0.97,0.69,0.03,0.38,0.72,0.88,0.00,0.00,0.00,6.38,0.31,0.41,43.5,Matches
119,Noel Buck,eng ENG,"MF,DF",NE Revolution,20-243,2005,0.3,0.00,0.00,0.00,3.33,0.00,0.00,0.00,0.00,3.33,0.00,0.00,0.00,13.3,0.00,0.00,,Matches
120,Noel Buck,eng ENG,"MF,DF",SJ Earthquakes,20-243,2005,1.7,0.00,0.00,0.00,0.59,0.00,0.00,1.18,0.59,0.59,0.00,0.00,0.00,2.35,0.00,0.00,,Matches
121,Dawid Bugaj,pl POL,DF,CF Montréal,21-148,2004,19.2,0.21,0.00,0.00,0.73,0.94,0.00,1.09,1.09,0.94,0.05,0.00,0.00,2.76,0.57,0.42,57.9,Matches
122,Osman Bukari,gh GHA,"FW,MF",Austin,26-356,1998,25.8,0.08,0.00,0.00,1.47,0.78,0.54,2.87,0.54,0.66,0.04,0.00,0.00,3.37,0.62,0.85,42.1,Matches
123,Teal Bunbury,us USA,"FW,MF",Nashville SC,35-280,1990,2.3,0.00,0.00,0.00,3.04,3.91,1.74,0.00,0.43,0.43,0.00,0.00,0.00,3.04,3.04,5.65,35.0,Matches
124,Roman Bürki,ch SUI,GK,St. Louis,35-020,1990,25.0,0.04,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,0.00,0.00,0.00,1.72,0.16,0.04,80.0,Matches
125,Evan Bush,us USA,GK,Columbus Crew,39-273,1986,6.0,0.17,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.17,0.33,0.00,100.0,Matches
126,Sergio Busquets,es ESP,MF,Inter Miami,37-141,1988,31.9,0.16,0.00,0.00,0.82,1.47,0.00,0.00,1.13,1.69,0.00,0.03,0.00,5.39,0.94,0.85,52.6,Matches
