0_Rk,1_Player,2_Nation,3_Pos,4_Squad,5_Age,6_Born,7_90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,24_Matches
396,Mateusz Klich,pl POL,MF,D.C. United,33,1990,29.6,5.20,5.20,2.94,1.96,0.07,0.10,0.07,0.07,0.51,0.51,0.37,0.14,0.00,0.00,0.00,0.00,Matches
397,Jeorgio Kocevski,us USA,"MF,FW",Orlando City,21,2002,1.7,1.18,1.15,1.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
398,Žan Kolmanič,si SVN,"DF,FW",Austin,23,2000,6.0,3.50,3.51,2.00,1.50,0.00,0.00,0.00,0.00,0.50,0.50,0.33,0.17,0.00,0.00,0.00,0.00,Matches
399,Georgios Koutsias,gr GRE,"FW,MF",Chicago Fire,19,2004,9.0,1.89,1.89,0.78,0.11,0.11,0.44,0.44,0.00,0.33,0.33,0.11,0.00,0.00,0.11,0.11,0.00,Matches
400,Sebastian Kowalczyk,pl POL,"FW,MF",Houston Dynamo,25,1998,23.9,2.80,2.81,2.34,0.13,0.13,0.13,0.04,0.04,0.21,0.21,0.17,0.00,0.04,0.00,0.00,0.00,Matches
401,Damir Kreilach,hr CRO,FW,Vancouver W'caps,34,1989,5.2,0.96,0.96,0.38,0.00,0.00,0.38,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
402,Serhiy Kryvtsov,ua UKR,DF,Inter Miami,32,1991,15.4,0.19,0.19,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
403,Theodore Ku-Dipietro,us USA,"MF,FW",D.C. United,22,2002,20.7,2.37,2.36,1.74,0.00,0.29,0.10,0.24,0.00,0.34,0.34,0.19,0.00,0.05,0.00,0.10,0.00,Matches
404,Yuya Kubo,jp JPN,"FW,DF",FC Cincinnati,30,1993,26.6,2.78,2.78,2.11,0.26,0.08,0.19,0.11,0.04,0.26,0.26,0.15,0.04,0.00,0.04,0.04,0.00,Matches
405,Mathías Laborda,uy URU,DF,Vancouver W'caps,24,1999,21.7,0.88,0.88,0.83,0.00,0.00,0.05,0.00,0.00,0.09,0.09,0.09,0.00,0.00,0.00,0.00,0.00,Matches
406,Luca Langoni,ar ARG,FW,NE Revolution,21,2002,7.8,2.31,2.29,1.92,0.00,0.26,0.00,0.13,0.00,0.51,0.51,0.26,0.00,0.13,0.00,0.13,0.00,Matches
407,Lassi Lappalainen,fi FIN,"DF,MF",CF Montréal,25,1998,3.7,1.89,1.91,1.62,0.00,0.00,0.00,0.27,0.00,0.27,0.27,0.27,0.00,0.00,0.00,0.00,0.00,Matches
408,Oliver Larraz,us USA,MF,Colorado Rapids,22,2001,24.4,2.09,2.09,1.60,0.12,0.08,0.04,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
409,Richie Laryea,ca CAN,"DF,MF",Toronto FC,29,1995,10.0,2.30,2.30,1.60,0.00,0.10,0.10,0.50,0.00,0.30,0.30,0.20,0.00,0.00,0.00,0.10,0.00,Matches
410,Ariel Lassiter,cr CRC,"DF,MF",Chicago Fire,29,1994,4.9,1.84,1.82,1.22,0.20,0.00,0.20,0.00,0.20,0.20,0.20,0.00,0.00,0.00,0.20,0.00,0.00,Matches
411,Ariel Lassiter,cr CRC,"DF,MF",CF Montréal,29,1994,17.7,2.09,2.09,1.58,0.23,0.11,0.06,0.11,0.00,0.40,0.40,0.23,0.17,0.00,0.00,0.00,0.00,Matches
412,Randall Leal,cr CRC,MF,Nashville SC,27,1997,0.5,2.00,1.91,2.00,0.00,0.00,0.00,0.00,0.00,2.00,1.91,2.00,0.00,0.00,0.00,0.00,0.00,Matches
413,Tim Leibold,de GER,DF,Sporting KC,30,1993,24.5,2.33,2.33,1.96,0.04,0.00,0.12,0.08,0.12,0.12,0.12,0.08,0.00,0.00,0.00,0.00,0.04,Matches
414,Brooks Lennon,us USA,"DF,MF",Atlanta Utd,26,1997,32.8,3.20,3.20,2.10,0.91,0.06,0.06,0.06,0.00,0.27,0.27,0.27,0.00,0.00,0.00,0.00,0.00,Matches
415,Tucker Lepley,us USA,MF,LA Galaxy,22,2002,0.5,4.00,3.83,2.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
416,Jonathan Lewis,us USA,FW,Colorado Rapids,26,1997,8.4,3.45,3.45,2.50,0.00,0.48,0.24,0.00,0.24,0.36,0.36,0.36,0.00,0.00,0.00,0.00,0.00,Matches
417,Danny Leyva,us USA,MF,Seattle Sounders,20,2003,2.5,5.20,5.11,2.80,1.60,0.00,0.00,0.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
418,Nick Lima,us USA,DF,NE Revolution,29,1994,20.2,1.44,1.44,1.19,0.05,0.05,0.00,0.00,0.15,0.05,0.05,0.05,0.00,0.00,0.00,0.00,0.00,Matches
419,Jaylin Lindsey,us USA,DF,Charlotte,23,2000,3.4,1.76,1.78,1.47,0.00,0.00,0.00,0.29,0.00,0.29,0.30,0.29,0.00,0.00,0.00,0.00,0.00,Matches
420,Sebastian Lletget,us USA,MF,FC Dallas,31,1992,20.7,3.33,3.33,1.98,0.97,0.00,0.19,0.10,0.10,0.43,0.43,0.19,0.19,0.00,0.05,0.00,0.00,Matches
421,Hugo Lloris,fr FRA,GK,LAFC,37,1986,33.0,0.24,0.24,0.21,0.03,0.00,0.00,0.00,0.00,0.09,0.09,0.06,0.03,0.00,0.00,0.00,0.00,Matches
422,Saba Lobzhanidze,ge GEO,"FW,MF",Atlanta Utd,29,1994,27.3,3.00,3.01,2.05,0.33,0.22,0.26,0.11,0.04,0.29,0.29,0.22,0.07,0.00,0.00,0.00,0.00,Matches
423,Robin Lod,fi FIN,"MF,FW",Minnesota Utd,30,1993,26.5,3.62,3.62,3.02,0.15,0.15,0.19,0.04,0.08,0.68,0.68,0.53,0.04,0.08,0.04,0.00,0.00,Matches
424,Nicolás Lodeiro,uy URU,"MF,FW",Orlando City,34,1989,19.0,5.05,5.06,3.47,1.11,0.05,0.42,0.00,0.00,0.74,0.74,0.53,0.11,0.00,0.11,0.00,0.00,Matches
425,Jasper Löffelsend,de GER,MF,Colorado Rapids,26,1997,3.8,1.05,1.05,0.79,0.26,0.00,0.00,0.00,0.00,0.53,0.52,0.53,0.00,0.00,0.00,0.00,0.00,Matches
426,Aaron Long,us USA,DF,LAFC,31,1992,26.4,0.34,0.34,0.27,0.00,0.00,0.04,0.00,0.04,0.08,0.08,0.04,0.00,0.00,0.04,0.00,0.00,Matches
427,Kevin Long,ie IRL,DF,Toronto FC,33,1990,23.5,0.51,0.51,0.47,0.00,0.00,0.04,0.00,0.00,0.04,0.04,0.04,0.00,0.00,0.00,0.00,0.00,Matches
428,Matthew Longstaff,eng ENG,MF,Toronto FC,23,2000,24.7,2.19,2.19,1.86,0.00,0.04,0.16,0.08,0.04,0.16,0.16,0.12,0.00,0.00,0.04,0.00,0.00,Matches
429,Antino Lopez,us USA,MF,Seattle Sounders,21,2002,0.1,10.0,15.00,0.00,0.00,0.00,0.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
430,Hernán López Muñoz,ar ARG,"MF,FW",SJ Earthquakes,23,2000,20.2,4.26,4.26,2.77,0.20,0.35,0.20,0.50,0.25,0.25,0.25,0.15,0.00,0.00,0.05,0.00,0.05,Matches
431,Marvin Loría,cr CRC,MF,Portland Timbers,26,1997,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
432,Evan Louro,us USA,GK,FC Cincinnati,28,1996,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
433,Daniel Lovitz,us USA,DF,Nashville SC,32,1991,25.2,2.14,2.14,1.55,0.48,0.00,0.00,0.12,0.00,0.12,0.12,0.08,0.04,0.00,0.00,0.00,0.00,Matches
434,Damion Lowe,jm JAM,DF,Philadelphia Union,30,1993,10.7,1.12,1.12,0.93,0.00,0.00,0.00,0.00,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
435,Eduard Löwen,de GER,MF,St. Louis,27,1997,20.6,4.42,4.41,2.72,0.92,0.10,0.49,0.15,0.05,0.39,0.39,0.24,0.05,0.00,0.10,0.00,0.00,Matches
436,Diego Luna,us USA,FW,Real Salt Lake,20,2003,24.5,4.45,4.45,2.98,0.37,0.33,0.45,0.29,0.04,0.45,0.45,0.29,0.12,0.04,0.00,0.00,0.00,Matches
437,Benjamin Lundt,de GER,GK,St. Louis,28,1995,2.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
438,Jack Lynn,us USA,"FW,MF",Orlando City,24,2000,2.8,0.36,0.35,0.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
439,Larrys Mabiala,cd COD,DF,Portland Timbers,36,1987,0.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
440,Aimé Mabika,zm ZAM,DF,Toronto FC,25,1998,5.2,0.58,0.58,0.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
441,Zac MacMath,us USA,GK,Real Salt Lake,32,1991,23.0,0.43,0.43,0.39,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
442,Lukas MacNaughton,ca CAN,DF,Nashville SC,28,1995,4.6,1.09,1.09,0.43,0.22,0.00,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
443,Talles Magno,br BRA,"FW,MF",NYCFC,21,2002,0.8,2.50,2.65,1.25,0.00,0.00,0.00,1.25,0.00,1.25,1.32,0.00,0.00,0.00,0.00,1.25,0.00,Matches
444,Jack Maher,us USA,DF,Nashville SC,24,1999,27.0,0.33,0.33,0.26,0.00,0.00,0.04,0.00,0.04,0.04,0.04,0.04,0.00,0.00,0.00,0.00,0.00,Matches
445,Cassius Mailula,za RSA,"MF,DF",Toronto FC,22,2001,0.2,5.00,4.74,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
446,Adilson Malanda,fr FRA,DF,Charlotte,22,2001,32.0,0.56,0.56,0.47,0.00,0.00,0.00,0.03,0.06,0.09,0.09,0.03,0.00,0.00,0.00,0.03,0.03,Matches
447,Elias Manoel,br BRA,FW,NY Red Bulls,22,2001,17.2,2.38,2.39,1.45,0.00,0.17,0.41,0.35,0.00,0.35,0.35,0.29,0.00,0.00,0.00,0.06,0.00,Matches
448,Dominik Marczuk,pl POL,FW,Real Salt Lake,20,2003,5.0,4.40,4.38,3.20,0.00,0.40,0.20,0.40,0.20,0.60,0.60,0.20,0.00,0.20,0.00,0.00,0.20,Matches
449,Paul Marie,fr FRA,"DF,FW",SJ Earthquakes,28,1995,17.1,1.87,1.87,1.64,0.00,0.12,0.00,0.06,0.06,0.06,0.06,0.06,0.00,0.00,0.00,0.00,0.00,Matches
450,Anthony Markanich,ph PHI,"MF,DF",Minnesota Utd,24,1999,0.7,5.71,5.81,5.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
451,Anthony Markanich,ph PHI,DF,St. Louis,24,1999,14.6,2.33,2.33,1.92,0.21,0.00,0.07,0.00,0.14,0.07,0.07,0.00,0.07,0.00,0.00,0.00,0.00,Matches
452,Idan Markovich,il ISR,FW,Charlotte,19,2004,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
453,Marlon,br BRA,DF,LAFC,28,1995,1.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
454,Jahkeele Marshall-Rutty,ca CAN,"DF,MF",Toronto FC,19,2004,11.5,1.83,1.82,1.39,0.00,0.17,0.17,0.09,0.00,0.43,0.43,0.26,0.00,0.09,0.09,0.00,0.00,Matches
455,Jahkeele Marshall-Rutty,ca CAN,"DF,MF",CF Montréal,19,2004,7.2,1.53,1.52,1.53,0.00,0.00,0.00,0.00,0.00,0.14,0.14,0.14,0.00,0.00,0.00,0.00,0.00,Matches
456,Alonso Martínez,cr CRC,FW,NYCFC,25,1998,16.5,1.45,1.45,1.15,0.00,0.06,0.18,0.00,0.06,0.24,0.24,0.18,0.00,0.06,0.00,0.00,0.00,Matches
457,David Martínez,ve VEN,"FW,MF",LAFC,17,2006,5.1,3.53,3.56,2.16,0.20,0.39,0.78,0.00,0.00,0.59,0.59,0.39,0.00,0.00,0.20,0.00,0.00,Matches
458,Josef Martínez,ve VEN,"FW,MF",CF Montréal,30,1993,15.3,2.42,2.43,1.70,0.00,0.13,0.59,0.00,0.00,0.33,0.33,0.20,0.00,0.07,0.07,0.00,0.00,Matches
459,Luís Martins,pt POR,"DF,MF",Vancouver W'caps,31,1992,8.6,1.63,1.63,1.51,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12,0.00,0.00,0.00,0.00,0.00,Matches
460,Thiago Martins,br BRA,DF,NYCFC,28,1995,31.0,0.58,0.58,0.45,0.00,0.00,0.06,0.00,0.06,0.06,0.06,0.03,0.00,0.00,0.03,0.00,0.00,Matches
461,Alexandru Mățan,ro ROU,MF,Columbus Crew,24,1999,16.0,3.06,3.06,2.38,0.38,0.06,0.13,0.13,0.00,0.50,0.50,0.25,0.06,0.06,0.06,0.06,0.00,Matches
462,Jimmy Maurer,us USA,GK,FC Dallas,35,1988,4.0,0.25,0.25,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
463,Andreas Maxsø,dk DEN,DF,Colorado Rapids,29,1994,34.0,0.29,0.29,0.24,0.00,0.00,0.06,0.00,0.00,0.06,0.06,0.03,0.00,0.00,0.03,0.00,0.00,Matches
464,Olivier Mbaizo,cm CMR,DF,Philadelphia Union,26,1997,12.3,2.28,2.27,2.03,0.08,0.08,0.08,0.00,0.00,0.33,0.32,0.24,0.00,0.00,0.08,0.00,0.00,Matches
465,John McCarthy,us USA,GK,LA Galaxy,31,1992,32.0,0.16,0.16,0.13,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
466,Dax McCarty,us USA,MF,Atlanta Utd,36,1987,10.2,2.75,2.75,2.16,0.10,0.00,0.29,0.00,0.20,0.10,0.10,0.10,0.00,0.00,0.00,0.00,0.00,Matches
467,Christian McFarlane,eng ENG,"DF,MF",NYCFC,17,2007,4.0,2.50,2.45,2.50,0.00,0.00,0.00,0.00,0.00,0.25,0.24,0.25,0.00,0.00,0.00,0.00,0.00,Matches
468,Jack McGlynn,us USA,MF,Philadelphia Union,20,2003,25.7,4.51,4.52,3.54,0.62,0.00,0.08,0.19,0.08,0.31,0.31,0.23,0.08,0.00,0.00,0.00,0.00,Matches
469,Zac McGraw,ca CAN,DF,Portland Timbers,26,1997,9.5,0.42,0.42,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
470,Duncan McGuire,us USA,FW,Orlando City,22,2001,17.8,1.69,1.69,1.12,0.00,0.11,0.22,0.17,0.06,0.28,0.28,0.22,0.00,0.00,0.06,0.00,0.00,Matches
471,Thomas McNamara,us USA,"FW,MF",NE Revolution,32,1991,2.3,2.17,2.22,1.74,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
472,Brendan McSorley,us USA,FW,St. Louis,21,2002,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
473,Christopher McVey,se SWE,DF,D.C. United,26,1997,23.8,0.67,0.67,0.50,0.00,0.00,0.08,0.04,0.04,0.04,0.04,0.04,0.00,0.00,0.00,0.00,0.00,Matches
474,Ryan Meara,us USA,GK,NY Red Bulls,33,1990,7.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
475,Tim Melia,us USA,GK,Sporting KC,37,1986,28.0,0.14,0.14,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
476,Jonathan Mensah,gh GHA,"DF,FW",NE Revolution,33,1990,3.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
477,Loïc Mesanvi,tg TOG,"FW,MF",Minnesota Utd,20,2003,0.7,1.43,1.38,0.00,0.00,0.00,1.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
478,Lionel Messi,ar ARG,"FW,MF",Inter Miami,36,1987,16.5,6.30,6.29,3.82,0.48,1.03,0.36,0.55,0.06,1.58,1.57,1.21,0.06,0.24,0.06,0.00,0.00,Matches
479,Matt Miazga,us USA,DF,FC Cincinnati,28,1995,15.7,0.70,0.70,0.64,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
480,Micael,br BRA,DF,Houston Dynamo,23,2000,30.8,0.55,0.55,0.45,0.00,0.00,0.03,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
481,Benji Michel,us USA,"FW,MF",Real Salt Lake,26,1997,0.4,2.50,2.73,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
482,Novak Mićović,rs SRB,GK,LA Galaxy,22,2001,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
483,Djordje Mihailovic,us USA,MF,Colorado Rapids,25,1998,27.5,6.29,6.30,3.42,2.00,0.11,0.25,0.44,0.07,0.76,0.76,0.36,0.22,0.00,0.15,0.00,0.04,Matches
484,Jovan Mijatović,rs SRB,"FW,MF",NYCFC,18,2005,3.0,3.00,3.00,1.33,0.33,0.33,0.67,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
485,Eric Miller,us USA,DF,Portland Timbers,31,1993,11.2,0.80,0.80,0.54,0.09,0.00,0.18,0.00,0.00,0.18,0.18,0.18,0.00,0.00,0.00,0.00,0.00,Matches
486,Kamal Miller,ca CAN,DF,Portland Timbers,26,1997,21.8,0.41,0.41,0.41,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.09,0.00,0.00,0.00,0.00,0.00,Matches
487,Peyton Miller,us USA,DF,NE Revolution,16,2007,7.6,1.97,1.98,1.71,0.00,0.26,0.00,0.00,0.00,0.26,0.26,0.26,0.00,0.00,0.00,0.00,0.00,Matches
488,Tyler Miller,us USA,GK,D.C. United,30,1993,5.0,0.60,0.60,0.40,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
489,Georgi Minoungou,bf BFA,FW,Seattle Sounders,21,2002,4.1,3.90,3.87,2.44,0.00,0.98,0.00,0.49,0.00,0.24,0.24,0.24,0.00,0.00,0.00,0.00,0.00,Matches
490,Aleksei Miranchuk,ru RUS,"MF,FW",Atlanta Utd,28,1995,8.3,4.70,4.69,3.37,0.84,0.12,0.12,0.12,0.12,0.36,0.36,0.24,0.12,0.00,0.00,0.00,0.00,Matches
491,Roald Mitchell,tt TRI,FW,NY Red Bulls,21,2003,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
492,Shakur Mohammed,gh GHA,"MF,FW",Orlando City,20,2003,0.1,10.0,18.00,0.00,0.00,0.00,0.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
493,Shaq Moore,us USA,DF,Nashville SC,27,1996,18.6,2.10,2.10,1.56,0.05,0.16,0.27,0.05,0.00,0.22,0.22,0.16,0.00,0.00,0.05,0.00,0.00,Matches
494,Felipe Mora,cl CHI,FW,Portland Timbers,30,1993,21.0,2.29,2.28,1.67,0.00,0.10,0.29,0.19,0.05,0.43,0.43,0.29,0.00,0.00,0.05,0.10,0.00,Matches
495,Alfredo Morales,us USA,MF,SJ Earthquakes,33,1990,7.2,2.22,2.22,1.53,0.14,0.00,0.28,0.14,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
496,Efrain Morales,bo BOL,DF,Atlanta Utd,19,2004,2.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
497,Maximiliano Moralez,ar ARG,"MF,FW",NYCFC,36,1987,10.0,6.30,6.29,5.00,0.40,0.20,0.10,0.50,0.10,1.20,1.20,0.90,0.00,0.10,0.10,0.00,0.10,Matches
498,Steven Moreira,cv CPV,DF,Columbus Crew,29,1994,23.4,1.75,1.75,1.67,0.00,0.00,0.04,0.00,0.04,0.21,0.21,0.21,0.00,0.00,0.00,0.00,0.00,Matches
499,Junior Moreno,ve VEN,"MF,FW",Houston Dynamo,30,1993,0.2,5.00,4.09,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
500,Santiago Moreno,co COL,"FW,MF",Portland Timbers,23,2000,27.1,4.98,4.99,3.87,0.18,0.26,0.26,0.22,0.18,0.59,0.59,0.52,0.00,0.07,0.00,0.00,0.00,Matches
501,Lewis Morgan,sct SCO,"FW,MF",NY Red Bulls,27,1996,26.8,3.77,3.77,2.65,0.15,0.26,0.45,0.22,0.04,0.52,0.52,0.37,0.00,0.00,0.00,0.15,0.00,Matches
502,Aidan Morris,us USA,MF,Columbus Crew,22,2001,14.2,3.03,3.04,2.46,0.14,0.00,0.21,0.07,0.14,0.56,0.57,0.42,0.00,0.00,0.00,0.07,0.07,Matches
503,Jordan Morris,us USA,FW,Seattle Sounders,29,1994,31.0,3.10,3.10,2.55,0.00,0.06,0.35,0.13,0.00,0.48,0.48,0.29,0.00,0.00,0.10,0.10,0.00,Matches
504,Edwin Mosquera,co COL,"FW,MF",Atlanta Utd,22,2001,7.0,5.86,5.89,3.29,0.14,1.14,0.29,0.86,0.14,0.57,0.58,0.57,0.00,0.00,0.00,0.00,0.00,Matches
505,Jean Mota,br BRA,MF,Inter Miami,30,1993,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
506,Cole Mrowka,us USA,MF,Columbus Crew,17,2006,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
507,Chris Mueller,us USA,"FW,MF",Chicago Fire,27,1996,15.0,3.07,3.06,2.47,0.07,0.13,0.13,0.20,0.07,0.33,0.33,0.27,0.00,0.00,0.07,0.00,0.00,Matches
508,Hany Mukhtar,de GER,"MF,FW",Nashville SC,28,1995,30.5,5.11,5.11,2.33,1.54,0.30,0.49,0.43,0.03,0.66,0.66,0.36,0.10,0.10,0.07,0.03,0.00,Matches
509,Luis Müller,de GER,"FW,MF",LAFC,22,2001,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
510,Daniel Munie,us USA,DF,SJ Earthquakes,23,2000,12.4,0.56,0.57,0.40,0.08,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
511,Luis Muriel,co COL,"FW,MF",Orlando City,32,1991,17.6,4.94,4.94,3.81,0.11,0.28,0.34,0.23,0.17,0.68,0.68,0.51,0.00,0.00,0.11,0.06,0.00,Matches
512,Ian Murphy,us USA,DF,FC Cincinnati,24,2000,25.4,0.63,0.63,0.59,0.00,0.00,0.04,0.00,0.00,0.08,0.08,0.08,0.00,0.00,0.00,0.00,0.00,Matches
513,Jacob Murrell,us USA,"FW,MF",D.C. United,19,2004,9.8,2.24,2.24,1.73,0.20,0.00,0.31,0.00,0.00,0.51,0.51,0.41,0.00,0.00,0.10,0.00,0.00,Matches
514,Petar Musa,hr CRO,FW,FC Dallas,25,1998,25.5,2.27,2.27,1.80,0.00,0.20,0.24,0.04,0.00,0.24,0.23,0.12,0.00,0.08,0.04,0.00,0.00,Matches
515,Daniel Musovski,us USA,"FW,MF",Seattle Sounders,28,1995,5.7,1.75,1.73,1.05,0.00,0.18,0.35,0.18,0.00,0.35,0.35,0.18,0.00,0.00,0.00,0.18,0.00,Matches
516,Alex Muyl,us USA,"FW,DF",Nashville SC,28,1995,25.6,2.11,2.11,1.45,0.04,0.20,0.20,0.12,0.12,0.12,0.12,0.08,0.00,0.04,0.00,0.00,0.00,Matches
517,Tristan Muyumba,fr FRA,MF,Atlanta Utd,26,1997,23.5,2.30,2.30,1.74,0.04,0.17,0.17,0.13,0.04,0.13,0.13,0.13,0.00,0.00,0.00,0.00,0.00,Matches
518,Darlington Nagbe,us USA,MF,Columbus Crew,33,1990,26.1,1.69,1.69,1.49,0.04,0.00,0.08,0.08,0.00,0.15,0.15,0.15,0.00,0.00,0.00,0.00,0.00,Matches
519,Federico Navarro,ar ARG,MF,Chicago Fire,23,2000,7.5,1.60,1.59,1.07,0.00,0.13,0.27,0.13,0.00,0.13,0.13,0.13,0.00,0.00,0.00,0.00,0.00,Matches
520,Rafael Navarro,br BRA,FW,Colorado Rapids,23,2000,30.8,2.86,2.86,1.92,0.00,0.23,0.23,0.45,0.03,0.45,0.45,0.26,0.00,0.03,0.13,0.03,0.00,Matches
521,Logan Ndenbe,be BEL,DF,Sporting KC,23,2000,2.7,2.59,2.62,1.48,0.00,0.37,0.37,0.00,0.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
522,Jalen Neal,us USA,DF,LA Galaxy,20,2003,15.4,0.58,0.59,0.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
523,Dylan Nealis,us USA,DF,NY Red Bulls,25,1998,25.9,2.90,2.90,2.28,0.19,0.04,0.23,0.12,0.04,0.35,0.35,0.27,0.04,0.00,0.04,0.00,0.00,Matches
524,Sean Nealis,us USA,DF,NY Red Bulls,27,1997,24.8,0.81,0.80,0.52,0.00,0.00,0.20,0.08,0.00,0.16,0.16,0.08,0.00,0.00,0.04,0.04,0.00,Matches
525,Franco Negri,ar ARG,DF,Inter Miami,28,1995,8.8,1.82,1.82,1.70,0.00,0.00,0.00,0.11,0.00,0.34,0.34,0.34,0.00,0.00,0.00,0.00,0.00,Matches
526,John Nelson,us USA,DF,LA Galaxy,25,1998,13.0,0.85,0.85,0.85,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.08,0.00,0.00,0.00,0.00,0.00,Matches
527,Jake Nerwinski,us USA,DF,St. Louis,29,1994,6.2,0.65,0.65,0.48,0.00,0.00,0.00,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
