0_Rk,1_Player,2_Nation,3_Pos,4_Squad,5_Age,6_Born,7_90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,24_Matches
37,Iván Angulo,co COL,"FW,DF",Orlando City,23,1999,27.6,2.68,2.69,2.14,0.00,0.40,0.14,0.00,0.00,0.40,0.40,0.29,0.00,0.07,0.04,0.00,0.00,Matches
38,Marco Angulo,ec ECU,MF,FC Cincinnati,20,2002,8.7,1.15,1.15,1.15,0.00,0.00,0.00,0.00,0.00,0.23,0.23,0.23,0.00,0.00,0.00,0.00,0.00,Matches
39,Eugene Ansah,gh GHA,FW,FC Dallas,28,1994,2.0,0.50,0.50,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
40,Themi Antonoglou,ca CAN,"DF,MF",Toronto FC,21,2001,5.3,1.13,1.12,0.94,0.00,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
41,Antony,br BRA,"FW,MF",Portland Timbers,21,2001,2.8,3.93,3.90,3.21,0.00,0.36,0.00,0.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
42,Brian Anunga,cm CMR,MF,Nashville SC,26,1996,6.3,0.63,0.64,0.63,0.00,0.00,0.00,0.00,0.00,0.16,0.16,0.16,0.00,0.00,0.00,0.00,0.00,Matches
43,Cristian Arango,co COL,FW,Real Salt Lake,27,1995,8.4,2.86,2.85,2.14,0.12,0.12,0.12,0.12,0.24,0.48,0.47,0.24,0.00,0.12,0.00,0.12,0.00,Matches
44,César Araujo,uy URU,MF,Orlando City,21,2001,30.3,2.05,2.04,1.58,0.07,0.07,0.10,0.17,0.07,0.30,0.30,0.17,0.03,0.00,0.03,0.07,0.00,Matches
45,Luiz Araújo,br BRA,FW,Atlanta Utd,26,1996,14.1,4.04,4.05,2.77,0.14,0.50,0.28,0.35,0.00,0.28,0.28,0.21,0.00,0.07,0.00,0.00,0.00,Matches
46,Miguel Araujo,pe PER,DF,Portland Timbers,28,1994,1.9,1.05,1.05,0.53,0.00,0.00,0.00,0.00,0.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
47,Scott Arfield,ca CAN,"MF,FW",Charlotte,34,1988,4.6,2.39,2.39,1.74,0.00,0.22,0.43,0.00,0.00,0.22,0.22,0.22,0.00,0.00,0.00,0.00,0.00,Matches
48,Max Arfsten,us USA,"DF,MF",Columbus Crew,21,2001,3.1,2.26,2.29,1.29,0.00,0.00,0.32,0.32,0.32,0.32,0.33,0.32,0.00,0.00,0.00,0.00,0.00,Matches
49,Santiago Arias,co COL,DF,FC Cincinnati,31,1992,18.4,2.07,2.07,1.52,0.11,0.05,0.22,0.16,0.00,0.16,0.16,0.11,0.00,0.00,0.00,0.05,0.00,Matches
50,Xavier Arreaga,ec ECU,"DF,MF",Seattle Sounders,28,1994,3.9,0.77,0.76,0.26,0.00,0.00,0.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
51,Kervin Arriaga,hn HON,MF,Minnesota Utd,25,1998,13.0,1.54,1.54,1.38,0.00,0.00,0.15,0.00,0.00,0.31,0.31,0.31,0.00,0.00,0.00,0.00,0.00,Matches
52,Paul Arriola,us USA,"FW,MF",FC Dallas,27,1995,18.4,2.45,2.45,2.17,0.00,0.05,0.11,0.11,0.00,0.27,0.27,0.22,0.00,0.00,0.05,0.00,0.00,Matches
53,Dixon Arroyo,ec ECU,MF,Inter Miami,30,1992,19.9,1.26,1.26,0.95,0.05,0.00,0.20,0.00,0.05,0.10,0.10,0.05,0.00,0.00,0.05,0.00,0.00,Matches
54,Artur,br BRA,MF,Houston Dynamo,26,1996,30.3,1.29,1.29,0.99,0.00,0.03,0.13,0.00,0.13,0.13,0.13,0.13,0.00,0.00,0.00,0.00,0.00,Matches
55,Yamil Asad,ar ARG,"MF,FW",D.C. United,28,1994,5.8,3.10,3.09,2.59,0.17,0.00,0.00,0.34,0.00,0.34,0.34,0.34,0.00,0.00,0.00,0.00,0.00,Matches
56,Dairon Asprilla,co COL,"FW,MF",Portland Timbers,30,1992,16.1,2.48,2.49,1.74,0.00,0.31,0.12,0.25,0.06,0.50,0.50,0.37,0.00,0.12,0.00,0.00,0.00,Matches
57,Joshua Atencio,us USA,MF,Seattle Sounders,21,2002,10.9,2.11,2.11,1.93,0.00,0.09,0.00,0.00,0.09,0.09,0.09,0.09,0.00,0.00,0.00,0.00,0.00,Matches
58,Julián Aude,ar ARG,DF,LA Galaxy,19,2003,13.3,1.80,1.81,1.65,0.00,0.08,0.08,0.00,0.00,0.15,0.15,0.15,0.00,0.00,0.00,0.00,0.00,Matches
59,Tomás Avilés,ar ARG,DF,Inter Miami,18,2004,9.7,0.52,0.51,0.41,0.00,0.00,0.10,0.00,0.00,0.21,0.21,0.10,0.00,0.00,0.10,0.00,0.00,Matches
60,David Ayala,ar ARG,MF,Portland Timbers,20,2002,1.8,1.67,1.69,1.11,0.00,0.00,0.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
61,Edison Azcona,do DOM,"MF,DF",Inter Miami,19,2003,0.6,5.00,5.29,0.00,0.00,3.33,0.00,1.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
62,Dominique Badji,sn SEN,FW,FC Cincinnati,30,1992,10.2,2.94,2.94,1.96,0.00,0.29,0.20,0.49,0.00,0.59,0.59,0.29,0.00,0.10,0.00,0.20,0.00,Matches
63,Corey Baird,us USA,FW,Houston Dynamo,27,1996,25.9,2.01,2.01,1.51,0.04,0.19,0.19,0.08,0.00,0.54,0.54,0.35,0.00,0.08,0.04,0.08,0.00,Matches
64,Esmir Bajraktarevic,ba BIH,"FW,MF",NE Revolution,17,2005,5.5,1.27,1.27,0.91,0.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
65,Cody Baker,us USA,DF,Seattle Sounders,19,2004,7.6,1.32,1.32,1.05,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
66,Reed Baker-Whiting,us USA,"DF,FW",Seattle Sounders,17,2005,7.1,1.83,1.82,1.55,0.00,0.14,0.14,0.00,0.00,0.28,0.28,0.14,0.00,0.14,0.00,0.00,0.00,Matches
67,Monsef Bakrar,dz ALG,FW,NYCFC,22,2001,8.4,1.31,1.31,1.07,0.00,0.00,0.24,0.00,0.00,0.12,0.12,0.12,0.00,0.00,0.00,0.00,0.00,Matches
68,Michael Baldisimo,ph PHI,MF,SJ Earthquakes,22,2000,3.3,0.61,0.61,0.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
69,Tai Baribo,il ISR,"FW,MF",Philadelphia Union,25,1998,1.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
70,Tom Barlow,us USA,FW,NY Red Bulls,27,1995,20.5,1.61,1.61,1.22,0.00,0.15,0.24,0.00,0.00,0.10,0.10,0.10,0.00,0.00,0.00,0.00,0.00,Matches
71,Luis Barraza,us USA,GK,NYCFC,26,1996,24.0,0.08,0.08,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
72,Álvaro Barreal,ar ARG,DF,FC Cincinnati,22,2000,31.3,3.71,3.71,2.33,0.93,0.19,0.16,0.10,0.00,0.38,0.38,0.22,0.06,0.03,0.03,0.03,0.00,Matches
73,Michael Barrios,co COL,"FW,MF",Colorado Rapids,31,1991,9.3,2.26,2.25,1.61,0.00,0.22,0.22,0.22,0.00,0.32,0.32,0.22,0.00,0.11,0.00,0.00,0.00,Matches
74,Michael Barrios,co COL,"FW,MF",LA Galaxy,31,1991,1.3,3.85,3.95,3.85,0.00,0.00,0.00,0.00,0.00,0.77,0.79,0.77,0.00,0.00,0.00,0.00,0.00,Matches
75,Lucas Bartlett,us USA,DF,St. Louis,25,1997,11.9,0.76,0.76,0.59,0.00,0.00,0.08,0.00,0.08,0.08,0.08,0.08,0.00,0.00,0.00,0.00,0.00,Matches
76,Ethan Bartlow,us USA,DF,Houston Dynamo,22,2000,22.1,0.86,0.86,0.72,0.00,0.05,0.05,0.05,0.00,0.09,0.09,0.05,0.00,0.00,0.05,0.00,0.00,Matches
77,Cole Bassett,us USA,"MF,FW",Colorado Rapids,21,2001,21.1,2.65,2.65,2.13,0.19,0.24,0.05,0.05,0.00,0.19,0.19,0.09,0.00,0.05,0.05,0.00,0.00,Matches
78,Amine Bassi,fr FRA,"MF,FW",Houston Dynamo,25,1997,22.2,4.28,4.28,3.42,0.27,0.14,0.09,0.32,0.05,0.41,0.41,0.32,0.00,0.00,0.05,0.00,0.05,Matches
79,Jesús Batiz,hn HON,"MF,FW",Toronto FC,23,1999,0.7,1.43,1.41,0.00,0.00,1.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
80,Josh Bauer,us USA,DF,Nashville SC,24,1998,5.8,0.34,0.35,0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
81,Tanner Beason,us USA,DF,SJ Earthquakes,25,1997,15.6,0.26,0.26,0.13,0.00,0.00,0.13,0.00,0.00,0.06,0.06,0.00,0.00,0.00,0.06,0.00,0.00,Matches
82,Gavin Beavers,us USA,GK,Real Salt Lake,17,2005,6.5,0.15,0.15,0.00,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
83,Simon Becher,us USA,"FW,MF",Vancouver W'caps,23,1999,6.8,2.79,2.79,1.76,0.00,0.15,0.44,0.29,0.15,0.29,0.29,0.15,0.00,0.00,0.15,0.00,0.00,Matches
84,Alejandro Bedoya,us USA,MF,Philadelphia Union,35,1987,22.3,3.36,3.36,2.74,0.04,0.09,0.45,0.00,0.04,0.40,0.40,0.27,0.00,0.00,0.13,0.00,0.00,Matches
85,Steven Beitashour,ir IRN,DF,Colorado Rapids,35,1987,6.7,0.60,0.59,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
86,Jon Bell,jm JAM,DF,St. Louis,25,1997,1.6,0.63,0.64,0.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
87,Zaydan Bello,au AUS,MF,Minnesota Utd,20,2002,0.2,10.0,12.00,5.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
88,Nico Benalcázar,us USA,MF,NYCFC,21,2001,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
89,Ben Bender,us USA,"MF,FW",Charlotte,21,2001,10.1,3.47,3.48,2.67,0.10,0.40,0.20,0.00,0.10,0.40,0.40,0.30,0.00,0.10,0.00,0.00,0.00,Matches
90,Joe Bendik,us USA,GK,Philadelphia Union,33,1989,7.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
91,Christian Benteke,be BEL,FW,D.C. United,32,1990,31.0,2.87,2.87,1.87,0.00,0.29,0.45,0.26,0.00,0.26,0.26,0.13,0.00,0.03,0.06,0.03,0.00,Matches
92,Sebastian Berhalter,us USA,MF,Vancouver W'caps,21,2001,14.4,2.71,2.70,1.94,0.69,0.00,0.07,0.00,0.00,0.14,0.14,0.07,0.07,0.00,0.00,0.00,0.00,Matches
93,Federico Bernardeschi,it ITA,"FW,MF",Toronto FC,28,1994,28.9,3.84,3.84,2.35,0.38,0.45,0.45,0.21,0.00,0.31,0.31,0.17,0.03,0.03,0.07,0.00,0.00,Matches
94,Miguel Berry,es ESP,FW,Atlanta Utd,25,1997,11.5,1.74,1.73,1.30,0.00,0.09,0.00,0.26,0.09,0.17,0.17,0.17,0.00,0.00,0.00,0.00,0.00,Matches
95,Aaron Bibout,cm CMR,FW,LA Galaxy,18,2004,0.3,6.67,8.18,6.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
96,David Bingham,us USA,GK,Portland Timbers,33,1989,19.0,0.21,0.21,0.16,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
97,Steve Birnbaum,us USA,DF,D.C. United,32,1991,17.9,0.89,0.89,0.61,0.00,0.00,0.22,0.06,0.00,0.06,0.06,0.00,0.00,0.00,0.06,0.00,0.00,Matches
98,Stipe Biuk,hr CRO,FW,LAFC,20,2002,14.9,3.22,3.20,2.28,0.00,0.34,0.34,0.20,0.07,0.13,0.13,0.00,0.00,0.00,0.07,0.00,0.07,Matches
99,Tristan Blackmon,us USA,DF,Vancouver W'caps,26,1996,28.0,0.79,0.79,0.61,0.00,0.00,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
100,Andre Blake,jm JAM,GK,Philadelphia Union,32,1990,26.4,0.08,0.08,0.08,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.04,0.00,0.00,0.00,0.00,0.00,Matches
101,Sebastián Blanco,ar ARG,"FW,MF",Portland Timbers,34,1988,4.9,2.45,2.46,2.04,0.00,0.00,0.20,0.20,0.00,0.41,0.41,0.20,0.00,0.00,0.20,0.00,0.00,Matches
102,Latif Blessing,gh GHA,"FW,MF",Toronto FC,26,1996,1.7,2.94,2.92,2.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
103,Latif Blessing,gh GHA,MF,NE Revolution,26,1996,11.5,1.48,1.48,1.48,0.00,0.00,0.00,0.00,0.00,0.17,0.17,0.17,0.00,0.00,0.00,0.00,0.00,Matches
104,Njabulo Blom,za RSA,MF,St. Louis,23,1999,21.3,1.36,1.36,1.17,0.00,0.00,0.05,0.05,0.09,0.14,0.14,0.14,0.00,0.00,0.00,0.00,0.00,Matches
105,Emmanuel Boateng,gh GHA,"FW,MF",NE Revolution,29,1994,16.0,2.63,2.63,2.31,0.13,0.06,0.13,0.00,0.00,0.19,0.19,0.13,0.06,0.00,0.00,0.00,0.00,Matches
106,Israel Boatwright,do DOM,"MF,DF",Inter Miami,17,2005,0.8,2.50,2.37,1.25,0.00,0.00,0.00,1.25,0.00,1.25,1.18,0.00,0.00,0.00,0.00,1.25,0.00,Matches
107,Mateusz Bogusz,pl POL,"MF,FW",LAFC,21,2001,19.3,3.47,3.46,2.23,0.62,0.31,0.16,0.10,0.05,0.26,0.26,0.21,0.00,0.00,0.05,0.00,0.00,Matches
108,Franck Boli,ci CIV,FW,Portland Timbers,29,1993,16.2,2.72,2.72,1.67,0.00,0.31,0.43,0.25,0.06,0.37,0.37,0.19,0.00,0.06,0.12,0.00,0.00,Matches
109,Joshua Bolma,gh GHA,MF,NE Revolution,20,2002,0.3,3.33,3.33,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
110,Moïse Bombito,ca CAN,DF,Colorado Rapids,22,2000,8.3,1.81,1.80,1.45,0.12,0.12,0.00,0.12,0.00,0.24,0.24,0.24,0.00,0.00,0.00,0.00,0.00,Matches
111,Jonathan Bond,eng ENG,GK,LA Galaxy,29,1993,22.8,0.04,0.04,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
112,Pablo Bonilla,ve VEN,DF,Portland Timbers,23,1999,0.8,1.25,1.20,1.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
113,Alex Bono,us USA,GK,D.C. United,28,1994,9.5,0.32,0.32,0.11,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
114,Shanyder Borgelin,ht HAI,FW,Inter Miami,21,2001,1.6,2.50,2.52,1.88,0.00,0.00,0.63,0.00,0.00,0.63,0.63,0.00,0.00,0.00,0.63,0.00,0.00,Matches
115,Dylan Borrero,co COL,"FW,MF",NE Revolution,21,2002,5.7,2.28,2.29,2.11,0.00,0.18,0.00,0.00,0.00,0.18,0.18,0.18,0.00,0.00,0.00,0.00,0.00,Matches
116,Gustavo Bou,ar ARG,"FW,MF",NE Revolution,32,1990,14.0,3.79,3.78,2.93,0.14,0.29,0.21,0.14,0.07,0.43,0.43,0.29,0.07,0.07,0.00,0.00,0.00,Matches
117,Denis Bouanga,ga GAB,FW,LAFC,28,1994,28.1,4.20,4.20,2.56,0.07,0.64,0.57,0.36,0.00,0.53,0.53,0.32,0.00,0.04,0.11,0.07,0.00,Matches
118,Ousseni Bouda,bf BFA,"FW,MF",SJ Earthquakes,22,2000,1.7,1.76,1.81,0.59,0.00,0.00,1.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
119,Aaron Boupendza,ga GAB,FW,FC Cincinnati,26,1996,6.7,4.93,4.90,2.84,0.00,1.19,0.60,0.30,0.00,0.45,0.45,0.15,0.00,0.15,0.15,0.00,0.00,Matches
120,Michael Boxall,nz NZL,DF,Minnesota Utd,34,1988,31.7,0.69,0.69,0.50,0.00,0.06,0.06,0.00,0.06,0.09,0.09,0.03,0.00,0.00,0.03,0.00,0.03,Matches
121,Tyler Boyd,us USA,"FW,MF",LA Galaxy,28,1994,25.8,3.88,3.88,2.75,0.31,0.31,0.23,0.23,0.04,0.39,0.39,0.23,0.00,0.04,0.08,0.04,0.00,Matches
122,Michael Bradley,us USA,"MF,DF",Toronto FC,35,1987,16.0,0.75,0.75,0.50,0.13,0.00,0.06,0.00,0.06,0.13,0.12,0.13,0.00,0.00,0.00,0.00,0.00,Matches
123,Chris Brady,us USA,GK,Chicago Fire,18,2004,29.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
124,Zachary Brault-Guillard,ca CAN,"DF,MF",CF Montréal,24,1998,14.5,3.17,3.17,3.03,0.00,0.00,0.07,0.07,0.00,0.21,0.21,0.21,0.00,0.00,0.00,0.00,0.00,Matches
125,Claudio Bravo,ar ARG,DF,Portland Timbers,25,1997,25.9,1.93,1.93,1.58,0.15,0.08,0.04,0.00,0.08,0.19,0.19,0.19,0.00,0.00,0.00,0.00,0.00,Matches
126,Luke Brennan,us USA,MF,Atlanta Utd,17,2005,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
127,Brenner,br BRA,FW,FC Cincinnati,23,2000,5.9,3.56,3.54,2.54,0.00,0.34,0.51,0.17,0.00,0.51,0.51,0.34,0.00,0.00,0.17,0.00,0.00,Matches
128,Ethan Bristow,kn SKN,DF,Minnesota Utd,21,2001,6.0,0.83,0.83,0.67,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
129,Andrew Brody,us USA,DF,Real Salt Lake,27,1995,25.2,2.66,2.66,2.30,0.08,0.16,0.04,0.00,0.08,0.20,0.20,0.20,0.00,0.00,0.00,0.00,0.00,Matches
