0_Rk,1_Player,2_Nation,3_Pos,4_Squad,5_Age,6_Born,Matches PlayedMatches Played by the player or squad,Game or games started by player,Minutes,90s Played90s playedMinutes played divided by 90,GoalsGoals scored or allowed,AssistsAssists,Goals + AssistsGoals and Assists,Non-Penalty GoalsNon-Penalty Goals,Penalty Kicks MadePenalty Kicks Made,Penalty Kicks AttemptedPenalty Kicks Attempted,Yellow CardsYellow Cards,Red CardsRed Cards,"xG: Expected GoalsExpected GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","npxG: Non-Penalty xGNon-Penalty Expected GoalsProvided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","xAG: Exp. Assisted GoalsExpected Assisted GoalsxG which follows a pass that assists a shotProvided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","npxG + xAGNon-Penalty Expected Goals plus Assisted GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.Minimum 30 minutes played per squad game to qualify as a leader",Progression_PrgC,Progression_PrgP,Progression_PrgR,GoalsGoals scored or allowed,AssistsAssists,Goals + AssistsGoals and Assists,Non-Penalty GoalsNon-Penalty Goals,Non-Penalty Goals + Assists/90Goals plus Assists minus Penalty Kicks made per 90 minutesMinimum 30 minutes played per squad game to qualify as a leader,"xG: Expected GoalsExpected GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","xAG: Exp. Assisted GoalsExpected Assisted GoalsxG which follows a pass that assists a shotProvided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","xG + xAG/90Expected Goals plus Assisted Goals per 90 minutesxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.Minimum 30 minutes played per squad game to qualify as a leader","npxG: Non-Penalty xGNon-Penalty Expected GoalsProvided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","npxG + xAGNon-Penalty Expected Goals plus Assisted GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.Minimum 30 minutes played per squad game to qualify as a leader",36_Matches
79,Alejandro Bedoya,us USA,"MF,DF",Philadelphia Union,38-219,1987,24,9,749,8.3,0.12,0.12,0.24,0.12,0.00,0.00,0.48,0.00,0.18,0.18,0.16,0.33,1.45,5.06,8.19,0.12,0.12,0.24,0.12,0.24,0.17,0.15,0.33,0.17,0.33,Matches
80,Jon Bell,jm JAM,DF,Seattle Sounders,28-100,1997,21,13,1327,14.7,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.01,0.01,0.00,0.01,0.27,2.79,0.27,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
81,Ben Bender,us USA,"MF,FW",Philadelphia Union,24-272,2001,7,4,321,3.6,0.00,0.00,0.00,0.00,0.00,0.00,0.83,0.00,0.06,0.06,0.11,0.17,0.56,2.78,9.44,0.00,0.00,0.00,0.00,0.00,0.06,0.10,0.16,0.06,0.16,Matches
82,Ramiro Benetti,br BRA,"MF,DF",FC Dallas,32-196,1993,29,27,2301,25.6,0.00,0.08,0.08,0.00,0.00,0.00,0.35,0.00,0.01,0.01,0.08,0.09,0.51,5.23,1.13,0.00,0.08,0.08,0.00,0.08,0.01,0.08,0.09,0.01,0.09,Matches
83,Christian Benteke,be BEL,FW,D.C. United,35-001,1990,25,23,1877,20.9,0.43,0.14,0.57,0.33,0.10,0.14,0.33,0.00,0.57,0.46,0.13,0.60,1.10,2.11,4.21,0.43,0.14,0.58,0.34,0.48,0.57,0.13,0.70,0.47,0.60,Matches
84,Gustav Berggren,se SWE,MF,NY Red Bulls,28-088,1997,6,4,353,3.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.77,3.85,1.54,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04,Matches
85,Sebastian Berhalter,us USA,MF,Vancouver W'caps,24-201,2001,29,25,2295,25.5,0.16,0.39,0.55,0.16,0.00,0.00,0.24,0.00,0.10,0.10,0.30,0.40,1.10,7.84,3.69,0.16,0.39,0.55,0.16,0.55,0.10,0.30,0.40,0.10,0.40,Matches
86,Federico Bernardeschi,it ITA,"FW,MF",Toronto FC,31-291,1994,15,15,1298,14.4,0.28,0.21,0.49,0.21,0.07,0.07,0.35,0.00,0.26,0.20,0.26,0.47,3.89,4.31,8.54,0.28,0.21,0.49,0.21,0.42,0.26,0.27,0.52,0.20,0.47,Matches
87,Juan Berrocal,es ESP,DF,Atlanta Utd,26-214,1999,10,5,577,6.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,0.16,2.19,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
88,Miguel Berry,es ESP,FW,LA Galaxy,28-079,1997,17,7,681,7.6,0.00,0.26,0.26,0.00,0.00,0.00,0.00,0.00,0.14,0.14,0.20,0.33,0.79,1.71,4.34,0.00,0.26,0.26,0.00,0.26,0.14,0.19,0.34,0.14,0.34,Matches
89,Pep Biel,es ESP,"MF,FW",Charlotte,29-090,1996,26,24,2006,22.3,0.45,0.49,0.94,0.45,0.00,0.00,0.18,0.00,0.30,0.30,0.48,0.78,1.75,4.75,5.65,0.45,0.49,0.94,0.45,0.94,0.29,0.48,0.78,0.29,0.78,Matches
90,David Bingham,us USA,GK,Charlotte,36-046,1989,2,2,180,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
91,Guilherme Biro,br BRA,DF,Austin,25-217,2000,32,31,2623,29.1,0.10,0.03,0.14,0.10,0.00,0.00,0.24,0.00,0.05,0.05,0.07,0.12,1.37,3.23,2.44,0.10,0.03,0.14,0.10,0.14,0.06,0.07,0.12,0.06,0.12,Matches
92,Tristan Blackmon,us USA,DF,Vancouver W'caps,29-114,1996,25,23,2070,23.0,0.09,0.04,0.13,0.09,0.00,0.00,0.17,0.00,0.07,0.06,0.03,0.10,0.87,6.26,0.43,0.09,0.04,0.13,0.09,0.13,0.06,0.04,0.10,0.06,0.10,Matches
93,Andre Blake,jm JAM,GK,Philadelphia Union,35-013,1990,21,21,1827,20.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
94,Emmanuel Boateng,gh GHA,FW,San Diego FC,31-321,1994,13,0,242,2.7,0.00,0.00,0.00,0.00,0.00,0.00,1.11,0.00,0.00,0.00,0.00,0.00,2.59,2.22,6.30,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches
95,Wiktor Bogacz,pl POL,FW,NY Red Bulls,21-143,2004,19,1,317,3.5,0.29,0.29,0.57,0.29,0.00,0.00,0.29,0.00,0.14,0.14,0.20,0.34,0.86,1.71,7.71,0.28,0.28,0.57,0.28,0.57,0.15,0.21,0.36,0.15,0.36,Matches
96,Luca Bombino,us USA,DF,San Diego FC,19-147,2006,26,24,2122,23.6,0.04,0.08,0.13,0.04,0.00,0.00,0.21,0.00,0.05,0.05,0.11,0.16,1.61,5.64,4.49,0.04,0.08,0.13,0.04,0.13,0.05,0.11,0.16,0.05,0.16,Matches
97,Jonathan Bond,eng ENG,GK,Houston Dynamo,32-199,1993,26,26,2340,26.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
98,Denis Bouanga,ga GAB,FW,LAFC,31-023,1994,31,29,2654,29.5,0.81,0.24,1.05,0.58,0.24,0.27,0.10,0.00,0.74,0.53,0.26,0.79,5.90,2.92,13.1,0.81,0.24,1.05,0.58,0.81,0.74,0.26,1.00,0.53,0.79,Matches
99,Ousseni Bouda,bf BFA,"FW,MF",SJ Earthquakes,25-220,2000,34,13,1329,14.8,0.20,0.07,0.27,0.20,0.00,0.00,0.27,0.00,0.31,0.31,0.18,0.49,3.31,2.97,7.50,0.20,0.07,0.27,0.20,0.27,0.32,0.17,0.49,0.32,0.49,Matches
100,Giuseppe Bovalina,au AUS,DF,Vancouver W'caps,21-023,2004,7,2,205,2.3,0.00,0.87,0.87,0.00,0.00,0.00,0.00,0.00,0.26,0.26,0.35,0.61,1.74,1.30,6.96,0.00,0.88,0.88,0.00,0.88,0.28,0.33,0.61,0.28,0.61,Matches
101,Michael Boxall,nz NZL,DF,Minnesota Utd,37-108,1988,31,28,2651,29.5,0.03,0.03,0.07,0.03,0.00,0.00,0.17,0.00,0.03,0.03,0.04,0.06,0.27,1.05,0.37,0.03,0.03,0.07,0.03,0.07,0.03,0.04,0.07,0.03,0.07,Matches
102,Tyler Boyd,us USA,MF,Nashville SC,30-339,1994,5,1,161,1.8,0.00,0.56,0.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.33,0.56,2.78,6.67,0.00,0.56,0.56,0.00,0.56,0.00,0.34,0.34,0.00,0.34,Matches
103,Chris Brady,us USA,GK,Chicago Fire,21-276,2004,28,28,2465,27.4,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.04,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
104,Claudio Bravo,ar ARG,DF,Portland Timbers,28-266,1997,8,3,330,3.7,0.00,0.00,0.00,0.00,0.00,0.00,0.27,0.00,0.08,0.08,0.16,0.24,1.08,4.59,2.70,0.00,0.00,0.00,0.00,0.00,0.10,0.16,0.25,0.10,0.25,Matches
105,David Brekalo,si SVN,DF,Orlando City,27-001,1998,29,27,2402,26.7,0.04,0.07,0.11,0.04,0.00,0.00,0.19,0.00,0.12,0.12,0.05,0.17,1.01,4.34,0.75,0.04,0.07,0.11,0.04,0.11,0.12,0.05,0.17,0.12,0.17,Matches
106,Luke Brennan,us USA,"FW,MF",Atlanta Utd,20-283,2005,14,6,530,5.9,0.00,0.17,0.17,0.00,0.00,0.00,0.17,0.00,0.10,0.10,0.29,0.41,4.41,2.54,12.4,0.00,0.17,0.17,0.00,0.17,0.11,0.29,0.40,0.11,0.40,Matches
107,Brenner,br BRA,"FW,MF",FC Cincinnati,25-322,2000,6,6,516,5.7,0.70,0.18,0.88,0.70,0.00,0.00,0.18,0.00,0.70,0.70,0.18,0.89,1.93,4.21,7.72,0.70,0.17,0.87,0.70,0.87,0.70,0.18,0.88,0.70,0.88,Matches
108,Sebastian Breza,ca CAN,GK,CF Montréal,27-264,1998,3,3,270,3.0,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
109,Yannick Bright,it ITA,MF,Inter Miami,24-092,2001,27,16,1352,15.0,0.07,0.00,0.07,0.07,0.00,0.00,0.33,0.00,0.01,0.01,0.01,0.03,0.80,4.33,1.80,0.07,0.00,0.07,0.07,0.07,0.02,0.02,0.03,0.02,0.03,Matches
110,Andrew Brody,us USA,DF,Sporting KC,30-215,1995,12,6,493,5.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.16,0.20,2.36,3.45,6.55,0.00,0.00,0.00,0.00,0.00,0.03,0.16,0.20,0.03,0.20,Matches
111,Brandt Bronico,us USA,MF,Charlotte,30-167,1995,31,28,2325,25.8,0.08,0.12,0.19,0.08,0.00,0.00,0.39,0.00,0.10,0.10,0.06,0.16,1.40,4.30,2.64,0.08,0.12,0.19,0.08,0.19,0.10,0.06,0.16,0.10,0.16,Matches
112,Lachlan Brook,au AUS,FW,Real Salt Lake,24-299,2001,5,0,100,1.1,0.00,0.00,0.00,0.00,0.00,0.00,0.91,0.00,0.27,0.27,0.36,0.64,0.91,2.73,5.45,0.00,0.00,0.00,0.00,0.00,0.31,0.32,0.63,0.31,0.63,Matches
113,Javain Brown,jm JAM,DF,Real Salt Lake,26-270,1999,3,3,194,2.2,0.00,0.00,0.00,0.00,0.00,0.00,0.45,0.00,0.14,0.14,0.00,0.14,1.36,2.73,0.45,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.13,0.13,0.13,Matches
114,Tristan Brown,us USA,"DF,FW",Columbus Crew,18-048,2007,6,0,41,0.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,12.0,4.00,14.0,0.00,0.00,0.00,0.00,0.00,0.05,0.10,0.15,0.05,0.15,Matches
115,Gastón Brugman,uy URU,MF,Nashville SC,33-088,1992,24,14,1278,14.2,0.00,0.07,0.07,0.00,0.00,0.00,0.14,0.00,0.09,0.09,0.27,0.36,0.70,9.23,2.18,0.00,0.07,0.07,0.00,0.07,0.09,0.27,0.36,0.09,0.36,Matches
116,Snyder Brunell,us USA,"MF,FW",Seattle Sounders,18-256,2007,6,3,293,3.3,0.61,0.00,0.61,0.61,0.00,0.00,0.00,0.00,0.42,0.42,0.03,0.48,2.12,2.73,3.64,0.61,0.00,0.61,0.61,0.61,0.44,0.04,0.48,0.44,0.48,Matches
117,Ola Brynhildsen,no NOR,"FW,MF",Toronto FC,26-221,1999,21,18,1335,14.8,0.14,0.07,0.20,0.14,0.00,0.00,0.00,0.00,0.37,0.37,0.03,0.41,1.55,0.95,3.11,0.13,0.07,0.20,0.13,0.20,0.37,0.03,0.40,0.37,0.40,Matches
118,Pavel Bucha,cz CZE,MF,FC Cincinnati,27-268,1998,33,32,2883,32.0,0.09,0.09,0.19,0.09,0.00,0.00,0.09,0.00,0.08,0.08,0.11,0.18,0.94,5.28,2.53,0.09,0.09,0.19,0.09,0.19,0.08,0.11,0.18,0.08,0.18,Matches
119,Noel Buck,eng ENG,"MF,DF",NE Revolution,20-243,2005,2,0,24,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.67,6.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
120,Noel Buck,eng ENG,"MF,DF",SJ Earthquakes,20-243,2005,9,0,151,1.7,0.00,0.59,0.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.24,0.00,1.76,1.76,0.00,0.60,0.60,0.00,0.60,0.00,0.22,0.22,0.00,0.22,Matches
121,Dawid Bugaj,pl POL,DF,CF Montréal,21-148,2004,23,19,1726,19.2,0.00,0.10,0.10,0.00,0.00,0.00,0.21,0.00,0.02,0.02,0.10,0.11,1.15,2.03,1.98,0.00,0.10,0.10,0.00,0.10,0.02,0.10,0.12,0.02,0.12,Matches
122,Osman Bukari,gh GHA,"FW,MF",Austin,26-356,1998,33,27,2318,25.8,0.12,0.12,0.23,0.12,0.00,0.00,0.08,0.00,0.14,0.14,0.19,0.32,4.07,2.91,9.34,0.12,0.12,0.23,0.12,0.23,0.13,0.19,0.32,0.13,0.32,Matches
123,Teal Bunbury,us USA,"FW,MF",Nashville SC,35-280,1990,21,1,211,2.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.78,0.78,0.00,0.78,0.43,0.43,8.26,0.00,0.00,0.00,0.00,0.00,0.77,0.01,0.77,0.77,0.77,Matches
124,Roman Bürki,ch SUI,GK,St. Louis,35-020,1990,25,25,2250,25.0,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.04,0.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
125,Evan Bush,us USA,GK,Columbus Crew,39-273,1986,6,6,540,6.0,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
126,Sergio Busquets,es ESP,MF,Inter Miami,37-141,1988,33,32,2867,31.9,0.00,0.25,0.25,0.00,0.00,0.00,0.16,0.00,0.01,0.01,0.20,0.21,0.60,7.52,0.94,0.00,0.25,0.25,0.00,0.25,0.01,0.20,0.21,0.01,0.21,Matches
127,Brandon Bye,us USA,DF,NE Revolution,30-005,1995,26,12,1107,12.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.11,0.16,0.57,2.44,7.15,0.00,0.00,0.00,0.00,0.00,0.06,0.11,0.16,0.06,0.16,Matches
128,Nathan Byrne,eng ENG,DF,Charlotte,33-182,1992,17,17,1527,17.0,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.00,0.00,0.00,0.01,0.01,1.71,4.59,3.12,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
129,Kevin Cabral,fr FRA,"FW,MF",Colorado Rapids,26-147,1999,18,10,767,8.5,0.00,0.00,0.00,0.00,0.00,0.00,0.47,0.00,0.16,0.16,0.02,0.18,1.41,1.18,6.82,0.00,0.00,0.00,0.00,0.00,0.16,0.02,0.18,0.16,0.18,Matches
130,Rafael Cabral,br BRA,GK,Real Salt Lake,35-198,1990,34,34,3060,34.0,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
131,Kenji Cabrera,pe PER,"MF,FW",Vancouver W'caps,22-311,2003,6,2,180,2.0,0.50,0.00,0.50,0.50,0.00,0.00,0.00,0.00,0.30,0.30,0.10,0.40,4.00,7.50,14.5,0.50,0.00,0.50,0.50,0.50,0.32,0.08,0.40,0.32,0.40,Matches
132,Noel Caliskan,de GER,"DF,MF",Real Salt Lake,25-097,2000,25,22,1988,22.1,0.05,0.05,0.09,0.05,0.00,0.00,0.18,0.00,0.02,0.02,0.04,0.05,1.54,4.89,1.31,0.05,0.05,0.09,0.05,0.09,0.02,0.03,0.06,0.02,0.06,Matches
133,Drake Callender,us USA,GK,Inter Miami,28-058,1997,3,2,185,2.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
134,Brandon Cambridge,us USA,FW,Charlotte,23-093,2002,1,0,1,0.0,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,0,0,0,0.00,0.00,0.00,0.00,0.00,25.82,0.00,25.82,25.82,25.82,Matches
135,Leonardo Campana,ec ECU,FW,NE Revolution,25-133,2000,24,20,1645,18.3,0.38,0.05,0.44,0.38,0.00,0.00,0.27,0.00,0.38,0.38,0.07,0.45,0.71,2.13,4.64,0.38,0.05,0.44,0.38,0.44,0.38,0.07,0.45,0.38,0.45,Matches
136,George Campbell,us USA,DF,CF Montréal,24-165,2001,16,15,1345,14.9,0.00,0.07,0.07,0.00,0.00,0.00,0.27,0.00,0.04,0.04,0.10,0.15,0.60,3.96,0.34,0.00,0.07,0.07,0.00,0.07,0.04,0.10,0.15,0.04,0.15,Matches
137,Reggie Cannon,us USA,DF,Colorado Rapids,27-176,1998,28,28,2443,27.1,0.00,0.00,0.00,0.00,0.00,0.00,0.37,0.00,0.01,0.01,0.04,0.05,1.14,2.99,2.92,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.05,0.01,0.05,Matches
138,Christian Cappis,us USA,MF,FC Dallas,26-113,1999,11,9,819,9.1,0.11,0.22,0.33,0.11,0.00,0.00,0.22,0.00,0.11,0.11,0.11,0.23,0.66,4.18,2.20,0.11,0.22,0.33,0.11,0.33,0.11,0.11,0.23,0.11,0.23,Matches
139,Gustavo Caraballo,ve VEN,"MF,FW",Orlando City,17-097,2008,5,0,17,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,1.00,2.00,10.0,15.0,10.0,0.00,0.00,0.00,0.00,0.00,0.73,1.23,1.95,0.73,1.95,Matches
140,Felipe Carballo,uy URU,MF,NY Red Bulls,29-061,1996,16,10,941,10.5,0.00,0.10,0.10,0.00,0.00,0.00,0.29,0.10,0.07,0.07,0.10,0.16,1.43,7.81,2.48,0.00,0.10,0.10,0.00,0.10,0.07,0.09,0.16,0.07,0.16,Matches
141,Felipe Carballo,uy URU,MF,Portland Timbers,29-061,1996,2,2,123,1.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.36,0.43,1.43,4.29,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.34,0.43,0.09,0.43,Matches
142,Alan Carleton,us USA,"MF,FW",Nashville SC,20-259,2005,2,0,38,0.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,7.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
143,Antonio Carlos,br BRA,DF,Houston Dynamo,32-272,1993,8,7,603,6.7,0.15,0.00,0.15,0.15,0.00,0.00,0.30,0.00,0.06,0.06,0.04,0.10,0.45,3.28,0.30,0.15,0.00,0.15,0.15,0.15,0.06,0.04,0.10,0.06,0.10,Matches
144,Wikelman Carmona,ve VEN,"FW,MF",NY Red Bulls,22-283,2003,34,21,1891,21.0,0.00,0.05,0.05,0.00,0.00,0.00,0.05,0.00,0.08,0.08,0.04,0.12,1.57,2.62,6.10,0.00,0.05,0.05,0.00,0.05,0.08,0.04,0.12,0.08,0.12,Matches
145,Maxi Carrizo,us USA,"MF,FW",NYCFC,17-279,2008,5,0,89,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.00,0.10,1.00,3.00,8.00,0.00,0.00,0.00,0.00,0.00,0.10,0.04,0.15,0.10,0.15,Matches
146,Julio Cascante,cr CRC,DF,Austin,32-062,1993,13,9,760,8.4,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.01,0.01,0.01,0.02,0.24,4.05,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.02,0.02,0.02,Matches
147,Jackson Castro,us USA,MF,Vancouver W'caps,22-345,2002,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
148,Nico Cavallo,us USA,"DF,MF",NYCFC,23-342,2001,15,2,319,3.5,0.00,0.00,0.00,0.00,0.00,0.00,0.29,0.00,0.03,0.03,0.00,0.03,1.43,4.29,4.29,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches
149,Brayan Ceballos,co COL,DF,NE Revolution,24-194,2001,29,29,2551,28.3,0.04,0.00,0.04,0.04,0.00,0.00,0.32,0.00,0.02,0.02,0.01,0.03,0.49,2.16,0.28,0.04,0.00,0.04,0.04,0.04,0.02,0.01,0.03,0.02,0.03,Matches
150,Roman Celentano,us USA,GK,FC Cincinnati,25-081,2000,30,30,2700,30.0,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
151,Edwin Cerrillo,us USA,MF,LA Galaxy,25-062,2000,32,32,2673,29.7,0.00,0.00,0.00,0.00,0.00,0.00,0.44,0.03,0.03,0.03,0.05,0.07,1.01,6.80,0.88,0.00,0.00,0.00,0.00,0.00,0.03,0.05,0.07,0.03,0.07,Matches
152,Dylan Chambost,fr FRA,MF,Columbus Crew,28-107,1997,34,30,2627,29.2,0.03,0.17,0.21,0.03,0.00,0.00,0.14,0.00,0.11,0.11,0.13,0.24,1.51,9.69,3.90,0.03,0.17,0.21,0.03,0.21,0.11,0.13,0.24,0.11,0.24,Matches
153,Tomás Chancalay,ar ARG,"FW,MF",NE Revolution,26-337,1999,26,12,1175,13.1,0.31,0.15,0.46,0.31,0.00,0.00,0.31,0.00,0.46,0.46,0.20,0.66,2.52,3.51,6.26,0.31,0.15,0.46,0.31,0.46,0.46,0.20,0.66,0.46,0.66,Matches
154,Kieran Chandler,us USA,DF,Minnesota Utd,20-178,2005,1,1,64,0.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.43,0.00,2.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
155,Maxime Chanot,lu LUX,DF,LAFC,36-013,1989,1,1,67,0.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
156,Diego Chará,co COL,MF,Portland Timbers,39-243,1986,27,10,1195,13.3,0.00,0.08,0.08,0.00,0.00,0.00,0.23,0.00,0.00,0.00,0.03,0.03,0.45,5.64,0.60,0.00,0.08,0.08,0.00,0.08,0.00,0.03,0.03,0.00,0.03,Matches
157,Gabriel Chaves,br BRA,FW,LA Galaxy,24-296,2001,29,27,2472,27.5,0.25,0.07,0.33,0.22,0.04,0.04,0.29,0.00,0.40,0.37,0.16,0.53,4.87,4.80,9.09,0.25,0.07,0.33,0.22,0.29,0.40,0.16,0.56,0.37,0.53,Matches
158,Yevhen Cheberko,ua UKR,DF,Columbus Crew,27-315,1998,30,25,2315,25.7,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.02,0.02,0.04,0.05,1.56,5.88,0.78,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.06,0.02,0.06,Matches
159,Ștefan Chirilă,ro ROU,MF,FC Cincinnati,18-323,2007,2,0,8,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,1.14,1.14,0.00,1.14,Matches
160,Mathieu Choiniere,ca CAN,MF,LAFC,26-300,1999,10,7,643,7.1,0.14,0.00,0.14,0.14,0.00,0.00,0.14,0.00,0.08,0.08,0.06,0.14,0.56,5.49,1.41,0.14,0.00,0.14,0.14,0.14,0.08,0.06,0.14,0.08,0.14,Matches
161,Dominik Chong Qui,us USA,DF,Atlanta Utd,17-340,2007,3,2,150,1.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06,3.53,2.35,4.12,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.06,0.04,0.06,Matches
162,Léo Chú,br BRA,"FW,MF",FC Dallas,25-242,2000,4,3,210,2.3,0.43,0.00,0.43,0.43,0.00,0.00,0.00,0.00,0.43,0.43,0.13,0.52,0.87,2.61,6.52,0.43,0.00,0.43,0.43,0.43,0.41,0.11,0.52,0.41,0.52,Matches
163,José Cifuentes,ec ECU,MF,Toronto FC,26-267,1999,7,6,487,5.4,0.00,0.19,0.19,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.09,0.15,2.22,5.00,2.22,0.00,0.18,0.18,0.00,0.18,0.05,0.09,0.14,0.05,0.14,Matches
164,Markus Cimermancic,ca CAN,"DF,MF",Toronto FC,21-064,2004,9,3,258,2.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.10,0.69,2.07,5.86,0.00,0.00,0.00,0.00,0.00,0.01,0.08,0.09,0.01,0.09,Matches
