0_Rk,1_Player,2_Nation,3_Pos,4_Squad,5_Age,6_Born,Matches PlayedMatches Played by the player or squad,Game or games started by player,Minutes,90s Played90s playedMinutes played divided by 90,GoalsGoals scored or allowed,AssistsAssists,Goals + AssistsGoals and Assists,Non-Penalty GoalsNon-Penalty Goals,Penalty Kicks MadePenalty Kicks Made,Penalty Kicks AttemptedPenalty Kicks Attempted,Yellow CardsYellow Cards,Red CardsRed Cards,"xG: Expected GoalsExpected GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","npxG: Non-Penalty xGNon-Penalty Expected GoalsProvided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","xAG: Exp. Assisted GoalsExpected Assisted GoalsxG which follows a pass that assists a shotProvided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","npxG + xAGNon-Penalty Expected Goals plus Assisted GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.Minimum 30 minutes played per squad game to qualify as a leader",Progression_PrgC,Progression_PrgP,Progression_PrgR,GoalsGoals scored or allowed,AssistsAssists,Goals + AssistsGoals and Assists,Non-Penalty GoalsNon-Penalty Goals,Non-Penalty Goals + Assists/90Goals plus Assists minus Penalty Kicks made per 90 minutesMinimum 30 minutes played per squad game to qualify as a leader,"xG: Expected GoalsExpected GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","xAG: Exp. Assisted GoalsExpected Assisted GoalsxG which follows a pass that assists a shotProvided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","xG + xAG/90Expected Goals plus Assisted Goals per 90 minutesxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.Minimum 30 minutes played per squad game to qualify as a leader","npxG: Non-Penalty xGNon-Penalty Expected GoalsProvided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","npxG + xAGNon-Penalty Expected Goals plus Assisted GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.Minimum 30 minutes played per squad game to qualify as a leader",36_Matches
211,Ronald Donkor,ml MLI,MF,NY Red Bulls,21-014,2004,20,8,867,9.6,0.00,0.21,0.21,0.00,0.00,0.00,0.52,0.00,0.02,0.02,0.10,0.13,1.77,9.27,3.13,0.00,0.21,0.21,0.00,0.21,0.02,0.11,0.12,0.02,0.12,Matches
212,Christopher Donovan,us USA,"FW,MF",Philadelphia Union,25-118,2000,20,6,545,6.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26,0.26,0.08,0.34,2.46,1.64,8.03,0.00,0.00,0.00,0.00,0.00,0.26,0.08,0.34,0.26,0.34,Matches
213,Griffin Dorsey,us USA,DF,Houston Dynamo,26-274,1999,33,29,2667,29.6,0.07,0.14,0.20,0.07,0.00,0.00,0.27,0.00,0.08,0.08,0.16,0.24,2.94,1.52,7.80,0.07,0.13,0.20,0.07,0.20,0.09,0.16,0.24,0.09,0.24,Matches
214,C.J. dos Santos,us USA,GK,San Diego FC,25-102,2000,30,30,2700,30.0,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
215,Hassani Dotson,us USA,MF,Minnesota Utd,28-120,1997,8,5,416,4.6,0.22,0.00,0.22,0.22,0.00,0.00,0.43,0.00,0.02,0.02,0.22,0.22,0.65,3.91,2.39,0.22,0.00,0.22,0.22,0.22,0.02,0.21,0.23,0.02,0.23,Matches
216,Souleyman Doumbia,ci CIV,DF,Charlotte,29-071,1996,11,8,600,6.7,0.00,0.15,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,2.69,3.73,2.09,0.00,0.15,0.15,0.00,0.15,0.00,0.06,0.06,0.00,0.06,Matches
217,Anders Dreyer,dk DEN,FW,San Diego FC,27-216,1998,34,34,3019,33.5,0.57,0.51,1.07,0.48,0.09,0.12,0.09,0.00,0.51,0.41,0.35,0.76,2.42,4.24,7.97,0.57,0.51,1.07,0.48,0.98,0.51,0.35,0.86,0.41,0.76,Matches
218,Manu Duah,gh GHA,DF,San Diego FC,20-182,2005,14,12,1039,11.5,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.01,0.01,0.03,0.03,0.70,2.96,0.17,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,Matches
219,Nicolás Dubersarsky,ar ARG,MF,Austin,20-348,2004,22,7,694,7.7,0.00,0.13,0.13,0.00,0.00,0.00,0.26,0.00,0.04,0.04,0.01,0.06,1.30,5.06,0.91,0.00,0.13,0.13,0.00,0.13,0.04,0.02,0.06,0.04,0.06,Matches
220,Erik Duenas,us USA,"MF,FW",Houston Dynamo,21-047,2004,8,1,158,1.8,0.00,0.56,0.56,0.00,0.00,0.00,1.67,0.00,0.11,0.11,0.17,0.28,2.22,5.00,6.11,0.00,0.57,0.57,0.00,0.57,0.10,0.19,0.30,0.10,0.30,Matches
221,Morris Duggan,de GER,DF,Minnesota Utd,25-041,2000,21,14,1311,14.6,0.00,0.07,0.07,0.00,0.00,0.00,0.07,0.00,0.03,0.03,0.03,0.06,0.82,2.26,0.41,0.00,0.07,0.07,0.00,0.07,0.03,0.03,0.06,0.03,0.06,Matches
222,Bryce Duke,us USA,"MF,FW",CF Montréal,24-279,2001,18,7,679,7.5,0.00,0.13,0.13,0.00,0.00,0.00,0.13,0.00,0.08,0.08,0.16,0.24,1.47,4.80,5.07,0.00,0.13,0.13,0.00,0.13,0.08,0.16,0.24,0.08,0.24,Matches
223,Kyle Duncan,us USA,DF,NY Red Bulls,28-118,1997,20,17,1531,17.0,0.00,0.18,0.18,0.00,0.00,0.00,0.18,0.06,0.05,0.05,0.18,0.22,2.12,4.76,4.53,0.00,0.18,0.18,0.00,0.18,0.05,0.17,0.23,0.05,0.23,Matches
224,Chris Durkin,us USA,MF,St. Louis,25-299,2000,18,14,1104,12.3,0.00,0.08,0.08,0.00,0.00,0.00,0.33,0.08,0.06,0.06,0.04,0.10,0.49,5.45,2.44,0.00,0.08,0.08,0.00,0.08,0.06,0.04,0.10,0.06,0.10,Matches
225,Leonard Duru,eng ENG,DF,San Diego FC,20-326,2005,2,0,39,0.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
226,Jeremy Ebobisse,us USA,FW,LAFC,28-293,1997,22,9,876,9.7,0.41,0.10,0.52,0.41,0.00,0.00,0.00,0.00,0.34,0.34,0.15,0.49,0.72,2.27,3.92,0.41,0.10,0.51,0.41,0.51,0.34,0.15,0.50,0.34,0.50,Matches
227,Ender Echenique,ve VEN,"DF,FW",FC Cincinnati,21-246,2004,8,6,506,5.6,0.18,0.18,0.36,0.18,0.00,0.00,0.00,0.00,0.20,0.20,0.18,0.38,3.93,1.61,8.39,0.18,0.18,0.36,0.18,0.36,0.20,0.17,0.38,0.20,0.38,Matches
228,Daniel Edelman,us USA,MF,NY Red Bulls,22-220,2003,26,25,2018,22.4,0.04,0.00,0.04,0.04,0.00,0.00,0.22,0.00,0.03,0.03,0.01,0.04,0.71,6.43,1.16,0.04,0.00,0.04,0.04,0.04,0.03,0.02,0.05,0.03,0.05,Matches
229,Earl Edwards Jr.,us USA,GK,SJ Earthquakes,33-314,1992,7,5,565,6.3,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
230,Matthew Edwards,us USA,DF,Atlanta Utd,22-290,2003,20,14,1207,13.4,0.00,0.07,0.07,0.00,0.00,0.00,0.22,0.00,0.04,0.04,0.06,0.10,0.60,2.76,2.91,0.00,0.07,0.07,0.00,0.07,0.04,0.06,0.09,0.04,0.09,Matches
231,Michael Edwards,us USA,DF,Colorado Rapids,25-007,2000,1,0,27,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
232,Raheem Edwards,ca CAN,DF,NY Red Bulls,30-142,1995,24,15,1427,15.9,0.00,0.00,0.00,0.00,0.00,0.00,0.31,0.06,0.04,0.04,0.06,0.10,2.20,4.97,6.10,0.00,0.00,0.00,0.00,0.00,0.05,0.06,0.10,0.05,0.10,Matches
233,Noah Eile,se SWE,DF,NY Red Bulls,23-138,2002,30,29,2610,29.0,0.03,0.00,0.03,0.03,0.00,0.00,0.28,0.00,0.07,0.07,0.01,0.08,1.00,4.07,0.38,0.03,0.00,0.03,0.03,0.03,0.07,0.01,0.08,0.07,0.08,Matches
234,Jack Elliott,eng ENG,DF,Chicago Fire,30-101,1995,33,33,2938,32.6,0.09,0.09,0.18,0.09,0.00,0.00,0.21,0.00,0.07,0.07,0.04,0.10,0.43,2.79,0.34,0.09,0.09,0.18,0.09,0.18,0.07,0.04,0.10,0.07,0.10,Matches
235,Justin Ellis,us USA,FW,Orlando City,18-204,2007,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
236,Rayan Elloumi,ca CAN,FW,Vancouver W'caps,18-078,2007,7,2,203,2.3,0.87,0.00,0.87,0.87,0.00,0.00,0.00,0.00,0.43,0.43,0.04,0.48,0.43,1.74,3.48,0.89,0.00,0.89,0.89,0.89,0.42,0.05,0.47,0.42,0.47,Matches
237,Emeka Eneli,us USA,MF,Real Salt Lake,26-047,1999,28,19,1805,20.1,0.00,0.05,0.05,0.00,0.00,0.00,0.15,0.00,0.01,0.01,0.09,0.10,2.04,4.78,1.89,0.00,0.05,0.05,0.00,0.05,0.01,0.09,0.10,0.01,0.10,Matches
238,Lukas Engel,dk DEN,DF,FC Cincinnati,26-355,1998,33,31,2721,30.2,0.00,0.13,0.13,0.00,0.00,0.00,0.13,0.00,0.03,0.03,0.09,0.12,1.46,4.54,3.61,0.00,0.13,0.13,0.00,0.13,0.03,0.09,0.12,0.03,0.12,Matches
239,Lawrence Ennali,de GER,"MF,FW",Houston Dynamo,23-272,2002,18,10,994,11.0,0.09,0.36,0.45,0.09,0.00,0.00,0.18,0.00,0.25,0.25,0.19,0.45,5.18,1.00,10.5,0.09,0.36,0.45,0.09,0.45,0.25,0.19,0.44,0.25,0.44,Matches
240,Boris Enow,cm CMR,MF,D.C. United,25-249,2000,29,17,1636,18.2,0.05,0.00,0.05,0.05,0.00,0.00,0.44,0.00,0.03,0.03,0.02,0.04,0.38,4.89,0.66,0.06,0.00,0.06,0.06,0.06,0.03,0.02,0.04,0.03,0.04,Matches
241,Ramiro Enrique,ar ARG,FW,Orlando City,24-214,2001,24,8,942,10.5,0.76,0.00,0.76,0.76,0.00,0.00,0.19,0.00,0.70,0.70,0.02,0.72,1.24,1.24,4.67,0.76,0.00,0.76,0.76,0.76,0.71,0.02,0.73,0.71,0.73,Matches
242,Franco Escobar,ar ARG,DF,Houston Dynamo,30-286,1995,23,18,1569,17.4,0.11,0.11,0.23,0.11,0.00,0.00,0.57,0.06,0.12,0.12,0.06,0.18,1.21,4.37,2.53,0.11,0.11,0.23,0.11,0.23,0.12,0.06,0.18,0.12,0.18,Matches
243,Olger Escobar,gt GUA,MF,CF Montréal,19-084,2006,13,4,450,5.0,0.20,0.20,0.40,0.20,0.00,0.00,0.20,0.00,0.12,0.12,0.12,0.22,1.80,4.00,2.60,0.20,0.20,0.40,0.20,0.40,0.12,0.11,0.23,0.12,0.23,Matches
244,Cristian Espinoza,ar ARG,"MF,FW",SJ Earthquakes,30-245,1995,31,30,2688,29.9,0.13,0.27,0.40,0.10,0.03,0.03,0.27,0.00,0.14,0.11,0.41,0.52,3.44,5.79,8.80,0.13,0.27,0.40,0.10,0.37,0.14,0.41,0.55,0.11,0.52,Matches
245,Derrick Etienne,ht HAI,"FW,DF",Toronto FC,29-009,1996,25,10,987,11.0,0.00,0.18,0.18,0.00,0.00,0.00,0.18,0.00,0.09,0.09,0.14,0.23,2.82,1.64,6.91,0.00,0.18,0.18,0.00,0.18,0.09,0.13,0.23,0.09,0.23,Matches
246,Evander,br BRA,MF,FC Cincinnati,27-178,1998,32,31,2737,30.4,0.59,0.46,1.05,0.59,0.00,0.00,0.20,0.00,0.26,0.26,0.30,0.56,3.72,6.25,4.11,0.59,0.46,1.05,0.59,1.05,0.26,0.30,0.56,0.26,0.56,Matches
247,Nicolás Ezequiel Fernández,ar ARG,FW,NYCFC,25-327,2000,11,10,883,9.8,0.31,0.10,0.41,0.31,0.00,0.00,0.20,0.00,0.18,0.18,0.18,0.38,3.37,5.20,6.22,0.31,0.10,0.41,0.31,0.41,0.19,0.18,0.37,0.19,0.37,Matches
248,Diego Fagúndez,uy URU,"MF,FW",LA Galaxy,30-293,1995,32,29,2464,27.4,0.22,0.07,0.29,0.22,0.00,0.00,0.18,0.00,0.10,0.10,0.13,0.23,1.82,6.90,4.74,0.22,0.07,0.29,0.22,0.29,0.10,0.13,0.23,0.10,0.23,Matches
249,Maximiliano Falcón,uy URU,DF,Inter Miami,28-217,1997,24,21,1872,20.8,0.05,0.00,0.05,0.05,0.00,0.00,0.38,0.00,0.03,0.03,0.00,0.03,0.29,2.12,0.10,0.05,0.00,0.05,0.05,0.05,0.03,0.00,0.03,0.03,0.03,Matches
250,Fallou Fall,sn SEN,DF,St. Louis,21-233,2004,8,6,589,6.5,0.00,0.15,0.15,0.00,0.00,0.00,0.15,0.00,0.06,0.06,0.17,0.23,0.77,3.23,0.15,0.00,0.15,0.15,0.00,0.15,0.07,0.16,0.23,0.07,0.23,Matches
251,Marco Farfan,us USA,DF,FC Dallas,27-022,1998,17,14,1291,14.3,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.01,0.01,0.10,0.10,1.40,2.52,2.45,0.00,0.00,0.00,0.00,0.00,0.01,0.09,0.11,0.01,0.11,Matches
252,Jordan Farr,us USA,GK,D.C. United,31-060,1994,3,2,248,2.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
253,Andrew Farrell,us USA,"MF,DF",NE Revolution,33-246,1992,3,0,23,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.33,0.00,6.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27,0.27,0.00,0.27,Matches
254,Logan Farrington,us USA,"FW,MF",FC Dallas,23-355,2001,32,18,1570,17.4,0.29,0.17,0.46,0.29,0.00,0.00,0.23,0.06,0.18,0.18,0.13,0.31,2.93,2.47,6.55,0.29,0.17,0.46,0.29,0.46,0.18,0.13,0.31,0.18,0.31,Matches
255,Mohamed Farsi,dz ALG,"DF,MF",Columbus Crew,25-353,1999,18,16,1481,16.5,0.06,0.18,0.24,0.06,0.00,0.00,0.12,0.00,0.16,0.16,0.16,0.32,2.42,3.21,12.2,0.06,0.18,0.24,0.06,0.24,0.16,0.16,0.32,0.16,0.32,Matches
256,Ilay Feingold,il ISR,DF,NE Revolution,21-103,2004,29,26,2239,24.9,0.12,0.12,0.24,0.12,0.00,0.00,0.12,0.00,0.07,0.07,0.12,0.19,2.61,2.33,6.02,0.12,0.12,0.24,0.12,0.24,0.07,0.12,0.19,0.07,0.19,Matches
257,Joaquín Fernández,es ESP,DF,Sporting KC,29-187,1996,17,16,1298,14.4,0.00,0.00,0.00,0.00,0.00,0.00,0.42,0.00,0.03,0.03,0.02,0.05,0.35,3.40,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05,Matches
258,Julián Fernández,ar ARG,"FW,MF",NYCFC,21-335,2004,32,14,1411,15.7,0.19,0.32,0.51,0.19,0.00,0.00,0.38,0.00,0.21,0.21,0.38,0.59,3.12,4.08,9.62,0.19,0.32,0.51,0.19,0.51,0.21,0.39,0.59,0.21,0.59,Matches
259,Nick Fernandez,us USA,MF,SJ Earthquakes,23-347,2001,2,2,117,1.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.08,0.15,0.00,2.31,0.77,0.00,0.00,0.00,0.00,0.00,0.07,0.06,0.13,0.07,0.13,Matches
260,Omir Fernandez,us USA,"MF,FW",Colorado Rapids,26-299,1999,8,0,182,2.0,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,1.05,1.15,5.00,2.50,9.00,0.00,0.99,0.99,0.00,0.99,0.08,1.06,1.14,0.08,1.14,Matches
261,Omir Fernandez,us USA,"MF,FW",Portland Timbers,26-299,1999,18,3,426,4.7,0.21,0.00,0.21,0.21,0.00,0.00,0.00,0.00,0.17,0.17,0.15,0.32,3.40,4.26,11.9,0.21,0.00,0.21,0.21,0.21,0.16,0.16,0.32,0.16,0.32,Matches
262,Jesús Ferreira,us USA,"FW,MF",Seattle Sounders,24-345,2000,32,27,2176,24.2,0.17,0.17,0.33,0.17,0.00,0.00,0.12,0.00,0.22,0.22,0.15,0.37,1.53,4.38,6.49,0.17,0.17,0.33,0.17,0.33,0.22,0.15,0.37,0.22,0.37,Matches
263,Dominik Fitz,at AUT,"FW,DF",Minnesota Utd,26-171,1999,5,1,151,1.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.12,0.29,0.41,1.76,4.12,8.82,0.00,0.00,0.00,0.00,0.00,0.13,0.31,0.44,0.13,0.44,Matches
264,Kristian Fletcher,us USA,FW,D.C. United,20-120,2005,3,0,77,0.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.11,0.00,0.11,1.11,1.11,5.56,0.00,0.00,0.00,0.00,0.00,0.07,0.02,0.09,0.07,0.09,Matches
265,Nicolas Fleuriau,ca CAN,"DF,FW",Vancouver W'caps,23-197,2002,2,0,8,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,30.0,0.00,0.00,0.00,0.00,0.00,1.29,0.00,1.29,1.29,1.29,Matches
266,Deybi Flores,hn HON,MF,Toronto FC,29-171,1996,19,16,1360,15.1,0.13,0.13,0.26,0.13,0.00,0.00,0.33,0.00,0.07,0.07,0.05,0.12,0.53,3.71,0.33,0.13,0.13,0.26,0.13,0.26,0.06,0.05,0.12,0.06,0.12,Matches
267,Gilberto Flores,py PAR,DF,FC Cincinnati,22-247,2003,16,12,1181,13.1,0.00,0.00,0.00,0.00,0.00,0.00,0.38,0.08,0.03,0.03,0.00,0.03,0.08,2.60,0.08,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
268,Max Floriani,us USA,DF,SJ Earthquakes,22-301,2003,14,9,822,9.1,0.00,0.00,0.00,0.00,0.00,0.00,0.44,0.00,0.00,0.00,0.00,0.00,0.22,2.75,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
269,CJ Fodrey,us USA,"FW,MF",Austin,21-297,2004,22,2,335,3.7,0.27,0.27,0.54,0.27,0.00,0.00,0.00,0.00,0.38,0.38,0.43,0.81,1.08,2.16,3.51,0.27,0.27,0.54,0.27,0.54,0.38,0.42,0.81,0.38,0.81,Matches
270,Mamadou Fofana,ml MLI,DF,NE Revolution,27-317,1998,30,30,2571,28.6,0.00,0.03,0.03,0.00,0.00,0.00,0.31,0.00,0.01,0.01,0.01,0.02,0.24,2.06,0.07,0.00,0.04,0.04,0.00,0.04,0.01,0.01,0.02,0.01,0.02,Matches
271,Emil Forsberg,se SWE,"MF,FW",NY Red Bulls,34-042,1991,33,33,2866,31.8,0.35,0.25,0.60,0.28,0.06,0.06,0.13,0.00,0.32,0.27,0.23,0.50,1.07,4.40,5.60,0.35,0.25,0.60,0.28,0.53,0.32,0.23,0.55,0.27,0.50,Matches
272,Ajani Fortune,tt TRI,"MF,DF",Atlanta Utd,22-339,2002,15,8,784,8.7,0.11,0.00,0.11,0.11,0.00,0.00,0.46,0.00,0.08,0.08,0.11,0.20,2.07,6.44,3.91,0.11,0.00,0.11,0.11,0.11,0.08,0.11,0.19,0.08,0.19,Matches
273,Jimer Fory,co COL,DF,Portland Timbers,23-194,2002,26,23,2061,22.9,0.00,0.09,0.09,0.00,0.00,0.00,0.39,0.00,0.02,0.02,0.06,0.08,1.53,5.11,3.32,0.00,0.09,0.09,0.00,0.09,0.02,0.06,0.08,0.02,0.08,Matches
274,André Franco,pt POR,MF,Chicago Fire,27-236,1998,6,5,400,4.4,0.00,0.91,0.91,0.00,0.00,0.00,0.23,0.00,0.02,0.02,0.41,0.43,1.59,5.91,2.50,0.00,0.90,0.90,0.00,0.90,0.03,0.41,0.44,0.03,0.44,Matches
275,Kobe Franklin,ca CAN,DF,Toronto FC,22-208,2003,15,8,785,8.7,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.00,0.00,0.00,0.00,0.00,0.80,2.64,2.18,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
276,Ian Fray,jm JAM,DF,Inter Miami,23-095,2002,21,13,1231,13.7,0.07,0.15,0.22,0.07,0.00,0.00,0.22,0.07,0.04,0.04,0.15,0.20,2.48,1.90,4.09,0.07,0.15,0.22,0.07,0.22,0.04,0.15,0.19,0.04,0.19,Matches
277,Wayne Frederick,tt TRI,MF,Colorado Rapids,21-174,2004,9,2,222,2.5,0.00,0.00,0.00,0.00,0.00,0.00,1.20,0.40,0.04,0.04,0.00,0.04,0.80,1.60,2.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
278,Alex Freeman,us USA,DF,Orlando City,21-117,2004,29,26,2453,27.3,0.22,0.11,0.33,0.22,0.00,0.00,0.15,0.00,0.21,0.21,0.19,0.39,2.49,4.03,7.03,0.22,0.11,0.33,0.22,0.33,0.20,0.19,0.39,0.20,0.39,Matches
279,Matt Freese,us USA,GK,NYCFC,27-093,1998,31,31,2766,30.7,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
280,Stefan Frei,ch SUI,GK,Seattle Sounders,39-228,1986,26,26,2340,26.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
281,Julian Gaines,us USA,"FW,DF",Nashville SC,23-029,2002,3,0,25,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.33,3.33,3.33,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches
282,Jeffrey Gal,us USA,GK,Chicago Fire,32-242,1993,7,6,591,6.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
283,Jon Gallagher,ie IRL,"DF,MF",Austin,29-284,1996,34,25,2354,26.2,0.04,0.00,0.04,0.04,0.00,0.00,0.11,0.00,0.04,0.04,0.07,0.11,2.18,2.71,5.95,0.04,0.00,0.04,0.04,0.04,0.04,0.07,0.11,0.04,0.11,Matches
284,Pedro Gallese,pe PER,GK,Orlando City,35-284,1990,32,32,2880,32.0,0.00,0.03,0.03,0.00,0.00,0.00,0.19,0.00,0.00,0.00,0.01,0.01,0.00,0.06,0.00,0.00,0.03,0.03,0.00,0.03,0.00,0.01,0.01,0.00,0.01,Matches
285,Ignatius Ganago,cm CMR,"FW,MF",NE Revolution,26-291,1999,20,19,1574,17.5,0.17,0.11,0.29,0.17,0.00,0.00,0.06,0.00,0.35,0.35,0.10,0.46,1.60,1.20,6.46,0.17,0.11,0.29,0.17,0.29,0.35,0.11,0.46,0.35,0.46,Matches
286,Carlos Garcés,co COL,DF,LA Galaxy,24-054,2001,23,19,1715,19.1,0.05,0.05,0.10,0.05,0.00,0.00,0.31,0.00,0.02,0.02,0.03,0.04,0.26,3.51,0.10,0.05,0.05,0.10,0.05,0.10,0.02,0.02,0.04,0.02,0.04,Matches
287,Diego García,us USA,MF,FC Dallas,19-048,2006,2,0,12,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
288,Manu García,es ESP,MF,Sporting KC,27-336,1998,27,23,2094,23.3,0.09,0.30,0.39,0.09,0.00,0.00,0.21,0.00,0.06,0.06,0.16,0.22,2.02,9.27,2.53,0.09,0.30,0.39,0.09,0.39,0.06,0.16,0.22,0.06,0.22,Matches
289,Ryan Gauld,sct SCO,"FW,MF",Vancouver W'caps,29-353,1995,6,3,245,2.7,0.37,0.37,0.74,0.37,0.00,0.00,0.37,0.00,0.33,0.33,0.19,0.52,1.48,6.30,11.1,0.37,0.37,0.73,0.37,0.73,0.33,0.20,0.52,0.33,0.52,Matches
290,Luka Gavran,ca CAN,GK,Toronto FC,25-209,2000,3,3,270,3.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
291,Dániel Gazdag,hu HUN,"MF,FW",Philadelphia Union,29-277,1996,6,6,494,5.5,0.36,0.36,0.73,0.36,0.00,0.00,0.18,0.00,0.20,0.20,0.53,0.73,1.09,3.64,5.64,0.36,0.36,0.73,0.36,0.73,0.20,0.53,0.73,0.20,0.73,Matches
292,Dániel Gazdag,hu HUN,"MF,FW",Columbus Crew,29-277,1996,26,23,2060,22.9,0.17,0.13,0.31,0.09,0.09,0.09,0.22,0.00,0.35,0.28,0.11,0.40,1.83,6.72,7.51,0.17,0.13,0.31,0.09,0.22,0.35,0.11,0.47,0.28,0.40,Matches
293,Owen Géne,fr FRA,MF,Minnesota Utd,22-260,2003,22,5,655,7.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,0.68,3.70,2.19,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.03,0.03,0.03,Matches
294,Sharod George,us USA,MF,NE Revolution,21-208,2004,1,0,5,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
295,Joran Gerbet,fr FRA,MF,Orlando City,24-157,2001,20,13,1117,12.4,0.00,0.08,0.08,0.00,0.00,0.00,0.16,0.00,0.01,0.01,0.03,0.04,0.24,4.52,0.40,0.00,0.08,0.08,0.00,0.08,0.00,0.03,0.04,0.00,0.04,Matches
296,Samuel Gidi,sk SVK,MF,FC Cincinnati,21-233,2004,5,3,301,3.3,0.00,0.00,0.00,0.00,0.00,0.00,0.61,0.00,0.03,0.03,0.03,0.06,0.91,3.94,1.52,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.06,0.04,0.06,Matches
