"resistance","dn0","net_type"
0.77,0.2273,"pyrethroid_only"
0.78,0.2247,"pyrethroid_only"
0.79,0.22155,"pyrethroid_only"
0.8,0.2175,"pyrethroid_only"
0.81,0.21405,"pyrethroid_only"
0.82,0.21005,"pyrethroid_only"
0.83,0.2064,"pyrethroid_only"
0.84,0.20275,"pyrethroid_only"
0.85,0.19715,"pyrethroid_only"
0.86,0.19205,"pyrethroid_only"
0.87,0.18725,"pyrethroid_only"
0.88,0.1817,"pyrethroid_only"
0.89,0.17575,"pyrethroid_only"
0.9,0.1694,"pyrethroid_only"
0.91,0.16265,"pyrethroid_only"
0.92,0.15495,"pyrethroid_only"
0.93,0.1468,"pyrethroid_only"
0.94,0.13795,"pyrethroid_only"
0.95,0.12805,"pyrethroid_only"
0.96,0.1162,"pyrethroid_only"
0.97,0.1022,"pyrethroid_only"
0.98,0.08455,"pyrethroid_only"
0.99,0.0601,"pyrethroid_only"
1,0,"pyrethroid_only"
0,0.50935,"pyrethroid_pbo"
0.01,0.50875,"pyrethroid_pbo"
0.02,0.5084,"pyrethroid_pbo"
0.03,0.5078,"pyrethroid_pbo"
0.04,0.5072,"pyrethroid_pbo"
0.05,0.5066,"pyrethroid_pbo"
0.06,0.50585,"pyrethroid_pbo"
0.07,0.5051,"pyrethroid_pbo"
0.08,0.5043,"pyrethroid_pbo"
0.09,0.5036,"pyrethroid_pbo"
0.1,0.50295,"pyrethroid_pbo"
0.11,0.50235,"pyrethroid_pbo"
0.12,0.5015,"pyrethroid_pbo"
0.13,0.5009,"pyrethroid_pbo"
0.14,0.50025,"pyrethroid_pbo"
0.15,0.49895,"pyrethroid_pbo"
0.16,0.4979,"pyrethroid_pbo"
0.17,0.4972,"pyrethroid_pbo"
0.18,0.4966,"pyrethroid_pbo"
0.19,0.49565,"pyrethroid_pbo"
0.2,0.4948,"pyrethroid_pbo"
0.21,0.49355,"pyrethroid_pbo"
0.22,0.4925,"pyrethroid_pbo"
0.23,0.4913,"pyrethroid_pbo"
0.24,0.49035,"pyrethroid_pbo"
0.25,0.4893,"pyrethroid_pbo"
0.26,0.4882,"pyrethroid_pbo"
0.27,0.4876,"pyrethroid_pbo"
0.28,0.48685,"pyrethroid_pbo"
0.29,0.48595,"pyrethroid_pbo"
0.3,0.48495,"pyrethroid_pbo"
0.31,0.4838,"pyrethroid_pbo"
0.32,0.48275,"pyrethroid_pbo"
0.33,0.4815,"pyrethroid_pbo"
0.34,0.4801,"pyrethroid_pbo"
0.35,0.4789,"pyrethroid_pbo"
0.36,0.478,"pyrethroid_pbo"
0.37,0.47695,"pyrethroid_pbo"
0.38,0.47545,"pyrethroid_pbo"
0.39,0.4738,"pyrethroid_pbo"
0.4,0.4722,"pyrethroid_pbo"
0.41,0.4709,"pyrethroid_pbo"
0.42,0.46965,"pyrethroid_pbo"
0.43,0.4684,"pyrethroid_pbo"
0.44,0.46645,"pyrethroid_pbo"
0.45,0.46445,"pyrethroid_pbo"
0.46,0.463,"pyrethroid_pbo"
0.47,0.4618,"pyrethroid_pbo"
0.48,0.4596,"pyrethroid_pbo"
0.49,0.458,"pyrethroid_pbo"
0.5,0.45665,"pyrethroid_pbo"
0.51,0.45485,"pyrethroid_pbo"
0.52,0.4521,"pyrethroid_pbo"
0.53,0.4499,"pyrethroid_pbo"
0.54,0.4477,"pyrethroid_pbo"
0.55,0.44565,"pyrethroid_pbo"
0.56,0.44385,"pyrethroid_pbo"
0.57,0.4421,"pyrethroid_pbo"
0.58,0.4408,"pyrethroid_pbo"
0.59,0.43885,"pyrethroid_pbo"
0.6,0.43665,"pyrethroid_pbo"
0.61,0.4343,"pyrethroid_pbo"
0.62,0.43155,"pyrethroid_pbo"
0.63,0.42945,"pyrethroid_pbo"
0.64,0.427,"pyrethroid_pbo"
0.65,0.4249,"pyrethroid_pbo"
0.66,0.42265,"pyrethroid_pbo"
0.67,0.4194,"pyrethroid_pbo"
0.68,0.41695,"pyrethroid_pbo"
0.69,0.4134,"pyrethroid_pbo"
0.7,0.41,"pyrethroid_pbo"
0.71,0.4064,"pyrethroid_pbo"
0.72,0.4032,"pyrethroid_pbo"
0.73,0.39995,"pyrethroid_pbo"
0.74,0.39585,"pyrethroid_pbo"
0.75,0.39165,"pyrethroid_pbo"
0.76,0.38695,"pyrethroid_pbo"
0.77,0.3832,"pyrethroid_pbo"
0.78,0.37685,"pyrethroid_pbo"
0.79,0.37245,"pyrethroid_pbo"
0.8,0.36675,"pyrethroid_pbo"
0.81,0.3621,"pyrethroid_pbo"
0.82,0.35645,"pyrethroid_pbo"
0.83,0.34985,"pyrethroid_pbo"
0.84,0.34285,"pyrethroid_pbo"
0.85,0.3344,"pyrethroid_pbo"
0.86,0.32665,"pyrethroid_pbo"
0.87,0.3178,"pyrethroid_pbo"
0.88,0.31045,"pyrethroid_pbo"
0.89,0.30185,"pyrethroid_pbo"
0.9,0.2913,"pyrethroid_pbo"
0.91,0.2811,"pyrethroid_pbo"
0.92,0.2697,"pyrethroid_pbo"
0.93,0.25735,"pyrethroid_pbo"
0.94,0.2438,"pyrethroid_pbo"
0.95,0.2285,"pyrethroid_pbo"
0.96,0.21145,"pyrethroid_pbo"
0.97,0.1912,"pyrethroid_pbo"
0.98,0.1701,"pyrethroid_pbo"
0.99,0.1387,"pyrethroid_pbo"
1,0.0714,"pyrethroid_pbo"
0,0.5611,"pyrethroid_pyrrole"
0.01,0.5608,"pyrethroid_pyrrole"
0.02,0.5606,"pyrethroid_pyrrole"
0.03,0.56035,"pyrethroid_pyrrole"
0.04,0.56,"pyrethroid_pyrrole"
0.05,0.5597,"pyrethroid_pyrrole"
0.06,0.55945,"pyrethroid_pyrrole"
0.07,0.5592,"pyrethroid_pyrrole"
0.08,0.55885,"pyrethroid_pyrrole"
0.09,0.5585,"pyrethroid_pyrrole"
0.1,0.5582,"pyrethroid_pyrrole"
0.11,0.5578,"pyrethroid_pyrrole"
0.12,0.5575,"pyrethroid_pyrrole"
0.13,0.5572,"pyrethroid_pyrrole"
0.14,0.55695,"pyrethroid_pyrrole"
0.15,0.55665,"pyrethroid_pyrrole"
0.16,0.5563,"pyrethroid_pyrrole"
0.17,0.55605,"pyrethroid_pyrrole"
0.18,0.55565,"pyrethroid_pyrrole"
0.19,0.5553,"pyrethroid_pyrrole"
0.2,0.5549,"pyrethroid_pyrrole"
0.21,0.55445,"pyrethroid_pyrrole"
0.22,0.55395,"pyrethroid_pyrrole"
0.23,0.5535,"pyrethroid_pyrrole"
0.24,0.55305,"pyrethroid_pyrrole"
0.25,0.5526,"pyrethroid_pyrrole"
0.26,0.55215,"pyrethroid_pyrrole"
0.27,0.5517,"pyrethroid_pyrrole"
0.28,0.5512,"pyrethroid_pyrrole"
0.29,0.55075,"pyrethroid_pyrrole"
0.3,0.55015,"pyrethroid_pyrrole"
0.31,0.54975,"pyrethroid_pyrrole"
0.32,0.5493,"pyrethroid_pyrrole"
0.33,0.54875,"pyrethroid_pyrrole"
0.34,0.5481,"pyrethroid_pyrrole"
0.35,0.54745,"pyrethroid_pyrrole"
0.36,0.5469,"pyrethroid_pyrrole"
0.37,0.5463,"pyrethroid_pyrrole"
0.38,0.54555,"pyrethroid_pyrrole"
0.39,0.545,"pyrethroid_pyrrole"
0.4,0.5444,"pyrethroid_pyrrole"
0.41,0.54365,"pyrethroid_pyrrole"
0.42,0.543,"pyrethroid_pyrrole"
0.43,0.5423,"pyrethroid_pyrrole"
0.44,0.54145,"pyrethroid_pyrrole"
0.45,0.5407,"pyrethroid_pyrrole"
0.46,0.53985,"pyrethroid_pyrrole"
0.47,0.5391,"pyrethroid_pyrrole"
0.48,0.5387,"pyrethroid_pyrrole"
0.49,0.538,"pyrethroid_pyrrole"
0.5,0.53705,"pyrethroid_pyrrole"
0.51,0.5362,"pyrethroid_pyrrole"
0.52,0.53535,"pyrethroid_pyrrole"
0.53,0.5346,"pyrethroid_pyrrole"
0.54,0.5335,"pyrethroid_pyrrole"
0.55,0.5322,"pyrethroid_pyrrole"
0.56,0.53095,"pyrethroid_pyrrole"
0.57,0.52965,"pyrethroid_pyrrole"
0.58,0.52835,"pyrethroid_pyrrole"
0.59,0.5272,"pyrethroid_pyrrole"
0.6,0.526,"pyrethroid_pyrrole"
0.61,0.5248,"pyrethroid_pyrrole"
0.62,0.52335,"pyrethroid_pyrrole"
0.63,0.5218,"pyrethroid_pyrrole"
0.64,0.5204,"pyrethroid_pyrrole"
0.65,0.51895,"pyrethroid_pyrrole"
0.66,0.517,"pyrethroid_pyrrole"
0.67,0.5147,"pyrethroid_pyrrole"
0.68,0.5125,"pyrethroid_pyrrole"
0.69,0.5105,"pyrethroid_pyrrole"
0.7,0.50815,"pyrethroid_pyrrole"
0.71,0.50665,"pyrethroid_pyrrole"
0.72,0.50485,"pyrethroid_pyrrole"
0.73,0.50285,"pyrethroid_pyrrole"
0.74,0.5003,"pyrethroid_pyrrole"
0.75,0.49645,"pyrethroid_pyrrole"
0.76,0.49245,"pyrethroid_pyrrole"
0.77,0.48945,"pyrethroid_pyrrole"
0.78,0.48595,"pyrethroid_pyrrole"
0.79,0.4821,"pyrethroid_pyrrole"
0.8,0.4785,"pyrethroid_pyrrole"
0.81,0.4745,"pyrethroid_pyrrole"
0.82,0.4707,"pyrethroid_pyrrole"
0.83,0.4663,"pyrethroid_pyrrole"
0.84,0.4611,"pyrethroid_pyrrole"
0.85,0.45375,"pyrethroid_pyrrole"
0.86,0.4487,"pyrethroid_pyrrole"
0.87,0.44215,"pyrethroid_pyrrole"
0.88,0.43495,"pyrethroid_pyrrole"
0.89,0.42685,"pyrethroid_pyrrole"
0.9,0.4184,"pyrethroid_pyrrole"
0.91,0.4084,"pyrethroid_pyrrole"
0.92,0.39935,"pyrethroid_pyrrole"
0.93,0.38825,"pyrethroid_pyrrole"
0.94,0.3751,"pyrethroid_pyrrole"
0.95,0.35935,"pyrethroid_pyrrole"
0.96,0.34085,"pyrethroid_pyrrole"
0.97,0.3195,"pyrethroid_pyrrole"
0.98,0.2931,"pyrethroid_pyrrole"
0.99,0.25815,"pyrethroid_pyrrole"
1,0.1522,"pyrethroid_pyrrole"
0,0.411138322,"pyrethroid_ppf"
0.01,0.410738335,"pyrethroid_ppf"
0.02,0.41027309,"pyrethroid_ppf"
0.03,0.409793133,"pyrethroid_ppf"
0.04,0.409306743,"pyrethroid_ppf"
0.05,0.408875158,"pyrethroid_ppf"
0.06,0.408389163,"pyrethroid_ppf"
0.07,0.407874187,"pyrethroid_ppf"
0.08,0.407368169,"pyrethroid_ppf"
0.09,0.406911369,"pyrethroid_ppf"
0.1,0.406394202,"pyrethroid_ppf"
0.11,0.405999656,"pyrethroid_ppf"
0.12,0.405512629,"pyrethroid_ppf"
0.13,0.404948765,"pyrethroid_ppf"
0.14,0.404325166,"pyrethroid_ppf"
0.15,0.403752309,"pyrethroid_ppf"
0.16,0.403259012,"pyrethroid_ppf"
0.17,0.402601499,"pyrethroid_ppf"
0.18,0.40205787,"pyrethroid_ppf"
0.19,0.401456336,"pyrethroid_ppf"
0.2,0.400865377,"pyrethroid_ppf"
0.21,0.40027895,"pyrethroid_ppf"
0.22,0.399787476,"pyrethroid_ppf"
0.23,0.399281617,"pyrethroid_ppf"
0.24,0.398658067,"pyrethroid_ppf"
0.25,0.39795047,"pyrethroid_ppf"
0.26,0.397332943,"pyrethroid_ppf"
0.27,0.396701888,"pyrethroid_ppf"
0.28,0.396064943,"pyrethroid_ppf"
0.29,0.395419071,"pyrethroid_ppf"
0.3,0.394717478,"pyrethroid_ppf"
0.31,0.39403687,"pyrethroid_ppf"
0.32,0.393265359,"pyrethroid_ppf"
0.33,0.39251508,"pyrethroid_ppf"
0.34,0.391647871,"pyrethroid_ppf"
0.35,0.390971017,"pyrethroid_ppf"
0.36,0.390280416,"pyrethroid_ppf"
0.37,0.389557538,"pyrethroid_ppf"
0.38,0.388838859,"pyrethroid_ppf"
0.39,0.388147134,"pyrethroid_ppf"
0.4,0.387212218,"pyrethroid_ppf"
0.41,0.386376772,"pyrethroid_ppf"
0.42,0.385543955,"pyrethroid_ppf"
0.43,0.384680441,"pyrethroid_ppf"
0.44,0.383842695,"pyrethroid_ppf"
0.45,0.382830366,"pyrethroid_ppf"
0.46,0.381868795,"pyrethroid_ppf"
0.47,0.380873363,"pyrethroid_ppf"
0.48,0.379781032,"pyrethroid_ppf"
0.49,0.378745029,"pyrethroid_ppf"
0.5,0.377749115,"pyrethroid_ppf"
0.51,0.376677561,"pyrethroid_ppf"
0.52,0.375641263,"pyrethroid_ppf"
0.53,0.374596265,"pyrethroid_ppf"
0.54,0.373553848,"pyrethroid_ppf"
0.55,0.37252551,"pyrethroid_ppf"
0.56,0.371450504,"pyrethroid_ppf"
0.57,0.370258805,"pyrethroid_ppf"
0.58,0.368827711,"pyrethroid_ppf"
0.59,0.367562241,"pyrethroid_ppf"
0.6,0.366180224,"pyrethroid_ppf"
0.61,0.364761708,"pyrethroid_ppf"
0.62,0.363175718,"pyrethroid_ppf"
0.63,0.361744949,"pyrethroid_ppf"
0.64,0.360302284,"pyrethroid_ppf"
0.65,0.358678589,"pyrethroid_ppf"
0.66,0.357034765,"pyrethroid_ppf"
0.67,0.35554949,"pyrethroid_ppf"
0.68,0.353882977,"pyrethroid_ppf"
0.69,0.352172989,"pyrethroid_ppf"
0.7,0.350214118,"pyrethroid_ppf"
0.71,0.348222221,"pyrethroid_ppf"
0.72,0.346098465,"pyrethroid_ppf"
0.73,0.344039531,"pyrethroid_ppf"
0.74,0.341698733,"pyrethroid_ppf"
0.75,0.339364293,"pyrethroid_ppf"
0.76,0.336432692,"pyrethroid_ppf"
0.77,0.333829905,"pyrethroid_ppf"
0.78,0.331296034,"pyrethroid_ppf"
0.79,0.328694818,"pyrethroid_ppf"
0.8,0.326090596,"pyrethroid_ppf"
0.81,0.323094398,"pyrethroid_ppf"
0.82,0.319969709,"pyrethroid_ppf"
0.83,0.316541081,"pyrethroid_ppf"
0.84,0.312907154,"pyrethroid_ppf"
0.85,0.308905452,"pyrethroid_ppf"
0.86,0.304491459,"pyrethroid_ppf"
0.87,0.299954622,"pyrethroid_ppf"
0.88,0.295134079,"pyrethroid_ppf"
0.89,0.290115536,"pyrethroid_ppf"
0.9,0.284421787,"pyrethroid_ppf"
0.91,0.2785551,"pyrethroid_ppf"
0.92,0.272253533,"pyrethroid_ppf"
0.93,0.264629624,"pyrethroid_ppf"
0.94,0.256081849,"pyrethroid_ppf"
0.95,0.246336764,"pyrethroid_ppf"
0.96,0.234677895,"pyrethroid_ppf"
0.97,0.221119723,"pyrethroid_ppf"
0.98,0.203330407,"pyrethroid_ppf"
0.99,0.178925153,"pyrethroid_ppf"
1,0.108489717,"pyrethroid_ppf"
