#RESOURCE=yCat_35340109
#Name: J/A+A/534/A109
#Title: MCXC Meta-Catalogue X-ray galaxy Clusters (Piffaretti+, 2011)
#Table	J_A_A_534_A109_mcxc:
#Name: J/A+A/534/A109/mcxc
#Title: MCXC catalogue (table2 of the paper)
#Column	MCXC	(A12)	MCXC name (JHHMM.m+DDMM)	[ucd=meta.id;meta.main]
#Column	z	(F7.4)	Redshift	[ucd=src.redshift]
#Column	L500	(F9.6)	X-ray luminosity in 10^44^erg/s (1)	[ucd=phys.luminosity;em.X-ray]
#Column	M500	(F7.4)	Total mass (1)	[ucd=phys.mass]
#Column	R500	(F7.4)	Characteristic radius (1)	[ucd=phys.size.radius]
#MCXC	z	L500	M500	R500
# 	 	10+37W	10+14Msun	Mpc
#------------	-------	---------	-------	-------
J1605.5+1626	 0.0370	 0.128329	 0.5700	 0.5783
J1606.7+2328	 0.3100	 0.528629	 1.1040	 0.6558
J1606.8+1746	 0.0321	 0.052369	 0.3311	 0.4833
J1614.1-6307	 0.0620	 0.515919	 1.3091	 0.7571
J1614.1+4909	 0.0579	 0.223393	 0.7880	 0.6400
J1614.1+3425	 0.2690	 0.703224	 1.3573	 0.7133
J1614.3-6052	 0.0157	 1.094716	 2.1360	 0.9042
J1614.4+6825	 0.1280	 0.045419	 0.2840	 0.4451
J1615.5+1927	 0.0308	 0.060798	 0.3629	 0.4985
J1615.7-0608	 0.2030	20.158522	11.0518	 1.4697
J1617.4+3456	 0.0315	 0.168099	 0.6744	 0.6127
J1618.2+2938	 0.2993	 2.725204	 3.0268	 0.9215
J1619.0+3230	 0.2740	 0.697055	 1.3447	 0.7098
J1620.3+1723	 0.1120	 0.099588	 0.4637	 0.5270
J1620.5+2953	 0.0972	 1.626729	 2.5734	 0.9376
J1621.0+2546	 0.1610	 1.170838	 2.0112	 0.8452
J1621.4+3810	 0.4630	 7.452147	 4.8110	 1.0100
J1623.5+2634	 0.4274	 2.615216	 2.6594	 0.8405
J1624.2+4114	 0.1825	 2.424488	 3.0851	 0.9675
J1626.3-3329	 0.1098	 4.364236	 4.6556	 1.1377
J1626.9+5528	 0.1300	 1.196061	 2.0841	 0.8644
J1627.3+4240	 0.0317	 0.065512	 0.3796	 0.5059
J1627.6+4055	 0.0301	 0.067444	 0.3868	 0.5093
J1627.9-2952	 0.0640	 0.263421	 0.8677	 0.6597
J1628.6+3932	 0.0299	 1.900691	 2.9626	 1.0040
J1629.7+5831	 0.1329	 1.208600	 2.0930	 0.8648
J1629.7+2123	 0.1840	 0.343633	 0.9362	 0.6498
J1630.2+2434	 0.0655	 0.268825	 0.8776	 0.6618
J1631.0+2121	 0.0980	 0.108038	 0.4922	 0.5400
J1631.6-7507	 0.1050	 3.829575	 4.3137	 1.1109
J1632.7+0534	 0.1514	13.625562	 9.0453	 1.3998
J1633.6+5714	 0.2390	 0.086619	 0.3875	 0.4749
J1633.8-0738	 0.0974	 0.756742	 1.6135	 0.8024
J1634.6+6738	 0.1668	 0.859751	 1.6588	 0.7910
J1635.8+6612	 0.1709	 4.670325	 4.6412	 1.1131
J1638.2-6420	 0.0508	 4.946943	 5.2350	 1.2059
J1639.9+5347	 0.1110	 0.586302	 1.3678	 0.7560
J1640.3+4642	 0.2280	14.053749	 8.7019	 1.3450
J1641.1+8232	 0.2060	 1.332633	 2.1042	 0.8446
J1641.8+4001	 0.4640	 2.834838	 2.7095	 0.8338
J1642.6+3935	 0.3550	 0.594889	 1.1442	 0.6525
J1643.2+5114	 0.1990	 1.878145	 2.6077	 0.9095
J1643.3+2131	 0.1535	 0.949215	 1.7794	 0.8135
J1645.4-7334	 0.0690	 0.928838	 1.8647	 0.8499
J1646.6-6023	 0.1480	 2.833308	 3.4803	 1.0193
J1649.2+5325	 0.0290	 0.045392	 0.3040	 0.4702
J1651.1+0459	 0.1540	 3.234289	 3.7563	 1.0434
J1652.2+4449	 0.1753	 2.291921	 2.9971	 0.9606
J1652.6+4011	 0.1481	 1.499174	 2.3606	 0.8955
J1652.9+4009	 0.1492	 1.661816	 2.5116	 0.9139
J1653.0-5943	 0.0480	 1.972425	 2.9939	 1.0019
J1654.3+2334	 0.0575	 0.192441	 0.7197	 0.6211
J1654.7+5854	 0.0869	 0.379890	 1.0678	 0.7017
J1655.0-2625	 0.0940	 1.308265	 2.2583	 0.8986
J1655.9-0113	 0.0408	 0.140920	 0.6019	 0.5882
J1657.7-0149	 0.0313	 0.091535	 0.4656	 0.5416
J1657.8+5301	 0.4790	 1.651062	 1.9244	 0.7395
J1658.0+2751	 0.0337	 0.182441	 0.7079	 0.6223
J1658.0+5254	 0.4655	 1.506823	 1.8407	 0.7325
J1658.5+3430	 0.3300	 1.560174	 2.1019	 0.8067
J1659.0+3229	 0.0621	 0.047025	 0.3038	 0.4652
J1659.6+6826	 0.0504	 0.107192	 0.5062	 0.5536
J1659.7+3410	 0.3410	 0.529230	 1.0776	 0.6430
J1659.7+3236	 0.1013	 1.121587	 2.0454	 0.8673
J1700.7+6412	 0.2250	 1.786504	 2.4797	 0.8861
J1700.8-3144	 0.1340	 1.153910	 2.0331	 0.8561
J1701.3+6414	 0.4530	 3.492559	 3.1055	 0.8763
J1701.4+3400	 0.0960	 0.127387	 0.5450	 0.5591
J1701.7+6421	 0.2200	 0.075974	 0.3630	 0.4678
J1702.2+6419	 0.2240	 0.142284	 0.5305	 0.5301
J1702.5+3330	 0.0843	 0.485041	 1.2416	 0.7385
J1702.7+3403	 0.0953	 4.045226	 4.4908	 1.1295
J1703.1+5938	 0.1822	 0.082451	 0.3926	 0.4867
J1703.8+7838	 0.0581	 3.543467	 4.2502	 1.1224
J1705.1-8210	 0.0737	 0.893157	 1.8148	 0.8410
J1705.9-7422	 0.1900	 2.593058	 3.1961	 0.9764
J1706.4-0132	 0.0912	 1.192577	 2.1386	 0.8832
J1709.8+3426	 0.0802	 1.783924	 2.7548	 0.9644
J1711.0+3941	 0.0647	 0.342667	 1.0182	 0.6956
J1712.4-2321	 0.0280	 4.942477	 5.3123	 1.2205
J1712.7+6403	 0.0809	 2.949060	 3.7410	 1.0678
J1714.3+4341	 0.0276	 0.047690	 0.3136	 0.4753
J1715.2+0309	 0.1647	 3.132952	 3.6551	 1.0301
J1715.3+5724	 0.0276	 0.253721	 0.8691	 0.6676
J1715.8+3656	 0.0910	 0.015804	 0.1532	 0.3668
J1716.1+2021	 0.1306	 1.367168	 2.2601	 0.8879
J1716.6+6410	 0.2507	 0.653070	 1.3161	 0.7108
J1717.3+4226	 0.1754	 2.576747	 3.2188	 0.9837
J1717.6+3627	 0.1709	 1.052919	 1.8713	 0.8223
J1717.8+1940	 0.1780	 4.786218	 4.6863	 1.1139
J1717.8+3235	 0.1054	 0.999271	 1.9009	 0.8452
J1718.1+5639	 0.1138	 1.702855	 2.6153	 0.9375
J1718.1+7801	 0.0584	 0.388635	 1.1041	 0.7161
J1720.1+2740	 0.1640	 3.482342	 3.9006	 1.0529
J1720.1+2637	 0.1644	 7.070933	 6.0057	 1.2157
J1720.2+3536	 0.3870	10.219680	 6.6709	 1.1600
J1721.4+6733	 0.0861	 0.024245	 0.1995	 0.4013
J1722.2+3042	 0.0500	 0.062215	 0.3634	 0.4957
J1722.4+3208	 0.2240	11.891143	 7.8832	 1.3033
J1722.9+4105	 0.3090	 1.167951	 1.7916	 0.7709
J1723.3+5658	 0.0272	 0.028398	 0.2287	 0.4279
J1723.7+8553	 0.1780	 4.051321	 4.2334	 1.0768
J1724.1+7000	 0.0386	 0.006886	 0.0957	 0.3189
J1724.2+6956	 0.0386	 0.007453	 0.1004	 0.3240
J1724.7+6716	 0.2540	 0.230828	 0.6962	 0.5741
J1726.9-0317	 0.0880	 0.950443	 1.8664	 0.8449
J1727.4+7035	 0.3059	 1.671902	 2.2352	 0.8309
J1728.6+7041	 0.5509	 3.486201	 2.8569	 0.8200
J1729.0+7440	 0.2130	 0.326916	 0.8885	 0.6321
J1730.4+7422	 0.1100	 0.459094	 1.1791	 0.7198
J1731.6+2251	 0.3890	 9.300000	12.8000	 1.4300
J1733.0+4345	 0.0307	 0.249901	 0.8593	 0.6644
J1735.0+6406	 0.1406	 0.992101	 1.8453	 0.8271
J1735.7-0721	 0.0239	 0.143362	 0.6151	 0.5956
J1735.9+1659	 0.0858	 0.347074	 1.0113	 0.6893
J1736.3+6803	 0.0248	 0.030499	 0.2392	 0.4347
J1740.5+3538	 0.0428	 0.280225	 0.9141	 0.6757
J1742.7+6735	 0.0420	 0.026385	 0.2165	 0.4182
J1742.8+3900	 0.0423	 0.213329	 0.7743	 0.6394
J1743.3+6440	 0.1790	 0.399458	 1.0301	 0.6720
J1743.4+6341	 0.3270	 1.902516	 2.3779	 0.8415
J1744.2+3259	 0.0757	 2.312610	 3.2372	 1.0192
J1745.2+6556	 0.6080	 1.156880	 1.3891	 0.6303
J1746.3+6849	 0.2030	 0.258970	 0.7767	 0.6065
J1746.5+6848	 0.3070	 0.297308	 0.7791	 0.5845
J1746.7+6639	 0.3864	 0.522739	 1.0307	 0.6226
J1747.2+4512	 0.1565	 1.568663	 2.4118	 0.8994
J1747.5+6343	 0.3280	 0.621375	 1.2009	 0.6699
J1748.6+7020	 0.3450	 0.621911	 1.1852	 0.6627
J1749.0+7014	 0.5790	 3.300896	 2.6983	 0.7956
J1749.3+4245	 0.2296	 1.906080	 2.5705	 0.8953
J1749.6+5334	 0.0909	 0.368896	 1.0459	 0.6959
J1749.8+6823	 0.0508	 0.009878	 0.1182	 0.3409
J1750.2+3504	 0.1712	 3.141204	 3.6434	 1.0267
J1751.1+6531	 0.0428	 0.022102	 0.1943	 0.4032
J1751.5+7013	 0.4925	 1.285017	 1.6330	 0.6964
J1751.6+6719	 0.0933	 0.154220	 0.6135	 0.5821
J1751.7+2304	 0.0132	 0.020277	 0.1879	 0.4025
J1752.0-6348	 0.1330	 2.808276	 3.4995	 1.0264
J1752.2+6522	 0.3923	 0.407319	 0.8809	 0.5895
J1753.4+5205	 0.0988	 0.333736	 0.9785	 0.6789
J1754.0+5805	 0.2263	 2.129747	 2.7575	 0.9176
J1754.0+6452	 0.2460	 0.173213	 0.5881	 0.5443
J1754.5+6904	 0.5113	 0.826416	 1.2281	 0.6286
J1754.6+6803	 0.0770	 0.592790	 1.4102	 0.7723
J1754.7+6623	 0.0879	 0.036352	 0.2551	 0.4353
J1755.3+6504	 0.0846	 0.024258	 0.1998	 0.4016
J1755.7+6752	 0.0833	 0.166650	 0.6477	 0.5947
J1755.8+6236	 0.0266	 0.046842	 0.3104	 0.4738
J1755.9+6314	 0.3850	 0.982274	 1.5159	 0.7084
J1756.5+6513	 0.0284	 0.003837	 0.0674	 0.2847
J1757.3+6631	 0.6909	 0.869925	 1.0879	 0.5621
J1757.7-0108	 0.0728	 1.112577	 2.0762	 0.8798
J1758.9+6520	 0.3652	 0.247869	 0.6654	 0.5425
J1759.0-1333	 0.0450	 0.727127	 1.6325	 0.8193
J1759.2+6902	 0.0994	 0.037882	 0.2595	 0.4361
J1800.5+6913	 0.0823	 0.339204	 0.9997	 0.6875
J1802.4-5236	 0.1250	 2.074725	 2.9264	 0.9696
J1802.7+4247	 0.0502	 0.081099	 0.4271	 0.5231
J1802.9+6339	 0.0907	 0.016324	 0.1563	 0.3693
J1804.1+0042	 0.0882	 2.013071	 2.9490	 0.9840
J1804.2+6729	 0.0617	 0.005052	 0.0780	 0.2957
J1804.4+1002	 0.1525	 4.548122	 4.6293	 1.1192
J1806.1+6813	 0.3030	 0.662094	 1.2736	 0.6896
J1806.4+7028	 0.0971	 0.098837	 0.4665	 0.5306
J1806.9+6537	 0.2630	 1.387088	 2.0634	 0.8220
J1807.4+6946	 0.0941	 0.047183	 0.2978	 0.4574
J1807.5+6429	 0.2391	 0.172939	 0.5906	 0.5465
J1808.7+6557	 0.2460	 0.144541	 0.5266	 0.5246
J1809.0-0414	 0.3050	 9.165294	 6.3125	 1.1748
J1811.0+4954	 0.0501	 0.534051	 1.3478	 0.7673
J1811.3+6447	 0.4510	 1.099327	 1.5373	 0.6937
J1812.0+3113	 0.2246	 0.196860	 0.6464	 0.5661
J1812.1+6353	 0.5408	 2.042146	 2.0796	 0.7406
J1813.1+6230	 0.1829	 0.181399	 0.6347	 0.5711
J1813.3-6127	 0.1470	 4.270501	 4.4728	 1.1086
J1814.2+6939	 0.0863	 0.187751	 0.6951	 0.6082
J1816.4+5314	 0.2764	 2.671417	 3.0450	 0.9312
J1816.5+6911	 0.2097	 0.198588	 0.6573	 0.5723
J1817.1+7024	 0.0859	 0.048345	 0.3040	 0.4617
J1817.7+6824	 0.2820	 2.068086	 2.5934	 0.8809
J1819.1+6909	 0.2050	 0.440992	 1.0729	 0.6750
J1819.8+6748	 0.2153	 0.213123	 0.6833	 0.5786
J1819.8+3307	 0.2796	 2.587135	 2.9785	 0.9233
J1820.1+6857	 0.0870	 0.385167	 1.0767	 0.7036
J1821.6+6827	 0.8156	 3.043934	 2.1004	 0.6661
J1822.6+6641	 0.0888	 0.036860	 0.2571	 0.4363
J1823.7+5658	 0.1050	 0.108655	 0.4915	 0.5385
J1824.1+3029	 0.0720	 0.595934	 1.4197	 0.7753
J1824.3+4309	 0.4870	 2.858804	 2.8469	 0.8400
J1825.3+3026	 0.0650	 1.611874	 2.6168	 0.9527
J1827.2+6134	 0.1014	 0.451663	 1.1746	 0.7209
J1829.0+6913	 0.2057	 1.310104	 2.0829	 0.8418
J1832.2+6832	 0.1981	 0.280576	 0.8186	 0.6183
J1832.5+6449	 0.1623	 1.234692	 2.0753	 0.8537
J1832.5+6848	 0.2050	 3.629950	 3.8795	 1.0360
J1833.7+6521	 0.1621	 0.285212	 0.8494	 0.6339
J1834.1+7057	 0.0824	 0.372431	 1.0583	 0.7006
J1836.5+6344	 0.0834	 0.516522	 1.2909	 0.7483
J1838.2+6321	 0.2167	 0.644456	 1.3402	 0.7239
J1839.2+7018	 0.2297	 0.284926	 0.8067	 0.6084
J1839.8-2108	 0.0680	 0.553785	 1.3613	 0.7655
J1840.6-7709	 0.0194	 0.115577	 0.5410	 0.5714
J1843.5+7949	 0.0510	 0.029233	 0.2291	 0.4249
J1843.6+5021	 0.1158	 0.830671	 1.6858	 0.8093
J1844.0+4533	 0.0918	 0.727414	 1.5813	 0.7985
J1844.5-3724	 0.2030	 3.386051	 3.7241	 1.0227
J1846.7-7431	 0.1410	 0.345098	 0.9689	 0.6672
J1847.2+7320	 0.1125	 0.831754	 1.6911	 0.8110
J1847.3-6320	 0.0146	 0.034601	 0.2601	 0.4483
J1852.1+5711	 0.1094	 1.044438	 1.9473	 0.8509
J1853.9+6822	 0.0928	 1.106807	 2.0411	 0.8691
J1854.1+6858	 0.2415	 2.376503	 2.9137	 0.9294
J1855.8-6654	 0.1797	 2.714065	 3.3117	 0.9916
J1857.6+3800	 0.0567	 0.873617	 1.8114	 0.8450
J1900.4+6958	 0.0877	 0.926120	 1.8375	 0.8406
J1904.2+3626	 0.0780	 0.478417	 1.2366	 0.7390
J1905.7+7804	 0.1405	 2.750944	 3.4370	 1.0176
J1908.3+6903	 0.2103	 2.136681	 2.7969	 0.9272
J1910.1-2239	 0.0560	 0.355131	 1.0468	 0.7040
J1910.4+6741	 0.2471	 3.522396	 3.6878	 1.0033
J1912.6-7517	 0.0726	 1.181329	 2.1539	 0.8907
J1916.1+3525	 0.2090	 5.133317	 4.7777	 1.1089
J1917.5-1315	 0.1770	 3.860827	 4.1139	 1.0670
J1918.5-0842	 0.0900	 0.687403	 1.5296	 0.7902
J1921.1+4357	 0.0557	 5.941793	 5.8345	 1.2483
J1925.3+3705	 0.3140	10.460418	 6.7932	 1.1999
J1925.4-4256	 0.0774	 0.932548	 1.8585	 0.8466
J1926.1+4832	 0.0980	 1.395062	 2.3419	 0.9083
J1926.9-5342	 0.0570	 0.633984	 1.4895	 0.7916
J1927.5+6549	 0.1886	 1.515948	 2.3064	 0.8762
J1928.2-5055	 0.1496	 2.048744	 2.8527	 0.9534
J1930.0-1509	 0.0829	 1.173652	 2.1301	 0.8844
J1930.1+7403	 0.2910	 0.428587	 0.9863	 0.6361
J1931.6-3354	 0.0972	 1.431743	 2.3806	 0.9136
J1931.8-2634	 0.3520	19.639807	 5.9238	 1.1300
J1934.7-5053	 0.2371	 5.672293	 4.9694	 1.1123
J1935.3+6734	 0.1706	 1.434823	 2.2605	 0.8758
J1938.3+5409	 0.2600	 7.960610	 6.0024	 1.1747
J1938.3-4748	 0.2665	 5.631362	 4.8355	 1.0904
J1941.7+7709	 0.0480	 0.004677	 0.0751	 0.2933
J1946.5-4256	 0.1128	 0.970285	 1.8573	 0.8367
J1947.3-7623	 0.2170	 4.543361	 4.4080	 1.0764
J1947.6-0542	 0.0280	 0.062381	 0.3693	 0.5019
J1948.3+5113	 0.1850	 3.184473	 3.6363	 1.0211
J1952.2-5503	 0.0600	 0.625870	 1.4748	 0.7882
J1953.0-5201	 0.1069	 1.570210	 2.5013	 0.9258
J1957.2+5751	 0.0880	 0.808131	 1.6906	 0.8175
J1958.2-3011	 0.1171	 3.599818	 4.1184	 1.0894
J1959.1-3454	 0.1728	 2.372899	 3.0670	 0.9689
J1959.5+4044	 0.0561	 3.492455	 4.2185	 1.1203
J2002.6+7753	 0.3492	 2.119051	 2.4943	 0.8479
J2003.2-3247	 0.2560	 0.692598	 1.3585	 0.7169
J2003.4-5556	 0.0148	 0.003581	 0.0652	 0.2827
J2003.5-2323	 0.3171	 8.163105	 5.8255	 1.1386
J2009.0-5421	 0.0516	 0.214478	 0.7720	 0.6369
J2009.9-4823	 0.0097	 0.012086	 0.1374	 0.3630
J2009.9+7744	 0.3461	 0.692785	 1.2647	 0.6769
J2011.3-5725	 0.2786	 6.390161	 5.1735	 1.1103
J2011.8-3555	 0.1720	 0.253659	 0.7850	 0.6153
J2012.0-4129	 0.1496	 2.261972	 3.0302	 0.9728
J2012.5-5649	 0.0556	 4.871933	 5.1696	 1.1990
J2014.2-8038	 0.1380	 1.647516	 2.5189	 0.9183
J2014.8-2430	 0.1612	 9.458634	 7.1884	 1.2922
J2015.3+5609	 0.0820	 0.712705	 1.5725	 0.7996
J2016.2-8047	 0.1309	 1.356642	 2.2490	 0.8864
J2018.4-4102	 0.0192	 0.039326	 0.2804	 0.4591
J2018.7-5242	 0.0505	 0.691313	 1.5771	 0.8085
J2020.8-3002	 0.2073	 3.310399	 3.6611	 1.0154
J2021.9-5256	 0.1383	 1.504480	 2.3826	 0.9013
J2023.0-2056	 0.0564	 0.433695	 1.1821	 0.7330
J2023.4-5535	 0.2320	 4.609207	 4.3960	 1.0697
J2030.7-3532	 0.1398	 1.542954	 2.4170	 0.9052
J2031.8-4037	 0.3416	10.408733	 6.6240	 1.1775
J2032.1-5627	 0.1380	 1.700758	 2.5682	 0.9242
J2034.3-3429	 0.1240	 1.594585	 2.4943	 0.9196
J2034.7-3404	 0.0936	 1.800189	 2.7443	 0.9590
J2034.7-3548	 0.0894	 2.963013	 3.7297	 1.0637
J2034.9-2143	 0.1947	 3.024164	 3.4979	 1.0045
J2035.7-2513	 0.0200	 0.023408	 0.2042	 0.4129
J2036.6-2247	 0.1800	 0.348551	 0.9472	 0.6533
J2038.4-0125	 0.6730	 1.950236	 1.8072	 0.6705
J2040.1+1712	 0.1690	 6.206455	 5.5278	 1.1806
J2041.7+0721	 0.0639	 0.101031	 0.4838	 0.5429
J2042.1+2426	 0.1019	 3.129309	 3.8223	 1.0681
J2043.2-2144	 0.2041	 3.899712	 4.0556	 1.0518
J2043.2-2629	 0.0408	 0.177439	 0.6927	 0.6164
J2048.1-1750	 0.1475	 3.053689	 3.6443	 1.0352
J2048.6+2515	 0.0482	 0.484635	 1.2720	 0.7531
J2049.9-3216	 0.3230	 6.100000	 6.6000	 1.1800
J2050.7+0123	 0.3334	 3.799045	 3.6065	 0.9645
J2051.1+0216	 0.3211	 4.544809	 4.0631	 1.0083
J2051.6-5704	 0.0599	 0.018689	 0.1734	 0.3861
J2055.8-5455	 0.1390	 2.208812	 3.0097	 0.9741
J2056.3-0437	 0.5830	 2.193895	 2.0962	 0.7302
J2057.5+1334	 0.2232	 1.208608	 1.9567	 0.8193
J2058.2-0745	 0.0793	 0.502017	 1.2723	 0.7457
J2059.9-4245	 0.3230	 0.533139	 1.0983	 0.6514
J2101.4-4100	 0.1694	 2.250919	 2.9774	 0.9605
J2101.5-1317	 0.0282	 0.085412	 0.4473	 0.5349
J2101.8-2802	 0.0382	 0.283225	 0.9229	 0.6789
J2102.1-2431	 0.1880	 4.532349	 4.4993	 1.0950
J2103.4-4319	 0.0487	 0.244269	 0.8373	 0.6550
J2103.8+0437	 0.1694	 0.595973	 1.3241	 0.7331
J2104.3-4120	 0.1651	 3.814294	 4.1199	 1.0719
J2104.9+1401	 0.1615	 2.129536	 2.8953	 0.9542
J2104.9-5149	 0.0491	 0.517256	 1.3227	 0.7628
J2104.9-8243	 0.0969	 0.708510	 1.5506	 0.7920
J2106.0-3846	 0.1521	 2.433456	 3.1625	 0.9859
J2106.2+3426	 0.0870	 0.660132	 1.4955	 0.7850
J2106.8-0509	 0.4490	 2.614748	 2.6117	 0.8284
J2107.2-2526	 0.0381	 0.170094	 0.6763	 0.6121
J2108.6-0507	 0.2220	 0.090730	 0.4039	 0.4844
J2108.8-0516	 0.3190	 0.531756	 1.1000	 0.6528
J2111.6-2308	 0.0333	 0.062317	 0.3678	 0.5003
J2113.8+0233	 0.0494	 0.737509	 1.6418	 0.8197
J2114.3-6800	 0.1300	 0.168025	 0.6298	 0.5801
J2116.8-5929	 0.0602	 0.386497	 1.0991	 0.7146
J2124.3-7446	 0.0586	 0.429646	 1.1736	 0.7308
J2125.2-0657	 0.1153	 1.018847	 1.9100	 0.8438
J2125.9-3443	 0.0757	 0.381368	 1.0787	 0.7066
J2127.1-1209	 0.1760	 3.902586	 4.1441	 1.0699
J2127.4-2154	 0.1130	 0.600487	 1.3859	 0.7588
J2129.4-0741	 0.5940	12.003921	 7.6632	 1.1200
J2129.6+0005	 0.2347	10.024885	 7.0455	 1.2506
J2129.8-5048	 0.0796	 0.742068	 1.6143	 0.8072
J2133.4-7156	 0.0559	 0.225924	 0.7945	 0.6422
J2134.2-1328	 0.0897	 1.793951	 2.7460	 0.9604
J2135.2+0125	 0.1244	 1.610832	 2.5090	 0.9213
J2137.1+0026	 0.0509	 0.025669	 0.2117	 0.4139
J2137.8-4251	 0.1850	 0.680264	 1.4187	 0.7461
J2139.0-2333	 0.3200	 2.219173	 2.6267	 0.8722
J2139.8-2228	 0.0328	 0.082868	 0.4378	 0.5303
J2139.9-4305	 0.3760	 0.561344	 1.0856	 0.6360
J2140.2-2339	 0.3130	11.100000	 4.7000	 1.0600
J2143.9-5637	 0.0824	 1.678567	 2.6504	 0.9514
J2145.2+0344	 0.2390	 0.814502	 1.5196	 0.7488
J2145.9-1006	 0.0808	 1.085118	 2.0336	 0.8715
J2146.0+0423	 0.5310	 1.912492	 2.0147	 0.7357
J2146.3-5717	 0.0760	 0.916499	 1.8407	 0.8443
J2146.9-4354	 0.0620	 0.811447	 1.7255	 0.8300
J2147.0-1019	 0.0780	 0.475815	 1.2325	 0.7382
J2147.9-4600	 0.0593	 0.558388	 1.3764	 0.7705
J2149.1-3041	 0.1184	 2.053481	 2.9219	 0.9713
J2151.3-5521	 0.0385	 0.105898	 0.5065	 0.5557
J2151.4+1347	 0.2076	 2.533328	 3.1093	 0.9614
J2151.8-1543	 0.0614	 0.365145	 1.0608	 0.7059
J2152.2-1942	 0.0963	 0.962284	 1.8696	 0.8431
J2152.4-1933	 0.0943	 1.663138	 2.6137	 0.9433
J2153.5+1741	 0.2329	14.814972	 8.9525	 1.3554
J2154.1-5751	 0.0760	 2.097956	 3.0499	 0.9991
J2154.2-0400	 0.1509	 1.890749	 2.7138	 0.9372
J2155.6+1232	 0.1920	 3.256025	 3.6665	 1.0214
J2155.9+0109	 0.2190	 0.171934	 0.5977	 0.5526
J2156.4+3318	 0.0780	 1.757551	 2.7340	 0.9627
J2157.4-0747	 0.0579	 0.447234	 1.2033	 0.7370
J2158.3-2006	 0.0570	 0.276397	 0.8978	 0.6687
J2158.4-6023	 0.0750	 1.050267	 2.0015	 0.8685
J2158.5-0948	 0.0809	 0.877924	 1.7870	 0.8347
J2200.8+2058	 0.1470	 4.525650	 4.6339	 1.1217
J2201.8-2226	 0.0691	 0.619866	 1.4571	 0.7828
J2201.9-5956	 0.0980	 4.204419	 4.5890	 1.1367
J2202.0-0949	 0.0809	 0.878997	 1.7883	 0.8349
J2202.7-1902	 0.4380	 0.624359	 1.1006	 0.6238
J2203.8-2130	 0.0732	 0.322868	 0.9762	 0.6840
J2205.6-0535	 0.0582	 1.108636	 2.0925	 0.8862
J2209.3-5148	 0.1065	 1.552700	 2.4850	 0.9239
J2210.3-1210	 0.0846	 2.672473	 3.5139	 1.0445
J2211.7-0349	 0.3970	24.000000	18.1000	 1.6100
J2212.6-1713	 0.1340	 0.035590	 0.2437	 0.4221
J2213.0-2753	 0.0610	 0.291938	 0.9258	 0.6747
J2213.5-1656	 0.2970	 0.697280	 1.3207	 0.6995
J2214.4-1701	 0.1530	 2.159369	 2.9383	 0.9617
J2214.5-1022	 0.0980	 2.770068	 3.5581	 1.0442
J2214.8+1350	 0.0253	 0.048016	 0.3154	 0.4765
J2214.9-1400	 0.5027	12.885281	 6.6031	 1.1051
J2215.6+3718	 0.0190	 0.095101	 0.4805	 0.5494
J2216.2-0920	 0.0825	 1.438718	 2.4124	 0.9220
J2216.9-1725	 0.1301	 2.199352	 3.0213	 0.9783
J2217.7-3543	 0.1486	 3.430781	 3.9093	 1.0593
J2218.0-6511	 0.0951	 1.858113	 2.7949	 0.9644
J2218.2-0350	 0.0901	 1.725034	 2.6804	 0.9526
J2218.6-3853	 0.1411	 3.408267	 3.9150	 1.0626
J2218.6-0346	 0.0900	 0.955113	 1.8693	 0.8448
J2218.8-0258	 0.0902	 0.766658	 1.6346	 0.8078
J2220.1-5228	 0.1020	 0.707165	 1.5432	 0.7894
J2220.5-3509	 0.1544	 5.529494	 5.2077	 1.1633
J2222.2-5235	 0.1740	 0.314678	 0.8940	 0.6421
J2223.8-0138	 0.0906	 1.903100	 2.8449	 0.9716
J2224.4-5515	 0.0791	 0.864427	 1.7724	 0.8329
J2224.7-5632	 0.0355	 0.102021	 0.4961	 0.5524
J2225.8-0636	 0.0897	 0.990530	 1.9117	 0.8512
J2226.0+1722	 0.1072	 1.706366	 2.6308	 0.9414
J2226.1-4745	 0.1130	 0.508347	 1.2521	 0.7336
J2226.8+2550	 0.1650	 2.251172	 2.9873	 0.9630
J2227.4-4852	 0.0970	 0.514478	 1.2756	 0.7421
J2227.8-3034	 0.0579	 0.857532	 1.7896	 0.8413
J2228.6+2036	 0.4120	19.335949	 9.1224	 1.2752
J2228.8-6053	 0.0423	 0.156089	 0.6400	 0.6001
J2229.7-2755	 0.3240	10.090080	 4.7366	 1.0600
J2234.5-3744	 0.1510	 6.377529	 5.6953	 1.1999
J2234.8-3033	 0.2515	 3.594990	 3.7212	 1.0047
J2235.6+0128	 0.0594	 0.882529	 1.8194	 0.8455
J2237.0-1516	 0.2990	 1.131393	 1.7713	 0.7709
J2239.2-1719	 0.0751	 0.252626	 0.8395	 0.6501
J2239.4-0546	 0.2420	 0.541212	 1.1816	 0.6878
J2239.5-0600	 0.1730	 0.073247	 0.3678	 0.4778
J2239.6-0543	 0.2430	 0.784658	 1.4808	 0.7413
J2241.8+1732	 0.3137	 5.552210	 4.6179	 1.0551
J2242.8+5301	 0.1920	 3.773579	 4.0116	 1.0525
J2243.0-2009	 0.1359	 2.139620	 2.9585	 0.9696
J2243.3-0935	 0.4470	15.200000	17.4000	 1.5600
