#RESOURCE=yCat_35340109
#Name: J/A+A/534/A109
#Title: MCXC Meta-Catalogue X-ray galaxy Clusters (Piffaretti+, 2011)
#Table	J_A_A_534_A109_mcxc:
#Name: J/A+A/534/A109/mcxc
#Title: MCXC catalogue (table2 of the paper)
#Column	MCXC	(A12)	MCXC name (JHHMM.m+DDMM)	[ucd=meta.id;meta.main]
#Column	z	(F7.4)	Redshift	[ucd=src.redshift]
#Column	L500	(F9.6)	X-ray luminosity in 10^44^erg/s (1)	[ucd=phys.luminosity;em.X-ray]
#Column	M500	(F7.4)	Total mass (1)	[ucd=phys.mass]
#Column	R500	(F7.4)	Characteristic radius (1)	[ucd=phys.size.radius]
#MCXC	z	L500	M500	R500
# 	 	10+37W	10+14Msun	Mpc
#------------	-------	---------	-------	-------
J0022.0+0422	 0.4070	 0.581659	 1.0815	 0.6277
J0023.1+0421	 0.4530	 0.784758	 1.2496	 0.6469
J0024.0-1704	 0.1890	 1.483752	 2.2757	 0.8722
J0024.5+3312	 0.2260	 2.992847	 3.3939	 0.9834
J0025.4-1222	 0.5843	 8.041877	 4.6232	 0.9500
J0025.5-3302	 0.0491	 0.494670	 1.2872	 0.7559
J0026.7+0501	 0.2529	 0.325648	 0.8595	 0.6162
J0027.3-5015	 0.1448	 2.164603	 2.9603	 0.9668
J0027.8+2616	 0.3668	 8.375561	 5.6843	 1.1083
J0028.6-2338	 0.1120	 1.404549	 2.3285	 0.9024
J0029.0+0742	 0.1700	 0.858176	 1.6530	 0.7892
J0029.8+1330	 0.2510	 0.819400	 1.5110	 0.7442
J0030.5+2618	 0.5000	 2.790358	 2.6037	 0.8112
J0030.6-2410	 0.1382	 0.805310	 1.6278	 0.7938
J0034.2-0204	 0.0822	 1.230023	 2.1930	 0.8933
J0034.6-0208	 0.0812	 1.253723	 2.2202	 0.8972
J0035.4-2015	 0.3520	11.900000	10.2000	 1.3500
J0035.9+8513	 0.8317	 3.208750	 2.1397	 0.6659
J0036.5+2544	 0.0341	 0.098812	 0.4869	 0.5493
J0037.0+0909	 0.2546	 7.857653	 5.9801	 1.1755
J0037.4-2831	 0.1050	 0.545534	 1.3146	 0.7476
J0039.6+2114	 0.0619	 0.207666	 0.7517	 0.6292
J0040.0+0649	 0.0395	 0.319960	 0.9933	 0.6954
J0040.1-5607	 0.0277	 0.072779	 0.4058	 0.5179
J0040.4+2933	 0.0712	 0.949621	 1.8872	 0.8527
J0041.1-2339	 0.1120	 0.052265	 0.3130	 0.4623
J0041.7+2124	 0.1014	 1.000012	 1.9071	 0.8473
J0041.8-0918	 0.0555	 5.100085	 5.3163	 1.2103
J0042.1-2832	 0.1082	 2.734146	 3.5046	 1.0355
J0043.4-2037	 0.2924	 6.907787	 5.3663	 1.1182
J0043.8+2424	 0.0830	 1.839590	 2.8014	 0.9690
J0045.3-2924	 0.2570	 0.931133	 1.6259	 0.7609
J0045.7-2515	 0.1120	 0.265261	 0.8427	 0.6431
J0046.3+8530	 0.6241	 3.352002	 2.6212	 0.7739
J0048.6-2114	 0.0581	 0.303458	 0.9497	 0.6811
J0049.4-2931	 0.1084	 1.438047	 2.3682	 0.9086
J0049.8+2426	 0.0815	 1.042960	 1.9841	 0.8641
J0050.9-0929	 0.1990	 0.581999	 1.2765	 0.7167
J0051.1-4833	 0.1873	 2.036335	 2.7638	 0.9311
J0051.3-2831	 0.1125	 0.706073	 1.5303	 0.7844
J0052.7-8015	 0.1141	 3.393306	 3.9812	 1.0783
J0054.0-2823	 0.2920	 0.414816	 0.9661	 0.6315
J0055.9+2622	 0.1971	 7.484993	 6.0676	 1.2059
J0056.0-3732	 0.1630	 1.482321	 2.3188	 0.8857
J0056.3-0112	 0.0442	 1.437223	 2.4747	 0.9413
J0056.9-2213	 0.1160	 0.128009	 0.5389	 0.5533
J0056.9-2740	 0.5630	 1.141141	 1.4312	 0.6481
J0057.4-2616	 0.1130	 0.861163	 1.7267	 0.8165
J0057.4+3012	 0.1230	 0.059800	 0.3371	 0.4721
J0057.8-6648	 0.0661	 0.734662	 1.6195	 0.8116
J0058.4-1425	 0.0957	 0.429935	 1.1444	 0.7160
J0058.9+2657	 0.0451	 0.233877	 0.8174	 0.6505
J0102.7-2152	 0.0569	 1.460216	 2.4774	 0.9379
J0104.5-2400	 0.1603	 1.395406	 2.2394	 0.8762
J0105.0+0201	 0.1967	 2.542970	 3.1424	 0.9686
J0105.1+3311	 0.0800	 0.645160	 1.4819	 0.7844
J0105.5-2439	 0.2300	 5.160525	 4.7167	 1.0959
J0106.8+0103	 0.2537	 5.363201	 4.7410	 1.0884
J0106.8-0229	 0.1909	 2.779734	 3.3322	 0.9897
J0106.9+3209	 0.1120	 0.210839	 0.7326	 0.6138
J0107.4+3227	 0.0170	 0.069455	 0.3972	 0.5159
J0107.7+5408	 0.1066	 2.801329	 3.5609	 1.0415
J0107.8-3643	 0.1186	 1.156778	 2.0589	 0.8642
J0108.0+7558	 0.0960	 1.561498	 2.5121	 0.9304
J0108.1+0210	 0.0436	 0.192363	 0.7263	 0.6257
J0108.5-4020	 0.1408	 1.389498	 2.2658	 0.8856
J0108.8-1524	 0.0533	 0.491051	 1.2778	 0.7530
J0108.9-1537	 0.0970	 0.815085	 1.6888	 0.8148
J0110.0-4555	 0.0238	 0.181484	 0.7103	 0.6249
J0110.0+1358	 0.0581	 0.075898	 0.4079	 0.5139
J0110.3+1938	 0.3170	 0.362004	 0.8715	 0.6045
J0110.9+3308	 0.0177	 0.025452	 0.2153	 0.4205
J0111.6-3811	 0.1220	 0.052725	 0.3124	 0.4604
J0111.7+3327	 0.1173	 1.074001	 1.9696	 0.8519
J0112.1+3927	 0.2080	 0.469870	 1.1127	 0.6825
J0112.2+3302	 0.1249	 0.649432	 1.4414	 0.7658
J0113.0+1531	 0.0442	 0.200634	 0.7449	 0.6309
J0113.1+2828	 0.2620	 1.125536	 1.8180	 0.7883
J0113.9-3145	 0.0191	 0.009035	 0.1144	 0.3405
J0115.2+0019	 0.0450	 0.467516	 1.2471	 0.7489
J0116.1-1555	 0.0448	 0.104413	 0.5000	 0.5523
J0116.6-0330	 0.0810	 0.077727	 0.4075	 0.5099
J0117.6-2238	 0.2070	 0.387547	 0.9901	 0.6567
J0117.8-5455	 0.2510	 4.935834	 4.5164	 1.0719
J0118.1-2658	 0.2275	 4.979596	 4.6241	 1.0896
J0120.9-1351	 0.0519	 0.763259	 1.6737	 0.8243
J0121.9+0021	 0.1756	 1.062813	 1.8755	 0.8216
J0122.6-2832	 0.2560	 0.734899	 1.4085	 0.7256
J0122.9-1245	 0.1230	 0.644413	 1.4366	 0.7654
J0123.2+3327	 0.0146	 0.059605	 0.3624	 0.5007
J0123.6+3315	 0.0164	 0.140515	 0.6106	 0.5955
J0124.5+0400	 0.3160	 0.341836	 0.8423	 0.5979
J0124.8+0932	 0.0079	 0.000829	 0.0268	 0.2107
J0125.0+0841	 0.0491	 0.828139	 1.7624	 0.8393
J0125.4+0144	 0.0181	 0.061808	 0.3697	 0.5035
J0125.4+0145	 0.0183	 0.036561	 0.2683	 0.4525
J0125.6-0124	 0.0180	 0.069782	 0.3981	 0.5161
J0126.0-3758	 0.0810	 0.293404	 0.9159	 0.6680
J0126.9+1912	 0.0427	 0.009721	 0.1177	 0.3413
J0127.2-1746	 0.1459	 1.047931	 1.9006	 0.8337
J0128.6-4324	 0.2880	 0.276745	 0.7572	 0.5831
J0131.7+0033	 0.0798	 0.246166	 0.8236	 0.6450
J0131.8-1336	 0.2060	 5.701343	 5.1051	 1.1349
J0132.6-0804	 0.1489	 1.995234	 2.8084	 0.9487
J0132.9-4259	 0.0876	 0.092198	 0.4501	 0.5260
J0136.4-1811	 0.2510	 0.135518	 0.5044	 0.5162
J0137.2-0912	 0.0409	 0.296426	 0.9472	 0.6842
J0137.4-1259	 0.2143	 1.970695	 2.6543	 0.9099
J0137.9-1248	 0.2108	 2.437859	 3.0300	 0.9521
J0139.6+0119	 0.2550	 0.308755	 0.8307	 0.6087
J0139.8+1810	 0.1760	 0.337531	 0.9316	 0.6506
J0141.5-3034	 0.4420	 2.729783	 2.6969	 0.8396
J0142.0+2131	 0.2803	 5.586698	 4.7601	 1.0792
J0142.8+2025	 0.2710	 0.799864	 1.4658	 0.7313
J0142.9+4438	 0.3410	13.154815	 7.6442	 1.2354
J0144.4+0212	 0.1660	 0.117979	 0.4944	 0.5286
J0144.6-2213	 0.2781	 3.661889	 3.6857	 0.9918
J0145.0-5300	 0.1168	 2.010759	 2.8880	 0.9680
J0145.2-6033	 0.1805	 4.237381	 4.3428	 1.0850
J0150.0-3927	 0.3730	 0.977842	 1.5266	 0.7134
J0150.7+3305	 0.0363	 0.149289	 0.6253	 0.5966
J0152.5-2853	 0.4130	 8.600000	 7.9000	 1.2100
J0152.6-1358	 0.8330	 6.291151	 3.2223	 0.7629
J0152.7+0100	 0.2270	 5.525089	 4.9286	 1.1133
J0152.7+3609	 0.0163	 0.419185	 1.1891	 0.7437
J0152.9+3732	 0.2993	 5.161802	 4.4682	 1.0493
J0152.9-1345	 0.0050	 0.001819	 0.0434	 0.2476
J0153.5-0118	 0.2438	 3.621345	 3.7602	 1.0111
J0154.2-5937	 0.3600	 0.845525	 1.4120	 0.6985
J0155.1+3355	 0.0872	 1.052481	 1.9872	 0.8630
J0157.1+4120	 0.0810	 0.868597	 1.7753	 0.8328
J0157.4-0550	 0.1289	 1.286803	 2.1808	 0.8779
J0157.4+3213	 0.0894	 0.650792	 1.4800	 0.7817
J0158.4-0146	 0.1632	 1.449151	 2.2867	 0.8815
J0159.3+0030	 0.3860	 2.114745	 2.4175	 0.8273
J0159.8-0850	 0.4050	14.439212	 9.1513	 1.2800
J0200.2+3126	 0.0168	 0.040254	 0.2848	 0.4618
J0201.7-0212	 0.1960	 4.271815	 4.3137	 1.0767
J0201.7+0344	 0.1650	 0.533551	 1.2418	 0.7187
J0202.3-4447	 0.0616	 0.200834	 0.7366	 0.6251
J0202.3-0107	 0.0427	 0.147336	 0.6177	 0.5930
J0206.3+1511	 0.2480	 0.345262	 0.8941	 0.6254
J0206.4-1453	 0.1529	 1.768408	 2.6016	 0.9235
J0206.8-1309	 0.3210	 1.152970	 1.7606	 0.7630
J0209.5+1946	 0.0657	 0.541372	 1.3447	 0.7629
J0209.8-5116	 0.2060	 0.299471	 0.8467	 0.6235
J0210.2-3932	 0.1680	 0.054803	 0.3093	 0.4517
J0210.4-3929	 0.1650	 0.072773	 0.3685	 0.4794
J0211.4-4017	 0.1008	 0.786378	 1.6478	 0.8072
J0212.8-4707	 0.1150	 1.162194	 2.0701	 0.8668
J0214.2+5144	 0.0489	 0.573141	 1.4083	 0.7789
J0214.6-0433	 0.1393	 0.942175	 1.7898	 0.8191
J0216.3-4816	 0.1709	 1.947197	 2.7225	 0.9318
J0216.5-1747	 0.5780	 2.266638	 2.1474	 0.7376
J0216.7-4749	 0.0640	 0.336548	 1.0075	 0.6933
J0217.2-5244	 0.3432	10.986960	 6.8371	 1.1893
J0220.9-3829	 0.2280	 4.476850	 4.3319	 1.0660
J0221.1+1958	 0.4500	 2.613299	 2.6087	 0.8278
J0223.4-0852	 0.1630	 0.265864	 0.8132	 0.6246
J0225.1-2928	 0.0604	 0.399145	 1.1207	 0.7192
J0225.9-4154	 0.2195	 6.076038	 5.2528	 1.1402
J0227.2-2851	 0.2138	 1.547860	 2.2917	 0.8666
J0228.1+2811	 0.0353	 0.162758	 0.6596	 0.6075
J0228.2-1005	 0.1490	 0.212396	 0.7165	 0.6017
J0228.3+2325	 0.3050	 1.032383	 1.6671	 0.7538
J0229.3-3332	 0.0792	 0.561478	 1.3623	 0.7629
J0230.4+1836	 0.7990	 6.886661	 3.5043	 0.7952
J0230.7-3305	 0.0760	 0.418594	 1.1414	 0.7200
J0231.7-0451	 0.1843	 2.007814	 2.7463	 0.9301
J0231.9+0114	 0.0221	 0.029541	 0.2351	 0.4325
J0232.2-4420	 0.2836	 8.499136	 6.1319	 1.1728
J0234.2-0356	 0.4470	 0.651633	 1.1213	 0.6255
J0236.6-1923	 0.0907	 0.669697	 1.5047	 0.7857
J0237.4-2630	 0.2216	 3.823944	 3.9543	 1.0365
J0237.9-5224	 0.1360	 0.509129	 1.2327	 0.7241
J0239.8-2320	 0.4500	 0.832318	 1.2985	 0.6560
J0241.3-2839	 0.2323	 3.399513	 3.6504	 1.0053
J0242.5-2132	 0.3140	13.220298	 5.0925	 1.0900
J0244.1-2611	 0.1362	 1.266904	 2.1489	 0.8714
J0245.2-4627	 0.0868	 0.384329	 1.0754	 0.7034
J0245.7+0936	 0.1470	 0.521279	 1.2406	 0.7230
J0246.0+3653	 0.0488	 0.713622	 1.6098	 0.8145
J0248.0-0332	 0.1883	 4.123734	 4.2465	 1.0740
J0248.2-0216	 0.2360	 6.162332	 5.2314	 1.1319
J0249.6-3111	 0.0230	 0.084804	 0.4469	 0.5356
J0250.0+1907	 0.1220	 0.147644	 0.5854	 0.5676
J0250.2-2129	 0.2070	 3.820564	 3.9964	 1.0456
J0251.2-2055	 0.3250	 1.190621	 1.7897	 0.7660
J0251.4-2456	 0.1134	 0.818425	 1.6735	 0.8079
J0252.8-0116	 0.0235	 0.091018	 0.4664	 0.5432
J0254.4+4134	 0.0172	 0.854335	 1.8346	 0.8591
J0255.8+0918	 0.0258	 0.050435	 0.3249	 0.4812
J0256.5+0006	 0.3600	 3.662998	 3.4520	 0.9410
J0257.1-2326	 0.5049	12.519740	 6.4762	 1.0970
J0257.6+0600	 0.0238	 0.221118	 0.8012	 0.6505
J0257.6-2209	 0.3220	 6.225947	 5.8788	 1.1400
J0257.8+1302	 0.0722	 3.592916	 4.2452	 1.1169
J0258.2-2105	 0.1226	 0.764222	 1.5944	 0.7926
J0258.7+0012	 0.2590	 0.319229	 0.8451	 0.6113
J0258.9+1334	 0.0739	 6.088643	 5.8488	 1.2421
J0259.5+0013	 0.1940	 0.488026	 1.1508	 0.6936
J0300.7+4427	 0.0300	 0.937590	 1.9253	 0.8696
J0301.6+0155	 0.1712	 3.711221	 4.0333	 1.0621
J0301.8+3550	 0.0464	 0.282261	 0.9159	 0.6754
J0302.3-0423	 0.3500	 7.917197	 5.5681	 1.1078
J0303.3+0155	 0.1530	 3.027404	 3.6105	 1.0301
J0303.7-7752	 0.2742	 6.344215	 5.1687	 1.1117
J0304.1-3656	 0.2192	 3.639374	 3.8438	 1.0276
J0304.4-0702	 0.1350	 0.183334	 0.6618	 0.5887
J0304.5+1527	 0.0830	 0.178731	 0.6761	 0.6033
J0305.3+1728	 0.4249	 1.897601	 2.1915	 0.7888
J0305.5+1710	 0.4246	 2.187326	 2.3904	 0.8120
J0306.4-0943	 0.0342	 0.042077	 0.2893	 0.4617
J0307.0-2840	 0.2537	 6.258801	 5.2091	 1.1231
J0307.0-0628	 0.3470	 3.027811	 3.1062	 0.9129
J0308.9+2645	 0.3560	14.700000	16.4000	 1.5800
J0311.4-2653	 0.0685	 0.334315	 1.0004	 0.6907
J0311.5+0714	 0.1420	 1.004167	 1.8571	 0.8284
J0313.3+2624	 0.1649	 1.212633	 2.0487	 0.8493
J0313.6-3817	 0.0833	 0.356274	 1.0294	 0.6940
J0314.3-4525	 0.0718	 1.027456	 1.9792	 0.8662
J0317.9-4414	 0.0752	 3.815928	 4.3948	 1.1288
J0318.2-0301	 0.3700	 0.962945	 1.5161	 0.7125
J0318.5-0302	 0.3700	 2.699017	 2.8422	 0.8786
J0319.7+4130	 0.0179	 6.217359	 6.1508	 1.2856
J0320.3-4259	 0.1580	 0.294843	 0.8694	 0.6397
J0320.6-4311	 0.1490	 0.226144	 0.7445	 0.6094
J0321.9-5119	 0.0696	 0.309916	 0.9545	 0.6797
J0322.2-5310	 0.0797	 0.454206	 1.1966	 0.7305
J0322.3-4121	 0.0643	 0.593611	 1.4238	 0.7780
J0322.3-4918	 0.0670	 0.065549	 0.3708	 0.4964
J0322.9-1338	 0.3340	 1.006899	 1.6041	 0.7361
J0323.9-1916	 0.3320	 1.530195	 2.0738	 0.8025
J0327.9+0233	 0.0302	 0.029697	 0.2346	 0.4311
J0328.6-2140	 0.5900	 3.509710	 2.7751	 0.7996
J0328.6-5542	 0.0853	 1.467361	 2.4368	 0.9243
J0329.6-0211	 0.4500	13.573036	 4.4622	 0.9900
J0330.0-5235	 0.0624	 1.101682	 2.0786	 0.8831
J0331.1-2100	 0.1880	 3.817746	 4.0524	 1.0575
J0331.9-4524	 0.0671	 0.026910	 0.2155	 0.4142
J0332.2-2910	 0.1500	 0.421145	 1.0869	 0.6911
J0333.0-3913	 0.2450	 0.119042	 0.4682	 0.5047
J0333.1-2456	 0.4750	 2.430499	 2.4442	 0.8021
J0334.0-3900	 0.0623	 0.059841	 0.3519	 0.4885
J0334.9-5342	 0.0619	 0.287080	 0.9158	 0.6721
J0336.3-4037	 0.1729	 4.122744	 4.2950	 1.0839
J0336.3-0347	 0.1595	 2.299077	 3.0382	 0.9703
J0336.8-2804	 0.1050	 0.381559	 1.0571	 0.6952
J0337.0-3949	 0.1030	 0.820253	 1.6881	 0.8131
J0337.7-2522	 0.5850	 0.694751	 1.0380	 0.5773
J0338.1-2256	 0.1730	 0.207830	 0.6947	 0.5906
J0338.4-3526	 0.0051	 0.019681	 0.1855	 0.4017
J0338.6+0958	 0.0347	 2.452387	 3.4496	 1.0547
J0339.4-3313	 0.2690	 1.038229	 1.7212	 0.7721
J0340.1-5503	 0.0464	 0.181068	 0.6987	 0.6171
J0340.1-1835	 0.0056	 0.002826	 0.0568	 0.2707
J0340.4-2840	 0.0680	 0.291700	 0.9209	 0.6720
J0340.6-0239	 0.0352	 0.220850	 0.7946	 0.6464
J0340.8-4542	 0.0698	 0.452149	 1.2015	 0.7339
J0340.8-2823	 0.3460	 1.635278	 2.1352	 0.8060
J0341.2+1524	 0.0311	 0.391810	 1.1301	 0.7279
J0341.9-4500	 0.4080	 0.149877	 0.4727	 0.4761
J0342.8-5338	 0.0590	 2.764920	 3.6513	 1.0667
J0345.7-4112	 0.0603	 0.489851	 1.2699	 0.7498
J0345.9-2416	 0.1057	 1.462214	 2.3970	 0.9131
J0346.1-5702	 0.0570	 0.537529	 1.3469	 0.7655
J0347.0-2900	 0.1419	 1.970979	 2.8018	 0.9502
J0348.1-1201	 0.4880	 1.151450	 1.5331	 0.6831
J0348.3-3328	 0.1650	 1.076854	 1.9055	 0.8290
J0350.7-3801	 0.3630	 1.650428	 2.1178	 0.7986
J0351.1-8212	 0.0613	 1.200899	 2.1924	 0.8992
J0351.6-3649	 0.3720	 0.580530	 1.1118	 0.6420
J0352.3-5453	 0.0447	 0.173097	 0.6806	 0.6121
J0352.4-7401	 0.1270	 2.276006	 3.0920	 0.9869
J0352.9+1941	 0.1085	 2.218114	 3.0843	 0.9922
J0354.5-4233	 0.2240	 0.424316	 1.0329	 0.6620
J0354.5-3745	 0.2510	 4.832247	 4.4584	 1.0673
J0355.4-3634	 0.3200	 4.520231	 4.0532	 1.0079
J0355.9-3741	 0.4730	 2.939714	 2.7494	 0.8349
J0358.9-2955	 0.4250	18.900000	 8.9001	 1.2584
J0359.1-0320	 0.1220	 1.260724	 2.1645	 0.8778
J0404.6+1109	 0.3548	 6.654686	 4.9890	 1.0660
J0405.4-4100	 0.6860	 3.541152	 2.5714	 0.7502
J0406.7-7116	 0.2290	 1.305728	 2.0420	 0.8293
J0408.2-3053	 0.0600	 0.664945	 1.5303	 0.7980
J0413.4+1028	 0.0882	 7.217588	 6.4240	 1.2756
J0413.9-3805	 0.0501	 0.725639	 1.6249	 0.8167
J0416.7-5525	 0.3650	 0.664022	 1.2136	 0.6629
J0417.4-4512	 0.2130	 0.884178	 1.6298	 0.7737
J0417.5-1154	 0.4430	29.100000	22.1000	 1.6900
J0419.6+0224	 0.0131	 0.176462	 0.7031	 0.6248
J0420.1-3838	 0.3500	 0.854905	 1.4331	 0.7046
J0420.7-3841	 0.2250	 0.232609	 0.7154	 0.5855
J0421.0-4629	 0.1310	 0.230712	 0.7635	 0.6183
J0422.4-5009	 0.0901	 0.120017	 0.5277	 0.5542
J0425.8-0833	 0.0397	 1.080714	 2.0861	 0.8905
J0426.1+1655	 0.3800	 2.840640	 2.9084	 0.8820
J0428.7-3805	 0.1540	 0.195584	 0.6789	 0.5899
J0429.1-5350	 0.0400	 0.154759	 0.6376	 0.5998
J0429.5-0253	 0.3990	10.526208	 6.0882	 1.1200
J0431.4-6126	 0.0589	 3.977333	 4.5579	 1.1485
J0433.6-1315	 0.0326	 1.852990	 2.9118	 0.9974
J0434.2-0831	 0.2400	 0.182075	 0.6091	 0.5519
J0436.7+1003	 0.1590	 2.197414	 2.9567	 0.9617
J0437.1-2027	 0.1550	 1.947777	 2.7552	 0.9406
J0437.1+0043	 0.2842	 8.094954	 5.9496	 1.1608
J0438.9-2206	 0.0670	 0.655020	 1.5091	 0.7925
J0439.0+0715	 0.2450	 7.010899	 5.6202	 1.1555
J0439.0+0520	 0.2080	 4.834591	 4.6097	 1.0961
J0443.1+0210	 0.1900	 2.089270	 2.8016	 0.9344
J0445.1-1551	 0.0360	 0.253692	 0.8642	 0.6646
J0446.6-0421	 0.1770	 0.930790	 1.7279	 0.7990
J0448.0+1037	 0.0940	 0.475454	 1.2183	 0.7315
J0448.2-2028	 0.0720	 1.004022	 1.9513	 0.8620
J0448.2+0953	 0.1540	 2.150444	 2.9287	 0.9603
J0449.9-4440	 0.1501	 2.523686	 3.2382	 0.9944
J0450.0+4501	 0.0220	 0.901445	 1.8897	 0.8664
J0451.5-5557	 0.0940	 0.242112	 0.8073	 0.6377
J0451.9+0006	 0.4300	 6.748492	 4.1001	 0.9700
J0454.1-1014	 0.2475	 7.445150	 5.8187	 1.1679
J0454.1+0255	 0.2030	 8.306270	 6.4364	 1.2273
J0454.1-0300	 0.5377	15.352674	 7.1338	 1.1183
J0454.3-0239	 0.2600	 0.867849	 1.5539	 0.7487
J0454.8-1806	 0.0335	 0.146530	 0.6194	 0.5952
J0458.9-0029	 0.0150	 0.008942	 0.1140	 0.3405
J0459.1+0846	 0.1034	 0.910439	 1.7985	 0.8303
J0500.7-3840	 0.0536	 0.486610	 1.2705	 0.7515
J0501.3-0332	 0.0913	 0.776564	 1.6462	 0.8094
J0501.6+0110	 0.1248	 1.620972	 2.5179	 0.9223
J0503.1+0607	 0.0880	 0.963300	 1.8817	 0.8472
J0505.3-2849	 0.5090	 1.196592	 1.5420	 0.6788
J0505.9-2826	 0.1310	 0.094671	 0.4435	 0.5159
J0506.0-2840	 0.1360	 0.141671	 0.5651	 0.5583
J0506.9+0257	 0.1475	 0.883713	 1.7110	 0.8046
J0507.6-0238	 0.1241	 1.190140	 2.0866	 0.8665
J0507.7-0915	 0.0398	 0.182205	 0.7045	 0.6201
J0509.7-0836	 0.1250	 0.119261	 0.5128	 0.5426
J0510.2-4519	 0.2000	 4.852497	 4.6483	 1.1023
J0510.7-0801	 0.2195	 7.728559	 6.0827	 1.1974
J0514.6-4903	 0.0912	 0.778067	 1.6483	 0.8098
J0515.3+5845	 0.1203	 2.338311	 3.1585	 0.9961
J0516.3+1712	 0.1150	 3.754220	 4.2315	 1.1001
J0516.6+0626	 0.0284	 0.537650	 1.3731	 0.7773
J0516.6-5430	 0.2952	12.598125	 7.7238	 1.2612
J0516.9+2925	 0.1300	 2.247197	 3.0614	 0.9826
J0520.7-1328	 0.3360	 7.900000	 6.3000	 1.1600
J0521.1-2530	 0.5810	 2.836260	 2.4557	 0.7704
J0521.4-4049	 0.0756	 0.631170	 1.4667	 0.7828
J0522.2-3624	 0.4720	 1.891263	 2.1028	 0.7638
J0522.7+2806	 0.0580	 1.018021	 1.9868	 0.8711
J0524.4+0819	 0.0680	 1.062668	 2.0256	 0.8739
J0525.5-3135	 0.0380	 0.372779	 1.0913	 0.7179
J0525.8-4715	 0.1913	 3.450361	 3.8005	 1.0339
J0527.2+0413	 0.1510	 2.357145	 3.1041	 0.9801
J0528.2-2942	 0.1582	 2.296714	 3.0392	 0.9708
J0528.6-3251	 0.2730	 0.629139	 1.2642	 0.6956
J0528.9-3927	 0.2839	11.952927	 7.5474	 1.2568
J0529.6-5848	 0.4660	 0.612216	 1.0624	 0.6098
J0530.5-5851	 0.3380	 0.261702	 0.7031	 0.5583
J0530.6-2226	 0.1706	 3.985723	 4.2146	 1.0780
J0532.3-1131	 0.1540	 5.006176	 4.9028	 1.1403
J0532.6-4614	 0.1350	 0.284145	 0.8644	 0.6436
J0532.9-3701	 0.2708	 6.197377	 5.1091	 1.1088
J0533.3-3619	 0.0479	 0.194629	 0.7294	 0.6257
J0533.8-5746	 0.2970	 0.650400	 1.2658	 0.6897
J0533.9-5809	 0.1980	 0.148731	 0.5560	 0.5435
J0538.2-2037	 0.0915	 0.971284	 1.8866	 0.8470
