0_Rk,1_Player,2_Nation,3_Pos,4_Squad,5_Age,6_Born,7_90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,"xG: Expected GoalsExpected GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","npxG: Non-Penalty xGNon-Penalty Expected GoalsProvided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","npxG/ShotNon-Penalty Expected Goals per shotProvided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.Minimum .395 shots per squad game to qualify as a leader","Goals - xGGoals minus Expected GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","Non-Penalty Goals - npxGNon-Penalty Goals minus Non-Penalty Expected GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.",25_Matches
373,Mitja Ilenič,si SVN,DF,NYCFC,18,2004,13.2,0.00,0.53,0.15,28.6,0.53,0.15,0.00,0.00,20.3,0.00,0.00,0.00,0.02,0.02,0.04,-0.02,-0.02,Matches
374,Ilias Iliadis,gr GRE,"DF,MF",CF Montréal,21,2001,2.8,0.00,0.71,0.00,0.0,0.72,0.00,0.00,,24.0,0.00,0.00,0.00,0.04,0.04,0.05,-0.04,-0.04,Matches
375,Marko Ilić,rs SRB,GK,Colorado Rapids,24,1998,13.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
376,Asier Illarramendi,es ESP,MF,FC Dallas,32,1990,7.7,0.00,0.39,0.00,0.0,0.39,0.00,0.00,,31.1,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,Matches
377,Lorenzo Insigne,it ITA,"FW,MF",Toronto FC,31,1991,16.9,0.24,3.85,1.30,33.8,3.85,1.30,0.06,0.18,21.8,0.59,0.00,0.00,0.32,0.32,0.08,-0.08,-0.08,Matches
378,Clint Irwin,us USA,GK,Minnesota Utd,33,1989,4.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
379,Aljaž Ivačič,si SVN,GK,Portland Timbers,29,1993,15.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
380,Emmanuel Iwe,us USA,FW,Minnesota Utd,22,2000,0.6,0.00,6.67,1.67,25.0,6.79,1.70,0.00,0.00,10.8,0.00,0.00,0.00,0.83,0.83,0.13,-0.83,-0.83,Matches
381,Ousman Jabang,us USA,DF,CF Montréal,21,2001,0.9,0.00,1.11,1.11,100.0,1.17,1.17,0.00,0.00,6.5,0.00,0.00,0.00,0.11,0.11,0.12,-0.11,-0.11,Matches
382,Aziel Jackson,us USA,"MF,FW",St. Louis,21,2001,12.4,0.08,2.42,1.13,46.7,2.41,1.13,0.03,0.07,21.3,0.00,0.00,0.00,0.15,0.15,0.06,-0.06,-0.06,Matches
383,Jacob Jackson,us USA,GK,NE Revolution,22,2000,2.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
384,Bertin Jacquesson,fr FRA,"FW,MF",Real Salt Lake,22,2001,4.0,0.00,3.00,1.00,33.3,3.02,1.01,0.00,0.00,18.5,0.00,0.00,0.00,0.20,0.20,0.06,-0.20,-0.20,Matches
385,Eldin Jakupović,ch SUI,GK,LAFC,38,1984,2.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
386,Robin Jansson,se SWE,DF,Orlando City,31,1991,32.0,0.00,0.13,0.00,0.0,0.12,0.00,0.00,,22.0,0.00,0.00,0.00,0.01,0.01,0.08,-0.01,-0.01,Matches
387,Andres Jasson,us USA,FW,NYCFC,21,2002,9.0,0.33,1.89,0.56,29.4,1.89,0.56,0.18,0.60,14.1,0.00,0.00,0.00,0.26,0.26,0.14,0.08,0.08,Matches
388,Mohanad Jeahze,iq IRQ,DF,D.C. United,25,1997,4.0,0.00,1.00,0.00,0.0,0.99,0.00,0.00,,25.0,0.00,0.00,0.00,0.03,0.03,0.03,-0.03,-0.03,Matches
389,Corentin Jean,fr FRA,"FW,MF",Inter Miami,27,1995,9.2,0.11,1.52,0.76,50.0,1.52,0.76,0.07,0.14,19.5,0.00,0.00,0.00,0.12,0.12,0.08,-0.01,-0.01,Matches
390,Isak Jensen,dk DEN,"MF,FW",St. Louis,19,2003,1.6,0.00,3.13,1.25,40.0,3.12,1.25,0.00,0.00,17.2,0.00,0.00,0.00,0.25,0.25,0.07,-0.25,-0.25,Matches
391,Hector Jiménez,us USA,MF,Austin,34,1988,0.6,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
392,Jesús Jiménez,es ESP,"FW,MF",FC Dallas,29,1993,7.6,0.00,2.24,0.92,41.2,2.22,0.92,0.00,0.00,11.2,0.00,0.00,0.00,0.30,0.30,0.13,-0.30,-0.30,Matches
393,Stiven Jimenez,us USA,FW,FC Cincinnati,15,2007,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
394,Levonte Johnson,ca CAN,"FW,DF",Vancouver W'caps,23,1999,2.2,0.00,0.91,0.00,0.0,0.90,0.00,0.00,,14.1,0.00,0.00,0.00,0.05,0.05,0.06,-0.05,-0.05,Matches
395,Sean Johnson,us USA,GK,Toronto FC,33,1989,20.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
396,DeJuan Jones,us USA,DF,NE Revolution,25,1997,24.1,0.04,0.41,0.29,70.0,0.42,0.29,0.10,0.14,12.2,0.00,0.00,0.00,0.07,0.07,0.18,-0.03,-0.03,Matches
397,Derrick Jones,us USA,"MF,DF",Charlotte,25,1997,20.5,0.00,0.83,0.20,23.5,0.83,0.19,0.00,0.00,13.7,0.00,0.00,0.00,0.09,0.09,0.11,-0.09,-0.09,Matches
398,Juan José Sánchez,mx MEX,DF,Atlanta Utd,25,1998,23.7,0.04,0.84,0.17,20.0,0.84,0.17,0.05,0.25,14.4,0.00,0.00,0.00,0.05,0.05,0.07,-0.01,-0.01,Matches
399,Dejan Joveljić,rs SRB,FW,LA Galaxy,23,1999,18.1,0.33,2.65,1.22,45.8,2.66,1.22,0.10,0.23,11.7,0.00,0.06,0.06,0.48,0.44,0.17,-0.15,-0.16,Matches
400,Kamil Jóźwiak,pl POL,"FW,MF",Charlotte,24,1998,15.3,0.13,0.78,0.26,33.3,0.78,0.26,0.17,0.50,12.6,0.00,0.00,0.00,0.10,0.10,0.12,0.03,0.03,Matches
401,Preston Judd,us USA,FW,LA Galaxy,23,1999,7.1,0.42,4.23,1.41,33.3,4.20,1.40,0.10,0.30,14.4,0.00,0.00,0.00,0.56,0.56,0.13,-0.14,-0.14,Matches
402,Judson,br BRA,MF,SJ Earthquakes,29,1993,5.2,0.00,0.19,0.00,0.0,0.19,0.00,0.00,,25.5,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,Matches
403,Anderson Julio,ec ECU,FW,Real Salt Lake,26,1996,12.8,0.39,2.89,1.64,56.8,2.88,1.64,0.14,0.24,16.6,0.00,0.00,0.00,0.44,0.44,0.15,-0.05,-0.05,Matches
404,Juninho,br BRA,MF,Orlando City,22,2001,0.0,0,1,0,0.0,90.00,0.00,0.00,,27.0,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
405,Sam Junqua,us USA,"DF,MF",FC Dallas,26,1996,11.4,0.18,0.79,0.26,33.3,0.79,0.26,0.22,0.67,18.1,0.00,0.00,0.00,0.05,0.05,0.07,0.12,0.12,Matches
406,Kristijan Kahlina,hr CRO,GK,Charlotte,30,1992,24.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
407,Brent Kallman,us USA,"DF,FW",Minnesota Utd,32,1990,2.2,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
408,Kei Kamara,sl SLE,FW,Chicago Fire,38,1984,16.9,0.30,3.08,1.30,42.3,3.08,1.30,0.10,0.23,13.5,0.00,0.00,0.00,0.27,0.27,0.09,0.02,0.02,Matches
409,Bernard Kamungo,us USA,"FW,MF",FC Dallas,21,2002,5.6,1.07,3.57,1.43,40.0,3.60,1.44,0.30,0.75,18.7,0.00,0.00,0.00,0.68,0.68,0.19,0.39,0.39,Matches
410,Alec Kann,us USA,GK,FC Cincinnati,32,1990,1.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
411,Ercan Kara,at AUT,FW,Orlando City,27,1996,9.4,0.53,2.45,1.06,43.5,2.44,1.06,0.22,0.50,12.3,0.11,0.00,0.00,0.30,0.30,0.12,0.23,0.23,Matches
412,Ibrahim Kasule,ug UGA,MF,NY Red Bulls,18,2004,0.3,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
413,Mark-Anthony Kaye,ca CAN,MF,Toronto FC,28,1994,20.4,0.10,0.49,0.25,50.0,0.49,0.24,0.20,0.40,13.8,0.00,0.00,0.00,0.06,0.06,0.12,0.04,0.04,Matches
414,Mark-Anthony Kaye,ca CAN,MF,NE Revolution,28,1994,8.7,0.00,0.34,0.00,0.0,0.35,0.00,0.00,,16.0,0.00,0.00,0.00,0.01,0.01,0.04,-0.01,-0.01,Matches
415,Axel Kei,us USA,FW,Real Salt Lake,15,2007,0.1,0.00,30.0,10.0,33.3,38.57,12.86,0.00,0.00,17.4,0.00,0.00,0.00,3.00,3.00,0.09,-3.00,-3.00,Matches
416,Kipp Keller,us USA,DF,Austin,22,2000,4.9,0.00,0.82,0.00,0.0,0.82,0.00,0.00,,10.0,0.00,0.00,0.00,0.06,0.06,0.09,-0.06,-0.06,Matches
417,Deandre Kerr,ca CAN,"FW,MF",Toronto FC,20,2002,13.5,0.37,1.56,0.81,52.4,1.56,0.82,0.24,0.45,13.7,0.00,0.00,0.00,0.30,0.30,0.20,0.07,0.07,Matches
418,Henry Kessler,us USA,DF,NE Revolution,24,1998,7.7,0.13,0.52,0.13,25.0,0.52,0.13,0.25,1.00,9.3,0.00,0.00,0.00,0.06,0.06,0.11,0.06,0.06,Matches
419,Benjamin Kikanovic,us USA,"FW,MF",SJ Earthquakes,23,2000,7.8,0.13,1.79,0.26,14.3,1.79,0.26,0.07,0.50,13.8,0.00,0.00,0.00,0.36,0.36,0.20,-0.23,-0.23,Matches
420,Gadi Kinda,il ISR,MF,Sporting KC,28,1994,9.3,0.32,1.51,0.65,42.9,1.51,0.65,0.21,0.50,18.0,0.00,0.00,0.00,0.28,0.28,0.18,0.04,0.04,Matches
421,Sota Kitahara,us USA,DF,Seattle Sounders,20,2003,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
422,Klauss,br BRA,FW,St. Louis,25,1997,14.6,0.68,2.88,1.30,45.2,2.87,1.30,0.24,0.53,14.1,0.00,0.00,0.00,0.40,0.40,0.14,0.29,0.29,Matches
423,John Klein,us USA,MF,St. Louis,23,1999,0.3,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
424,Mateusz Klich,pl POL,"MF,FW",D.C. United,32,1990,30.2,0.13,1.42,0.53,37.2,1.42,0.53,0.09,0.25,22.8,0.17,0.00,0.00,0.10,0.10,0.07,0.03,0.03,Matches
425,Jonathan Klinsmann,us USA,GK,LA Galaxy,25,1997,9.2,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
426,Žan Kolmanič,si SVN,DF,Austin,22,2000,4.7,0.00,0.64,0.00,0.0,0.63,0.00,0.00,,20.6,0.00,0.00,0.00,0.02,0.02,0.05,-0.02,-0.02,Matches
427,Amet Korca,us USA,DF,FC Dallas,22,2000,1.7,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
428,Georgios Koutsias,gr GRE,"FW,MF",Chicago Fire,18,2004,11.3,0.27,1.59,0.53,33.3,1.59,0.53,0.17,0.50,13.0,0.00,0.00,0.00,0.28,0.28,0.18,-0.02,-0.02,Matches
429,Sebastian Kowalczyk,pl POL,"FW,MF",Houston Dynamo,24,1998,3.9,0.00,0.51,0.26,50.0,0.51,0.26,0.00,0.00,17.3,0.00,0.00,0.00,0.10,0.10,0.19,-0.10,-0.10,Matches
430,Filip Krastev,bg BUL,MF,LAFC,21,2001,1.8,0.56,3.89,2.22,57.1,3.99,2.28,0.14,0.25,21.2,0.00,0.00,0.00,0.33,0.33,0.09,0.22,0.22,Matches
431,Damir Kreilach,hr CRO,"FW,MF",Real Salt Lake,33,1989,14.6,0.27,2.53,0.75,29.7,2.53,0.75,0.11,0.36,14.9,0.00,0.00,0.00,0.25,0.25,0.10,0.03,0.03,Matches
432,Serhiy Kryvtsov,ua UKR,DF,Inter Miami,31,1991,23.5,0.04,0.21,0.04,20.0,0.21,0.04,0.20,1.00,12.4,0.00,0.00,0.00,0.05,0.05,0.24,-0.01,-0.01,Matches
433,Theodore Ku-Dipietro,us USA,"FW,MF",D.C. United,21,2002,13.0,0.38,2.31,1.00,43.3,2.31,1.00,0.17,0.38,15.3,0.00,0.00,0.00,0.35,0.35,0.15,0.04,0.04,Matches
434,Yuya Kubo,jp JPN,"MF,FW",FC Cincinnati,29,1993,11.9,0.00,2.10,0.59,28.0,2.10,0.59,0.00,0.00,19.3,0.08,0.00,0.00,0.21,0.21,0.10,-0.21,-0.21,Matches
435,Jojea Kwizera,rw RWA,DF,CF Montréal,24,1999,1.5,0.00,1.33,0.67,50.0,1.35,0.68,0.00,0.00,25.7,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,Matches
436,Mathías Laborda,uy URU,DF,Vancouver W'caps,23,1999,17.1,0.06,0.88,0.23,26.7,0.88,0.23,0.07,0.25,13.0,0.00,0.00,0.00,0.08,0.08,0.09,-0.02,-0.02,Matches
437,Kevon Lambert,jm JAM,DF,Real Salt Lake,25,1997,0.3,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
438,Lassi Lappalainen,fi FIN,"DF,FW",CF Montréal,24,1998,11.5,0.17,1.57,0.35,22.2,1.57,0.35,0.11,0.50,16.5,0.00,0.00,0.00,0.19,0.19,0.12,-0.02,-0.02,Matches
439,Oliver Larraz,us USA,MF,Colorado Rapids,21,2001,0.2,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
440,Richie Laryea,ca CAN,DF,Toronto FC,28,1995,17.9,0.11,0.67,0.39,58.3,0.67,0.39,0.17,0.29,15.8,0.00,0.00,0.00,0.04,0.04,0.07,0.07,0.07,Matches
441,Richie Laryea,ca CAN,"FW,DF",Vancouver W'caps,28,1995,10.5,0.10,1.05,0.38,36.4,1.04,0.38,0.09,0.25,16.7,0.00,0.00,0.00,0.11,0.11,0.11,-0.02,-0.02,Matches
442,Ariel Lassiter,cr CRC,"FW,MF",Inter Miami,28,1994,1.7,0.00,2.35,0.59,25.0,2.40,0.60,0.00,0.00,16.1,0.00,0.00,0.00,0.18,0.18,0.08,-0.18,-0.18,Matches
443,Ariel Lassiter,cr CRC,"DF,MF",CF Montréal,28,1994,17.7,0.06,2.09,1.02,48.6,2.09,1.01,0.03,0.06,20.1,0.00,0.00,0.06,0.19,0.15,0.07,-0.14,-0.09,Matches
444,Kemar Lawrence,jm JAM,DF,Minnesota Utd,30,1992,12.4,0.00,0.24,0.08,33.3,0.24,0.08,0.00,0.00,15.2,0.00,0.00,0.00,0.02,0.02,0.07,-0.02,-0.02,Matches
445,Randall Leal,cr CRC,"MF,FW",Nashville SC,26,1997,12.7,0.24,1.42,0.39,27.8,1.42,0.39,0.17,0.60,23.9,0.00,0.00,0.00,0.13,0.13,0.09,0.11,0.11,Matches
446,Richy Ledezma,us USA,"MF,FW",NYCFC,22,2000,13.2,0.00,1.52,0.53,35.0,1.52,0.53,0.00,0.00,18.7,0.00,0.00,0.00,0.21,0.21,0.14,-0.21,-0.21,Matches
447,Kelvin Leerdam,sr SUR,DF,LA Galaxy,32,1990,13.4,0.07,0.15,0.07,50.0,0.15,0.07,0.50,1.00,14.0,0.00,0.00,0.00,0.05,0.05,0.34,0.02,0.02,Matches
448,Tim Leibold,de GER,DF,Sporting KC,29,1993,9.7,0.00,0.82,0.31,37.5,0.83,0.31,0.00,0.00,20.7,0.00,0.00,0.00,0.04,0.04,0.05,-0.04,-0.04,Matches
449,Brooks Lennon,us USA,DF,Atlanta Utd,25,1997,32.0,0.13,0.59,0.25,42.1,0.59,0.25,0.21,0.50,17.3,0.06,0.00,0.00,0.08,0.08,0.13,0.05,0.05,Matches
450,Jonathan Lewis,us USA,"FW,MF",Colorado Rapids,25,1997,13.2,0.08,1.89,0.76,40.0,1.89,0.76,0.04,0.10,15.5,0.00,0.00,0.00,0.23,0.23,0.14,-0.15,-0.15,Matches
451,Danny Leyva,us USA,MF,Colorado Rapids,19,2003,7.1,0.00,0.70,0.42,60.0,0.71,0.42,0.00,0.00,24.2,0.00,0.00,0.00,0.03,0.03,0.04,-0.03,-0.03,Matches
452,Danny Leyva,us USA,"MF,FW",Seattle Sounders,19,2003,0.2,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
453,Nick Lima,us USA,DF,Austin,28,1994,27.0,0.04,0.56,0.19,33.3,0.56,0.19,0.07,0.20,24.5,0.00,0.00,0.00,0.03,0.03,0.06,0.00,0.00,Matches
454,Jaylin Lindsey,us USA,DF,Charlotte,22,2000,14.5,0.07,0.41,0.07,16.7,0.41,0.07,0.17,1.00,12.2,0.00,0.00,0.00,0.07,0.07,0.17,0.00,0.00,Matches
455,Sebastian Lletget,us USA,"MF,FW",FC Dallas,30,1992,12.9,0.00,0.93,0.23,25.0,0.93,0.23,0.00,0.00,13.5,0.00,0.00,0.00,0.08,0.08,0.08,-0.08,-0.08,Matches
456,Saba Lobzhanidze,ge GEO,FW,Atlanta Utd,28,1994,5.2,0.58,2.31,1.54,66.7,2.33,1.55,0.25,0.38,13.7,0.00,0.00,0.00,0.35,0.35,0.15,0.23,0.23,Matches
457,Robin Lod,fi FIN,"MF,FW",Minnesota Utd,29,1993,10.0,0.00,1.90,0.50,26.3,1.90,0.50,0.00,0.00,17.9,0.20,0.00,0.00,0.14,0.14,0.08,-0.14,-0.14,Matches
458,Nicolás Lodeiro,uy URU,"MF,FW",Seattle Sounders,33,1989,27.5,0.04,1.71,0.44,25.5,1.71,0.44,0.00,0.00,21.4,0.18,0.04,0.04,0.16,0.13,0.07,-0.12,-0.13,Matches
459,Jasper Löffelsend,de GER,MF,Real Salt Lake,25,1997,12.6,0.08,1.11,0.48,42.9,1.12,0.48,0.07,0.17,26.2,0.00,0.00,0.00,0.06,0.06,0.06,0.02,0.02,Matches
460,Aaron Long,us USA,DF,LAFC,30,1992,16.9,0.00,0.47,0.06,12.5,0.47,0.06,0.00,0.00,14.9,0.00,0.00,0.00,0.04,0.04,0.07,-0.04,-0.04,Matches
461,Erik López,py PAR,"FW,MF",Atlanta Utd,21,2001,0.3,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
462,Marvin Loría,cr CRC,"FW,MF",Portland Timbers,25,1997,8.4,0.00,1.55,0.71,46.2,1.54,0.71,0.00,0.00,23.4,0.12,0.00,0.00,0.13,0.13,0.08,-0.13,-0.13,Matches
463,Daniel Lovitz,us USA,DF,Nashville SC,31,1991,31.6,0.00,0.60,0.09,15.8,0.60,0.09,0.00,0.00,20.6,0.06,0.00,0.00,0.03,0.03,0.04,-0.03,-0.03,Matches
464,Damion Lowe,jm JAM,DF,Philadelphia Union,29,1993,13.7,0.15,0.80,0.22,27.3,0.80,0.22,0.18,0.67,16.9,0.00,0.00,0.00,0.07,0.07,0.09,0.07,0.07,Matches
465,Eduard Löwen,de GER,MF,St. Louis,26,1997,25.6,0.23,2.97,0.94,31.6,2.96,0.94,0.04,0.13,27.6,0.82,0.12,0.12,0.21,0.11,0.04,0.03,0.00,Matches
466,Favian Loyola,cl CHI,MF,Orlando City,17,2005,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
467,Diego Luna,us USA,"MF,FW",Real Salt Lake,19,2003,13.3,0.38,1.73,0.75,43.5,1.73,0.75,0.22,0.50,18.1,0.00,0.00,0.00,0.20,0.20,0.12,0.17,0.17,Matches
468,Adam Lundqvist,se SWE,"DF,MF",Austin,28,1994,9.6,0.00,0.63,0.31,50.0,0.63,0.31,0.00,0.00,22.0,0.00,0.00,0.00,0.03,0.03,0.05,-0.03,-0.03,Matches
469,Benjamin Lundt,de GER,GK,St. Louis,27,1995,1.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
470,Luquinhas,br BRA,"MF,FW",NY Red Bulls,26,1996,22.2,0.14,1.80,0.54,30.0,1.80,0.54,0.08,0.25,18.9,0.00,0.00,0.00,0.16,0.16,0.09,-0.02,-0.02,Matches
471,Jack Lynn,us USA,"MF,FW",Orlando City,23,2000,0.4,0.00,2.50,2.50,100.0,2.50,2.50,0.00,0.00,11.6,0.00,0.00,0.00,0.25,0.25,0.07,-0.25,-0.25,Matches
472,Larrys Mabiala,cd COD,DF,Portland Timbers,35,1987,9.8,0.10,0.71,0.10,14.3,0.72,0.10,0.14,1.00,8.5,0.00,0.00,0.00,0.16,0.16,0.23,-0.06,-0.06,Matches
473,Aimé Mabika,zm ZAM,DF,Toronto FC,24,1998,16.8,0.00,0.36,0.06,16.7,0.36,0.06,0.00,0.00,8.4,0.00,0.00,0.00,0.04,0.04,0.11,-0.04,-0.04,Matches
474,Zac MacMath,us USA,GK,Real Salt Lake,31,1991,27.5,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
475,Lukas MacNaughton,ca CAN,DF,Toronto FC,27,1995,2.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
476,Lukas MacNaughton,ca CAN,DF,Nashville SC,27,1995,11.9,0.08,0.67,0.17,25.0,0.67,0.17,0.13,0.50,7.8,0.00,0.00,0.00,0.13,0.13,0.19,-0.04,-0.04,Matches
477,Talles Magno,br BRA,FW,NYCFC,20,2002,21.2,0.19,2.41,1.32,54.9,2.41,1.32,0.08,0.14,14.6,0.00,0.00,0.00,0.29,0.29,0.12,-0.10,-0.10,Matches
478,Jack Maher,us USA,DF,Nashville SC,23,1999,32.0,0.03,0.34,0.13,36.4,0.34,0.12,0.09,0.25,9.5,0.00,0.00,0.00,0.03,0.03,0.09,0.00,0.00,Matches
479,Cassius Mailula,za RSA,"FW,MF",Toronto FC,21,2001,0.8,0.00,3.75,1.25,33.3,3.80,1.27,0.00,0.00,17.3,0.00,0.00,0.00,0.25,0.25,0.08,-0.25,-0.25,Matches
480,Christian Makoun,ve VEN,"DF,MF",NE Revolution,22,2000,5.4,0.00,1.11,0.37,33.3,1.11,0.37,0.00,0.00,26.7,0.00,0.00,0.00,0.04,0.04,0.03,-0.04,-0.04,Matches
481,Adilson Malanda,fr FRA,DF,Charlotte,21,2001,28.5,0.00,0.32,0.07,22.2,0.32,0.07,0.00,0.00,9.8,0.00,0.00,0.00,0.03,0.03,0.08,-0.03,-0.03,Matches
482,Denil Maldonado,hn HON,DF,LAFC,24,1998,18.6,0.05,0.32,0.11,33.3,0.32,0.11,0.17,0.50,9.0,0.00,0.00,0.00,0.05,0.05,0.14,0.01,0.01,Matches
483,Machop Malual,ss SSD,"FW,MF",Atlanta Utd,24,1998,5.2,0.38,2.50,0.77,30.8,2.49,0.77,0.15,0.50,13.7,0.00,0.00,0.00,0.23,0.23,0.09,0.15,0.15,Matches
484,Elias Manoel,br BRA,FW,NY Red Bulls,21,2001,18.4,0.16,2.17,0.87,40.0,2.17,0.87,0.08,0.19,15.2,0.00,0.00,0.05,0.32,0.28,0.13,-0.16,-0.11,Matches
485,J.T. Marcinkowski,us USA,GK,SJ Earthquakes,25,1997,12.4,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
486,Paul Marie,fr FRA,DF,SJ Earthquakes,27,1995,22.3,0.04,1.03,0.22,21.7,1.03,0.22,0.04,0.20,21.3,0.00,0.00,0.00,0.06,0.06,0.06,-0.02,-0.02,Matches
487,Anthony Markanich,ph PHI,DF,Colorado Rapids,23,1999,3.8,0.00,2.11,0.00,0.0,2.12,0.00,0.00,,13.2,0.00,0.00,0.00,0.18,0.18,0.09,-0.18,-0.18,Matches
488,Anthony Markanich,ph PHI,DF,St. Louis,23,1999,7.3,0.14,0.82,0.41,50.0,0.82,0.41,0.17,0.33,22.8,0.00,0.00,0.00,0.04,0.04,0.05,0.10,0.10,Matches
489,George Marks,us USA,GK,Charlotte,23,1999,7.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
490,Mikael Marques,se SWE,MF,Minnesota Utd,21,2001,0.1,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
491,Jahkeele Marshall-Rutty,ca CAN,"MF,DF",Toronto FC,18,2004,12.8,0.00,1.80,0.70,39.1,1.80,0.71,0.00,0.00,20.9,0.00,0.00,0.00,0.10,0.10,0.06,-0.10,-0.10,Matches
492,Alonso Martínez,cr CRC,"FW,DF",NYCFC,24,1998,0.4,0.00,5.00,0.00,0.0,5.45,0.00,0.00,,22.5,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,Matches
493,José Martínez,es ESP,DF,FC Dallas,29,1993,15.9,0.06,0.38,0.06,16.7,0.38,0.06,0.17,1.00,9.9,0.00,0.00,0.00,0.04,0.04,0.11,0.03,0.03,Matches
494,Josef Martínez,ve VEN,FW,Inter Miami,29,1993,19.3,0.36,2.12,0.67,31.7,2.12,0.67,0.10,0.31,15.5,0.10,0.16,0.16,0.37,0.25,0.12,-0.01,-0.05,Matches
495,Luís Martins,pt POR,DF,Vancouver W'caps,30,1992,18.0,0.00,0.33,0.11,33.3,0.33,0.11,0.00,0.00,22.8,0.06,0.00,0.00,0.02,0.02,0.05,-0.02,-0.02,Matches
496,Thiago Martins,br BRA,DF,NYCFC,27,1995,24.3,0.00,0.29,0.12,42.9,0.29,0.12,0.00,0.00,11.7,0.00,0.00,0.00,0.02,0.02,0.07,-0.02,-0.02,Matches
497,Alexandru Mățan,ro ROU,"MF,FW",Columbus Crew,23,1999,25.2,0.04,1.19,0.32,26.7,1.19,0.32,0.03,0.13,15.5,0.00,0.00,0.00,0.12,0.12,0.10,-0.08,-0.08,Matches
498,Jimmy Maurer,us USA,GK,FC Dallas,34,1988,4.8,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
