0_Rk,1_Player,2_Nation,3_Pos,4_Squad,5_Age,6_Born,7_90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,"xG: Expected GoalsExpected GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","npxG: Non-Penalty xGNon-Penalty Expected GoalsProvided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","npxG/ShotNon-Penalty Expected Goals per shotProvided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.Minimum .395 shots per squad game to qualify as a leader","Goals - xGGoals minus Expected GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","Non-Penalty Goals - npxGNon-Penalty Goals minus Non-Penalty Expected GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.",25_Matches
499,Junior Moreno,ve VEN,"MF,FW",Houston Dynamo,30,1993,0.2,0.00,5.00,0.00,0.0,4.09,0.00,0.00,,28.2,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,Matches
500,Santiago Moreno,co COL,"FW,MF",Portland Timbers,23,2000,27.1,0.22,2.25,0.74,32.8,2.25,0.74,0.10,0.30,19.5,0.04,0.00,0.00,0.19,0.19,0.08,0.03,0.03,Matches
501,Lewis Morgan,sct SCO,"FW,MF",NY Red Bulls,27,1996,26.8,0.49,3.36,1.16,34.4,3.36,1.16,0.12,0.35,18.0,0.00,0.07,0.11,0.47,0.38,0.11,0.02,0.03,Matches
502,Aidan Morris,us USA,MF,Columbus Crew,22,2001,14.2,0.14,1.41,0.35,25.0,1.41,0.35,0.10,0.40,23.3,0.00,0.00,0.00,0.14,0.14,0.10,0.00,0.00,Matches
503,Jordan Morris,us USA,FW,Seattle Sounders,29,1994,31.0,0.42,2.16,1.06,49.3,2.16,1.06,0.19,0.39,11.5,0.00,0.00,0.00,0.41,0.41,0.19,0.01,0.01,Matches
504,Edwin Mosquera,co COL,"FW,MF",Atlanta Utd,22,2001,7.0,0.14,2.71,0.86,31.6,2.73,0.86,0.05,0.17,16.2,0.00,0.00,0.00,0.30,0.30,0.11,-0.16,-0.16,Matches
505,Jean Mota,br BRA,MF,Inter Miami,30,1993,0.3,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
506,Cole Mrowka,us USA,MF,Columbus Crew,17,2006,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
507,Chris Mueller,us USA,"FW,MF",Chicago Fire,27,1996,15.0,0.00,1.53,0.53,34.8,1.53,0.53,0.00,0.00,16.7,0.07,0.00,0.00,0.13,0.13,0.09,-0.13,-0.13,Matches
508,Hany Mukhtar,de GER,"MF,FW",Nashville SC,28,1995,30.5,0.26,3.18,0.89,27.8,3.18,0.89,0.05,0.19,22.4,0.33,0.10,0.16,0.37,0.24,0.08,-0.11,-0.08,Matches
509,Luis Müller,de GER,"FW,MF",LAFC,22,2001,0.1,0.00,10.0,10.0,100.0,11.25,11.25,0.00,0.00,16.8,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,Matches
510,Daniel Munie,us USA,DF,SJ Earthquakes,23,2000,12.4,0.00,0.56,0.08,14.3,0.57,0.08,0.00,0.00,9.5,0.00,0.00,0.00,0.08,0.08,0.15,-0.08,-0.08,Matches
511,Luis Muriel,co COL,"FW,MF",Orlando City,32,1991,17.6,0.28,2.95,0.85,28.8,2.96,0.85,0.06,0.20,24.0,0.28,0.11,0.11,0.26,0.17,0.06,0.02,0.00,Matches
512,Ian Murphy,us USA,DF,FC Cincinnati,24,2000,25.4,0.00,0.12,0.00,0.0,0.12,0.00,0.00,,8.9,0.00,0.00,0.00,0.01,0.01,0.08,-0.01,-0.01,Matches
513,Jacob Murrell,us USA,"FW,MF",D.C. United,19,2004,9.8,0.10,3.16,1.12,35.5,3.16,1.12,0.03,0.09,14.7,0.00,0.00,0.00,0.39,0.39,0.12,-0.29,-0.29,Matches
514,Petar Musa,hr CRO,FW,FC Dallas,25,1998,25.5,0.63,3.37,1.10,32.6,3.37,1.10,0.17,0.54,18.0,0.04,0.04,0.04,0.39,0.36,0.11,0.24,0.23,Matches
515,Daniel Musovski,us USA,"FW,MF",Seattle Sounders,28,1995,5.7,0.18,2.28,1.23,53.8,2.27,1.22,0.08,0.14,12.4,0.00,0.00,0.00,0.32,0.32,0.14,-0.14,-0.14,Matches
516,Alex Muyl,us USA,"FW,DF",Nashville SC,28,1995,25.6,0.20,1.29,0.43,33.3,1.29,0.43,0.15,0.45,12.9,0.00,0.00,0.00,0.18,0.18,0.14,0.02,0.02,Matches
517,Tristan Muyumba,fr FRA,MF,Atlanta Utd,26,1997,23.5,0.00,1.19,0.04,3.6,1.19,0.04,0.00,0.00,20.5,0.00,0.00,0.00,0.06,0.06,0.05,-0.06,-0.06,Matches
518,Darlington Nagbe,us USA,MF,Columbus Crew,33,1990,26.1,0.00,0.15,0.04,25.0,0.15,0.04,0.00,0.00,24.6,0.00,0.00,0.00,0.00,0.00,0.03,-0.00,-0.00,Matches
519,Federico Navarro,ar ARG,MF,Chicago Fire,23,2000,7.5,0.00,0.40,0.13,33.3,0.40,0.13,0.00,0.00,17.4,0.00,0.00,0.00,0.03,0.03,0.05,-0.03,-0.03,Matches
520,Rafael Navarro,br BRA,FW,Colorado Rapids,23,2000,30.8,0.49,2.66,1.04,39.0,2.66,1.04,0.13,0.34,15.4,0.00,0.13,0.23,0.52,0.31,0.12,-0.03,0.05,Matches
521,Logan Ndenbe,be BEL,DF,Sporting KC,23,2000,2.7,0.00,1.85,0.74,40.0,1.88,0.75,0.00,0.00,21.1,0.00,0.00,0.00,0.07,0.07,0.03,-0.07,-0.07,Matches
522,Jalen Neal,us USA,DF,LA Galaxy,20,2003,15.4,0.00,0.06,0.00,0.0,0.07,0.00,0.00,,11.4,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,Matches
523,Dylan Nealis,us USA,DF,NY Red Bulls,25,1998,25.9,0.00,1.27,0.15,12.1,1.27,0.15,0.00,0.00,16.2,0.00,0.00,0.00,0.07,0.07,0.06,-0.07,-0.07,Matches
524,Sean Nealis,us USA,DF,NY Red Bulls,27,1997,24.8,0.00,0.73,0.12,16.7,0.72,0.12,0.00,0.00,10.7,0.00,0.00,0.00,0.05,0.05,0.07,-0.05,-0.05,Matches
525,Franco Negri,ar ARG,DF,Inter Miami,28,1995,8.8,0.00,0.23,0.00,0.0,0.23,0.00,0.00,,25.6,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,Matches
526,John Nelson,us USA,DF,LA Galaxy,25,1998,13.0,0.00,0.15,0.00,0.0,0.15,0.00,0.00,,32.0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,Matches
527,Jake Nerwinski,us USA,DF,St. Louis,29,1994,6.2,0.16,0.16,0.16,100.0,0.16,0.16,1.00,1.00,8.6,0.00,0.00,0.00,0.03,0.03,0.21,0.13,0.13,Matches
528,Serge Ngoma,us USA,"MF,FW",NY Red Bulls,18,2005,1.3,0.77,0.77,0.77,100.0,0.77,0.77,1.00,1.00,14.6,0.00,0.00,0.00,0.00,0.00,0.05,0.77,0.77,Matches
529,Joakim Nilsson,se SWE,DF,St. Louis,29,1994,13.5,0.07,0.44,0.07,16.7,0.45,0.07,0.17,1.00,12.2,0.00,0.00,0.00,0.04,0.04,0.08,0.04,0.04,Matches
530,Nolan Norris,us USA,MF,FC Dallas,18,2005,2.2,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
531,Tsiki Ntsabeleng,za RSA,"MF,FW",FC Dallas,25,1998,12.1,0.08,0.58,0.17,28.6,0.58,0.17,0.14,0.50,17.8,0.00,0.00,0.00,0.08,0.08,0.14,0.00,0.00,Matches
532,Obinna Nwobodo,ng NGA,MF,FC Cincinnati,27,1996,27.3,0.00,0.44,0.15,33.3,0.44,0.15,0.00,0.00,25.2,0.00,0.00,0.00,0.02,0.02,0.04,-0.02,-0.02,Matches
533,Moses Nyeman,us USA,MF,Minnesota Utd,20,2003,1.5,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
534,Lewis O'Brien,eng ENG,MF,LAFC,25,1998,8.7,0.00,1.03,0.34,33.3,1.03,0.34,0.00,0.00,22.7,0.00,0.00,0.00,0.05,0.05,0.05,-0.05,-0.05,Matches
535,Aidan O'Connor,us USA,DF,NY Red Bulls,22,2001,0.2,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
536,Rory O'Driscoll,us USA,"FW,MF",Minnesota Utd,23,2000,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
537,Shane O'Neill,us USA,DF,Toronto FC,30,1993,12.6,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
538,Kevin O'Toole,ie IRL,DF,NYCFC,25,1998,26.6,0.04,0.71,0.11,15.8,0.71,0.11,0.05,0.33,18.2,0.00,0.00,0.00,0.05,0.05,0.07,-0.01,-0.01,Matches
539,Jáder Obrian,co COL,"FW,MF",Austin,28,1995,25.0,0.28,1.32,0.48,36.4,1.32,0.48,0.21,0.58,14.5,0.00,0.00,0.00,0.18,0.18,0.13,0.10,0.10,Matches
540,Édier Ocampo,co COL,"DF,FW",Vancouver W'caps,20,2003,2.0,0.00,2.50,1.50,60.0,2.54,1.53,0.00,0.00,17.6,0.00,0.00,0.00,0.15,0.15,0.06,-0.15,-0.15,Matches
541,Agustin Ojeda,ar ARG,FW,NYCFC,19,2004,10.3,0.29,2.14,0.97,45.5,2.14,0.97,0.14,0.30,16.2,0.00,0.00,0.00,0.38,0.38,0.18,-0.09,-0.09,Matches
542,Braian Ojeda,py PAR,MF,Real Salt Lake,23,2000,29.9,0.07,1.17,0.37,31.4,1.17,0.37,0.06,0.18,21.9,0.00,0.00,0.00,0.08,0.08,0.07,-0.02,-0.02,Matches
543,Martín Ojeda,ar ARG,"MF,FW",Orlando City,25,1998,21.2,0.19,2.74,1.04,37.9,2.74,1.04,0.07,0.18,18.9,0.24,0.00,0.00,0.24,0.24,0.09,-0.05,-0.05,Matches
544,Cristian Olivera,uy URU,"FW,MF",LAFC,21,2002,19.0,0.32,3.05,1.42,46.6,3.05,1.42,0.10,0.22,17.4,0.00,0.00,0.00,0.41,0.41,0.13,-0.09,-0.09,Matches
545,Christopher Olney,us USA,MF,Philadelphia Union,17,2006,0.2,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
546,Tani Oluwaseyi,ca CAN,"FW,MF",Minnesota Utd,23,2000,12.0,0.67,3.00,1.33,44.4,2.99,1.33,0.22,0.50,12.5,0.00,0.00,0.00,0.69,0.69,0.23,-0.02,-0.02,Matches
547,Wyatt Omsberg,us USA,DF,Chicago Fire,28,1995,9.3,0.00,0.32,0.00,0.0,0.32,0.00,0.00,,9.3,0.00,0.00,0.00,0.01,0.01,0.03,-0.01,-0.01,Matches
548,Kwadwo Opoku,gh GHA,"MF,FW",CF Montréal,22,2001,5.8,0.34,2.24,1.03,46.2,2.24,1.03,0.15,0.33,17.3,0.00,0.00,0.00,0.41,0.41,0.19,-0.07,-0.07,Matches
549,Nathan Ordaz,sv SLV,"FW,MF",LAFC,20,2004,4.2,0.24,1.67,0.71,42.9,1.65,0.71,0.14,0.33,9.2,0.00,0.00,0.00,0.50,0.50,0.30,-0.26,-0.26,Matches
550,Luca Orellano,ar ARG,"DF,FW",FC Cincinnati,23,2000,29.4,0.34,3.03,1.36,44.9,3.03,1.36,0.11,0.25,23.5,0.51,0.00,0.00,0.24,0.24,0.08,0.10,0.10,Matches
551,Jonathan Osorio,ca CAN,"MF,FW",Toronto FC,31,1992,20.6,0.10,0.78,0.34,43.8,0.78,0.34,0.13,0.29,17.1,0.05,0.00,0.00,0.09,0.09,0.12,0.00,0.00,Matches
552,Tomáš Ostrák,cz CZE,MF,St. Louis,23,2000,7.7,0.13,2.21,0.65,29.4,2.22,0.65,0.06,0.20,24.1,0.00,0.00,0.00,0.16,0.16,0.07,-0.03,-0.03,Matches
553,Javier Otero,ve VEN,GK,Orlando City,21,2002,0.7,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
554,Bryan Oviedo,cr CRC,DF,Real Salt Lake,33,1990,7.1,0.00,0.42,0.00,0.0,0.43,0.00,0.00,,24.0,0.00,0.00,0.00,0.01,0.01,0.03,-0.01,-0.01,Matches
555,Prince Owusu,gh GHA,FW,Toronto FC,27,1997,20.4,0.44,2.11,0.88,41.9,2.10,0.88,0.16,0.39,11.8,0.00,0.10,0.10,0.45,0.37,0.18,-0.01,-0.03,Matches
556,Devin Padelford,us USA,DF,Minnesota Utd,21,2003,17.7,0.00,0.17,0.06,33.3,0.17,0.06,0.00,0.00,8.3,0.00,0.00,0.00,0.03,0.03,0.17,-0.03,-0.03,Matches
557,Maarten Paes,id IDN,GK,FC Dallas,25,1998,30.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
558,Joseph Paintsil,gh GHA,FW,LA Galaxy,25,1998,25.5,0.39,2.75,1.14,41.4,2.75,1.14,0.13,0.31,17.8,0.04,0.04,0.08,0.51,0.44,0.16,-0.11,-0.09,Matches
559,Nelson Palacio,co COL,MF,Real Salt Lake,22,2001,8.3,0.12,0.96,0.24,25.0,0.97,0.24,0.13,0.50,26.0,0.00,0.00,0.00,0.04,0.04,0.03,0.08,0.08,Matches
560,Sergi Palencia,es ESP,"DF,MF",LAFC,27,1996,25.4,0.00,0.24,0.08,33.3,0.24,0.08,0.00,0.00,18.4,0.00,0.00,0.00,0.03,0.03,0.12,-0.03,-0.03,Matches
561,Jack Panayotou,us USA,"FW,MF",NE Revolution,19,2004,2.9,0.00,1.38,0.00,0.0,1.37,0.00,0.00,,22.3,0.00,0.00,0.00,0.03,0.03,0.03,-0.03,-0.03,Matches
562,Elliot Panicco,us USA,GK,Nashville SC,27,1996,4.8,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
563,James Pantemis,ca CAN,GK,Portland Timbers,26,1997,14.5,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
564,Cristhian Paredes,py PAR,MF,Portland Timbers,25,1998,15.0,0.00,0.67,0.40,60.0,0.67,0.40,0.00,0.00,19.7,0.00,0.00,0.00,0.05,0.05,0.07,-0.05,-0.05,Matches
565,Isaiah Parente,us USA,MF,LA Galaxy,23,2000,0.5,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
566,Tim Parker,us USA,DF,NE Revolution,30,1993,4.4,0.00,0.23,0.00,0.0,0.23,0.00,0.00,,7.3,0.00,0.00,0.00,0.02,0.02,0.10,-0.02,-0.02,Matches
567,Tim Parker,us USA,DF,St. Louis,30,1993,19.9,0.00,0.60,0.15,25.0,0.60,0.15,0.00,0.00,9.0,0.00,0.00,0.00,0.08,0.08,0.12,-0.08,-0.08,Matches
568,Keaton Parks,us USA,MF,NYCFC,26,1997,27.8,0.07,1.08,0.22,20.0,1.08,0.22,0.07,0.33,14.5,0.00,0.00,0.00,0.15,0.15,0.14,-0.08,-0.08,Matches
569,Jamie Paterson,eng ENG,"FW,MF",Charlotte,32,1991,0.5,0.00,4.00,0.00,0.0,3.67,0.00,0.00,,12.7,0.00,0.00,0.00,0.60,0.60,0.16,-0.60,-0.60,Matches
570,João Paulo Mior,br BRA,MF,Seattle Sounders,32,1991,14.2,0.00,1.41,0.28,20.0,1.41,0.28,0.00,0.00,24.8,0.14,0.00,0.00,0.06,0.06,0.04,-0.06,-0.06,Matches
571,Tom Pearce,eng ENG,DF,CF Montréal,25,1998,2.8,0.36,0.36,0.36,100.0,0.36,0.36,1.00,1.00,33.7,0.36,0.00,0.00,0.00,0.00,0.04,0.36,0.36,Matches
572,João Pedro,br BRA,DF,Charlotte,20,2003,5.1,0.00,0.59,0.00,0.0,0.59,0.00,0.00,,31.8,0.20,0.00,0.00,0.02,0.02,0.03,-0.02,-0.02,Matches
573,Amahl Pellegrino,no NOR,FW,SJ Earthquakes,33,1990,19.2,0.36,2.24,0.78,34.9,2.24,0.78,0.16,0.47,13.5,0.00,0.00,0.00,0.41,0.41,0.18,-0.05,-0.05,Matches
574,Matti Peltola,fi FIN,"MF,DF",D.C. United,21,2002,24.6,0.00,0.45,0.00,0.0,0.45,0.00,0.00,,27.1,0.00,0.00,0.00,0.01,0.01,0.03,-0.01,-0.01,Matches
575,Andrés Perea,us USA,MF,NYCFC,23,2000,13.4,0.22,1.27,0.37,29.4,1.27,0.37,0.18,0.60,15.8,0.00,0.00,0.00,0.20,0.20,0.16,0.02,0.02,Matches
576,Daniel Pereira,ve VEN,MF,Austin,23,2000,22.6,0.04,0.49,0.13,27.3,0.49,0.13,0.09,0.33,27.4,0.04,0.00,0.00,0.02,0.02,0.04,0.03,0.03,Matches
577,Joaquín Pereyra,ar ARG,"MF,FW",Minnesota Utd,25,1998,4.5,0.00,0.89,0.22,25.0,0.88,0.22,0.00,0.00,20.9,0.00,0.00,0.00,0.07,0.07,0.08,-0.07,-0.07,Matches
578,Jonathan Perez,mx MEX,"MF,FW",Nashville SC,21,2003,2.6,0.00,3.08,0.00,0.0,3.05,0.00,0.00,,17.7,0.00,0.00,0.00,0.38,0.38,0.12,-0.38,-0.38,Matches
579,Jonathan Perez,mx MEX,"FW,MF",LA Galaxy,21,2003,1.5,0.00,2.67,0.67,25.0,2.71,0.68,0.00,0.00,16.5,0.00,0.00,0.00,0.13,0.13,0.05,-0.13,-0.13,Matches
580,Nikola Petković,rs SRB,MF,Charlotte,20,2003,5.6,0.18,2.32,0.71,30.8,2.34,0.72,0.08,0.25,19.6,0.00,0.00,0.00,0.21,0.21,0.09,-0.04,-0.04,Matches
581,Luca Petrasso,ca CAN,"MF,FW",Orlando City,23,2000,0.3,0.00,3.33,3.33,100.0,3.91,3.91,0.00,0.00,12.9,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,Matches
582,Raoul Petretta,it ITA,DF,Toronto FC,26,1997,21.1,0.05,0.57,0.09,16.7,0.57,0.09,0.08,0.50,17.2,0.00,0.00,0.00,0.05,0.05,0.08,0.00,0.00,Matches
583,Fafà Picault,ht HAI,"FW,MF",Vancouver W'caps,32,1991,18.6,0.48,2.47,1.02,41.3,2.47,1.02,0.20,0.47,13.7,0.05,0.00,0.05,0.51,0.46,0.19,-0.02,0.02,Matches
584,Kayden Pierre,us USA,DF,Sporting KC,20,2003,5.0,0.00,0.20,0.00,0.0,0.20,0.00,0.00,,12.8,0.00,0.00,0.00,0.02,0.02,0.10,-0.02,-0.02,Matches
585,Samuel Piette,ca CAN,MF,CF Montréal,29,1994,23.7,0.04,0.46,0.13,27.3,0.46,0.13,0.09,0.33,16.9,0.00,0.00,0.00,0.07,0.07,0.15,-0.03,-0.03,Matches
586,Mauricio Pineda,us USA,"DF,MF",Chicago Fire,26,1997,12.8,0.08,0.31,0.08,25.0,0.31,0.08,0.25,1.00,19.8,0.00,0.00,0.00,0.02,0.02,0.06,0.06,0.06,Matches
587,Malik Pinto,us USA,"MF,FW",FC Cincinnati,21,2002,1.7,0.00,0.59,0.00,0.0,0.57,0.00,0.00,,18.1,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,Matches
588,Gabriel Pirani,br BRA,"MF,FW",D.C. United,21,2002,14.9,0.40,3.09,1.07,34.8,3.09,1.08,0.13,0.38,17.9,0.00,0.00,0.00,0.26,0.26,0.08,0.15,0.15,Matches
589,Matt Polster,us USA,MF,NE Revolution,30,1993,29.3,0.00,0.38,0.07,18.2,0.38,0.07,0.00,0.00,20.3,0.00,0.00,0.00,0.02,0.02,0.06,-0.02,-0.02,Matches
590,Célio Pompeu,br BRA,"FW,MF",St. Louis,24,1999,13.8,0.22,1.81,0.94,52.0,1.81,0.94,0.12,0.23,19.8,0.07,0.00,0.00,0.09,0.09,0.05,0.12,0.12,Matches
591,Paxton Pomykal,us USA,MF,FC Dallas,24,1999,0.1,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
592,Ezequiel Ponce,ar ARG,FW,Houston Dynamo,26,1997,8.2,0.61,2.93,1.46,50.0,2.91,1.46,0.17,0.33,14.8,0.00,0.12,0.12,0.45,0.35,0.12,0.16,0.13,Matches
593,Tomas Pondeca,us USA,MF,FC Dallas,22,2001,1.3,0.00,0.77,0.00,0.0,0.78,0.00,0.00,,33.0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,Matches
594,Alvas Powell,jm JAM,DF,FC Cincinnati,29,1994,8.7,0.00,0.80,0.34,42.9,0.80,0.34,0.00,0.00,15.9,0.00,0.00,0.00,0.05,0.05,0.07,-0.05,-0.05,Matches
595,Ralph Priso-Mbongue,ca CAN,MF,Vancouver W'caps,21,2002,5.3,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
596,Andrew Privett,us USA,DF,Charlotte,23,2000,29.8,0.00,0.34,0.07,20.0,0.34,0.07,0.00,0.00,12.0,0.00,0.00,0.00,0.03,0.03,0.08,-0.03,-0.03,Matches
597,Riqui Puig,es ESP,MF,LA Galaxy,24,1999,28.2,0.46,3.72,1.21,32.4,3.72,1.21,0.11,0.35,22.5,0.04,0.04,0.07,0.31,0.26,0.07,0.15,0.17,Matches
598,Teemu Pukki,fi FIN,FW,Minnesota Utd,33,1990,10.4,0.38,3.65,1.25,34.2,3.64,1.25,0.11,0.31,16.8,0.00,0.00,0.00,0.37,0.37,0.10,0.02,0.02,Matches
599,Alan Pulido,mx MEX,"FW,MF",Sporting KC,32,1991,21.7,0.32,1.94,0.74,38.1,1.94,0.74,0.17,0.44,17.1,0.00,0.00,0.00,0.22,0.22,0.11,0.11,0.11,Matches
600,John Pulskamp,us USA,GK,Sporting KC,22,2001,6.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
601,Philip Quinton,us USA,DF,Columbus Crew,24,1999,1.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
602,Philip Quinton,us USA,DF,Real Salt Lake,24,1999,13.6,0.07,0.51,0.15,28.6,0.51,0.15,0.14,0.50,15.6,0.00,0.00,0.00,0.02,0.02,0.04,0.05,0.05,Matches
603,Nemanja Radoja,rs SRB,MF,Sporting KC,30,1993,23.6,0.04,0.64,0.21,33.3,0.63,0.21,0.07,0.20,14.9,0.00,0.00,0.00,0.06,0.06,0.10,-0.02,-0.02,Matches
604,Jeremy Rafanello,us USA,MF,Philadelphia Union,23,2000,3.6,0.00,1.67,0.56,33.3,1.68,0.56,0.00,0.00,24.2,0.28,0.00,0.00,0.06,0.06,0.04,-0.06,-0.06,Matches
605,Jackson Ragen,us USA,DF,Seattle Sounders,25,1998,32.2,0.09,0.59,0.09,15.8,0.59,0.09,0.16,1.00,11.3,0.00,0.00,0.00,0.05,0.05,0.08,0.05,0.05,Matches
606,Brooklyn Raines,us USA,"MF,FW",Houston Dynamo,18,2005,4.7,0.00,0.21,0.00,0.0,0.21,0.00,0.00,,26.6,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,Matches
607,Alonso Ramírez,mx MEX,MF,Austin,22,2001,0.3,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
608,Anthony Ramirez,us USA,MF,FC Dallas,18,2005,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
609,Christian Ramirez,us USA,"MF,FW",Columbus Crew,32,1991,15.9,0.50,2.77,1.32,47.7,2.77,1.32,0.18,0.38,15.3,0.00,0.00,0.00,0.46,0.46,0.17,0.04,0.04,Matches
610,Rubén Ramos,us USA,"FW,MF",LA Galaxy,17,2007,0.2,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
611,Ryan Raposo,ca CAN,"DF,MF",Vancouver W'caps,24,1999,17.6,0.17,0.91,0.34,37.5,0.91,0.34,0.19,0.50,13.8,0.00,0.00,0.00,0.10,0.10,0.11,0.07,0.07,Matches
612,Henrich Ravas,sk SVK,GK,NE Revolution,26,1997,8.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
613,Tim Ream,us USA,DF,Charlotte,36,1987,8.8,0.11,0.45,0.23,50.0,0.45,0.23,0.25,0.50,7.8,0.00,0.00,0.00,0.07,0.07,0.16,0.05,0.05,Matches
614,Federico Redondo,ar ARG,MF,Inter Miami,21,2003,12.4,0.16,0.81,0.24,30.0,0.81,0.24,0.20,0.67,19.5,0.00,0.00,0.00,0.10,0.10,0.12,0.06,0.06,Matches
615,Jayden Reid,us USA,DF,St. Louis,22,2001,8.1,0.00,0.37,0.12,33.3,0.37,0.12,0.00,0.00,27.4,0.00,0.00,0.00,0.01,0.01,0.02,-0.01,-0.01,Matches
616,Marco Reus,de GER,MF,LA Galaxy,34,1989,4.0,0.25,1.50,0.75,50.0,1.51,0.75,0.17,0.33,17.6,0.50,0.00,0.00,0.33,0.33,0.25,-0.07,-0.07,Matches
617,Andrés Reyes,co COL,DF,NY Red Bulls,24,1999,16.6,0.06,0.54,0.06,11.1,0.54,0.06,0.11,1.00,11.1,0.00,0.00,0.00,0.03,0.03,0.06,0.03,0.03,Matches
618,Justin Reynolds,us USA,DF,Chicago Fire,19,2004,2.5,0.00,1.20,0.40,33.3,1.21,0.40,0.00,0.00,14.7,0.00,0.00,0.00,0.08,0.08,0.07,-0.08,-0.08,Matches
619,Emanuel Reynoso,ar ARG,MF,Minnesota Utd,28,1995,0.3,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
620,Spencer Richey,us USA,GK,Chicago Fire,31,1992,1.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
621,Will Richmond,us USA,FW,SJ Earthquakes,23,2000,0.0,0,1,0,0.0,45.00,0.00,0.00,,12.8,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
622,Andrew Rick,us USA,GK,Philadelphia Union,18,2006,6.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
623,Jamar Ricketts,us USA,MF,SJ Earthquakes,22,2001,0.4,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
624,Kalani Rienzi,us USA,"DF,FW",Seattle Sounders,21,2002,0.1,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
625,Emiliano Rigoni,ar ARG,FW,Austin,30,1993,7.8,0.13,1.54,0.38,25.0,1.54,0.38,0.08,0.33,19.7,0.13,0.00,0.00,0.12,0.12,0.07,0.01,0.01,Matches
