0_Rk,1_Player,2_Nation,3_Pos,4_Squad,5_Age,6_Born,7_90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,20_Int,21_Tkl+Int,22_Clr,23_Err,24_Matches
396,Mateusz Klich,pl POL,MF,D.C. United,33,1990,29.6,1.82,1.08,0.64,0.68,0.51,0.95,1.99,47.5,1.05,0.88,0.20,0.68,0.68,2.50,0.24,0.03,Matches
397,Jeorgio Kocevski,us USA,"MF,FW",Orlando City,21,2002,1.7,1.76,1.76,1.18,0.59,0.00,1.18,2.94,40.0,1.76,0.59,0.00,0.59,0.59,2.35,2.35,0.00,Matches
398,Žan Kolmanič,si SVN,"DF,FW",Austin,23,2000,6.0,1.67,1.50,1.17,0.17,0.33,0.50,0.83,60.0,0.33,0.17,0.17,0.00,0.33,2.00,3.33,0.00,Matches
399,Georgios Koutsias,gr GRE,"FW,MF",Chicago Fire,19,2004,9.0,1.22,0.89,0.33,0.56,0.33,0.33,1.11,30.0,0.78,0.11,0.00,0.11,0.11,1.33,0.22,0.00,Matches
400,Sebastian Kowalczyk,pl POL,"FW,MF",Houston Dynamo,25,1998,23.9,0.79,0.59,0.13,0.29,0.38,0.42,1.09,38.5,0.67,0.84,0.13,0.71,0.67,1.46,0.38,0.00,Matches
401,Damir Kreilach,hr CRO,FW,Vancouver W'caps,34,1989,5.2,0.19,0.19,0.00,0.19,0.00,0.19,0.58,33.3,0.38,0.38,0.00,0.38,0.58,0.77,1.15,0.00,Matches
402,Serhiy Kryvtsov,ua UKR,DF,Inter Miami,32,1991,15.4,0.84,0.58,0.58,0.26,0.00,0.58,1.30,45.0,0.71,2.01,1.49,0.52,1.30,2.14,4.42,0.06,Matches
403,Theodore Ku-Dipietro,us USA,"MF,FW",D.C. United,22,2002,20.7,1.40,1.01,0.39,0.72,0.29,0.29,0.97,30.0,0.68,0.92,0.05,0.87,0.63,2.03,0.43,0.00,Matches
404,Yuya Kubo,jp JPN,"FW,DF",FC Cincinnati,30,1993,26.6,2.07,1.20,0.83,0.86,0.38,0.94,1.65,56.8,0.71,0.83,0.11,0.71,0.71,2.78,0.83,0.04,Matches
405,Mathías Laborda,uy URU,DF,Vancouver W'caps,24,1999,21.7,1.75,1.15,1.43,0.28,0.05,1.06,2.12,50.0,1.06,1.29,0.46,0.83,1.47,3.23,3.00,0.05,Matches
406,Luca Langoni,ar ARG,FW,NE Revolution,21,2002,7.8,1.79,1.03,0.51,1.15,0.13,1.28,2.82,45.5,1.54,0.90,0.13,0.77,0.77,2.56,0.26,0.00,Matches
407,Lassi Lappalainen,fi FIN,"DF,MF",CF Montréal,25,1998,3.7,2.97,1.35,2.43,0.54,0.00,2.16,3.51,61.5,1.35,2.70,0.54,2.16,0.81,3.78,2.16,0.00,Matches
408,Oliver Larraz,us USA,MF,Colorado Rapids,22,2001,24.4,2.70,1.48,1.07,1.35,0.29,1.23,2.83,43.5,1.60,1.43,0.25,1.19,1.35,4.06,1.31,0.04,Matches
409,Richie Laryea,ca CAN,"DF,MF",Toronto FC,29,1995,10.0,1.90,1.10,1.40,0.50,0.00,1.00,1.20,83.3,0.20,0.90,0.10,0.80,0.60,2.50,1.10,0.00,Matches
410,Ariel Lassiter,cr CRC,"DF,MF",Chicago Fire,29,1994,4.9,0.82,0.61,0.20,0.20,0.41,0.61,0.82,75.0,0.20,0.41,0.00,0.41,0.61,1.43,0.41,0.41,Matches
411,Ariel Lassiter,cr CRC,"DF,MF",CF Montréal,29,1994,17.7,0.51,0.28,0.40,0.11,0.00,0.23,0.73,30.8,0.51,0.45,0.06,0.40,0.17,0.68,0.85,0.00,Matches
412,Randall Leal,cr CRC,MF,Nashville SC,27,1997,0.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
413,Tim Leibold,de GER,DF,Sporting KC,30,1993,24.5,2.49,1.55,1.51,0.53,0.45,1.47,2.69,54.5,1.22,1.10,0.16,0.94,1.14,3.63,1.22,0.08,Matches
414,Brooks Lennon,us USA,"DF,MF",Atlanta Utd,26,1997,32.8,1.55,0.95,0.88,0.52,0.15,0.85,1.46,58.3,0.61,0.82,0.27,0.55,1.19,2.74,2.99,0.00,Matches
415,Tucker Lepley,us USA,MF,LA Galaxy,22,2002,0.5,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.0,2.00,4.00,0.00,4.00,2.00,2.00,2.00,0.00,Matches
416,Jonathan Lewis,us USA,FW,Colorado Rapids,26,1997,8.4,2.02,1.31,0.95,0.71,0.36,0.60,1.19,50.0,0.60,0.83,0.00,0.83,0.12,2.14,0.48,0.00,Matches
417,Danny Leyva,us USA,MF,Seattle Sounders,20,2003,2.5,1.60,0.80,0.80,0.40,0.40,0.00,0.80,0.0,0.80,2.40,0.00,2.40,2.40,4.00,2.80,0.00,Matches
418,Nick Lima,us USA,DF,NE Revolution,29,1994,20.2,1.39,1.04,0.84,0.40,0.15,0.94,1.73,54.3,0.79,0.94,0.30,0.64,1.34,2.72,2.67,0.00,Matches
419,Jaylin Lindsey,us USA,DF,Charlotte,23,2000,3.4,3.82,1.76,2.65,1.18,0.00,1.76,2.65,66.7,0.88,0.88,0.29,0.59,0.59,4.41,1.76,0.00,Matches
420,Sebastian Lletget,us USA,MF,FC Dallas,31,1992,20.7,1.59,1.06,0.72,0.72,0.14,0.53,1.21,44.0,0.68,0.92,0.19,0.72,0.63,2.22,1.40,0.00,Matches
421,Hugo Lloris,fr FRA,GK,LAFC,37,1986,33.0,0.03,0.03,0.03,0.00,0.00,0.03,0.09,33.3,0.06,0.00,0.00,0.00,0.00,0.03,0.36,0.09,Matches
422,Saba Lobzhanidze,ge GEO,"FW,MF",Atlanta Utd,29,1994,27.3,0.73,0.55,0.22,0.33,0.18,0.26,1.03,25.0,0.77,0.84,0.15,0.70,0.62,1.36,0.33,0.00,Matches
423,Robin Lod,fi FIN,"MF,FW",Minnesota Utd,30,1993,26.5,1.70,1.17,0.42,0.98,0.30,0.75,1.36,55.6,0.60,0.60,0.08,0.53,0.60,2.30,0.57,0.00,Matches
424,Nicolás Lodeiro,uy URU,"MF,FW",Orlando City,34,1989,19.0,1.89,1.05,0.79,0.84,0.26,1.00,2.74,36.5,1.74,1.42,0.16,1.26,0.74,2.63,0.47,0.00,Matches
425,Jasper Löffelsend,de GER,MF,Colorado Rapids,26,1997,3.8,4.21,2.11,2.37,1.58,0.26,3.16,5.53,57.1,2.37,1.05,0.26,0.79,1.05,5.26,1.32,0.26,Matches
426,Aaron Long,us USA,DF,LAFC,31,1992,26.4,1.25,0.76,0.87,0.38,0.00,0.57,0.87,65.2,0.30,1.82,1.21,0.61,1.40,2.65,4.58,0.00,Matches
427,Kevin Long,ie IRL,DF,Toronto FC,33,1990,23.5,1.74,0.81,0.94,0.77,0.04,0.89,1.28,70.0,0.38,1.49,0.77,0.72,0.77,2.51,4.85,0.09,Matches
428,Matthew Longstaff,eng ENG,MF,Toronto FC,23,2000,24.7,1.90,1.09,0.53,1.01,0.36,0.65,1.46,44.4,0.81,1.09,0.28,0.81,0.49,2.39,1.01,0.00,Matches
429,Antino Lopez,us USA,MF,Seattle Sounders,21,2002,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
430,Hernán López Muñoz,ar ARG,"MF,FW",SJ Earthquakes,23,2000,20.2,2.52,1.58,0.54,1.29,0.69,0.64,2.08,31.0,1.44,0.69,0.00,0.69,0.79,3.32,0.35,0.05,Matches
431,Marvin Loría,cr CRC,MF,Portland Timbers,26,1997,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
432,Evan Louro,us USA,GK,FC Cincinnati,28,1996,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
433,Daniel Lovitz,us USA,DF,Nashville SC,32,1991,25.2,1.47,1.15,1.03,0.32,0.12,1.03,1.83,56.5,0.79,0.83,0.36,0.48,1.03,2.50,2.42,0.04,Matches
434,Damion Lowe,jm JAM,DF,Philadelphia Union,30,1993,10.7,1.78,1.68,0.65,0.84,0.28,1.21,1.78,68.4,0.56,2.15,0.84,1.31,1.78,3.55,4.77,0.00,Matches
435,Eduard Löwen,de GER,MF,St. Louis,27,1997,20.6,2.14,1.50,0.78,1.17,0.19,1.07,2.43,44.0,1.36,1.36,0.34,1.02,0.58,2.72,0.68,0.10,Matches
436,Diego Luna,us USA,FW,Real Salt Lake,20,2003,24.5,1.43,0.90,0.33,0.82,0.29,0.49,0.98,50.0,0.49,1.06,0.08,0.98,0.53,1.96,0.45,0.00,Matches
437,Benjamin Lundt,de GER,GK,St. Louis,28,1995,2.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
438,Jack Lynn,us USA,"FW,MF",Orlando City,24,2000,2.8,0.71,0.71,0.36,0.00,0.36,0.36,2.14,16.7,1.79,0.71,0.36,0.36,0.00,0.71,0.71,0.00,Matches
439,Larrys Mabiala,cd COD,DF,Portland Timbers,36,1987,0.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,4.00,2.00,2.00,0.00,0.00,2.00,2.00,Matches
440,Aimé Mabika,zm ZAM,DF,Toronto FC,25,1998,5.2,1.15,0.77,0.19,0.77,0.19,0.00,0.19,0.0,0.19,1.73,1.15,0.58,0.96,2.12,5.58,0.19,Matches
441,Zac MacMath,us USA,GK,Real Salt Lake,32,1991,23.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.09,0.09,0.57,0.30,Matches
442,Lukas MacNaughton,ca CAN,DF,Nashville SC,28,1995,4.6,1.30,0.87,1.30,0.00,0.00,0.43,1.09,40.0,0.65,1.09,0.87,0.22,0.87,2.17,5.22,0.00,Matches
443,Talles Magno,br BRA,"FW,MF",NYCFC,21,2002,0.8,6.25,6.25,3.75,2.50,0.00,3.75,5.00,75.0,1.25,0.00,0.00,0.00,0.00,6.25,3.75,0.00,Matches
444,Jack Maher,us USA,DF,Nashville SC,24,1999,27.0,1.15,0.78,0.89,0.26,0.00,0.81,1.11,73.3,0.30,1.48,1.04,0.44,1.04,2.19,4.11,0.00,Matches
445,Cassius Mailula,za RSA,"MF,DF",Toronto FC,22,2001,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,5.00,0.00,5.00,5.00,5.00,0.00,0.00,Matches
446,Adilson Malanda,fr FRA,DF,Charlotte,22,2001,32.0,1.19,0.72,0.91,0.22,0.06,0.84,1.19,71.1,0.34,1.44,1.03,0.41,1.06,2.25,4.81,0.06,Matches
447,Elias Manoel,br BRA,FW,NY Red Bulls,22,2001,17.2,0.35,0.12,0.00,0.17,0.17,0.17,0.87,20.0,0.70,0.70,0.06,0.64,0.35,0.70,0.23,0.00,Matches
448,Dominik Marczuk,pl POL,FW,Real Salt Lake,20,2003,5.0,1.60,1.40,0.60,1.00,0.00,0.80,1.40,57.1,0.60,0.40,0.00,0.40,0.40,2.00,1.60,0.20,Matches
449,Paul Marie,fr FRA,"DF,FW",SJ Earthquakes,28,1995,17.1,2.92,1.87,1.58,0.94,0.41,1.93,3.86,50.0,1.93,1.75,0.35,1.40,1.40,4.33,3.39,0.00,Matches
450,Anthony Markanich,ph PHI,"MF,DF",Minnesota Utd,24,1999,0.7,2.86,2.86,2.86,0.00,0.00,1.43,1.43,100.0,0.00,1.43,0.00,1.43,1.43,4.29,4.29,0.00,Matches
451,Anthony Markanich,ph PHI,DF,St. Louis,24,1999,14.6,2.47,1.23,1.23,0.96,0.27,1.16,2.40,48.6,1.23,1.85,0.34,1.51,1.78,4.25,3.56,0.07,Matches
452,Idan Markovich,il ISR,FW,Charlotte,19,2004,0.2,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.0,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
453,Marlon,br BRA,DF,LAFC,28,1995,1.4,5.00,2.86,4.29,0.71,0.00,0.71,0.71,100.0,0.00,1.43,0.71,0.71,0.00,5.00,2.86,0.00,Matches
454,Jahkeele Marshall-Rutty,ca CAN,"DF,MF",Toronto FC,19,2004,11.5,1.30,1.04,0.78,0.26,0.26,0.78,1.22,64.3,0.43,0.96,0.09,0.87,0.70,2.00,1.65,0.00,Matches
455,Jahkeele Marshall-Rutty,ca CAN,"DF,MF",CF Montréal,19,2004,7.2,1.67,1.39,1.25,0.28,0.14,1.11,1.67,66.7,0.56,1.94,0.42,1.53,0.97,2.64,1.11,0.00,Matches
456,Alonso Martínez,cr CRC,FW,NYCFC,25,1998,16.5,0.67,0.24,0.12,0.30,0.24,0.18,0.55,33.3,0.36,0.36,0.12,0.24,0.61,1.27,0.24,0.00,Matches
457,David Martínez,ve VEN,"FW,MF",LAFC,17,2006,5.1,1.37,1.18,0.20,0.59,0.59,0.20,1.37,14.3,1.18,0.59,0.00,0.59,0.78,2.16,0.78,0.00,Matches
458,Josef Martínez,ve VEN,"FW,MF",CF Montréal,30,1993,15.3,0.26,0.13,0.13,0.13,0.00,0.07,0.26,25.0,0.20,0.33,0.07,0.26,0.07,0.33,0.78,0.00,Matches
459,Luís Martins,pt POR,"DF,MF",Vancouver W'caps,31,1992,8.6,0.93,0.70,0.58,0.23,0.12,0.58,1.16,50.0,0.58,0.81,0.12,0.70,0.93,1.86,1.16,0.00,Matches
460,Thiago Martins,br BRA,DF,NYCFC,28,1995,31.0,0.58,0.32,0.39,0.19,0.00,0.29,0.55,52.9,0.26,1.16,0.61,0.55,0.77,1.35,4.06,0.06,Matches
461,Alexandru Mățan,ro ROU,MF,Columbus Crew,24,1999,16.0,1.88,1.13,1.00,0.63,0.25,0.69,1.25,55.0,0.56,0.44,0.00,0.44,0.38,2.25,0.31,0.00,Matches
462,Jimmy Maurer,us USA,GK,FC Dallas,35,1988,4.0,0.25,0.25,0.25,0.00,0.00,0.25,0.50,50.0,0.25,0.00,0.00,0.00,0.00,0.25,1.00,0.00,Matches
463,Andreas Maxsø,dk DEN,DF,Colorado Rapids,29,1994,34.0,0.79,0.41,0.59,0.21,0.00,0.44,0.71,62.5,0.26,1.26,1.00,0.26,0.71,1.50,4.47,0.00,Matches
464,Olivier Mbaizo,cm CMR,DF,Philadelphia Union,26,1997,12.3,1.22,0.89,0.65,0.33,0.24,0.81,1.46,55.6,0.65,0.89,0.41,0.49,0.98,2.20,1.63,0.00,Matches
465,John McCarthy,us USA,GK,LA Galaxy,31,1992,32.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.41,0.09,Matches
466,Dax McCarty,us USA,MF,Atlanta Utd,36,1987,10.2,2.75,1.47,1.37,1.18,0.20,1.67,2.65,63.0,0.98,0.39,0.00,0.39,1.27,4.02,1.27,0.00,Matches
467,Christian McFarlane,eng ENG,"DF,MF",NYCFC,17,2007,4.0,2.75,2.50,1.00,1.25,0.50,1.50,2.75,54.5,1.25,1.25,0.50,0.75,1.25,4.00,2.00,0.00,Matches
468,Jack McGlynn,us USA,MF,Philadelphia Union,20,2003,25.7,1.83,1.17,0.86,0.70,0.27,0.89,1.67,53.5,0.78,1.09,0.12,0.97,0.47,2.30,0.86,0.00,Matches
469,Zac McGraw,ca CAN,DF,Portland Timbers,26,1997,9.5,1.26,0.95,0.63,0.53,0.11,0.84,1.26,66.7,0.42,2.11,1.47,0.63,1.05,2.32,7.37,0.11,Matches
470,Duncan McGuire,us USA,FW,Orlando City,22,2001,17.8,0.45,0.28,0.06,0.34,0.06,0.11,1.29,8.7,1.18,0.62,0.06,0.56,0.22,0.67,0.96,0.00,Matches
471,Thomas McNamara,us USA,"FW,MF",NE Revolution,32,1991,2.3,0.43,0.43,0.00,0.43,0.00,0.43,1.30,33.3,0.87,0.00,0.00,0.00,0.00,0.43,0.00,0.00,Matches
472,Brendan McSorley,us USA,FW,St. Louis,21,2002,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
473,Christopher McVey,se SWE,DF,D.C. United,26,1997,23.8,1.34,0.76,0.76,0.50,0.08,0.80,1.43,55.9,0.63,1.51,0.92,0.59,1.55,2.90,3.15,0.00,Matches
474,Ryan Meara,us USA,GK,NY Red Bulls,33,1990,7.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.57,0.00,Matches
475,Tim Melia,us USA,GK,Sporting KC,37,1986,28.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.04,0.04,0.46,0.11,Matches
476,Jonathan Mensah,gh GHA,"DF,FW",NE Revolution,33,1990,3.0,1.00,1.00,1.00,0.00,0.00,0.67,0.67,100.0,0.00,2.33,2.33,0.00,1.00,2.00,3.67,0.00,Matches
477,Loïc Mesanvi,tg TOG,"FW,MF",Minnesota Utd,20,2003,0.7,1.43,1.43,0.00,0.00,1.43,0.00,0.00,,0.00,2.86,0.00,2.86,0.00,1.43,1.43,0.00,Matches
478,Lionel Messi,ar ARG,"FW,MF",Inter Miami,36,1987,16.5,0.91,0.36,0.00,0.36,0.55,0.30,0.55,55.6,0.24,0.24,0.00,0.24,0.12,1.03,0.00,0.00,Matches
479,Matt Miazga,us USA,DF,FC Cincinnati,28,1995,15.7,1.46,0.70,1.21,0.19,0.06,0.76,1.15,66.7,0.38,1.15,0.83,0.32,0.76,2.23,4.84,0.06,Matches
480,Micael,br BRA,DF,Houston Dynamo,23,2000,30.8,1.53,1.01,1.30,0.23,0.00,0.91,1.49,60.9,0.58,1.07,0.88,0.19,1.14,2.66,4.48,0.03,Matches
481,Benji Michel,us USA,"FW,MF",Real Salt Lake,26,1997,0.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00,Matches
482,Novak Mićović,rs SRB,GK,LA Galaxy,22,2001,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,Matches
483,Djordje Mihailovic,us USA,MF,Colorado Rapids,25,1998,27.5,0.69,0.62,0.07,0.29,0.33,0.40,1.09,36.7,0.69,0.73,0.07,0.65,0.58,1.27,0.44,0.00,Matches
484,Jovan Mijatović,rs SRB,"FW,MF",NYCFC,18,2005,3.0,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.0,0.33,0.67,0.00,0.67,0.00,0.00,0.33,0.00,Matches
485,Eric Miller,us USA,DF,Portland Timbers,31,1993,11.2,1.61,1.25,0.27,0.89,0.45,0.63,0.63,100.0,0.00,1.16,0.54,0.63,0.98,2.59,2.95,0.00,Matches
486,Kamal Miller,ca CAN,DF,Portland Timbers,26,1997,21.8,0.92,0.55,0.78,0.09,0.05,0.78,1.06,73.9,0.28,1.24,0.83,0.41,1.01,1.93,3.99,0.14,Matches
487,Peyton Miller,us USA,DF,NE Revolution,16,2007,7.6,1.45,1.05,0.66,0.79,0.00,0.92,1.45,63.6,0.53,1.97,0.92,1.05,1.45,2.89,3.42,0.00,Matches
488,Tyler Miller,us USA,GK,D.C. United,30,1993,5.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.20,0.00,0.20,0.00,0.00,1.00,0.20,Matches
489,Georgi Minoungou,bf BFA,FW,Seattle Sounders,21,2002,4.1,1.95,1.46,0.73,0.49,0.73,1.22,1.95,62.5,0.73,0.73,0.00,0.73,0.24,2.20,0.00,0.00,Matches
490,Aleksei Miranchuk,ru RUS,"MF,FW",Atlanta Utd,28,1995,8.3,0.72,0.48,0.24,0.24,0.24,0.24,0.72,33.3,0.48,0.60,0.12,0.48,0.24,0.96,0.36,0.00,Matches
491,Roald Mitchell,tt TRI,FW,NY Red Bulls,21,2003,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,5.00,5.00,0.00,0.00,0.00,5.00,0.00,Matches
492,Shakur Mohammed,gh GHA,"MF,FW",Orlando City,20,2003,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
493,Shaq Moore,us USA,DF,Nashville SC,27,1996,18.6,1.61,1.02,1.08,0.48,0.05,0.97,1.77,54.5,0.81,0.97,0.27,0.70,0.81,2.42,2.58,0.00,Matches
494,Felipe Mora,cl CHI,FW,Portland Timbers,30,1993,21.0,0.24,0.05,0.05,0.10,0.10,0.10,0.24,40.0,0.14,0.48,0.14,0.33,0.29,0.52,0.71,0.00,Matches
495,Alfredo Morales,us USA,MF,SJ Earthquakes,33,1990,7.2,2.22,1.11,0.97,1.25,0.00,0.56,0.97,57.1,0.42,0.56,0.14,0.42,0.56,2.78,1.39,0.00,Matches
496,Efrain Morales,bo BOL,DF,Atlanta Utd,19,2004,2.7,1.11,0.37,0.74,0.37,0.00,0.74,1.11,66.7,0.37,0.74,0.74,0.00,1.11,2.22,5.56,0.00,Matches
497,Maximiliano Moralez,ar ARG,"MF,FW",NYCFC,36,1987,10.0,1.30,0.80,0.10,0.50,0.70,0.30,1.20,25.0,0.90,0.50,0.00,0.50,0.80,2.10,0.20,0.00,Matches
498,Steven Moreira,cv CPV,DF,Columbus Crew,29,1994,23.4,1.07,0.68,0.64,0.34,0.09,0.64,1.15,55.6,0.51,1.03,0.26,0.77,0.64,1.71,1.84,0.09,Matches
499,Junior Moreno,ve VEN,"MF,FW",Houston Dynamo,30,1993,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
500,Santiago Moreno,co COL,"FW,MF",Portland Timbers,23,2000,27.1,2.07,1.29,0.52,0.85,0.70,0.74,1.70,43.5,0.96,1.44,0.11,1.33,0.85,2.92,0.26,0.00,Matches
501,Lewis Morgan,sct SCO,"FW,MF",NY Red Bulls,27,1996,26.8,0.82,0.60,0.37,0.19,0.26,0.15,0.52,28.6,0.37,0.63,0.07,0.56,0.19,1.01,0.67,0.00,Matches
502,Aidan Morris,us USA,MF,Columbus Crew,22,2001,14.2,3.59,2.32,1.34,1.90,0.35,1.76,2.46,71.4,0.70,1.83,0.28,1.55,1.62,5.21,0.63,0.14,Matches
503,Jordan Morris,us USA,FW,Seattle Sounders,29,1994,31.0,0.68,0.35,0.26,0.23,0.19,0.35,0.52,68.8,0.16,0.39,0.06,0.32,0.19,0.87,0.55,0.00,Matches
504,Edwin Mosquera,co COL,"FW,MF",Atlanta Utd,22,2001,7.0,1.43,1.14,0.57,0.57,0.29,0.29,1.29,22.2,1.00,0.57,0.00,0.57,0.71,2.14,0.29,0.14,Matches
505,Jean Mota,br BRA,MF,Inter Miami,30,1993,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
506,Cole Mrowka,us USA,MF,Columbus Crew,17,2006,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
507,Chris Mueller,us USA,"FW,MF",Chicago Fire,27,1996,15.0,1.20,0.67,0.73,0.33,0.13,0.80,1.73,46.2,0.93,0.87,0.00,0.87,0.93,2.13,0.67,0.00,Matches
508,Hany Mukhtar,de GER,"MF,FW",Nashville SC,28,1995,30.5,1.05,0.59,0.30,0.66,0.10,0.39,1.11,35.3,0.72,0.69,0.00,0.69,0.26,1.31,0.13,0.03,Matches
509,Luis Müller,de GER,"FW,MF",LAFC,22,2001,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,10.0,10.0,10.0,0.00,Matches
510,Daniel Munie,us USA,DF,SJ Earthquakes,23,2000,12.4,0.73,0.48,0.65,0.08,0.00,0.40,0.97,41.7,0.56,1.94,1.13,0.81,0.97,1.69,4.68,0.08,Matches
511,Luis Muriel,co COL,"FW,MF",Orlando City,32,1991,17.6,1.42,1.02,0.28,0.40,0.74,0.68,1.59,42.9,0.91,0.45,0.00,0.45,0.17,1.59,0.40,0.00,Matches
512,Ian Murphy,us USA,DF,FC Cincinnati,24,2000,25.4,1.54,1.10,0.75,0.67,0.12,0.63,0.98,64.0,0.35,1.14,0.47,0.67,1.18,2.72,2.60,0.04,Matches
513,Jacob Murrell,us USA,"FW,MF",D.C. United,19,2004,9.8,0.51,0.31,0.31,0.10,0.10,0.20,1.33,15.4,1.12,0.61,0.10,0.51,0.20,0.71,1.94,0.00,Matches
514,Petar Musa,hr CRO,FW,FC Dallas,25,1998,25.5,0.47,0.24,0.12,0.27,0.08,0.08,0.59,13.3,0.51,0.82,0.12,0.71,0.35,0.82,1.18,0.04,Matches
515,Daniel Musovski,us USA,"FW,MF",Seattle Sounders,28,1995,5.7,2.11,1.23,0.70,1.23,0.18,0.53,1.23,42.9,0.70,0.70,0.18,0.53,0.18,2.28,0.70,0.00,Matches
516,Alex Muyl,us USA,"FW,DF",Nashville SC,28,1995,25.6,1.64,1.13,0.59,0.66,0.39,0.59,1.48,39.5,0.90,1.09,0.12,0.98,0.86,2.50,0.86,0.00,Matches
517,Tristan Muyumba,fr FRA,MF,Atlanta Utd,26,1997,23.5,3.02,2.13,1.49,1.32,0.21,1.45,2.34,61.8,0.89,1.06,0.21,0.85,0.94,3.96,1.06,0.00,Matches
518,Darlington Nagbe,us USA,MF,Columbus Crew,33,1990,26.1,1.03,0.57,0.27,0.69,0.08,0.38,0.84,45.5,0.46,0.77,0.19,0.57,0.31,1.34,0.65,0.00,Matches
519,Federico Navarro,ar ARG,MF,Chicago Fire,23,2000,7.5,4.00,2.40,1.87,1.73,0.40,1.60,2.27,70.6,0.67,1.47,0.53,0.93,2.00,6.00,2.13,0.13,Matches
520,Rafael Navarro,br BRA,FW,Colorado Rapids,23,2000,30.8,1.79,1.14,0.36,1.04,0.39,0.45,1.17,38.9,0.71,1.59,0.13,1.46,0.26,2.05,0.45,0.00,Matches
521,Logan Ndenbe,be BEL,DF,Sporting KC,23,2000,2.7,1.85,1.11,0.74,0.00,1.11,0.37,0.74,50.0,0.37,0.74,0.00,0.74,1.85,3.70,1.11,0.00,Matches
522,Jalen Neal,us USA,DF,LA Galaxy,20,2003,15.4,1.56,0.84,0.78,0.78,0.00,0.71,1.23,57.9,0.52,0.97,0.84,0.13,0.97,2.53,3.44,0.06,Matches
523,Dylan Nealis,us USA,DF,NY Red Bulls,25,1998,25.9,2.24,1.47,1.16,0.85,0.23,1.20,2.24,53.4,1.04,1.58,0.15,1.43,0.85,3.09,2.82,0.00,Matches
524,Sean Nealis,us USA,DF,NY Red Bulls,27,1997,24.8,1.29,0.73,0.97,0.32,0.00,0.85,1.41,60.0,0.56,1.05,0.65,0.40,1.13,2.42,3.75,0.04,Matches
525,Franco Negri,ar ARG,DF,Inter Miami,28,1995,8.8,2.50,1.93,1.82,0.34,0.34,2.05,3.07,66.7,1.02,1.48,0.34,1.14,1.70,4.20,2.84,0.00,Matches
526,John Nelson,us USA,DF,LA Galaxy,25,1998,13.0,1.77,1.08,0.46,1.15,0.15,0.77,1.23,62.5,0.46,0.92,0.23,0.69,1.15,2.92,3.38,0.08,Matches
527,Jake Nerwinski,us USA,DF,St. Louis,29,1994,6.2,1.45,0.48,0.81,0.48,0.16,0.81,1.13,71.4,0.32,2.10,1.29,0.81,1.61,3.06,3.06,0.16,Matches
