team,name,roster_designation,current_status,contract_thru,option_years,category,roster_model,team_gam_2025
TORONTO FC,Brandon Servania,,,2024,2025,Standard,Designated Player Model,
TORONTO FC,Henry Wingo,,,2026,2027,Standard,Designated Player Model,
TORONTO FC,Nathaniel Edwards,,,2025,"2026, 2027",Standard,Designated Player Model,
TORONTO FC,Luka Gavran,,,2024,2025,Standard,Designated Player Model,
TORONTO FC,Nicksoen Gomis,,,2025,"2026, 2027",Standard,Designated Player Model,
TORONTO FC,Deandre Kerr,Homegrown Player,,2024,"2025, 2026",Homegrown,Designated Player Model,
TORONTO FC,Aime Mabika,,,2024,2025,Standard,Designated Player Model,
TORONTO FC,Hugo Mbongue,Homegrown Player,Unavailable – On Loan,2025,2026,Homegrown,Designated Player Model,
TORONTO FC,Adam Pearlman,Homegrown Player,,2027,2028,Homegrown,Designated Player Model,
TORONTO FC,Charlie Sharp,,,2025,"2026, 2027",Standard,Designated Player Model,
TORONTO FC,Tyrese Spicer,,,2024,"2025, 2026, 2027",Standard,Designated Player Model,
TORONTO FC,Kosi Thompson,Homegrown Player,,2024,"2025, 2026",Homegrown,Designated Player Model,
TORONTO FC,Luke Singh,Homegrown Player,Unavailable – On Loan,2024,2025,Homegrown,Designated Player Model,
TORONTO FC,Lazar Stefanovic,Homegrown Player,,2028,2029,Homegrown,Designated Player Model,
VANCOUVER WHITECAPS FC,Sam Adekugbe,TAM Player,,2026,2027,TAM Player,Designated Player Model,
VANCOUVER WHITECAPS FC,Stuart Armstrong,Designated Player,,2026,,Designated Player,Designated Player Model,
VANCOUVER WHITECAPS FC,Sebastian Berhalter,,,2025,2026,Standard,Designated Player Model,
VANCOUVER WHITECAPS FC,Tristan Blackmon,TAM Player,,2027,,TAM Player,Designated Player Model,
VANCOUVER WHITECAPS FC,Déiber Caicedo,U22 Initiative,,2024,2025,U22 Initiative,Designated Player Model,
VANCOUVER WHITECAPS FC,Andrés Cubas,Designated Player,,2026,2027,Designated Player,Designated Player Model,
VANCOUVER WHITECAPS FC,Ryan Gauld,Designated Player,,2027,,Designated Player,Designated Player Model,
VANCOUVER WHITECAPS FC,Bjørn Inge Utvik,,,2025,2026,Standard,Designated Player Model,
VANCOUVER WHITECAPS FC,Damir Kreilach,,,2025,,Standard,Designated Player Model,
VANCOUVER WHITECAPS FC,Mathias Laborda,TAM Player,,2025,2026,TAM Player,Designated Player Model,
VANCOUVER WHITECAPS FC,Édier Ocampo,U22 Initiative,,2027,2028,U22 Initiative,Designated Player Model,
VANCOUVER WHITECAPS FC,Fafa Picault,,,2024,2025,Standard,Designated Player Model,
VANCOUVER WHITECAPS FC,Ryan Raposo,,,2024,,Standard,Designated Player Model,
VANCOUVER WHITECAPS FC,Alessandro Schöpf,TAM Player,,2024,2025,TAM Player,Designated Player Model,
VANCOUVER WHITECAPS FC,Yohei Takaoka,TAM Player,,2024,2025,TAM Player,Designated Player Model,
VANCOUVER WHITECAPS FC,Ranko Veselinović,,,2026,2027,Standard,Designated Player Model,
VANCOUVER WHITECAPS FC,Pedro Vite,U22 Initiative,,2025,,U22 Initiative,Designated Player Model,
VANCOUVER WHITECAPS FC,Brian White,,,2025,2026,Standard,Designated Player Model,
VANCOUVER WHITECAPS FC,Ali Ahmed,,,2025,2026,Standard,Designated Player Model,
VANCOUVER WHITECAPS FC,Max Anchor,Homegrown Player,,2025,"2026, 2027",Homegrown,Designated Player Model,
VANCOUVER WHITECAPS FC,Jeevan Badwal,Homegrown Player,,2027,"2028, 2029",Homegrown,Designated Player Model,
VANCOUVER WHITECAPS FC,Joe Bendik,,,2024,2025,Standard,Designated Player Model,
VANCOUVER WHITECAPS FC,Isaac Boehmer,Homegrown Player,,2024,2025,Homegrown,Designated Player Model,
VANCOUVER WHITECAPS FC,Giuseppe Bovalina,Special Discovery Player,,2026,"2027, 2028",Standard,Designated Player Model,
VANCOUVER WHITECAPS FC,Nicolas Fleuriau Chateau,,,2025,"2026, 2027",Standard,Designated Player Model,
VANCOUVER WHITECAPS FC,Belal Halbouni,,,2025,2026,Standard,Designated Player Model,
VANCOUVER WHITECAPS FC,Levonte Johnson,,,2024,2025,Standard,Designated Player Model,
VANCOUVER WHITECAPS FC,Ralph Priso,Homegrown Player,,2024,2025,Homegrown,Designated Player Model,
VANCOUVER WHITECAPS FC,J.C. Ngando,Generation adidas,Unavailable – On Loan,2024,"2025, 2026",Generation Adidas,Designated Player Model,
