0_Rk,1_Player,2_Nation,3_Pos,4_Squad,5_Age,6_Born,7_90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,30_Matches
22,Miguel Almirón,py PAR,"FW,MF",Atlanta Utd,31-297,1994,30.1,53.8,0.43,5.18,24.9,24.4,3.46,53.7,2.72,1.46,53.7,1.10,40.2,38.6,250.9,104.6,3.49,2.49,0.90,2.06,1.36,43.1,7.04,Matches
23,Alejandro Alvarado Jr.,us USA,MF,San Diego FC,22-128,2003,5.4,79.6,2.22,14.1,46.9,19.4,1.85,79.6,1.30,0.56,42.9,0.56,42.9,48.9,163.7,86.7,0.93,1.11,0.00,1.30,0.93,59.6,3.15,Matches
24,Fernando Álvarez,co COL,DF,CF Montréal,22-102,2003,12.2,66.2,6.64,34.1,29.0,3.28,0.82,66.2,0.16,0.08,50.0,0.08,50.0,38.4,176.6,99.7,0.16,0.57,0.08,0.49,0.16,44.4,0.00,Matches
25,Steven Alzate,co COL,MF,Atlanta Utd,27-087,1998,7.2,71.3,2.22,15.6,39.9,16.3,0.56,71.3,2.36,1.25,52.9,1.11,47.1,41.8,217.9,102.4,1.11,1.39,0.00,1.67,1.67,52.8,1.39,Matches
26,Pedro Amador,pt POR,DF,Atlanta Utd,26-351,1998,23.1,63.3,3.46,19.7,27.3,16.8,1.30,63.3,1.04,0.30,29.2,0.74,70.8,32.6,134.0,74.1,1.65,1.34,0.35,0.87,0.13,38.6,5.15,Matches
27,Daouda Amadou,cm CMR,MF,Colorado Rapids,23-063,2002,0.1,170.0,0.00,70.0,110.0,0.00,0.00,170.0,0.00,0.00,,0.00,,80.0,240.0,140.0,0.00,0.00,0.00,0.00,10.0,110.0,0.00,Matches
28,Frankie Amaya,us USA,MF,LAFC,25-069,2000,4.8,65.8,1.04,10.2,36.9,19.2,2.29,65.8,1.67,0.42,25.0,1.25,75.0,40.6,180.2,67.7,0.83,1.46,0.83,1.25,0.21,50.0,3.75,Matches
29,Malte Amundsen,dk DEN,DF,Columbus Crew,27-296,1998,19.8,79.9,3.94,26.4,43.8,10.3,0.61,79.9,1.06,0.76,71.4,0.25,23.8,44.9,202.6,102.0,1.16,1.06,0.10,0.56,0.51,53.7,1.72,Matches
30,Markus Anderson,us USA,FW,Philadelphia Union,21-358,2003,1.1,26.4,0.91,3.64,12.7,10.9,2.73,26.4,3.64,0.91,25.0,2.73,75.0,16.4,109.1,11.8,0.91,0.91,0.91,2.73,1.82,22.7,6.36,Matches
31,Tomas Ángel,co COL,FW,San Diego FC,22-287,2003,7.9,31.5,0.38,2.78,14.6,14.4,3.29,31.5,0.89,0.63,71.4,0.25,28.6,18.0,86.5,36.7,1.14,0.63,0.51,2.41,1.52,23.5,6.08,Matches
32,Iván Angulo,co COL,"MF,FW",Orlando City,26-257,1999,25.6,43.6,1.17,8.01,16.0,20.2,3.63,43.6,3.48,1.33,38.2,2.03,58.4,27.5,188.8,97.8,3.32,1.64,1.95,1.56,1.13,30.3,8.24,Matches
33,Conner Antley,us USA,"DF,MF",D.C. United,30-257,1995,14.9,47.8,4.03,18.8,19.4,10.0,1.54,47.8,1.41,0.47,33.3,0.81,57.1,22.6,101.2,53.0,1.61,1.07,0.40,0.81,0.27,25.6,3.69,Matches
34,Antony,br BRA,"FW,MF",Portland Timbers,24-087,2001,24.5,53.4,1.14,7.80,22.4,24.7,4.37,53.4,5.27,2.33,44.2,2.82,53.5,35.5,229.4,113.0,4.12,2.37,1.51,2.53,1.47,39.3,10.3,Matches
35,Seth Antwi,gh GHA,MF,St. Louis,26-025,1999,0.2,65.0,15.0,15.0,50.0,0.00,0.00,65.0,0.00,0.00,,0.00,,20.0,35.0,0.00,0.00,0.00,0.00,5.00,0.00,25.0,0.00,Matches
36,Brian Anunga,cm CMR,MF,FC Cincinnati,29-116,1996,18.9,56.2,2.43,14.1,34.7,8.20,0.42,56.2,0.90,0.63,70.6,0.26,29.4,26.4,117.5,47.1,0.69,1.01,0.05,1.38,0.53,34.0,0.90,Matches
37,Chris Applewhite,us USA,DF,Nashville SC,18-103,2007,2.1,71.4,9.05,36.7,34.3,0.48,0.48,71.4,0.48,0.48,100.0,0.00,0.0,42.4,175.7,84.3,0.48,0.00,0.00,0.48,0.00,52.9,0.00,Matches
38,Cristian Arango,co COL,"FW,MF",SJ Earthquakes,30-270,1995,28.3,40.2,0.95,2.76,18.1,19.7,5.48,40.1,2.97,0.99,33.3,1.84,61.9,24.3,138.0,71.7,2.51,1.80,0.88,2.90,1.66,29.5,5.94,Matches
39,César Araujo,uy URU,MF,Orlando City,24-246,2001,20.0,66.2,2.05,15.6,39.5,11.7,1.00,66.2,0.45,0.15,33.3,0.25,55.6,36.5,156.4,83.8,1.00,1.50,0.05,0.90,0.80,48.9,1.50,Matches
40,Max Arfsten,us USA,"DF,MF",Columbus Crew,24-229,2001,28.5,62.5,1.19,9.93,22.5,30.9,3.61,62.5,2.95,1.72,58.3,1.05,35.7,37.9,197.9,103.6,2.67,1.68,0.81,1.19,0.88,44.7,10.3,Matches
41,Daniel Armando Ríos,mx MEX,FW,Vancouver W'caps,30-285,1995,15.7,31.6,1.34,2.29,13.6,15.8,5.92,31.5,1.21,0.38,31.6,0.83,68.4,17.6,58.4,23.2,0.83,0.45,0.70,2.99,1.27,22.7,5.41,Matches
42,Paul Arriola,us USA,"FW,DF",Seattle Sounders,30-302,1995,0.8,56.3,0.00,3.75,22.5,31.3,6.25,56.3,1.25,1.25,100.0,0.00,0.0,40.0,228.8,95.0,2.50,1.25,0.00,0.00,2.50,47.5,21.3,Matches
43,Artur,br BRA,MF,Houston Dynamo,29-268,1996,31.7,69.8,3.00,19.0,41.9,9.50,0.19,69.8,1.07,0.63,58.8,0.35,32.4,40.6,161.6,64.9,0.44,0.76,0.03,0.66,0.50,48.9,0.85,Matches
44,Joshua Atencio,us USA,MF,Colorado Rapids,23-307,2002,19.7,65.4,2.49,14.4,38.6,13.5,0.86,65.4,0.81,0.56,68.8,0.20,25.0,33.5,153.8,75.8,0.96,1.42,0.00,1.27,0.61,39.6,1.42,Matches
45,Eduard Atuesta,co COL,MF,Orlando City,28-169,1997,25.2,68.1,2.42,14.6,37.1,16.9,1.27,68.1,2.02,0.83,41.2,0.99,49.0,40.6,178.5,79.7,0.99,1.15,0.32,1.55,1.39,50.0,2.34,Matches
46,Julián Aude,ar ARG,DF,LA Galaxy,22-255,2003,13.6,80.5,3.82,21.3,37.6,22.2,0.96,80.5,2.57,1.47,57.1,1.03,40.0,42.9,207.2,112.4,2.06,1.99,0.22,0.96,0.51,54.9,6.84,Matches
47,Tomás Avilés,ar ARG,DF,Inter Miami,21-304,2004,13.3,84.7,6.92,41.6,41.5,2.03,0.15,84.7,0.30,0.08,25.0,0.23,75.0,56.2,283.2,159.1,0.75,0.45,0.00,0.53,0.15,64.5,0.15,Matches
48,Chidozie Awaziem,ng NGA,DF,Colorado Rapids,28-337,1997,19.7,58.7,8.38,29.7,27.1,2.13,1.27,58.7,0.30,0.30,100.0,0.00,0.0,32.3,150.1,79.2,0.36,0.25,0.00,0.46,0.10,35.6,0.20,Matches
49,Obafemi Awodesu,us USA,DF,Houston Dynamo,24-243,2001,17.2,68.0,11.2,41.7,24.3,2.21,0.76,68.0,0.23,0.23,100.0,0.00,0.0,38.5,172.0,91.5,0.12,0.17,0.06,0.29,0.17,44.4,0.23,Matches
50,David Ayala,ar ARG,MF,Portland Timbers,23-131,2002,29.2,74.9,2.95,18.7,46.3,10.5,1.13,74.9,1.16,0.75,64.7,0.34,29.4,46.8,214.6,90.4,0.51,0.92,0.07,1.03,0.62,53.4,0.82,Matches
51,Dominique Badji,sn SEN,"FW,MF",D.C. United,33-049,1992,8.3,28.2,0.96,2.05,10.8,15.7,3.13,28.2,0.84,0.12,14.3,0.60,71.4,16.0,76.6,30.0,1.08,0.60,0.48,2.29,1.08,22.5,6.51,Matches
52,Jeevan Badwal,ca CAN,"MF,FW",Vancouver W'caps,19-268,2006,10.0,42.1,1.00,7.60,21.3,13.5,1.20,42.1,1.70,0.60,35.3,0.90,52.9,24.0,101.1,43.8,1.00,0.90,0.00,1.20,0.30,27.7,3.00,Matches
53,Corey Baird,us USA,FW,San Diego FC,29-308,1996,2.9,34.8,1.38,4.83,15.5,14.5,2.41,34.8,0.34,0.00,0.0,0.34,100.0,17.2,57.6,26.6,1.03,0.34,0.34,2.07,0.34,26.2,5.17,Matches
54,Corey Baird,us USA,"FW,MF",FC Cincinnati,29-308,1996,4.7,47.0,0.85,5.32,22.6,19.4,3.62,47.0,1.28,0.43,33.3,0.85,66.7,26.2,129.4,64.3,2.98,2.13,0.85,1.91,1.70,33.2,6.17,Matches
55,Cody Baker,us USA,"DF,MF",Seattle Sounders,21-331,2004,1.3,78.5,4.62,29.2,41.5,7.69,0.00,78.5,0.00,0.00,,0.00,,41.5,156.2,60.8,1.54,0.77,0.00,0.00,0.77,54.6,0.00,Matches
56,Reed Baker-Whiting,us USA,DF,Seattle Sounders,20-248,2005,6.0,73.7,4.50,22.0,31.2,21.7,1.17,73.7,1.67,0.67,40.0,0.83,50.0,39.8,217.5,94.8,1.50,1.83,0.33,2.17,0.83,44.5,5.83,Matches
57,Monsef Bakrar,dz ALG,"FW,MF",NYCFC,24-325,2001,6.7,36.4,2.09,5.07,13.0,19.0,4.93,36.4,2.39,0.45,18.8,1.79,75.0,19.4,75.4,26.1,0.60,1.19,0.30,3.73,1.64,23.1,7.61,Matches
58,Alexandru Băluță,ro ROU,"MF,FW",LAFC,32-082,1993,0.2,40.0,0.00,0.00,15.0,30.0,5.00,40.0,0.00,0.00,,0.00,,35.0,185.0,115.0,10.0,5.00,5.00,0.00,0.00,35.0,15.0,Matches
59,Jonathan Bamba,ci CIV,FW,Chicago Fire,29-253,1996,27.3,48.4,0.88,7.18,21.6,20.7,4.43,48.4,3.44,1.32,38.3,1.94,56.4,32.1,220.5,115.1,4.14,2.49,1.32,2.56,1.68,37.1,7.84,Matches
60,Fidel Barajas,mx MEX,FW,D.C. United,19-243,2006,0.4,80.0,0.00,2.50,17.5,60.0,5.00,80.0,2.50,0.00,0.0,2.50,100.0,52.5,177.5,47.5,0.00,0.00,0.00,5.00,5.00,62.5,25.0,Matches
61,Jesús Barea,es ESP,FW,Real Salt Lake,23-220,2002,2.9,45.2,1.03,3.45,19.7,23.1,4.83,45.2,2.41,1.03,42.9,1.38,57.1,26.9,121.4,45.5,0.69,1.03,0.00,5.86,4.48,30.7,4.83,Matches
62,Tai Baribo,il ISR,FW,Philadelphia Union,27-323,1998,20.7,37.6,0.34,2.03,18.4,17.5,4.93,37.6,1.06,0.53,50.0,0.53,50.0,19.2,72.3,21.3,0.53,0.39,0.29,2.75,1.11,25.4,5.31,Matches
63,Tom Barlow,us USA,"FW,MF",Chicago Fire,30-149,1995,4.1,30.5,1.71,3.41,12.7,14.4,3.41,30.5,1.22,0.00,0.0,1.22,100.0,15.1,60.5,12.0,0.49,0.73,0.24,3.17,1.22,20.0,3.90,Matches
64,Luis Barraza,us USA,GK,D.C. United,29-026,1996,23.2,38.5,31.2,38.1,0.34,0.00,0.00,38.5,0.00,0.00,,0.00,,19.7,99.9,59.8,0.00,0.00,0.00,0.04,0.00,16.3,0.00,Matches
65,Leonardo Barroso,pt POR,DF,Chicago Fire,20-175,2005,11.6,56.5,3.28,18.9,23.7,14.8,1.29,56.5,3.28,1.90,57.9,1.21,36.8,27.2,168.3,90.2,2.16,1.38,0.17,2.59,0.52,30.6,3.88,Matches
66,Jacob Bartlett,us USA,MF,Sporting KC,20-058,2005,21.5,63.2,3.86,15.4,36.5,11.7,0.37,63.2,0.37,0.14,37.5,0.14,37.5,32.4,145.0,63.3,0.28,0.93,0.00,0.65,0.37,39.9,0.37,Matches
67,Lucas Bartlett,us USA,DF,D.C. United,28-131,1997,28.9,61.8,10.5,39.5,19.2,3.39,1.59,61.8,0.10,0.10,100.0,0.00,0.0,32.0,149.1,70.5,0.28,0.24,0.00,0.55,0.24,37.7,0.31,Matches
68,Ethan Bartlow,us USA,DF,Houston Dynamo,25-305,2000,14.7,64.0,7.82,29.6,29.4,5.31,1.16,64.0,0.48,0.41,85.7,0.07,14.3,35.5,169.5,110.5,0.68,0.82,0.07,0.20,0.14,43.7,0.41,Matches
69,Cole Bassett,us USA,"MF,FW",Colorado Rapids,24-129,2001,24.4,59.0,1.76,8.69,30.3,20.3,2.91,59.0,1.76,0.70,39.5,1.02,58.1,34.3,196.6,107.1,2.87,1.80,0.53,1.35,0.70,41.9,4.55,Matches
70,Sam Bassett,us USA,"FW,MF",Colorado Rapids,22-235,2003,3.8,44.2,0.53,5.53,21.8,17.6,2.37,44.2,1.05,0.53,50.0,0.53,50.0,28.9,112.9,59.5,1.32,1.32,0.26,1.32,1.05,31.8,5.53,Matches
71,Amine Bassi,fr FRA,"MF,FW",Houston Dynamo,28-007,1997,19.4,62.0,0.15,5.67,32.9,23.8,2.27,62.0,1.08,0.46,42.9,0.57,52.4,40.0,179.5,78.0,1.86,1.86,0.31,2.11,0.98,49.4,6.60,Matches
72,Zorhan Bassong,ca CAN,"MF,DF",Sporting KC,26-211,1999,18.5,63.4,2.16,12.2,36.0,16.1,0.76,63.4,0.76,0.49,64.3,0.22,28.6,33.6,195.8,93.2,1.30,1.68,0.16,1.24,0.49,44.5,2.81,Matches
73,Andy Batioja,co COL,FW,Houston Dynamo,19-307,2006,0.1,50.0,0.00,0.00,10.0,40.0,0.00,50.0,10.0,10.0,100.0,0.00,0.0,30.0,140.0,0.00,0.00,0.00,0.00,0.00,0.00,50.0,10.0,Matches
74,Josh Bauer,us USA,DF,Nashville SC,27-135,1998,9.4,66.1,4.79,25.2,25.3,15.6,2.66,66.1,0.74,0.11,14.3,0.64,85.7,31.1,131.7,57.6,1.06,0.74,0.11,0.85,0.64,38.7,4.04,Matches
75,Timo Baumgartl,de GER,DF,St. Louis,29-275,1996,19.5,64.0,12.8,38.9,22.5,2.82,1.18,64.0,0.10,0.00,0.0,0.10,100.0,37.4,158.9,73.3,0.26,0.26,0.00,0.21,0.15,42.0,0.21,Matches
76,Tanner Beason,us USA,DF,NE Revolution,28-256,1997,21.6,58.3,7.18,31.2,23.9,3.43,0.42,58.3,0.23,0.09,40.0,0.14,60.0,30.0,100.5,44.8,0.19,0.28,0.00,0.42,0.05,38.4,0.51,Matches
77,Adam Beaudry,us USA,GK,Colorado Rapids,19-230,2006,1.0,29.0,21.0,29.0,0.00,0.00,0.00,29.0,0.00,0.00,,0.00,,18.0,60.0,35.0,0.00,0.00,0.00,0.00,0.00,16.0,0.00,Matches
78,Simon Becher,us USA,"FW,MF",St. Louis,26-137,1999,13.9,33.5,1.15,4.53,13.5,15.9,5.54,33.5,2.16,0.94,43.3,1.22,56.7,19.1,101.3,37.6,1.87,0.86,1.08,3.24,1.94,22.9,7.19,Matches
79,Alejandro Bedoya,us USA,"MF,DF",Philadelphia Union,38-219,1987,8.3,59.5,1.69,8.43,27.8,23.4,5.66,59.5,0.24,0.00,0.0,0.24,100.0,31.6,138.0,61.1,1.45,1.69,0.24,0.96,0.00,38.9,8.19,Matches
80,Jon Bell,jm JAM,DF,Seattle Sounders,28-100,1997,14.7,69.9,7.41,31.6,35.5,2.93,0.27,69.9,0.82,0.68,83.3,0.14,16.7,43.4,162.4,84.5,0.27,0.20,0.00,0.75,0.27,51.1,0.27,Matches
81,Ben Bender,us USA,"MF,FW",Philadelphia Union,24-272,2001,3.6,49.4,0.00,3.61,20.0,26.1,3.89,49.4,2.22,0.56,25.0,1.67,75.0,29.2,103.6,33.3,0.56,0.56,0.28,2.22,1.11,35.0,9.44,Matches
82,Ramiro Benetti,br BRA,"MF,DF",FC Dallas,32-196,1993,25.6,61.6,3.67,18.3,33.5,10.3,0.51,61.6,0.39,0.27,70.0,0.12,30.0,26.2,103.6,49.1,0.51,0.51,0.00,1.05,0.39,37.7,1.13,Matches
83,Christian Benteke,be BEL,FW,D.C. United,35-001,1990,20.9,31.7,1.29,2.63,14.2,15.1,6.41,31.6,0.91,0.19,21.1,0.67,73.7,15.0,60.8,23.0,1.10,0.48,0.72,1.48,1.00,24.3,4.21,Matches
84,Gustav Berggren,se SWE,MF,NY Red Bulls,28-088,1997,3.9,52.8,2.05,12.3,27.7,13.3,0.00,52.8,0.51,0.51,100.0,0.00,0.0,26.7,118.7,50.8,0.77,1.28,0.00,0.26,0.77,34.4,1.54,Matches
85,Sebastian Berhalter,us USA,MF,Vancouver W'caps,24-201,2001,25.5,79.8,2.51,13.9,40.6,25.7,1.53,79.8,0.59,0.31,53.3,0.27,46.7,41.2,162.5,78.5,1.10,1.45,0.20,1.41,1.02,51.4,3.69,Matches
86,Federico Bernardeschi,it ITA,"FW,MF",Toronto FC,31-291,1994,14.4,51.0,1.32,6.11,18.1,27.8,4.31,50.9,5.28,2.36,44.7,2.92,55.3,34.7,269.0,111.4,3.89,2.22,2.36,2.36,1.60,37.8,8.54,Matches
87,Juan Berrocal,es ESP,DF,Atlanta Utd,26-214,1999,6.4,55.9,10.0,33.8,21.6,0.94,0.31,55.9,0.00,0.00,,0.00,,29.8,129.4,52.3,0.16,0.31,0.00,0.47,0.00,33.9,0.00,Matches
88,Miguel Berry,es ESP,FW,LA Galaxy,28-079,1997,7.6,22.4,0.66,1.32,9.61,11.6,4.61,22.4,0.39,0.13,33.3,0.26,66.7,11.3,60.4,22.5,0.79,0.53,0.39,2.37,0.39,15.5,4.34,Matches
89,Pep Biel,es ESP,"MF,FW",Charlotte,29-090,1996,22.3,43.1,0.36,3.90,17.9,21.7,2.91,43.1,2.51,0.85,33.9,1.57,62.5,26.0,138.7,61.3,1.75,1.39,0.45,1.70,1.79,30.9,5.65,Matches
90,David Bingham,us USA,GK,Charlotte,36-046,1989,2.0,34.0,29.0,33.5,0.50,0.00,0.00,34.0,0.00,0.00,,0.00,,19.0,110.0,63.5,0.00,0.00,0.00,0.00,0.00,14.0,0.00,Matches
91,Guilherme Biro,br BRA,DF,Austin,25-217,2000,29.1,60.5,5.09,21.4,27.6,12.0,1.75,60.5,0.79,0.34,43.5,0.45,56.5,30.4,146.3,70.0,1.37,1.03,0.14,0.52,0.58,36.4,2.44,Matches
92,Tristan Blackmon,us USA,DF,Vancouver W'caps,29-114,1996,23.0,79.8,7.22,33.8,39.8,6.65,1.22,79.8,0.61,0.43,71.4,0.09,14.3,49.3,225.3,108.1,0.87,0.61,0.04,0.43,0.04,55.7,0.43,Matches
93,Andre Blake,jm JAM,GK,Philadelphia Union,35-013,1990,20.3,28.5,22.3,28.3,0.25,0.00,0.00,28.5,0.05,0.05,100.0,0.00,0.0,16.0,90.5,37.0,0.00,0.00,0.00,0.00,0.00,12.2,0.00,Matches
94,Emmanuel Boateng,gh GHA,FW,San Diego FC,31-321,1994,2.7,43.7,2.59,8.52,14.1,21.9,2.96,43.7,1.85,1.11,60.0,0.74,40.0,25.9,116.7,45.6,2.59,1.85,0.00,1.11,1.11,31.5,6.30,Matches
95,Wiktor Bogacz,pl POL,FW,NY Red Bulls,21-143,2004,3.5,31.1,0.86,1.71,11.1,18.3,3.43,31.1,2.00,0.86,42.9,1.14,57.1,17.7,82.9,36.6,0.86,0.57,0.29,1.71,2.86,25.7,7.71,Matches
96,Luca Bombino,us USA,DF,San Diego FC,19-147,2006,23.6,73.8,2.71,22.6,36.5,15.1,1.27,73.8,1.14,0.51,44.4,0.55,48.1,38.1,174.0,97.4,1.61,1.19,0.17,1.19,0.72,47.1,4.49,Matches
97,Jonathan Bond,eng ENG,GK,Houston Dynamo,32-199,1993,26.0,32.3,25.8,32.1,0.27,0.00,0.00,32.3,0.08,0.08,100.0,0.00,0.0,19.5,92.7,47.0,0.00,0.00,0.00,0.08,0.00,16.3,0.00,Matches
98,Denis Bouanga,ga GAB,FW,LAFC,31-023,1994,29.5,49.9,0.71,3.42,14.2,33.6,8.44,49.6,6.98,3.05,43.7,3.66,52.4,32.1,258.2,138.8,5.90,2.27,3.90,3.76,1.76,37.3,13.1,Matches
99,Ousseni Bouda,bf BFA,"FW,MF",SJ Earthquakes,25-220,2000,14.8,47.1,1.35,6.15,18.4,23.1,4.32,47.1,2.77,1.08,39.0,1.55,56.1,29.3,213.6,92.6,3.31,2.16,0.88,2.97,2.57,33.2,7.50,Matches
100,Giuseppe Bovalina,au AUS,DF,Vancouver W'caps,21-023,2004,2.3,57.4,3.91,17.8,16.5,23.0,4.35,57.4,0.87,0.00,0.0,0.87,100.0,29.6,157.8,89.1,1.74,3.48,0.43,0.87,1.74,32.2,6.96,Matches
101,Michael Boxall,nz NZL,DF,Minnesota Utd,37-108,1988,29.5,48.5,10.4,28.5,12.6,7.66,1.05,48.5,0.17,0.10,60.0,0.07,40.0,19.3,77.7,38.9,0.27,0.24,0.03,0.58,0.07,23.6,0.37,Matches
102,Tyler Boyd,us USA,MF,Nashville SC,30-339,1994,1.8,41.1,0.00,5.00,17.2,18.9,1.67,41.1,3.33,1.11,33.3,2.22,66.7,31.1,176.1,80.6,0.56,3.89,0.56,1.67,3.89,38.3,6.67,Matches
103,Chris Brady,us USA,GK,Chicago Fire,21-276,2004,27.4,34.9,32.7,34.8,0.04,0.00,0.00,34.9,0.04,0.00,0.0,0.00,0.0,18.4,71.0,39.0,0.00,0.00,0.00,0.00,0.00,18.0,0.00,Matches
