0_Rk,1_Player,2_Nation,3_Pos,4_Squad,5_Age,6_Born,7_90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,30_Matches
210,Maxime Dominguez,ch SUI,MF,Toronto FC,29-306,1996,15.7,52.5,0.83,9.43,29.8,14.5,0.96,52.5,1.40,0.70,50.0,0.57,40.9,31.3,164.5,69.7,1.66,1.40,0.25,1.15,1.21,36.6,3.25,Matches
211,Ronald Donkor,ml MLI,MF,NY Red Bulls,21-014,2004,9.6,76.0,2.08,11.9,48.2,17.0,1.35,76.0,1.67,1.25,75.0,0.42,25.0,44.7,205.5,101.4,1.77,1.04,0.31,2.19,0.83,53.4,3.13,Matches
212,Christopher Donovan,us USA,"FW,MF",Philadelphia Union,25-118,2000,6.1,43.6,0.66,3.93,18.4,22.0,5.57,43.6,1.48,0.66,44.4,0.82,55.6,22.8,107.7,46.4,2.46,1.31,0.98,3.77,2.46,31.1,8.03,Matches
213,Griffin Dorsey,us USA,DF,Houston Dynamo,26-274,1999,29.6,49.2,2.57,13.8,16.3,19.4,2.87,49.2,0.71,0.44,61.9,0.24,33.3,24.6,142.0,75.7,2.94,1.55,0.61,1.55,0.54,28.9,7.80,Matches
214,C.J. dos Santos,us USA,GK,San Diego FC,25-102,2000,30.0,36.2,30.2,35.6,0.63,0.00,0.00,36.2,0.00,0.00,,0.00,,21.4,79.5,42.8,0.00,0.00,0.00,0.00,0.03,20.2,0.00,Matches
215,Hassani Dotson,us USA,MF,Minnesota Utd,28-120,1997,4.6,44.3,1.96,12.2,24.8,8.04,0.65,44.3,1.09,0.65,60.0,0.43,40.0,18.9,59.1,33.7,0.65,0.43,0.22,1.74,0.43,25.2,2.39,Matches
216,Souleyman Doumbia,ci CIV,DF,Charlotte,29-071,1996,6.7,67.0,5.67,25.4,32.8,9.25,0.60,67.0,1.49,0.60,40.0,0.75,50.0,39.9,201.0,110.7,2.69,1.34,0.15,0.15,0.90,41.9,2.09,Matches
217,Anders Dreyer,dk DEN,FW,San Diego FC,27-216,1998,33.5,54.7,0.21,4.66,22.4,28.1,5.25,54.6,1.46,0.69,46.9,0.75,51.0,31.7,165.2,76.8,2.42,1.34,1.13,1.64,0.72,43.3,7.97,Matches
218,Manu Duah,gh GHA,DF,San Diego FC,20-182,2005,11.5,94.3,11.0,52.2,40.0,2.87,0.26,94.3,0.96,0.52,54.5,0.17,18.2,61.5,285.2,155.2,0.70,0.61,0.00,0.52,0.35,71.1,0.17,Matches
219,Nicolás Dubersarsky,ar ARG,MF,Austin,20-348,2004,7.7,54.4,3.64,15.5,32.7,7.01,0.52,54.4,0.91,0.39,42.9,0.52,57.1,28.6,149.6,71.2,1.30,0.91,0.26,0.78,0.65,33.6,0.91,Matches
220,Erik Duenas,us USA,"MF,FW",Houston Dynamo,21-047,2004,1.8,51.1,1.67,12.8,25.0,14.4,3.33,51.1,2.22,0.56,25.0,1.67,75.0,27.8,147.2,62.2,2.22,1.11,1.67,2.22,2.78,33.9,6.11,Matches
221,Morris Duggan,de GER,DF,Minnesota Utd,25-041,2000,14.6,46.3,8.84,26.5,15.5,4.38,1.92,46.3,0.34,0.14,40.0,0.21,60.0,20.3,113.2,72.3,0.82,0.21,0.07,0.34,0.21,24.0,0.41,Matches
222,Bryce Duke,us USA,"MF,FW",CF Montréal,24-279,2001,7.5,54.1,1.07,9.07,25.1,20.4,1.87,54.1,2.00,0.67,33.3,1.20,60.0,26.0,122.0,57.1,1.47,1.60,0.40,1.33,0.80,34.9,5.07,Matches
223,Kyle Duncan,us USA,DF,NY Red Bulls,28-118,1997,17.0,74.6,3.53,18.2,36.9,20.1,1.12,74.6,1.82,1.06,58.1,0.76,41.9,39.8,189.1,95.7,2.12,1.35,0.18,1.88,0.76,45.0,4.53,Matches
224,Chris Durkin,us USA,MF,St. Louis,25-299,2000,12.3,55.9,4.39,15.9,30.5,9.84,1.79,55.9,0.41,0.24,60.0,0.16,40.0,24.6,88.5,41.4,0.49,0.41,0.24,1.38,0.41,34.0,2.44,Matches
225,Leonard Duru,eng ENG,DF,San Diego FC,20-326,2005,0.4,57.5,2.50,15.0,17.5,25.0,0.00,57.5,5.00,0.00,0.0,5.00,100.0,20.0,50.0,15.0,0.00,0.00,0.00,0.00,0.00,27.5,5.00,Matches
226,Jeremy Ebobisse,us USA,FW,LAFC,28-293,1997,9.7,31.0,1.03,2.16,14.7,14.3,3.30,31.0,1.24,0.72,58.3,0.52,41.7,17.6,77.2,24.4,0.72,0.93,0.21,2.58,1.03,23.1,3.92,Matches
227,Ender Echenique,ve VEN,"DF,FW",FC Cincinnati,21-246,2004,5.6,42.5,1.61,8.57,14.3,20.4,5.36,42.5,2.86,1.61,56.3,1.25,43.8,24.5,165.0,91.3,3.93,1.07,1.79,2.32,1.07,26.8,8.39,Matches
228,Daniel Edelman,us USA,MF,NY Red Bulls,22-220,2003,22.4,68.3,2.32,13.5,44.3,10.7,0.18,68.3,0.67,0.31,46.7,0.36,53.3,35.6,141.8,64.2,0.71,1.21,0.04,1.03,0.67,45.8,1.16,Matches
229,Earl Edwards Jr.,us USA,GK,SJ Earthquakes,33-314,1992,6.3,30.6,25.9,30.2,0.48,0.00,0.00,30.6,0.00,0.00,,0.00,,16.0,81.7,40.6,0.00,0.00,0.00,0.00,0.00,11.6,0.00,Matches
230,Matthew Edwards,us USA,DF,Atlanta Utd,22-290,2003,13.4,68.4,3.13,24.8,32.8,11.0,0.60,68.4,0.30,0.15,50.0,0.15,50.0,36.9,146.2,67.7,0.60,1.42,0.07,0.90,0.30,45.1,2.91,Matches
231,Michael Edwards,us USA,DF,Colorado Rapids,25-007,2000,0.3,56.7,16.7,30.0,23.3,3.33,0.00,56.7,0.00,0.00,,0.00,,33.3,150.0,40.0,0.00,0.00,0.00,0.00,0.00,30.0,0.00,Matches
232,Raheem Edwards,ca CAN,DF,NY Red Bulls,30-142,1995,15.9,67.9,3.33,18.9,29.9,19.9,1.26,67.9,3.14,1.64,52.0,1.38,44.0,32.3,162.6,88.6,2.20,1.64,0.25,1.26,1.70,37.7,6.10,Matches
233,Noah Eile,se SWE,DF,NY Red Bulls,23-138,2002,29.0,80.4,7.97,36.1,40.0,5.00,1.10,80.4,0.55,0.24,43.8,0.24,43.8,47.2,249.2,141.1,1.00,1.17,0.10,0.52,0.31,54.3,0.38,Matches
234,Jack Elliott,eng ENG,DF,Chicago Fire,30-101,1995,32.6,70.5,15.2,46.3,21.3,3.19,1.56,70.5,0.21,0.18,85.7,0.00,0.0,35.9,174.1,96.9,0.43,0.34,0.00,0.28,0.18,45.4,0.34,Matches
235,Justin Ellis,us USA,FW,Orlando City,18-204,2007,0.0,4,0,1,0,3,0,4,1,0,0.0,1,100.0,2,7,1,0,0,0,0,0,2,0,Matches
236,Rayan Elloumi,ca CAN,FW,Vancouver W'caps,18-078,2007,2.3,32.6,1.30,3.04,13.9,15.7,4.35,32.6,1.74,0.43,25.0,1.30,75.0,16.1,59.1,18.3,0.43,0.43,0.00,3.04,2.17,23.0,3.48,Matches
237,Emeka Eneli,us USA,MF,Real Salt Lake,26-047,1999,20.1,60.2,2.09,13.4,34.9,12.9,0.75,60.2,2.24,1.24,55.6,0.85,37.8,34.4,193.2,110.2,2.04,1.94,0.00,1.84,0.75,40.8,1.89,Matches
238,Lukas Engel,dk DEN,DF,FC Cincinnati,26-355,1998,30.2,70.4,4.40,23.3,35.4,12.3,1.59,70.4,1.32,0.60,45.0,0.70,52.5,33.4,157.4,80.6,1.46,0.79,0.20,0.96,0.43,42.8,3.61,Matches
239,Lawrence Ennali,de GER,"MF,FW",Houston Dynamo,23-272,2002,11.0,39.5,0.64,3.73,10.4,26.0,6.00,39.5,5.27,2.09,39.7,2.73,51.7,28.5,206.1,102.6,5.18,1.64,2.82,1.82,2.09,30.1,10.5,Matches
240,Boris Enow,cm CMR,MF,D.C. United,25-249,2000,18.2,57.5,1.10,14.1,36.0,7.86,0.27,57.5,0.71,0.44,61.5,0.27,38.5,28.5,107.3,41.4,0.38,0.66,0.05,0.82,0.93,36.9,0.66,Matches
241,Ramiro Enrique,ar ARG,FW,Orlando City,24-214,2001,10.5,33.6,1.43,3.14,14.4,16.5,5.14,33.6,2.29,0.67,29.2,1.43,62.5,16.5,83.8,31.9,1.24,0.86,0.48,2.95,1.05,23.5,4.67,Matches
242,Franco Escobar,ar ARG,DF,Houston Dynamo,30-286,1995,17.4,74.7,4.31,29.8,32.3,13.7,2.64,74.7,1.21,0.92,76.2,0.29,23.8,40.3,170.9,75.7,1.21,0.92,0.11,1.26,0.80,47.2,2.53,Matches
243,Olger Escobar,gt GUA,MF,CF Montréal,19-084,2006,5.0,35.8,1.00,4.00,16.8,15.6,2.20,35.8,3.40,1.20,35.3,1.80,52.9,21.2,127.4,55.2,1.80,1.40,0.40,1.40,1.20,23.6,2.60,Matches
244,Cristian Espinoza,ar ARG,"MF,FW",SJ Earthquakes,30-245,1995,29.9,69.5,0.90,8.33,26.0,36.4,2.68,69.5,3.04,1.27,41.8,1.64,53.8,37.8,220.2,99.7,3.44,2.84,0.64,2.68,1.24,43.5,8.80,Matches
245,Derrick Etienne,ht HAI,"FW,DF",Toronto FC,29-009,1996,11.0,35.8,0.82,6.82,13.3,16.2,3.36,35.8,1.91,0.82,42.9,1.00,52.4,21.7,136.2,65.3,2.82,1.36,1.27,2.55,1.36,24.4,6.91,Matches
246,Evander,br BRA,MF,FC Cincinnati,27-178,1998,30.4,57.7,0.53,5.72,27.6,25.4,3.26,57.7,2.96,1.41,47.8,1.38,46.7,34.7,226.7,117.9,3.72,2.86,1.25,2.57,1.28,41.5,4.11,Matches
247,Nicolás Ezequiel Fernández,ar ARG,FW,NYCFC,25-327,2000,9.8,52.9,0.51,5.31,25.2,23.2,3.06,52.9,2.14,1.43,66.7,0.61,28.6,31.9,213.5,84.2,3.37,1.94,0.82,2.45,1.84,37.0,6.22,Matches
248,Diego Fagúndez,uy URU,"MF,FW",LA Galaxy,30-293,1995,27.4,66.8,1.13,7.77,31.9,27.7,1.53,66.8,1.17,0.40,34.4,0.69,59.4,39.7,193.3,85.4,1.82,1.75,0.29,1.13,0.80,51.4,4.74,Matches
249,Maximiliano Falcón,uy URU,DF,Inter Miami,28-217,1997,20.8,63.8,8.08,38.0,25.1,0.91,0.38,63.8,0.14,0.05,33.3,0.10,66.7,40.3,197.8,112.1,0.29,0.10,0.00,0.43,0.14,45.3,0.10,Matches
250,Fallou Fall,sn SEN,DF,St. Louis,21-233,2004,6.5,61.4,9.69,31.2,26.5,3.69,2.15,61.4,0.15,0.15,100.0,0.00,0.0,36.6,155.2,90.6,0.77,0.00,0.00,0.15,0.31,40.6,0.15,Matches
251,Marco Farfan,us USA,DF,FC Dallas,27-022,1998,14.3,55.2,4.83,20.4,22.5,12.5,0.91,55.2,1.05,0.35,33.3,0.56,53.3,22.9,96.2,44.8,1.40,0.56,0.14,1.33,0.63,30.8,2.45,Matches
252,Jordan Farr,us USA,GK,D.C. United,31-060,1994,2.8,35.0,26.8,34.6,0.36,0.00,0.00,35.0,0.00,0.00,,0.00,,18.2,91.4,60.4,0.00,0.00,0.00,0.36,0.00,12.9,0.00,Matches
253,Andrew Farrell,us USA,"MF,DF",NE Revolution,33-246,1992,0.3,50.0,3.33,16.7,30.0,3.33,0.00,50.0,0.00,0.00,,0.00,,13.3,43.3,0.00,0.00,0.00,0.00,0.00,0.00,13.3,0.00,Matches
254,Logan Farrington,us USA,"FW,MF",FC Dallas,23-355,2001,17.4,38.7,1.90,6.38,14.1,19.4,4.37,38.7,3.33,1.38,41.4,1.72,51.7,20.9,150.0,78.5,2.93,1.44,1.32,2.87,1.78,26.6,6.55,Matches
255,Mohamed Farsi,dz ALG,"DF,MF",Columbus Crew,25-353,1999,16.5,70.2,1.88,8.67,29.4,32.7,4.00,70.2,1.15,0.30,26.3,0.61,52.6,43.6,191.8,89.8,2.42,1.70,1.21,1.39,0.79,52.8,12.2,Matches
256,Ilay Feingold,il ISR,DF,NE Revolution,21-103,2004,24.9,61.3,3.57,20.4,25.0,16.7,1.89,61.3,1.97,1.04,53.1,0.80,40.8,35.3,185.0,107.1,2.61,0.96,0.68,1.29,0.64,40.4,6.02,Matches
257,Joaquín Fernández,es ESP,DF,Sporting KC,29-187,1996,14.4,61.4,7.08,28.2,31.9,1.67,0.90,61.4,0.07,0.07,100.0,0.00,0.0,35.4,166.7,80.8,0.35,0.14,0.00,0.28,0.00,41.1,0.00,Matches
258,Julián Fernández,ar ARG,"FW,MF",NYCFC,21-335,2004,15.7,61.7,1.02,8.09,25.2,29.8,4.20,61.7,3.57,1.53,42.9,1.72,48.2,36.1,216.9,108.5,3.12,2.17,1.02,3.18,0.76,43.1,9.62,Matches
259,Nick Fernandez,us USA,MF,SJ Earthquakes,23-347,2001,1.3,43.8,0.77,7.69,26.2,10.8,0.00,43.8,0.77,0.00,0.0,0.77,100.0,20.0,68.5,15.4,0.00,0.00,0.00,0.00,0.77,25.4,0.77,Matches
260,Omir Fernandez,us USA,"MF,FW",Colorado Rapids,26-299,1999,2.0,44.0,0.50,6.00,9.50,29.0,6.00,44.0,3.00,0.50,16.7,2.00,66.7,28.5,184.5,109.5,5.00,2.00,2.50,2.00,3.00,29.5,9.00,Matches
261,Omir Fernandez,us USA,"MF,FW",Portland Timbers,26-299,1999,4.7,55.1,0.85,5.11,23.6,26.8,5.11,55.1,4.26,1.49,35.0,2.77,65.0,36.6,196.0,103.6,3.40,2.77,2.13,2.34,0.64,44.3,11.9,Matches
262,Jesús Ferreira,us USA,"FW,MF",Seattle Sounders,24-345,2000,24.2,50.6,0.50,5.00,23.8,22.0,3.06,50.6,0.83,0.25,30.0,0.54,65.0,29.7,122.4,61.0,1.53,1.49,0.41,1.32,0.54,38.6,6.49,Matches
263,Dominik Fitz,at AUT,"FW,DF",Minnesota Utd,26-171,1999,1.7,53.5,0.59,8.24,22.9,22.9,3.53,53.5,2.94,0.59,20.0,1.76,60.0,29.4,123.5,69.4,1.76,1.76,1.76,4.12,1.18,32.4,8.82,Matches
264,Kristian Fletcher,us USA,FW,D.C. United,20-120,2005,0.9,33.3,1.11,4.44,15.6,13.3,2.22,33.3,3.33,0.00,0.0,3.33,100.0,20.0,108.9,25.6,1.11,1.11,1.11,4.44,3.33,21.1,5.56,Matches
265,Nicolas Fleuriau,ca CAN,"DF,FW",Vancouver W'caps,23-197,2002,0.1,80.0,0.00,0.00,40.0,40.0,20.0,80.0,10.0,10.0,100.0,0.00,0.0,30.0,70.0,10.0,0.00,0.00,0.00,0.00,10.0,40.0,30.0,Matches
266,Deybi Flores,hn HON,MF,Toronto FC,29-171,1996,15.1,62.6,4.77,19.7,37.1,6.89,0.86,62.6,0.33,0.07,20.0,0.26,80.0,30.4,122.8,50.0,0.53,0.66,0.07,0.93,0.26,34.6,0.33,Matches
267,Gilberto Flores,py PAR,DF,FC Cincinnati,22-247,2003,13.1,64.9,7.40,33.4,29.6,2.21,0.84,64.9,0.31,0.23,75.0,0.08,25.0,33.7,141.8,63.3,0.08,0.15,0.00,0.76,0.23,39.5,0.08,Matches
268,Max Floriani,us USA,DF,SJ Earthquakes,22-301,2003,9.1,54.7,5.05,26.7,26.0,2.42,0.33,54.7,0.55,0.44,80.0,0.11,20.0,28.6,131.3,61.1,0.22,0.22,0.00,1.10,0.33,34.3,0.33,Matches
269,CJ Fodrey,us USA,"FW,MF",Austin,21-297,2004,3.7,36.8,1.08,6.22,17.0,15.4,6.49,36.8,1.62,1.08,66.7,0.27,16.7,15.9,104.1,54.3,1.08,1.89,0.54,2.70,2.16,21.1,3.51,Matches
270,Mamadou Fofana,ml MLI,DF,NE Revolution,27-317,1998,28.6,62.0,10.5,39.3,21.9,1.19,0.24,62.0,0.24,0.21,85.7,0.03,14.3,36.2,173.3,94.4,0.24,0.24,0.00,0.35,0.21,40.4,0.07,Matches
271,Emil Forsberg,se SWE,"MF,FW",NY Red Bulls,34-042,1991,31.8,40.9,0.13,1.54,19.4,20.5,2.48,40.8,1.60,0.63,39.2,0.94,58.8,24.2,111.2,45.7,1.07,1.48,0.35,1.64,1.01,29.7,5.60,Matches
272,Ajani Fortune,tt TRI,"MF,DF",Atlanta Utd,22-339,2002,8.7,64.0,1.84,13.0,33.6,17.8,1.61,64.0,1.61,0.92,57.1,0.46,28.6,38.4,172.4,90.1,2.07,1.72,0.34,1.38,0.11,45.1,3.91,Matches
273,Jimer Fory,co COL,DF,Portland Timbers,23-194,2002,22.9,70.8,4.24,22.7,36.2,12.4,0.83,70.8,1.14,0.74,65.4,0.39,34.6,36.2,162.5,83.7,1.53,1.27,0.17,0.87,0.44,42.6,3.32,Matches
274,André Franco,pt POR,MF,Chicago Fire,27-236,1998,4.4,79.3,2.73,21.4,38.6,19.8,1.59,79.3,2.05,0.91,44.4,1.14,55.6,46.1,203.9,66.4,1.59,0.68,0.45,2.73,0.68,62.5,2.50,Matches
275,Kobe Franklin,ca CAN,DF,Toronto FC,22-208,2003,8.7,54.1,3.22,21.0,24.3,9.31,0.34,54.1,0.69,0.34,50.0,0.23,33.3,29.8,129.3,57.5,0.80,0.92,0.11,0.57,0.69,31.5,2.18,Matches
276,Ian Fray,jm JAM,DF,Inter Miami,23-095,2002,13.7,61.2,3.07,22.3,27.1,12.4,2.12,61.2,3.14,1.46,46.5,1.39,44.2,32.6,198.0,107.6,2.48,1.09,0.66,2.34,0.88,36.4,4.09,Matches
277,Wayne Frederick,tt TRI,MF,Colorado Rapids,21-174,2004,2.5,55.2,7.60,16.0,30.8,9.60,2.80,55.2,1.20,0.80,66.7,0.40,33.3,21.2,94.8,30.4,0.80,1.20,0.80,2.80,0.00,28.0,2.00,Matches
278,Alex Freeman,us USA,DF,Orlando City,21-117,2004,27.3,59.7,3.41,16.3,23.7,20.4,4.18,59.7,2.38,1.32,55.4,0.95,40.0,31.1,172.1,98.2,2.49,1.47,0.99,0.88,0.99,36.9,7.03,Matches
279,Matt Freese,us USA,GK,NYCFC,27-093,1998,30.7,31.2,28.2,31.2,0.07,0.00,0.00,31.2,0.07,0.07,100.0,0.00,0.0,19.4,93.3,55.2,0.00,0.00,0.00,0.10,0.00,15.0,0.00,Matches
280,Stefan Frei,ch SUI,GK,Seattle Sounders,39-228,1986,26.0,30.5,26.5,30.3,0.23,0.00,0.00,30.5,0.00,0.00,,0.00,,16.4,93.7,45.9,0.00,0.00,0.00,0.00,0.00,13.1,0.00,Matches
281,Julian Gaines,us USA,"FW,DF",Nashville SC,23-029,2002,0.3,140.0,0.00,46.7,50.0,43.3,0.00,140.0,0.00,0.00,,0.00,,73.3,363.3,140.0,3.33,3.33,0.00,3.33,0.00,73.3,3.33,Matches
282,Jeffrey Gal,us USA,GK,Chicago Fire,32-242,1993,6.6,30.8,28.6,30.8,0.00,0.00,0.00,30.8,0.15,0.00,0.0,0.15,100.0,17.3,78.5,45.5,0.00,0.00,0.00,0.00,0.00,14.8,0.00,Matches
283,Jon Gallagher,ie IRL,"DF,MF",Austin,29-284,1996,26.2,49.5,3.40,13.5,20.0,16.4,1.34,49.5,1.03,0.50,48.1,0.46,44.4,26.7,135.2,65.9,2.18,1.22,0.34,1.18,0.27,30.4,5.95,Matches
284,Pedro Gallese,pe PER,GK,Orlando City,35-284,1990,32.0,26.9,22.7,26.7,0.22,0.00,0.00,26.9,0.03,0.03,100.0,0.00,0.0,13.9,81.1,54.4,0.00,0.00,0.00,0.00,0.00,9.09,0.00,Matches
285,Ignatius Ganago,cm CMR,"FW,MF",NE Revolution,26-291,1999,17.5,30.8,0.97,4.40,13.7,13.2,5.14,30.8,1.71,0.57,33.3,0.74,43.3,18.6,112.3,42.1,1.60,0.91,0.91,2.17,1.09,22.4,6.46,Matches
286,Carlos Garcés,co COL,DF,LA Galaxy,24-054,2001,19.1,77.2,6.18,36.5,39.2,1.73,0.58,77.2,0.52,0.26,50.0,0.26,50.0,50.7,230.8,108.2,0.26,0.42,0.10,1.41,0.16,56.0,0.10,Matches
287,Diego García,us USA,MF,FC Dallas,19-048,2006,0.1,160.0,40.0,80.0,60.0,20.0,10.0,160.0,10.0,0.00,0.0,10.0,100.0,50.0,280.0,110.0,0.00,0.00,0.00,10.0,10.0,50.0,10.0,Matches
288,Manu García,es ESP,MF,Sporting KC,27-336,1998,23.3,62.4,0.82,6.27,30.4,26.7,1.20,62.4,3.43,1.63,47.5,1.67,48.8,39.6,211.1,94.8,2.02,2.58,0.17,1.93,1.37,47.8,2.53,Matches
289,Ryan Gauld,sct SCO,"FW,MF",Vancouver W'caps,29-353,1995,2.7,65.6,0.00,3.33,26.7,36.7,6.30,65.6,0.37,0.00,0.0,0.37,100.0,35.6,133.0,55.2,1.48,1.85,0.37,1.85,1.48,45.2,11.1,Matches
290,Luka Gavran,ca CAN,GK,Toronto FC,25-209,2000,3.0,38.3,37.3,38.3,0.00,0.00,0.00,38.3,0.00,0.00,,0.00,,21.3,80.7,28.3,0.00,0.00,0.00,0.00,0.00,18.7,0.00,Matches
291,Dániel Gazdag,hu HUN,"MF,FW",Philadelphia Union,29-277,1996,5.5,48.9,0.18,4.18,26.9,18.4,3.64,48.9,1.82,0.18,10.0,1.64,90.0,29.8,134.5,54.0,1.09,1.82,0.18,1.27,0.91,36.9,5.64,Matches
292,Dániel Gazdag,hu HUN,"MF,FW",Columbus Crew,29-277,1996,22.9,56.9,0.35,3.89,27.3,26.0,3.71,56.9,1.27,0.44,34.5,0.66,51.7,38.5,177.9,74.0,1.83,1.40,0.26,1.88,1.14,50.0,7.51,Matches
293,Owen Géne,fr FRA,MF,Minnesota Utd,22-260,2003,7.3,51.6,2.74,15.5,27.1,9.45,0.96,51.6,1.51,1.10,72.7,0.41,27.3,24.7,80.8,35.2,0.68,0.27,0.14,0.96,1.64,31.6,2.19,Matches
294,Sharod George,us USA,MF,NE Revolution,21-208,2004,0.1,40.0,0.00,10.0,20.0,10.0,0.00,40.0,10.0,0.00,0.0,10.0,100.0,10.0,50.0,0.00,0.00,0.00,0.00,0.00,0.00,10.0,10.0,Matches
295,Joran Gerbet,fr FRA,MF,Orlando City,24-157,2001,12.4,56.2,2.66,15.0,34.3,7.10,0.16,56.2,0.73,0.40,55.6,0.16,22.2,28.4,120.7,36.0,0.24,0.65,0.00,0.81,0.32,36.1,0.40,Matches
296,Samuel Gidi,sk SVK,MF,FC Cincinnati,21-233,2004,3.3,70.6,7.27,20.3,41.8,9.09,0.91,70.6,0.91,0.30,33.3,0.61,66.7,38.2,234.5,89.7,0.91,2.12,0.00,2.42,0.91,43.6,1.52,Matches
297,Carles Gil,es ESP,"MF,FW",NE Revolution,33-012,1992,33.9,72.6,0.27,6.49,38.8,28.1,1.56,72.5,4.34,2.09,48.3,1.80,41.5,50.2,366.2,171.1,4.48,4.04,0.44,1.80,1.30,56.2,4.45,Matches
298,Thomas Gillier,cl CHI,GK,CF Montréal,21-190,2004,8.0,37.3,29.9,37.3,0.00,0.00,0.00,37.3,0.00,0.00,,0.00,,25.3,89.5,49.4,0.00,0.00,0.00,0.13,0.00,21.5,0.00,Matches
299,Blake Gillingham,us USA,GK,Houston Dynamo,23-054,2002,3.3,33.9,28.5,33.9,0.00,0.00,0.00,33.9,0.00,0.00,,0.00,,17.3,76.4,52.4,0.00,0.00,0.00,0.00,0.00,16.7,0.00,Matches
300,Jake Girdwood-Reich,au AUS,"DF,MF",St. Louis,21-192,2004,5.5,64.0,6.36,28.0,31.1,5.09,0.36,64.0,1.09,0.55,50.0,0.55,50.0,36.9,194.5,76.0,0.36,0.00,0.18,0.36,0.36,42.7,0.00,Matches
301,Olivier Giroud,fr FRA,FW,LAFC,39-065,1986,5.9,38.1,1.36,2.88,20.3,15.1,6.10,38.1,0.34,0.00,0.0,0.17,50.0,15.3,52.5,21.9,0.68,0.68,0.17,4.07,0.17,25.8,6.78,Matches
302,Dennis Gjengaar,no NOR,"FW,MF",NY Red Bulls,21-283,2004,8.5,43.2,1.18,6.12,17.1,20.8,3.76,43.2,1.76,0.35,20.0,1.41,80.0,26.4,156.8,71.6,2.59,1.65,1.18,2.94,1.53,30.2,6.47,Matches
303,Justen Glad,us USA,DF,Real Salt Lake,28-279,1997,30.9,80.6,12.2,43.6,34.3,2.98,0.94,80.6,0.10,0.06,66.7,0.03,33.3,48.1,214.6,119.3,0.23,0.32,0.03,0.19,0.03,54.6,0.19,Matches
304,Omari Glasgow,gy GUY,"DF,FW",Chicago Fire,22-012,2003,5.9,58.1,2.20,14.4,23.1,21.0,2.20,58.1,2.37,0.34,14.3,2.03,85.7,33.4,169.0,76.1,1.53,0.51,0.68,1.86,1.36,35.8,7.80,Matches
305,Ian Glavinovich,ar ARG,DF,Philadelphia Union,24-038,2001,2.9,51.4,4.48,19.7,27.9,4.48,2.41,51.4,0.69,0.00,0.0,0.69,100.0,21.7,121.7,59.7,0.34,0.00,0.00,0.69,0.34,21.4,0.00,Matches
306,Jakob Glesnes,no NOR,DF,Philadelphia Union,31-254,1994,29.2,54.3,5.82,26.1,26.1,2.71,0.72,54.3,0.14,0.07,50.0,0.07,50.0,24.8,136.6,77.7,0.62,0.34,0.07,0.58,0.14,26.8,0.10,Matches
307,Aníbal Godoy,pa PAN,MF,San Diego FC,35-297,1990,19.1,90.5,3.19,21.0,54.7,15.3,0.79,90.5,0.94,0.42,44.4,0.37,38.9,51.5,224.4,97.5,0.94,1.68,0.05,1.05,0.58,74.7,1.36,Matches
308,Yeimar Gómez Andrade,co COL,DF,Seattle Sounders,33-157,1992,19.6,74.9,6.12,29.9,41.1,4.44,1.38,74.9,0.41,0.31,75.0,0.10,25.0,42.8,169.8,85.9,0.66,0.46,0.05,0.61,0.15,48.4,0.20,Matches
309,Nicksoen Gomis,fr FRA,DF,Toronto FC,23-264,2002,5.3,49.2,5.09,24.7,22.1,2.83,0.75,49.2,0.57,0.00,0.0,0.57,100.0,29.1,142.6,67.4,0.38,0.19,0.00,0.75,0.57,31.3,0.00,Matches
310,Diogo Gonçalves,pt POR,"FW,MF",Real Salt Lake,28-301,1997,24.2,42.9,0.58,4.46,20.2,19.0,2.56,42.9,1.86,0.79,42.2,1.03,55.6,26.2,156.1,77.5,2.19,1.65,0.50,1.69,0.95,30.5,4.92,Matches
311,Omar Gonzalez,us USA,DF,Chicago Fire,37-054,1988,4.7,63.8,15.3,47.2,15.5,1.06,0.85,63.8,0.00,0.00,,0.00,,32.8,107.2,47.0,0.00,0.00,0.00,0.00,0.00,38.9,0.21,Matches
312,Archie Goodwin,au AUS,"MF,FW",Charlotte,21-027,2004,0.4,60.0,0.00,7.50,17.5,35.0,10.0,60.0,2.50,0.00,0.0,2.50,100.0,30.0,110.0,27.5,0.00,0.00,2.50,20.0,0.00,37.5,5.00,Matches
313,Zavier Gozo,us USA,"MF,FW",Real Salt Lake,18-257,2007,20.1,38.8,0.85,6.22,12.7,20.7,4.33,38.8,4.23,1.89,44.7,2.24,52.9,22.7,144.5,71.7,3.43,1.54,2.14,2.64,1.19,23.8,8.26,Matches
314,Owen Graham Roache,ca CAN,FW,CF Montréal,17-296,2008,1.4,25.0,0.00,0.00,12.1,12.9,4.29,25.0,0.71,0.00,0.0,0.71,100.0,19.3,105.0,12.1,0.71,0.71,2.14,7.14,3.57,22.9,6.43,Matches
