0_Rk,1_Player,2_Nation,3_Pos,4_Squad,5_Age,6_Born,Matches PlayedMatches Played by the player or squad,Game or games started by player,Minutes,90s Played90s playedMinutes played divided by 90,GoalsGoals scored or allowed,AssistsAssists,Goals + AssistsGoals and Assists,Non-Penalty GoalsNon-Penalty Goals,Penalty Kicks MadePenalty Kicks Made,Penalty Kicks AttemptedPenalty Kicks Attempted,Yellow CardsYellow Cards,Red CardsRed Cards,"xG: Expected GoalsExpected GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","npxG: Non-Penalty xGNon-Penalty Expected GoalsProvided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","xAG: Exp. Assisted GoalsExpected Assisted GoalsxG which follows a pass that assists a shotProvided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","npxG + xAGNon-Penalty Expected Goals plus Assisted GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.Minimum 30 minutes played per squad game to qualify as a leader",Progression_PrgC,Progression_PrgP,Progression_PrgR,GoalsGoals scored or allowed,AssistsAssists,Goals + AssistsGoals and Assists,Non-Penalty GoalsNon-Penalty Goals,Non-Penalty Goals + Assists/90Goals plus Assists minus Penalty Kicks made per 90 minutesMinimum 30 minutes played per squad game to qualify as a leader,"xG: Expected GoalsExpected GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","xAG: Exp. Assisted GoalsExpected Assisted GoalsxG which follows a pass that assists a shotProvided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","xG + xAG/90Expected Goals plus Assisted Goals per 90 minutesxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.Minimum 30 minutes played per squad game to qualify as a leader","npxG: Non-Penalty xGNon-Penalty Expected GoalsProvided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","npxG + xAGNon-Penalty Expected Goals plus Assisted GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.Minimum 30 minutes played per squad game to qualify as a leader",36_Matches
341,Ian Harkes,us USA,MF,NE Revolution,27,1995,9,7,603,6.7,0.30,0.00,0.30,0.30,0.00,0.00,0.15,0.00,0.10,0.10,0.03,0.15,0.90,4.03,2.99,0.30,0.00,0.30,0.30,0.30,0.11,0.03,0.14,0.11,0.14,Matches
342,Cameron Harper,us USA,"DF,MF",NY Red Bulls,21,2001,31,24,2149,23.9,0.08,0.08,0.17,0.08,0.00,0.00,0.29,0.04,0.12,0.12,0.14,0.26,4.39,2.97,5.61,0.08,0.08,0.17,0.08,0.17,0.12,0.14,0.26,0.12,0.26,Matches
343,Nathan Harriel,us USA,DF,Philadelphia Union,21,2001,25,18,1670,18.6,0.05,0.00,0.05,0.05,0.00,0.00,0.27,0.00,0.07,0.07,0.05,0.12,1.61,3.23,3.66,0.05,0.00,0.05,0.05,0.05,0.07,0.05,0.12,0.07,0.12,Matches
344,Calvin Harris,eng ENG,FW,Colorado Rapids,22,2000,18,11,899,10.0,0.10,0.30,0.40,0.10,0.00,0.00,0.00,0.00,0.10,0.10,0.09,0.19,5.10,1.50,6.30,0.10,0.30,0.40,0.10,0.40,0.10,0.09,0.19,0.10,0.19,Matches
345,Thomas Hasal,ca CAN,GK,Vancouver W'caps,23,1999,1,1,90,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
346,Héber,br BRA,"FW,MF",Seattle Sounders,31,1991,22,12,1062,11.8,0.17,0.08,0.25,0.17,0.00,0.00,0.00,0.00,0.62,0.62,0.12,0.74,0.68,1.61,5.93,0.17,0.08,0.25,0.17,0.25,0.62,0.12,0.74,0.62,0.74,Matches
347,Matt Hedges,us USA,DF,Toronto FC,32,1990,14,13,1068,11.9,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.03,0.03,0.00,0.03,0.25,3.28,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
348,Matt Hedges,us USA,DF,Austin,32,1990,6,3,307,3.4,0.29,0.00,0.29,0.29,0.00,0.00,0.00,0.00,0.09,0.09,0.03,0.12,0.00,2.35,0.29,0.29,0.00,0.29,0.29,0.29,0.08,0.03,0.11,0.08,0.11,Matches
349,Chris Hegardt,us USA,"FW,MF",Charlotte,21,2002,4,0,56,0.6,0.00,0.00,0.00,0.00,0.00,0.00,1.67,0.00,0.00,0.00,0.17,0.17,0.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.13,0.00,0.13,Matches
350,Fabian Herbers,de GER,"MF,FW",Chicago Fire,29,1993,32,24,1973,21.9,0.18,0.09,0.27,0.18,0.00,0.00,0.37,0.05,0.17,0.17,0.13,0.30,2.24,4.75,4.38,0.18,0.09,0.27,0.18,0.27,0.17,0.13,0.30,0.17,0.30,Matches
351,Felipe Hernandez,us USA,MF,Sporting KC,24,1998,11,2,321,3.6,0.28,0.00,0.28,0.28,0.00,0.00,0.00,0.00,0.22,0.22,0.14,0.36,1.94,3.06,4.44,0.28,0.00,0.28,0.28,0.28,0.22,0.14,0.36,0.22,0.36,Matches
352,Javier Hernández,mx MEX,FW,LA Galaxy,34,1988,9,7,688,7.6,0.13,0.13,0.26,0.13,0.00,0.00,0.66,0.13,0.53,0.53,0.18,0.70,0.79,2.76,8.03,0.13,0.13,0.26,0.13,0.26,0.52,0.18,0.70,0.52,0.70,Matches
353,Ronald Hernández,ve VEN,DF,Atlanta Utd,25,1997,10,8,700,7.8,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.03,0.03,0.01,0.04,1.28,5.26,3.33,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04,Matches
354,Aaron Herrera,gt GUA,"DF,MF",CF Montréal,25,1997,19,16,1407,15.6,0.00,0.13,0.13,0.00,0.00,0.00,0.19,0.00,0.04,0.04,0.10,0.13,1.86,4.42,4.10,0.00,0.13,0.13,0.00,0.13,0.04,0.10,0.13,0.04,0.13,Matches
355,Héctor Herrera,mx MEX,MF,Houston Dynamo,32,1990,30,29,2530,28.1,0.14,0.39,0.53,0.14,0.00,0.00,0.36,0.07,0.16,0.16,0.20,0.36,2.10,8.75,3.24,0.14,0.39,0.53,0.14,0.53,0.16,0.20,0.36,0.16,0.36,Matches
356,Bode Hidalgo,us USA,DF,Real Salt Lake,20,2002,23,13,1180,13.1,0.00,0.08,0.08,0.00,0.00,0.00,0.15,0.00,0.05,0.05,0.05,0.11,2.37,4.73,4.35,0.00,0.08,0.08,0.00,0.08,0.05,0.05,0.10,0.05,0.10,Matches
357,Kyle Hiebert,ca CAN,DF,St. Louis,25,1997,27,24,2128,23.6,0.08,0.00,0.08,0.08,0.00,0.00,0.25,0.04,0.05,0.05,0.01,0.06,0.59,3.35,0.81,0.08,0.00,0.08,0.08,0.08,0.05,0.01,0.06,0.05,0.06,Matches
358,Brendan Hines-Ike,us USA,DF,D.C. United,28,1994,12,9,933,10.4,0.00,0.00,0.00,0.00,0.00,0.00,0.29,0.00,0.04,0.04,0.00,0.04,0.48,2.02,0.29,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches
359,Bongokuhle Hlongwane,za RSA,FW,Minnesota Utd,22,2000,30,29,2488,27.6,0.29,0.11,0.40,0.29,0.00,0.00,0.07,0.00,0.47,0.47,0.15,0.62,2.68,3.08,8.15,0.29,0.11,0.40,0.29,0.40,0.47,0.15,0.62,0.47,0.62,Matches
360,Junior Hoilett,ca CAN,"FW,MF",Vancouver W'caps,32,1990,7,2,233,2.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.15,0.12,0.27,1.92,5.77,7.69,0.00,0.00,0.00,0.00,0.00,0.14,0.12,0.26,0.14,0.26,Matches
361,Ryan Hollingshead,us USA,DF,LAFC,31,1991,32,25,2346,26.1,0.15,0.00,0.15,0.15,0.00,0.00,0.19,0.00,0.09,0.09,0.05,0.15,2.15,5.13,3.37,0.15,0.00,0.15,0.15,0.15,0.09,0.05,0.15,0.09,0.15,Matches
362,Erik Holt,us USA,DF,Real Salt Lake,26,1996,2,1,54,0.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
363,Jackson Hopkins,us USA,MF,D.C. United,18,2004,7,2,195,2.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.18,0.05,0.23,0.91,3.64,5.45,0.00,0.00,0.00,0.00,0.00,0.19,0.03,0.22,0.19,0.22,Matches
364,Matthew Hoppe,us USA,"FW,MF",SJ Earthquakes,21,2001,7,4,421,4.7,0.43,0.00,0.43,0.43,0.00,0.00,0.00,0.00,0.47,0.47,0.11,0.57,2.98,2.34,8.51,0.43,0.00,0.43,0.43,0.43,0.47,0.10,0.57,0.47,0.57,Matches
365,Keegan Hughes,us USA,DF,Columbus Crew,22,2000,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
366,Erik Hurtado,us USA,"FW,MF",D.C. United,32,1990,7,1,274,3.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27,0.27,0.13,0.43,1.67,0.33,6.67,0.00,0.00,0.00,0.00,0.00,0.28,0.14,0.42,0.28,0.42,Matches
367,Franco Ibarra,ar ARG,MF,Toronto FC,21,2001,7,5,440,4.9,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.02,0.02,0.00,0.02,0.41,4.69,1.02,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
368,Franco Ibarra,ar ARG,MF,Atlanta Utd,21,2001,17,15,1276,14.2,0.00,0.00,0.00,0.00,0.00,0.00,0.56,0.07,0.01,0.01,0.02,0.04,0.77,5.56,0.49,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Matches
369,Sebastien Ibeagha,us USA,DF,FC Dallas,31,1992,31,26,2385,26.5,0.04,0.04,0.08,0.04,0.00,0.00,0.15,0.00,0.02,0.02,0.01,0.03,0.34,2.04,0.19,0.04,0.04,0.08,0.04,0.08,0.02,0.01,0.03,0.02,0.03,Matches
370,Aliyu Ibrahim,ng NGA,FW,Houston Dynamo,21,2002,24,16,1205,13.4,0.22,0.15,0.37,0.22,0.00,0.00,0.15,0.00,0.40,0.40,0.10,0.50,2.24,1.04,7.24,0.22,0.15,0.37,0.22,0.37,0.40,0.10,0.50,0.40,0.50,Matches
371,Sunusi Ibrahim,ng NGA,"FW,MF",CF Montréal,20,2002,25,11,1173,13.0,0.23,0.23,0.46,0.23,0.00,0.00,0.00,0.00,0.38,0.38,0.20,0.58,2.00,1.77,7.77,0.23,0.23,0.46,0.23,0.46,0.37,0.20,0.57,0.37,0.57,Matches
372,Tega Ikoba,us USA,FW,Portland Timbers,19,2003,4,1,86,1.0,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.30,0.30,0.00,0.30,2.00,0.00,4.00,1.05,0.00,1.05,1.05,1.05,0.27,0.01,0.28,0.27,0.28,Matches
373,Mitja Ilenič,si SVN,DF,NYCFC,18,2004,22,13,1192,13.2,0.00,0.15,0.15,0.00,0.00,0.00,0.38,0.00,0.02,0.02,0.08,0.11,1.36,3.48,6.14,0.00,0.15,0.15,0.00,0.15,0.02,0.08,0.10,0.02,0.10,Matches
374,Ilias Iliadis,gr GRE,"DF,MF",CF Montréal,21,2001,6,4,251,2.8,0.00,0.00,0.00,0.00,0.00,0.00,1.07,0.36,0.04,0.04,0.07,0.14,1.07,1.79,3.57,0.00,0.00,0.00,0.00,0.00,0.04,0.09,0.13,0.04,0.13,Matches
375,Marko Ilić,rs SRB,GK,Colorado Rapids,24,1998,13,13,1170,13.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
376,Asier Illarramendi,es ESP,MF,FC Dallas,32,1990,11,7,695,7.7,0.00,0.00,0.00,0.00,0.00,0.00,0.52,0.00,0.00,0.00,0.00,0.00,1.82,8.44,1.43,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
377,Lorenzo Insigne,it ITA,"FW,MF",Toronto FC,31,1991,20,18,1520,16.9,0.24,0.24,0.47,0.24,0.00,0.00,0.12,0.00,0.32,0.32,0.21,0.53,4.62,5.33,8.22,0.24,0.24,0.47,0.24,0.47,0.32,0.21,0.53,0.32,0.53,Matches
378,Clint Irwin,us USA,GK,Minnesota Utd,33,1989,4,4,360,4.0,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
379,Aljaž Ivačič,si SVN,GK,Portland Timbers,29,1993,15,15,1350,15.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
380,Emmanuel Iwe,us USA,FW,Minnesota Utd,22,2000,3,0,53,0.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.83,0.83,0.00,0.83,11.7,1.67,11.7,0.00,0.00,0.00,0.00,0.00,0.86,0.00,0.86,0.86,0.86,Matches
381,Ousman Jabang,us USA,DF,CF Montréal,21,2001,3,1,77,0.9,0.00,0.00,0.00,0.00,0.00,0.00,1.11,0.00,0.11,0.11,0.11,0.22,1.11,4.44,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.10,0.24,0.14,0.24,Matches
382,Aziel Jackson,us USA,"MF,FW",St. Louis,21,2001,25,12,1119,12.4,0.08,0.32,0.40,0.08,0.00,0.00,0.24,0.00,0.15,0.15,0.17,0.32,2.26,4.44,5.56,0.08,0.32,0.40,0.08,0.40,0.15,0.17,0.32,0.15,0.32,Matches
383,Jacob Jackson,us USA,GK,NE Revolution,22,2000,2,2,180,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
384,Bertin Jacquesson,fr FRA,"FW,MF",Real Salt Lake,22,2001,10,4,358,4.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.20,0.07,0.28,1.75,2.00,5.75,0.00,0.00,0.00,0.00,0.00,0.20,0.07,0.27,0.20,0.27,Matches
385,Eldin Jakupović,ch SUI,GK,LAFC,38,1984,2,2,180,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
386,Robin Jansson,se SWE,DF,Orlando City,31,1991,34,31,2880,32.0,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.01,0.01,0.02,0.03,0.22,1.91,0.09,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Matches
387,Andres Jasson,us USA,FW,NYCFC,21,2002,21,9,810,9.0,0.33,0.11,0.44,0.33,0.00,0.00,0.33,0.00,0.26,0.26,0.14,0.40,3.44,2.11,8.78,0.33,0.11,0.44,0.33,0.44,0.25,0.15,0.40,0.25,0.40,Matches
388,Mohanad Jeahze,iq IRQ,DF,D.C. United,25,1997,6,5,364,4.0,0.00,0.25,0.25,0.00,0.00,0.00,0.25,0.00,0.03,0.03,0.07,0.10,1.75,2.25,3.25,0.00,0.25,0.25,0.00,0.25,0.03,0.08,0.11,0.03,0.11,Matches
389,Corentin Jean,fr FRA,"FW,MF",Inter Miami,27,1995,15,12,829,9.2,0.11,0.00,0.11,0.11,0.00,0.00,0.22,0.00,0.12,0.12,0.10,0.22,2.28,2.93,6.20,0.11,0.00,0.11,0.11,0.11,0.12,0.10,0.21,0.12,0.21,Matches
390,Isak Jensen,dk DEN,"MF,FW",St. Louis,19,2003,11,0,144,1.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.00,0.25,6.25,3.13,3.13,0.00,0.00,0.00,0.00,0.00,0.23,0.03,0.25,0.23,0.25,Matches
391,Hector Jiménez,us USA,MF,Austin,34,1988,2,1,51,0.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.17,1.67,1.67,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.20,0.00,0.20,Matches
392,Jesús Jiménez,es ESP,"FW,MF",FC Dallas,29,1993,22,8,688,7.6,0.00,0.26,0.26,0.00,0.00,0.00,0.13,0.00,0.30,0.30,0.13,0.43,1.84,2.11,5.39,0.00,0.26,0.26,0.00,0.26,0.30,0.14,0.43,0.30,0.43,Matches
393,Stiven Jimenez,us USA,FW,FC Cincinnati,15,2007,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
394,Levonte Johnson,ca CAN,"FW,DF",Vancouver W'caps,23,1999,7,2,201,2.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.05,0.09,4.09,1.36,10.0,0.00,0.00,0.00,0.00,0.00,0.05,0.04,0.09,0.05,0.09,Matches
395,Sean Johnson,us USA,GK,Toronto FC,33,1989,20,20,1800,20.0,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
396,DeJuan Jones,us USA,DF,NE Revolution,25,1997,25,24,2165,24.1,0.04,0.21,0.25,0.04,0.00,0.00,0.12,0.00,0.07,0.07,0.10,0.17,3.53,4.27,5.44,0.04,0.21,0.25,0.04,0.25,0.07,0.10,0.17,0.07,0.17,Matches
397,Derrick Jones,us USA,"MF,DF",Charlotte,25,1997,28,20,1847,20.5,0.00,0.00,0.00,0.00,0.00,0.00,0.54,0.00,0.09,0.09,0.00,0.10,0.73,2.63,1.37,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.10,0.09,0.10,Matches
398,Juan José Sánchez,mx MEX,DF,Atlanta Utd,25,1998,28,24,2133,23.7,0.04,0.00,0.04,0.04,0.00,0.00,0.17,0.00,0.05,0.05,0.01,0.06,0.08,2.11,0.04,0.04,0.00,0.04,0.04,0.04,0.06,0.01,0.06,0.06,0.06,Matches
399,Dejan Joveljić,rs SRB,FW,LA Galaxy,23,1999,32,19,1625,18.1,0.33,0.17,0.50,0.28,0.06,0.06,0.17,0.00,0.48,0.44,0.13,0.57,1.38,1.88,6.57,0.33,0.17,0.50,0.28,0.44,0.48,0.13,0.62,0.44,0.57,Matches
400,Kamil Jóźwiak,pl POL,"FW,MF",Charlotte,24,1998,25,15,1378,15.3,0.13,0.33,0.46,0.13,0.00,0.00,0.33,0.00,0.10,0.10,0.17,0.27,3.40,3.33,7.45,0.13,0.33,0.46,0.13,0.46,0.10,0.17,0.26,0.10,0.26,Matches
401,Preston Judd,us USA,FW,LA Galaxy,23,1999,17,6,643,7.1,0.42,0.14,0.56,0.42,0.00,0.00,0.28,0.00,0.56,0.56,0.14,0.70,2.54,0.56,7.46,0.42,0.14,0.56,0.42,0.56,0.56,0.14,0.70,0.56,0.70,Matches
402,Judson,br BRA,MF,SJ Earthquakes,29,1993,16,4,467,5.2,0.00,0.00,0.00,0.00,0.00,0.00,1.15,0.19,0.00,0.00,0.00,0.02,0.38,2.50,0.58,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
403,Anderson Julio,ec ECU,FW,Real Salt Lake,26,1996,28,12,1155,12.8,0.39,0.00,0.39,0.39,0.00,0.00,0.23,0.00,0.44,0.44,0.09,0.53,2.50,0.94,6.33,0.39,0.00,0.39,0.39,0.39,0.44,0.09,0.53,0.44,0.53,Matches
404,Juninho,br BRA,MF,Orlando City,22,2001,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,2.33,0.00,2.33,2.33,2.33,Matches
405,Sam Junqua,us USA,"DF,MF",FC Dallas,26,1996,22,9,1022,11.4,0.18,0.00,0.18,0.18,0.00,0.00,0.00,0.00,0.05,0.05,0.06,0.11,1.49,3.25,5.53,0.18,0.00,0.18,0.18,0.18,0.05,0.06,0.12,0.05,0.12,Matches
406,Kristijan Kahlina,hr CRO,GK,Charlotte,30,1992,24,24,2160,24.0,0.00,0.04,0.04,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04,0.00,0.01,0.01,0.00,0.01,Matches
407,Brent Kallman,us USA,"DF,FW",Minnesota Utd,32,1990,7,2,199,2.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
408,Kei Kamara,sl SLE,FW,Chicago Fire,38,1984,27,15,1520,16.9,0.30,0.06,0.36,0.30,0.00,0.00,0.18,0.06,0.27,0.27,0.05,0.33,1.66,1.66,6.15,0.30,0.06,0.36,0.30,0.36,0.27,0.05,0.32,0.27,0.32,Matches
409,Bernard Kamungo,us USA,"FW,MF",FC Dallas,21,2002,16,6,500,5.6,1.07,0.00,1.07,1.07,0.00,0.00,0.00,0.00,0.68,0.68,0.09,0.77,3.93,1.79,7.32,1.08,0.00,1.08,1.08,1.08,0.69,0.08,0.77,0.69,0.77,Matches
410,Alec Kann,us USA,GK,FC Cincinnati,32,1990,1,1,90,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
411,Ercan Kara,at AUT,FW,Orlando City,27,1996,15,11,847,9.4,0.53,0.11,0.64,0.53,0.00,0.00,0.11,0.00,0.30,0.30,0.11,0.41,0.85,0.74,3.83,0.53,0.11,0.64,0.53,0.64,0.30,0.11,0.41,0.30,0.41,Matches
412,Ibrahim Kasule,ug UGA,MF,NY Red Bulls,18,2004,1,0,27,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
413,Mark-Anthony Kaye,ca CAN,MF,Toronto FC,28,1994,21,21,1840,20.4,0.10,0.00,0.10,0.10,0.00,0.00,0.20,0.00,0.06,0.06,0.03,0.09,0.74,5.34,1.42,0.10,0.00,0.10,0.10,0.10,0.06,0.03,0.09,0.06,0.09,Matches
414,Mark-Anthony Kaye,ca CAN,MF,NE Revolution,28,1994,10,10,780,8.7,0.00,0.34,0.34,0.00,0.00,0.00,0.11,0.00,0.01,0.01,0.05,0.06,0.57,5.52,1.38,0.00,0.35,0.35,0.00,0.35,0.01,0.04,0.06,0.01,0.06,Matches
415,Axel Kei,us USA,FW,Real Salt Lake,15,2007,1,0,7,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,3.00,0.00,3.00,0.00,0.00,10.0,0.00,0.00,0.00,0.00,0.00,3.32,0.00,3.32,3.32,3.32,Matches
416,Kipp Keller,us USA,DF,Austin,22,2000,7,3,439,4.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06,0.41,1.84,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,Matches
417,Deandre Kerr,ca CAN,"FW,MF",Toronto FC,20,2002,23,16,1214,13.5,0.37,0.07,0.44,0.37,0.00,0.00,0.00,0.00,0.30,0.30,0.16,0.46,1.41,0.81,5.93,0.37,0.07,0.44,0.37,0.44,0.30,0.16,0.46,0.30,0.46,Matches
418,Henry Kessler,us USA,DF,NE Revolution,24,1998,9,8,693,7.7,0.13,0.00,0.13,0.13,0.00,0.00,0.13,0.00,0.06,0.06,0.00,0.06,0.39,2.47,0.00,0.13,0.00,0.13,0.13,0.13,0.06,0.01,0.06,0.06,0.06,Matches
419,Benjamin Kikanovic,us USA,"FW,MF",SJ Earthquakes,23,2000,24,7,704,7.8,0.13,0.00,0.13,0.13,0.00,0.00,0.26,0.00,0.36,0.36,0.05,0.41,2.69,1.67,5.00,0.13,0.00,0.13,0.13,0.13,0.36,0.05,0.41,0.36,0.41,Matches
420,Gadi Kinda,il ISR,MF,Sporting KC,28,1994,20,8,837,9.3,0.32,0.43,0.75,0.32,0.00,0.00,0.32,0.00,0.28,0.28,0.15,0.43,3.01,7.63,4.84,0.32,0.43,0.75,0.32,0.75,0.28,0.15,0.43,0.28,0.43,Matches
421,Sota Kitahara,us USA,DF,Seattle Sounders,20,2003,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
422,Klauss,br BRA,FW,St. Louis,25,1997,19,14,1315,14.6,0.68,0.14,0.82,0.68,0.00,0.00,0.07,0.00,0.40,0.40,0.05,0.45,1.03,2.60,6.44,0.68,0.14,0.82,0.68,0.82,0.40,0.05,0.45,0.40,0.45,Matches
423,John Klein,us USA,MF,St. Louis,23,1999,2,0,24,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.33,6.67,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
424,Mateusz Klich,pl POL,"MF,FW",D.C. United,32,1990,32,31,2719,30.2,0.13,0.23,0.36,0.13,0.00,0.00,0.36,0.03,0.10,0.10,0.25,0.35,1.42,6.89,4.34,0.13,0.23,0.36,0.13,0.36,0.10,0.25,0.35,0.10,0.35,Matches
425,Jonathan Klinsmann,us USA,GK,LA Galaxy,25,1997,10,8,831,9.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
426,Žan Kolmanič,si SVN,DF,Austin,22,2000,6,6,427,4.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.09,4.04,4.89,3.83,0.00,0.00,0.00,0.00,0.00,0.03,0.05,0.08,0.03,0.08,Matches
427,Amet Korca,us USA,DF,FC Dallas,22,2000,4,2,155,1.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
