0_Rk,1_Player,2_Nation,3_Pos,4_Squad,5_Age,6_Born,7_90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,22_Ast,23_xAG,"xA: Expected AssistsExpected AssistsThe likelihood each completed pass becomes a goal assistsgiven the pass type, phase of play, location and distance.Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.Minimum 30 minutes played per squad game to qualify as a leader","Assists - xAGAssists minus Expected Goals AssistedProvided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.",26_KP,27_1/3,28_PPA,29_CrsPA,30_PrgP,31_Matches
11,Leonardo Afonso,br BRA,"FW,MF",Inter Miami,22,2001,2.7,23.3,36.3,64.3,336.7,75.9,11.5,16.3,70.5,8.15,10.4,78.6,1.48,2.96,50.0,0.00,0.07,0.11,-0.07,1.85,1.48,1.11,0.00,2.96,Matches
12,Stephen Afrifa,ca CAN,FW,Sporting KC,22,2001,8.8,18.9,25.9,72.8,256.8,55.6,12.2,14.5,83.6,5.91,7.50,78.8,0.45,1.48,30.8,0.23,0.10,0.08,0.13,1.48,1.59,0.11,0.11,1.93,Matches
13,William Agada,ng NGA,FW,Sporting KC,24,1999,19.2,16.7,21.8,76.6,245.9,27.1,9.27,11.4,81.3,5.31,6.88,77.3,0.99,1.30,76.0,0.16,0.10,0.07,0.06,1.35,0.47,0.31,0.10,1.20,Matches
14,London Aghedo,us USA,DF,FC Cincinnati,23,2000,0.1,70.0,90.0,77.8,1220.0,330.0,20.0,20.0,100.0,50.0,50.0,100.0,0.00,10.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
15,Daniel Aguirre,us USA,"MF,FW",LA Galaxy,24,1999,1.2,73.3,82.5,88.9,952.5,312.5,45.0,46.7,96.4,20.8,22.5,92.6,1.67,1.67,100.0,0.00,0.17,0.17,-0.17,1.67,8.33,0.83,0.00,11.7,Matches
16,Patrick Agyemang,us USA,FW,Charlotte,23,2000,20.4,7.25,10.8,67.0,96.1,20.4,3.97,5.49,72.3,2.50,3.33,75.0,0.10,0.25,40.0,0.15,0.07,0.05,0.08,1.03,0.74,0.44,0.00,1.37,Matches
17,Ali Ahmed,ca CAN,"MF,DF",Vancouver W'caps,23,2000,15.0,36.2,45.2,80.1,570.7,163.9,19.1,21.2,90.3,14.5,17.2,84.1,1.87,3.33,56.0,0.00,0.19,0.15,-0.19,1.60,2.27,1.53,0.40,4.47,Matches
18,Forster Ajago,gh GHA,FW,Nashville SC,22,2001,4.2,12.1,18.6,65.4,197.9,17.6,6.19,8.57,72.2,5.00,7.14,70.0,0.71,1.19,60.0,0.00,0.14,0.10,-0.14,0.95,0.71,0.48,0.48,0.71,Matches
19,Carlos Akapo,gq EQG,DF,SJ Earthquakes,30,1993,17.8,46.1,57.2,80.6,790.2,294.2,21.4,24.4,87.8,19.7,23.5,83.5,4.21,5.79,72.8,0.06,0.03,0.06,0.03,0.51,2.30,0.67,0.11,4.21,Matches
20,Matai Akinmboni,us USA,DF,D.C. United,17,2006,4.9,36.1,43.7,82.7,706.5,274.5,11.6,12.4,93.4,20.8,22.4,92.7,3.27,7.96,41.0,0.20,0.02,0.02,0.18,0.20,2.04,0.41,0.20,2.86,Matches
21,Ayo Akinola,ca CAN,"FW,MF",Toronto FC,24,2000,1.0,18.0,23.0,78.3,246.0,31.0,11.0,13.0,84.6,5.00,7.00,71.4,1.00,1.00,100.0,0.00,0.30,0.30,-0.30,1.00,1.00,1.00,0.00,3.00,Matches
22,Jordi Alba,es ESP,DF,Inter Miami,34,1989,24.8,63.0,77.8,81.0,1082.9,375.4,31.2,34.1,91.5,25.1,29.8,84.1,5.89,10.1,58.2,0.40,0.32,0.25,0.08,1.77,4.92,1.98,0.48,6.90,Matches
23,Noah Allen,gr GRE,DF,Inter Miami,19,2004,10.3,58.3,66.9,87.1,1025.9,328.1,25.0,26.3,94.8,28.3,30.4,93.3,4.27,8.16,52.4,0.00,0.01,0.02,-0.01,0.39,3.79,0.10,0.00,3.20,Matches
24,Rasmus Alm,se SWE,"FW,MF",St. Louis,28,1995,9.3,15.8,24.6,64.2,265.6,90.4,7.74,10.4,74.2,6.45,9.35,69.0,1.40,2.69,52.0,0.22,0.16,0.16,0.05,0.86,0.97,1.40,0.32,2.58,Matches
25,Thiago Almada,ar ARG,"MF,FW",Atlanta Utd,22,2001,15.5,53.2,67.1,79.3,962.8,334.1,25.6,27.8,92.1,17.4,21.4,81.3,8.26,13.8,59.8,0.06,0.23,0.25,-0.16,2.77,6.97,2.26,0.26,9.48,Matches
26,Fernando Álvarez,co COL,DF,CF Montréal,20,2003,23.8,53.2,61.1,87.1,956.2,306.4,20.7,21.8,94.8,28.5,31.3,90.9,3.32,6.34,52.3,0.04,0.02,0.02,0.02,0.21,2.77,0.04,0.00,2.61,Matches
27,Pedro Amador,pt POR,DF,Atlanta Utd,25,1998,9.0,40.2,52.7,76.4,705.2,242.9,17.8,20.3,87.4,17.1,22.2,77.0,4.11,7.11,57.8,0.44,0.19,0.16,0.26,1.44,4.22,1.44,0.89,4.44,Matches
28,Frankie Amaya,us USA,MF,NY Red Bulls,23,2000,17.9,38.2,47.5,80.4,694.7,216.8,17.2,19.8,86.7,16.6,18.9,87.6,4.02,7.26,55.4,0.11,0.06,0.06,0.05,0.95,6.98,0.50,0.11,5.75,Matches
29,Malte Amundsen,dk DEN,DF,Columbus Crew,25,1998,25.5,65.5,75.1,87.3,1154.4,484.2,28.9,31.2,92.7,29.8,32.6,91.3,5.80,8.78,66.1,0.08,0.06,0.06,0.02,0.67,7.33,0.75,0.20,5.53,Matches
30,Markus Anderson,us USA,"MF,FW",Philadelphia Union,20,2003,1.1,4.55,11.8,38.5,59.1,12.7,2.73,6.36,42.9,1.82,3.64,50.0,0.00,0.00,,0.00,0.00,0.00,0.00,1.82,0.91,0.00,0.00,0.91,Matches
31,Sebastian Anderson,us USA,DF,Colorado Rapids,21,2002,5.6,36.1,49.3,73.2,613.4,235.0,16.4,19.1,86.0,14.5,18.9,76.4,3.75,7.32,51.2,0.18,0.25,0.13,-0.07,0.54,2.32,1.07,0.36,3.57,Matches
32,José Andrés Martínez,ve VEN,MF,Philadelphia Union,29,1994,11.3,37.5,47.7,78.7,735.1,264.2,14.8,17.5,84.3,16.3,19.4,84.0,5.66,8.50,66.7,0.09,0.09,0.13,0.00,0.88,5.93,0.80,0.18,5.93,Matches
33,Tomas Ángel,co COL,"FW,MF",LAFC,20,2003,0.6,28.3,36.7,77.3,443.3,90.0,10.0,11.7,85.7,10.0,15.0,66.7,3.33,5.00,66.7,0.00,0.00,0.17,0.00,1.67,0.00,1.67,0.00,1.67,Matches
34,Iván Angulo,co COL,"FW,MF",Orlando City,24,1999,30.7,35.7,42.8,83.4,479.6,119.8,22.5,25.2,89.5,11.1,13.0,85.0,0.75,1.50,50.0,0.20,0.16,0.15,0.04,1.34,1.60,1.40,0.10,4.76,Matches
35,Eugene Ansah,gh GHA,"FW,MF",FC Dallas,29,1994,4.8,15.0,20.4,73.5,201.9,25.4,8.54,10.0,85.4,5.00,6.46,77.4,0.63,2.50,25.0,0.00,0.21,0.23,-0.21,1.88,0.63,0.63,0.00,1.67,Matches
36,Conner Antley,us USA,DF,D.C. United,28,1995,4.8,28.1,42.5,66.2,485.2,232.5,12.5,16.7,75.0,13.1,17.9,73.3,2.29,5.83,39.3,0.21,0.25,0.13,-0.04,0.63,1.88,0.21,0.00,2.08,Matches
37,Antony,br BRA,"FW,MF",Portland Timbers,22,2001,21.0,23.7,31.9,74.3,346.0,65.3,14.0,16.8,83.8,7.38,10.0,73.5,1.24,2.24,55.3,0.19,0.14,0.13,0.05,1.24,1.24,1.00,0.29,1.90,Matches
38,Brian Anunga,cm CMR,MF,Nashville SC,27,1996,16.1,41.6,48.3,86.1,703.2,200.0,18.6,20.4,91.2,19.1,20.5,93.0,3.23,5.53,58.4,0.00,0.02,0.03,-0.02,0.31,3.48,0.25,0.12,3.29,Matches
39,Cristian Arango,co COL,"FW,MF",Real Salt Lake,28,1995,25.4,16.2,23.6,68.5,273.8,81.2,7.60,10.2,74.8,6.22,8.27,75.2,1.65,2.87,57.5,0.24,0.27,0.17,-0.03,1.93,2.60,1.34,0.12,3.86,Matches
40,César Araujo,uy URU,MF,Orlando City,22,2001,26.9,49.1,55.7,88.1,828.1,258.2,24.7,26.7,92.5,19.0,21.0,90.1,4.42,5.95,74.4,0.04,0.08,0.08,-0.04,0.45,6.17,0.56,0.04,5.39,Matches
41,Miguel Araujo,pe PER,DF,Portland Timbers,29,1994,17.1,40.6,48.7,83.4,845.4,318.0,11.5,12.2,93.8,22.9,24.9,91.8,5.67,10.4,54.8,0.12,0.04,0.04,0.08,0.23,2.46,0.23,0.06,2.75,Matches
42,Scott Arfield,ca CAN,"MF,FW",Charlotte,35,1988,4.2,25.2,31.2,80.9,334.0,68.3,14.0,16.4,85.5,8.33,9.29,89.7,0.71,1.67,42.9,0.24,0.05,0.29,0.19,1.19,2.86,0.24,0.00,3.33,Matches
43,Max Arfsten,us USA,DF,Columbus Crew,22,2001,21.8,41.4,50.5,82.0,645.0,152.9,23.7,25.9,91.5,14.7,17.9,82.3,2.29,4.36,52.6,0.23,0.25,0.18,-0.02,1.51,1.93,1.38,0.60,3.62,Matches
44,Allan Arigoni,ch SUI,DF,Chicago Fire,25,1998,23.3,41.7,52.8,78.9,654.7,211.5,22.2,24.5,90.4,16.1,19.2,83.5,2.36,5.67,41.7,0.00,0.06,0.07,-0.06,0.52,2.53,0.47,0.21,2.58,Matches
45,Daniel Armando Ríos,mx MEX,FW,Atlanta Utd,28,1995,15.1,16.2,21.9,74.0,230.5,33.7,9.67,11.8,82.0,4.97,6.42,77.3,0.73,0.99,73.3,0.20,0.10,0.07,0.10,0.93,1.13,0.46,0.07,1.99,Matches
46,Stuart Armstrong,sct SCO,"MF,FW",Vancouver W'caps,31,1992,1.4,50.0,58.6,85.4,821.4,241.4,27.9,30.0,92.9,16.4,20.0,82.1,5.00,5.00,100.0,0.00,0.43,0.21,-0.43,3.57,5.71,3.57,1.43,7.14,Matches
47,Xavier Arreaga,ec ECU,DF,NE Revolution,29,1994,21.5,46.7,54.0,86.5,920.9,339.5,14.0,15.0,93.5,27.3,29.3,93.3,4.88,8.28,59.0,0.00,0.02,0.03,-0.02,0.47,2.56,0.14,0.00,2.23,Matches
48,Xavier Arreaga,ec ECU,DF,Seattle Sounders,29,1994,2.8,56.8,64.3,88.3,1323.9,621.1,11.1,11.4,96.9,36.1,37.1,97.1,9.64,14.6,65.9,0.00,0.00,0.00,0.00,0.36,3.93,0.00,0.00,3.57,Matches
49,Kervin Arriaga,hn HON,"DF,MF",Minnesota Utd,26,1998,9.8,40.4,50.1,80.7,781.6,301.2,16.6,18.4,90.6,17.8,20.6,86.1,5.61,9.80,57.3,0.00,0.01,0.02,-0.01,0.31,4.29,0.31,0.00,3.57,Matches
50,Paul Arriola,us USA,"DF,MF",FC Dallas,28,1995,27.3,30.5,40.3,75.8,479.2,163.3,17.0,20.2,84.4,10.7,13.3,80.4,2.05,4.51,45.5,0.07,0.11,0.11,-0.03,1.21,2.45,1.06,0.26,3.88,Matches
51,Artur,br BRA,MF,Houston Dynamo,27,1996,33.8,66.0,74.3,88.8,1162.1,375.7,30.7,32.8,93.5,26.0,28.2,92.4,7.34,10.0,73.4,0.03,0.01,0.05,0.01,0.41,6.78,0.86,0.03,7.07,Matches
52,Yamil Asad,ar ARG,DF,FC Cincinnati,29,1994,8.9,56.0,70.4,79.4,880.4,270.4,30.3,35.7,84.9,20.9,26.2,79.8,3.60,5.17,69.6,0.56,0.27,0.18,0.29,2.25,3.60,3.03,0.00,6.52,Matches
53,Dairon Asprilla,co COL,"FW,DF",Portland Timbers,31,1992,7.6,24.2,32.4,74.8,358.7,74.1,13.2,15.8,83.3,8.95,10.7,84.0,0.92,1.58,58.3,0.13,0.12,0.14,0.01,0.92,0.92,0.39,0.13,1.58,Matches
54,Joshua Atencio,us USA,MF,Seattle Sounders,22,2002,11.9,50.0,62.9,79.4,796.4,210.3,25.5,29.1,87.6,19.1,23.4,81.7,3.78,6.89,54.9,0.08,0.09,0.08,-0.01,1.01,6.30,0.67,0.08,6.39,Matches
55,Eduard Atuesta,co COL,MF,LAFC,26,1997,24.3,47.7,58.4,81.6,899.7,312.0,19.1,20.8,91.9,21.7,24.6,88.3,5.93,10.7,55.6,0.08,0.11,0.15,-0.02,1.77,7.82,1.23,0.16,8.81,Matches
56,Julián Aude,ar ARG,DF,LA Galaxy,20,2003,18.8,47.7,57.1,83.4,725.2,237.9,27.3,29.5,92.6,17.7,21.2,83.7,2.02,4.15,48.7,0.11,0.07,0.10,0.03,0.53,2.13,0.32,0.11,2.93,Matches
57,Tomás Avilés,ar ARG,DF,Inter Miami,19,2004,24.4,63.2,69.6,90.8,1249.5,391.5,18.9,20.2,93.3,37.6,39.0,96.4,6.23,8.81,70.7,0.00,0.02,0.02,-0.02,0.16,2.75,0.04,0.04,2.99,Matches
58,Chidozie Awaziem,ng NGA,DF,FC Cincinnati,27,1997,5.9,65.1,74.2,87.7,1259.0,544.1,22.7,24.7,91.8,35.3,37.3,94.5,6.44,10.5,61.3,0.34,0.08,0.05,0.25,0.68,7.46,0.34,0.00,7.97,Matches
59,David Ayala,ar ARG,MF,Portland Timbers,21,2002,16.3,47.1,55.2,85.2,996.3,251.0,15.1,17.1,88.2,22.5,24.7,90.8,8.90,11.5,77.1,0.06,0.07,0.06,-0.01,0.98,6.38,0.86,0.25,6.07,Matches
60,Hugo Bacharach,es ESP,DF,Minnesota Utd,22,2001,1.0,53.0,59.0,89.8,1103.0,397.0,12.0,13.0,92.3,33.0,36.0,91.7,6.00,8.00,75.0,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,6.00,Matches
61,Dominique Badji,sn SEN,"MF,FW",D.C. United,31,1992,3.3,15.2,22.1,68.5,201.8,34.8,9.39,11.5,81.6,5.15,6.36,81.0,0.00,0.61,0.0,0.00,0.00,0.06,0.00,0.00,0.61,1.21,0.00,2.73,Matches
62,Corey Baird,us USA,"FW,MF",FC Cincinnati,28,1996,10.6,16.6,21.1,78.6,218.0,39.2,9.43,11.4,82.6,5.57,6.13,90.8,0.28,0.57,50.0,0.19,0.09,0.11,0.09,1.32,0.85,0.66,0.00,1.79,Matches
63,Esmir Bajraktarevic,ba BIH,"FW,MF",NE Revolution,18,2005,22.0,27.6,35.7,77.5,440.1,102.1,15.5,17.5,88.6,9.64,12.1,79.4,1.95,4.09,47.8,0.05,0.10,0.10,-0.05,1.18,2.41,1.14,0.36,3.05,Matches
64,Cody Baker,us USA,"DF,MF",Seattle Sounders,20,2004,5.3,44.0,58.3,75.4,685.8,230.2,25.7,28.7,89.5,15.7,20.6,76.1,2.26,6.23,36.4,0.19,0.11,0.15,0.08,1.13,3.21,1.51,0.38,4.53,Matches
65,Reed Baker-Whiting,us USA,"DF,FW",Seattle Sounders,18,2005,8.7,42.8,53.7,79.7,690.0,161.4,22.5,25.2,89.5,17.0,20.8,81.8,2.30,5.52,41.7,0.00,0.05,0.08,-0.05,0.80,3.45,1.15,0.69,4.14,Matches
66,Monsef Bakrar,dz ALG,FW,NYCFC,23,2001,15.0,11.2,17.3,64.6,138.3,30.6,7.13,9.40,75.9,2.80,4.07,68.9,0.27,0.47,57.1,0.00,0.05,0.07,-0.05,0.87,1.00,0.60,0.20,1.33,Matches
67,Michael Baldisimo,ph PHI,MF,SJ Earthquakes,23,2000,0.3,20.0,23.3,85.7,296.7,66.7,6.67,10.0,66.7,13.3,13.3,100.0,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,3.33,0.00,0.00,6.67,Matches
68,Fidel Barajas,mx MEX,FW,Real Salt Lake,17,2006,6.3,22.2,27.8,80.0,343.2,89.5,11.7,13.0,90.2,8.25,9.84,83.9,1.27,3.02,42.1,0.32,0.11,0.14,0.21,1.27,1.27,1.27,0.63,2.86,Matches
69,Tai Baribo,il ISR,FW,Philadelphia Union,26,1998,15.7,16.2,20.5,78.9,214.9,31.3,10.8,12.7,85.0,3.95,4.78,82.7,0.70,0.89,78.6,0.13,0.08,0.07,0.04,1.08,0.83,0.19,0.00,1.40,Matches
70,Tom Barlow,us USA,"FW,MF",Chicago Fire,28,1995,8.3,14.2,21.7,65.6,184.5,36.0,9.40,12.0,78.0,3.73,5.78,64.6,0.24,0.96,25.0,0.00,0.08,0.06,-0.08,0.72,0.96,0.36,0.12,1.33,Matches
71,Luis Barraza,us USA,GK,NYCFC,27,1996,0.9,30.0,35.6,84.4,728.9,462.2,5.56,5.56,100.0,18.9,20.0,94.4,5.56,10.0,55.6,0.00,0.00,0.00,0.00,0.00,1.11,0.00,0.00,0.00,Matches
72,Lucas Bartlett,us USA,DF,D.C. United,26,1997,30.4,39.8,49.4,80.5,764.5,330.6,15.0,17.2,86.8,19.9,22.8,87.0,4.34,7.34,59.2,0.10,0.05,0.03,0.05,0.36,3.42,0.13,0.00,3.42,Matches
73,Ethan Bartlow,us USA,DF,Houston Dynamo,23,2000,9.5,54.5,63.7,85.6,1203.9,480.6,14.6,15.7,93.3,29.7,31.6,94.0,9.68,14.7,65.7,0.00,0.00,0.02,0.00,0.11,3.37,0.63,0.11,3.26,Matches
74,Cole Bassett,us USA,"MF,FW",Colorado Rapids,22,2001,28.5,50.5,59.3,85.0,824.5,239.2,25.1,27.3,92.0,20.3,23.1,88.0,3.79,6.11,62.1,0.25,0.17,0.15,0.07,1.19,6.46,0.98,0.07,7.82,Matches
75,Amine Bassi,fr FRA,MF,Houston Dynamo,26,1997,28.1,56.0,66.2,84.6,882.4,232.1,31.1,34.0,91.5,17.0,19.3,88.0,5.16,7.79,66.2,0.21,0.19,0.25,0.03,2.78,5.62,2.42,0.53,8.58,Matches
76,Zorhan Bassong,ca CAN,"DF,MF",Sporting KC,24,1999,13.9,43.3,53.1,81.6,728.8,260.9,21.3,23.7,89.7,17.6,20.4,86.2,3.60,6.62,54.3,0.07,0.18,0.12,-0.11,1.44,3.67,1.51,0.72,5.54,Matches
77,Josh Bauer,us USA,DF,Nashville SC,25,1998,20.7,42.0,50.3,83.5,777.4,269.1,15.2,16.9,90.0,22.7,25.4,89.5,3.48,6.04,57.6,0.00,0.01,0.01,-0.01,0.14,2.46,0.19,0.05,2.51,Matches
78,Tanner Beason,us USA,DF,SJ Earthquakes,26,1997,18.1,36.0,43.3,83.0,716.0,249.4,11.5,12.9,88.9,18.5,20.2,91.3,5.14,8.62,59.6,0.00,0.04,0.06,-0.04,0.28,1.38,0.28,0.06,1.66,Matches
79,Adam Beaudry,us USA,GK,Colorado Rapids,17,2006,1.0,14.0,22.0,63.6,445.0,340.0,4.00,4.00,100.0,5.00,5.00,100.0,5.00,11.0,45.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
80,Gavin Beavers,us USA,GK,Real Salt Lake,18,2005,11.0,25.2,32.9,76.5,591.6,383.5,7.27,7.27,100.0,11.5,11.5,99.2,6.36,14.0,45.5,0.09,0.00,0.00,0.09,0.09,0.27,0.00,0.00,0.09,Matches
81,Simon Becher,us USA,FW,St. Louis,24,1999,6.1,14.1,20.3,69.4,193.4,35.1,8.69,11.0,79.1,4.43,5.90,75.0,0.33,0.49,66.7,0.00,0.03,0.03,-0.03,0.82,0.98,0.33,0.00,1.31,Matches
82,Alejandro Bedoya,us USA,MF,Philadelphia Union,36,1987,16.2,34.7,46.5,74.6,552.2,215.4,18.8,23.5,79.8,13.4,16.8,79.8,2.10,3.21,65.4,0.12,0.13,0.20,-0.01,1.36,3.52,0.80,0.31,4.20,Matches
83,Jon Bell,jm JAM,DF,Seattle Sounders,26,1997,5.4,44.1,51.7,85.3,879.8,332.2,14.4,15.7,91.8,23.1,24.8,93.3,6.11,9.44,64.7,0.00,0.02,0.02,-0.02,0.19,2.78,0.56,0.19,2.96,Matches
84,Matthew Bell,jm JAM,FW,Real Salt Lake,21,2002,0.2,55.0,60.0,91.7,775.0,160.0,40.0,45.0,88.9,15.0,15.0,100.0,0.00,0.00,,0.00,0.50,0.00,-0.50,15.0,5.00,5.00,0.00,10.0,Matches
85,Ben Bender,us USA,"MF,FW",Charlotte,22,2001,2.2,21.4,27.7,77.0,361.4,119.5,9.55,10.9,87.5,10.5,12.3,85.2,1.36,2.27,60.0,0.00,0.14,0.09,-0.14,1.36,3.18,0.91,0.45,3.18,Matches
86,Christian Benteke,be BEL,FW,D.C. United,33,1990,28.8,15.1,25.8,58.6,220.3,57.5,8.40,13.8,61.1,4.72,8.16,57.9,0.97,1.42,68.3,0.17,0.18,0.15,-0.00,1.28,1.91,0.56,0.00,2.88,Matches
87,Nimfasha Berchimas,us USA,"FW,MF",Charlotte,15,2008,0.3,20.0,20.0,100.0,140.0,26.7,16.7,16.7,100.0,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,3.33,0.00,0.00,0.00,Matches
88,Sebastian Berhalter,us USA,"MF,DF",Vancouver W'caps,22,2001,20.7,37.4,49.6,75.5,796.3,262.5,14.0,15.5,90.3,15.3,18.7,81.7,7.58,13.3,56.9,0.14,0.24,0.25,-0.10,2.22,5.12,1.79,0.77,5.36,Matches
89,Federico Bernardeschi,it ITA,"DF,MF",Toronto FC,29,1994,27.3,36.5,48.2,75.7,679.6,196.5,18.7,21.1,88.9,11.3,14.8,76.3,5.57,8.90,62.6,0.22,0.23,0.31,-0.01,2.23,2.71,2.12,0.51,4.76,Matches
90,Miguel Berry,es ESP,FW,LA Galaxy,26,1997,9.2,12.6,18.2,69.5,149.0,32.5,8.26,10.2,80.9,2.93,4.24,69.2,0.22,0.54,40.0,0.33,0.16,0.13,0.16,1.52,0.87,0.43,0.00,1.41,Matches
91,Pep Biel,es ESP,"FW,MF",Charlotte,27,1996,6.8,26.3,35.3,74.6,430.1,124.3,13.2,15.0,88.2,9.71,12.8,75.9,2.35,5.15,45.7,0.44,0.19,0.25,0.25,2.35,2.21,1.76,0.44,4.26,Matches
92,Alessandro Biello,ca CAN,MF,CF Montréal,17,2006,0.2,60.0,60.0,100.0,870.0,315.0,35.0,35.0,100.0,20.0,20.0,100.0,5.00,5.00,100.0,0.00,0.00,0.00,0.00,0.00,15.0,0.00,0.00,0.00,Matches
93,Steve Birnbaum,us USA,DF,D.C. United,33,1991,3.8,36.8,45.3,81.4,721.3,336.8,11.3,13.2,86.0,21.3,25.0,85.3,4.21,6.58,64.0,0.26,0.11,0.11,0.16,0.26,2.63,0.26,0.26,2.89,Matches
94,Guilherme Biro,br BRA,DF,Austin,23,2000,25.4,41.1,51.6,79.6,707.9,248.3,19.3,21.6,89.6,17.2,20.7,83.0,3.82,7.01,54.5,0.00,0.07,0.06,-0.07,0.55,3.58,0.63,0.43,3.27,Matches
95,Tristan Blackmon,us USA,DF,Vancouver W'caps,27,1996,21.0,56.6,65.7,86.2,1142.0,434.1,16.5,17.8,93.0,32.5,35.5,91.4,7.29,11.0,65.9,0.05,0.02,0.04,0.02,0.48,4.24,0.10,0.05,3.86,Matches
96,Andre Blake,jm JAM,GK,Philadelphia Union,33,1990,12.4,17.3,23.1,74.6,476.2,355.8,2.90,2.98,97.3,8.63,9.11,94.7,5.73,10.9,52.6,0.00,0.00,0.00,0.00,0.08,0.08,0.00,0.00,0.00,Matches
97,Latif Blessing,gh GHA,"FW,MF",Houston Dynamo,27,1996,11.0,23.1,29.0,79.6,308.3,56.9,14.5,16.1,90.4,6.82,8.73,78.1,0.64,1.36,46.7,0.09,0.19,0.11,-0.10,1.18,1.00,0.55,0.00,2.00,Matches
98,Njabulo Blom,za RSA,MF,St. Louis,24,1999,9.7,34.0,41.2,82.5,520.5,174.0,19.6,22.1,88.8,12.5,14.2,87.7,1.55,2.78,55.6,0.00,0.01,0.03,-0.01,0.31,3.92,0.21,0.00,4.54,Matches
99,Emmanuel Boateng,gh GHA,FW,NE Revolution,30,1994,7.8,22.8,31.5,72.4,355.4,95.3,12.7,15.3,83.2,7.82,10.0,78.2,1.54,3.21,48.0,0.26,0.17,0.09,0.09,1.15,1.79,1.28,0.64,2.31,Matches
