0_Rk,1_Player,2_Nation,3_Pos,4_Squad,5_Age,6_Born,7_90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,24_Matches
514,Shakur Mohammed,gh GHA,"FW,MF",Orlando City,22-099,2003,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
515,Zane Monlouis,eng ENG,DF,Toronto FC,22-049,2003,5.7,0.35,0.35,0.35,0.00,0.00,0.00,0.00,0.00,0.18,0.18,0.18,0.00,0.00,0.00,0.00,0.00,Matches
516,Alán Montes,mx MEX,DF,Sporting KC,25-039,2000,5.1,1.18,1.18,0.78,0.00,0.20,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
517,Shaq Moore,us USA,"DF,MF",FC Dallas,29-032,1996,31.4,1.72,1.72,1.27,0.10,0.00,0.16,0.10,0.10,0.29,0.29,0.19,0.00,0.00,0.06,0.03,0.00,Matches
518,Felipe Mora,cl CHI,FW,Portland Timbers,32-124,1993,18.5,1.95,1.95,1.51,0.00,0.00,0.27,0.16,0.00,0.22,0.22,0.16,0.00,0.00,0.00,0.05,0.00,Matches
519,Alfredo Morales,us USA,MF,St. Louis,35-206,1990,12.2,1.97,1.96,1.72,0.00,0.08,0.16,0.00,0.00,0.16,0.16,0.16,0.00,0.00,0.00,0.00,0.00,Matches
520,Efrain Morales,bo BOL,DF,Atlanta Utd,21-275,2004,4.5,0.22,0.22,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
521,Efrain Morales,bo BOL,DF,CF Montréal,21-275,2004,5.4,0.74,0.74,0.56,0.00,0.00,0.00,0.00,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
522,Marcelo Morales,cl CHI,DF,NY Red Bulls,22-181,2003,2.0,2.00,1.97,1.00,0.50,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
523,Santi Morales,us USA,"MF,DF",Inter Miami,18-298,2007,0.3,10.0,9.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
524,Maximiliano Moralez,ar ARG,MF,NYCFC,38-280,1987,30.5,4.33,4.33,3.21,0.89,0.07,0.10,0.07,0.00,0.46,0.46,0.33,0.07,0.03,0.03,0.00,0.00,Matches
525,Andrew Moran,ie IRL,"MF,FW",LAFC,22-050,2003,3.5,2.86,2.82,2.57,0.00,0.00,0.29,0.00,0.00,0.29,0.28,0.29,0.00,0.00,0.00,0.00,0.00,Matches
526,Steven Moreira,cv CPV,DF,Columbus Crew,31-113,1994,27.3,2.20,2.20,1.87,0.04,0.04,0.15,0.07,0.04,0.29,0.29,0.22,0.04,0.00,0.04,0.00,0.00,Matches
527,Santiago Moreno,co COL,"FW,MF",Portland Timbers,25-227,2000,18.8,4.41,4.40,2.39,0.80,0.64,0.43,0.16,0.00,0.48,0.48,0.32,0.11,0.05,0.00,0.00,0.00,Matches
528,Lewis Morgan,sct SCO,"MF,FW",NY Red Bulls,29-065,1996,1.6,3.75,3.65,2.50,0.00,0.63,0.63,0.00,0.00,0.63,0.61,0.00,0.00,0.00,0.63,0.00,0.00,Matches
529,Jordan Morris,us USA,FW,Seattle Sounders,31-039,1994,8.4,2.62,2.63,2.38,0.00,0.12,0.00,0.12,0.00,0.24,0.24,0.24,0.00,0.00,0.00,0.00,0.00,Matches
530,Edwin Mosquera,co COL,"FW,DF",Atlanta Utd,24-160,2001,1.7,1.18,1.15,0.00,0.00,0.59,0.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
531,Rafael Mosquera,pa PAN,MF,NY Red Bulls,20-194,2005,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
532,Cole Mrowka,us USA,MF,Columbus Crew,19-242,2006,0.3,3.33,3.21,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
533,Hany Mukhtar,de GER,"FW,MF",Nashville SC,30-258,1995,33.3,5.41,5.40,2.40,1.74,0.12,0.66,0.42,0.06,0.60,0.60,0.24,0.09,0.00,0.09,0.18,0.00,Matches
534,Thomas Müller,de GER,MF,Vancouver W'caps,36-082,1989,6.0,4.67,4.66,4.33,0.00,0.17,0.00,0.17,0.00,0.67,0.67,0.50,0.00,0.17,0.00,0.00,0.00,Matches
535,Daniel Munie,us USA,DF,SJ Earthquakes,25-297,2000,22.1,1.00,0.99,0.95,0.00,0.00,0.00,0.00,0.05,0.14,0.14,0.14,0.00,0.00,0.00,0.00,0.00,Matches
536,Santiago Muñóz,mx MEX,"MF,FW",Sporting KC,23-112,2002,9.7,3.20,3.21,2.47,0.00,0.21,0.31,0.21,0.00,0.41,0.41,0.10,0.00,0.00,0.21,0.10,0.00,Matches
537,Luis Muriel,co COL,FW,Orlando City,34-232,1991,23.4,4.40,4.40,2.99,0.34,0.34,0.34,0.38,0.00,0.77,0.77,0.60,0.04,0.00,0.04,0.09,0.00,Matches
538,Ian Murphy,us USA,DF,Colorado Rapids,25-322,2000,11.6,0.52,0.52,0.43,0.09,0.00,0.00,0.00,0.00,0.09,0.09,0.09,0.00,0.00,0.00,0.00,0.00,Matches
539,Jacob Murrell,us USA,"FW,MF",D.C. United,21-250,2004,9.8,1.33,1.33,1.12,0.00,0.00,0.20,0.00,0.00,0.10,0.10,0.10,0.00,0.00,0.00,0.00,0.00,Matches
540,Petar Musa,hr CRO,FW,FC Dallas,27-275,1998,25.5,2.98,2.98,2.24,0.00,0.43,0.24,0.00,0.08,0.71,0.71,0.51,0.00,0.08,0.12,0.00,0.00,Matches
541,Daniel Musovski,us USA,FW,Seattle Sounders,30-004,1995,17.4,1.49,1.50,1.03,0.00,0.06,0.29,0.11,0.00,0.34,0.35,0.29,0.00,0.00,0.06,0.00,0.00,Matches
542,Sebastiano Musu,it ITA,FW,NYCFC,25-055,2000,0.2,5.00,6.43,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
543,Alex Muyl,us USA,"MF,FW",Nashville SC,30-065,1995,24.8,1.90,1.90,1.37,0.04,0.08,0.20,0.08,0.12,0.20,0.20,0.12,0.00,0.00,0.04,0.00,0.04,Matches
544,Tristan Muyumba,fr FRA,MF,Atlanta Utd,28-272,1997,13.2,2.20,2.19,1.82,0.00,0.08,0.23,0.00,0.08,0.15,0.15,0.15,0.00,0.00,0.00,0.00,0.00,Matches
545,Darlington Nagbe,us USA,MF,Columbus Crew,35-138,1990,28.8,1.53,1.53,1.25,0.00,0.07,0.00,0.17,0.03,0.07,0.07,0.07,0.00,0.00,0.00,0.00,0.00,Matches
546,Andy Najar,hn HON,DF,Nashville SC,32-263,1993,28.2,3.16,3.15,2.80,0.11,0.11,0.11,0.04,0.00,0.46,0.46,0.46,0.00,0.00,0.00,0.00,0.00,Matches
547,Matheus Nascimento,br BRA,FW,LA Galaxy,21-276,2004,13.0,2.00,2.01,1.62,0.08,0.08,0.15,0.00,0.08,0.15,0.15,0.15,0.00,0.00,0.00,0.00,0.00,Matches
548,Rafael Navarro,br BRA,FW,Colorado Rapids,25-234,2000,29.6,3.18,3.18,1.89,0.00,0.24,0.44,0.54,0.07,0.54,0.54,0.27,0.00,0.00,0.03,0.24,0.00,Matches
549,Logan Ndenbe,be BEL,DF,Sporting KC,25-298,2000,22.1,1.49,1.49,1.27,0.05,0.00,0.00,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
550,Jalen Neal,us USA,DF,CF Montréal,22-102,2003,10.6,1.13,1.14,1.13,0.00,0.00,0.00,0.00,0.00,0.28,0.28,0.28,0.00,0.00,0.00,0.00,0.00,Matches
551,Dylan Nealis,us USA,DF,NY Red Bulls,27-127,1998,12.1,1.98,1.97,1.32,0.17,0.17,0.00,0.33,0.00,0.08,0.08,0.00,0.00,0.00,0.00,0.08,0.00,Matches
552,Sean Nealis,us USA,DF,NY Red Bulls,28-325,1997,20.4,0.59,0.59,0.54,0.05,0.00,0.00,0.00,0.00,0.05,0.05,0.05,0.00,0.00,0.00,0.00,0.00,Matches
553,Jack Neeley,us USA,DF,Charlotte,20-268,2005,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
554,Franco Negri,ar ARG,DF,San Diego FC,30-287,1995,7.3,1.64,1.64,1.23,0.14,0.14,0.14,0.00,0.00,0.27,0.27,0.14,0.00,0.14,0.00,0.00,0.00,Matches
555,Jayden Nelson,ca CAN,FW,Vancouver W'caps,23-069,2002,14.7,3.54,3.55,1.70,0.07,0.75,0.34,0.68,0.00,0.68,0.68,0.54,0.00,0.07,0.00,0.07,0.00,Matches
556,John Nelson,us USA,DF,LA Galaxy,27-146,1998,22.7,1.15,1.14,1.10,0.00,0.00,0.00,0.00,0.04,0.13,0.13,0.13,0.00,0.00,0.00,0.00,0.00,Matches
557,Jean-Claude Ngando,cm CMR,"MF,FW",Vancouver W'caps,26-014,1999,14.0,4.07,4.08,3.21,0.07,0.14,0.29,0.21,0.14,0.50,0.50,0.43,0.00,0.00,0.00,0.00,0.07,Matches
558,Serge Ngoma,us USA,"FW,MF",NY Red Bulls,20-148,2005,7.0,1.29,1.28,1.14,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
559,Kenneth Nielsen,us USA,DF,LAFC,23-294,2002,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
560,Joakim Nilsson,se SWE,"DF,MF",St. Louis,31-301,1994,1.5,2.00,2.03,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
561,Nolan Norris,us USA,"DF,MF",FC Dallas,20-290,2005,7.1,0.42,0.43,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
562,Tsiki Ntsabeleng,za RSA,MF,FC Dallas,27-298,1998,3.7,1.89,1.87,1.62,0.00,0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
563,Obinna Nwobodo,ng NGA,MF,FC Cincinnati,29-005,1996,9.6,1.77,1.77,1.46,0.00,0.10,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
564,Aiden O'Neill,au AUS,MF,NYCFC,27-153,1998,16.7,1.50,1.49,1.26,0.12,0.06,0.06,0.00,0.00,0.30,0.30,0.30,0.00,0.00,0.00,0.00,0.00,Matches
565,Kevin O'Toole,ie IRL,"DF,MF",NYCFC,26-355,1998,21.0,1.48,1.47,1.33,0.00,0.00,0.05,0.05,0.05,0.10,0.10,0.05,0.00,0.00,0.05,0.00,0.00,Matches
566,Allen Obando,ec ECU,FW,Inter Miami,19-174,2006,1.7,1.18,1.15,0.59,0.00,0.00,0.00,0.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
567,Jáder Obrian,co COL,"FW,MF",Austin,30-200,1995,10.2,2.16,2.16,1.76,0.00,0.29,0.00,0.10,0.00,0.10,0.10,0.10,0.00,0.00,0.00,0.00,0.00,Matches
568,Édier Ocampo,co COL,DF,Vancouver W'caps,22-062,2003,24.1,2.12,2.11,1.66,0.04,0.12,0.08,0.21,0.00,0.25,0.25,0.21,0.00,0.00,0.00,0.04,0.00,Matches
569,David Ochoa,us USA,GK,LAFC,24-322,2001,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
570,Agustin Ojeda,ar ARG,"FW,MF",NYCFC,21-168,2004,14.9,3.36,3.35,2.42,0.07,0.20,0.27,0.20,0.20,0.54,0.54,0.47,0.00,0.00,0.00,0.07,0.00,Matches
571,Braian Ojeda,py PAR,MF,Real Salt Lake,25-160,2000,23.4,2.99,2.99,2.39,0.04,0.09,0.26,0.09,0.13,0.09,0.09,0.04,0.00,0.00,0.04,0.00,0.00,Matches
572,Martín Ojeda,ar ARG,"MF,FW",Orlando City,27-007,1998,29.8,6.14,6.15,3.59,1.48,0.20,0.67,0.13,0.07,0.67,0.67,0.44,0.17,0.03,0.03,0.00,0.00,Matches
573,Victor Olatunji,ng NGA,FW,Real Salt Lake,26-090,1999,7.1,2.39,2.38,1.41,0.00,0.56,0.00,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
574,Salvador Olivas,us USA,FW,Philadelphia Union,19-146,2006,0.5,4.00,3.83,2.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
575,Toyosi Olusanya,eng ENG,"FW,MF",Houston Dynamo,28-051,1997,0.6,5.00,4.66,1.67,0.00,0.00,0.00,3.33,0.00,1.67,1.55,1.67,0.00,0.00,0.00,0.00,0.00,Matches
576,Tani Oluwaseyi,ca CAN,"FW,MF",Minnesota Utd,25-203,2000,20.6,2.23,2.23,1.65,0.00,0.05,0.29,0.15,0.10,0.49,0.48,0.39,0.00,0.05,0.05,0.00,0.00,Matches
577,Wyatt Omsberg,us USA,DF,NE Revolution,30-074,1995,4.4,0.45,0.46,0.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
578,Kwadwo Opoku,gh GHA,"FW,MF",CF Montréal,24-144,2001,2.1,0.48,0.47,0.00,0.00,0.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
579,Nathan Ordaz,sv SLV,FW,LAFC,21-326,2004,14.6,2.60,2.61,2.19,0.00,0.14,0.14,0.14,0.00,0.41,0.41,0.34,0.00,0.00,0.07,0.00,0.00,Matches
580,Sergio Oregel,us USA,MF,Chicago Fire,20-202,2005,22.7,2.25,2.24,2.07,0.04,0.00,0.09,0.00,0.04,0.09,0.09,0.09,0.00,0.00,0.00,0.00,0.00,Matches
581,Luca Orellano,ar ARG,"DF,FW",FC Cincinnati,25-257,2000,21.3,4.04,4.04,2.63,0.56,0.33,0.23,0.23,0.05,0.42,0.42,0.33,0.00,0.05,0.05,0.00,0.00,Matches
582,Jaziel Orozco,us USA,DF,St. Louis,21-185,2004,5.9,2.20,2.20,1.86,0.17,0.00,0.17,0.00,0.00,0.17,0.17,0.17,0.00,0.00,0.00,0.00,0.00,Matches
583,Pablo Ortiz,co COL,DF,Houston Dynamo,25-179,2000,15.5,0.19,0.19,0.13,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.00,0.00,0.00,0.00,0.06,0.00,Matches
584,Harold Osorio,sv SLV,MF,Chicago Fire,22-106,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
585,Jonathan Osorio,ca CAN,MF,Toronto FC,33-175,1992,21.3,1.74,1.73,1.46,0.05,0.05,0.09,0.05,0.05,0.14,0.14,0.14,0.00,0.00,0.00,0.00,0.00,Matches
586,Tomáš Ostrák,cz CZE,MF,St. Louis,25-302,2000,11.3,3.10,3.10,2.30,0.00,0.09,0.53,0.09,0.09,0.35,0.35,0.09,0.00,0.09,0.09,0.09,0.00,Matches
587,Javier Otero,ve VEN,GK,Orlando City,23-016,2002,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
588,Prince Owusu,gh GHA,FW,CF Montréal,28-331,1997,31.3,2.33,2.33,1.66,0.03,0.16,0.22,0.19,0.06,0.32,0.32,0.19,0.00,0.06,0.03,0.03,0.00,Matches
589,Allan Oyirwoth,ug UGA,MF,NE Revolution,18-315,2007,3.2,1.56,1.58,1.25,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
590,Devin Padelford,us USA,DF,Minnesota Utd,22-335,2003,1.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
591,Devin Padelford,us USA,DF,St. Louis,22-335,2003,8.3,2.05,2.05,1.33,0.60,0.12,0.00,0.00,0.00,0.24,0.24,0.12,0.12,0.00,0.00,0.00,0.00,Matches
592,Maarten Paes,id IDN,GK,FC Dallas,27-204,1998,22.0,0.09,0.09,0.05,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
593,Joseph Paintsil,gh GHA,FW,LA Galaxy,27-306,1998,21.9,3.42,3.42,1.96,0.05,0.87,0.23,0.32,0.00,0.59,0.59,0.32,0.00,0.14,0.09,0.05,0.00,Matches
594,Nelson Palacio,co COL,MF,Real Salt Lake,24-171,2001,6.5,1.38,1.38,1.38,0.00,0.00,0.00,0.00,0.00,0.15,0.15,0.15,0.00,0.00,0.00,0.00,0.00,Matches
595,Jeison Palacios,co COL,DF,Nashville SC,31-259,1994,20.3,1.08,1.08,0.84,0.05,0.00,0.20,0.00,0.00,0.10,0.10,0.05,0.05,0.00,0.00,0.00,0.00,Matches
596,Sergi Palencia,es ESP,"DF,MF",LAFC,29-256,1996,31.2,1.92,1.92,1.76,0.03,0.03,0.00,0.06,0.03,0.22,0.22,0.19,0.00,0.03,0.00,0.00,0.00,Matches
597,James Pantemis,ca CAN,GK,Portland Timbers,28-286,1997,19.0,0.26,0.26,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
598,Cristhian Paredes,py PAR,MF,Portland Timbers,27-200,1998,11.3,2.92,2.92,2.48,0.18,0.18,0.00,0.09,0.00,0.18,0.18,0.18,0.00,0.00,0.00,0.00,0.00,Matches
599,Isaiah Parente,us USA,MF,LA Galaxy,25-263,2000,11.7,2.22,2.23,1.97,0.09,0.09,0.00,0.09,0.00,0.09,0.09,0.09,0.00,0.00,0.00,0.00,0.00,Matches
600,Tim Parker,us USA,DF,NY Red Bulls,32-284,1993,9.6,0.83,0.83,0.63,0.00,0.00,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
601,Keaton Parks,us USA,MF,NYCFC,28-120,1997,9.8,3.98,3.99,3.16,0.00,0.31,0.20,0.20,0.10,0.41,0.41,0.31,0.00,0.00,0.10,0.00,0.00,Matches
602,Marco Pašalić,hr CRO,"MF,FW",Orlando City,25-081,2000,28.5,3.58,3.57,2.60,0.25,0.25,0.39,0.11,0.00,0.32,0.32,0.14,0.00,0.00,0.14,0.04,0.00,Matches
603,João Paulo Mior,br BRA,MF,Seattle Sounders,34-271,1991,5.3,2.45,2.44,2.08,0.19,0.00,0.00,0.00,0.19,0.19,0.19,0.19,0.00,0.00,0.00,0.00,0.00,Matches
604,Tom Pearce,eng ENG,"MF,DF",CF Montréal,27-236,1998,10.1,2.57,2.57,1.39,0.99,0.00,0.00,0.10,0.10,0.10,0.10,0.00,0.10,0.00,0.00,0.00,0.00,Matches
605,Tyson Pearce,us USA,"MF,DF",St. Louis,18-114,2007,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
606,Pedrinho,br BRA,"FW,MF",FC Dallas,22-230,2003,10.4,3.37,3.37,2.31,0.48,0.29,0.19,0.10,0.00,0.48,0.48,0.48,0.00,0.00,0.00,0.00,0.00,Matches
607,Peglow,br BRA,"FW,MF",D.C. United,23-331,2002,18.8,2.87,2.87,1.97,0.37,0.32,0.11,0.11,0.00,0.37,0.37,0.16,0.00,0.11,0.05,0.05,0.00,Matches
608,Amahl Pellegrino,no NOR,FW,San Diego FC,35-169,1990,3.6,1.67,1.65,1.39,0.00,0.00,0.00,0.28,0.00,0.83,0.82,0.56,0.00,0.00,0.00,0.28,0.00,Matches
609,Amahl Pellegrino,no NOR,"MF,FW",SJ Earthquakes,35-169,1990,5.4,3.70,3.68,3.15,0.00,0.00,0.19,0.00,0.37,0.93,0.92,0.74,0.00,0.00,0.00,0.00,0.19,Matches
610,Matti Peltola,fi FIN,"MF,DF",D.C. United,23-154,2002,17.0,1.53,1.53,1.06,0.00,0.12,0.00,0.29,0.06,0.18,0.18,0.12,0.00,0.00,0.00,0.00,0.06,Matches
611,Andrés Perea,us USA,MF,NYCFC,25-020,2000,18.5,1.84,1.84,1.51,0.00,0.05,0.16,0.11,0.00,0.16,0.16,0.05,0.00,0.00,0.05,0.05,0.00,Matches
612,Daniel Pereira,ve VEN,MF,Austin,25-143,2000,23.0,3.00,3.00,2.52,0.13,0.13,0.04,0.09,0.09,0.39,0.39,0.26,0.04,0.04,0.04,0.00,0.00,Matches
613,Joaquín Pereyra,ar ARG,"MF,FW",Minnesota Utd,27-003,1998,28.5,5.33,5.34,2.77,1.12,0.35,0.53,0.53,0.04,0.56,0.56,0.21,0.11,0.04,0.18,0.04,0.00,Matches
614,Jonathan Perez,mx MEX,"FW,MF",Nashville SC,22-320,2003,9.5,2.63,2.64,2.21,0.00,0.21,0.11,0.11,0.00,0.21,0.21,0.21,0.00,0.00,0.00,0.00,0.00,Matches
615,Nikola Petković,rs SRB,MF,Charlotte,22-284,2003,1.1,2.73,2.73,1.82,0.00,0.00,0.91,0.00,0.00,0.91,0.91,0.91,0.00,0.00,0.00,0.00,0.00,Matches
616,Luca Petrasso,ca CAN,DF,CF Montréal,25-171,2000,30.1,1.83,1.83,1.56,0.10,0.17,0.00,0.00,0.00,0.30,0.30,0.23,0.00,0.07,0.00,0.00,0.00,Matches
617,Raoul Petretta,it ITA,DF,Toronto FC,28-255,1997,20.5,1.22,1.22,0.93,0.15,0.05,0.00,0.05,0.05,0.05,0.05,0.00,0.00,0.00,0.00,0.05,0.00,Matches
618,Hugo Picard,fr FRA,"MF,FW",Columbus Crew,22-209,2003,5.6,3.04,3.04,2.86,0.00,0.18,0.00,0.00,0.00,0.18,0.18,0.18,0.00,0.00,0.00,0.00,0.00,Matches
619,Fafà Picault,ht HAI,"FW,MF",Inter Miami,34-284,1991,8.4,1.43,1.42,1.19,0.00,0.12,0.12,0.00,0.00,0.24,0.24,0.24,0.00,0.00,0.00,0.00,0.00,Matches
620,Neil Pierre,us USA,FW,Philadelphia Union,18-046,2007,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
621,Nelson Pierre,ht HAI,FW,Vancouver W'caps,20-257,2005,0.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
622,Samuel Piette,ca CAN,MF,CF Montréal,31-022,1994,17.1,1.11,1.11,1.05,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
623,Ian Pilcher,us USA,DF,San Diego FC,22-258,2003,10.2,0.49,0.49,0.49,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.10,0.00,0.00,0.00,0.00,0.00,Matches
624,Mauricio Pineda,us USA,MF,Chicago Fire,28-048,1997,16.9,1.66,1.66,1.66,0.00,0.00,0.00,0.00,0.00,0.18,0.18,0.18,0.00,0.00,0.00,0.00,0.00,Matches
625,Dániel Pintér,us USA,MF,Inter Miami,18-181,2007,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
626,Ariath Piol,au AUS,"FW,MF",Real Salt Lake,21-054,2004,10.0,1.70,1.69,1.50,0.00,0.10,0.00,0.10,0.00,0.20,0.20,0.20,0.00,0.00,0.00,0.00,0.00,Matches
627,Gabriel Pirani,br BRA,"MF,FW",D.C. United,23-236,2002,21.0,3.57,3.56,2.81,0.00,0.29,0.19,0.24,0.05,0.29,0.29,0.24,0.00,0.05,0.00,0.00,0.00,Matches
628,Matt Polster,us USA,MF,NE Revolution,32-179,1993,25.7,1.60,1.59,1.32,0.00,0.04,0.08,0.04,0.12,0.19,0.19,0.19,0.00,0.00,0.00,0.00,0.00,Matches
629,Célio Pompeu,br BRA,"FW,MF",St. Louis,25-359,1999,16.4,3.96,3.96,2.93,0.12,0.43,0.12,0.18,0.18,0.24,0.24,0.18,0.00,0.06,0.00,0.00,0.00,Matches
630,Paxton Pomykal,us USA,MF,FC Dallas,25-352,1999,0.5,4.00,4.29,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
631,Ezequiel Ponce,ar ARG,FW,Houston Dynamo,28-250,1997,29.7,1.62,1.62,1.01,0.00,0.03,0.40,0.13,0.03,0.07,0.07,0.00,0.00,0.00,0.03,0.03,0.00,Matches
632,Ryan Porteous,sct SCO,DF,LAFC,26-254,1999,9.1,0.88,0.88,0.66,0.11,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
633,Alvas Powell,jm JAM,DF,FC Cincinnati,31-139,1994,9.6,1.98,1.98,1.15,0.21,0.21,0.21,0.21,0.00,0.10,0.10,0.10,0.00,0.00,0.00,0.00,0.00,Matches
634,Ralph Priso-Mbongue,ca CAN,"MF,DF",Vancouver W'caps,23-124,2002,15.4,1.82,1.81,1.56,0.00,0.00,0.00,0.13,0.13,0.26,0.26,0.26,0.00,0.00,0.00,0.00,0.00,Matches
635,Andrew Privett,us USA,DF,Charlotte,25-124,2000,20.0,0.25,0.25,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
636,John Pulskamp,us USA,GK,Sporting KC,24-229,2001,34.0,0.06,0.06,0.03,0.03,0.00,0.00,0.00,0.00,0.06,0.06,0.03,0.03,0.00,0.00,0.00,0.00,Matches
637,Ahmed Qasem,se SWE,"FW,MF",Nashville SC,22-145,2003,13.6,2.43,2.43,1.84,0.00,0.00,0.29,0.29,0.00,0.15,0.15,0.15,0.00,0.00,0.00,0.00,0.00,Matches
638,Nelson Quiñones,co COL,MF,Houston Dynamo,23-106,2002,0.1,10.0,8.18,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
639,Philip Quinton,us USA,DF,Real Salt Lake,26-018,1999,9.0,1.00,1.00,0.89,0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
640,Nemanja Radoja,rs SRB,MF,Sporting KC,32-301,1993,12.2,1.39,1.39,1.15,0.08,0.00,0.08,0.08,0.00,0.16,0.16,0.16,0.00,0.00,0.00,0.00,0.00,Matches
641,Jeremy Rafanello,us USA,MF,Philadelphia Union,25-234,2000,3.2,2.50,2.54,0.94,0.00,0.63,0.31,0.63,0.00,0.31,0.32,0.00,0.00,0.31,0.00,0.00,0.00,Matches
642,Jackson Ragen,us USA,DF,Seattle Sounders,27-071,1998,21.3,1.08,1.08,1.03,0.00,0.00,0.05,0.00,0.00,0.05,0.05,0.05,0.00,0.00,0.00,0.00,0.00,Matches
