0_Rk,1_Player,2_Nation,3_Pos,4_Squad,5_Age,6_Born,7_90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,22_Ast,23_xAG,"xA: Expected AssistsExpected AssistsThe likelihood each completed pass becomes a goal assistsgiven the pass type, phase of play, location and distance.Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.Minimum 30 minutes played per squad game to qualify as a leader","Assists - xAGAssists minus Expected Goals AssistedProvided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.",26_KP,27_1/3,28_PPA,29_CrsPA,30_PrgP,31_Matches
14,Daniel Aguirre,us USA,"MF,FW",LA Galaxy,23,1999,6.4,43.3,51.4,84.2,589.7,179.8,25.9,27.5,94.3,13.3,16.1,82.5,1.41,2.97,47.4,0.16,0.08,0.11,0.08,1.56,3.44,0.47,0.16,5.00,Matches
15,Patrick Agyemang,us USA,FW,Charlotte,22,2000,2.1,11.9,17.1,69.4,131.4,8.10,8.57,10.0,85.7,2.38,2.86,83.3,0.00,0.48,0.0,0.00,0.05,0.00,-0.05,0.48,0.00,0.48,0.00,0.95,Matches
16,Ali Ahmed,ca CAN,"MF,DF",Vancouver W'caps,22,2000,12.5,37.2,43.1,86.3,587.6,146.7,19.4,21.0,92.4,14.2,15.8,90.4,2.72,3.84,70.8,0.08,0.10,0.14,-0.02,1.04,3.12,2.08,0.56,5.68,Matches
17,Carlos Akapo,gq EQG,DF,SJ Earthquakes,29,1993,23.8,41.6,54.6,76.3,660.2,263.9,22.2,25.0,88.6,15.7,20.3,77.1,2.77,4.83,57.4,0.13,0.07,0.08,0.05,0.50,2.61,0.76,0.25,4.16,Matches
18,Matai Akinmboni,us USA,DF,D.C. United,16,2006,2.0,45.0,53.5,84.1,894.0,334.0,13.5,14.0,96.4,26.5,29.5,89.8,5.00,7.50,66.7,0.00,0.00,0.00,0.00,0.00,1.50,0.00,0.00,2.00,Matches
19,Ayo Akinola,ca CAN,FW,Toronto FC,23,2000,6.2,20.2,24.2,83.3,261.8,35.8,12.3,14.0,87.4,5.32,5.97,89.2,0.65,0.81,80.0,0.00,0.05,0.06,-0.05,0.65,0.16,0.65,0.32,1.29,Matches
20,Ayo Akinola,ca CAN,"FW,MF",SJ Earthquakes,23,2000,0.6,20.0,23.3,85.7,256.7,15.0,13.3,15.0,88.9,6.67,6.67,100.0,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.67,Matches
21,Joey Akpunonu,us USA,DF,FC Cincinnati,21,2001,0.1,30.0,30.0,100.0,450.0,240.0,20.0,20.0,100.0,10.0,10.0,100.0,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
22,Jordi Alba,es ESP,DF,Inter Miami,33,1989,4.9,55.5,69.8,79.5,916.9,282.0,27.3,29.8,91.8,23.5,29.2,80.4,3.88,6.73,57.6,0.00,0.20,0.16,-0.20,1.02,4.90,1.63,0.20,6.53,Matches
23,Tony Alfaro,us USA,DF,NYCFC,29,1993,4.2,42.6,52.4,81.4,676.9,267.6,21.2,24.0,88.1,18.8,22.4,84.0,1.67,4.05,41.2,0.00,0.00,0.02,0.00,0.24,4.29,0.24,0.24,5.48,Matches
24,Tony Alfaro,us USA,DF,LA Galaxy,29,1993,4.2,47.9,55.5,86.3,800.2,324.5,21.0,23.1,90.7,23.3,25.5,91.6,2.62,5.48,47.8,0.00,0.00,0.00,0.00,0.00,2.14,0.00,0.00,1.67,Matches
25,Noah Allen,gr GRE,DF,Inter Miami,18,2004,13.9,50.4,59.8,84.2,831.7,216.9,24.6,26.3,93.4,22.4,26.0,86.4,2.73,4.96,55.1,0.14,0.04,0.07,0.10,0.50,2.30,0.65,0.14,3.38,Matches
26,Rasmus Alm,se SWE,"MF,FW",St. Louis,27,1995,12.2,14.7,24.9,58.9,227.6,76.0,8.03,10.7,74.8,4.43,8.03,55.1,1.48,3.36,43.9,0.16,0.26,0.16,-0.10,1.48,1.07,0.98,0.49,2.05,Matches
27,Thiago Almada,ar ARG,MF,Atlanta Utd,21,2001,30.3,51.5,64.4,79.9,948.9,263.9,24.5,27.1,90.4,16.8,20.7,81.2,8.18,12.3,66.5,0.53,0.44,0.36,0.09,3.07,6.63,3.00,0.23,9.60,Matches
28,Osvaldo Alonso,cu CUB,MF,Atlanta Utd,37,1985,1.1,65.5,73.6,88.9,1009.1,301.8,30.9,34.5,89.5,30.0,32.7,91.7,1.82,1.82,100.0,0.00,0.00,0.09,0.00,0.00,10.0,0.00,0.00,8.18,Matches
29,Jozy Altidore,us USA,FW,NE Revolution,33,1989,2.3,17.4,22.6,76.9,246.5,53.0,11.7,14.3,81.8,4.78,6.96,68.8,0.87,0.87,100.0,0.00,0.00,0.04,0.00,0.00,1.30,0.00,0.00,0.87,Matches
30,Efrain Alvarez,mx MEX,"MF,FW",LA Galaxy,20,2002,4.2,37.4,48.3,77.3,567.9,175.7,24.0,26.0,92.7,8.57,11.2,76.6,3.33,8.10,41.2,0.00,0.14,0.14,-0.14,1.90,4.05,1.43,0.24,4.76,Matches
31,Fernando Álvarez,co COL,DF,CF Montréal,19,2003,2.8,44.3,50.7,87.3,771.8,301.8,17.9,21.1,84.7,24.3,26.4,91.9,2.14,2.86,75.0,0.00,0.00,0.00,0.00,0.00,3.21,0.00,0.00,5.71,Matches
32,Luis Amarilla,py PAR,FW,Minnesota Utd,27,1995,8.2,22.6,31.0,72.8,299.5,63.8,14.5,17.8,81.5,6.10,8.41,72.5,0.49,1.22,40.0,0.00,0.12,0.12,-0.12,1.10,1.95,0.61,0.00,2.93,Matches
33,Frankie Amaya,us USA,MF,NY Red Bulls,22,2000,21.3,31.9,41.5,76.9,579.9,210.1,13.7,15.4,88.7,13.9,16.9,82.3,3.43,7.09,48.3,0.00,0.08,0.12,-0.08,1.41,5.35,0.85,0.00,5.87,Matches
34,Malte Amundsen,dk DEN,DF,Columbus Crew,24,1998,21.0,53.3,61.3,87.0,949.3,360.9,22.7,24.5,92.8,25.9,28.5,91.0,4.29,6.52,65.7,0.05,0.07,0.04,-0.02,0.52,5.43,0.29,0.19,4.62,Matches
35,Sebastian Anderson,us USA,DF,Colorado Rapids,20,2002,3.0,21.3,30.0,71.1,290.7,93.7,12.3,13.3,92.5,5.33,8.67,61.5,1.67,4.33,38.5,0.00,0.00,0.00,0.00,0.00,1.33,0.00,0.00,1.33,Matches
36,José Andrés Martínez,ve VEN,MF,Philadelphia Union,28,1994,20.3,35.1,45.9,76.5,679.0,244.0,14.1,16.9,83.7,15.6,18.6,83.9,4.88,8.28,58.9,0.05,0.03,0.06,0.01,0.49,5.71,0.30,0.10,5.47,Matches
37,Iván Angulo,co COL,"FW,DF",Orlando City,23,1999,27.6,24.7,30.9,79.8,362.6,100.9,14.2,16.4,86.5,8.88,11.1,80.1,0.94,1.56,60.5,0.22,0.12,0.13,0.10,0.91,1.49,1.49,0.33,3.55,Matches
38,Marco Angulo,ec ECU,MF,FC Cincinnati,20,2002,8.7,35.5,42.1,84.4,540.1,136.7,18.7,22.0,85.3,12.9,14.5,88.9,2.07,2.87,72.0,0.11,0.05,0.05,0.07,0.57,2.87,0.34,0.00,2.64,Matches
39,Eugene Ansah,gh GHA,FW,FC Dallas,28,1994,2.0,13.5,20.0,67.5,158.5,8.50,9.00,11.0,81.8,4.00,4.50,88.9,0.00,1.50,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
40,Themi Antonoglou,ca CAN,"DF,MF",Toronto FC,21,2001,5.3,36.2,44.0,82.4,652.1,169.4,16.6,18.5,89.8,15.7,18.1,86.5,3.58,6.42,55.9,0.00,0.02,0.04,-0.02,0.19,1.51,0.94,0.38,2.26,Matches
41,Antony,br BRA,"FW,MF",Portland Timbers,21,2001,2.8,23.9,32.1,74.4,307.9,78.9,16.1,18.6,86.5,6.79,9.64,70.4,0.36,0.71,50.0,0.00,0.32,0.21,-0.32,2.14,0.71,2.50,0.36,2.50,Matches
42,Brian Anunga,cm CMR,MF,Nashville SC,26,1996,6.3,37.3,42.4,88.0,542.4,131.9,21.3,22.5,94.4,12.9,14.6,88.0,1.43,2.54,56.3,0.00,0.02,0.02,-0.02,0.32,2.54,0.63,0.00,3.17,Matches
43,Cristian Arango,co COL,FW,Real Salt Lake,27,1995,8.4,14.2,18.8,75.3,205.6,48.5,7.98,9.88,80.7,4.40,5.95,74.0,0.71,1.07,66.7,0.12,0.23,0.14,-0.11,1.43,1.31,1.31,0.36,2.74,Matches
44,César Araujo,uy URU,MF,Orlando City,21,2001,30.3,46.3,55.6,83.3,822.5,298.6,21.7,23.4,92.8,18.8,22.1,85.1,4.88,7.89,61.9,0.10,0.06,0.08,0.04,0.73,5.71,0.36,0.00,5.12,Matches
45,Luiz Araújo,br BRA,FW,Atlanta Utd,26,1996,14.1,29.6,38.0,77.8,539.5,110.8,12.6,14.2,89.0,12.1,15.0,80.7,3.62,5.39,67.1,0.07,0.10,0.16,-0.03,1.35,1.63,1.77,0.21,4.82,Matches
46,Miguel Araujo,pe PER,DF,Portland Timbers,28,1994,1.9,47.4,53.2,89.1,1098.4,249.5,6.84,7.37,92.9,32.6,33.7,96.9,7.89,12.1,65.2,0.00,0.00,0.00,0.00,0.00,2.63,0.00,0.00,2.11,Matches
47,Scott Arfield,ca CAN,"MF,FW",Charlotte,34,1988,4.6,33.9,42.6,79.6,479.3,114.6,19.6,22.4,87.4,10.7,12.8,83.1,1.96,3.70,52.9,0.00,0.04,0.09,-0.04,0.65,2.61,1.09,0.22,4.78,Matches
48,Max Arfsten,us USA,"DF,MF",Columbus Crew,21,2001,3.1,30.6,40.3,76.0,494.2,119.4,17.4,20.0,87.1,11.3,13.2,85.4,1.61,3.87,41.7,0.65,0.42,0.03,0.23,1.61,2.26,0.32,0.00,2.90,Matches
49,Santiago Arias,co COL,DF,FC Cincinnati,31,1992,18.4,35.3,48.3,73.1,605.8,244.7,15.4,19.1,80.7,16.2,20.7,78.2,2.83,5.11,55.3,0.05,0.09,0.15,-0.04,1.14,2.83,0.98,0.16,3.80,Matches
50,Xavier Arreaga,ec ECU,"DF,MF",Seattle Sounders,28,1994,3.9,44.4,53.1,83.6,925.4,433.3,15.9,16.7,95.4,22.1,24.6,89.6,6.41,10.8,59.5,0.00,0.00,0.00,0.00,0.00,3.08,0.00,0.00,2.05,Matches
51,Kervin Arriaga,hn HON,MF,Minnesota Utd,25,1998,13.0,39.8,50.0,79.5,710.6,237.9,18.5,22.1,84.0,17.2,20.3,84.8,3.54,6.15,57.5,0.15,0.10,0.11,0.05,0.85,5.15,0.38,0.08,5.00,Matches
52,Paul Arriola,us USA,"FW,MF",FC Dallas,27,1995,18.4,22.0,32.0,68.6,314.9,90.4,13.3,16.3,81.9,6.68,9.62,69.5,1.14,2.45,46.7,0.22,0.23,0.21,-0.02,1.58,2.23,1.30,0.22,2.93,Matches
53,Dixon Arroyo,ec ECU,MF,Inter Miami,30,1992,19.9,52.1,59.4,87.7,1034.3,242.4,19.5,21.5,91.1,23.6,25.1,93.8,7.99,9.95,80.3,0.00,0.02,0.04,-0.02,0.30,5.38,0.25,0.00,4.37,Matches
54,Artur,br BRA,MF,Houston Dynamo,26,1996,30.3,49.2,54.9,89.6,850.9,255.1,23.3,25.1,92.8,19.7,21.4,92.0,4.95,6.17,80.2,0.00,0.03,0.05,-0.03,0.26,4.55,0.63,0.07,4.09,Matches
55,Yamil Asad,ar ARG,"MF,FW",D.C. United,28,1994,5.8,34.0,45.5,74.6,518.6,133.4,18.1,21.7,83.3,12.4,16.7,74.2,1.90,3.45,55.0,0.00,0.07,0.14,-0.07,1.38,2.93,1.55,0.17,5.00,Matches
56,Dairon Asprilla,co COL,"FW,MF",Portland Timbers,30,1992,16.1,20.4,30.4,67.1,313.9,83.4,12.4,16.0,77.5,5.71,9.13,62.6,1.55,2.42,64.1,0.31,0.20,0.14,0.11,1.18,1.86,0.93,0.12,2.80,Matches
57,Joshua Atencio,us USA,MF,Seattle Sounders,21,2002,10.9,43.5,54.8,79.4,706.8,172.1,21.9,25.1,87.2,16.4,20.3,81.0,3.12,5.05,61.8,0.09,0.06,0.05,0.04,0.46,4.40,0.55,0.00,5.32,Matches
58,Julián Aude,ar ARG,DF,LA Galaxy,19,2003,13.3,45.9,55.7,82.5,721.4,250.8,24.9,27.2,91.4,18.1,21.1,86.1,1.95,4.74,41.3,0.08,0.07,0.05,0.01,0.45,2.71,0.38,0.38,2.86,Matches
59,Tomás Avilés,ar ARG,DF,Inter Miami,18,2004,9.7,51.3,61.0,84.1,978.1,359.8,17.2,18.7,92.3,29.0,32.1,90.4,4.43,7.63,58.1,0.10,0.02,0.03,0.08,0.31,3.51,0.10,0.00,2.06,Matches
60,David Ayala,ar ARG,MF,Portland Timbers,20,2002,1.8,32.8,44.4,73.8,673.9,147.2,13.3,15.6,85.7,11.1,12.8,87.0,6.67,11.7,57.1,0.00,0.00,0.06,0.00,0.00,6.11,0.56,0.00,4.44,Matches
61,Edison Azcona,do DOM,"MF,DF",Inter Miami,19,2003,0.6,43.3,61.7,70.3,668.3,61.7,25.0,26.7,93.8,15.0,20.0,75.0,1.67,6.67,25.0,0.00,0.00,0.00,0.00,1.67,0.00,0.00,0.00,0.00,Matches
62,Dominique Badji,sn SEN,FW,FC Cincinnati,30,1992,10.2,14.5,19.2,75.5,218.4,40.1,7.84,9.61,81.6,5.49,7.06,77.8,0.78,0.98,80.0,0.29,0.27,0.21,0.02,1.37,0.78,0.29,0.00,1.27,Matches
63,Corey Baird,us USA,FW,Houston Dynamo,27,1996,25.9,19.7,25.6,76.9,256.8,50.6,12.7,14.7,86.8,4.98,6.68,74.6,0.73,1.54,47.5,0.19,0.12,0.13,0.07,0.69,0.85,0.77,0.08,1.93,Matches
64,Esmir Bajraktarevic,ba BIH,"FW,MF",NE Revolution,17,2005,5.5,23.1,30.5,75.6,346.5,55.8,13.6,15.8,86.2,8.00,9.64,83.0,1.09,2.55,42.9,0.00,0.04,0.05,-0.04,0.55,1.27,0.18,0.18,2.00,Matches
65,Cody Baker,us USA,DF,Seattle Sounders,19,2004,7.6,48.2,61.4,78.4,804.2,291.2,22.8,26.3,86.5,20.4,25.0,81.6,4.34,7.11,61.1,0.00,0.05,0.17,-0.05,0.66,4.74,1.45,0.39,5.39,Matches
66,Reed Baker-Whiting,us USA,"DF,FW",Seattle Sounders,17,2005,7.1,44.9,58.0,77.4,705.8,248.9,23.4,25.4,92.2,17.9,23.2,77.0,2.54,6.90,36.7,0.14,0.10,0.13,0.04,0.70,4.08,1.13,0.70,4.08,Matches
67,Monsef Bakrar,dz ALG,FW,NYCFC,22,2001,8.4,7.86,13.2,59.5,98.7,20.0,4.88,6.79,71.9,2.14,3.57,60.0,0.24,0.95,25.0,0.00,0.04,0.05,-0.04,0.24,0.60,0.24,0.12,1.31,Matches
68,Michael Baldisimo,ph PHI,MF,SJ Earthquakes,22,2000,3.3,38.8,44.5,87.1,622.4,209.7,22.1,24.5,90.1,13.9,14.8,93.9,2.12,3.33,63.6,0.00,0.00,0.03,0.00,0.00,4.24,0.00,0.00,3.33,Matches
69,Tai Baribo,il ISR,"FW,MF",Philadelphia Union,25,1998,1.7,15.3,20.6,74.3,166.5,18.8,10.0,11.2,89.5,1.76,4.12,42.9,1.18,1.76,66.7,0.00,0.00,0.00,0.00,0.00,0.59,0.00,0.00,0.59,Matches
70,Tom Barlow,us USA,FW,NY Red Bulls,27,1995,20.5,12.5,19.7,63.5,155.0,34.0,8.24,11.7,70.7,3.07,4.88,63.0,0.34,0.73,46.7,0.10,0.09,0.05,0.01,0.78,0.88,0.49,0.00,1.76,Matches
71,Luis Barraza,us USA,GK,NYCFC,26,1996,24.0,36.9,45.8,80.7,860.9,453.9,7.04,7.04,100.0,23.4,23.8,98.1,6.42,14.5,44.1,0.00,0.00,0.00,0.00,0.04,0.54,0.04,0.00,0.00,Matches
72,Álvaro Barreal,ar ARG,DF,FC Cincinnati,22,2000,31.3,42.5,58.7,72.4,761.5,295.8,21.1,23.9,88.1,15.5,20.1,76.9,5.34,12.1,44.1,0.19,0.30,0.29,-0.11,2.33,3.32,1.57,0.93,4.06,Matches
73,Michael Barrios,co COL,"FW,MF",Colorado Rapids,31,1991,9.3,13.4,21.3,63.1,204.3,46.9,6.99,9.68,72.2,4.84,7.42,65.2,0.75,1.83,41.2,0.22,0.14,0.12,0.08,1.18,0.86,1.08,0.54,2.04,Matches
74,Michael Barrios,co COL,"FW,MF",LA Galaxy,31,1991,1.3,23.8,30.8,77.5,391.5,99.2,13.1,16.9,77.3,9.23,10.0,92.3,1.54,2.31,66.7,0.00,0.23,0.23,-0.23,2.31,2.31,2.31,0.77,3.08,Matches
75,Lucas Bartlett,us USA,DF,St. Louis,25,1997,11.9,31.3,40.1,78.0,612.9,250.3,10.1,12.2,82.8,17.9,20.0,89.5,3.03,6.47,46.8,0.08,0.04,0.04,0.04,0.42,2.52,0.34,0.08,3.03,Matches
76,Ethan Bartlow,us USA,DF,Houston Dynamo,22,2000,22.1,42.0,51.5,81.6,904.3,274.5,10.4,11.9,86.7,25.1,27.4,91.6,6.24,10.8,57.7,0.05,0.06,0.05,-0.02,0.41,2.22,0.23,0.14,1.76,Matches
77,Cole Bassett,us USA,"MF,FW",Colorado Rapids,21,2001,21.1,31.0,38.5,80.5,547.3,135.9,14.3,16.2,88.0,11.9,14.0,85.4,3.60,5.69,63.3,0.05,0.11,0.09,-0.06,1.18,3.08,0.95,0.05,4.45,Matches
78,Amine Bassi,fr FRA,"MF,FW",Houston Dynamo,25,1997,22.2,46.4,53.8,86.3,736.8,181.8,26.4,28.3,93.0,14.6,16.9,86.2,4.14,6.04,68.7,0.05,0.22,0.30,-0.17,2.21,4.46,2.21,0.23,6.76,Matches
79,Jesús Batiz,hn HON,"MF,FW",Toronto FC,23,1999,0.7,22.9,27.1,84.2,341.4,55.7,10.0,12.9,77.8,10.0,10.0,100.0,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,1.43,1.43,0.00,2.86,Matches
80,Josh Bauer,us USA,DF,Nashville SC,24,1998,5.8,42.2,49.0,86.3,817.2,241.0,14.8,15.9,93.5,22.9,25.9,88.7,4.14,6.55,63.2,0.00,0.00,0.10,0.00,0.00,2.59,0.00,0.00,1.90,Matches
81,Tanner Beason,us USA,DF,SJ Earthquakes,25,1997,15.6,35.1,42.6,82.4,697.6,261.9,10.3,11.7,87.4,20.6,22.8,90.4,3.72,6.79,54.7,0.06,0.01,0.00,0.06,0.06,0.38,0.00,0.00,1.22,Matches
82,Gavin Beavers,us USA,GK,Real Salt Lake,17,2005,6.5,20.2,28.2,71.6,601.5,442.0,4.00,4.00,100.0,8.31,8.31,100.0,7.85,15.7,50.0,0.00,0.00,0.00,0.00,0.00,0.46,0.00,0.00,0.00,Matches
83,Simon Becher,us USA,"FW,MF",Vancouver W'caps,23,1999,6.8,10.7,15.9,67.6,138.5,32.9,6.76,9.85,68.7,3.09,4.26,72.4,0.15,0.29,50.0,0.15,0.18,0.10,-0.03,1.76,0.88,0.44,0.00,1.76,Matches
84,Alejandro Bedoya,us USA,MF,Philadelphia Union,35,1987,22.3,28.9,40.9,70.6,460.4,175.9,14.8,18.9,78.2,11.2,14.7,76.2,2.11,3.63,58.0,0.18,0.14,0.11,0.04,1.48,2.78,1.12,0.22,5.02,Matches
85,Steven Beitashour,ir IRN,DF,Colorado Rapids,35,1987,6.7,37.6,46.0,81.8,625.7,227.5,16.6,17.2,96.5,18.5,23.1,80.0,1.94,3.88,50.0,0.00,0.01,0.01,-0.01,0.15,3.88,0.45,0.15,3.13,Matches
86,Jon Bell,jm JAM,DF,St. Louis,25,1997,1.6,31.3,40.6,76.9,666.9,280.6,5.63,6.88,81.8,20.6,23.1,89.2,5.00,9.38,53.3,0.00,0.00,0.00,0.00,0.00,1.88,0.00,0.00,0.63,Matches
87,Zaydan Bello,au AUS,MF,Minnesota Utd,20,2002,0.2,15.0,30.0,50.0,175.0,35.0,10.0,15.0,66.7,5.00,10.0,50.0,0.00,0.00,,0.00,0.50,0.00,-0.50,5.00,0.00,0.00,0.00,5.00,Matches
88,Nico Benalcázar,us USA,MF,NYCFC,21,2001,0.1,30.0,30.0,100.0,250.0,80.0,20.0,20.0,100.0,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
89,Ben Bender,us USA,"MF,FW",Charlotte,21,2001,10.1,26.8,35.7,75.1,422.0,127.6,15.1,17.0,89.0,8.81,11.9,74.2,2.08,4.06,51.2,0.20,0.13,0.20,0.07,1.78,2.67,2.08,0.79,4.85,Matches
90,Joe Bendik,us USA,GK,Philadelphia Union,33,1989,7.6,13.9,21.8,63.9,463.6,367.6,1.97,2.11,93.8,4.47,4.61,97.1,7.50,15.1,49.6,0.00,0.00,0.00,0.00,0.00,0.39,0.00,0.00,0.13,Matches
91,Christian Benteke,be BEL,FW,D.C. United,32,1990,31.0,15.8,24.8,63.7,243.5,51.8,8.45,12.5,67.9,5.19,7.77,66.8,1.29,1.74,74.1,0.10,0.14,0.13,-0.04,1.32,1.84,0.74,0.03,2.42,Matches
92,Sebastian Berhalter,us USA,MF,Vancouver W'caps,21,2001,14.4,41.5,51.5,80.5,839.9,253.5,14.4,16.3,88.1,19.8,22.1,89.6,6.67,11.1,60.0,0.14,0.13,0.20,0.01,1.18,4.38,1.11,0.35,5.56,Matches
93,Federico Bernardeschi,it ITA,"FW,MF",Toronto FC,28,1994,28.9,27.4,37.1,73.7,457.8,128.4,13.9,16.1,86.3,9.48,12.6,75.5,2.91,5.50,52.8,0.07,0.19,0.19,-0.12,1.90,2.28,1.80,0.45,3.91,Matches
94,Miguel Berry,es ESP,FW,Atlanta Utd,25,1997,11.5,10.0,12.6,79.3,150.7,25.7,4.70,5.57,84.4,3.65,4.09,89.4,0.78,1.04,75.0,0.00,0.05,0.04,-0.05,0.87,0.43,0.26,0.00,1.22,Matches
95,Aaron Bibout,cm CMR,FW,LA Galaxy,18,2004,0.3,26.7,33.3,80.0,336.7,63.3,23.3,26.7,87.5,3.33,6.67,50.0,0.00,0.00,,0.00,0.33,0.00,-0.33,3.33,0.00,0.00,0.00,0.00,Matches
96,David Bingham,us USA,GK,Portland Timbers,33,1989,19.0,22.9,34.3,66.7,728.9,525.1,2.89,2.95,98.2,10.9,11.2,98.1,9.00,19.9,45.1,0.00,0.01,0.00,-0.01,0.11,1.26,0.00,0.00,0.00,Matches
97,Steve Birnbaum,us USA,DF,D.C. United,32,1991,17.9,35.6,42.6,83.5,648.4,254.1,13.0,14.9,87.6,19.8,22.3,89.0,2.51,4.47,56.3,0.00,0.04,0.06,-0.04,0.39,1.51,0.00,0.00,1.90,Matches
98,Stipe Biuk,hr CRO,FW,LAFC,20,2002,14.9,21.7,29.4,73.7,279.6,59.4,13.9,17.0,81.5,6.24,8.32,75.0,0.54,1.14,47.1,0.07,0.17,0.18,-0.10,1.28,0.47,1.07,0.07,2.28,Matches
99,Tristan Blackmon,us USA,DF,Vancouver W'caps,26,1996,28.0,50.0,57.7,86.7,1053.0,378.8,12.1,13.8,87.6,31.1,33.5,92.8,6.61,9.39,70.3,0.00,0.01,0.02,-0.01,0.18,3.32,0.04,0.00,3.39,Matches
