0_Rk,1_Player,2_Nation,3_Pos,4_Squad,5_Age,6_Born,7_90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,22_Ast,23_xAG,"xA: Expected AssistsExpected AssistsThe likelihood each completed pass becomes a goal assistsgiven the pass type, phase of play, location and distance.Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.Minimum 30 minutes played per squad game to qualify as a leader","Assists - xAGAssists minus Expected Goals AssistedProvided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.",26_KP,27_1/3,28_PPA,29_CrsPA,30_PrgP,31_Matches
203,Rafael Czichos,de GER,DF,Chicago Fire,32,1990,27.9,38.0,45.1,84.3,788.5,370.4,11.6,12.9,90.0,20.4,23.0,88.3,5.81,8.03,72.3,0.00,0.00,0.01,0.00,0.04,2.40,0.00,0.00,2.65,Matches
204,Cristián Dajome,co COL,"FW,DF",D.C. United,29,1994,8.7,20.2,28.9,70.1,294.7,85.7,11.3,13.0,86.7,7.36,10.6,69.6,0.80,1.95,41.2,0.11,0.10,0.10,0.01,1.49,1.38,0.80,0.23,2.76,Matches
205,Cristián Dajome,co COL,"MF,FW",Vancouver W'caps,29,1994,3.3,25.2,33.6,74.8,374.2,83.3,13.9,17.3,80.7,9.39,11.2,83.8,1.21,3.64,33.3,0.00,0.09,0.09,-0.09,1.52,1.82,0.91,0.30,2.42,Matches
206,Dagur Dan Þórhallsson,is ISL,"DF,MF",Orlando City,22,2000,13.4,37.8,44.1,85.6,563.4,148.4,21.9,23.5,93.3,12.2,15.1,81.2,2.54,3.58,70.8,0.22,0.14,0.14,0.08,0.75,2.61,0.90,0.22,2.69,Matches
207,Daniel,br BRA,GK,SJ Earthquakes,28,1994,21.6,18.8,24.5,76.7,472.8,329.5,6.06,6.06,100.0,7.31,7.41,98.8,5.19,10.6,48.7,0.00,0.00,0.00,0.00,0.00,0.56,0.00,0.00,0.05,Matches
208,Jesús Daniel Bueno,ve VEN,MF,Philadelphia Union,23,1999,10.7,35.0,42.8,81.9,561.7,157.8,18.6,21.2,87.7,12.4,14.7,84.7,2.90,4.49,64.6,0.00,0.07,0.08,-0.07,0.84,3.27,0.47,0.28,3.74,Matches
209,Juan David Mosquera,co COL,DF,Portland Timbers,20,2002,26.7,42.2,53.5,79.0,702.8,253.8,21.6,24.0,89.7,16.4,20.6,80.0,3.41,5.92,57.6,0.15,0.11,0.13,0.04,1.05,3.71,1.20,0.64,4.31,Matches
210,Jesús David Murillo,co COL,DF,LAFC,28,1994,15.8,40.5,48.9,82.9,817.9,320.4,12.6,13.9,90.5,21.4,23.8,89.9,6.01,9.94,60.5,0.00,0.01,0.01,-0.01,0.32,2.85,0.25,0.00,3.16,Matches
211,Erick Davis,pa PAN,DF,D.C. United,31,1991,6.0,40.3,57.2,70.6,701.8,334.3,20.0,22.5,88.9,16.3,23.7,69.0,3.83,9.00,42.6,0.00,0.13,0.15,-0.13,1.17,3.00,2.00,1.00,5.17,Matches
212,Jake Davis,us USA,DF,Sporting KC,21,2002,22.6,47.8,58.7,81.5,772.2,293.3,24.4,26.8,91.1,18.9,23.1,82.1,3.05,5.84,52.3,0.04,0.07,0.08,-0.03,0.53,4.42,0.80,0.27,4.47,Matches
213,Sean Davis,us USA,MF,Nashville SC,29,1993,20.8,31.5,37.6,83.8,511.4,146.7,15.6,17.3,90.0,12.6,14.3,88.3,2.40,3.89,61.7,0.05,0.01,0.03,0.03,0.29,3.13,0.19,0.05,4.09,Matches
214,Jonathan Dean,us USA,DF,Chicago Fire,25,1997,15.3,32.8,42.7,76.8,536.0,200.4,17.5,19.7,88.7,13.0,16.7,78.0,1.96,4.12,47.6,0.07,0.08,0.07,-0.01,0.85,2.48,0.85,0.52,3.59,Matches
215,Miloš Degenek,au AUS,DF,Columbus Crew,28,1994,9.5,54.3,63.3,85.9,1107.5,451.6,17.7,19.8,89.4,29.7,32.6,91.0,6.84,10.1,67.7,0.00,0.00,0.02,0.00,0.11,4.00,0.21,0.21,4.21,Matches
216,Brecht Dejaegere,be BEL,"FW,MF",Charlotte,31,1991,5.3,30.2,38.7,78.0,452.1,155.5,16.8,20.6,81.7,10.9,14.0,78.4,1.51,2.08,72.7,0.00,0.11,0.15,-0.11,0.94,2.45,1.70,0.00,5.09,Matches
217,Marky Delgado,us USA,MF,LA Galaxy,27,1995,25.7,50.7,59.4,85.3,755.8,250.6,27.6,30.1,91.8,17.2,20.1,85.9,2.96,4.40,67.3,0.08,0.11,0.14,-0.03,1.48,5.64,1.25,0.19,7.04,Matches
218,Luis Díaz,cr CRC,FW,Colorado Rapids,24,1998,1.0,23.0,36.0,63.9,369.0,89.0,14.0,16.0,87.5,5.00,8.00,62.5,3.00,5.00,60.0,0.00,0.00,0.20,0.00,1.00,1.00,3.00,1.00,2.00,Matches
219,Luis Díaz,cr CRC,"DF,MF",Columbus Crew,24,1998,0.9,33.3,44.4,75.0,582.2,101.1,14.4,16.7,86.7,13.3,20.0,66.7,3.33,5.56,60.0,0.00,0.00,0.11,0.00,0.00,0.00,2.22,1.11,4.44,Matches
220,Bakaye Dibassy,ml MLI,DF,Minnesota Utd,33,1989,5.3,34.0,39.6,85.7,630.0,172.8,14.5,16.4,88.5,16.6,18.3,90.7,2.83,4.34,65.2,0.00,0.02,0.02,-0.02,0.19,2.26,0.38,0.38,2.26,Matches
221,Adama Diomande,no NOR,FW,Toronto FC,32,1990,1.8,17.8,25.0,71.1,228.9,53.9,11.7,15.0,77.8,3.89,5.56,70.0,0.56,1.67,33.3,0.00,0.06,0.06,-0.06,1.11,2.22,0.56,0.00,2.78,Matches
222,Clément Diop,sn SEN,GK,Atlanta Utd,29,1993,1.5,27.3,31.3,87.2,768.0,556.7,6.00,6.00,100.0,9.33,10.0,93.3,12.0,14.7,81.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
223,Hamady Diop,sn SEN,"DF,MF",Charlotte,20,2002,0.4,20.0,32.5,61.5,312.5,212.5,12.5,15.0,83.3,2.50,7.50,33.3,2.50,5.00,50.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,Matches
224,Sofiane Djeffal,fr FRA,MF,Austin,23,1999,3.5,30.3,36.9,82.2,539.1,178.0,12.6,15.1,83.0,13.7,14.9,92.3,2.57,4.00,64.3,0.00,0.06,0.11,-0.06,0.57,4.00,0.29,0.00,3.71,Matches
225,Ethan Dobbelaere,us USA,FW,Seattle Sounders,20,2002,1.1,22.7,27.3,83.3,285.5,59.1,17.3,18.2,95.0,5.45,8.18,66.7,0.00,0.00,,0.00,0.09,0.00,-0.09,0.91,0.00,1.82,0.91,0.91,Matches
226,Ronald Donkor,ml MLI,"MF,DF",NY Red Bulls,18,2004,0.5,24.0,42.0,57.1,386.0,158.0,16.0,24.0,66.7,4.00,12.0,33.3,4.00,6.00,66.7,2.00,0.20,0.40,1.80,2.00,2.00,0.00,0.00,6.00,Matches
227,Christopher Donovan,us USA,FW,Philadelphia Union,22,2000,4.3,16.7,26.5,63.2,233.3,51.6,10.0,14.2,70.5,6.05,9.07,66.7,0.47,0.47,100.0,0.23,0.26,0.19,-0.02,1.16,1.63,0.70,0.00,2.09,Matches
228,Griffin Dorsey,us USA,DF,Houston Dynamo,23,1999,11.4,36.1,44.6,80.9,602.5,155.2,18.3,20.4,89.7,14.2,16.9,83.9,2.89,4.74,61.1,0.18,0.26,0.19,-0.09,1.32,1.84,1.14,0.53,2.81,Matches
229,C.J. dos Santos,us USA,GK,Inter Miami,22,2000,1.0,42.0,59.0,71.2,976.0,703.0,9.00,9.00,100.0,23.0,24.0,95.8,10.0,25.0,40.0,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,Matches
230,Hassani Dotson,us USA,"MF,FW",Minnesota Utd,25,1997,28.6,35.0,43.4,80.8,586.5,177.2,16.9,19.8,85.0,14.0,16.4,85.1,3.15,4.44,70.9,0.10,0.11,0.16,-0.00,1.22,3.74,1.40,0.24,5.28,Matches
231,Ousmane Doumbia,ci CIV,MF,Chicago Fire,30,1992,9.0,39.1,45.8,85.4,697.3,239.2,16.8,19.2,87.3,18.8,20.4,91.8,3.22,4.78,67.4,0.11,0.03,0.04,0.08,0.44,3.78,0.67,0.22,5.11,Matches
232,Sebastián Driussi,ar ARG,"MF,FW",Austin,26,1996,25.6,27.5,34.3,80.2,482.3,109.5,13.4,15.3,87.8,10.3,12.3,84.1,3.13,4.38,71.4,0.16,0.15,0.13,0.00,0.82,3.13,0.90,0.12,5.23,Matches
233,Erik Duenas,us USA,"MF,DF",LAFC,18,2004,8.4,40.4,47.0,85.8,601.4,165.1,21.7,23.8,91.0,16.9,18.3,92.2,1.31,2.86,45.8,0.00,0.05,0.04,-0.05,1.31,3.69,0.60,0.12,5.60,Matches
234,Bryce Duke,us USA,MF,Inter Miami,21,2001,4.9,55.9,65.9,84.8,901.2,182.9,31.0,32.9,94.4,20.0,23.5,85.2,4.29,6.33,67.7,0.00,0.02,0.06,-0.02,0.61,4.29,0.41,0.00,5.92,Matches
235,Bryce Duke,us USA,"MF,FW",CF Montréal,21,2001,16.3,29.3,41.4,70.8,492.2,150.7,15.3,19.0,80.6,9.88,13.4,73.5,3.19,6.38,50.0,0.06,0.17,0.17,-0.11,1.90,3.44,1.04,0.18,4.91,Matches
236,Cameron Duke,us USA,DF,Sporting KC,21,2001,1.5,46.7,60.7,76.9,826.0,259.3,18.7,21.3,87.5,23.3,29.3,79.5,4.67,9.33,50.0,0.00,0.00,0.00,0.00,0.67,6.67,0.00,0.00,4.67,Matches
237,Cameron Dunbar,us USA,"MF,FW",Minnesota Utd,20,2002,1.3,10.0,20.0,50.0,186.2,50.8,4.62,6.15,75.0,3.08,3.85,80.0,2.31,8.46,27.3,0.00,0.08,0.15,-0.08,0.77,0.77,1.54,0.77,2.31,Matches
238,Kyle Duncan,us USA,DF,NY Red Bulls,25,1997,20.5,29.9,45.1,66.2,451.6,198.3,16.4,20.0,82.2,10.6,17.0,62.5,1.56,4.88,32.0,0.10,0.16,0.13,-0.06,1.22,2.29,0.73,0.24,2.44,Matches
239,Chris Durkin,us USA,MF,D.C. United,22,2000,21.9,25.1,34.6,72.5,413.3,147.6,12.9,14.9,86.8,9.13,12.5,73.3,2.28,4.84,47.2,0.09,0.15,0.16,-0.06,1.32,3.24,1.14,0.41,3.70,Matches
240,Jeremy Ebobisse,us USA,FW,SJ Earthquakes,25,1997,32.9,16.7,21.8,76.3,266.5,52.7,8.72,10.6,82.5,5.35,6.72,79.6,1.70,2.31,73.7,0.06,0.10,0.09,-0.04,0.97,1.58,0.82,0.18,2.83,Matches
241,Daniel Edelman,us USA,MF,NY Red Bulls,19,2003,20.6,35.9,46.3,77.6,618.1,178.9,16.5,20.3,81.1,14.7,17.4,84.4,3.59,6.02,59.7,0.00,0.07,0.07,-0.07,0.68,6.26,0.58,0.05,5.78,Matches
242,Earl Edwards Jr.,us USA,GK,NE Revolution,31,1992,10.0,24.3,34.6,70.2,750.5,600.9,3.30,3.40,97.1,11.6,11.6,100.0,9.30,19.2,48.4,0.00,0.00,0.00,0.00,0.00,0.70,0.00,0.00,0.00,Matches
243,Raheem Edwards,ca CAN,DF,LA Galaxy,27,1995,20.8,43.4,52.8,82.2,687.4,219.3,23.2,26.1,89.0,15.6,17.9,87.1,3.51,5.29,66.4,0.14,0.12,0.09,0.03,0.96,1.63,1.15,0.43,3.17,Matches
244,Jack Elliott,eng ENG,DF,Philadelphia Union,27,1995,31.0,34.8,42.8,81.3,804.8,348.8,8.13,9.19,88.4,18.7,20.5,91.6,7.77,12.3,63.1,0.03,0.02,0.02,0.01,0.26,1.94,0.10,0.00,2.00,Matches
245,Herbert Endeley,us USA,"MF,FW",FC Dallas,21,2001,2.4,18.3,24.6,74.6,307.1,93.3,7.50,10.0,75.0,9.58,12.5,76.7,0.83,0.83,100.0,0.00,0.00,0.04,0.00,0.42,0.83,1.25,0.00,3.33,Matches
246,Emeka Eneli,us USA,"DF,MF",Real Salt Lake,23,1999,14.7,41.8,48.2,86.9,664.6,194.0,20.9,22.9,91.4,17.8,19.9,89.7,1.90,2.72,70.0,0.00,0.07,0.08,-0.07,0.75,3.54,0.41,0.07,4.63,Matches
247,Ramiro Enrique,ar ARG,FW,Orlando City,21,2001,11.5,16.3,22.8,71.4,220.3,35.0,9.74,12.1,80.6,5.04,7.13,70.7,0.61,1.22,50.0,0.09,0.05,0.05,0.03,0.43,0.96,0.35,0.09,1.57,Matches
248,Franco Escobar,ar ARG,DF,Houston Dynamo,27,1995,24.7,40.2,47.9,84.0,599.5,186.3,23.2,25.8,89.8,14.7,17.0,86.0,1.74,3.16,55.1,0.00,0.03,0.04,-0.03,0.40,1.98,0.61,0.28,2.47,Matches
249,Cristian Espinoza,ar ARG,"FW,MF",SJ Earthquakes,27,1995,33.7,30.5,46.3,65.8,510.6,147.8,15.7,19.0,82.5,10.1,14.8,68.4,3.35,8.19,40.9,0.24,0.39,0.39,-0.16,3.00,1.60,1.96,0.95,3.77,Matches
250,Roger Espinoza,hn HON,MF,Sporting KC,36,1986,8.1,40.1,51.7,77.6,767.8,229.8,16.5,19.8,83.8,17.2,20.2,84.8,5.93,9.51,62.3,0.25,0.17,0.10,0.07,1.11,7.53,1.36,0.00,6.67,Matches
251,Derrick Etienne,ht HAI,"FW,MF",Atlanta Utd,26,1996,11.6,22.2,28.3,78.4,352.5,75.7,11.8,13.4,87.8,7.76,9.83,78.9,1.72,2.59,66.7,0.09,0.12,0.17,-0.03,1.55,1.12,1.72,0.43,3.28,Matches
252,Evander,br BRA,"MF,FW",Portland Timbers,24,1998,24.5,34.0,45.3,75.1,636.5,204.0,14.4,16.9,85.3,13.2,15.5,85.3,5.22,9.84,53.1,0.16,0.14,0.19,0.02,2.12,4.24,1.67,0.16,6.37,Matches
253,Diego Fagúndez,uy URU,"FW,MF",Austin,27,1995,11.4,28.8,37.0,77.7,449.6,120.4,16.3,17.9,91.2,9.39,11.8,79.9,2.46,5.44,45.2,0.09,0.11,0.11,-0.03,1.67,2.19,0.70,0.09,3.68,Matches
254,Diego Fagúndez,uy URU,"FW,MF",LA Galaxy,27,1995,6.4,30.3,39.2,77.3,463.3,131.9,17.5,18.9,92.6,9.38,11.7,80.0,2.19,5.00,43.8,0.16,0.19,0.23,-0.03,1.88,2.19,1.72,0.47,3.28,Matches
255,José Fajardo,pa PAN,"FW,MF",D.C. United,29,1993,2.7,11.5,16.7,68.9,175.9,51.5,5.56,7.04,78.9,4.81,7.04,68.4,0.74,1.11,66.7,0.00,0.15,0.07,-0.15,1.11,0.37,0.37,0.00,2.96,Matches
256,Mamadou Fall,sn SEN,DF,LAFC,20,2002,1.0,47.0,62.0,75.8,1059.0,506.0,15.0,17.0,88.2,23.0,28.0,82.1,9.00,15.0,60.0,0.00,0.10,0.30,-0.10,1.00,7.00,1.00,0.00,4.00,Matches
257,Marco Farfan,us USA,DF,FC Dallas,24,1998,29.8,36.9,44.6,82.8,551.7,160.0,21.7,23.5,92.4,12.8,15.2,84.3,1.68,3.42,49.0,0.10,0.06,0.06,0.04,0.54,2.18,0.64,0.37,2.68,Matches
258,Jordan Faria,ca CAN,FW,Toronto FC,22,2000,0.3,26.7,33.3,80.0,446.7,140.0,13.3,16.7,80.0,6.67,10.0,66.7,3.33,3.33,100.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
259,Facundo Farías,ar ARG,"FW,MF",Inter Miami,20,2002,9.3,35.3,45.3,77.9,567.8,112.6,19.1,22.8,84.0,12.4,14.9,82.7,2.90,5.27,55.1,0.11,0.17,0.20,-0.06,1.40,3.87,1.40,0.32,4.95,Matches
260,Andrew Farrell,us USA,DF,NE Revolution,30,1992,21.5,40.9,47.6,85.8,865.3,360.9,12.0,13.2,91.2,22.2,24.2,91.6,6.28,9.35,67.2,0.00,0.00,0.01,-0.00,0.19,2.60,0.14,0.00,3.16,Matches
261,Mohamed Farsi,dz ALG,"DF,MF",Columbus Crew,23,1999,24.0,42.3,51.0,83.0,666.3,164.0,22.4,24.8,90.3,16.7,20.3,82.3,2.33,3.46,67.5,0.17,0.11,0.13,0.05,1.08,1.71,1.04,0.33,3.79,Matches
262,Felipe,br BRA,MF,Orlando City,32,1990,6.3,48.6,57.9,83.8,767.6,289.2,27.5,29.5,93.0,16.5,18.7,88.1,3.49,6.19,56.4,0.00,0.03,0.08,-0.03,0.48,5.08,1.27,0.00,7.62,Matches
263,Julián Fernández,ar ARG,"FW,MF",NYCFC,19,2004,3.6,40.0,54.2,73.8,656.4,234.4,21.1,26.4,80.0,12.8,15.6,82.1,4.17,7.78,53.6,0.00,0.19,0.31,-0.19,3.89,5.00,3.61,0.83,8.33,Matches
264,Omir Fernandez,us USA,"MF,FW",NY Red Bulls,23,1999,19.4,16.4,21.3,76.8,219.9,67.8,9.69,11.6,83.6,5.26,6.44,81.6,0.52,0.93,55.6,0.15,0.12,0.11,0.03,1.49,1.49,0.72,0.10,2.37,Matches
265,Jesús Ferreira,us USA,FW,FC Dallas,22,2000,25.2,26.9,38.1,70.8,471.9,140.5,12.5,14.7,85.1,9.96,13.7,72.5,3.45,6.90,50.0,0.16,0.22,0.21,-0.06,2.14,2.90,1.19,0.28,4.09,Matches
266,Sebastián Ferreira,py PAR,FW,Houston Dynamo,24,1998,3.4,20.9,28.5,73.2,242.9,32.9,12.4,15.3,80.8,5.88,8.53,69.0,0.00,0.59,0.0,0.00,0.06,0.09,-0.06,0.88,0.59,0.29,0.00,1.18,Matches
267,Ethan Finlay,us USA,"FW,MF",Austin,32,1990,18.8,14.2,20.2,70.3,212.9,53.2,7.61,9.10,83.6,5.64,7.45,75.7,0.53,1.65,32.3,0.16,0.10,0.11,0.06,0.74,1.06,0.64,0.32,1.91,Matches
268,Nicolas Firmino,us USA,MF,Atlanta Utd,22,2001,0.0,8,9,88.9,110,7,7,7,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,1,0,0,0,0,Matches
269,Leon Flach,us USA,MF,Philadelphia Union,21,2001,19.9,19.1,24.6,77.9,287.1,103.7,10.5,12.1,86.3,6.88,8.64,79.7,1.01,1.96,51.3,0.05,0.04,0.04,0.02,0.60,1.86,0.50,0.15,2.26,Matches
270,Kristian Fletcher,us USA,"FW,MF",D.C. United,17,2005,1.5,22.0,32.0,68.8,254.0,56.0,16.7,18.7,89.3,5.33,8.67,61.5,0.00,0.67,0.0,0.67,0.13,0.13,0.53,0.67,0.67,0.67,0.00,1.33,Matches
271,Danny Flores,us USA,MF,Sporting KC,20,2002,0.1,10.0,20.0,50.0,450.0,0.00,0.00,10.0,0.0,0.00,0.00,,10.0,10.0,100.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
272,CJ Fodrey,us USA,"DF,FW",Austin,18,2004,0.4,30.0,45.0,66.7,415.0,72.5,25.0,27.5,90.9,5.00,15.0,33.3,0.00,2.50,0.0,0.00,0.50,0.50,-0.50,2.50,2.50,0.00,0.00,2.50,Matches
273,Nathan Fogaça,br BRA,FW,Portland Timbers,23,1999,6.3,18.1,25.7,70.4,261.7,76.0,10.5,14.0,75.0,4.92,6.35,77.5,1.43,1.90,75.0,0.32,0.14,0.05,0.17,1.27,1.75,0.32,0.00,2.70,Matches
274,Andreu Fontàs,es ESP,DF,Sporting KC,33,1989,26.6,65.3,73.2,89.3,1357.6,502.9,18.3,19.6,93.3,37.2,39.4,94.6,9.47,13.1,72.2,0.00,0.01,0.02,-0.01,0.26,6.09,0.15,0.00,4.77,Matches
275,Ajani Fortune,tt TRI,MF,Atlanta Utd,20,2002,4.2,34.5,38.8,89.0,592.6,122.1,15.0,15.7,95.5,14.3,15.2,93.8,3.81,4.76,80.0,0.24,0.02,0.05,0.21,0.24,3.10,0.00,0.00,3.33,Matches
276,Taxiarchis Fountas,gr GRE,"FW,MF",D.C. United,27,1995,12.2,19.0,24.8,76.8,259.9,67.9,10.8,13.2,82.0,6.15,7.30,84.3,0.74,1.39,52.9,0.00,0.05,0.09,-0.05,0.66,2.62,1.23,0.08,3.28,Matches
277,Franco Fragapane,ar ARG,"MF,FW",Minnesota Utd,29,1993,14.8,30.1,40.4,74.6,483.0,156.2,15.1,17.8,84.8,11.8,15.3,77.4,2.23,4.05,55.0,0.14,0.18,0.24,-0.04,2.16,2.97,1.35,0.14,4.73,Matches
278,Iván Franco,py PAR,"FW,MF",Houston Dynamo,22,2000,11.8,22.7,31.0,73.2,304.7,67.7,13.6,16.5,82.6,7.03,9.66,72.8,0.68,1.53,44.4,0.08,0.08,0.10,0.01,0.93,1.19,0.68,0.00,2.71,Matches
279,Kobe Franklin,ca CAN,"DF,MF",Toronto FC,19,2003,24.1,43.5,52.6,82.6,732.9,246.9,22.6,24.4,92.5,16.3,18.8,86.8,3.61,6.51,55.4,0.04,0.05,0.05,-0.01,0.79,3.65,0.50,0.08,4.23,Matches
280,Liam Fraser,ca CAN,MF,FC Dallas,24,1998,4.1,45.6,54.1,84.2,776.8,228.8,23.4,25.1,93.2,17.6,18.8,93.5,4.15,8.29,50.0,0.00,0.00,0.05,0.00,0.00,4.63,0.73,0.24,3.41,Matches
281,Ian Fray,jm JAM,"DF,MF",Inter Miami,20,2002,7.3,50.8,59.2,85.9,957.8,330.5,20.1,22.2,90.7,25.1,27.5,91.0,4.93,6.85,72.0,0.00,0.03,0.04,-0.03,0.41,5.89,0.68,0.14,7.40,Matches
282,Alex Freeman,us USA,DF,Orlando City,18,2004,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
283,Matt Freese,us USA,GK,NYCFC,24,1998,10.0,29.3,38.9,75.3,740.8,490.2,5.50,5.50,100.0,16.7,17.0,98.2,7.00,16.2,43.2,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,Matches
284,Stefan Frei,ch SUI,GK,Seattle Sounders,36,1986,32.0,18.1,26.9,67.2,517.5,395.9,3.13,3.13,100.0,8.03,8.16,98.5,6.84,15.4,44.5,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.03,Matches
285,Ray Gaddis,us USA,DF,FC Cincinnati,33,1990,13.9,32.0,40.0,80.0,518.6,191.8,15.6,17.8,87.5,14.1,16.8,83.8,1.73,3.38,51.1,0.00,0.03,0.02,-0.03,0.29,2.30,0.29,0.07,2.95,Matches
286,Julian Gaines,us USA,DF,LAFC,20,2002,0.7,32.9,34.3,95.8,505.7,102.9,15.7,17.1,91.7,14.3,14.3,100.0,1.43,1.43,100.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.43,Matches
287,McKinze Gaines,us USA,"FW,MF",Charlotte,24,1998,8.2,22.8,30.5,74.8,356.6,89.6,12.3,14.3,86.3,7.80,10.6,73.6,1.71,2.80,60.9,0.12,0.21,0.16,-0.09,1.46,1.46,1.34,0.85,2.32,Matches
288,Jon Gallagher,ie IRL,"DF,MF",Austin,26,1996,31.0,33.7,45.0,74.9,581.0,125.1,15.4,17.2,89.8,15.2,19.1,79.4,2.77,6.74,41.1,0.13,0.15,0.07,-0.02,0.77,2.35,0.84,0.42,3.61,Matches
289,Pedro Gallese,pe PER,GK,Orlando City,32,1990,30.0,20.8,28.7,72.4,499.0,372.3,6.93,6.97,99.5,7.93,8.10,97.9,5.63,13.2,42.7,0.00,0.00,0.00,-0.00,0.07,0.27,0.00,0.00,0.03,Matches
290,Braian Galván,ar ARG,"FW,DF",Colorado Rapids,22,2000,7.4,27.6,39.3,70.1,483.8,192.6,14.2,18.1,78.4,9.73,13.6,71.3,3.24,5.68,57.1,0.00,0.08,0.11,-0.08,1.22,4.73,2.03,0.27,5.54,Matches
291,Mender García,co COL,"FW,MF",Minnesota Utd,24,1998,11.4,14.2,18.6,76.4,185.8,33.9,8.86,10.4,85.6,4.12,5.26,78.3,0.44,0.53,83.3,0.09,0.27,0.26,-0.18,1.49,0.53,0.53,0.00,1.49,Matches
292,Chase Gasper,us USA,DF,Houston Dynamo,27,1996,2.3,30.9,44.8,68.9,550.4,275.7,14.8,17.0,87.2,14.3,20.0,71.7,1.74,7.39,23.5,0.00,0.00,0.04,0.00,0.00,3.04,0.43,0.00,3.91,Matches
293,Ryan Gauld,sct SCO,"FW,MF",Vancouver W'caps,27,1995,29.2,32.1,42.8,74.8,573.5,184.3,15.4,17.8,86.5,11.8,15.1,77.8,4.25,7.77,54.6,0.41,0.34,0.32,0.07,2.74,3.25,2.91,0.89,6.95,Matches
294,Luka Gavran,ca CAN,GK,Toronto FC,22,2000,4.0,21.3,36.0,59.0,584.5,486.5,4.75,5.00,95.0,10.3,10.8,95.3,6.25,20.3,30.9,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,Matches
295,Dániel Gazdag,hu HUN,MF,Philadelphia Union,26,1996,30.3,28.9,38.0,76.1,423.4,128.8,16.3,19.0,85.7,9.44,12.1,77.7,1.78,3.53,50.5,0.20,0.16,0.19,0.04,1.52,3.63,1.39,0.03,4.95,Matches
296,Geovane,br BRA,DF,FC Dallas,21,2001,11.0,30.2,42.2,71.6,500.2,173.5,15.1,18.1,83.4,13.0,17.5,74.1,1.55,4.45,34.7,0.18,0.10,0.10,0.08,0.64,1.73,0.82,0.73,2.36,Matches
297,Alex Gersbach,au AUS,"DF,MF",Colorado Rapids,25,1997,2.9,28.6,42.4,67.5,433.8,110.0,15.2,19.7,77.2,12.1,16.2,74.5,1.03,4.14,25.0,0.00,0.03,0.00,-0.03,0.34,1.38,0.34,0.34,2.76,Matches
298,Giorgos Giakoumakis,gr GRE,FW,Atlanta Utd,28,1994,19.8,12.5,17.7,70.7,179.2,27.4,7.37,9.44,78.1,3.38,4.70,72.0,1.11,1.46,75.9,0.00,0.08,0.10,-0.08,0.86,0.81,0.35,0.00,1.01,Matches
299,Carles Gil,es ESP,MF,NE Revolution,30,1992,29.1,49.1,63.4,77.5,982.2,302.0,19.5,22.6,86.2,20.5,24.8,82.7,8.49,13.6,62.4,0.27,0.31,0.34,-0.03,3.30,6.87,3.06,0.34,10.4,Matches
300,Nacho Gil,es ESP,"FW,DF",NE Revolution,27,1995,5.8,27.2,35.0,77.8,420.0,99.7,14.1,16.9,83.7,10.9,12.9,84.0,1.21,1.55,77.8,0.34,0.12,0.12,0.22,1.21,1.38,1.72,0.52,3.28,Matches
301,Gastón Giménez,py PAR,MF,Chicago Fire,31,1991,24.4,41.4,50.3,82.3,787.2,259.1,16.3,18.0,90.4,19.5,22.1,88.3,5.08,8.40,60.5,0.04,0.05,0.09,-0.01,0.70,4.30,0.61,0.16,4.06,Matches
302,Nicholas Gioacchini,us USA,"FW,MF",St. Louis,22,2000,23.3,16.0,23.9,67.0,210.4,44.9,10.0,13.7,72.8,3.95,5.97,66.2,0.82,1.07,76.0,0.04,0.12,0.07,-0.07,1.33,1.03,0.60,0.04,1.97,Matches
303,Justen Glad,us USA,DF,Real Salt Lake,25,1997,30.2,51.0,58.1,87.8,1097.3,415.9,14.5,15.4,94.2,26.9,28.7,93.4,9.21,12.9,71.3,0.00,0.01,0.01,-0.01,0.17,3.11,0.03,0.03,3.28,Matches
304,Jakob Glesnes,no NOR,DF,Philadelphia Union,28,1994,31.0,32.5,40.8,79.6,764.0,331.5,9.13,10.6,85.8,15.8,18.2,87.1,7.29,10.9,66.7,0.00,0.02,0.04,-0.02,0.26,4.39,0.32,0.00,3.65,Matches
