CMDLINE python example_L3T_L4T_JET_run_with_download.py
MEM 6772.734375 1733191169.4186
MEM 6772.734375 1733191169.5238
MEM 6772.734375 1733191169.6290
MEM 6772.734375 1733191169.7297
MEM 6772.734375 1733191169.8318
MEM 6772.734375 1733191169.9348
MEM 6772.734375 1733191170.0400
MEM 6772.734375 1733191170.1423
MEM 6772.734375 1733191170.2475
MEM 6772.734375 1733191170.3528
MEM 6772.734375 1733191170.4565
MEM 6772.734375 1733191170.5617
MEM 6772.734375 1733191170.6669
MEM 6772.734375 1733191170.7707
MEM 6772.734375 1733191170.8765
MEM 6772.734375 1733191170.9779
MEM 6772.750000 1733191171.0807
MEM 6772.750000 1733191171.1862
MEM 6772.750000 1733191171.2881
MEM 6772.750000 1733191171.3898
MEM 6772.750000 1733191171.4925
MEM 6772.750000 1733191171.5977
MEM 6772.750000 1733191171.7029
MEM 6772.750000 1733191171.8084
MEM 6772.750000 1733191171.9136
MEM 6772.750000 1733191172.0190
MEM 6772.750000 1733191172.1243
MEM 6772.750000 1733191172.2275
MEM 5795.750000 1733191172.3285
MEM 5795.750000 1733191172.4338
MEM 5795.750000 1733191172.5389
MEM 5795.750000 1733191172.6396
MEM 5795.750000 1733191172.7449
MEM 5795.750000 1733191172.8501
MEM 5795.750000 1733191172.9553
MEM 5795.750000 1733191173.0606
MEM 5795.750000 1733191173.1631
MEM 5795.750000 1733191173.2683
MEM 5795.750000 1733191173.3737
MEM 5795.750000 1733191173.4789
MEM 5795.750000 1733191173.5841
MEM 5795.750000 1733191173.6893
MEM 5795.750000 1733191173.7945
MEM 5795.750000 1733191173.8957
MEM 5795.765625 1733191174.0011
MEM 5807.437500 1733191174.1063
MEM 5807.921875 1733191174.2116
MEM 5810.109375 1733191174.3168
MEM 5810.796875 1733191174.4220
MEM 5819.968750 1733191174.5273
MEM 5835.031250 1733191174.6325
MEM 5848.250000 1733191174.7377
MEM 5878.265625 1733191174.8429
MEM 5901.140625 1733191174.9481
MEM 5901.875000 1733191175.0517
MEM 5903.250000 1733191175.1571
MEM 5913.734375 1733191175.2625
MEM 5973.312500 1733191175.3646
MEM 6035.406250 1733191175.4700
MEM 6095.687500 1733191175.5753
MEM 6156.984375 1733191175.6805
MEM 6205.000000 1733191175.7845
MEM 6257.140625 1733191175.8898
MEM 6319.343750 1733191175.9950
MEM 6376.046875 1733191176.1002
MEM 6438.390625 1733191176.2054
MEM 6500.093750 1733191176.3098
MEM 6563.171875 1733191176.4149
MEM 6586.968750 1733191176.5171
MEM 6618.953125 1733191176.6224
MEM 6627.890625 1733191176.7276
MEM 6643.984375 1733191176.8330
MEM 6171.750000 1733191176.9354
MEM 6647.625000 1733191177.0407
MEM 6647.625000 1733191177.1462
MEM 6684.875000 1733191177.2514
MEM 6684.875000 1733191177.3567
MEM 6684.875000 1733191177.4620
MEM 6685.031250 1733191177.5674
MEM 6685.062500 1733191177.6728
MEM 6685.062500 1733191177.7780
MEM 6685.062500 1733191177.8835
MEM 6685.062500 1733191177.9887
MEM 6685.062500 1733191178.0926
MEM 6685.125000 1733191178.1978
MEM 6685.203125 1733191178.3007
MEM 6685.203125 1733191178.4054
MEM 6685.203125 1733191178.5109
MEM 6685.203125 1733191178.6161
MEM 6685.203125 1733191178.7214
MEM 6685.203125 1733191178.8267
MEM 6685.203125 1733191178.9319
MEM 6685.203125 1733191179.0340
MEM 6685.203125 1733191179.1392
MEM 6685.203125 1733191179.2445
MEM 6685.203125 1733191179.3497
MEM 6685.359375 1733191179.4525
MEM 6685.359375 1733191179.5577
MEM 6685.359375 1733191179.6600
MEM 6685.593750 1733191179.7653
MEM 6685.593750 1733191179.8705
MEM 6685.609375 1733191179.9745
MEM 6685.609375 1733191180.0768
MEM 6685.609375 1733191180.1821
MEM 6685.609375 1733191180.2824
MEM 6685.609375 1733191180.3876
MEM 6685.609375 1733191180.4927
MEM 6685.609375 1733191180.5979
MEM 6685.609375 1733191180.7030
MEM 6170.140625 1733191180.8083
MEM 6170.140625 1733191180.9134
MEM 6170.140625 1733191181.0188
MEM 6170.140625 1733191181.1241
MEM 6170.140625 1733191181.2253
MEM 6170.265625 1733191181.3303
MEM 6170.265625 1733191181.4322
MEM 6170.265625 1733191181.5374
MEM 6170.265625 1733191181.6426
MEM 6170.265625 1733191181.7481
MEM 6170.265625 1733191181.8512
MEM 6170.281250 1733191181.9516
MEM 6170.281250 1733191182.0540
MEM 6170.312500 1733191182.1595
MEM 6170.312500 1733191182.2648
MEM 6170.312500 1733191182.3704
MEM 6170.312500 1733191182.4727
MEM 6170.625000 1733191182.5780
MEM 6170.625000 1733191182.6833
MEM 6170.625000 1733191182.7886
MEM 6170.625000 1733191182.8941
MEM 6174.140625 1733191182.9974
MEM 6174.140625 1733191183.1026
MEM 6174.156250 1733191183.2080
MEM 6174.156250 1733191183.3133
MEM 6174.156250 1733191183.4183
MEM 6174.156250 1733191183.5236
MEM 6174.171875 1733191183.6257
MEM 6174.390625 1733191183.7311
MEM 6174.390625 1733191183.8358
MEM 6174.390625 1733191183.9412
MEM 6174.390625 1733191184.0464
MEM 6174.390625 1733191184.1518
MEM 6174.390625 1733191184.2571
MEM 6174.390625 1733191184.3582
MEM 6174.390625 1733191184.4635
MEM 6174.390625 1733191184.5687
MEM 6174.390625 1733191184.6717
MEM 6174.390625 1733191184.7768
MEM 6174.390625 1733191184.8803
MEM 6174.390625 1733191184.9855
MEM 6174.390625 1733191185.0909
MEM 6174.390625 1733191185.1962
MEM 6174.390625 1733191185.3015
MEM 6202.562500 1733191185.4067
MEM 6202.562500 1733191185.5122
MEM 6202.562500 1733191185.6174
MEM 6221.343750 1733191185.7227
MEM 6305.859375 1733191185.8279
MEM 5795.562500 1733191185.9332
MEM 6095.687500 1733191186.0385
MEM 6095.687500 1733191186.1439
MEM 6208.328125 1733191186.2459
MEM 6208.328125 1733191186.3511
MEM 6208.328125 1733191186.4563
MEM 6208.328125 1733191186.5614
MEM 6208.328125 1733191186.6666
MEM 6208.328125 1733191186.7718
MEM 6208.328125 1733191186.8770
MEM 6208.328125 1733191186.9822
MEM 6208.328125 1733191187.0874
MEM 6208.328125 1733191187.1887
MEM 6208.328125 1733191187.2939
MEM 6208.328125 1733191187.3991
MEM 6208.328125 1733191187.5043
MEM 6208.328125 1733191187.6051
MEM 6208.328125 1733191187.7105
MEM 6208.328125 1733191187.8131
MEM 6208.328125 1733191187.9185
MEM 6208.328125 1733191188.0240
MEM 6208.328125 1733191188.1294
MEM 6208.328125 1733191188.2346
MEM 6208.328125 1733191188.3398
MEM 6208.328125 1733191188.4425
MEM 6208.328125 1733191188.5478
MEM 6208.328125 1733191188.6530
MEM 6208.328125 1733191188.7583
MEM 6208.328125 1733191188.8635
MEM 6208.328125 1733191188.9689
MEM 6208.328125 1733191189.0722
MEM 6208.328125 1733191189.1774
MEM 6208.328125 1733191189.2828
MEM 6208.328125 1733191189.3883
MEM 6208.328125 1733191189.4935
MEM 6208.328125 1733191189.5987
MEM 6208.328125 1733191189.7041
MEM 6208.328125 1733191189.8092
MEM 6208.328125 1733191189.9143
MEM 6208.328125 1733191190.0195
MEM 6208.328125 1733191190.1226
MEM 6208.328125 1733191190.2278
MEM 6208.328125 1733191190.3331
MEM 6208.328125 1733191190.4386
MEM 6208.328125 1733191190.5439
MEM 6208.328125 1733191190.6474
MEM 6208.328125 1733191190.7527
MEM 6208.328125 1733191190.8579
MEM 6208.328125 1733191190.9632
MEM 6208.328125 1733191191.0685
MEM 6087.328125 1733191191.1737
MEM 6087.328125 1733191191.2790
MEM 6087.328125 1733191191.3844
MEM 6087.328125 1733191191.4847
MEM 6087.328125 1733191191.5899
MEM 6087.328125 1733191191.6951
MEM 6087.625000 1733191191.8002
MEM 6087.640625 1733191191.9054
MEM 6087.640625 1733191192.0106
MEM 6087.640625 1733191192.1158
MEM 6087.640625 1733191192.2210
MEM 6087.640625 1733191192.3262
MEM 6087.640625 1733191192.4314
MEM 6087.640625 1733191192.5365
MEM 6087.640625 1733191192.6385
MEM 6087.640625 1733191192.7397
MEM 6087.640625 1733191192.8449
MEM 6087.640625 1733191192.9481
MEM 6087.640625 1733191193.0533
MEM 6087.640625 1733191193.1586
MEM 6087.640625 1733191193.2627
MEM 6087.640625 1733191193.3679
MEM 6087.703125 1733191193.4731
MEM 6087.781250 1733191193.5782
MEM 6102.546875 1733191193.6835
MEM 6103.046875 1733191193.7886
MEM 6103.046875 1733191193.8939
MEM 6103.046875 1733191193.9986
MEM 6103.046875 1733191194.1039
MEM 6103.046875 1733191194.2063
MEM 6103.046875 1733191194.3115
MEM 6103.046875 1733191194.4150
MEM 6103.078125 1733191194.5194
MEM 6103.078125 1733191194.6246
MEM 6103.078125 1733191194.7299
MEM 6103.437500 1733191194.8351
MEM 6103.437500 1733191194.9404
MEM 6103.437500 1733191195.0456
MEM 6103.437500 1733191195.1481
MEM 6103.437500 1733191195.2533
MEM 6103.437500 1733191195.3565
MEM 6103.437500 1733191195.4617
MEM 6103.437500 1733191195.5633
MEM 6103.437500 1733191195.6685
MEM 6103.437500 1733191195.7738
MEM 6104.031250 1733191195.8790
MEM 6104.031250 1733191195.9841
MEM 6104.031250 1733191196.0844
MEM 6104.031250 1733191196.1896
MEM 6104.031250 1733191196.2924
MEM 6104.031250 1733191196.3976
MEM 6104.031250 1733191196.5009
MEM 6104.031250 1733191196.6061
MEM 6104.031250 1733191196.7113
MEM 6104.031250 1733191196.8121
MEM 6104.656250 1733191196.9174
MEM 6104.656250 1733191197.0226
MEM 6104.656250 1733191197.1278
MEM 6104.656250 1733191197.2301
MEM 6104.656250 1733191197.3353
MEM 6104.656250 1733191197.4363
MEM 6104.656250 1733191197.5416
MEM 6104.656250 1733191197.6420
MEM 6104.656250 1733191197.7471
MEM 6104.656250 1733191197.8524
MEM 6104.656250 1733191197.9576
MEM 6104.656250 1733191198.0628
MEM 6104.656250 1733191198.1680
MEM 6104.656250 1733191198.2732
MEM 6104.656250 1733191198.3776
MEM 6104.656250 1733191198.4801
MEM 6104.656250 1733191198.5853
MEM 6104.656250 1733191198.6907
MEM 6104.656250 1733191198.7960
MEM 6104.656250 1733191198.9012
MEM 6104.937500 1733191199.0064
MEM 6105.046875 1733191199.1092
MEM 6105.046875 1733191199.2144
MEM 6105.046875 1733191199.3165
MEM 6105.046875 1733191199.4217
MEM 6105.046875 1733191199.5223
MEM 6105.046875 1733191199.6260
MEM 6105.046875 1733191199.7313
MEM 6105.046875 1733191199.8365
MEM 6105.046875 1733191199.9379
MEM 6105.046875 1733191200.0431
MEM 6105.046875 1733191200.1483
MEM 6105.046875 1733191200.2534
MEM 6105.046875 1733191200.3587
MEM 6105.046875 1733191200.4641
MEM 6105.046875 1733191200.5693
MEM 6105.046875 1733191200.6716
MEM 6105.046875 1733191200.7769
MEM 6105.046875 1733191200.8788
MEM 6105.046875 1733191200.9843
MEM 6105.046875 1733191201.0895
MEM 6105.046875 1733191201.1947
MEM 6105.046875 1733191201.2999
MEM 6105.046875 1733191201.4052
MEM 6105.046875 1733191201.5104
MEM 6105.046875 1733191201.6155
MEM 6105.046875 1733191201.7162
MEM 6105.046875 1733191201.8204
MEM 6105.046875 1733191201.9213
MEM 6105.046875 1733191202.0253
MEM 6105.046875 1733191202.1261
MEM 6105.046875 1733191202.2314
MEM 6105.046875 1733191202.3366
MEM 6105.046875 1733191202.4417
MEM 6105.046875 1733191202.5424
MEM 6105.046875 1733191202.6458
MEM 6105.046875 1733191202.7510
MEM 6105.046875 1733191202.8520
MEM 6105.046875 1733191202.9548
MEM 6105.046875 1733191203.0601
MEM 6105.046875 1733191203.1625
MEM 6105.046875 1733191203.2677
MEM 6105.562500 1733191203.3730
MEM 6105.718750 1733191203.4760
MEM 6105.718750 1733191203.5781
MEM 6105.718750 1733191203.6786
MEM 6105.718750 1733191203.7839
MEM 6105.718750 1733191203.8875
MEM 6105.718750 1733191203.9928
MEM 6116.468750 1733191204.0980
MEM 6118.968750 1733191204.1984
MEM 6119.000000 1733191204.3021
MEM 6119.000000 1733191204.4073
MEM 6119.000000 1733191204.5127
MEM 6119.125000 1733191204.6179
MEM 6119.125000 1733191204.7231
MEM 6119.125000 1733191204.8283
MEM 6119.125000 1733191204.9335
MEM 6119.125000 1733191205.0387
MEM 6119.125000 1733191205.1439
MEM 6119.125000 1733191205.2459
MEM 6119.125000 1733191205.3483
MEM 6119.125000 1733191205.4536
MEM 6119.125000 1733191205.5588
MEM 6119.125000 1733191205.6591
MEM 6119.125000 1733191205.7628
MEM 6119.125000 1733191205.8681
MEM 6119.125000 1733191205.9734
MEM 6119.125000 1733191206.0749
MEM 6119.125000 1733191206.1801
MEM 6119.125000 1733191206.2853
MEM 6119.125000 1733191206.3857
MEM 6119.125000 1733191206.4863
MEM 6119.125000 1733191206.5900
MEM 6119.125000 1733191206.6951
MEM 6119.125000 1733191206.7969
MEM 6119.125000 1733191206.9021
MEM 6119.125000 1733191207.0061
MEM 6119.125000 1733191207.1113
MEM 6119.125000 1733191207.2165
MEM 6119.125000 1733191207.3220
MEM 6119.125000 1733191207.4273
MEM 6119.125000 1733191207.5277
MEM 6119.125000 1733191207.6329
MEM 6119.125000 1733191207.7343
MEM 6126.484375 1733191207.8396
MEM 6128.578125 1733191207.9430
MEM 6128.578125 1733191208.0458
MEM 6128.765625 1733191208.1510
MEM 6128.765625 1733191208.2553
MEM 6128.765625 1733191208.3603
MEM 6128.765625 1733191208.4655
MEM 6128.765625 1733191208.5658
MEM 6128.765625 1733191208.6710
MEM 6128.765625 1733191208.7762
MEM 6128.765625 1733191208.8814
MEM 6128.765625 1733191208.9865
MEM 6128.765625 1733191209.0889
MEM 6128.765625 1733191209.1900
MEM 6128.765625 1733191209.2927
MEM 6128.765625 1733191209.3980
MEM 6128.765625 1733191209.4987
MEM 6128.765625 1733191209.6039
MEM 6128.765625 1733191209.7091
MEM 6128.765625 1733191209.8145
MEM 6128.765625 1733191209.9197
MEM 6128.765625 1733191210.0249
MEM 6128.765625 1733191210.1261
MEM 6128.765625 1733191210.2313
MEM 6128.765625 1733191210.3364
MEM 6128.765625 1733191210.4417
MEM 6128.765625 1733191210.5469
MEM 6128.765625 1733191210.6490
MEM 6128.765625 1733191210.7537
MEM 6128.765625 1733191210.8589
MEM 6128.765625 1733191210.9641
MEM 6128.765625 1733191211.0694
MEM 6128.765625 1733191211.1746
MEM 6128.765625 1733191211.2790
MEM 6128.765625 1733191211.3842
MEM 6128.765625 1733191211.4894
MEM 6128.765625 1733191211.5899
MEM 6128.765625 1733191211.6951
MEM 6128.765625 1733191211.8005
MEM 6128.765625 1733191211.9042
MEM 6128.765625 1733191212.0091
MEM 6128.765625 1733191212.1126
MEM 6128.765625 1733191212.2154
MEM 6128.765625 1733191212.3207
MEM 6128.765625 1733191212.4259
MEM 6129.359375 1733191212.5311
MEM 6129.359375 1733191212.6363
MEM 6129.359375 1733191212.7402
MEM 6129.359375 1733191212.8454
MEM 6129.359375 1733191212.9506
MEM 6129.359375 1733191213.0558
MEM 6129.359375 1733191213.1610
MEM 6129.359375 1733191213.2662
MEM 6129.359375 1733191213.3704
MEM 6129.359375 1733191213.4758
MEM 6129.406250 1733191213.5810
MEM 6129.406250 1733191213.6862
MEM 6129.406250 1733191213.7901
MEM 6129.406250 1733191213.8953
MEM 6129.406250 1733191214.0005
MEM 6129.406250 1733191214.1057
MEM 6129.406250 1733191214.2109
MEM 6129.406250 1733191214.3160
MEM 6129.406250 1733191214.4214
MEM 6129.406250 1733191214.5258
MEM 6129.406250 1733191214.6310
MEM 6129.406250 1733191214.7343
MEM 6129.406250 1733191214.8357
MEM 6129.406250 1733191214.9409
MEM 6129.406250 1733191215.0461
MEM 6129.406250 1733191215.1466
MEM 6129.406250 1733191215.2519
MEM 6129.406250 1733191215.3544
MEM 6129.406250 1733191215.4596
MEM 6129.406250 1733191215.5649
MEM 6129.406250 1733191215.6702
MEM 6129.406250 1733191215.7706
MEM 6129.406250 1733191215.8717
MEM 6129.406250 1733191215.9770
MEM 6129.406250 1733191216.0822
MEM 6129.406250 1733191216.1844
MEM 6129.406250 1733191216.2894
MEM 6129.406250 1733191216.3946
MEM 6129.406250 1733191216.4998
MEM 6129.406250 1733191216.6051
MEM 6129.406250 1733191216.7103
MEM 6129.406250 1733191216.8120
MEM 6129.406250 1733191216.9172
MEM 6129.406250 1733191217.0178
MEM 6129.406250 1733191217.1211
MEM 6129.406250 1733191217.2262
MEM 6129.406250 1733191217.3313
MEM 6129.406250 1733191217.4360
MEM 6129.406250 1733191217.5412
MEM 6129.406250 1733191217.6464
MEM 6129.406250 1733191217.7516
MEM 6129.406250 1733191217.8568
MEM 6129.406250 1733191217.9585
MEM 6129.406250 1733191218.0637
MEM 6129.406250 1733191218.1679
MEM 6129.406250 1733191218.2731
MEM 6129.406250 1733191218.3783
MEM 6129.406250 1733191218.4838
MEM 6129.406250 1733191218.5891
MEM 6129.406250 1733191218.6944
MEM 6129.406250 1733191218.7995
MEM 6129.406250 1733191218.9007
MEM 6129.406250 1733191219.0059
MEM 6129.406250 1733191219.1112
MEM 6129.406250 1733191219.2138
MEM 6129.406250 1733191219.3190
MEM 6129.406250 1733191219.4218
MEM 6129.406250 1733191219.5270
MEM 6129.406250 1733191219.6324
MEM 6129.406250 1733191219.7363
MEM 6129.406250 1733191219.8386
MEM 6129.406250 1733191219.9397
MEM 6129.406250 1733191220.0435
MEM 6129.406250 1733191220.1487
MEM 6129.406250 1733191220.2534
MEM 6129.406250 1733191220.3586
MEM 6129.406250 1733191220.4640
MEM 6129.406250 1733191220.5691
MEM 6129.406250 1733191220.6744
MEM 6129.406250 1733191220.7796
MEM 6129.406250 1733191220.8823
MEM 6129.406250 1733191220.9875
MEM 6129.406250 1733191221.0903
MEM 6129.406250 1733191221.1955
MEM 6129.406250 1733191221.2985
MEM 6129.406250 1733191221.4037
MEM 6129.406250 1733191221.5056
MEM 6129.406250 1733191221.6108
MEM 6129.406250 1733191221.7161
MEM 6129.406250 1733191221.8214
MEM 6129.406250 1733191221.9266
MEM 6129.406250 1733191222.0318
MEM 6129.406250 1733191222.1371
MEM 6129.406250 1733191222.2389
MEM 6129.406250 1733191222.3441
MEM 6129.406250 1733191222.4480
MEM 6129.406250 1733191222.5526
MEM 6129.406250 1733191222.6579
MEM 6129.406250 1733191222.7611
MEM 6129.406250 1733191222.8664
MEM 6129.406250 1733191222.9716
MEM 6129.406250 1733191223.0728
MEM 4501.453125 1733191223.1780
MEM 3978.312500 1733191223.2833
MEM 3978.312500 1733191223.3884
MEM 3846.531250 1733191223.4937
MEM 3842.531250 1733191223.5989
