USGS HUC-8,USGS Name,DNR Major #,Minnesota Name,USGS HUC-6,USGS NAME HUC-6,Minnesota Name HUC-6,USGS HUC-4,USGS NAME HUC-4,Minnesota Name HUC-4,USGS HUC-2,USGS NAME HUC-2,Minnesota Name HUC-2,NTN_ID,CASTNET_id,Repository_HUC8 Name,Repository_HUC6 Name
07010103,PRAIRIE-WILLOW,9,Mississippi River - Grand Rapids,070101,MISSISSIPPI HEADWATERS,Mississippi River - Headwaters,0701,MISSISSIPPI HEADWATERS,Mississippi River - Headwaters,07,UPPER MISSISSIPPI,Upper Mississippi River,MN16,VOY413,MissGrandRapids,UpperMissHeadwaters
07010101,MISSISSIPPI-HEADWATERS,7,Mississippi River - Headwaters,070101,MISSISSIPPI HEADWATERS,Mississippi River - Headwaters,0701,MISSISSIPPI HEADWATERS,Mississippi River - Headwaters,07,UPPER MISSISSIPPI,Upper Mississippi River,MN16,VOY413,MissHeadwaters,UpperMissHeadwaters
07010105,PINE,11,Pine River,070101,MISSISSIPPI HEADWATERS,Mississippi River - Headwaters,0701,MISSISSIPPI HEADWATERS,Mississippi River - Headwaters,07,UPPER MISSISSIPPI,Upper Mississippi River,MN23,VOY413,Pine,UpperMissHeadwaters
07010107,REDEYE,13,Redeye River,070101,MISSISSIPPI HEADWATERS,Mississippi River - Headwaters,0701,MISSISSIPPI HEADWATERS,Mississippi River - Headwaters,07,UPPER MISSISSIPPI,Upper Mississippi River,MN23,VOY413,Redeye,UpperMissHeadwaters
07010201,PLATTE-SPUNK,15,Mississippi River - Sartell,070102,UPPER MISSISSIPPI-CROW-RUM,Mississippi - Crow - Rum Rivers,0701,MISSISSIPPI HEADWATERS,Mississippi River - Headwaters,07,UPPER MISSISSIPPI,Upper Mississippi River,MN23,VOY413,MissSartell,UpperMissCrowRum
07010203,CLEARWATER-ELK,17,Mississippi River - St. Cloud,070102,UPPER MISSISSIPPI-CROW-RUM,Mississippi - Crow - Rum Rivers,0701,MISSISSIPPI HEADWATERS,Mississippi River - Headwaters,07,UPPER MISSISSIPPI,Upper Mississippi River,MN23,PRK134,MissStCloud,UpperMissCrowRum
07010206,TWIN-CITIES,20,Mississippi River - Twin Cities,070102,UPPER MISSISSIPPI-CROW-RUM,Mississippi - Crow - Rum Rivers,0701,MISSISSIPPI HEADWATERS,Mississippi River - Headwaters,07,UPPER MISSISSIPPI,Upper Mississippi River,MN23,PRK134,NO MODEL,UpperMissCrowRum
07010204,CROW,18,North Fork Crow River,070102,UPPER MISSISSIPPI-CROW-RUM,Mississippi - Crow - Rum Rivers,0701,MISSISSIPPI HEADWATERS,Mississippi River - Headwaters,07,UPPER MISSISSIPPI,Upper Mississippi River,MN23,PRK134,NFCrow,UpperMissCrowRum
07010207,RUM,21,Rum River,070102,UPPER MISSISSIPPI-CROW-RUM,Mississippi - Crow - Rum Rivers,0701,MISSISSIPPI HEADWATERS,Mississippi River - Headwaters,07,UPPER MISSISSIPPI,Upper Mississippi River,MN23,PRK134,Rum,UpperMissCrowRum
07010202,SAUK,16,Sauk River,070102,UPPER MISSISSIPPI-CROW-RUM,Mississippi - Crow - Rum Rivers,0701,MISSISSIPPI HEADWATERS,Mississippi River - Headwaters,07,UPPER MISSISSIPPI,Upper Mississippi River,MN23,PRK134,Sauk,UpperMissCrowRum
07010205,SOUTH-FORK-CROW,19,South Fork Crow River,070102,UPPER MISSISSIPPI-CROW-RUM,Mississippi - Crow - Rum Rivers,0701,MISSISSIPPI HEADWATERS,Mississippi River - Headwaters,07,UPPER MISSISSIPPI,Upper Mississippi River,MN27,PRK134,SFCrow,UpperMissCrowRum
07020009,BLUE-EARTH,30,Blue Earth River,070200,MINNESOTA RIVER BASIN,Minnesota River,0702,MINNESOTA,Minnesota River,07,UPPER MISSISSIPPI,Upper Mississippi River,MN27,PRK134,BlueEarth,Minnesota
07020005,CHIPPEWA,26,Chippewa River,070200,MINNESOTA RIVER BASIN,Minnesota River,0702,MINNESOTA,Minnesota River,07,UPPER MISSISSIPPI,Upper Mississippi River,MN23,VOY413,Chippewa,Minnesota
07020008,COTTONWOOD,29,Cottonwood River,070200,MINNESOTA RIVER BASIN,Minnesota River,0702,MINNESOTA,Minnesota River,07,UPPER MISSISSIPPI,Upper Mississippi River,MN27,PRK134,Cottonwood,Minnesota
07020003,LAC-QUI-PARLE,24,Lac Qui Parle River,070200,MINNESOTA RIVER BASIN,Minnesota River,0702,MINNESOTA,Minnesota River,07,UPPER MISSISSIPPI,Upper Mississippi River,MN27,PRK134,LacQuiParle,Minnesota
07020011,LE-SUEUR,32,Le Sueur River,070200,MINNESOTA RIVER BASIN,Minnesota River,0702,MINNESOTA,Minnesota River,07,UPPER MISSISSIPPI,Upper Mississippi River,MN27,PRK134,LeSueur,Minnesota
07020012,LOWER-MINNESOTA,33,Lower Minnesota River,070200,MINNESOTA RIVER BASIN,Minnesota River,0702,MINNESOTA,Minnesota River,07,UPPER MISSISSIPPI,Upper Mississippi River,MN27,PRK134,MetroMN,Minnesota
07020012,LOWER-MINNESOTA,33,Lower Minnesota River,070200,MINNESOTA RIVER BASIN,Minnesota River,0702,MINNESOTA,Minnesota River,07,UPPER MISSISSIPPI,Upper Mississippi River,MN27,PRK134,LowerMN,Minnesota
07020001,UPPER-MINNESOTA,22,Minnesota River - Headwaters,070200,MINNESOTA RIVER BASIN,Minnesota River,0702,MINNESOTA,Minnesota River,07,UPPER MISSISSIPPI,Upper Mississippi River,MN27,PRK134,LacQuiParle,Minnesota
07020007,MIDDLE-MINNESOTA,28,Minnesota River - Mankato,070200,MINNESOTA RIVER BASIN,Minnesota River,0702,MINNESOTA,Minnesota River,07,UPPER MISSISSIPPI,Upper Mississippi River,MN27,PRK134,MiddleMN,Minnesota
07020004,HAWK-YELLOW-MEDICINE,25,Minnesota River - Yellow Medicine River,070200,MINNESOTA RIVER BASIN,Minnesota River,0702,MINNESOTA,Minnesota River,07,UPPER MISSISSIPPI,Upper Mississippi River,MN27,PRK134,HawkYellowMedicine,Minnesota
07020002,POMME-DE-TERRE,23,Pomme de Terre River,070200,MINNESOTA RIVER BASIN,Minnesota River,0702,MINNESOTA,Minnesota River,07,UPPER MISSISSIPPI,Upper Mississippi River,MN23,VOY413,PommeDeTerre,Minnesota
07020006,REDWOOD,27,Redwood River,070200,MINNESOTA RIVER BASIN,Minnesota River,0702,MINNESOTA,Minnesota River,07,UPPER MISSISSIPPI,Upper Mississippi River,MN27,PRK134,Redwood,Minnesota
07020010,WATONWAN,31,Watonwan River,070200,MINNESOTA RIVER BASIN,Minnesota River,0702,MINNESOTA,Minnesota River,07,UPPER MISSISSIPPI,Upper Mississippi River,MN27,PRK134,Watonwan,Minnesota
07030003,KETTLE,35,Kettle River,070300,ST. CROIX RIVER BASIN,St. Croix River,0703,ST. CROIX,St. Croix River,07,UPPER MISSISSIPPI,Upper Mississippi River,MN23,PRK134,Kettle,StCroix
07030005,LOWER-ST-CROIX,37,Lower St. Croix River,070300,ST. CROIX RIVER BASIN,St. Croix River,0703,ST. CROIX,St. Croix River,07,UPPER MISSISSIPPI,Upper Mississippi River,MN23,PRK134,NO MODEL,StCroix
07030004,SNAKE,36,Snake River,070300,ST. CROIX RIVER BASIN,St. Croix River,0703,ST. CROIX,St. Croix River,07,UPPER MISSISSIPPI,Upper Mississippi River,MN23,PRK134,SnakeSE,StCroix
07030001,UPPER-ST-CROIX,34,Upper St. Croix River,070300,ST. CROIX RIVER BASIN,St. Croix River,0703,ST. CROIX,St. Croix River,07,UPPER MISSISSIPPI,Upper Mississippi River,MN23,PRK134,Kettle,StCroix
07040002,CANNON,39,Cannon River,070400,UPPER MISSISSIPPI-BLACK-ROOT,Lower Mississippi River,0704,UPPER MISSISSIPPI-BLACK-ROOT,Lower Mississippi River,07,UPPER MISSISSIPPI,Upper Mississippi River,MN27,PRK134,Cannon,UpperMissBlackRoot
07040006,LACROSSE-PINE,42,Mississippi River - La Crescent,070400,UPPER MISSISSIPPI-BLACK-ROOT,Lower Mississippi River,0704,UPPER MISSISSIPPI-BLACK-ROOT,Lower Mississippi River,07,UPPER MISSISSIPPI,Upper Mississippi River,IA08,PRK134,NO MODEL,UpperMissBlackRoot
07040001,RUSH-VERMILLION,38,Mississippi River - Lake Pepin,070400,UPPER MISSISSIPPI-BLACK-ROOT,Lower Mississippi River,0704,UPPER MISSISSIPPI-BLACK-ROOT,Lower Mississippi River,07,UPPER MISSISSIPPI,Upper Mississippi River,MN27,PRK134,PepinTribs,UpperMissBlackRoot
07040003,BUFFALO-WHITEWATER,40,Mississippi River - Winona,070400,UPPER MISSISSIPPI-BLACK-ROOT,Lower Mississippi River,0704,UPPER MISSISSIPPI-BLACK-ROOT,Lower Mississippi River,07,UPPER MISSISSIPPI,Upper Mississippi River,IA08,PRK134,NO MODEL,UpperMissBlackRoot
07040008,ROOT,43,Root River,070400,UPPER MISSISSIPPI-BLACK-ROOT,Lower Mississippi River,0704,UPPER MISSISSIPPI-BLACK-ROOT,Lower Mississippi River,07,UPPER MISSISSIPPI,Upper Mississippi River,IA08,PRK134,Root,UpperMissBlackRoot
07040004,ZUMBRO,41,Zumbro River,070400,UPPER MISSISSIPPI-BLACK-ROOT,Lower Mississippi River,0704,UPPER MISSISSIPPI-BLACK-ROOT,Lower Mississippi River,07,UPPER MISSISSIPPI,Upper Mississippi River,IA08,PRK134,Zumbro,UpperMissBlackRoot
07060001,COON-YELLOW,44,Mississippi River - Reno,070600,UPPER MISSISSIPPI-MAQUOKETA-PLUM,Mississippi River - Upper Iowa Rivers,0706,UPPER MISSISSIPPI-MAQUOKETA-PLUM,Mississippi River - Upper Iowa Rivers,07,UPPER MISSISSIPPI,Upper Mississippi River,IA08,PRK134,RenoUpperIA,UpperMissMaquoketaPlum
07060002,UPPER-IOWA,46,Upper Iowa River,070600,UPPER MISSISSIPPI-MAQUOKETA-PLUM,Mississippi River - Upper Iowa Rivers,0706,UPPER MISSISSIPPI-MAQUOKETA-PLUM,Mississippi River - Upper Iowa Rivers,07,UPPER MISSISSIPPI,Upper Mississippi River,IA08,PRK134,RenoUpperIA,UpperMissMaquoketaPlum
07080102,UPPER-WAPSIPINICON,47,Upper Wapsipinicon River,070801,UPPER MISSISSIPPI-IOWA-SKUNK-WAPSIPINICON,Upper Wapsipinicon River,0708,UPPER MISSISSIPPI-IOWA-SKUNK-WAPSIPINICON,Cedar River,07,UPPER MISSISSIPPI,Upper Mississippi River,IA08,PRK134,NO MODEL,NO MODEL
07080201,UPPER-CEDAR,48,Cedar River,070802,IOWA RIVER BASIN,Cedar River,0708,UPPER MISSISSIPPI-IOWA-SKUNK-WAPSIPINICON,Cedar River,07,UPPER MISSISSIPPI,Upper Mississippi River,IA08,PRK134,Cedar,Iowa
07080202,SHELL-ROCK,49,Shell Rock River,070802,IOWA RIVER BASIN,Cedar River,0708,UPPER MISSISSIPPI-IOWA-SKUNK-WAPSIPINICON,Cedar River,07,UPPER MISSISSIPPI,Upper Mississippi River,IA08,PRK134,ShellRock,Iowa
07080203,WINNEBAGO,50,Winnebago River,070802,IOWA RIVER BASIN,Cedar River,0708,UPPER MISSISSIPPI-IOWA-SKUNK-WAPSIPINICON,Cedar River,07,UPPER MISSISSIPPI,Upper Mississippi River,IA08,PRK134,Winnebago,Iowa
07100001,DES-MOINES-HEADWATERS,51,Des Moines River - Headwaters,071000,DES MOINES RIVER BASIN,Des Moines River,0710,DES MOINES,Des Moines River,07,UPPER MISSISSIPPI,Upper Mississippi River,MN27,PRK134,DesMoines,DesMoines
07100003,EAST-FORK-DES-MOINES,53,East Fork Des Moines River,071000,DES MOINES RIVER BASIN,Des Moines River,0710,DES MOINES,Des Moines River,07,UPPER MISSISSIPPI,Upper Mississippi River,MN27,PRK134,DesMoines,DesMoines
07100002,UPPER-DES-MOINES,52,Lower Des Moines River,071000,DES MOINES RIVER BASIN,Des Moines River,0710,DES MOINES,Des Moines River,07,UPPER MISSISSIPPI,Upper Mississippi River,MN27,PRK134,DesMoines,DesMoines
09020101,BOIS-DE-SIOUX,54,Bois de Sioux River,090201,UPPER RED RIVER BASIN,Upper Red River of the North,0902,RED RIVER,Red River of the North,09,SOURIS-RED-RAINY,Red River of the North - Rainy -Souris Rivers,MN23,VOY413,MustinkaBDS,UpperRed
09020106,BUFFALO,58,Buffalo River,090201,UPPER RED RIVER BASIN,Upper Red River of the North,0902,RED RIVER,Red River of the North,09,SOURIS-RED-RAINY,Red River of the North - Rainy -Souris Rivers,MN23,VOY413,Buffalo,UpperRed
09020102,MUSTINKA,55,Mustinka River,090201,UPPER RED RIVER BASIN,Upper Red River of the North,0902,RED RIVER,Red River of the North,09,SOURIS-RED-RAINY,Red River of the North - Rainy -Souris Rivers,MN23,VOY413,MustinkaBDS,UpperRed
09020103,OTTER-TAIL,56,Otter Tail River,090201,UPPER RED RIVER BASIN,Upper Red River of the North,0902,RED RIVER,Red River of the North,09,SOURIS-RED-RAINY,Red River of the North - Rainy -Souris Rivers,MN23,VOY413,OtterTail,UpperRed
09020107,ELM-MARSH,59,Red River of the North - Marsh River,090201,UPPER RED RIVER BASIN,Upper Red River of the North,0902,RED RIVER,Red River of the North,09,SOURIS-RED-RAINY,Red River of the North - Rainy -Souris Rivers,ND08,VOY413,WildRiceMarsh,UpperRed
09020104,UPPER-RED,57,Upper Red River of the North,090201,UPPER RED RIVER BASIN,Upper Red River of the North,0902,RED RIVER,Red River of the North,09,SOURIS-RED-RAINY,Red River of the North - Rainy -Souris Rivers,MN23,VOY413,UpperRed,UpperRed
09020108,EASTERN-WILD-RICE,60,Wild Rice River,090201,UPPER RED RIVER BASIN,Upper Red River of the North,0902,RED RIVER,Red River of the North,09,SOURIS-RED-RAINY,Red River of the North - Rainy -Souris Rivers,MN23,VOY413,WildRiceMarsh,UpperRed
09020305,CLEARWATER,66,Clearwater River,090203,LOWER RED RIVER BASIN,Lower Red River of the North,0902,RED RIVER,Red River of the North,09,SOURIS-RED-RAINY,Red River of the North - Rainy -Souris Rivers,MN16,VOY413,Clearwater,LowerRed
09020303,RED-LAKE-RIVER,63,Red Lake River,090203,LOWER RED RIVER BASIN,Lower Red River of the North,0902,RED RIVER,Red River of the North,09,SOURIS-RED-RAINY,Red River of the North - Rainy -Souris Rivers,ND08,VOY413,RedLake,LowerRed
09020306,GRAND-MARAIS-RED,67,Red River of the North - Grand Marais Creek,090203,LOWER RED RIVER BASIN,Lower Red River of the North,0902,RED RIVER,Red River of the North,09,SOURIS-RED-RAINY,Red River of the North - Rainy -Souris Rivers,ND08,VOY413,GrandMarais,LowerRed
09020301,SANDHILL-WILSON,61,Red River of the North - Sandhill River,090203,LOWER RED RIVER BASIN,Lower Red River of the North,0902,RED RIVER,Red River of the North,09,SOURIS-RED-RAINY,Red River of the North - Rainy -Souris Rivers,ND08,VOY413,Sandhill,LowerRed
09020311,LOWER-RED,69,Red River of the North - Tamarac River,090203,LOWER RED RIVER BASIN,Lower Red River of the North,0902,RED RIVER,Red River of the North,09,SOURIS-RED-RAINY,Red River of the North - Rainy -Souris Rivers,ND08,VOY413,LowerRed,LowerRed
09020314,ROSEAU,71,Roseau River,090203,LOWER RED RIVER BASIN,Lower Red River of the North,0902,RED RIVER,Red River of the North,09,SOURIS-RED-RAINY,Red River of the North - Rainy -Souris Rivers,ND08,VOY413,Roseau,LowerRed
09020309,SNAKE,68,Snake River,090203,LOWER RED RIVER BASIN,Lower Red River of the North,0902,RED RIVER,Red River of the North,09,SOURIS-RED-RAINY,Red River of the North - Rainy -Souris Rivers,ND08,VOY413,SnakeNW,LowerRed
09020304,THIEF RIVER,65,Thief River,090203,LOWER RED RIVER BASIN,Lower Red River of the North,0902,RED RIVER,Red River of the North,09,SOURIS-RED-RAINY,Red River of the North - Rainy -Souris Rivers,ND08,VOY413,Thief,LowerRed
09020312,TWO-RIVERS,70,Two Rivers,090203,LOWER RED RIVER BASIN,Lower Red River of the North,0902,RED RIVER,Red River of the North,09,SOURIS-RED-RAINY,Red River of the North - Rainy -Souris Rivers,ND08,VOY413,TwoRivers,LowerRed
09020302,RED-LAKES,62,Upper/Lower Red Lake,090203,LOWER RED RIVER BASIN,Lower Red River of the North,0902,RED RIVER,Red River of the North,09,SOURIS-RED-RAINY,Red River of the North - Rainy -Souris Rivers,MN16,VOY413,RedLakes,LowerRed
09030006,BIG-FORK,77,Big Fork River,090300,RAINY RIVER BASIN,Rainy River,0903,RAINY RIVER,Rainy River,09,SOURIS-RED-RAINY,Red River of the North - Rainy -Souris Rivers,MN16,VOY413,BigFork,Rainy
09030009,LAKE-OF-THE-WOODS,80,Lake of the Woods,090300,RAINY RIVER BASIN,Rainy River,0903,RAINY RIVER,Rainy River,09,SOURIS-RED-RAINY,Red River of the North - Rainy -Souris Rivers,MN16,VOY413,LOWUS,Rainy
09030005,LITTLE-FORK,76,Little Fork River,090300,RAINY RIVER BASIN,Rainy River,0903,RAINY RIVER,Rainy River,09,SOURIS-RED-RAINY,Red River of the North - Rainy -Souris Rivers,MN16,VOY413,LittleFork,Rainy
09030008,LOWER-RAINY,79,Rainy River - Baudette,090300,RAINY RIVER BASIN,Rainy River,0903,RAINY RIVER,Rainy River,09,SOURIS-RED-RAINY,Red River of the North - Rainy -Souris Rivers,MN16,VOY413,RainyRiver,Rainy
09030001,RAINY-HEADWATERS,72,Rainy River - Headwaters,090300,RAINY RIVER BASIN,Rainy River,0903,RAINY RIVER,Rainy River,09,SOURIS-RED-RAINY,Red River of the North - Rainy -Souris Rivers,MN18,VOY413,RainyHeadwaters,Rainy
09030003,RAINY-LAKE,74,Rainy River - Rainy Lake,090300,RAINY RIVER BASIN,Rainy River,0903,RAINY RIVER,Rainy River,09,SOURIS-RED-RAINY,Red River of the North - Rainy -Souris Rivers,MN16,VOY413,RainyLake,Rainy
09030007,RAPID,78,Rapid River,090300,RAINY RIVER BASIN,Rainy River,0903,RAINY RIVER,Rainy River,09,SOURIS-RED-RAINY,Red River of the North - Rainy -Souris Rivers,MN16,VOY413,RainyRiver,Rainy
09030002,VERMILION,73,Vermilion River,090300,RAINY RIVER BASIN,Rainy River,0903,RAINY RIVER,Rainy River,09,SOURIS-RED-RAINY,Red River of the North - Rainy -Souris Rivers,MN18,VOY413,Vermilion,Rainy
CN-05PB001,,,,090300,RAINY RIVER BASIN,Rainy River,0903,RAINY RIVER,Rainy River,09,SOURIS-RED-RAINY,Red River of the North - Rainy -Souris Rivers,MN16,VOY413,TurtleRiver,Rainy
CN-05PD000,,,,090300,RAINY RIVER BASIN,Rainy River,0903,RAINY RIVER,Rainy River,09,SOURIS-RED-RAINY,Red River of the North - Rainy -Souris Rivers,MN16,VOY413,LOWCan,Rainy
