#%		Only M/G boundary	Min tun Muller/MacDo	Age model Tiedemann
#%m	%terr	age	sr	flux	age	sr	flux 	age	sr	flux
86.0600	30.6500	3026.8711	2.8432	0.8714	2960.2520	2.6739	0.8196	2959.0000	2.3435	0.7183
86.1700	27.3300	3030.7400	2.8432	0.7693	2964.3659	2.6739	0.7235	2963.3214	2.5455	0.6887
86.2700	25.6600	3034.2572	2.8432	0.7223	2968.1057	2.6739	0.6793	2967.2500	2.5454	0.6466
86.3700	26.1700	3037.7743	2.8432	0.7366	2971.8455	2.6739	0.6928	2971.1786	2.5455	0.6595
86.4700	24.2100	3041.2915	2.8432	0.6746	2975.5854	2.6739	0.6344	2975.1071	2.5455	0.6039
86.6200	40.5000	3046.5672	2.8432	1.1285	2981.1951	2.6739	1.0613	2981.0000	2.5850	1.0260
86.7100	25.9300	3049.7327	2.8432	0.7225	2984.5610	2.6739	0.6795	2984.3913	2.6538	0.6744
86.8500	15.1400	3054.6567	2.8432	0.4175	2989.7967	2.6739	0.3927	2989.6667	2.6538	0.3897
86.9700	17.9900	3058.8773	2.8432	0.4961	2994.2846	2.6739	0.4666	2994.1884	2.6539	0.4631
87.1500	29.9500	3065.2082	2.8432	0.8175	3001.0163	2.6739	0.7688	3000.9710	2.6538	0.7630
87.3100	34.2600	3070.8357	2.8432	0.9351	3007.0000	2.8511	0.9377	3007.0000	2.7693	0.9108
87.4200	15.1900	3074.7046	2.8432	0.4146	3010.4863	3.1552	0.4601	3010.7206	2.9565	0.4311
87.5600	15.6000	3079.6286	2.8432	0.4214	3014.9235	3.1552	0.4676	3015.4559	2.9565	0.4382
87.6400	14.6400	3082.4423	2.8432	0.3954	3017.4590	3.1552	0.4388	3018.1618	2.9565	0.4112
87.7400	24.9000	3085.9595	2.8432	0.6726	3020.6284	3.1552	0.7464	3021.5441	2.9565	0.6994
87.8400	30.0900	3089.4766	2.8432	0.8127	3023.7978	3.1552	0.9019	3024.9265	2.9565	0.8451
87.9900	44.1100	3094.7524	2.8432	1.2040	3028.5519	3.1552	1.3361	3030.0000	3.2826	1.3900
88.1600	34.2300	3100.7316	2.8432	0.9343	3033.9399	3.1552	1.0368	3034.6750	3.6364	1.1949
88.3100	14.0500	3106.0073	2.8432	0.3875	3038.6940	3.1552	0.4300	3038.8000	3.6364	0.4956
88.4600	19.4600	3111.2831	2.8432	0.5422	3043.4481	3.1552	0.6017	3042.9250	3.6364	0.6935
88.6300	24.8900	3117.2622	2.8432	0.7006	3048.8361	3.1552	0.7775	3047.6000	3.6364	0.8960
88.6600	33.8000	3118.3174	2.8432	0.9514	3049.7869	3.1552	1.0558	3048.4250	3.6364	1.2168
88.7900	54.1800	3122.8897	2.8432	1.5559	3053.9071	3.1552	1.7266	3052.0000	3.8438	2.1034
88.9800	15.8800	3129.5723	2.8432	0.4605	3059.9290	3.1552	0.5111	3056.7500	4.0000	0.6479
89.0500	15.8900	3132.0343	2.8432	0.4608	3062.1475	3.1552	0.5114	3058.5000	4.0000	0.6483
89.1200	18.5000	3134.4963	2.8432	0.5365	3064.3661	3.1551	0.5954	3060.2500	4.0000	0.7548
89.2100	23.5500	3137.6618	2.8432	0.6897	3067.2186	3.1552	0.7653	3062.5000	4.0000	0.9703
89.2700	37.9000	3139.7721	2.8432	1.1099	3069.1202	3.1552	1.2317	3064.0000	4.0000	1.5615
89.3800	44.2200	3143.6410	2.8432	1.2824	3072.6066	3.1551	1.4231	3066.7500	4.0000	1.8042
89.5300	36.5800	3148.9167	2.8432	1.0504	3077.3607	3.1552	1.1657	3070.5000	4.0000	1.4778
89.6700	73.5300	3153.8407	2.8432	2.0697	3081.7978	3.1552	2.2968	3074.0000	2.6427	1.9238
89.8500	17.1500	3160.1716	2.8432	0.4779	3087.5027	3.1551	0.5303	3082.6087	2.0909	0.3514
89.9300	20.1500	3162.9854	2.8432	0.5557	3090.0383	3.1552	0.6167	3086.4348	2.0909	0.4087
90.0800	27.3900	3168.2611	2.8432	0.7476	3094.7923	3.1552	0.8296	3093.6087	2.0909	0.5498
90.1300	37.7000	3170.0197	2.8432	1.0183	3096.3770	3.1551	1.1300	3096.0000	2.7398	0.9812
90.2600	27.0600	3174.5920	2.8432	0.7309	3100.4973	3.1552	0.8111	3100.1786	3.1111	0.7998
90.4000	14.7700	3179.5160	2.8432	0.3905	3104.9344	3.1552	0.4334	3104.6786	3.1111	0.4273
90.5300	15.9600	3184.0884	2.8432	0.4175	3109.0546	3.1552	0.4633	3108.8571	3.1111	0.4568
90.6800	13.6300	3189.3641	2.8432	0.3527	3113.8087	3.1552	0.3913	3113.6786	3.1111	0.3859
90.7700	17.5000	3192.5295	2.8432	0.4478	3116.6612	3.1552	0.4969	3116.5714	3.1111	0.4900
90.8500	18.7300	3195.3433	2.8432	0.4846	3119.1967	3.1319	0.5338	3119.1429	3.0987	0.5281
90.9800	29.2000	3199.9156	2.8432	0.7638	3123.3665	2.9358	0.7887	3123.3485	2.9907	0.8034
91.0800	26.4000	3203.4328	2.8432	0.6981	3127.0311	2.7288	0.6700	3126.8333	2.8696	0.7045
91.1300	19.2100	3205.1913	2.8432	0.5134	3128.8634	2.7288	0.4928	3128.5758	2.8696	0.5182
91.2300	33.4600	3208.7085	2.8432	0.9038	3132.5280	2.7288	0.8674	3132.0606	2.8696	0.9122
91.2900	14.8100	3210.8188	2.8432	0.4000	3134.7267	2.7289	0.3839	3134.1515	2.8695	0.4037
91.3300	21.3500	3212.2257	2.8432	0.5827	3136.1925	2.7288	0.5593	3135.5455	2.8696	0.5881
91.4200	21.8000	3215.3911	2.8432	0.6012	3139.4907	2.7288	0.5770	3138.6818	2.8696	0.6068
91.5600	38.2300	3220.3151	2.8432	1.0652	3144.6211	2.7288	1.0224	3143.5606	2.8696	1.0751
91.6300	53.2000	3222.7772	2.8432	1.4975	3147.1863	2.7288	1.4372	3146.0000	2.9858	1.5726
91.7700	54.2900	3227.7012	2.8432	1.5590	3152.3168	2.7288	1.4963	3150.5938	3.0476	1.6711
92.0600	16.8400	3237.9010	2.8432	0.5027	3162.9441	2.7288	0.4825	3160.1094	3.0476	0.5389
92.1200	22.1000	3240.0113	2.8432	0.6598	3165.1429	2.7288	0.6332	3162.0781	3.0476	0.7072
92.1800	25.6900	3242.1216	2.8432	0.7742	3167.3416	2.7288	0.7431	3164.0469	3.0476	0.8299
92.2700	42.6000	3245.2870	2.8432	1.2960	3170.6398	2.7288	1.2438	3167.0000	3.1116	1.4183
92.4600	17.5000	3251.9696	2.8432	0.5224	3177.6025	2.7288	0.5014	3173.0455	3.1429	0.5775
92.6300	20.4300	3257.9488	2.8432	0.5925	3183.8323	2.7288	0.5686	3178.4545	3.1429	0.6549
92.7400	36.4800	3261.8177	2.8432	1.0476	3187.8634	2.7288	1.0054	3181.9545	3.1428	1.1580
92.7600	40.1900	3262.5211	2.8432	1.1541	3188.5963	2.7288	1.1077	3182.5909	3.1428	1.2757
92.9300	46.6300	3268.5003	2.8432	1.3125	3194.8261	2.7288	1.2597	3188.0000	2.6769	1.2358
93.1300	18.5000	3275.5346	2.8432	0.5102	3202.1553	2.7288	0.4897	3196.4127	2.3774	0.4266
93.2600	16.1400	3280.1069	2.8432	0.4405	3206.9193	2.7288	0.4228	3201.8810	2.3774	0.3684
93.5200	16.2400	3289.2515	2.8432	0.4340	3216.4472	2.7288	0.4166	3212.8175	2.3774	0.3629
93.6800	16.9200	3294.8790	2.8432	0.4474	3222.3106	2.7288	0.4294	3219.5476	2.3774	0.3741
93.7700	17.7000	3298.0445	2.8432	0.4630	3225.6087	2.7288	0.4444	3223.3333	2.3774	0.3871
93.8500	16.8400	3300.8582	2.8432	0.4405	3228.5404	2.7288	0.4228	3226.6984	2.3773	0.3683
93.9200	17.3600	3303.3202	2.8432	0.4541	3231.1056	2.7288	0.4358	3229.6429	2.3773	0.3797
94.0400	18.7500	3307.5408	2.8432	0.4851	3235.5031	2.7288	0.4656	3234.6905	2.3774	0.4056
94.1300	17.7300	3310.7062	2.8432	0.4587	3238.8012	2.9488	0.4758	3238.4762	2.2797	0.3678
94.2600	25.4000	3315.2786	2.8432	0.6644	3242.9637	3.3293	0.7780	3244.3409	2.1542	0.5034
94.3900	19.7200	3319.8509	2.8432	0.5270	3246.6107	3.5646	0.6608	3250.5455	2.0952	0.3884
94.4600	23.4800	3322.3129	2.8432	0.6342	3248.5744	3.5646	0.7951	3253.8864	2.0952	0.4674
94.6300	48.2000	3328.2921	2.8432	1.3293	3253.3435	3.5646	1.6666	3262.0000	2.5937	1.2126
94.7600	17.8700	3332.8644	2.8432	0.5030	3256.9905	3.5646	0.6306	3265.4531	3.7647	0.6660
95.0300	15.6400	3342.3607	2.8432	0.4580	3264.5649	3.5646	0.5742	3272.6250	3.7647	0.6065
95.1800	30.1900	3347.6365	2.8432	0.9013	3268.7729	3.5646	1.1300	3276.6094	3.7647	1.1934
95.2700	37.0000	3350.8019	2.8432	1.1151	3271.2977	3.5646	1.3981	3279.0000	3.8494	1.5097
95.3300	30.2900	3352.9122	2.8432	0.8957	3272.9809	3.5646	1.1229	3280.5061	3.9838	1.2549
95.4800	16.5300	3358.1880	2.8432	0.4559	3277.1889	3.5646	0.5716	3284.2714	3.9837	0.6388
95.6300	15.7400	3363.4637	2.8432	0.4072	3281.3969	3.5646	0.5106	3288.0367	3.9837	0.5706
95.6500	18.8800	3364.1671	2.8432	0.4831	3281.9580	3.5646	0.6057	3288.5388	3.9837	0.6769
95.7600	18.2200	3368.0360	2.8432	0.4714	3285.0439	3.5646	0.5910	3291.3000	4.4682	0.7408
96.8100	32.2900	3404.9662	2.8432	0.8905	3314.5000	3.4300	1.0743	3314.5000	4.2974	1.3460
96.9100	34.7800	3408.4834	2.8432	0.9691	3318.5717	2.4560	0.8371	3318.0606	2.8085	0.9573
96.9900	34.0900	3411.2971	2.8432	0.9499	3321.8291	2.4560	0.8205	3320.9091	2.8085	0.9383
97.0900	18.1200	3414.8143	2.8432	0.5100	3325.9008	2.4559	0.4406	3324.4697	2.8085	0.5038
97.1500	17.5100	3416.9246	2.8432	0.4929	3328.3439	2.4559	0.4257	3326.6061	2.8085	0.4868
97.2500	27.2400	3420.4418	2.8432	0.7667	3332.4156	2.4560	0.6623	3330.1667	2.8085	0.7574
97.3000	33.8000	3422.2003	2.8432	0.9610	3334.4515	2.4560	0.8301	3331.9470	2.8085	0.9493
97.4700	45.3400	3428.1795	2.8432	1.2762	3341.3734	2.4560	1.1024	3338.0000	3.1344	1.4069
97.5700	27.9300	3431.6967	2.8432	0.7862	3345.4451	2.4560	0.6791	3340.5610	3.9047	1.0797
97.6600	15.8100	3434.8621	2.8432	0.4450	3349.1097	2.4559	0.3844	3342.8659	3.9049	0.6112
97.6800	13.4100	3435.5656	2.8432	0.3775	3349.9241	2.4560	0.3261	3343.3780	3.9048	0.5184
97.8300	16.5000	3440.8413	2.8432	0.4644	3356.0316	2.4560	0.4012	3347.2195	3.9047	0.6378
97.9400	18.0100	3444.7102	2.8432	0.5069	3360.5105	2.4560	0.4379	3350.0366	3.9047	0.6962
98.0200	20.8400	3447.5239	2.8432	0.5866	3363.7679	2.4559	0.5067	3352.0854	3.9048	0.8056
98.1600	30.8000	3452.4479	2.8432	0.8669	3369.4684	2.4560	0.7489	3355.6707	3.9048	1.1906
98.2900	42.2000	3457.0203	2.8432	1.1998	3374.7616	2.4560	1.0364	3359.0000	1.9984	0.8433
98.5400	18.2800	3465.8132	2.8432	0.5249	3384.9409	2.4560	0.4534	3374.6863	1.5938	0.2943
98.6500	28.8000	3469.6820	2.8432	0.8352	3389.4198	2.4559	0.7215	3381.5882	1.5938	0.4682
98.6700	39.2200	3470.3855	2.8432	1.1486	3390.2342	2.4559	0.9921	3382.8431	1.5937	0.6438
98.7000	35.0400	3471.4406	2.8432	1.0162	3391.4557	2.4560	0.8778	3384.7255	1.5937	0.5696
98.8000	40.2000	3474.9578	2.8432	1.1773	3395.5274	2.4560	1.0169	3391.0000	1.7535	0.7261
98.9300	20.7000	3479.5301	2.8432	0.6003	3400.8207	2.4560	0.5185	3397.8421	1.9000	0.4012
99.1100	41.4800	3485.8610	2.8432	1.1912	3408.1498	2.4560	1.0289	3407.3158	1.9000	0.7960
99.1800	54.8200	3488.3230	2.8432	1.5742	3411.0000	2.2031	1.2198	3411.0000	2.0601	1.1407
99.3000	42.4200	3492.5436	2.8432	1.1940	3416.7741	2.0783	0.8728	3416.5385	2.1667	0.9099
99.3700	16.6800	3495.0056	2.8432	0.4695	3420.1423	2.0783	0.3432	3419.7692	2.1667	0.3578
99.4500	17.8500	3497.8194	2.8432	0.5024	3423.9916	2.0783	0.3673	3423.4615	2.1667	0.3829
99.5200	20.6700	3500.2814	2.8432	0.5759	3427.3598	2.0783	0.4210	3426.6923	2.1667	0.4389
99.6600	24.5000	3505.2054	2.8432	0.6757	3434.0962	2.0783	0.4939	3433.1538	2.1667	0.5149
99.8000	18.0200	3510.1294	2.8432	0.4919	3440.8326	2.0782	0.3595	3439.6154	2.1667	0.3748
99.9000	22.3800	3513.6466	2.8432	0.6045	3445.6444	2.0783	0.4419	3444.2308	2.1667	0.4607
99.9900	32.1900	3516.8120	2.8432	0.8695	3449.9749	2.0783	0.6355	3448.3846	2.1667	0.6626
100.0900	49.4200	3520.3292	2.8432	1.3349	3454.7866	2.0783	0.9757	3453.0000	2.0884	0.9805
100.2100	46.7100	3524.5498	2.8432	1.2484	3460.5607	2.0783	0.9125	3458.9189	2.0274	0.8902
100.3000	18.1000	3527.7153	2.8432	0.4837	3464.8912	2.0783	0.3536	3463.3581	2.0274	0.3449
100.3800	18.4400	3530.5290	2.8432	0.4928	3468.7406	2.0783	0.3602	3467.3041	2.0274	0.3514
100.5000	15.4700	3534.7496	2.8432	0.4135	3474.5146	2.0783	0.3022	3473.2230	2.0274	0.2948
100.5900	18.2100	3537.9150	2.8432	0.4867	3478.8452	2.0783	0.3557	3477.6622	2.0274	0.3470
100.6800	15.8500	3541.0805	2.8432	0.4236	3483.1757	2.0783	0.3096	3482.1014	2.0274	0.3021
100.8400	19.3500	3546.7079	2.8432	0.5171	3490.8745	2.0782	0.3780	3489.9932	2.0274	0.3688
100.9500	22.7700	3550.5768	2.8432	0.6086	3496.1674	2.0783	0.4448	3495.4189	2.0274	0.4339
101.0500	11.6000	3554.0940	2.8432	0.3100	3500.9791	2.0783	0.2266	3500.3514	2.0274	0.2211
101.3900	25.6800	3566.0523	2.8432	0.6936	3517.3389	2.0783	0.5070	3517.1216	2.0274	0.4946
101.5700	35.1700	3572.3832	2.8432	0.9500	3526.0000	2.1605	0.7219	3526.0000	2.2102	0.7385
101.6500	28.9000	3575.1970	2.8432	0.8053	3529.3730	2.3718	0.6717	3528.8852	2.7727	0.7853
101.7600	15.9500	3579.0658	2.8432	0.4580	3534.0108	2.3718	0.3821	3532.8525	2.7727	0.4467
101.8000	14.1000	3580.4727	2.8432	0.4129	3535.6973	2.3718	0.3445	3534.2951	2.7728	0.4027
101.8200	14.2000	3581.1761	2.8432	0.4158	3536.5405	2.3718	0.3469	3535.0164	2.7727	0.4055
101.9700	18.6700	3586.4519	2.8432	0.5733	3542.8649	2.3718	0.4782	3540.4262	2.7727	0.5591
102.0900	37.3200	3590.6725	2.8432	1.1672	3547.9243	2.3718	0.9737	3544.7541	2.7727	1.1383
102.1700	43.6600	3593.4862	2.8432	1.3779	3551.2973	2.3718	1.1494	3547.6393	2.7727	1.3437
102.1800	47.3000	3593.8379	2.8432	1.4928	3551.7189	2.3718	1.2453	3548.0000	2.5547	1.3413
102.2500	23.4100	3596.2999	2.8432	0.7322	3554.6703	2.3718	0.6108	3550.7708	2.5263	0.6506
102.2700	28.4000	3597.0034	2.8432	0.8801	3555.5135	2.3718	0.7342	3551.5625	2.5263	0.7820
102.3300	15.8800	3599.1137	2.8432	0.4876	3558.0432	2.3718	0.4068	3553.9375	2.5263	0.4333
102.3700	17.4600	3600.5205	2.8432	0.5361	3559.7297	2.3718	0.4472	3555.5208	2.5263	0.4764
102.4800	22.5600	3604.3894	2.8432	0.6735	3564.3676	2.3718	0.5618	3559.8750	2.5263	0.5984
102.6400	35.7500	3610.0169	2.8432	1.0469	3571.1135	2.3718	0.8734	3566.2083	2.5263	0.9303
102.6600	43.3000	3610.7203	2.8432	1.2557	3571.9568	2.3718	1.0475	3567.0000	2.3230	1.0260
102.6800	33.6500	3611.4237	2.8432	0.9759	3572.8000	2.3718	0.8141	3567.9302	2.1500	0.7379
102.8200	28.1100	3616.3478	2.8432	0.7912	3578.7027	2.3718	0.6600	3574.4419	2.1500	0.5983
102.8900	22.3100	3618.8098	2.8432	0.6216	3581.6541	2.3718	0.5186	3577.6977	2.1500	0.4701
103.0100	26.9900	3623.0304	2.8432	0.7290	3586.7135	2.3718	0.6081	3583.2791	2.1500	0.5513
103.0900	27.5000	3625.8441	2.8432	0.7428	3590.0865	2.3718	0.6196	3587.0000	2.0553	0.5369
103.1500	20.7000	3627.9544	2.8432	0.5473	3592.6162	2.3718	0.4566	3590.0909	1.9412	0.3737
103.2700	18.9300	3632.1750	2.8432	0.5059	3597.6757	2.3718	0.4220	3596.2727	1.9412	0.3454
103.3000	21.1000	3633.2302	2.8432	0.5639	3598.9405	2.3718	0.4704	3597.8182	1.9412	0.3850
103.4200	24.5300	3637.4508	2.8432	0.6556	3604.0000	2.5271	0.5827	3604.0000	2.4747	0.5706
103.5500	21.3000	3642.0231	2.8432	0.5693	3608.8333	2.6897	0.5385	3607.9206	3.3158	0.6639
103.5900	13.7400	3643.4299	2.8432	0.3672	3610.3205	2.6896	0.3474	3609.1270	3.3158	0.4283
103.6200	15.6800	3644.4851	2.8432	0.4191	3611.4359	2.6896	0.3964	3610.0317	3.3158	0.4887
103.6800	21.4700	3646.5954	2.8432	0.5738	3613.6667	2.6897	0.5428	3611.8413	3.3158	0.6692
103.8100	19.6600	3651.1677	2.8432	0.5198	3618.5000	2.6897	0.4918	3615.7619	3.3158	0.6063
103.9800	26.8800	3657.1469	2.8432	0.7108	3624.8205	2.6896	0.6724	3620.8889	3.3158	0.8289
104.0500	30.5700	3659.6089	2.8432	0.8083	3627.4231	2.6897	0.7647	3623.0000	2.9712	0.8447
104.1100	19.2700	3661.7192	2.8432	0.5095	3629.6538	2.6897	0.4820	3625.2642	2.6500	0.4749
104.1600	17.0000	3663.4778	2.8432	0.4495	3631.5128	2.6896	0.4252	3627.1509	2.6500	0.4190
104.2700	18.7600	3667.3467	2.8432	0.4960	3635.6026	2.6897	0.4693	3631.3019	2.6500	0.4623
104.3700	20.2000	3670.8638	2.8432	0.5341	3639.3205	2.6897	0.5053	3635.0755	2.6500	0.4978
104.5100	38.7200	3675.7878	2.8432	1.0128	3644.5256	2.6897	0.9581	3640.3585	2.6500	0.9440
104.5800	42.9000	3678.2499	2.8432	1.1222	3647.1282	2.6897	1.0616	3643.0000	2.1878	0.8635
104.7100	19.8700	3682.8222	2.8432	0.5197	3651.9615	2.6897	0.4917	3649.5000	2.0000	0.3656
104.8000	14.7200	3685.9876	2.8432	0.3850	3655.3077	2.6896	0.3642	3654.0000	2.0000	0.2708
104.8800	24.4700	3688.8014	2.8432	0.6401	3658.2821	2.6897	0.6055	3658.0000	2.0000	0.4502
104.9400	31.0000	3690.9116	2.8432	0.8197	3660.5128	2.6897	0.7754	3661.0000	2.5369	0.7314
105.0900	20.5900	3696.1874	2.8432	0.5503	3666.0897	2.6896	0.5206	3666.2778	2.8421	0.5501
105.1800	20.1900	3699.3528	2.8432	0.5396	3669.4359	2.6897	0.5105	3669.4444	2.8421	0.5394
105.3000	19.8900	3703.5734	2.8432	0.5372	3673.8974	2.6897	0.5082	3673.6667	2.8421	0.5370
105.4800	33.6100	3709.9043	2.8432	0.9174	3680.5897	2.6897	0.8678	3680.0000	2.9211	0.9425
105.6700	20.7000	3716.5869	2.8432	0.5709	3687.6538	2.6896	0.5401	3686.3333	3.0000	0.6024
105.8300	16.8000	3722.2144	2.8432	0.4681	3693.6026	2.6896	0.4428	3691.6667	3.0000	0.4939
105.9300	19.0200	3725.7316	2.8432	0.5354	3697.3205	2.6897	0.5065	3695.0000	3.0000	0.5649
106.0200	23.5000	3728.8970	2.8432	0.6682	3700.6667	2.6897	0.6321	3698.0000	2.6839	0.6307
106.0900	14.2300	3731.3590	2.8432	0.4046	3703.2692	2.6897	0.3827	3700.9615	2.3636	0.3363
106.1900	16.6100	3734.8762	2.8432	0.4770	3706.9872	2.6897	0.4512	3705.1923	2.3636	0.3965
106.2600	22.2500	3737.3382	2.8432	0.6453	3709.5897	2.6897	0.6104	3708.1538	2.3636	0.5364
106.3200	27.0000	3739.4485	2.8432	0.7830	3711.8205	2.6896	0.7407	3710.6923	2.3636	0.6509
106.3800	36.1500	3741.5588	2.8432	1.0792	3714.0513	2.6896	1.0209	3713.2308	2.3636	0.8972
106.4400	49.2000	3743.6691	2.8432	1.4968	3716.2821	2.6897	1.4160	3715.7692	2.3636	1.2443
106.5100	59.4900	3746.1311	2.8432	1.8606	3718.8846	2.6897	1.7601	3718.7308	2.3636	1.5467
106.5400	66.3000	3747.1863	2.8432	2.0924	3720.0000	2.1766	1.6018	3720.0000	2.2789	1.6771
106.5700	17.4000	3748.2414	2.8432	0.5541	3721.6412	1.8279	0.3562	3721.3636	2.2000	0.4287
106.6200	20.3000	3750.0000	2.8432	0.6580	3724.3765	1.8280	0.4230	3723.6364	2.2000	0.5091
106.6800	30.3000	3752.1103	2.8432	1.0079	3727.6588	1.8280	0.6480	3726.3636	2.2000	0.7799
106.7800	27.4500	3755.6275	2.8432	0.8975	3733.1294	1.8280	0.5770	3730.9091	2.2000	0.6945
106.9000	37.5100	3759.8481	2.8432	1.1945	3739.6941	1.8280	0.7679	3736.3636	2.2000	0.9242
106.9800	56.8000	3762.6618	2.8432	1.7926	3744.0706	1.8279	1.1525	3740.0000	2.1401	1.3493
107.0600	23.5800	3765.4755	2.8432	0.7241	3748.4471	1.8280	0.4655	3743.8400	2.0833	0.5306
107.1800	19.3600	3769.6961	2.8432	0.5835	3755.0118	1.8280	0.3751	3749.6000	2.0833	0.4275
107.3100	29.1800	3774.2684	2.8432	0.8628	3762.1235	1.8280	0.5547	3755.8400	2.0833	0.6322
107.3800	41.7000	3776.7304	2.8432	1.2212	3765.9529	1.8279	0.7851	3759.2000	2.0833	0.8948
107.4000	40.2400	3777.4339	2.8432	1.1784	3767.0471	1.8280	0.7576	3760.1600	2.0833	0.8635
107.4800	64.3000	3780.2476	2.8432	1.8465	3771.4235	1.8280	1.1871	3764.0000	1.8127	1.1772
107.6100	23.7500	3784.8199	2.8432	0.6618	3778.5353	1.8280	0.4255	3771.7447	1.6786	0.3907
107.7200	18.9800	3788.6888	2.8432	0.5181	3784.5529	1.8279	0.3331	3778.2979	1.6786	0.3058
107.7900	23.6500	3791.1508	2.8432	0.6388	3788.3824	1.8280	0.4107	3782.4681	1.6786	0.3771
107.8200	17.4000	3792.2060	2.8432	0.4700	3790.0235	1.8280	0.3022	3784.2553	1.6786	0.2775
107.8800	18.8100	3794.3163	2.8432	0.5081	3793.3059	1.8279	0.3266	3787.8298	1.6786	0.3000
107.9500	26.3200	3796.7783	2.8432	0.7184	3797.1353	1.8280	0.4619	3792.0000	1.4635	0.3698
108.1000	15.4300	3802.0540	2.8432	0.4299	3805.3412	1.8280	0.2764	3802.8621	1.3810	0.2088
108.1800	28.3000	3804.8678	2.8432	0.7966	3809.7176	1.8280	0.5121	3808.6552	1.3810	0.3869
108.2400	30.3500	3806.9781	2.8432	0.8629	3813.0000	2.3185	0.7037	3813.0000	1.7122	0.5196
108.3400	20.2800	3810.4952	2.8432	0.5881	3816.6187	2.7634	0.5716	3818.0000	2.0000	0.4137
108.4300	29.6500	3813.6607	2.8432	0.8683	3819.8755	2.7634	0.8439	3822.5000	2.0000	0.6108
108.5200	41.6000	3816.8261	2.8432	1.2301	3823.1323	2.7634	1.1956	3827.0000	2.0000	0.8653
108.5600	42.6400	3818.2330	2.8432	1.2608	3824.5798	2.7634	1.2255	3829.0000	2.0000	0.8869
108.6800	49.3600	3822.4536	2.8432	1.4876	3828.9222	2.7634	1.4459	3835.0000	2.6487	1.3858
108.8400	20.3900	3828.0810	2.8432	0.6261	3834.7121	2.7635	0.6085	3839.5714	3.5000	0.7707
108.9700	22.2000	3832.6533	2.8432	0.6943	3839.4163	2.7634	0.6748	3843.2857	3.5000	0.8547
109.0900	25.6400	3836.8739	2.8432	0.8092	3843.7588	2.7634	0.7865	3846.7143	3.5000	0.9961
109.2900	59.2100	3843.9083	2.8432	1.9191	3850.9961	2.7634	1.8653	3852.4286	3.5000	2.3625
109.3000	57.1800	3844.2600	2.8432	1.8533	3851.3580	2.7634	1.8014	3852.7143	3.5002	2.2816
109.3200	50.8000	3844.9634	2.8432	1.6466	3852.0817	2.7635	1.6004	3853.2857	3.5000	2.0269
109.3800	60.3700	3847.0737	2.8432	1.9567	3854.2529	2.7634	1.9018	3855.0000	3.0691	2.1122
109.4000	41.7100	3847.7772	2.8432	1.3519	3854.9767	2.7634	1.3140	3855.8923	2.2414	1.0658
109.4400	43.4000	3849.1840	2.8432	1.4067	3856.4241	2.7635	1.3673	3857.6769	2.2414	1.1089
109.5400	20.5500	3852.7012	2.8432	0.6602	3860.0428	2.7634	0.6417	3862.1385	2.2414	0.5205
109.5900	20.7600	3854.4598	2.8432	0.6670	3861.8521	2.7635	0.6483	3864.3692	2.2414	0.5258
109.6800	29.9200	3857.6252	2.8432	0.9613	3865.1089	2.7634	0.9343	3868.3846	2.2414	0.7578
109.8900	41.8300	3865.0113	2.8432	1.3439	3872.7082	2.7634	1.3062	3877.7538	2.2414	1.0595
110.0300	48.6500	3869.9353	2.8432	1.5492	3877.7743	2.7635	1.5058	3884.0000	2.7680	1.5082
110.1800	28.3500	3875.2110	2.8432	0.9028	3883.2023	2.7634	0.8774	3888.2308	3.5455	1.1258
110.8100	44.2200	3897.3692	2.8432	1.3830	3906.0000	2.7038	1.3152	3906.0000	2.9728	1.4460
110.9300	39.6900	3901.5898	2.8432	1.2300	3910.9412	2.4286	1.0506	3913.4595	1.6087	0.6960
111.0500	43.7300	3905.8104	2.8432	1.3552	3915.8824	2.4286	1.1576	3920.9189	1.6087	0.7668
111.1400	46.6500	3908.9758	2.8432	1.4457	3919.5882	2.4286	1.2349	3926.5135	1.6087	0.8180
111.1800	57.0000	3910.3827	2.8432	1.7665	3921.2353	2.4286	1.5089	3929.0000	2.7527	1.7103
111.3100	47.8300	3914.9550	2.8432	1.4823	3926.5882	2.4286	1.2661	3932.6892	3.5238	1.8371
111.3200	45.1000	3915.3067	2.8432	1.3977	3927.0000	2.4286	1.1939	3932.9730	3.5238	1.7323
111.3700	41.7900	3917.0653	2.8432	1.2832	3929.0588	2.4286	1.0961	3934.3919	3.5238	1.5904
111.5100	22.9500	3921.9893	2.8432	0.6982	3934.8235	2.4286	0.5964	3938.3649	3.5238	0.8653
111.6400	26.0800	3926.5616	2.8432	0.7786	3940.1765	2.4286	0.6650	3942.0541	3.5238	0.9650
111.6900	30.2800	3928.3202	2.8432	0.8954	3942.2353	2.4286	0.7648	3943.4730	3.5240	1.1097
111.7100	31.5000	3929.0236	2.8432	0.9314	3943.0588	2.4286	0.7956	3944.0405	3.5239	1.1544
111.7700	30.8700	3931.1339	2.8432	0.9040	3945.5294	2.4286	0.7722	3945.7432	3.5238	1.1204
111.9200	55.8500	3936.4097	2.8432	1.6038	3951.7059	2.4286	1.3699	3950.0000	3.8659	2.1807
112.0400	20.0600	3940.6303	2.8432	0.5646	3956.6471	2.4286	0.4823	3952.7273	4.4000	0.8738
112.1900	20.4600	3945.9060	2.8432	0.5643	3962.8235	2.4286	0.4820	3956.1364	4.4000	0.8732
